Check Map,Check B#,Check M#,Snowball Map,Group,brizo_id,Mapping,Name,First Seen,Street,City/Town,State/Province Code,Zip/Postal Code,Country,First Name,Last Name,Contact LinkedIn,Phone,Contact Count,Most Common Email,Cuisines (Regional),Price Range,Vitality Score,Reputation Score,Technology Vendors
-,-,-,41507,Group C,b8da8056a1f7b569,7001 Merri32277,King Wok,3/1/2020,7001 Merrill Rd,Jacksonville,FL,32277,United States,Jimmy,Si,,(904)762-0888,1,,Chinese,$,,,BeyondMenu; Uber Eats
-,-,-,41508,Group C,b8dbcf5627792cd1,5505 E Fow33617,Chenji Noodle House,5/10/2023,5505 E Fowler Ave,Temple Terrace,FL,33617,United States,,,,(813)521-8888,0,info@chenjinoodlehouse.com,Chinese,,,,Google Analytics; Grubhub; Postmates; Chinese Menu Online; Squarespace; Apple Pay; EHungry; Seamless; Google Maps; MailChimp; Opencart; Uber Eats
-,-,-,41509,Group C,b8eced68f96f2691,2423 Penns20037,Golden Wok,12/22/2023,2423 Pennsylvania Ave NW,Washington,DC,20037,United States,,,,(443)230-5330,0,,Chinese,,,,Uber Eats
-,-,-,41510,Group C,b8ee85fa9eb7b5fd,4929 W Cha85226,Indo Chinese Bistro,5/15/2020,4929 W Chandler Blvd,Chandler,AZ,85226,United States,,,,(480)205-4755,0,indochinesebistroaz@gmail.com,Indian; Chinese,$,,,Grubhub; BeyondMenu; ezCater; Uber Eats
-,-,-,41511,Group C,b8f4a46b489fb469,1714 E Bro85040,Tam's,3/1/2020,1714 E Broadway Rd,Phoenix,AZ,85040,United States,,,,(602)268-7822,0,,Chinese,$,,,Grubhub; Seamless; Google Maps; Postmates; Uber Eats
-,-,-,41512,Group C,b90ab7697108ee54,301 N Serv72315,Great Wall,3/1/2020,301 N Service Rd,Blytheville,AR,72315,United States,Joe,Yeung,,(870)763-8551,1,,Chinese,$,,,
-,-,-,41513,Group C,b950c8e3b04e6c57,23706 S Po85298,Iron Chef,11/4/2023,23706 S Power Rd,Queen Creek,AZ,85298,United States,,,,(480)840-3383,0,,Chinese,$,,,Grubhub; Uber Eats
-,-,-,41514,Group C,b966cac2f0e26b3d,11560 Pana32407,Jin Jin 88,3/1/2020,11560 Panama City Beach Pkwy,Panama City Beach,FL,32407,United States,B.,Sara Beth,,(850)235-8835,1,,Chinese,$$,,,Bing Maps; MenuPages; Grubhub; Postmates; Seamless; BeyondMenu; Google Maps; Uber Eats; Caviar; DoorDash
-,-,-,41515,Group C,b96d3146995d6078,20 Ives Rd6492,Funju Noodle Bar,3/1/2020,20 Ives Rd,Wallingford,CT,6492,United States,,,,(203)626-5715,0,,Chinese,$$,,,Grubhub; Google Maps; Uber Eats; DoorDash
-,-,-,41516,Group C,b970d662462253d8,10679 Big 33579,Asian Yummy House,3/1/2020,10679 Big Bend Rd,Riverview,FL,33579,United States,,,,(813)671-6666,0,,Japanese; Chinese,$$,,,Grubhub; BeyondMenu; Google Maps; DoorDash; Postmates; Uber Eats
-,-,-,41517,Group C,b9768b51258cfa3b,22191 Powe33433,Kingdom Sushi Boca Raton,6/24/2023,22191 Powerline Rd,Boca Raton,FL,33433,United States,,,,(561)756-9253,0,,Japanese,$$,,,WhatsApp; Google Maps; Sauce; Uber Eats; Postmates
-,-,-,41518,Group C,b979f846304437f5,8910 Turke32819,Taste of Asia,3/1/2020,8910 Turkey Lake Rd,Orlando,FL,32819,United States,Andy,Lin,,(407)370-3186,1,,Chinese,$,,,Grubhub; BeyondMenu; Google Maps; DoorDash; Uber Eats
-,-,-,41519,Group C,b97afd891ea6fa6d,1100 NE 4t33304,Asian Corner Thai Sushi,3/1/2020,1100 NE 4th Ave,Fort Lauderdale,FL,33304,United States,,,,(954)900-5290,0,asiancornerthaisushi@yahoo.com,Japanese; Thai,$$,,,Culinary Agents; DoorDash
-,-,-,41520,Group C,b9849322f38e737d,17717 Chen72223,A.W.Lin's Asian Cuisine,3/1/2020,17717 Chenal Pkwy,Little Rock,AR,72223,United States,Jenny,Liu,,(501)821-5398,1,,Japanese; Chinese,$$,,,Wix Restaurants; BiteSquad; Grubhub; DoorDash; Uber Eats
-,-,-,41521,Group C,b992c42dcf1d19bf,26628 SE H32680,Deb's Deli,3/28/2022,26628 SE Highway 19,Old Town,FL,32680,United States,,,,(352)440-2578,0,,Japanese; Caribbean; Cuban; Italian,,,,
-,-,-,41522,Group C,b9997425260a399d,2020 Badla33511,Tsunami Sushi & Hibachi Grill,3/1/2020,2020 Badlands Dr,Brandon,FL,33511,United States,Hyom,Yu,,(813)657-8988,2,info@tsunamibrandon.com,Japanese,$$,,,Zuppler; Grubhub; Google Maps; BeyondMenu; Uber Eats
-,-,-,41523,Group C,b9a3cf92366a3d94,835 4th Av34102,PJK Neighborhood Chinese,2/1/2023,835 4th Ave S,Naples,FL,34102,United States,,,,(239)367-0300,0,naples@pjkchinese.com,Chinese,$$,,,Google Analytics; Toast Marketplace; Toast Online Ordering; Google Maps; Canva; OpenTable
-,-,-,41524,Group C,b9a9bfc1537b04df,1538 E Com33334,Viva Tokyo Mexican and Japanese,3/1/2020,1538 E Commercial Blvd,Oakland Park,FL,33334,United States,Rodrick,Rojales,,(954)776-2847,1,,Mexican; Japanese,$,,,MenuPages
-,-,-,41525,Group C,b9acdb97ed610635,3066 Dyer 34741,China Gourmet,3/1/2020,3066 Dyer Blvd,Kissimmee,FL,34741,United States,Lin,Hang,,(407)870-0077,1,,Chinese,$,,,Grubhub; Google Maps; BeyondMenu; DoorDash; Apple App Store
-,-,-,41526,Group C,b9b3910c80850ccc,5411 Centr71913,Bubba's Catfish,3/1/2020,5411 Central Ave,Hot Springs National Park,AR,71913,United States,,,,(501)762-3474,0,,Southern; Creole; Cajun,$,,,BiteSquad
-,-,-,41527,Group C,b9c203526003d018,400 Presid72201,Big On Tokyo,3/1/2020,400 President Clinton Ave,Little Rock,AR,72201,United States,Eun,Yi,,(501)375-6200,1,,Japanese,$,,,
-,-,-,41528,Group C,b9eb827e830a34b3,710 W Elli85284,Ra-Ra-Ramen,7/31/2021,710 W Elliot Rd,Tempe,AZ,85284,United States,,,,(480)564-1076,0,,Japanese,$,,,Uber Eats
-,-,-,41529,Group C,b9fc3e61ef19d730,S John You32837,Tavern at the Creek,3/1/2020,S John Young Pkwy,Orlando,FL,32837,United States,,,,(407)440-4642,0,,American; Japanese,$,,,Google Analytics; Grubhub; Postmates; Squarespace; Apple Pay; MailChimp; Google Maps; Clover POS; Opencart; Uber Eats
-,-,-,41530,Group C,ba08284c1aea804c,4050 Wedge32162,Cheng's Chinese Restaurant,3/1/2020,4050 Wedgewood Ln,The Villages,FL,32162,United States,Guangrong,Zheng,,(352)391-9678,1,info@chengsfl.com,Chinese,$$,,,Google Analytics; Squarespace; Chinese Menu Online; Apple Pay; MailChimp; BeyondMenu; Google Maps; Opencart; Uber Eats; DoorDash
-,-,-,41531,Group C,ba08feaacfed9e54,9397 E She85260,Ling & Louie's Asian Bar and Grill,3/1/2020,9397 E Shea Blvd,Scottsdale,AZ,85260,United States,John,B,,(480)767-5464,3,scottsdale@lingandlouies.com,Chinese,$$,,,Toast Online Ordering; Aloha; Yelp Waitlist; Toast Loyalty; Yelp Reservation; Toast Marketplace; Toast Payroll and Team Management; Facebook Pixel; Google Analytics; Grubhub; Restaurant Revolution Technologies; Recruiting.com; Popmenu; Toast Gift Cards; Culinary Agents; Google Maps; DoorDash; Uber Eats
-,-,-,41532,Group C,ba44016ae1e74841,16970 Alic33908,China House,3/1/2020,16970 Alico Mission Way,Fort Myers,FL,33908,United States,,,,(239)590-3996,0,,Chinese,$,,,DoorDash
-,-,-,41533,Group C,ba469d5d92f1141e,13475 Atla32225,Volcano Japanese Cuisine,8/29/2023,13475 Atlantic Blvd,Jacksonville,FL,32225,United States,,,,(904)619-3604,0,jaywang.volcano@gmail.com,Japanese,$$,,,Owner; Stripe; Google Maps; DoorDash; Postmates; Uber Eats
-,-,-,41534,Group C,ba5ad32117f57de3,13709 N Da33618,Fuzion Spice,3/1/2020,13709 N Dale Mabry Hwy,Tampa,FL,33618,United States,,,,(813)373-6056,0,fuzionspicellc@gmail.com,Vietnamese; Chinese,$,,,Grubhub; Google Maps; Uber Eats
-,-,-,41535,Group C,ba77a0a0446c0bee,1414 Seven34655,Hot Wok,3/1/2020,1414 Seven Springs Blvd,New Port Richey,FL,34655,United States,G.,Ling,,(727)372-3821,1,,Chinese,$$,,,Grubhub; Postmates; Apple App Store; BeyondMenu; Google Maps; Seamless; DoorDash; Uber Eats
-,-,-,41536,Group C,ba7b605ae24a57e4,2407 Hiawa32835,Kome,3/1/2020,2407 Hiawassee Rd S,Orlando,FL,32835,United States,,,,(407)299-8687,0,info@komefl.com,Chinese,$$,,,Google Analytics; Squarespace; Chinese Menu Online; Apple Pay; MailChimp; Google Maps; Opencart; Uber Eats; DoorDash
-,-,-,41537,Group C,ba7e1784da95cd17,119 SE 2nd33131,Okinawa Sushi,3/1/2020,119 SE 2nd Ave,Miami,FL,33131,United States,,,,(305)381-8688,0,,Japanese,$,,,Grubhub; Uber Eats
-,-,-,41538,Group C,ba7f6f099844fa32,2604 S Sha72205,Panda Garden,3/1/2020,2604 S Shackleford Rd,Little Rock,AR,72205,United States,Amber,Ni,,(501)224-8100,1,,Chinese,$$,,,BeyondMenu
-,-,-,41539,Group C,ba84c2a258faf7c4,818 W Broa85282,Ra-Ra-Ramen,12/29/2020,818 W Broadway Rd,Tempe,AZ,85282,United States,,,,(480)219-9275,0,,Japanese,$,,,DoorDash; Uber Eats
-,-,-,41540,Group C,ba9125ca1b6ac428,13600 N 9985351,Chang Lee Restaurant,3/1/2020,13600 N 99th Ave,Sun City,AZ,85351,United States,Somchit,Mork,,(623)974-3601,1,,Chinese,$$,,,
-,-,-,41541,Group C,ba97bb29beca7382,12701 SW 133186,The Great Rome,8/28/2023,12701 SW 137th Ave,Miami,FL,33186,United States,,,,(305)878-3175,0,admin@thegreatrome.com,Japanese; Italian,$$,,,Wix Restaurants; DoorDash; Postmates; Uber Eats
-,-,-,41542,Group C,ba99a61586d46c90,Mohave Val86429,Samurai Noodle House,3/1/2020,Mohave Valley Hwy,Bullhead City,AZ,86429,United States,,,,(928)299-5144,0,,Japanese,$$,,,
-,-,-,41543,Group C,babfeca3d90c9840,3115 NE 3233308,Bokamper's Sports Bar & Grill,3/1/2020,3115 NE 32nd Ave,Fort Lauderdale,FL,33308,United States,Kevin,S,,(954)900-5584,5,mvp@bokampers.com,American; Japanese,$$,,,Tripleseat; Grubhub; Culinary Agents; Personica; Google Maps; Paytronix Loyalty; Uber Eats; DoorDash
-,-,-,41544,Group C,baca23b3032f6768,1725 Desal20036,Le DeSales,2/4/2024,1725 Desales St NW,Washington,DC,20036,United States,,,,(202)450-3998,0,,French; Japanese,,,,Uber Eats
-,-,-,41545,Group C,badbc10ebb3a62e1,6107 US-1733896,Lin's Asian Bistro,3/1/2020,6107 US-17-92,Davenport,FL,33896,United States,,,,(863)774-6888,0,linsasianfood@gmail.com,Chinese,$,,,Chownow; WooCommerce; Culinary Agents; DoorDash; Postmates; Uber Eats
-,-,-,41546,Group C,bb003fa91ee77cf3,34 Elm St6880,Gogi Korean Steakhouse & Sushi,7/31/2022,34 Elm St,Westport,CT,6880,United States,,,,(203)557-8626,0,,Korean; Japanese; Chinese,$$,,,Grubhub; Seamless; Google Maps; Postmates; OpenTable; Uber Eats
-,-,-,41547,Group C,bb0d40929f3d465f,170 Sellec6902,China Xpress,3/1/2020,170 Selleck St,Stamford,CT,6902,United States,Jersey,Q,,(203)406-7977,1,info@chinaxpressct.com,Chinese,$,,,Google Analytics; Grubhub; Squarespace; Chinese Menu Online; Apple Pay; MailChimp; Google Maps; Opencart; DoorDash
-,-,-,41548,Group C,bb1f3dee435d4ecf,20 N Feder33432,Kanpai,3/1/2020,20 N Federal Hwy,Boca Raton,FL,33432,United States,Lixii,S,,(561)361-8688,1,hello@kanpaiboca.com,Japanese,$$,,,Grubhub; Culinary Agents; Owner; SevenRooms; Stripe; Google Maps; Uber Eats; DoorDash
-,-,-,41549,Group C,bb46303b3090a06d,4537 Gunn 33624,China Legend,3/1/2020,4537 Gunn Hwy,Tampa,FL,33624,United States,,,,(813)908-0913,0,,Chinese,$$,,,
-,-,-,41550,Group C,bb481da05fcbc779,304 W Ardi32726,New China Buffet,3/1/2020,304 W Ardice Ave,Eustis,FL,32726,United States,Latoya T.,Young,,(352)357-1010,1,,Mandarin,$,,,Google Maps; DoorDash; Caviar
-,-,-,41551,Group C,bb4fba517b8755eb,4721 W Oli85302,Chilli King Chinese Food,3/1/2020,4721 W Olive Ave,Glendale,AZ,85302,United States,,,,(623)440-1900,0,info@chillikingaz.com,Chinese,$,,,Wix Restaurants; BeyondMenu; Caviar; Apple App Store; Uber Eats; DoorDash; Postmates
-,-,-,41552,Group C,bb5ba260629b7ef7,4880 Sun C33573,China Chen Restaurant,3/1/2020,4880 Sun City Center Blvd,Sun City Center,FL,33573,United States,Chen,Benhui,,(813)633-6787,1,,Chinese,$,,,
-,-,-,41553,Group C,bb7edda6ced4cae3,3381 Post 6890,Mama Chow,3/1/2020,3381 Post Rd,Southport,CT,6890,United States,,,,(203)292-3696,0,info@mama-chow.com,Japanese; Chinese,$$,,,Grubhub; Seamless; Google Maps; Squarespace
-,-,-,41554,Group C,bb7f45538c06a251,643 E Van 72703,Kobe Hibachi Grill and Sushi,3/1/2020,643 E Van Asche Dr,Fayetteville,AR,72703,United States,,,,(479)443-5623,0,kobesang@gmail.com,Japanese,$$,,,Google Maps; Uber Eats; Postmates
-,-,-,41555,Group C,bb87b492c1bc5b08,906 S Pine72023,China Buffet,3/1/2020,906 S Pine St,Cabot,AR,72023,United States,Jan,Jiang,,(501)843-9980,1,,Chinese,$$,,,
-,-,-,41556,Group C,bb9faa1010ec641e,14767 S Di33176,China Gourmet,3/1/2020,14767 S Dixie Hwy,Palmetto Bay,FL,33176,United States,John,Z,,(305)232-1818,1,,Chinese,$,,,Google Analytics; Grubhub; Squarespace; Chinese Menu Online; Apple Pay; MailChimp; Google Maps; Opencart; Uber Eats; DoorDash
-,-,-,41557,Group C,bba583f47fdc2c41,1955 W Mai85201,Spice Spirit Chinese Cuisine and Bar,3/1/2020,1955 W Main St,Mesa,AZ,85201,United States,,,,(480)809-6030,0,chinesedelightcuisine@gmail.com,Chinese,$$,,,Fantuan; Grubhub; BeyondMenu; Google Maps; DoorDash; Uber Eats
-,-,-,41558,Group C,bba8da4bdb966343,9160 NW 1233018,Wah Hen Chinese Restaurant,3/1/2020,9160 NW 122nd St,Hialeah,FL,33018,United States,Jorge,Lau,,(305)558-7300,1,,Chinese,$,,,
-,-,-,41559,Group C,bbb57f34e8a051c3,350 Main S6457,Conspiracy,3/1/2020,350 Main St,Middletown,CT,6457,United States,,,,(860)236-0211,0,conspiracyct@gmail.com,Japanese,$$,,,Wix Restaurants
-,-,-,41560,Group C,bbb9901d61ba4113,16920 Fron32413,Oishi Thai Restaurant & Sushi Bar,3/1/2020,16920 Front Beach Rd,Panama City Beach,FL,32413,United States,,,,(850)230-9874,0,oishithaipcb@gmail.com,Japanese; Thai,$$,,,Smile Dining; Google Maps; Culinary Agents; Smile pos
-,-,-,41561,Group C,bbc3966c17fd9f36,1447 S Uni33324,Otoro,10/6/2021,1447 S University Dr,Plantation,FL,33324,United States,,Jimmy,,(754)200-4560,1,,Japanese,$$,,,Toast Marketplace; Toast Online Ordering; WooCommerce; OpenTable
-,-,-,41562,Group C,bbcb3bb0a0fe28dd,8987 W Oli85345,Best China,3/1/2020,8987 W Olive Ave,Peoria,AZ,85345,United States,,,,(623)878-8828,0,,Chinese,$,,,Oracle GloriaFood; Restaurant; Grubhub; Google Maps; Seamless; DoorDash; GlobalFood
-,-,-,41563,Group C,bbd31a3197158113,19 SE 2nd 33131,Kitsune House,8/11/2022,19 SE 2nd Ave,Miami,FL,33131,United States,,,,(786)534-2768,0,,Chinese,$$,,,Grubhub; Sauce; ezCater; DoorDash; Squarespace; Uber Eats
-,-,-,41564,Group C,bbdb1ab23b212436,4175 66th 33709,Lucky Star Chinese,3/1/2020,4175 66th St N,St Petersburg,FL,33709,United States,,,,(727)381-8888,0,,Chinese,$$,,,
-,-,-,41565,Group C,bbedbe8e4be4273d,11115 Hutc32407,Bayou on the Beach,3/1/2020,11115 Hutchison Blvd,Panama City Beach,FL,32407,United States,David,Buxton,,(850)249-3478,1,bayouonthebeach@gmail.com,Creole; Cajun,$$,,,GiftFly; Google Analytics; Toast Online Ordering; Grubhub; Seamless; Google Maps
-,-,-,41566,Group C,bbf02c282aff28f9,1427 SW 1033174,Chifa Don Jose,3/1/2020,1427 SW 107th Ave,Miami,FL,33174,United States,Jose,Tang,,(305)229-4040,1,,Peruvian; Chinese,$$,,,MenuPages; Grubhub; Seamless; Uber Eats; Postmates; DoorDash
-,-,-,41567,Group C,bbfa4257cd4748ba,211 Avenue34950,KrazyFish,3/1/2020,211 Avenue A,Fort Pierce,FL,34950,United States,David,King,,(772)595-3566,1,,Japanese,$$,,,DoorDash
-,-,-,41568,Group C,bbfc2566572ce765,8857 N Flo33604,Yummi Crab,3/1/2020,8857 N Florida Ave,Tampa,FL,33604,United States,,,,(813)915-8888,0,,Creole; Cajun,,,,kwickmenu
-,-,-,41569,Group C,bc0c635e1556c5f2,18110 Coll33160,Mozart Cafe,3/1/2020,18110 Collins Ave,Sunny Isles Beach,FL,33160,United States,Eric,Amiel,,(305)974-0103,1,mozartcafe.fl@gmail.com,Japanese,$$,,,Sauce; Uber Eats
-,-,-,41570,Group C,bc146e1b39864ea1,4120 E McC72117,Kanpai Japanese Steak & Sushi,3/1/2020,4120 E McCain Blvd,North Little Rock,AR,72117,United States,Steve,Im,,(501)945-9494,1,,Japanese,$$,,,Google Analytics; Untappd; Grubhub; Seamless; Google Maps; Caviar; DoorDash
-,-,-,41571,Group C,bc18f8593e338dd0,8502 N Arm33604,Fortune Star Oriental Bakery,3/1/2020,8502 N Armenia Ave,Tampa,FL,33604,United States,,,,(813)930-6331,0,,Chinese,$,,,
-,-,-,41572,Group C,bc27b66cd24037f9,5817 Goldv33544,TASTY RAMEN,4/6/2023,5817 Goldview Pkwy,Wesley Chapel,FL,33544,United States,,,,(813)803-7777,0,,Japanese,$$,,,
-,-,-,41573,Group C,bc29afb77db19092,456 S Cypr33060,Wong's Chinatown Restaurant,3/1/2020,456 S Cypress Rd,Pompano Beach,FL,33060,United States,,,,(954)785-1320,0,info@wongschinatown.com,Chinese,$,,,Google Analytics; Squarespace; Chinese Menu Online; Apple Pay; Google Maps; MailChimp; Opencart; Uber Eats
-,-,-,41574,Group C,bc324f9fbb61b0ee,302 E Flow85012,China Chili,3/1/2020,302 E Flower St,Phoenix,AZ,85012,United States,John,Chan,,(602)266-4463,1,,Chinese,$$,,,Grubhub; Seamless; Caviar; DoorDash
-,-,-,41575,Group C,bc3d2b90df2432df,333 N Main6117,Poke City,3/1/2020,333 N Main St,West Hartford,CT,6117,United States,,,,(860)263-8565,0,,Japanese,$,,,Grubhub; Seamless; Google Maps; Uber Eats; Postmates; Caviar; DoorDash
-,-,-,41576,Group C,bc3ddc9e0015bc40,32 S Blue 32506,Jin Jin Restaurant,3/1/2020,32 S Blue Angel Pkwy,Pensacola,FL,32506,United States,,,,(850)457-2688,0,,Chinese,$,,,ez order now; Uber Eats
-,-,-,41577,Group C,bc438b8cf7829ae1,4055 Minne20019,New Garden Carry-Out,3/1/2020,4055 Minnesota Ave NE,Washington,DC,20019,United States,Cui Wei,Zhang,,(202)396-2700,1,,Chinese,$,,,Google Maps; BeyondMenu; DoorDash; Uber Eats
-,-,-,41578,Group C,bc4cebfb351d58b3,15213 N Da33618,Kojiki Kitchen,12/22/2023,15213 N Dale Mabry Hwy,Tampa,FL,33618,United States,,,,(727)477-9427,0,,Japanese,,,,Uber Eats
-,-,-,41579,Group C,bc618251b7c35598,1164 W Fla33130,Chong's Chinese Restaurant,3/1/2020,1164 W Flagler St,Miami,FL,33130,United States,Joe,Chan,,(305)545-6625,1,lidach85@hotmail.com,Chinese,$,,,Facebook Pixel; WooCommerce; Apple Pay; Google Pay; Google Maps; Square
-,-,-,41580,Group C,bc6492cd42417fdc,9801 Gulf 34216,Sushi Ramen Anna Maria,1/13/2024,9801 Gulf Dr,Anna Maria,FL,34216,United States,,,,(941)900-2537,0,,Japanese,,,,Facebook Pixel; Google Analytics; Apple Pay; Google Maps; Menufy; Uber Eats
-,-,-,41581,Group C,bc7037b059dc7a0c,13161 N Cl33903,Siam Thai & Sushi,3/1/2020,13161 N Cleveland Ave,North Fort Myers,FL,33903,United States,,,,(239)995-5002,0,,Japanese; Vietnamese; Thai,$$,,,BiteSquad; DoorDash; Postmates; Uber Eats
-,-,-,41582,Group C,bc79cb7f17e259eb,14114 US-134667,Hong Kong Chinese Restaurant,3/1/2020,14114 US-19,Hudson,FL,34667,United States,Wong,Wang,,(727)862-3131,1,,Chinese,$,,,Grubhub; BeyondMenu; Google Maps; Uber Eats; DoorDash
-,-,-,41583,Group C,bc7dfaf8d73394b0,8770 SW 2433165,King of Sushi,10/8/2022,8770 SW 24th St,Miami,FL,33165,United States,,,,(305)552-0082,0,,Japanese,,,,Uber Eats
-,-,-,41584,Group C,bc909d35597408f0,1400 W Dew72012,Akira Hibachi Express,8/15/2022,1400 W Dewitt Henry Dr,Beebe,AR,72012,United States,,,,(479)427-9867,0,,Japanese,$$,,,DoorDash; Caviar; Postmates; Uber Eats
-,-,-,41585,Group C,bca02f1afa5ca6bb,8570 Stirl33024,Imasa Sushi,3/1/2020,8570 Stirling Rd,Hollywood,FL,33024,United States,,,,(954)743-1909,0,imasasushi@hotmail.com,Japanese,$$,,,Google Analytics; Toast Online Ordering; Grubhub; Popmenu; Toast Marketplace; Google Maps; Uber Eats; DoorDash
-,-,-,41586,Group C,bca8c003cd5baf40,1786 Bland32068,Fushimi Sushi,3/1/2020,1786 Blanding Blvd,Middleburg,FL,32068,United States,,,,(904)282-8900,0,,Japanese,$$,,,Google Analytics; WooCommerce; MealKeyway; Postmates; Menusifu; Google Maps; Uber Eats; DoorDash
-,-,-,41587,Group C,bca9a82d86243c61,2774 E Fow33612,China 1,3/1/2020,2774 E Fowler Ave,Tampa,FL,33612,United States,Taffy,Carter,,(813)910-2222,1,,Chinese,$,,,Google Maps; Apple App Store
-,-,-,41588,Group C,bcaa6d36caea309c,13052 Race33626,China,3/1/2020,13052 Race Track Rd,Tampa,FL,33626,United States,Liang,Shao,,(813)749-8460,1,,Chinese,$,,,Google Analytics; Grubhub; Squarespace; Chinese Menu Online; Postmates; Apple Pay; Seamless; MailChimp; BeyondMenu; Google Maps; Opencart; DoorDash; Uber Eats; Caviar
-,-,-,41589,Group C,bcb99451085c2fd6,661 Centra33701,The Lure,3/1/2020,661 Central Ave,St Petersburg,FL,33701,United States,Adam,Miller,,(727)914-8000,1,,Japanese,$$,,,Card Foundry; Grubhub; Uber Eats
-,-,-,41590,Group C,bcbe103f07eb2be5,15 High Ri6905,Panda Garden,3/1/2020,15 High Ridge Rd,Stamford,CT,6905,United States,Young,Lee,,(203)323-7601,1,info@pandagardenstamford.com,Chinese,$,,,Google Analytics; Squarespace; Chinese Menu Online; Apple Pay; BeyondMenu; Google Maps; MailChimp; Opencart
-,-,-,41591,Group C,bcbfdbc2b63cddf3,3801 McInt34232,Blue Koi Sushi,7/10/2020,3801 McIntosh Rd,Sarasota,FL,34232,United States,,,,(941)388-7738,0,bluekoisushisrq@gmail.com,Japanese,$$,,,Google Analytics; BiteSquad; Grubhub; Postmates; Squarespace; Chownow; Seamless; Google Maps; DoorDash; Uber Eats
-,-,-,41592,Group C,bcc997fa3c406007,9837 SW 1833157,Sushi Bay,8/2/2021,9837 SW 184th St,Palmetto Bay,FL,33157,United States,,,,(305)964-5823,0,,Japanese,$$,,,Toast Marketplace; WooCommerce; Toast Online Ordering; Uber Eats
-,-,-,41593,Group C,bcca49bdc705e1e0,99 Mill St6830,Byram Sushi Teriyaki,3/1/2020,99 Mill St,Greenwich,CT,6830,United States,,,,(203)813-3400,0,,Japanese,$$,,,Uber Eats; DoorDash
-,-,-,41594,Group C,bce4294fff42b818,1400 Grape33898,Cajun Cowboy,12/2/2023,1400 Grape Hammock Rd,Lake Wales,FL,33898,United States,,,,(561)420-5364,0,,Cajun,,,,
-,-,-,41595,Group C,bce9069f3362ccdf,1326 Arian33803,Urban Cajun Seafood and Wings,3/28/2022,1326 Ariana St,Lakeland,FL,33803,United States,,,,(863)430-5273,0,,Cajun,,,,Uber Eats
-,-,-,41596,Group C,bce9717570f61fa9,305 Cypres33880,China Wok,3/1/2020,305 Cypress Gardens Blvd,Winter Haven,FL,33880,United States,Yong,Chin,,(863)401-3333,1,,Chinese,$,,,DoorDash
-,-,-,41597,Group C,bcf1df53d973fd8d,1561 N Coo85233,Teriyaki Star,10/22/2023,1561 N Cooper Rd,Gilbert,AZ,85233,United States,,,,(623)748-1569,0,,Hawaiian; Korean; Japanese,,,,Uber Eats
-,-,-,41598,Group C,bcf1ec07c9f49ec5,5759 Bird 33155,Matsuri,3/1/2020,5759 Bird Rd,Miami,FL,33155,United States,Masayuki,Suzuki,,(305)663-1615,1,,Japanese,$$,,,SpotOn; Google Maps
-,-,-,41599,Group C,bcfc3504fb50d159,8602 Bayme32256,Modu Ramen,3/1/2020,8602 Baymeadows Rd,Jacksonville,FL,32256,United States,Dongil,K,,(904)253-3454,2,modu.ramen@gmail.com,Japanese,$$,,,Grubhub; Google Maps; Culinary Agents; Uber Eats; DoorDash
-,-,-,41600,Group C,bd11b6907acf027c,1671 SW 1033165,Hawaiian Poke,3/1/2020,1671 SW 107th Ave,Miami,FL,33165,United States,,,,(786)860-5900,0,,Hawaiian; Japanese,$$,,,Grubhub; ez order now; Uber Eats; Postmates
-,-,-,41601,Group C,bd137c0be9ee7392,1818 N Cro72701,Tokyo House,3/1/2020,1818 N Crossover Rd,Fayetteville,AR,72701,United States,,,,(479)442-9995,0,,Japanese,$$,,,BiteSquad; BeyondMenu; Google Maps; Uber Eats; Apple App Store; DoorDash
-,-,-,41602,Group C,bd24d7decc274720,477 N Fede33432,Sushigo,3/1/2020,477 N Federal Hwy,Boca Raton,FL,33432,United States,Joe,J,,(561)544-7310,1,,Japanese,$$,,,OpenStreetMap; Culinary Agents; Postmates; OpenTable; MailChimp; DoorDash; Uber Eats; Caviar
-,-,-,41603,Group C,bd2621e366f1e3fa,2855 Ocean32963,Polo Steak and Sea,12/19/2023,2855 Ocean Dr,Vero Beach,FL,32963,United States,,,,(772)231-4090,0,info@polosteakandsea.com,Japanese,,,,Google Analytics; BiteSquad; MailChimp; Google Maps; Restaurant Guru; OpenTable
-,-,-,41604,Group C,bd2baaf5da0fc41d,2130 N You32626,Mya's Noodle House,3/1/2020,2130 N Young Blvd,Chiefland,FL,32626,United States,Mya,Tan,,(352)490-8188,1,,Chinese,$,,,
-,-,-,41605,Group C,bd341328d189fea5,904 W Main85346,stagecoach restaurant,3/1/2020,904 W Main St,Quartzsite,AZ,85346,United States,,,,(408)881-3028,0,,Chinese,$$,,,
-,-,-,41606,Group C,bd35c176f16be549,6721 W Bet85303,New Hong Kong Express,12/18/2021,6721 W Bethany Home Rd,Glendale,AZ,85303,United States,,,,(623)248-4785,0,,Chinese,$$,,,Grubhub; Seamless; Google Maps; Uber Eats; Postmates; Caviar; DoorDash
-,-,-,41607,Group C,bd43d99c42a5aa76,4120 Littl34655,Koizi,3/1/2020,4120 Little Rd,New Port Richey,FL,34655,United States,,,,(727)376-1888,0,,Japanese,$$,,,Postmates; Apple App Store; MealKeyway; BeyondMenu; Google Maps; Uber Eats; DoorDash; Caviar
