Snowball Map,Dedupe Key,brizo_id,Name,Street,City/Town,State/Province Code,Zip/Postal Code,Country,First Name,Last Name,Title,Role,Contact Email,Contact Phone,Established,Phone,Most Common Email,Cuisines (Regional),Price Range,Dishes
11002,4333 E Ana90804,528e043fc79df001,Yanagi Kitchen,4333 E Anaheim St,Long Beach,CA,90804,United States,,,,,yanagikitchen.catering@gmail.com,,2008.0,(562) 343-2410,yanagikitchen.catering@gmail.com,Japanese,$$,Seafood; Sashimi; Sushi; Ramen; Noodles; French Fries
11006,11617 Sant90025,53fde729df2880e7,BAD Sushi,11617 Santa Monica Blvd,Los Angeles,CA,90025,United States,Woradit,Jiemjun,Business Owner,Owner,,,2010.0,(310) 479-4910,,Japanese,$$,Salads; Sushi
11007,13727 Foot91342,539d88560a47cd92,Rok n Sushi,13727 Foothill Blvd,Sylmar,CA,91342,United States,,,,,,,,(818) 364-2800,,Japanese,$$,Pizza; Salads; Sushi
11008,5828 W Jef46804,5303c60c03cb5965,Sakura Japanese Restaurant & Sushi Bar,5828 W Jefferson Blvd,Fort Wayne,IN,46804,United States,Charlie,Chen,Owner,Owner,,,2003.0,(260) 459-2022,,Japanese,$$,Smoked Salmon; Sushi
11011,1073 E El 94087,5aae9018b44b8d39,Himalayan Momo land,1073 E El Camino Real,Sunnyvale,CA,94087,United States,,,,,,,,(408) 816-9549,,Himalayan; Chinese; Nepalese,$$,Dumplings; Chicken; French Fries
11012,5131 Freep95822,5aa92e893b57f59e,Old Gui Lin,5131 Freeport Blvd,Sacramento,CA,95822,United States,,,,,,,,,,Chinese,,French Fries
11013,5025 E 82n46250,5b384d5c228f2b05,Wasabi on 82nd,5025 E 82nd St,Indianapolis,IN,46250,United States,,,,,,,2003.0,(317) 594-1188,,Japanese,$$,Smoked Salmon; Sushi
11014,27540 Sier91387,5a5c1f5c734fdbbb,Mad Tuna,27540 Sierra Hwy,Canyon Country,CA,91387,United States,,,,,,,2019.0,(661) 977-1168,,Japanese,$$$,Salads; Sushi
11019,8161 Canog91304,55e9ffea67877431,Asian Way,8161 Canoga Ave,Canoga Park,CA,91304,United States,,,,,,,,(818) 992-5953,,Chinese,$$,Pork; Soups; Chicken; Shrimp
11021,501 Davis 95688,5bcc494ac50da543,Umi Sushi,501 Davis St,Vacaville,CA,95688,United States,Kim,Chong,Owner,Owner,,,2010.0,(707) 469-7480,mikh111@yahoo.com,Japanese,$$,Sushi; Ramen
11022,556 El Cam92780,585fa130326d4a68,Honda-Ya,556 El Camino Real,Tustin,CA,92780,United States,Akira,Takashio,Owner,Owner,,,1993.0,(714) 832-0081,,Japanese,$$,Sushi; Noodles
11023,17951 Sky 92614,5c705c0d1bbfd8b3,Kyou Teriyaki (sky park circle),17951 Sky Park Cir,Irvine,CA,92614,United States,,,,,,,,(626) 531-5975,,Japanese,$$,Fried Rice; Chicken
11024,5575 Balti91942,5ccdcd808bb17394,Kawaii sushi,5575 Baltimore Dr,La Mesa,CA,91942,United States,,,,,,,,(619) 584-8888,,Japanese,$$,Seafood; Sashimi
11026,3571 S Tow80013,5aab012130a7e358,Shoyu Sushi,3571 S Tower Rd,Aurora,CO,80013,United States,,,,,info@shoyuaurora.com,,,(720) 726-5168,info@shoyuaurora.com,Japanese,$$,Smoked Salmon; Salads; Sushi; Ramen; Noodles
11027,5185 W Sun90027,5c0acc8a9db1e5d1,ShaBuShi,5185 W Sunset Blvd,Los Angeles,CA,90027,United States,Chanuya,Pongphab,Server,Front of the House,,,,(323) 522-6457,info@shabushi.us,Japanese,$$,Shabu-Shabu; Sushi; Hot Pot
11029,4400 E 3rd47401,5bbeeb270fbf5119,Mr. Hibachi,4400 E 3rd St,Bloomington,IN,47401,United States,Susan,Dong,,,,,2011.0,(812) 339-6288,,Chinese,$$,Sushi
11031,18121 E Ha80013,57c83414d73c28cc,Little Panda,18121 E Hampden Ave,Aurora,CO,80013,United States,Sue,Ling,President,General,,,2000.0,(303) 766-7783,,Chinese,$,
11032,730 Nordah92069,5d884651836c6f3e,Big Bowl,730 Nordahl Rd,San Marcos,CA,92069,United States,,,,,,,,(858) 220-9105,,Japanese,$$,Chicken; Ramen
11036,5050 W Ros90250,51e9400a9d000e33,Chinese Friends,5050 W Rosecrans Ave,Hawthorne,CA,90250,United States,,,,,sabra310@hotmail.com,,2012.0,(310) 355-1048,sabra310@hotmail.com,Chinese,$$,Soups; Chicken; Noodles; Shrimp
11039,14741 Haze46062,4d9d31ef723a50f7,Zen Ramen & Sushi,14741 Hazel Dell Xing,Noblesville,IN,46062,United States,,,,,,,,(317) 669-2269,,Japanese,$$,Smoked Salmon; Sushi; Ramen; French Fries
11043,3717 Natio47374,51176ecf23dd886d,Yamato Japanese Steakhouse & Sushi,3717 National Rd E,Richmond,IN,47374,United States,,,,,,,,(765) 935-1077,,Japanese,$$,Sushi; Steaks
11044,338 Main S80501,4f514d127d94998d,New Orleans Chefs of Colorado,338 Main St,Longmont,CO,80501,United States,,,,,504ncoc@gmail.com,,,(504) 669-2456,504ncoc@gmail.com,American; Creole; Cajun,,
11045,8843 Villa92037,51e314fa4063671f,Kinoyume Sushi & Grill,8843 Villa La Jolla Dr,La Jolla,CA,92037,United States,,,,,,,,(858) 999-0308,,Japanese,$$,Sushi
11047,2818 San B94134,5a904e06c55e072a,Red House Bakery & Cafe,2818 San Bruno Ave,San Francisco,CA,94134,United States,,,,,,,,(415) 656-0128,,Cantonese,$,
11048,2414 W Ket95242,5aec0f431cd2170b,Oz Sushi & Grill,2414 W Kettleman Ln,Lodi,CA,95242,United States,Jay,L,Business Owner,Owner,,,2010.0,(209) 334-9800,ozsushirestaurant@gmail.com,Japanese,$$,Sushi
11049,1723 Hunti91010,59a5c73dc5378f61,Sushi Fire,1723 Huntington Dr,Duarte,CA,91010,United States,,,,,,,2014.0,(626) 932-1240,,Japanese,$$,Sashimi; Sushi; Bento Box; French Fries
11052,1335 N 1st95112,563ef24cc7706c63,House of Genji,1335 N 1st St,San Jose,CA,95112,United States,Murata,Mayasa,Owner,Owner,,,1971.0,(408) 453-8120,houseofgenji@yahoo.com,Japanese,$$$,Smoked Salmon; Teppanyaki; Sushi; Steaks
11055,2300 El Po94806,5a235ee488556db9,Yummy House,2300 El Portal Dr,San Pablo,CA,94806,United States,Jayvon Muhammed Robert,Muhammed,,,,,,(510) 778-1876,,Japanese,$$,Soups; Chicken; Ramen; French Fries; Steaks; Salads; Sushi; Noodles
11059,383 Geller94015,61efd0cf96098bcd,Seapot Daly City,383 Gellert Blvd,Daly City,CA,94015,United States,Sunny,H,Business Owner,Owner,,,2017.0,(650) 755-5061,seapotplanotx@gmail.com,Chinese,$$,Hot Pot
11060,34143 CA-192629,6cab2e32872ff543,Gen Kai Sushi,34143 CA-1,Dana Point,CA,92629,United States,,,,,,,,(949) 240-2004,,Japanese,$$,Smoked Salmon; Sushi
11063,9928 Garve91733,63bc5b808339bb8f,Sunny Express,9928 Garvey Ave,El Monte,CA,91733,United States,,,,,,,2017.0,(626) 522-1441,,Chinese,$,Soups; Chicken; Noodles; French Fries; Steaks
11067,2800 S Sta46143,6bd93e4092ec8316,Roku Sushi & Pho,2800 S State Road 135,Greenwood,IN,46143,United States,,,,,,,,(317) 893-5180,,Japanese; Vietnamese,$$,Soups; Smoked Salmon; Seafood; Sushi; Pho
11070,2811 S Fig90007,68002ba472477e38,Chinatown Express,2811 S Figueroa St,Los Angeles,CA,90007,United States,,,,,,,,(213) 745-7355,,Chinese,$,
11074,3556 G St95340,6dd2eed18eaf8e99,Hong Kong,3556 G St,Merced,CA,95340,United States,Davis,Jew,Owner,Owner,,,1992.0,(209) 722-0414,,Chinese,$$,
11075,8200 Stock93311,6de06c241f03e411,Miyoshi Japanese Restaurant,8200 Stockdale Hwy,Bakersfield,CA,93311,United States,Thomas,Puck,Owner,Owner,,,2004.0,(661) 398-3397,,Japanese,$$,Smoked Salmon; Seafood; Sushi
11076,8547 Westm92844,6da1b46868b307e9,Seafood Cove,8547 Westminster Ave,Garden Grove,CA,92844,United States,Tony,Tang,,,,,2001.0,(714) 895-7964,seafoodcove8@gmail.com,Chinese,$$,Seafood
11077,471 Sarato95129,63d5d81e074fd9f2,Hunan Mifen,471 Saratoga Ave,San Jose,CA,95129,United States,,,,,,,,(408) 490-4023,,Chinese,$$,Noodles
11080,1430 E Mai81321,62e1e3102c11f2af,Thai Cortez & Sushi,1430 E Main St,Cortez,CO,81321,United States,,,,,niwatthepmanee16@gmail.com,,,(970) 564-3151,eakworawut@hotmail.com,Japanese,$$,Smoked Salmon; Sushi
11081,15920 Clar90706,63f5e1ad6525d8e0,Daru Sushi,15920 Clark Ave,Bellflower,CA,90706,United States,Sam,Y,Business Owner,Owner,,,2019.0,(562) 866-5227,darusushi19@gmail.com,Japanese,$$,Sushi; Ramen
11084,5932 IN-1046310,5f4651a38cc7f8d6,China Wok,5932 IN-10,Demotte,IN,46310,United States,,,,,,,2006.0,(219) 345-3318,,Chinese,$,
11085,2353 E 12t94601,627ea7444de4fa0c,Sushi Jingle,2353 E 12th St,Oakland,CA,94601,United States,,,,,,,,(510) 258-1976,,Japanese,$,Sushi
11087,643 W Duar91007,71dc81fc5129b20d,Auntie Qiu Kitchen,643 W Duarte Rd,Arcadia,CA,91007,United States,,,,,,,,,,Chinese,,Dim Sum
11088,6333 Oakda95367,7251c783c10c9033,Grand China,6333 Oakdale Rd,Riverbank,CA,95367,United States,D.,Gao,Owner,Owner,,,2008.0,(209) 863-1328,,Chinese,$$,
11089,4441 Balfo94513,71b41af21d835a8c,Enishi Kitchen,4441 Balfour Rd,Brentwood,CA,94513,United States,,,,,enishikitchen@gmail.com,,2017.0,(925) 240-1358,enishikitchen@gmail.com,Japanese,$$,Smoked Salmon; Sushi
11090,3040 Tarav94116,718fb6dbba8ad1bc,Win's Restaurant,3040 Taraval St,San Francisco,CA,94116,United States,Kan,Jui,Owner,Owner,,,1995.0,(415) 759-1818,,Chinese,$,
11092,1220 S Gol91007,714a3b642f98fca0,Sushi in the Box,1220 S Golden West Ave,Arcadia,CA,91007,United States,,,,,,,,(626) 286-5786,,Japanese,$,Sushi; Ramen
11093,2331 E 4th90033,70612e157cc9da38,China Express,2331 E 4th St,Los Angeles,CA,90033,United States,,,,,,,,(626) 759-4130,,Chinese,,
11096,3520 W Tem91768,70ae8204482d51ff,Koji Ramen,3520 W Temple Ave,Pomona,CA,91768,United States,Edward,N,Business Owner,Owner,,,2018.0,(714) 713-7825,isaacikuk@gmail.com,Japanese,$$,Ramen; French Fries
11100,895 S Coll47401,6e2e375696490277,Sakura 15,895 S College Mall Rd,Bloomington,IN,47401,United States,,,,,,,,(812) 339-8076,,Japanese,$$,Sushi
11104,25004 Blue95630,73cdd5abe04d2013,Hisui Sushi,25004 Blue Ravine Rd,Folsom,CA,95630,United States,Michael,L,Business Owner,Owner,,,2016.0,(916) 985-7778,hisuifolsom@gmail.com,Japanese,$$,Sushi
11105,4920 3rd S94124,7432d366cbdde5e8,Peking Wok Restaurant,4920 3rd St,San Francisco,CA,94124,United States,,Y Zou,,,,,1997.0,(415) 822-1818,,Chinese,$,
11107,642 Twin A46203,64a5caba4a73749b,General Tso's Inn,642 Twin Aire Dr,Indianapolis,IN,46203,United States,,,,,,,,(317) 917-1546,,Chinese,$,
11108,72 Serramo94015,6489d75a4e2eb1ab,YGF Malatang,72 Serramonte Ctr,Daly City,CA,94015,United States,,,,,,,,(341) 800-1215,,Chinese,$,
11110,3984 25th 47203,5f51277e7c81760a,Yee Kee Restaurant,3984 25th St,Columbus,IN,47203,United States,,,,,info@yeekeecolumbus.com,,2005.0,(812) 376-8575,,Chinese,$,Soups; Seafood; Curry; Chicken Wings; Chicken; Noodles
11112,2310 Sunri95670,5f503a6899171be7,I Love Teriyaki,2310 Sunrise Blvd,Rancho Cordova,CA,95670,United States,Candice,Ham,Owner,Owner,,,1997.0,(916) 852-6060,,Japanese,$,Sushi
11113,1163 Eagle80537,69fff2854453ebbf,Bowl Izakaya,1163 Eagle Dr,Loveland,CO,80537,United States,,,,,bowlizakaya@gmail.com,,,(970) 966-7727,bowlizakaya@gmail.com,Japanese,$$,Soups; Salads; BBQ; Sushi; Ramen
11114,925 S 13th46733,6a87d0f9a98cb6b9,Peking,925 S 13th St,Decatur,IN,46733,United States,Jimmy,Wang,Owner,Owner,,,1995.0,(260) 724-7407,,Chinese,$,
11115,18220 Yorb92886,6a0059f4a26a9601,Sushi Imari Yorba Linda,18220 Yorba Linda Blvd,Yorba Linda,CA,92886,United States,,,,,,,,(714) 983-7503,,Japanese,,Sushi
11116,4024 Grand91710,6aae70d3577b0f91,Gochoo,4024 Grand Ave,Chino,CA,91710,United States,,,,,,,,(909) 628-2521,,Korean; Japanese,$$,Sushi; Ramen; Noodles; French Fries
11119,2226 S Sho94501,6964b7760c4df25c,Sushi House,2226 S Shore Ctr,Alameda,CA,94501,United States,,,,,,,,(510) 865-0999,,Japanese,$$,Sushi
11122,151 County46514,6a2379455be636b9,Sakura Japanese Steak House,151 County Road 6,Elkhart,IN,46514,United States,,,,,,,,(574) 333-3831,,Japanese,$$,Soups; Smoked Salmon; Sushi; Noodles; Steaks
11124,620 W Edis46545,69e5aeeaaea3dc79,Toyo Grill,620 W Edison Rd,Mishawaka,IN,46545,United States,Solomon,Oh,Owner,Owner,,,1997.0,(574) 254-9120,,American; Japanese,$$,Smoked Salmon; Sushi; Grill; Chicken; Noodles
11127,2300 Encin94501,68e6cd2ec93adc4d,Kobe Ya,2300 Encinal Ave,Alameda,CA,94501,United States,Tom,Leon,,,,,1995.0,(510) 337-1966,,Japanese,$,Sushi
11129,11301 W Ol90064,68bf16895109eb16,Sea Salt Poke,11301 W Olympic Blvd,Los Angeles,CA,90064,United States,Ressul,R,Business Owner,Owner,,,2016.0,(424) 293-0723,,Hawaiian; Japanese,$$,Seafood; Salads; Sushi; Poke
11130,2700 Yulup95405,6c344c71ffa74687,Bluefish Sushi & Grill,2700 Yulupa Ave,Santa Rosa,CA,95405,United States,,,,,,,,(707) 791-7233,,Japanese,$$,Sushi
11131,650 W 12th90731,6d260fdc428adfe0,Bachi Bus,650 W 12th St,Los Angeles,CA,90731,United States,,,,,,,,(310) 467-1831,,Japanese,,Seafood; Chicken
11132,1279 N Mar80218,6cb2979a52c1e1cf,Little Gingko Asian Cafe,1279 N Marion St,Denver,CO,80218,United States,,,,,,,2017.0,(303) 993-2327,,Chinese,$$,Seafood
11134,1353 Locus94596,6d894bbc98def983,Dragon's Pond,1353 Locust St,Walnut Creek,CA,94596,United States,Lily,lo,Business Owner,Owner,lily@dragons-pond.com,,2012.0,(925) 926-0278,lily@dragons-pond.com,Chinese,$$,Pork; Soups; Seafood; Chicken; Noodles
11140,3211 Encin94501,6ee49bafb6e06a66,Bluefin Sushi Thai,3211 Encinal Ave,Alameda,CA,94501,United States,Prapaporn,Y,Business Owner,Owner,,,2011.0,(510) 522-1269,sushithaibluefin@gmail.com,Japanese; Thai,$$,Smoked Salmon; Seafood; Salads; Sushi; Noodles
11142,60693 US H80421,69a4c8965977c8ba,China Village,60693 US Highway 285,Bailey,CO,80421,United States,Ying,S,Business Owner,Owner,,,1995.0,(303) 838-3308,,Chinese,$$,
11146,461 Santa 92024,6551c5e6890dd026,Sushi Lounge Encinitas,461 Santa Fe Dr,Encinitas,CA,92024,United States,Katie,Rooney,Business Owner,Owner,katie@sushiloungesd.com,,2012.0,(760) 633-2299,summer@sushiloungesd.com,Japanese,$$,Smoked Salmon; Sushi; French Fries
11148,1672 Count95380,643cb370e6a56446,Samurai Sushi,1672 Countryside Dr,Turlock,CA,95380,United States,Enrique,B,Business Owner,Owner,,,2020.0,(209) 664-1808,,Japanese,$$,Sashimi; Sushi
11149,215 Reserv93933,66e5a1057d66a014,Lee's Garden Restaurant,215 Reservation Rd,Marina,CA,93933,United States,Anna,Tao,Owner,Owner,,,1990.0,(831) 384-6887,,Chinese,$,
11150,703 S Colo80246,675910a6039debb5,Noodles Express,703 S Colorado Blvd,Denver,CO,80246,United States,,,,,,,,(303) 736-8818,,Chinese,$$,Noodles
11152,699 Lewell94579,794009c2a57f8a51,Minami Sushi,699 Lewelling Blvd,San Leandro,CA,94579,United States,Tom,Nam,Owner,Owner,,,2008.0,(510) 483-4835,minamisushi08@gmail.com,Japanese,$$,Smoked Salmon; Sushi
11155,3525 W Car90503,78146a567eccc91c,Yamacho RMK,3525 W Carson St,Torrance,CA,90503,United States,,,,,,,,(310) 857-2060,,Japanese,$$,Soups; Seafood; Sushi; Noodles
11156,2005 Main 94561,77d13ab9916d264e,Uncle Wong Chinese Restaurant,2005 Main St,Oakley,CA,94561,United States,,,,,,,,(925) 625-0607,,Chinese,$,Soups; Seafood; Chicken; Noodles
11157,1321 3rd S90401,783e59e2382ad283,Bobarrito,1321 3rd St Prom,Santa Monica,CA,90401,United States,,,,,,,,(888) 690-2622,,Japanese,,Smoothies; Seafood; Sushi
11158,801 S Hope90017,7865d99060ff40ff,Hoke Poke,801 S Hope St,Los Angeles,CA,90017,United States,,,,,,,,(213) 935-8698,,Hawaiian; Japanese,,
11161,743 W Dana94041,6336168ce64050fb,Kakaroto Japanese Restaurant,743 W Dana St,Mountain View,CA,94041,United States,,,,,kakarotorestaurant@gmail.com,,,(650) 903-9668,kakarotorestaurant@gmail.com,Japanese,$$,Soups; Smoked Salmon; Salads; Sushi; Noodles; French Fries
11162,6031 San V90036,61d133c56f3b8b30,Fortune House Chinese Cuisine,6031 San Vicente Blvd,Los Angeles,CA,90036,United States,,,,,,,,(323) 936-6133,,Cantonese,$$,Dim Sum; Salads; BBQ; Chicken; Noodles
11163,1230 El Ca94066,625f95ae9844c657,Poke One,1230 El Camino Real,San Bruno,CA,94066,United States,,,,,,,2018.0,(650) 634-8728,,Japanese,$$,Seafood; Sushi; Poke; Curry; Chicken; Noodles
11164,11120 Magn92505,60c09e6cd8bea99b,Taiyos Sushi & Poki,11120 Magnolia Ave,Riverside,CA,92505,United States,Taiyo,K,Business Owner,Owner,,,2016.0,(951) 343-1112,taiyossushi@gmail.com,Japanese,$$,Salads; Sushi; Poke
11165,2509 S Bro92707,6131d32ad2dd0768,General Wow's Chinese,2509 S Broadway,Santa Ana,CA,92707,United States,,,,,,,,(626) 366-7245,,Chinese,$$,Chicken
11167,11777 San 90049,615b86be9f44c0b7,Katsuya,11777 San Vicente Blvd,Los Angeles,CA,90049,United States,Alfredo,Campuzano,Human Resources Business Partner,Owner,alfredo.campuzano@sbe.com,,,(310) 237-6174,danielle.cates@sbe.com,Japanese,$$$,Seafood; Sushi; French Fries
11169,6721 Holly90028,60737fa843028323,Kino Sushi,6721 Hollywood Blvd,Los Angeles,CA,90028,United States,Kim,Joung,Owner,Owner,,,,(323) 465-4567,,Korean; Japanese,$$,Sushi; Ramen; Noodles
11170,919 Califo93304,5fe0dc6da59774d7,China Bistro - Bakersfield,919 California Ave,Bakersfield,CA,93304,United States,,,,,,,,(661) 800-5404,,Chinese,$,
11172,9111 Valle90630,5fc784e8cd66f376,Echizen Japanese Restaurant,9111 Valley View St,Cypress,CA,90630,United States,Masahide,Naya,Owner,Owner,,,1989.0,(714) 828-2155,,Japanese,$$,Sushi
11176,220 S Garf91754,70a0bc0ecf8ea82b,King Charcoal BBQ,220 S Garfield Ave,Monterey Park,CA,91754,United States,Johnny,W,Business Owner,Owner,,,2018.0,(626) 552-1471,,Chinese,,BBQ
11182,25571 Jero92691,723b3ad197b4ab3d,Shanghai Place,25571 Jeronimo Rd,Mission Viejo,CA,92691,United States,,,,,,,,(949) 855-4232,,Chinese,$$,
11183,231 E Ales92508,76dd8b4bf96f157a,PHO ANH HOT POT & CRAWFISH,231 E Alessandro Blvd,Riverside,CA,92508,United States,,,,,,,,(951) 215-0585,,Vietnamese; Chinese,$$,Soups; Seafood; Pho; Hot Pot; Noodles; French Fries
11194,11760 San 94530,79793048c63fbf3e,Uncle Wong's,11760 San Pablo Ave,El Cerrito,CA,94530,United States,Sun,Wong,Owner,Owner,,,1994.0,(510) 236-9999,,Chinese,$,Seafood
11195,7609 W Ove83709,7a85df024c37f789,Chow Public Market and Eatery,7609 W Overland Rd,Boise,ID,83709,United States,,,,,,,,(208) 912-1870,,Mexican; Creole; Cajun,$,
11196,7007 Missi94014,7aee88b80462503e,Fung Wah Restaurant,7007 Mission St,Daly City,CA,94014,United States,Don,Lin,Owner,Owner,,,1996.0,(650) 756-9957,,Chinese,$,
11197,7274 Melro90046,736737dc9430d914,Bandit Handle Rolls,7274 Melrose Ave,Los Angeles,CA,90046,United States,,,,,,,,(323) 900-5110,,Japanese,,Soups; Sushi
11198,6041 Pacif95207,74cfda92753a6444,New Shanghai,6041 Pacific Ave,Stockton,CA,95207,United States,Yuensing,Hui,Manager,General,,,1993.0,(209) 477-1221,annaydzhou@gmail.com,Chinese,$,Soups; Seafood; Chicken
11199,1221 Spruc80302,73b8378f3d84dc91,Izakaya Amu,1221 Spruce St,Boulder,CO,80302,United States,,,,,,,,(303) 440-0807,,Japanese,$$$,
11200,2521 Duran94704,73254d50b551ab7a,Katsumi Sushi,2521 Durant Ave,Berkeley,CA,94704,United States,,,,,,,,(510) 529-4799,,Japanese,$,Seafood; Sushi; French Fries
11202,2430 Shatt94704,73cff14e0bb0512b,Noodles Fresh,2430 Shattuck Ave,Berkeley,CA,94704,United States,Tom,Petersen,Founder And Chief Executive Officer,Owner,tom@noodlesfresh.com,,2014.0,(510) 906-8800,tom@noodlesfresh.com,Chinese,$$,Noodles
11204,8566 Westm92683,7766470bf592fcf4,Peking Restaurant,8566 Westminster Blvd,Westminster,CA,92683,United States,,,,,,,,(714) 893-3020,,Chinese,$$,Dumplings; Seafood; Fried Rice; Chicken; Noodles; French Fries
11205,2661 Bland94501,83af3c805ad13769,Hashi Gawa,2661 Blanding Ave,Alameda,CA,94501,United States,,,,,,,,(510) 227-5187,,Japanese,$$,Soups; Sashimi; Sushi; Bento Box
11209,1190 Macdo94801,83ffd83f2ef150de,Chef Ming Chinese Food To Go,1190 Macdonald Ave,Richmond,CA,94801,United States,Ming,Zhu,,,,,1996.0,(510) 236-2162,,Chinese,$,
11210,60 Mill St95448,7c58b0d8e9bd588e,The Parish Cafe,60 Mill St,Healdsburg,CA,95448,United States,Gareth,Owens,Owner / Operator,Owner,gareth@theparishcafe.com,,,(707) 431-8474,gareth@theparishcafe.com,Caribbean; Cajun,$$,Seafood; French Fries
11211,1140 Water95205,86b45c821a44c508,Sherman's Chinese Deli,1140 Waterloo Rd,Stockton,CA,95205,United States,Russell,Kuang,Owner,Owner,,,1994.0,(209) 948-2288,,Chinese,$,
11212,39 Fell St94102,8582324e01a56c44,Mr Tipple's Recording Studio,39 Fell St,San Francisco,CA,94102,United States,Jay,B,Business Owner,Owner,,,2015.0,(415) 384-9365,jazz@mrtipplessf.com,Cantonese; Chinese,$$,Dim Sum; French Fries
11214,1304 N El 95202,7e35bf1d3fdbc440,The Chopstick,1304 N El Dorado St,Stockton,CA,95202,United States,Kim,Ho,Owner,Owner,,,1980.0,(209) 466-5001,,Chinese,$,
11218,229 S 1st 91006,7fe9c8f938b8af25,Fresh Delicious,229 S 1st Ave,Arcadia,CA,91006,United States,,,,,,,,(626) 574-6888,,Chinese; Taiwanese,$$,Smoothies; French Fries
11219,1749 Decot94587,863ecb5dc6184a90,Baby Cafe,1749 Decoto Rd,Union City,CA,94587,United States,Jon,C,Business Owner,Owner,,,,(510) 952-9091,,Chinese; Thai,$$,Noodles; French Fries
11220,5131 W Wal93277,85fbc51751891d8c,Shanghai Chinese Restaurant,5131 W Walnut Ave,Visalia,CA,93277,United States,Jin,Tan,Partner,Owner,,,2009.0,(559) 738-1688,,Chinese,$$,Pork; Seafood; Chicken; Noodles
11222,777 Rincon92082,80f0c83327f623a6,KJ Chinese Restaurant,777 Rincon Way,Valley Center,CA,92082,United States,,,,,,,,(760) 751-3100,,Chinese,$$$,
11223,4821 E But93727,80ee469c195b301c,U-Fry Chinese,4821 E Butler Ave,Fresno,CA,93727,United States,,,,,,,,(559) 344-9100,,Chinese,,
11232,16480 Pase92127,8738e81940d142cf,Sushi Ren,16480 Paseo del Sur,San Diego,CA,92127,United States,,,,,,,,(858) 312-6708,,Japanese,$$,Sushi; Bento Box
11233,1698 Hoste95131,871c96804b22ec01,Kim Tar Restaurant,1698 Hostetter Rd,San Jose,CA,95131,United States,Sea,Tea,Owner,Owner,,,,(408) 453-2006,,Chinese,$,Pork; Soups; BBQ; Noodles; Shrimp
11234,5460 Phila91710,87c95be175d72bbd,Purple Maple Japanese Grill,5460 Philadelphia St,Chino,CA,91710,United States,Eric,L,Business Owner,Owner,,,,(909) 325-2004,,Japanese,$$,Smoothies; Sushi; Ice Cream
11235,3288 Pierc94804,8b4126d293130729,Kaoru Sushi,3288 Pierce St,Richmond,CA,94804,United States,,,,,,,,(510) 280-5079,,Japanese,$$,Smoked Salmon; Salads; Sushi
11237,11375 El C92130,8d15b932d88902d7,Ken Sushi Workshop,11375 El Camino Real,San Diego,CA,92130,United States,,,,,,,,(858) 793-1200,,Japanese,$$$,Sushi
11238,6417 Haven91737,8d14e2c2f42e043b,Ozen,6417 Haven Ave,Rancho Cucamonga,CA,91737,United States,,,,,,,,(840) 201-8503,,Japanese,$$,Salads; Sushi; Ramen
11239,5941 Beach90621,8cebecc35c8730e9,Kobe Kyukatsu,5941 Beach Blvd,Buena Park,CA,90621,United States,,,,,,,,(714) 735-8999,,Japanese,$$,Sushi; Curry; Chicken; Ramen; French Fries
11240,1130 Dehne46777,8d0f650f6e71d52a,China Wok,1130 Dehner Dr,Ossian,IN,46777,United States,Mei,Yunaio,Owner,Owner,,,2001.0,(260) 622-6613,,Chinese,$,
11241,621 9th St95354,8d71ed46e4aa2286,Rei Teppanyaki,621 9th St,Modesto,CA,95354,United States,,,,,,,,(209) 600-5329,,Japanese,$$,Fried Rice; Teppanyaki; Chicken; Steaks; Shrimp
11243,485 Tyler 93940,88cdaeca57d2d231,Chong's Szechwan Restaurant,485 Tyler St,Monterey,CA,93940,United States,,,,,,,,(831) 373-5153,,Chinese,$,
11244,9566 Las T91780,8a0feb791ac110c4,Paths to Spicy,9566 Las Tunas Dr,Temple City,CA,91780,United States,,,,,,,,(626) 782-7877,,Chinese,$$,Seafood; Hot Pot; Noodles; French Fries
11245,283 N Milw83704,8bdbc6da794f859b,Fujiyama,283 N Milwaukee St,Boise,ID,83704,United States,,,,,,,,(208) 672-8227,,Japanese,$$,Smoked Salmon; Salads; Sushi; French Fries
11246,6300 York 90042,8b763ded91d7d6d7,Happy Plus Chinese Restaurant,6300 York Blvd,Los Angeles,CA,90042,United States,,,,,,,,(323) 999-7168,,Chinese,$,Seafood; French Fries
11247,318 S La B90036,889598377fa64eb4,Sakura Sushi,318 S La Brea Ave,Los Angeles,CA,90036,United States,Steven,1,Business Owner,Owner,,,1985.0,(323) 272-3818,,Japanese,$$,Seafood; Sashimi; Salads; Sushi; Grill
11249,4833 Old i47630,89ece90b0ba58c96,Sakura,4833 Old in-261,Newburgh,IN,47630,United States,,,,,,,,(812) 490-0553,,Japanese,$$,Soups; Chicken; French Fries; Steaks; Hibachi; Salads; Seafood; Smoked Salmon; Sushi; Grill; Noodles
11250,558 San Ra94526,8fa6de755b730847,Sushi Yokohama,558 San Ramon Valley Blvd,Danville,CA,94526,United States,Chin,Bong,Owner,Owner,,,2001.0,(925) 820-3823,,Japanese,$$,Seafood; Sushi; Noodles
11251,366 5th Av92101,8e7439559268fda8,Lumi,366 5th Ave,San Diego,CA,92101,United States,Akira,Back,Executive Chef,Back of the House,,,,(619) 329-5864,info@lumirooftop.com,Japanese,$$,Smoked Salmon; Sushi
