Snowball Map,Brizo ID,Language Preference,Name,Street,City/Town,Zip/Postal Code,State/Province Code,Country,Cuisines (Regional),Price Range,Opening Hours,Vitality Score,Established,Phone,Most Common Email,Density @5mi,Time Zone Name,Median Price,Full Name,Role,state
20883,7429ce32a90a23ac,English,Niko Niko Sushi,8457 Santa Monica Blvd,West Hollywood,90069,CA,United States,Japanese,$$,"Mon-Thu 11:30am-10:30pm, Fri-Sat 11:30am-11pm, Sun 11:30am-10:30pm",48,3/1/2020,3236546200,nikohollywood15@gmail.com,7770,Pacific,32,Kenny C,Owner,-
20884,78913783c261d1bc,English,Jasmine Seafood Restaurant,4609 Convoy St,San Diego,92111,CA,United States,Chinese,$$,Daily 10am-8pm,70,3/1/2020,8582680888,corporate@jasmineseafood.com,2063,Pacific,$32.00,Dr Chan C,Owner,-
20885,95c8932d8b71a18d,English,Teriyaki House,2454 Notre Dame Blvd,Chico,95928,CA,United States,Japanese,$,"Mon-Fri 11am-9pm, Sat-Sun Closed",56,3/1/2020,5303433744,,563,Pacific,0,,,-
20886,bb70420514a53c4d,English,Ko-Ryu Ramen Grill,21006 Hawthorne Blvd,Torrance,90503,CA,United States,Japanese,$$,Daily 11:30am-9pm,48,3/1/2020,3103716638,,3293,Pacific,22,Jay J,Owner,-
20887,cb218c29cfacbb3c,English,Pearl River Chinese Restaurant,414 Blossom Hill Rd,San Jose,95123,CA,United States,Chinese,$$,"Mon-Thu 11:30am-2:30pm 4pm-9:30pm, Fri 11:30am-2:30pm 4pm-10pm, Sat Noon-3pm 4pm-9:30pm, Sun Noon-3pm 4pm-9pm",35,3/1/2020,4082255060,pearlriverchinese@yahoo.com,1325,Pacific,32,,,-
20888,d3438ca4e977dc37,English,Sushi Bullet,7549 Alondra Blvd,Paramount,90723,CA,United States,Japanese,,"Mon Closed, Tue-Sat 10am-11pm, Sun 10am-10pm",59,11/25/2022,4244485449,,3280,Pacific,0,Josh S,General,-
20889,e4acb5397b4e3337,English,Crab Bite,3024 W Ball Rd,Anaheim,92804,CA,United States,Cajun,$$,"Mon-Thu Closed, Fri-Sun 11am-9:30pm",35,6/24/2020,6574655000,anaheim@crabbite.com,3490,Pacific,24,,,-
20890,0a60f673cbf003de,English,Yoshi Japanese Cuisine,14177 Kentwood Blvd,Victorville,92392,CA,United States,Japanese,$$,"Mon-Fri 11am-8:30pm, Sat 11:30am-8:30pm, Sun 11:30am-8pm",28,3/1/2020,7602411960,cavitto69@gmail.com,646,Pacific,38,Chris Choie,Owner,-
20891,121bc4f887ed4a7a,English,Golden Bowl Restaurant,249 E Louise Ave,Lathrop,95330,CA,United States,Chinese,$$,"Mon-Fri 11am-2:30pm 4pm-9pm, Sat-Sun Closed",89,3/1/2020,2098589222,,380,Pacific,0,,,-
20892,205e235ef31814ad,English,Oishi Teriyaki,1830 W 8th St,Los Angeles,90057,CA,United States,Japanese,$,"Mon-Thu 10am-9pm, Fri-Sat 10am-10pm, Sun 10am-9pm",27,3/1/2020,2133896053,,10315,Pacific,28,Sun Park,General,-
20893,31da5362d548ab6b,English,Otsuka Ramen & Bar,10949 Magnolia Ave,Riverside,92505,CA,United States,Japanese,$$,"Mon 11am-9pm, Tue Closed, Wed-Sun 11am-9pm",29,3/1/2020,9513539888,,920,Pacific,0,,,-
20894,35f6de06182bddfd,English,CJF Chinese Fine Cuisine,4021 Woodcreek Oaks Blvd,Roseville,95747,CA,United States,Chinese,$,"Mon-Sat 11am-8pm, Sun Closed",37,3/1/2020,9167867786,,1109,Pacific,0,XI Liu,,-
20895,8e157b528772a80b,English,Stevie's Creole Cafe,5545 W Pico Blvd,Los Angeles,90019,CA,United States,"Creole, Cajun",$$,"Mon-Thu 11am-9pm, Fri-Sat 11am-10pm, Sun 11am-9pm",42,3/1/2020,3234132494,,9714,Pacific,34,,,-
20896,a80661c8e2dbf263,English,Fumi Sushi Restaurant,2100 Standiford Ave,Modesto,95350,CA,United States,Japanese,$$,"Mon-Thu 11:30am-2:30pm 4pm-9:30pm, Fri 11:30am-2:30pm 4pm-10pm, Sat Noon-2:30pm 4pm-10pm, Sun Noon-2:30pm 4pm-9:30pm",59,3/1/2020,2095712253,eat@fumisushi.com,1052,Pacific,30,,,-
20897,b5754c34b05bbd29,English,Kai Ola Sushi,918 N Coast Hwy 101,Encinitas,92024,CA,United States,Japanese,$$,"Mon-Thu Noon-8:45pm, Fri-Sat Noon-9:45pm, Sun Noon-8:45pm",44,3/1/2020,7604522493,aloha@kai-ola.com,674,Pacific,$36.00,,,-
20898,b965138355cbda41,English,Sushi Takumi,1651 W Foothill Blvd,Upland,91786,CA,United States,Japanese,$$,"Mon-Fri 11:30am-10pm, Sat-Sun 11:30am-10:30pm",25,3/1/2020,9099825151,,1665,Pacific,38,Mark Kang,Owner,-
20899,edb8fbe52921e871,English,Azuma Japanese Cuisine,19645 Stevens Creek Blvd,Cupertino,95014,CA,United States,Japanese,$$,"Mon-Sat 11:30am-2:30pm 5pm-9pm, Sun 5pm-9pm",40,3/1/2020,4082574057,,2708,Pacific,30,Loeie Nakano,Owner,-
20900,098a0265689e8071,English,Maki & Sushi,302 E Huntington Dr,Arcadia,91006,CA,United States,Japanese,$$,"Mon-Thu 11:30am-3pm 5pm-10pm, Fri 11:30am-3pm 5pm-10:30pm, Sat 11:30am-10:30pm, Sun 11:30am-10pm",64,3/1/2020,6264629600,,1660,Pacific,38,Nd Cho,Owner,-
20901,21a25c840eee7ba6,English,Dragon Palace,2250 E Palmdale Blvd,Palmdale,93550,CA,United States,Chinese,$,"Mon-Thu 10:30am-9pm, Fri-Sat 10:30am-10pm, Sun Noon-9pm",67,3/1/2020,6612659988,,502,Pacific,20,,,-
20902,8ea8a2b75ccbb639,English,The Izakaya Links Bar And Grill,3129 Clement St,San Francisco,94121,CA,United States,"American, Japanese",$$,"Mon-Tue Closed, Wed-Thu 4:30pm-10pm, Fri 4:30pm-11pm, Sat 3:30pm-11pm, Sun 3:30pm-9pm",64,3/1/2020,4157029117,,6728,Pacific,30,,,-
20903,cd5ab81991edab7e,English,Roux Dat Cajun Creole,3555 Clares St,Capitola,95010,CA,United States,"Caribbean, Cajun",$,Daily 11am-8pm,67,3/1/2020,8312956372,roux.dat@gmail.com,776,Pacific,24,Chad G,Owner,-
20904,d09268c9b6b80b8c,English,Zen Sushi,32545 Golden Lantern St,Dana Point,92629,CA,United States,Japanese,$$,"Mon-Thu 11:30am-9pm, Fri-Sat 11:30am-9:30pm, Sun 11:30am-9pm",84,3/1/2020,9494880933,,707,Pacific,0,,,-
20905,f21554c8f45528e7,English,Banzai Sushi,6409 Riverside Blvd,Sacramento,95831,CA,United States,Japanese,$$,"Mon-Fri 3:30pm-5:30pm, Sat-Sun Closed",59,3/1/2020,9164214055,hello@banzaisacramento.com,890,Pacific,28,,,-
20906,32ab4eac8d7f2c97,English,Agua Chiles Sushi Bar,9129 Reseda Blvd,Northridge,91324,CA,United States,Japanese,$$,"Mon-Thu 11am-10pm, Fri Noon-10pm, Sat Noon-6pm, Sun Closed",48,3/1/2020,8188129613,aguachilesinfo@gmail.com,3017,Pacific,42,,,-
20907,357d3fa01f1495ba,English,Gen Grill,4143 Campus Dr,Irvine,92612,CA,United States,Japanese,$,,35,3/1/2020,9495090531,,2634,Pacific,22,,,-
20908,39d8ce6de1c88405,English,77 Asian Kitchen,5560 Vineland Ave,North Hollywood,91601,CA,United States,"Japanese, Vietnamese",$$,Daily Noon-10:30pm,53,3/1/2020,8189808777,jessicaxing2013@gmail.com,3575,Pacific,0,Jessica X,Owner,-
20909,4aa2dae00b431829,English,Louisiana Fish & Chips,2817 Telegraph Ave,Oakland,94609,CA,United States,Cajun,$$,"Mon-Thu 11am-8:45pm, Fri 11am-9:45pm, Sat 11am-8:45pm, Sun Closed",38,3/1/2020,5104514555,,4182,Pacific,0,Yon Y,Owner,-
20910,7e11378a0b4c5184,English,Dragon Palace,2300 Northgate Blvd,Sacramento,95833,CA,United States,Chinese,$,"Mon Closed, Tue-Thu 11am-9pm, Fri-Sat 11am-9:30pm, Sun 11am-8pm",48,3/1/2020,9169220818,,2521,Pacific,26,Dragons Llc K,Owner,-
20911,a9372e230dd9ebb9,English,Yank Sing,49 Stevenson St,San Francisco,94105,CA,United States,Chinese,$$$,"Mon-Fri 11am-3pm, Sat-Sun 10am-4pm",85,3/1/2020,4155414949,info@yanksing.com,7779,Pacific,16,Eda Ho,Owner,-
20912,b14b5faa3f9e18eb,English,Teriyaki House Grill,5368 Riverside Dr,Chino,91710,CA,United States,Japanese,$$,"Mon-Thu 10am-9pm, Fri-Sat 10am-10pm, Sun 10am-9pm",44,3/1/2020,9093106161,info@teriyakihousegrill.com,1645,Pacific,20,,,-
20913,bb9a7edde744bd00,English,Modan,700 Fair Oaks Ave,South Pasadena,91030,CA,United States,Japanese,$,"Mon-Thu 5am-8:30am 11:30am-3am, Fri-Sat 5am-9am 11:30am-3am, Sun 4am-8:30am Noon-3am",80,3/1/2020,6267992878,kontentsu.ramen@gmail.com,3403,Pacific,0,,,-
20914,ce3c3f40614dfd34,English,The Cajun Crab,3253 E South St,Long Beach,90805,CA,United States,"American, Cajun",$$,"Mon-Wed 11am-9pm, Thu 11am-7pm, Fri-Sat 11am-9pm, Sun Closed",67,3/1/2020,5626340451,anne@theperfectevent.com,3199,Pacific,26,Melody S,Owner,-
20915,e02fee202a4af9e7,English,Roll Roll,19657 Ventura Blvd,Tarzana,91356,CA,United States,Japanese,$,"Mon-Sat 11am-9pm, Sun Closed",44,3/1/2020,8183420007,,2646,Pacific,28,Ben C,Owner,-
20916,9dc7177b8b966233,English,Seafood Station,803 Cortland Ave,San Francisco,94110,CA,United States,"American, Cajun",$$,"Mon Closed, Tue-Thu 5pm-10pm, Fri-Sat 11am-10pm, Sun 11am-9pm",44,3/31/2020,4156553245,seafoodstationsf@gmail.com,8734,Pacific,44,,,-
20917,00b1e5a6f1e99510,English,Cho Cho San,400 E Thousand Oaks Blvd,Thousand Oaks,91360,CA,United States,Japanese,$$,"Mon-Thu 2:30pm-4:30pm, Fri-Sun 2:30pm-5pm",46,3/1/2020,8053799300,,778,Pacific,36,Akio Kawashima,Owner,-
20918,48a597646106ea2e,English,Sushi Kinoya,5521 E Stearns St,Long Beach,90815,CA,United States,Japanese,$$,"Mon-Thu 11:30am-9pm, Fri-Sat 11:30am-9:30pm, Sun Closed",64,3/1/2020,5625988169,,3323,Pacific,0,Eric C,Owner,-
20919,5ee7829cad611d01,English,Noodology,534 E Valley Blvd,San Gabriel,91776,CA,United States,Chinese,$$,Daily 11am-10pm,46,3/1/2020,6267827046,,3400,Pacific,28,,,-
20920,6eec1f9480537b48,English,Noods Bar,12802 Foothill Blvd,Rancho Cucamonga,91739,CA,United States,Japanese,$$,"Mon-Fri 3pm-6pm, Sat-Sun Closed",44,3/1/2020,9098990101,,1333,Pacific,20,Jack H,Owner,-
20921,9c6c51202814cd50,English,The Crawfish,13209 Gladstone Ave,Sylmar,91342,CA,United States,Cajun,$$,"Mon-Thu 4pm-9pm, Fri 4pm-10pm, Sat Noon-10pm, Sun Noon-9pm",29,3/1/2020,8183675209,,854,Pacific,0,,,-
20922,b61e19dbd6c7efe6,English,Kufuya Japanese Restaurant,7001 Geary Blvd,San Francisco,94121,CA,United States,Japanese,$$,"Mon-Sat 11:30am-10pm, Sun 5pm-10pm",29,3/1/2020,4156688699,,6161,Pacific,0,Shi Kufu K,Owner,-
20923,b6752ee7fe88ad24,English,Bamboo Garden,2632 W Valley Blvd,Alhambra,91803,CA,United States,Chinese,$$,Daily 11:30am-9pm,28,3/1/2020,6264589668,,4130,Pacific,0,Kenny Lim,Owner,-
20924,ef08b7740b749815,English,Henry Parsons Project,541 S Arroyo Pkwy,Pasadena,91105,CA,United States,"Californian, American, Creole, Cajun",$$,"Mon-Thu Closed, Fri-Sat 5pm-10pm, Sun 5pm-9pm",56,3/1/2020,6267550518,reservations@henryparsonsproject.com,2870,Pacific,0,,,-
20925,f800e5d7a5e9fd40,English,GOZEN Japanese Sake Bistro,521 N La Cienega Blvd,West Hollywood,90048,CA,United States,Japanese,$$,"Mon Closed, Tue-Sat 5:30pm-9:30pm, Sun Closed",48,1/6/2021,2133089393,info@gozenbistro.com,8286,Pacific,32,,,-
20926,01b4e6863b6bf0a3,English,China Express,5440 S Central Ave,Los Angeles,90011,CA,United States,Chinese,$$,"Mon 11am-8pm, Tue Closed, Wed-Sun 11am-8pm",80,3/1/2020,3232347000,,7510,Pacific,20,Leak Un,Owner,-
20927,0b8d9af7bc308590,English,China Wok,674 Fairplex Dr,Pomona,91768,CA,United States,Chinese,$,Daily 10:30am-8pm,67,3/1/2020,9094692001,,1550,Pacific,0,Henry Loa,Owner,-
20928,410c7d1bc5f4d476,English,Teapot,60 Golf Club Rd,Pleasant Hill,94523,CA,United States,"Japanese, Taiwanese",$,"Mon-Wed 11am-8pm, Thu-Fri 11am-9pm, Sat-Sun 11am-8pm",38,3/1/2020,9258265288,,1293,Pacific,14,,,-
20929,c07953d20fae6257,English,KoKoLo Donburi - Milpitas,179 Ranch Dr,Milpitas,95035,CA,United States,Japanese,$$,Daily 11:30am-9pm,33,3/1/2020,4082622025,jason@kokolodonburi.com,1743,Pacific,24,,,-
20930,3ccf2071734bfbbf,English,Yummy Yummy Hibachi,1780 E 14th St,San Leandro,94577,CA,United States,Japanese,$$$,"Mon-Thu Noon-9pm, Fri Noon-10pm, Sat Noon-9pm, Sun Noon-8pm",40,3/6/2023,5104888738,yummyyummyhibachi01@gmail.com,1540,Pacific,60,,,-
20931,36be830a38012628,English,Wasabi Bistro,4134 Geary Blvd,San Francisco,94118,CA,United States,Japanese,$$,Daily Noon-10pm,42,7/31/2021,4157026106,,8327,Pacific,26,,,-
20932,4734f90bb0c8baea,English,Sogo Roll Bar,4634 Hollywood Blvd,Los Angeles,90027,CA,United States,Japanese,$$,"Mon-Thu Noon-9pm, Fri-Sat Noon-10pm, Sun Noon-9pm",53,5/31/2020,3237410088,info@sogorollbar.com,9957,Pacific,24,,,-
20933,149d2b57060b4f58,English,Poke Sushi,313 E Katella Ave,Orange,92867,CA,United States,Japanese,$,"Mon-Sat 11am-8pm, Sun Closed",61,3/1/2020,7146028978,,3296,Pacific,22,Michael P,General,-
20934,23b8f9cf2eae586c,English,Tokyo Teriyaki & Sushi,12825 Valley View Ave,La Mirada,90638,CA,United States,Japanese,$$,"Mon-Sat 10:30am-8pm, Sun Closed",48,3/1/2020,5629217131,,2320,Pacific,24,,,-
20935,6122cf59517a5e38,English,Northern Cafe,11468 South St,Cerritos,90703,CA,United States,Chinese,$,Daily 11am-9:30pm,51,3/1/2020,5624029588,,2858,Pacific,0,,,-
20936,bb90e9d148f21fbe,English,Hanako Sushi and Thai Cuisine,12550 Centralia St,Lakewood,90715,CA,United States,Japanese,$$,"Mon-Thu Noon-2:30pm 4pm-9pm, Fri Noon-2:30pm 4pm-10pm, Sat 4pm-10pm, Sun 3:30pm-9pm",48,3/1/2020,5622636015,,2796,Pacific,30,,,-
20937,adf0dbcd5c020937,English,Cajun Crack'n,275 Ranch Dr,Milpitas,95035,CA,United States,Cajun,$$,"Mon-Fri 3pm-6pm, Sat-Sun Closed",48,11/28/2021,4084716765,cajuncrackncs@gmail.com,1739,Pacific,34,,,-
20938,8373cd578bdf9d10,English,Kinari,801 N Fairfax Ave,Los Angeles,90046,CA,United States,Japanese,$$$,"Mon-Thu Noon-3:30pm 5pm-9:30pm, Fri Noon-3:30pm 5pm-10:30pm, Sat 12:30pm-10:30pm, Sun 12:30pm-9:30pm",64,8/22/2020,3239175112,,8441,Pacific,24,Jimmy H,Owner,-
20939,324d7a7c88794e8e,English,Isshin Ramen & Boba,6775 Santa Monica Blvd,Los Angeles,90038,CA,United States,Japanese,$$,"Mon 3pm-1:30am, Tue Closed, Wed-Sun 3pm-1:30am",37,7/3/2020,3238484797,,8677,Pacific,12,,,-
20940,331e568fb40a569e,English,Shobu Japanese Cuisine,6640 N Blackstone Ave,Fresno,93710,CA,United States,Japanese,$$,"Mon-Fri 11am-2:30pm 4:30pm-8:30pm, Sat-Sun Closed",70,3/1/2020,5592619745,shobufresno@gmail.com,1734,Pacific,0,Jerry Y,Owner,-
20941,5c6301765eee439f,English,Chef Chen,751 E Monte Vista Ave,Vacaville,95688,CA,United States,Chinese,$,"Mon 11am-9:30pm, Tue Closed, Wed-Sun 11am-9:30pm",42,3/1/2020,7074488822,,413,Pacific,24,Oiwah Chan,Owner,-
20942,86fc6c73f857a069,English,California Bowl Teriyaki Sushi,21036 Victory Blvd,Woodland Hills,91367,CA,United States,Japanese,$$,Daily Midnight-11:59pm,37,3/1/2020,8188837255,,2540,Pacific,30,Choi Dae,,-
20943,f90a50d360d0d721,English,Chinatown,25542 Barton Rd,Loma Linda,92354,CA,United States,Chinese,$,"Mon-Fri 10am-8pm, Sat-Sun 11am-8pm",48,3/1/2020,9097996633,,1068,Pacific,0,Eddie Lor,Owner,-
20944,0628b8f9d81467db,English,Edo Grill,830 Sir Francis Drake Blvd,San Anselmo,94960,CA,United States,Japanese,$,"Mon-Sat 11am-9pm, Sun 5pm-9pm",44,3/1/2020,4152578866,,663,Pacific,26,Anida Ortiz,,-
20945,21c27262a98a3b71,English,Panda Garden,742 S Rancho Santa Fe Rd,San Marcos,92078,CA,United States,Chinese,$$,"Mon-Sat 11am-8:45pm, Sun 4pm-8:45pm",59,3/1/2020,7607272322,pandagarden760@gmail.com,946,Pacific,$34.00,LI Tam,Owner,-
20946,39cf57b4c006166e,English,& Dim Sum,4200 Chino Hills Pkwy,Chino Hills,91709,CA,United States,"Shangainese, Chinese",$$,Daily 11am-10pm,88,3/1/2020,9096069393,,929,Pacific,0,,,-
20947,41d12905c424ee65,English,Sushi Monster,2426 Honolulu Ave,Montrose,91020,CA,United States,Japanese,$$,"Mon-Thu Noon-2:30pm 5pm-8:30pm, Fri Noon-2:30pm 5pm-9pm, Sat 12:30pm-3pm 5pm-9pm, Sun 12:30pm-3pm 5pm-8:30pm",36,3/1/2020,8182492510,,1681,Pacific,40,Chong Han,Owner,-
20948,44036036db0e6afe,English,Azukar Sushi,1516 W El Camino Ave,Sacramento,95833,CA,United States,Japanese,$$,"Mon Closed, Tue-Fri 11:30am-3pm 5pm-8pm, Sat-Sun Noon-8pm",59,3/1/2020,9165041121,azukarsushi@gmail.com,2122,Pacific,26,Shan F,Owner,-
20949,5791070e974da44f,English,Wu Lan Ramen Tap House,4645 Frazee Rd,Oceanside,92057,CA,United States,Japanese,$$,"Mon-Fri 2pm-6pm, Sat-Sun Closed",29,3/1/2020,7604537526,,911,Pacific,26,Jennfrr S,Owner,-
20950,82c6373c8d5cc29e,English,Asanebo,11941 Ventura Blvd,Studio City,91604,CA,United States,Japanese,$$$$,Daily 5pm-10pm,53,3/1/2020,8187603348,,4906,Pacific,0,Tetsuya Nakao,Owner,-
20951,a0025e3bf1fef6fb,English,Ginza AYCE Sushi - Torrance,24215 Crenshaw Blvd,Torrance,90505,CA,United States,Japanese,$$,"Mon-Thu 11:30am-10:30pm, Fri-Sat 11:30am-11:30pm, Sun 11:30am-10:30pm",53,3/1/2020,3103257979,,2465,Pacific,18,Sanghun (Kenny) Kim,Front of the House,-
20952,ae0c18fe202d0757,English,French Quarter Creole Bar & Grill,16728 Bellflower Blvd,Bellflower,90706,CA,United States,"Southern, Cajun",$$,"Mon-Thu Closed, Fri-Sat 4pm-9pm, Sun Closed",79,3/1/2020,5628040200,,3196,Pacific,16,,,-
20953,b9131d4e2df43f38,English,Daiki Sushi,2075 S El Camino Real,San Mateo,94403,CA,United States,Japanese,$$,"Mon-Fri 11am-3pm 5pm-9:30pm, Sat-Sun Noon-9:30pm",36,3/1/2020,6505229698,,1510,Pacific,20,,,-
20954,118d52ca0a8aec67,English,AhiSushi Hibachi,1784 Broadway,Redwood City,94063,CA,United States,Japanese,$$,"Mon-Sat 11am-9pm, Sun Closed",42,3/1/2020,6503692299,,1514,Pacific,26,Sok Chea,,-
20955,148e749332d19f8d,English,Boat House,25 W Valley Blvd,Alhambra,91801,CA,United States,"American, Creole, Cajun",$$,Daily Noon-1am,36,3/1/2020,6262822888,,3923,Pacific,0,,,-
20956,2cfdcf27cde072cc,English,Yang Chow 2.0,2930 Clark Ave,Long Beach,90815,CA,United States,"Sichuan, Chinese",$$,"Mon Closed, Tue-Fri 11am-8:30pm, Sat 11:30am-8:30pm, Sun 3:30pm-8:30pm",79,3/1/2020,5629824288,,3754,Pacific,30,,,-
20957,402c9e7e32797203,English,Silver House,2224 S El Camino Real,San Mateo,94403,CA,United States,Chinese,$$,"Mon-Fri 11am-9:30pm, Sat 11am-9pm, Sun 11am-9:30pm",59,3/1/2020,6505711298,,1521,Pacific,0,Peter Chiu,Owner,-
20958,84cc25bf29983cf8,English,Toshi 1.0,5735 El Camino Real,Atascadero,93422,CA,United States,Japanese,$$,"Mon-Thu 11am-9:30pm, Fri-Sat 11am-10pm, Sun 11am-9pm",84,3/1/2020,8054614845,tonykim926@hotmail.com,203,Pacific,0,,,-
20959,8de6e58db5c3de39,English,Ojiya,21008 Hawthorne Blvd,Torrance,90503,CA,United States,Japanese,$$,"Mon Closed, Tue-Sun 11:30am-2pm 5pm-10pm",70,3/1/2020,3107937000,hayato@ojiyausa.com,3293,Pacific,34,Hayato Okawa,Owner,-
20960,92c6a392b62fd7ea,English,Crazy Fish,9174 W Olympic Blvd,Beverly Hills,90212,CA,United States,Japanese,$$,"Mon-Tue 11:30am-8:30pm, Wed Closed, Thu-Fri 11:30am-8:30pm, Sat 5:30pm-9:30pm, Sun Closed",70,3/1/2020,3105508547,,7967,Pacific,0,,,-
20961,cf9a80f331f08890,English,Yogis Teriyaki,11001 W Chapman Ave,Garden Grove,92840,CA,United States,Japanese,$,Daily 11am-9pm,36,3/1/2020,7146369600,yogisteriyakihousegg@gmail.com,4421,Pacific,0,,,-
20962,d7c68fe7f19bac60,English,Izakaya Tora,8908 Santa Monica Blvd,West Hollywood,90069,CA,United States,Japanese,$$,"Mon-Thu Noon-10pm, Fri-Sat Noon-11pm, Sun Noon-10pm",24,3/1/2020,4247770745,,7720,Pacific,30,,,-
20963,040182edbadf17d3,English,Golden Bowl,207 E Rowland St,Covina,91723,CA,United States,Japanese,$,"Mon-Sat 10am-10pm, Sun Closed",40,3/1/2020,6269745751,,2006,Pacific,18,,,-
20964,120995cd8bb0d485,English,Black Bamboo Sushi,724 Yarmouth Rd,Palos Verdes Estates,90274,CA,United States,Japanese,$$,"Mon-Sat 11:30am-2:30pm 4:30pm-9:30pm, Sun Closed",37,3/1/2020,3102651688,,556,Pacific,0,Jason Kim,Owner,-
20965,22477da7c310cfac,English,Love Sushi,2941 Cochran St,Simi Valley,93065,CA,United States,Japanese,$$,Daily 11:30am-10pm,36,3/1/2020,8055262008,,465,Pacific,42,Joo C Ko,,-
20966,421320b9bd0a0086,English,Sugoi Sushi,890 Oak Valley Pkwy,Beaumont,92223,CA,United States,Japanese,$$,"Mon-Tue 11am-10pm, Wed-Sat 11am-11pm, Sun 11am-10pm",48,3/1/2020,9518451711,,236,Pacific,32,Daniel P,Owner,-
20967,5d4b57adaf1e796b,English,Chef Hunan,4661 Mission St,San Francisco,94112,CA,United States,Chinese,$,"Mon-Thu 11am-9:30pm, Fri-Sat 11am-10pm, Sun Closed",20,3/1/2020,4153335588,,7657,Pacific,0,Mamei Wei,,-
20968,898f97d5d9f1d483,English,Yakiya,17188 Colima Rd,Hacienda Heights,91745,CA,United States,Japanese,$$$$,"Mon-Thu 4:30pm-10pm, Fri-Sat 4:30pm-11pm, Sun 4:30pm-10pm",44,3/1/2020,6265810080,christian.palomo@pandarg.com,1591,Pacific,0,,,-
20969,8a7ff35460101079,English,Bluefin,7952 Pacific Coast Hwy,Newport Beach,92657,CA,United States,Japanese,$$$,Daily 11:45am-2:15pm 5:30pm-10pm,40,3/1/2020,9497157373,,494,Pacific,38,Takashi Abe,Back of the House,-
20970,ab13e3487f5d611a,English,Ok Chinese Restaurant,7400 Van Nuys Blvd,Van Nuys,91405,CA,United States,Chinese,$,Daily 11am-9pm,28,3/1/2020,8189885622,,3782,Pacific,0,Luc Hung Ly,,-
20971,bf943cf7dd8af363,English,Quickly,1039 Ocean Ave,San Francisco,94112,CA,United States,Japanese,$,"Mon-Fri 12:30pm-4pm, Sat-Sun Closed",34,3/1/2020,4153346959,,6763,Pacific,14,,,-
20972,c4de43aeb8d238c5,English,Manpuku Japanese Yakiniku Dining,8486 W 3rd St,Los Angeles,90048,CA,United States,"American, Japanese",$$,"Mon-Thu 5:30pm-10:30pm, Fri-Sat 5:30pm-11pm, Sun 5:30pm-10:30pm",33,3/1/2020,3238475163,,8764,Pacific,36,,,-
20973,cd3244c8951c84ca,English,Chen's Panda Chinese Restaurant,8422 E Chapman Ave,Orange,92869,CA,United States,Chinese,$$,"Mon-Thu 11am-9pm, Fri-Sat 11am-9:30pm, Sun Noon-9pm",38,3/1/2020,7142888787,,949,Pacific,36,Chens Chen,Owner,-
20974,d2bfa6ce364465d4,English,Satomi,819 W 11th St,Tracy,95376,CA,United States,Japanese,$$,"Mon-Fri 11am-8pm, Sat-Sun Noon-7pm",28,3/1/2020,2092210562,,400,Pacific,32,,,-
20975,5b86a573d9e120bc,English,Hiyori,4720 Lincoln Ave,Cypress,90630,CA,United States,"Korean, Japanese",$$,"Mon Closed, Tue-Fri 11:30am-2:30pm, Sat Noon-11:59pm, Sun 1pm-10pm",20,12/30/2022,7148282218,,2671,Pacific,36,,,-
20976,044ee2f3ffd360f9,English,Cajun Islands,15430 Brookhurst St,Westminster,92683,CA,United States,Cajun,$$,"Mon-Thu Noon-8:30pm, Fri Noon-9pm, Sat-Sun 11am-9pm",56,3/1/2020,7147757435,cajunisland@yahoo.com,3739,Pacific,26,Rossie C,Owner,-
20977,9deb4d1e5221f6ce,English,Leo's Kitchen,7441 Foothills Blvd,Roseville,95747,CA,United States,Chinese,$,"Mon-Sat 11am-9:30am, Sun Noon-9:30pm",31,3/1/2020,9167881998,leos_kitchen@hotmail.com,1225,Pacific,0,,,-
20978,9ef2025a83e0276e,English,Chef Teriyaki,26960 Hesperian Blvd,Hayward,94545,CA,United States,Japanese,$,Daily 11am-8pm,53,3/1/2020,5103988885,chefteriyaki@gmail.com,1442,Pacific,20,Jay Sun,Operations,-
20979,401f78a477439647,English,Shoshin Sushi,2450 Clement St,San Francisco,94121,CA,United States,Japanese,$$,"Mon 5pm-9pm, Tue Closed, Wed-Sun 5pm-9pm",38,9/10/2022,4153868008,,7431,Pacific,18,,,-
20980,df441c8803ecc6d6,English,Udon Mugizo,1072 Saratoga Ave,San Jose,95129,CA,United States,Japanese,$$,"Mon-Thu 11am-2pm, Fri-Sun 11am-9pm",48,11/24/2021,4083202291,,3130,Pacific,30,,,-
20981,13eda6c8ca3df4a7,English,Orange Grill,10111 Valley View St,Cypress,90630,CA,United States,Japanese,$$,"Mon-Sat 10:30am-8:30pm, Sun Closed",44,3/17/2021,6572142848,,2936,Pacific,28,,,-
20982,db594dd7485368d7,English,Kabuto Restaurant,2365 Seal Beach Blvd,Seal Beach,90740,CA,United States,Japanese,$$,"Mon-Fri 11:30am-3pm 4pm-8pm, Sat-Sun Closed",59,8/22/2020,5625943889,,1787,Pacific,30,,,-
20983,0cdc9543a054951e,English,OTORO,1280 Healdsburg Ave,Healdsburg,95448,CA,United States,Japanese,$$,"Mon-Sat 11:30am-9pm, Sun Closed",53,3/1/2020,7077563932,,228,Pacific,32,,,-
20984,2b018cf53b3275c2,English,Raku Teriyaki and Sushi Roll,5416 Norwalk Blvd,Whittier,90601,CA,United States,Japanese,$$,"Mon-Sat 11am-9pm, Sun Closed",33,3/1/2020,5626924500,,1883,Pacific,0,,,-
