Snowball Map,Dedupe Key,brizo_id,Name,Street,City/Town,State/Province Code,Zip/Postal Code,Country,First Name,Last Name,Title,Role,Contact Email,Contact Phone,Established,Phone,Most Common Email,Cuisines (Regional),Price Range,Dishes
20313,5000 US Hi32003,362c945091566b15,Sushi Cafe,5000 US Highway 17,Fleming Island,FL,32003,United States,,,,,info@sushicafefl.com,,,(904) 269-9880,info@sushicafefl.com,Japanese,$,Smoked Salmon; Seafood; Salads; Sushi; Noodles
20317,13612 W St33325,3a9c8302db880360,Poke I Love You,13612 W State Road 84,Davie,FL,33325,United States,,,,,,,,(954) 999-0510,,Japanese,$$,Smoothies; Sushi; Poke
20318,1527 Barto33801,40c70f2725d9a78b,China Garden,1527 Bartow Rd,Lakeland,FL,33801,United States,Zheng,H,Business Owner,Owner,,,2012.0,(863) 687-1988,,Chinese,$,
20329,1421 N Ora32804,8370df81665875e9,Ta-Ke Sushi and Grill,1421 N Orange Ave,Orlando,FL,32804,United States,D.,Tran Nhung,,,,,2013.0,(407) 826-1964,ta_ke.sushibar@yahoo.com,Japanese,$$,Smoked Salmon; Sushi; Ramen
20332,10350 Pine33026,828e72fd6216014e,Lucky Dragon,10350 Pines Blvd,Pembroke Pines,FL,33026,United States,,,,,,,,(754) 799-7195,,Chinese,$$,Fried Rice; Chicken Wings
20344,4357 Legen32541,6bf231a288efe7f2,Yuga Sushi and Sake House,4357 Legendary Dr,Destin,FL,32541,United States,,,,,info@yugasushihouse.com,,2018.0,(850) 837-4744,ericevans@yugasushihouse.com,Japanese,$$,Seafood; Salads; Sushi; Poke
20355,234 Miracl32548,7c3fa10c2bf2b3fe,Soi Bistro,234 Miracle Strip Pkwy SW,Fort Walton Beach,FL,32548,United States,,,,,,,,(850) 542-1100,,Japanese,$$,Smoked Salmon; Salads; Fried Rice; Sushi; Noodles; French Fries
20370,3153 4th S33704,7515675a15dc5c4c,Great Wall 2,3153 4th St N,St Petersburg,FL,33704,United States,Ji,Donz,Owner,Owner,,,2008.0,(727) 898-0888,info@greatwall2fl.com,Chinese,$,Seafood
20375,8304 S Jog33472,7266b5c317f636c9,Great Wok,8304 S Jog Rd,Boynton Beach,FL,33472,United States,Johnny,Jiang,Owner,Owner,,,2001.0,(561) 737-8568,info@greatwokfl.com,Chinese,$$,French Fries
20378,2430 Vande34109,6d1d09708bdef939,Super Wok,2430 Vanderbilt Beach Rd,Naples,FL,34109,United States,Ben,Chen,Owner,Owner,,,2003.0,(239) 596-9887,,Chinese,$,Seafood; Noodles
20380,3580 Evans33901,7121e9e5908513fd,Labadie Bar Restaurant & Bakery,3580 Evans Ave,Fort Myers,FL,33901,United States,,,,,labadiebarestau@gmail.com,,,(239) 204-9927,labadiebarestau@gmail.com,Caribbean; Cajun,$,
20382,222 SW Por34984,6e2c611dd331b0e7,Chopstick,222 SW Port St Lucie Blvd,Port St Lucie,FL,34984,United States,,,,,,,,(772) 873-9596,,Chinese,$,French Fries
20388,1155 Main 33458,7e0b972610e71ffe,Poke N Go,1155 Main St,Jupiter,FL,33458,United States,,,,,,,,(561) 557-3949,,Japanese,$$,Seafood; Poke
20389,10063 S Fe34952,802f46b6f8441f97,Yum Yum Hot Pot,10063 S Federal Hwy,Port St Lucie,FL,34952,United States,,,,,,,,(772) 777-2888,,Chinese,$$,Salads; Hot Pot
20392,3895 S Flo33813,7bbe85e5feb78bcf,Spice Thai & Sushi,3895 S Florida Ave,Lakeland,FL,33813,United States,,,,,,,,(863) 709-8321,,Japanese; Thai,$$,Smoked Salmon; Seafood; Pad Thai; Sushi; Bento Box
20398,3433 49th 33710,7f591b4db498ea9f,China Wok,3433 49th St N,St Petersburg,FL,33710,United States,Ben,Chen,Owner,Owner,,,2013.0,(727) 528-9238,,Chinese,$,
20402,1910 Wells32073,6d595cb4a2222495,Wasabi Sushi and Tempura,1910 Wells Rd,Orange Park,FL,32073,United States,,,,,,,2010.0,(904) 644-8102,,Japanese,,Sushi
20403,1717 Apala32301,6d9588b2a4ecdd1d,China Dragon,1717 Apalachee Pkwy,Tallahassee,FL,32301,United States,Jiang,Dianghi,Owner,Owner,,,2004.0,(850) 219-8899,,Chinese,$,Seafood; French Fries
20413,450098 Sta32011,76bb29ab5a905f15,China Garden Restaurant,450098 State Road 200,Callahan,FL,32011,United States,Steven,Soug,Owner,Owner,,,2001.0,(904) 879-1119,,Chinese,$,
20416,10832 NW 533178,73b98fd1fdc4e0a5,Zaka Modern Japanese Cuisine,10832 NW 58th St,Doral,FL,33178,United States,,,,,servicedirectory494@gmail.com,,,(786) 855-8888,zakamiami8888@gmail.com,Japanese,$$,Soups; Ramen; French Fries; Salads; Seafood; Smoked Salmon; Sushi; Noodles
20433,5430 Bruce33544,8d89b3ba9908dbec,Gonna China,5430 Bruce B Downs Blvd,Wesley Chapel,FL,33544,United States,,,,,,,,(813) 991-6686,,Chinese,$$,French Fries
20446,1502 Washi33139,9068fb445bbaf330,Sriracha House,1502 Washington Ave,Miami Beach,FL,33139,United States,Emilio,B,Business Owner,Owner,,,2014.0,(305) 534-0303,srirachahouse1@gmail.com,Chinese,$,Smoked Salmon; Chicken Wings; Noodles
20454,425 Kanuga33401,8b63f5f348084c34,Kaminari Ramen,425 Kanuga Dr,West Palm Beach,FL,33401,United States,,,,,,,,(954) 552-6045,,Japanese,,Ramen
20455,7100 Fairw33418,8b7daabd8ecf15ce,Golden Wok Chinese Restaurant,7100 Fairway Dr,Palm Beach Gardens,FL,33418,United States,Serena,May,,,,,1992.0,(561) 625-8733,info@goldenwokchinesepbg.com,Chinese,$$,Soups; Chicken; French Fries; Steaks; Salads; Seafood; Chicken Wings; Grill; Noodles
20459,6944 NW 1032605,8cdd68ef259a9ce9,Mr Han's Restaurant,6944 NW 10th Pl,Gainesville,FL,32605,United States,Juicho,Han,Owner,Owner,,,1977.0,(352) 331-6400,mrhansrestaurant@gmail.com,Chinese,$$,Soups; Seafood; Noodles
20460,2154 E Bay33771,8c70c753cbd1471f,China Garden,2154 E Bay Dr,Largo,FL,33771,United States,Qiuming,Chen,Owner,Owner,,,2001.0,(727) 585-5770,info@chinagardenlargofl.com,Chinese,$$,Soups; Seafood; Chicken; French Fries
20467,14333 Beac32250,8a76d5a5ab851e6c,Hot Wok,14333 Beach Blvd,Jacksonville Beach,FL,32250,United States,Jindon,Liu,,,,,2001.0,(904) 223-3738,,Chinese,$,Soups; Seafood; French Fries
20468,116 State 33853,8b6f640a0eb4c811,China Wok,116 State Road 60 E,Lake Wales,FL,33853,United States,Eddie,Cheng,Owner,Owner,,,2002.0,(863) 679-9681,,Chinese,$,French Fries
20475,11401 Pine33026,8e35ca2e61e48ef5,Suki Hana,11401 Pines Blvd,Pembroke Pines,FL,33026,United States,,,,,,,,(786) 653-0535,,Japanese,$$,Sushi; Bento Box
20486,6779 India33458,8b8b3c83a4b0c061,"Nitrogen Bar, Grill, and Sushi",6779 Indiantown Rd W,Jupiter,FL,33458,United States,Jessica,Dupont,Bartender,Front of the House,,,2015.0,(561) 972-2944,,Japanese,$$,Sushi; Grill
20497,11105 W Co34761,948ed753599e8b3f,Hai San Chinese Restaurant,11105 W Colonial Dr,Ocoee,FL,34761,United States,,,,,,,,(407) 654-5666,,Chinese,$,French Fries
20499,3755 Holly33021,960a285d36d2bef8,Sushi 'n Thai,3755 Hollywood Blvd,Hollywood,FL,33021,United States,Kamol,Wan,Owner,Owner,,,2002.0,(954) 987-8569,,Japanese; Thai,$$,Sushi
20502,6034 Wesle33544,91ed5e56538aaa21,BlueFin Sushi,6034 Wesley Grove Blvd,Wesley Chapel,FL,33544,United States,,,,,,,,(813) 803-4709,,Japanese,$$,Hibachi; Smoked Salmon; Seafood; Sushi; Grill
20503,2600 W Bro33312,94ec5c41c4324c32,Okinawa Teriyaki & Sushi Express,2600 W Broward Blvd,Fort Lauderdale,FL,33312,United States,,,,,,,,(954) 533-1208,,Japanese,$,Soups; Salads; Sushi; Bento Box; Chicken
20508,935 State 32784,85db44564652436d,China Wok,935 State Road 19,Umatilla,FL,32784,United States,,,,,ivanxu546@gmail.com,,,(352) 669-6998,ivanxu546@gmail.com,Chinese,$,
20521,804 Gulf B32561,8892b9c3a34c9533,Shan Kishi Japanese Hibachi,804 Gulf Breeze Pkwy,Gulf Breeze,FL,32561,United States,Wu,Stevens,Manager,General,,,,(850) 932-8188,,Japanese,$$,Salads; Sushi
20526,14240 SW 833184,9971d7a55d792fcd,Bonsai 8th Street,14240 SW 8th St,Miami,FL,33184,United States,Nong,Taylor,Manager,General,,,2006.0,(305) 220-7755,,Japanese; Thai,$$,Seafood; Salads; Sushi
20529,7403 S Ora32809,9730aa6e40c65b62,El Palacio Buffet,7403 S Orange Blossom Trl,Orlando,FL,32809,United States,,,,,,,,(407) 856-6758,,Caribbean; Chinese; Spanish,$,
20536,133 E Bloo33511,9b690fd4d966d163,Hot N Crazy Crab,133 E Bloomingdale Ave,Brandon,FL,33511,United States,,,,,frankywu3009@gmail.com,,,(813) 654-9908,frankywu3009@gmail.com,American; Cajun,$$,Seafood; French Fries
20550,775 Gulf S32541,a55e834c33e4a7c1,Louisiana Lagniappe,775 Gulf Shore Dr,Destin,FL,32541,United States,Josh,Schumacher,Server,Front of the House,,,,(850) 837-0881,mgrlldest@srgcorp.net,Creole; Cajun,$$$,Seafood
20554,8152 W McN33068,a0dfe92b815eed8b,Asahi Chinese Restaurant,8152 W McNab Rd,North Lauderdale,FL,33068,United States,Xuelin,Wang,Owner,Owner,,,1995.0,(954) 720-9088,,Chinese,$,Soups; Curry; Chicken; French Fries; Steaks; Salads; Seafood; Sushi; Chicken Wings; Grill; Noodles
20575,3066 Dyer 34741,b9acdb97ed610635,China Gourmet,3066 Dyer Blvd,Kissimmee,FL,34741,United States,Lin,Hang,,,,,2009.0,(407) 870-0077,,Chinese,$,Seafood; French Fries
20587,7795 W Fla33144,afc781e06bfa8faa,Magic Grill,7795 W Flagler St,Miami,FL,33144,United States,Terry,J,Business Owner,Owner,,,1997.0,(305) 266-4188,,Chinese,$$,Seafood; Hamburgers; French Fries
20589,7199 66th 33781,b7c690c3cafa02c3,Kao Thai Kitchen,7199 66th St N,Pinellas Park,FL,33781,United States,,,,,kaothai.kitchen@gmail.com,,,(727) 350-3722,kaothai.kitchen@gmail.com,Japanese; Thai,$$,Smoked Salmon; Seafood; Salads; Sushi; Noodles; French Fries
20594,6045 26th 34207,b3f111074f364aa5,Chopstix,6045 26th St W,Bradenton,FL,34207,United States,,,,,,,2013.0,(941) 727-6878,,Chinese,$,French Fries
20595,7685 E Col32807,b6daf5d579edb2aa,Pa Los Chinos,7685 E Colonial Dr,Orlando,FL,32807,United States,,,,,franchise@paloschinos.com,,,(407) 704-1011,franchise@paloschinos.com,Mexican; Chinese,$$,Fried Rice; Chicken; French Fries; Shrimp
20596,1373 E Vin34744,b6b91e1f595fa202,New China,1373 E Vine St,Kissimmee,FL,34744,United States,Duo Bi,Wang,Owner,Owner,,,2001.0,(407) 846-3308,,Chinese,$,Seafood
20599,1311 SW 1033174,afc8d44bbdb4e3b5,Chang's Chinese Restaurant,1311 SW 107th Ave,Miami,FL,33174,United States,,,,,changschineserest@gmail.com,,,(305) 221-8104,changschineserest@gmail.com,Chinese,$,French Fries
20613,2774 E Fow33612,bca9a82d86243c61,China 1,2774 E Fowler Ave,Tampa,FL,33612,United States,Taffy,Carter,,,,,2008.0,(813) 910-2222,,Chinese,$,
20624,12377 S Cl33907,a260003c8dc411cd,Szechuan Taste,12377 S Cleveland Ave,Fort Myers,FL,33907,United States,,,,,,,,(239) 277-1114,,Chinese,$$,
20625,5180 S Joh32839,a13e4cf6b2e516ba,China Wok,5180 S John Young Pkwy,Orlando,FL,32839,United States,Kong,Wang,Owner,Owner,,,2008.0,(407) 363-5200,,Japanese; Chinese,$,Smoked Salmon; Seafood; Sushi; Chicken Wings; Chicken; French Fries
20626,13900 Jog 33446,a131463ef5a8efea,Sabai Thai,13900 Jog Rd,Delray Beach,FL,33446,United States,,,,,,,,(561) 774-2612,,Japanese; Thai,$$,Sushi
20627,6661 S Dix33143,a0a8dc7d5cdc0098,Canton,6661 S Dixie Hwy,Miami,FL,33143,United States,Teddy,Nguyen,Manager,General,,,1972.0,(305) 666-5511,,Chinese,$$,Dumplings; Sushi; Noodles
20628,463155 SR-32097,a1698efa7b866bd4,China King,463155 SR-200,Yulee,FL,32097,United States,,,,,,,,(904) 849-1279,,Chinese,$,
20642,1905 Colli33139,993789c9df759222,Myn-Tu,1905 Collins Ave,Miami Beach,FL,33139,United States,Romain,Z,Business Owner,Owner,,,2018.0,(786) 610-4200,info@myn-tu.com,French; Japanese,$$$,French Fries
20644,1136 SE Po34952,99638b5d13d71502,Sushi Naiya,1136 SE Port St Lucie Blvd,Port St Lucie,FL,34952,United States,Thanita,R,Business Owner,Owner,,,2008.0,(772) 237-5473,,Japanese,$$,Soups; Salads; Sushi; Noodles
20651,3201 N Mia33127,ab7e639fbe20555d,Crab Du Jour,3201 N Miami Ave,Miami,FL,33127,United States,,,,,miamifl@crabdujour.com,,,(786) 238-7977,miamifl@crabdujour.com,Cajun,$$,Seafood; Salads; Sandwiches; Crab; Chicken; Hamburgers; French Fries
20652,1515 SE 1733316,ae376b2f89571bcf,Mamajuana Cafe,1515 SE 17th St,Fort Lauderdale,FL,33316,United States,,,,,info@mamajuanacafeftl.com,,2006.0,(954) 306-8140,info@mamajuanacafeftl.com,Japanese,$$,Sushi; French Fries
20655,6851 66th 33781,a864badb8e3e5c7a,Nine spices hot pot & korean BBQ,6851 66th St N,Pinellas Park,FL,33781,United States,,,,,,,,(727) 350-3772,,Korean; Chinese,$$,BBQ; Hot Pot; Noodles
20656,24204 W Ne32669,aa658177f483b3f3,Red Wok Buffet,24204 W Newberry Rd,Newberry,FL,32669,United States,,,,,,,,(352) 472-3288,,Chinese,$,Soups; Smoked Salmon; Seafood; Chicken
20669,14995 Gulf33708,a6d89fdaef86094f,Pete's Sushi & Poke,14995 Gulf Blvd,Madeira Beach,FL,33708,United States,,,,,,,,(727) 800-9228,,Japanese,$$,Smoked Salmon; Sushi; Poke
20673,E Commerci33308,a92908b57b878d0e,Hibachi KO Ft Lauderdale,E Commercial Blvd,Fort Lauderdale,FL,33308,United States,,,,,,,,(954) 776-0111,,Japanese,$$,Smoked Salmon; Sushi
20678,1409 Maste33896,ad7d477617400805,Zen,1409 Masters Blvd,Davenport,FL,33896,United States,,,,,,,,(407) 390-6664,,Chinese,$$$,
20681,325 71st S33141,9ed1e8dde17c255b,East Ocean,325 71st St,Miami Beach,FL,33141,United States,Yin Ng,Chung,,,,,2010.0,(305) 531-3383,eastocean71st@gmail.com,Chinese; Thai,$$,Seafood; Sushi; Chicken; Noodles; French Fries
20698,6868 NW 1633015,adeb3ea8afd20260,New Hong Kong,6868 NW 169th St,Hialeah,FL,33015,United States,Zuda,Shi,Owner,Owner,,,2000.0,(305) 825-0131,,Chinese,$,French Fries
20708,6800 Gulfp33707,c762c47a05382856,Poke Falls,6800 Gulfport Blvd S,South Pasadena,FL,33707,United States,,,,,pokefalls6850@gmail.com,,,(727) 888-1099,pokefalls6850@gmail.com,Japanese,$$,Seafood; Poke; Chicken
20713,San Carlos33908,c61f9e5471a86640,China Express III,San Carlos Blvd,Fort Myers,FL,33908,United States,,,,,,,,(239) 274-0561,,Chinese,,
20718,3840 N Mon32303,ca77703d96e0f504,China King,3840 N Monroe St,Tallahassee,FL,32303,United States,Jason,Lin,Owner,Owner,,,2002.0,(850) 514-3688,,Chinese,$,
20720,2220 CR-2132259,cbd9da2213a8c846,China Wok,2220 CR-210,St Johns,FL,32259,United States,Xiong,Jiang,Owner,Owner,,,2008.0,(904) 826-3488,,Chinese,$,
20733,5787 Vinel32819,c40408b2994efe6b,Asian Bistro,5787 Vineland Rd,Orlando,FL,32819,United States,,,,,,,,(321) 946-7039,,Japanese,,
20737,2700 US Hi34714,bb96efcd6ffdff42,Su Canoe Sushi,2700 US Highway 27,Clermont,FL,34714,United States,,,,,,,,(863) 317-2189,,Japanese,,Sushi; French Fries
20738,20505 S Di33189,c4cf11df1f866c65,Yeung's Lotus Express,20505 S Dixie Hwy,Cutler Bay,FL,33189,United States,Stanley,Wong,,,,,2012.0,(786) 289-0185,,Chinese,,
20741,842 Dunn A32218,c1e2e9847058f32c,Chan's Chinese Restaurant,842 Dunn Ave,Jacksonville,FL,32218,United States,,,,,vernon.chan90@gmail.com,,,(904) 751-1716,vernon.chan90@gmail.com,Chinese,$,
20745,7848 Sonom33463,c1b6580f2f7095c4,Sushi Fella,7848 Sonoma Springs Cir,Lake Worth Beach,FL,33463,United States,,,,,,,2020.0,(917) 513-2799,,Japanese,,Sushi
20758,11115 Hutc32407,bbedbe8e4be4273d,Bayou on the Beach,11115 Hutchison Blvd,Panama City Beach,FL,32407,United States,David,Buxton,Owner,Owner,,,1999.0,(850) 249-3478,bayouonthebeach@gmail.com,Creole; Cajun,$$,Seafood; French Fries
20777,1818 W 23r32405,c9a345ad3bee8655,Kiku Mori Steak House,1818 W 23rd St,Panama City,FL,32405,United States,,,,,,,,(850) 785-8889,,Japanese,$$$,Sushi; Steaks
20779,13452 Bisc33181,cab55a7c0bbca2cf,Ikara Sushi,13452 Biscayne Blvd,North Miami,FL,33181,United States,,,,,,,,(305) 454-9031,,Japanese,$,Salads; Fried Rice; Sushi
20784,11940 US-133408,c34f68afebdf9b69,Seminole Reef Grill,11940 US-1,North Palm Beach,FL,33408,United States,Pascal,Georget,Executive Chef,Back of the House,,,,(561) 559-7333,mariela@seminolereefgrill.com,Japanese,$$,Seafood; Sushi
20791,2426 N Fed33064,cd44f7203a6d133f,Golden China,2426 N Federal Hwy,Lighthouse Point,FL,33064,United States,L. I.,Christine,Owner,Owner,,,2002.0,(954) 781-5858,,Chinese,$,
20807,962 14th L32960,cc403306fdfc1ebf,Izziban Sushi,962 14th Ln,Vero Beach,FL,32960,United States,Diane,Lee,,,,,2011.0,(772) 569-8883,,Japanese,$$,Smoked Salmon; Sushi; French Fries
20810,8237 W Sun33322,d10e73a65f96f5bc,Wong's Takeout Restaurant,8237 W Sunrise Blvd,Plantation,FL,33322,United States,Kenny,Que,Owner,Owner,,,1993.0,(954) 370-6333,,Chinese,$,French Fries
20811,2225 W Oak32809,d18e5c31dd5d21ff,King Express,2225 W Oak Ridge Rd,Orlando,FL,32809,United States,Yung,Nhon,Owner,Owner,,,2008.0,(407) 854-7899,,Chinese,$,
20817,751 N Ferd32536,dafc258b30560148,Arashi Sushi & Hibachi,751 N Ferdon Blvd,Crestview,FL,32536,United States,,,,,,,,(850) 331-2288,,Japanese,$$,Hibachi; Smoked Salmon; Fried Rice; Sushi; Grill; Noodles; French Fries
20824,1100 N Tut34237,db3f391deed66187,Uncle Wen's China Express,1100 N Tuttle Ave,Sarasota,FL,34237,United States,Ming,Wen,Owner,Owner,,,2006.0,(941) 365-0434,info@unclewenschinaexpress.com,Chinese,$,French Fries
20832,8200 Vinel32821,da4c62da00675bdb,Poki One N Half,8200 Vineland Ave,Orlando,FL,32821,United States,,,,,,,,(407) 505-9092,,Hawaiian; Japanese,$$,Sushi; Poke
20843,916 Patric34698,cde27d1fae51af76,China Star,916 Patricia Ave,Dunedin,FL,34698,United States,Jia Bin,Zheng,,,,,2011.0,(727) 736-5588,,Chinese,$,
20856,1248 Airpo34104,d4c5f5d1a09bdfcb,China One,1248 Airport Pulling Rd,Naples,FL,34104,United States,,,,,,,,(239) 643-1998,,Chinese,$$,Noodles; French Fries
20879,10226 Curr32825,d5dcaf4fc444b901,Tasty China,10226 Curry Ford Rd,Orlando,FL,32825,United States,,,,,,,2004.0,(407) 380-8801,,Chinese,$,
20882,851 S Stat32714,d8d804a5b904fdf7,Mikado Japanese Seafood Buffet,851 S State Road 434,Altamonte Springs,FL,32714,United States,,,,,info@mikadofl.com,,,(407) 730-8987,info@mikadofl.com,Japanese,$$,Smoked Salmon; Seafood; Sashimi; Fried Rice; Sushi; Noodles
20920,2440 S Woo32720,ed57809c7b36a294,China Dragon,2440 S Woodland Blvd,DeLand,FL,32720,United States,Yu F.,Kao,,,,,2004.0,(386) 736-9993,info@chinadragondeland.com,Chinese,$,Noodles; French Fries
20932,955 NE 12533161,eb4495d0a98209c9,Hong Kong House,955 NE 125th St,North Miami,FL,33161,United States,Zong Ping,Gao,,,,,1991.0,(305) 891-3111,,Chinese,$$,Soups; Seafood; Fried Rice; Chicken; French Fries
20934,1196 Royal33411,ed3c748120eee6a7,China Sea,1196 Royal Palm Beach Blvd,Royal Palm Beach,FL,33411,United States,,,,,,,,(561) 793-2811,,Chinese,$,
20938,809 S Broa34601,eed742810ce087ac,Taste Of New Orleanz,809 S Broad St,Brooksville,FL,34601,United States,Beverly,J,Business Owner,Owner,,,,(678) 522-5924,,Creole; Caribbean; Cajun,$$,Seafood; French Fries
20939,1530 Ovied32765,f7dfbbadbdf20e00,ASIAN EXPRESS,1530 Oviedo Rd,Oviedo,FL,32765,United States,,,,,,,,(407) 542-7250,,Chinese,$,
20941,4784 N Con33426,f808b960b3a607f9,Fu Wing Chinese Restaurant,4784 N Congress Ave,Boynton Beach,FL,33426,United States,Jin,Chen,Owner,Owner,,,1995.0,(561) 434-5990,,Chinese,$,
20942,1800 Fores33406,f7e60b9806da3c80,Sushi Jo & Jo Bistro Lake Clarke Shores,1800 Forest Hill Blvd,West Palm Beach,FL,33406,United States,,,,,info@jobistro.com,,,(561) 855-8889,,Japanese,$$,Smoothies; Sushi; French Fries
20946,7099 W Wat33634,f87c9f96b93abcba,Fuji Hibachi Express,7099 W Waters Ave,Tampa,FL,33634,United States,,,,,,,,(813) 999-4974,,Japanese,$,Soups; Hibachi; Fried Rice; Sushi; Grill; French Fries
20948,9764 Atlan32225,f6caca30db4e0dcc,Sakura Buffet,9764 Atlantic Blvd,Jacksonville,FL,32225,United States,,,,,,,,(904) 721-5363,,Chinese,$$,Seafood; Sushi
20953,2345 Circu34604,e496974adf9e622e,Cajun in a Truck,2345 Circuit Way,Brooksville,FL,34604,United States,,,,,,,,,,Creole; Cajun,,
20955,221 1st St33701,e8ad29c8eaeb1833,Rollbotto Sushi,221 1st St N,St Petersburg,FL,33701,United States,Hmc,R,Business Owner,Owner,,,2011.0,(727) 487-2681,rollbotto1@gmail.com,Japanese,$,Smoked Salmon; Sushi; French Fries
20962,1906 Colli33139,f47c735156ec2a1b,BAOLI Miami,1906 Collins Ave,Miami Beach,FL,33139,United States,Christophe,C,Business Owner,Owner,,,1999.0,(305) 674-8822,anthony@baolimiami.com,Indian; Japanese,$$$$,Sushi
20969,10017 E Ad33619,e119ec8ea5df2bf9,Sushi Yama,10017 E Adamo Dr,Tampa,FL,33619,United States,,,,,,,,(813) 665-9888,,Japanese,$$,Smoked Salmon; Sushi
20972,7373 NW 3633166,da80bc13be3765e1,Hong Kong City,7373 NW 36th St,Miami,FL,33166,United States,Phuong,Ly,Manager,General,,,2001.0,(305) 592-5880,,Chinese,$,French Fries
20980,15973 Pine33027,ec0bf7770a8fc084,Aone Noodle & Dumpling,15973 Pines Blvd,Pembroke Pines,FL,33027,United States,,,,,,,,(954) 589-0167,,Japanese,,Ramen
20981,214 W Alex33563,e9440a37f5852243,Kyoto Palace,214 W Alexander St,Plant City,FL,33563,United States,,,,,,,,(813) 707-0880,,Japanese; Chinese,$$,Salads; Sushi; Chicken; Steaks
20983,7637 Turke32819,eae4e1cb5e29413d,King Cajun Crawfish,7637 Turkey Lake Rd,Orlando,FL,32819,United States,,,,,kingcajuncrawfishdrphilips@gmail.com,,2019.0,(407) 723-8870,kingcajuncrawfishdrphilips@gmail.com,Cajun,$$,Seafood; Sandwiches; French Fries
20995,650 NE 22n33033,e94b0371e9c67f69,Sake Thai & Sushi Bar,650 NE 22nd Ter,Homestead,FL,33033,United States,Chayaporn,Dungket,Manager,General,,,2012.0,(305) 247-1003,sakethaihomestead@gmail.com,Japanese,$$,Sushi; French Fries
20998,1537 S Hig33756,eb6567a39f20b614,Amy's China One,1537 S Highland Ave,Clearwater,FL,33756,United States,Amy,Tang,Owner,Owner,,,2003.0,(727) 449-9758,,Chinese,$,
21000,985 Highwa32541,eae8100c7b2261fd,Fuji Sushi & Seafood Buffet,985 Highway 98 E,Destin,FL,32541,United States,,,,,,,,(850) 424-5665,,Japanese,$$,Seafood; Sushi
21002,3995 NW 2533142,f003e4b77c8e7acb,Sushi Express,3995 NW 25th St,Miami,FL,33142,United States,,,,,,,2012.0,(305) 513-4202,,Japanese; Chinese,$$,Smoked Salmon; Sushi
21003,4921 SW 1433330,f00e5fd7417933e2,Shimuja,4921 SW 148th Ave,Fort Lauderdale,FL,33330,United States,,,,,servicedirectory494@gmail.com,,2011.0,(754) 200-8941,servicedirectory494@gmail.com,Japanese,$$,Soups; Smoked Salmon; Ramen; Noodles
21008,9487 Hardi33154,f0c7b7a273c1254d,26 Sushi & Tapas,9487 Harding Ave,Surfside,FL,33154,United States,Allan,Gentile,Executive Chef,Back of the House,,,2014.0,(305) 570-2626,info@26sushitapas.com,Japanese,$$$,Sushi; Tapas; French Fries
21025,2670 SR-5034711,e3a294abf207a3bb,Chinese To Go,2670 SR-50,Clermont,FL,34711,United States,Xue,Lin,Owner,Owner,,,2009.0,(352) 241-0557,,Chinese,$,
21028,8011 Merri32277,df22b125d89be426,Wok-N-Roll,8011 Merrill Rd,Jacksonville,FL,32277,United States,Steven,Zeng,Manager,General,,,2005.0,(904) 743-0303,,Chinese,$,Seafood; Fried Rice; Chicken; Noodles; French Fries
21033,725 Skymar32218,e33c4812e1744aa5,Pandan Leaves,725 Skymarks Dr,Jacksonville,FL,32218,United States,,,,,pandanleavesjax@gmail.com,,,(904) 551-6627,pandanleavesjax@gmail.com,Japanese; Thai,$$,Smoked Salmon; French Fries
21036,6507 W Wat33634,e37c59188342a94d,KELP Sushi Joint,6507 W Waters Ave,Tampa,FL,33634,United States,,,,,info@kelpsushi.com,,2013.0,(813) 889-8898,info@kelpsushi.com,Japanese,$$,Smoked Salmon; Seafood; Sashimi; Sushi; Poke
21037,9409 Sheri33024,e3d243b384cf5c40,Asia #1 Restaurant,9409 Sheridan St,Hollywood,FL,33024,United States,Ziqing,Chen,,,,,2016.0,(954) 885-8988,,Chinese; Thai,$$,Seafood; Chicken Wings; Noodles; French Fries
21048,6209 US-9032570,feee23634e1ce24c,Jin Jin Chinese Restaurant,6209 US-90,Milton,FL,32570,United States,Hong,Chen,Owner,Owner,,,1997.0,(850) 623-9009,info@newjinjinmilton.com,Chinese,$,Chicken; French Fries
21051,1652 Bruce33544,fefea41e55993427,Bonsai Sushi,1652 Bruce B Downs Blvd,Wesley Chapel,FL,33544,United States,Jung,Patton,Owner,Owner,,,2010.0,(813) 994-7333,,Japanese,$$,Smoked Salmon; Sushi
21055,303 SE 17t34471,8005f9dcc0a79aa6,Wok N Roll,303 SE 17th St,Ocala,FL,34471,United States,Q.,Cao,Owner,Owner,,,1998.0,(352) 622-5995,,Chinese,$,Soups; Seafood; Chicken; French Fries
21058,1112 NW 6233150,fdd787ac0f780e7e,Drunken Wok,1112 NW 62nd St,Miami,FL,33150,United States,,,,,,,,(786) 534-8999,,Chinese,$$,Fried Rice; Chicken; Noodles; French Fries
21066,6438 Massa34653,fadc1a7be998b982,New China,6438 Massachusetts Ave,New Port Richey,FL,34653,United States,Alam,Chen,,,,,2001.0,(727) 843-9080,info@newchina2fl.com,Chinese,$$,Pork; Soups; Fried Rice; Chicken; Noodles; French Fries
21076,270 Biscay33131,df6f6df8ccaeeb33,Zuma,270 Biscayne Boulevard Way,Miami,FL,33131,United States,Rainer,Becker,Executive Chef,Back of the House,,,2009.0,(305) 577-0277,estaine@zumarestaurant.com,Japanese,$$$$,Smoked Salmon; Sushi; Grill
