Created Date,Lead Source,Mobile - Primary,Business Phone,Street,Zip/Postal Code,State/Province (text only),Company / Account,Lead Status,Lead Owner,Unqualified Reason,Converted Date,Opportunity Name,Oppt Close Date,Oppt Close Date
10/31/2022,Telemarketer,,(801) 281-5520,4465 S REDWOOD RD,84123,UT,MING'S GARDEN,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,,(801) 374-0753,56 W CENTER ST,84601,UT,LOTUS GARDEN RESTAURANT-Permanently closed,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(801) 969-8885,4908 S REDWOOD RD,84118,UT,GOLDEN CHINA,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,,(801) 322-3590,961 S STATE ST,84111,UT,VUU CORPORATION,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,(347) 307-5122,(801) 798-6997,886 N 600 E,84660,UT,RED 8 ASIAN BISTRO & SUSHI BAR,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(385) 206-8378,4844 HARRISON BLVD,84403,UT,THAIPALM EXPRESS,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,,(435) 615-7686,6300 N Sagewood Dr a,84098,UT,Full House Asian Bistro,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(518) 580-8881,175 S Broadway,12866,NY,Duo Modern Japanese Cuisine,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(845) 485-8883,718 Dutchess Tpke,12603,NY,Asian Temptation Fusion & Sushi,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(631) 209-9030,175 Sound Beach Blvd Unit D,11789,NY,Great Wall Restaurant,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(516) 799-1313,4909 Merrick Rd,11762,NY,Chinese Take Out Restaurant,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(714) 799-9929,12057 Beach Blvd,90680,CA,Cafe China,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(714) 522-3328,2 Centerpointe Dr,90623,CA,Panda Inn,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(562) 907-7888,12548 Washington Blvd,90602,CA,Anb Sushi Inc,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,,(310) 378-0785,22922 Hawthorne Blvd,90505,CA,Seafood Town Chinese Restaurants,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(310) 586-7469,2627 Wilshire Blvd,90403,CA,Takuma Restaurant,AE Assigned,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,,(310) 802-1160,1150 Morningside Dr,90266,CA,Fusion Sushi,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,,(310) 559-0116,9018 Venice Blvd,90232,CA,Golden China Restaurant,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(310) 275-7808,9016 W Sunset Blvd,90211,CA,Tenmasa Japanese Restaurant,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(310) 312-3999,11664 Gateway Blvd,90064,CA,Asian Ya Tokyo Kalbi,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,,(323) 512-6077,7300 W Sunset Blvd Ste A,90046,CA,Urban Ramen - Permanently closed,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(323) 850-6637,7105 W Sunset Blvd,90046,CA,Hoy's Wok Sunset Restaurant,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(323) 753-1471,8844 S Vermont Ave,90044,CA,Bamboo Garden-Permanently closed,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(989) 893-9499,3000 CENTER AVE,48732,MI,MANDARIN HOUSE CHINESE RESTAURANT,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,,(734) 482-1000,1072 N HURON RIVER DR,48197,MI,LUCKY GARDEN,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(616) 257-3378,1851 44TH ST SW,49519,MI,GREAT LAKES,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(989) 633-9888,979 S SAGINAW RD,48640,MI,GOLDEN BUFFET,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,,(616) 891-1388,9353 CHERRY VALLEY AVE SE,49316,MI,FORTUNE CHEF,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(313) 935-7683,12555 GRAND RIVER AVE #150,48204,MI,FIRST WOK CHINESE RESTAURANT - Permanently closed,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(517) 702-1338,115 S WASHINGTON SQUARE,48933,MI,EMPIRE SZECHUAN - Permanently closed,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,,(616) 392-6220,11190 CHICAGO DR,49464,MI,EGG ROLL EXPRESS,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(734) 332-8789,882 W EISENHOWER PKWY,48103,MI,CHOPSTICKS-Permanently closed,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(734) 983-9288,3500 N LILLEY RD,48187,MI,CHOPSTICK HOUSE,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(586) 992-3330,11481 26 MILE RD,48094,MI,CHINA TOWN-Client DO NOT CALL,SDR Complete,Unqualified Lead Queue,Current Client
10/31/2022,Telemarketer,,(801) 768-2828,1678 S R-92 STE 104,84043,UT,Red 8 Asian Bistro & Sushi Bar - Duplicate DO NOT CALL,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(304) 622-6252,521 Emily Dr,26301,WV,Grand China Buffet & Grill Inc,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,,(304) 724-4269,750 Hollywood Dr,25414,WV,9 Dragons,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(304) 720-8880,1110 Fledderjohn Rd,25314,WV,Asian Grill - Permanently closed,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,,(304) 425-6662,1059 STAFFORD DR,24740,WV,PEKING HOUSE RESTAURANT,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,,(304) 725-8888,1189 S GEORGE ST #4417,25414,WV,PANDA GARDEN,SDR Complete,Unqualified Lead Queue,Current Client
10/31/2022,Telemarketer,,(304) 367-8910,101 JACKSON ST,26554,WV,KEN'S,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(304) 842-9898,111 E MAIN ST,26330,WV,CHINA ONE-DO NOT CALL,SDR Complete,Unqualified Lead Queue,Current Client
10/31/2022,Telemarketer,,(802) 527-8388,99 Lake St,5478,VT,Lucky Buffet,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,,(802) 860-2828,49 HEINEBERG DR,5446,VT,YUMMY--Client DO NOT CALL,SDR Complete,Unqualified Lead Queue,Current Client
10/31/2022,Telemarketer,,(631) 585-3388,1079 Main St,11741,NY,New Century,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(631) 586-6888,534 Commack Rd,11729,NY,Fan Chinese Food,SDR Complete,Unqualified Lead Queue,Current Client
10/31/2022,Telemarketer,(347) 653-3839,(516) 877-0888,988 Franklin Ave,11530,NY,Kinha Japanese Sushi,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(516) 379-0666,8 W Merrick Rd Unit A,11520,NY,Shanghai Chinese Kitchen,SDR Complete,Unqualified Lead Queue,Current Client
10/31/2022,Telemarketer,,(718) 846-0337,12618 101st Ave,11419,NY,Cheun Hing Kitchen,SDR Complete,Unqualified Lead Queue,Current Client
10/31/2022,Telemarketer,,(718) 268-6010,71-44 Austin Street,11375,NY,A Sushi,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,,(718) 458-4742,9121 37th Ave,11372,NY,Sea Star,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(917) 300-5312,7132 Main St,11367,NY,Sushi Fussion Express Inc,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(718) 591-5555,7928 Parsons Blvd,11366,NY,Zen Fusion Cuisine,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(718) 886-9880,3718 Main St,11354,NY,River Japanese Cuisine,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(718) 366-0114,1546 Myrtle Ave,11237,NY,Lee Restaurant,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(718) 209-8070,8712 Avenue L,11236,NY,Double Dragon,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(718) 209-2111,7902 Flatlands Ave,11236,NY,China Wok Chinese Restaurant,SDR Complete,Unqualified Lead Queue,Current Client
10/31/2022,Telemarketer,,(323) 879-9985,7311 Beverly Blvd,90036,CA,Itacho Sushi,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(323) 667-3388,1813 Hillhurst Ave,90027,CA,CHI Dynasty,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(213) 489-3636,710 S Hill St,90014,CA,Wow Bento & Roll,SDR Complete,Unqualified Lead Queue,Agent Language Limitation
10/31/2022,Telemarketer,,(213) 613-0700,210 Alpine St,90012,CA,Won Kok Restaurant,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(213) 387-1199,4001 Wilshire Blvd Ste A,90010,CA,Arado Japanese Restaurant,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,,(925) 484-1008,5400 SUNOL BLVD,94566,CA,Mom Dumpling,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(858) 536-9888,12265 SCRIPPS POWAY PKWY #B109,92064,CA,WONG'S WOK CHINESE CUISINE,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(989) 731-3000,638 EDELWEISS VILLAGE PKWY,49735,MI,CHINA ONE BUFFET,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,,(989) 386-8486,406 E 5TH ST,48617,MI,CHINA KING - Permanently closed,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(269) 982-7828,1332 HILLTOP RD B,49085,MI,CHINA GARDEN RESTAURANT,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(989) 984-5588,724 E BAY ST,48730,MI,CHINA BUFFET,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,,(231) 237-0888,125 M-66,49720,MI,CHINA 1 - Permanently closed,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(989) 424-6166,1446 N MCEWAN ST,48617,MI,CHEE PENG CLARE - Permanently closed,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(248) 666-9045,7890 HIGHLAND RD,48327,MI,CARRIE LEE'S LAKE GARDEN,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,(269) 471-1297,(269) 471-1297,108 E FERRY ST,49103,MI,BEIJIN PALACE,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(517) 676-8500,(517) 676-8500,132 S CEDAR ST #100,48854,MI,ASIAN TASTE,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(248) 844-9878,(248) 844-9878,2594 S ADAMS RD,48309,MI,ASIAN EXPRESS,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(906) 259-7588,(906) 259-7588,2644 INTERSTATE 75 BUSINESS SPUR,49783,MI,ASIAN BUFFET,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(231) 876-8888,(231) 876-8888,1818 N MITCHELL ST,49601,MI,ASIAN BUFFET,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(517) 505-6808,(517) 897-2202,1122 W HOLMES RD,48910,MI,R86819 PERFECT CHINESE RESTAURANT,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Marketing Inbound,,(770) 287-1882,2458 Limestone Parkway,30501,GA,HAPPY CHINA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(912) 764-4828,456 S MAIN ST,30458,GA,CHINESE KITCHEN,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(912) 842-7388,400 PARKER AVE N #400,30415,GA,CHINA 1 BROOKLET GA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(678) 510-3308,(770) 389-9289,1791 ROCK QUARRY RD,30281,GA,CHINA WOK RESTAURANT - Permanently closed,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(770) 229-9886,800 S HILL ST,30224,GA,CHINA ONE,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(770) 439-4962,3737 NEW MACLAND RD,30127,GA,DRAGON 168 （Duplicate),SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(208) 735-1225,570 Blue Lakes Blvd N,83301,ID,New China,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,,(208) 265-5425,100 TIBBETTS DR,83852,ID,GOLDEN DRAGON - Permanently closed,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,NO,(208) 342-4051,4898 W EMERALD ST,83706,ID,CHIENGMAI THAI RESTAURANT,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,NO,(208) 522-2636,2994 S 25TH E,83404,ID,DEE KITCHEN,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,,(541) 276-5819,502 SW EMIGRANT AVE,97801,OR,JADE GARDEN,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(415) 982-3245,631 Grant Ave,94108,CA,Far East Cafe,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(415) 781-3956,56 Ross Aly,94108,CA,Golden Gate Fortune Cookies,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(408) 734-1188,1129 N Lawrence Expy,94089,CA,Ming Tasty,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,,(408) 738-3003,888 Old San Francisco Rd,94086,CA,Shanghai Flavor Shop,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(408) 739-8866,163 S Murphy Ave,94086,CA,Fashion Wok,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(408) 735-8280,511 Borregas Ave,94085,CA,Seto Japanese Cuisine,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(650) 873-8518,851 Cherry Ave Ste 34,94066,CA,Sunny Sushi-Permanently closed,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(650) 967-6166,570 N Shoreline Blvd Ste J,94043,CA,Momoya Sushi,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,,(650) 965-8898,1350 Grant Rd Ste 6,94040,CA,Sushi 85,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(806) 359-4300,6721 I-40 Frontage Rd,79106,TX,China Star-Permanently closed,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(210) 701-8505,7126 Tezel Rd #101,78250,TX,Quik wok,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(210) 509-9999,3505 Wurzbach Rd #103,78238,TX,Sichuan House,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(361) 972-1008,1009 Henderson Ave,77465,TX,Tran's Restaurant,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,,(979) 531-1818,125 E Boling Hwy,77488,TX,Grand Buffet,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,,(346) 233-1657,7306 Louetta Rd,77379,TX,Vina Deli,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,,(936) 588-3411,15917 Hwy 105 W Ste. F,77356,TX,Thai Wok In,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,,(713) 681-7779,6410 Antoine Dr,77091,TX,Thang's Cajun,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(832) 939-9618,13500 W Airport Blvd H,77498,TX,Ming Chinese & Sushi Restaurant - MING R83901,SDR Complete,Unqualified Lead Queue,Current Client
10/31/2022,Telemarketer,,(281) 406-8726,14243 East Sam Houston Pkwy N #800,77044,TX,Summer China Diner,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,,(770) 386-8000,548 M.L.K. JR DR,30120,GA,DRAGON GARDEN CHINESE RESTAURANT,SDR Complete,Unqualified Lead Queue,Current Client
10/31/2022,Telemarketer,,(678) 493-5888,2060 CUMMING HWY,30114,GA,CHINA STAR-Permanently closed,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,(678) 650-7887,(770) 426-9188,4430 WADE GREEN RD NW,30102,GA,HAPPY PANDA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(770) 923-6110,4650 JIMMY CARTER BLVD SUITE #117,30093,GA,KING DRAGON-Permanently closed,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(470) 308-7112,125 ERNEST W BARRETT PKWY NW SUITE 107,30066,GA,ASIAN GOURMET - Permanently closed,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(770) 962-0616,2100 RIVERSIDE PKWY #106,30043,GA,GOLDEN PALACE,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(678) 985-1968,2133 LAWRENCEVILLE-SUWANEE RD,30024,GA,ASIAN STAR,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(770) 360-1383,13800 GA-9 SUITE G,30004,GA,CHINA RESTAURANT,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(678) 691-4986,4957 WINTERS CHAPEL RD SUITE B,30340,GA,ASIAN FUSION CAFE,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(347) 247-6569,(770) 949-6666,4300 CHAPEL HILL RD,30135,GA,Wings & Chinese R81017,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(347) 827-8710,(470) 225-7172,2641 N DECATUR RD,30033,GA,HAI AUTHENTIC CHINESE,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(541) 265-5330,1006 SW COAST HWY,97365,OR,NEWPORT KUM YON,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,,(503) 516-2953,8145 SE 82ND AVE #6501,97266,OR,BAMBOO CAFE,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(650) 992-8889,6860 Mission St,94014,CA,MR Chen Restaurant,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(559) 374-5190,4907 E Kings Canyon Rd,93727,CA,Yolo Sushi Bar and Karaoke,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,,(559) 297-0336,6716 N Cedar Ave,93710,CA,Hunan Chinese-Permanently closed,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(559) 999-3580,5730 N 1st St,93710,CA,Ramen Ichiban,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,,(559) 244-0920,521 E Shaw Ave Ste 104,93710,CA,Sarku Japan,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,NO,(559) 497-9261,3127 E Mckinley Ave,93703,CA,75 # 2 Oriental Restaurant,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,,(559) 297-0500,1050 Shaw Ave Ste 1027,93612,CA,Yan's Chinese Grill,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(805) 238-9229,153 Niblick Rd,93446,CA,China Gourmet Restaurant,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(805) 595-1500,11560 Los Osos Valley Rd Ste 160,93405,CA,Sushiya,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,,(805) 543-8942,570 Higuera St Ste 155,93401,CA,Goshi Japanese Restaurant,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,,(661) 638-0442,5620 California Ave,93309,CA,Love Sushi Blue,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,,(661) 834-6462,4721 Planz Rd,93309,CA,China Garden,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(661) 325-3311,410 Union Ave,93307,CA,Great Castle Chinese Restaurant,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(512) 218-8881,130 W Palm Valley Blvd,78664,TX,China E Buffet,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,,(254) 442-2888,715 Conrad Hilton Blvd,76437,TX,New China,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(903) 872-5028,111 Northwood Blvd,75110,TX,Corsicana Garden-Permanently closed,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(469) 626-0188,930 W Parker Rd # 500,75075,TX,SEE YOU AGAIN 不见不散音乐主题串吧,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,,(469) 332-9503,1301 200 Custer Rd #300,75075,TX,Wu's Super Bowl,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,,(972) 881-0118,2040 E President George Bush Hwy,75082,TX,Jupiter China,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(214) 904-0000,10250 Technology Blvd W,75220,TX,King Buffet,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,,(214) 888-0155,8411 Preston Rd Ste 132,75225,TX,Jia Modern Chinese-Permanently closed,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(719) 546-0099,1212 W 4th St,81004,CO,Tea Palace II - Permanently closed,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(719) 593-8249,5975 N Academy Blvd Ste 209,80918,CO,Haru Ramen,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,(678) 814-8250,(678) 902-1885,100 N PEACHTREE PKWY,30269,GA,CHOPSTIX CHINA BISTRO,AE Assigned,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(770) 491-9948,4880 LAWRENCEVILLE HWY,30084,GA,LA THAI RESTAURANT,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,,(706) 850-2695,493 E CLAYTON ST,30601,GA,ATHENS WOK LLC,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(404) 855-5889,100 10th Street Northwest,30309,GA,BIG BOSS CHINESE LLC,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,,(770) 456-4646,737 W BANKHEAD HWY,30180,GA,Permanently closed,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(770) 886-6738,911 MARKET PLACE BLVD,30041,GA,CHOPSTICKS CUISINE,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(770) 287-8811,975 DAWSONVILLE HWY,30501,GA,EAT AT THAI INC,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,,(770) 932-6688,2880 LAWRENCEVILLE SUWANE,30024,GA,ORIENT GARDEN RESTAURANT CORP,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(678) 336-2392,6034 S NORCROSS TUCKER RD,30093,GA,THAI FOOD GROUP LLC,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,,(706) 743-0886,777 ATHENS RD STE 105,30648,GA,GOLDEN PANDA,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,,(404) 609-9991,857 COLLIER RD NW STE 10,30318,GA,MALAYA-Permanently closed,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(770) 813-1319,6575 SUGARLOAF PKWY,30097,GA,Red Ginger,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(229) 890-8608,517 1st Ave SE,31768,GA,New China Buffet,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,,(805) 968-1838,7127 Hollister Ave,93117,CA,Itsuki Japanese Restaurant,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(805) 667-8393,573 E Main St,93001,CA,Kao Ramen,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,,(805) 643-5550,1127 S Seaward Ave,93001,CA,Sushi House,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,,(714) 771-9738,3134 E Chapman Ave,92869,CA,Big Chopstick,SDR Complete,Unqualified Lead Queue,Current Client
10/31/2022,Telemarketer,,(714) 537-7098,10130 Garden Grove Blvd Ste 107,92844,CA,Butaton Japanese Ramen,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,,(714) 582-5898,1065 Brea Mall,92821,CA,Kura Sushi,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
