Created Date,Lead Source,Company / Account,Business Phone,Mobile - Primary,Street,Zip/Postal Code,State/Province (text only),Lead Status,Lead Owner,Unqualified Reason,Converted Date,Opportunity Name,Oppt Close Date
10/31/2022,Telemarketer,CAFE AMBROSIA,(303) 766-2585,,20981 East Smoky Hill Road,80015,CO,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,New Fortune-Permanently closed,(760) 770-2988,,67555 E Palm Canyon Dr Ste F120,92234,CA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,Ken Sushi Workshop,(858) 793-1200,,11375 El Camino Real Ste 120,92130,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Holy Gao Inc,(858) 263-4219,,10066 Pacific Heights Blvd Ste 101,92121,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Salko Sushi,(619) 435-0868,,116 Orange Ave,92118,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Toms Chinese Bbq,(619) 563-8225,,4414 University Ave Ste A,92105,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Love Boat Sushi,(760) 471-7722,,121 S Las Posas Rd,92078,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Ahi Sushi & Grill,(619) 337-1388,,2872 Fletcher Pkwy,92020,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,J Box,(760) 431-0056,,5814 Van Allen Way Ste 135,92008,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Royal Mandarin Restaurant,(619) 477-4151,,1132 E Plaza Blvd Ste 205,91950,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Arigato Japanese Restaurant-Permanently closed,(619) 469-3157,,5575 Baltimore Dr Ste 110,91942,CA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,P G King Chinese Cuisine-Permanently closed,(619) 668-1268,,5575 Baltimore Dr Ste 105A,91942,CA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,Ocean City Restaurant,(619) 585-0818,,1011 Broadway,91911,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Top Island International Inc,(626) 300-9898,,740 E Valley Blvd,91801,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,CHINA LIN,(334) 297-1996,,1122 E 280 BYP,36867,AL,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,CHINA ONE,(251) 445-2538,,2502 SCHILLINGER RD S STE 4,36695,AL,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,NEW CHINA,(334) 585-0136,,104 DOTHAN RD,36310,AL,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,CHINA INN SECOND,(256) 354-9898,,40988 AL-77,36251,AL,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,METEOR BUFFET,(256) 852-8138,,751 HWY 72 E,35811,AL,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,CHINA DRAGON,(256) 232-9878,(646) 371-2357,12060 COUNTY LINE RD # H,35756,AL,SDR Complete,Unqualified Lead Queue,Current Client
10/31/2022,Telemarketer,NEW CHINA RESTAURANT,(205) 995-2228,,5361 US-280 #104,35242,AL,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,EAST BUFFET,(205) 655-6898,,5978 CHALKVILLE MOUNTAIN RD,35235,AL,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,CHO-KO,(212) 388-0885,,59 1ST AVE FRNT 1,10003,NY,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,FYHRE HIBACHI,(917) 607-2330,,246 VOICE RD,11514,NY,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,MIRAKUYA INC,(917) 346-2447,,727 FLUSHING AVE,11206,NY,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,PEKING ROAST DUCK-Permanently closed,(212) 459-3610,,858 8TH AVE,10019,NY,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,NEW HONG KONG KITCHEN,(718) 239-6998,,1838 E TREMONT AVE,10460,NY,SDR Complete,Unqualified Lead Queue,Current Client
10/31/2022,Telemarketer,Thai Tree,(718) 806-1046,,3617 GREENPOINT AVE,11101,NY,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,FORTUNE SUSHI RESTAURANT INC - Permanently closed,(718) 981-8383,,900 HYLAN BLVD,10305,NY,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,EAST CHINESE JAPANESE REST-Temporarily closed,(516) 783-5056,,2032 NEWBRIDGE RD,11710,NY,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,SUSHI HANA NEW YORK INC-Temporarily closed,(212) 388-9688,,111 RIVINGTON ST,10002,NY,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,Nan Xiang Xiao Long Bao (南翔小籠包),(718) 321-3838,,3812 PRINCE ST,11354,NY,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,JARDIN DE CHINA INC,(718) 476-3755,,3737 JUNCTION BLVD,11368,NY,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,LINS GARDEN,(516) 333-3366,,282 POST AVE,11590,NY,SDR Complete,Unqualified Lead Queue,Current Client
10/31/2022,Telemarketer,"NEW CHINA -duplicated, DO NOT CALL",(718) 324-6666,,724 NEREID AVE,10466,NY,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,SUPER KEW GARDEN INC,(718) 261-3322,,24614 61ST AVE,11362,NY,SDR Complete,Unqualified Lead Queue,Current Client
10/31/2022,Telemarketer,MITO ASIAN FUSION,(917) 332-8486,,6418 108TH ST,11375,NY,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,KYOTO SUSHI V INC - Permanently closed,(718) 727-6666,,418 FOREST AVE,10301,NY,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,NO 1 CHINESE REST QUEENS INC,(718) 507-5023,,6308 BROADWAY,11377,NY,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,ARASHI SUSHI ONE INC,(718) 385-2223,,9605 CHURCH AVE,11212,NY,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,SUSHI X 5 INC,(518) 713-4102,,710 NEW LOUDON RD,12110,NY,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,I RAMEN BAR INC-Permanently closed,(315) 507-3320,,103 NEW HRTFORD SHOPG CTR,13413,NY,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,BANGKOK THAI RESTAURANT,(315) 451-4621,(305) 733-6349,7421 OSWEGO RD STOP 13,13090,NY,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,Sushi Koshu,(909) 869-7881,,20627 Golden Springs Dr Ste 2K,91789,CA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Tea Station,(626) 291-5688,,9578 Las Tunas Dr,91780,CA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Icho Japaness Restaurant,(626) 292-7999,,708 E Las Tunas Dr Ste D,91776,CA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Duck House,(626) 284-3227,,501 S Atlantic Blvd,91754,CA,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,Happy Family Restaurant 3,(626) 282-8986,,500 N Atlantic Blvd Ste 171,91754,CA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Hunan Restaurant,(626) 282-2039,,423 N Atlantic Blvd,91754,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Chinatown Express,(323) 262-9196,,2125 S Atlantic Blvd,91754,CA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Ajisen Ramen,(626) 839-2188,,18253 Colima Rd Ste 104,91748,CA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,101 Sushi,(626) 333-2223,(626) 333-2223,15347 Gale Ave,91745,CA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Wabi Sabi Japanese,(909) 581-1055,,11837 Foothill Blvd Ste B,91730,CA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Kiku Sushi Restaurant,(909) 591-1291,,3090 Chino Ave Ste D,91709,CA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Tang Chinese Restaurant,(818) 769-6422,,5219 1/2 Laurel Canyon Blvd,91607,CA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,Acashi Sushi Bar,(818) 760-0313,,4037 Radford Ave,91604,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Kazu Sushi,(818) 763-4836,,11440 Ventura Blvd,91604,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Sugarfish Restaurant,(818) 762-2322,,11288 Ventura Blvd,91604,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Dragon St Chinese Restaurant DO NOT CALL,(818) 505-5055,,5001 Lankershim Blvd,91601,CA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Osaka Teriyaki & Bbq House,(818) 953-7195,,1009 W Alameda Ave,91506,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,THAI BISTRO INC,(720) 981-7600,,5924 S KIPLING PKWY STE G,80127,CO,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,GINGER WILD,(303) 794-1115,,399 W LITTLETON BLVD,80120,CO,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,HOUSE OF SAIGON,(719) 473-6707,,1014 S 21ST ST STE A,80904,CO,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,BIG PANDA,(303) 853-9808,,15550 E 103RD PL UNIT 101,80022,CO,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,TSUNAMI LLC,(719) 225-1713,,326 S UNION AVE,81003,CO,SDR Complete,Unqualified Lead Queue,Cannot Service Geography
10/31/2022,Telemarketer,Bistro King Asian Restaurant,(303) 781-9898,,3542 S Fox St,80110,CO,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,China Cafe,(303) 688-8013,,734A S Perry St,80104,CO,SDR Complete,Unqualified Lead Queue,Current Client
10/31/2022,Telemarketer,Hong Kong Cafe Restaurant,(303) 696-6688,,10890 E Dartmouth Ave Unit C,80014,CO,SDR Complete,Unqualified Lead Queue,Agent Language Limitation
10/31/2022,Telemarketer,China Palace,(616) 246-9966,,7179 Crystal View Dr SE,49316,MI,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,King Dragon Buffett,(269) 659-9998,,1128 S Centerville Rd,49091,MI,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,Genji Japanese Steak House,(989) 495-4000,,2929 S Saginaw Rd,48640,MI,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,NEW CHINA BUFFET,(205) 280-8858,,2101 7th Street South,35045,AL,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,KING BUFFET,(205) 502-7800,(205) 502-7800,7873 CRESTWOOD BLVD,35210,AL,AE Assigned,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,L & L ASIAN RESTAURANT,(205) 352-0588,,2729 MOODY PKWY,35004,AL,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,CHOW KING,(256) 845-8199,,1509 GLENN BLVD SW,35968,AL,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,SUSHI INNOVATIONS UNO,(205) 201-8036,,3732 LORNA RD,35216,AL,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,CHINA LIN RESTAURANT,(334) 214-0408,,1122 HIGHWAY 280 BYP,36867,AL,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,TASTE OF THAILAND,(205) 978-6863,,3321 LORNA RD STE 3,35216,AL,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,MIKATA JPNESE STKHUSE SSHI BAR,(334) 566-1500,,1663 HIGHWAY 231 S,36081,AL,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Fresh Seafood,(251) 679-4703,,10 Saraland Blvd S,36571,AL,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,Happy Kitchen,(334) 222-1398,,580 Western Bypass,36420,AL,AE Assigned,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Mr. Chen’s Authentic Chinese Cooking,(205) 942-5000,,520 Wildwood Cir N,35209,AL,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,China Garden,(334) 297-0665,(213) 999-3932,2025 E 280 Byp,36867,AL,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Hibachi Sushi Super Buffet,(205) 621-6888,,3578 US-31,35124,AL,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,Joe Yees Station Restaurant-Permanently closed,(435) 387-2804,,425 S 100 W,84751,UT,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,Wild Ginger,(801) 691-1177,,366 N University Ave,84601,UT,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,Fried Rice Express Gourmet,(801) 359-6666,,358 S 700 E Ste A3,84102,UT,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,AIKO ASIAN BISTRO,(917) 828-7666,,1197 WALT WHITMAN RD,11747,NY,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,LAI SHUN CHINESE REST INC,(845) 987-2188,,25 ELM ST STE 1,10990,NY,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,NEW FU RUN RESTAURANT,(516) 708-1888,,50 MIDDLE NECK RD,11021,NY,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,TUK TUK NY INC,(718) 472-5598,,4906 VERNON BLVD,11101,NY,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,CHINA SUN USA INC-Permanently closed,(917) 951-9086,,1980 VICTORY BLVD STE 2,10314,NY,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,A+ THAI PLACE,(212) 207-8080,,1007 2ND AVE,10022,NY,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,SAYORI ASIAN FOOD,(718) 442-5050,,1440 FOREST AVE,10302,NY,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,LEGEND OF TASTE LLC,(718) 423-4888,,2002 UTOPIA PKWY,11357,NY,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,ICHIBAN HOUSE INC,(716) 708-6801,,816 FOOTE AVE,14701,NY,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,CSM Referral,TASTY HAND PULLED NOODLES INC,(212) 791-1817,,1 DOYERS ST FRNT 1,10013,NY,AE Assigned,Unqualified Lead Queue,Current Client
10/31/2022,Telemarketer,PEKING GARDEN - Permanently Closed,(716) 873-0293,,3666 DELAWARE AVE,14217,NY,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,CRAB STOP,(347) 789-8541,,682 A ROCKAWAY AVE,11212,NY,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,Hes Chinese & Japanese Restaurant,(585) 325-3880,,20 Exchange Blvd,14614,NY,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Peking Garden - Permanently Closed,(716) 873-0390,,3656 Delaware Ave,14217,NY,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,Super Wok,(818) 342-6383,,5418 Reseda Blvd,91356,CA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Bonsai Garden Restaurant,(661) 251-9008,,19358 Soledad Canyon Rd,91351,CA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Wow Bento & Roll,(818) 341-3320,,9301 Tampa Ave Unit 106,91324,CA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,Yama San-Temporarily closed,(805) 716-0092,,370 Via Las Brisas,91320,CA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,Oi Asian Kitchen,(818) 776-0282,,7242 Canoga Ave,91303,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Rainbow Sushi & Teriyaki,(818) 548-1230,,1200 S Brand Blvd Ste 3,91204,CA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,Aubri Sushi & Ramen,(626) 578-1123,,735 E Green St,91101,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Ai Japanese Restaurant,(626) 799-0534,,1013 Fair Oaks Ave,91030,CA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Dings Garden,(626) 445-1200,,733 W Naomi Ave,91007,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Haidilao,(626) 445-7232,,400 S Baldwin Ave Ste 2015,91007,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,88 Beef Noodle-Temporarily closed,(626) 446-0188,NO,1045 S Baldwin Ave,91007,CA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,Cheng Du Impression Szechuan Cuisine,(626) 462-9999,,21 E Huntington Dr,91006,CA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Sushi Ryokan,(562) 598-8283,,1013 Pacific Coast Hwy,90740,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Asian Star Buffet,(562) 630-6788,,8524 Alondra Blvd,90723,CA,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,Mene Sushi,(248) 538-7081,,6239 Orchard Lake Rd,48322,MI,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,August Chinese Supermarket,(734) 844-8688,(734) 844-8688,42488 Cherry Hill Rd,48187,MI,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Fuji Japanese Buffet,(248) 616-8868,,32153 John R Rd,48071,MI,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Flaming Wok,(810) 385-4779,,4350 24th Ave Ste 704,48059,MI,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,Baily Chinese Restaurant,(586) 421-1818,,21483 21 Mile Rd,48044,MI,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,TSOU'S PLACE - Permanently closed,(734) 224-7211,,7350 JACKMAN RD,48182,MI,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,RICH CHINA,(269) 415-0803,,218 E MICHIGAN AVE,49079,MI,SDR Complete,Unqualified Lead Queue,Current Client
10/31/2022,AE Sourced,PANDA GOURMET,(517) 393-8881,,6250 S CEDAR ST #1,48911,MI,AE Assigned,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,NEW GREAT WALL BUFFET-Permanently closed,(616) 336-0055,,1040 LEONARD ST NW,49504,MI,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,NEW GREAT WALL,(586) 726-0210,,49087 SCHOENHERR RD,48315,MI,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,NEW CHINA RESTAURANT,(989) 799-8383,(989) 501-1314,3982 BAY RD,48603,MI,SDR Complete,Unqualified Lead Queue,Current Client
10/31/2022,Telemarketer,RICE WOK GARDEN-Permanently closed,(801) 969-8888,,4655 W 5415 S,84118,UT,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,Ramen Garden,(801) 525-6868,,810 E 700 S,84015,UT,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,MING'S GARDEN,(801) 281-5520,,4465 S REDWOOD RD,84123,UT,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,Hinata Hibachi and Sushi,(707) 207-0888,,5113 Business Center Dr,94534,CA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Bangkok Paradise,(707) 434-8424,,3344 N Texas St Ste A,94533,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Lulu's Kitchen,(925) 609-9090,,1657 Willow Pass Rd Ste A,94520,CA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Ha Ru Sushi,(925) 838-5583,,115 Alamo Plz Ste C,94507,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Wakuriya,(650) 286-0410,,115 De Anza Blvd,94402,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Tai Pan,(650) 329-9168,,560 Waverley St,94301,CA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Asia Chinese Food-Temporarily closed,(415) 675-8837,,350 Bay St Ste 5,94133,CA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,Sakura Japanese Restaurant,(415) 665-5064,,936 Irving St,94122,CA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,Kirin Chinese Restaurant,(415) 752-2268,,6135 Geary Blvd,94121,CA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,CHINESE KITCHEN 2,(806) 794-2281,,4901 71ST ST,79424,TX,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,BAITONG - Permanently closed,(210) 632-8275,,6934 W MILITARY DR,78227,TX,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,KUBLAI KHAN GRILL,(832) 758-0728,,12901 N INTERSTATE 35,78753,TX,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,RICE BOX,(713) 430-6797,,5 GREENWAY PLZ STE C640,77046,TX,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,SICHUAN KINGS RESTAUANT INC,(972) 907-1186,,400 N GREENVILLE AVE Ste 17,75081,TX,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,ANNA THAI FOOD,(281) 671-4897,(832) 766-8501,11201 Bellaire Boulevard a6,77072,TX,AE Assigned,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,KAPATAD Kitchen and Cafe,(512) 338-6003,,3742 FAR WEST BLVD,78731,TX,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,PANDA CHEF,(972) 442-5897,,7340 HIGHWAY 78,75048,TX,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,ASIAN CUISINE,(512) 763-1206,,1203 LEANDER RD,78628,TX,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,PANDA HOUSE,(706) 852-5566,,3925 CLEVELAND HWY,30721,GA,SDR Complete,Unqualified Lead Queue,Current Client
10/31/2022,Telemarketer,CHINA WOK,(706) 353-3399,,2475 JEFFERSON RD,30607,GA,SDR Complete,Unqualified Lead Queue,Current Client
10/31/2022,Telemarketer,GREAT WALL-Permanently closed,(706) 367-8260,,1030 WASHINGTON ST #1012,30549,GA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Marketing Inbound,HAPPY CHINA,(770) 287-1882,,2458 Limestone Parkway,30501,GA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,CHINESE KITCHEN,(912) 764-4828,,456 S MAIN ST,30458,GA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,CHINA 1 BROOKLET GA,(912) 842-7388,,400 PARKER AVE N #400,30415,GA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,CHINA WOK RESTAURANT - Permanently closed,(770) 389-9289,(678) 510-3308,1791 ROCK QUARRY RD,30281,GA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,CHINA ONE,(770) 229-9886,,800 S HILL ST,30224,GA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,DRAGON 168 （Duplicate),(770) 439-4962,,3737 NEW MACLAND RD,30127,GA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Evergreen China Buffet Inc,(208) 524-0999,,2223 E 17th St,83404,ID,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,New China,(208) 735-1225,,570 Blue Lakes Blvd N,83301,ID,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,GOLDEN DRAGON - Permanently closed,(208) 265-5425,,100 TIBBETTS DR,83852,ID,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,CHIENGMAI THAI RESTAURANT,(208) 342-4051,NO,4898 W EMERALD ST,83706,ID,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
