ZIP_CODE,NUMBERS_OF_CLIENTS,NUMBER_OF_CHINESE_CLIENTS,NUMBER_OF_JAPANESE_CLIENTS,NUMBER_OF_CHINESE_JAPANESE_CLIENTS,NUMBER_OF_ADVANCED_CLIENTS,NUMBER_OF_UNKNOWN_CLIENTS,NUMBERS_OF_GMV_LEVEL_3,NUMBERS_OF_GMV_LEVEL_LOW,NUMBERS_OF_GMV_LEVEL_2,NUMBERS_OF_GMV_LEVEL_VIP,NUMBERS_OF_GMV_LEVEL_1,NUMBERS_OF_GMV_LEVEL_UNKNOWN
12143,2,2,0,0,0,0,1,0,1,0,0,0
17046,2,1,0,0,0,1,0,0,1,0,1,0
22407,2,1,0,0,0,1,2,0,0,0,0,0
21204,2,1,0,1,0,0,1,0,0,0,0,1
18040,2,2,0,0,0,0,2,0,0,0,0,0
75038,2,1,0,0,1,0,0,1,1,0,0,0
08081,2,1,0,0,1,0,1,0,1,0,0,0
33415,2,2,0,0,0,0,0,1,1,0,0,0
29206,2,0,0,0,1,1,0,2,0,0,0,0
02135,2,1,0,0,1,0,1,1,0,0,0,0
34772,2,2,0,0,0,0,1,0,0,0,0,1
63011,2,2,0,0,0,0,2,0,0,0,0,0
48312,2,0,1,0,0,1,0,0,1,0,0,1
15401,2,2,0,0,0,0,2,0,0,0,0,0
30013,2,1,1,0,0,0,0,0,1,0,0,1
44118,2,1,0,0,0,1,1,1,0,0,0,0
07110,2,2,0,0,0,0,1,0,0,0,1,0
55423,2,1,0,0,0,1,1,0,1,0,0,0
07016,2,1,0,0,0,1,2,0,0,0,0,0
10016,2,0,0,0,0,2,2,0,0,0,0,0
32244,2,2,0,0,0,0,1,0,1,0,0,0
29486,2,1,0,1,0,0,1,0,1,0,0,0
10033,2,2,0,0,0,0,1,0,1,0,0,0
11421,2,1,0,0,0,1,2,0,0,0,0,0
80026,2,1,1,0,0,0,0,0,1,0,0,1
12534,2,2,0,0,0,0,2,0,0,0,0,0
08833,2,1,0,0,0,1,2,0,0,0,0,0
30542,2,1,0,1,0,0,1,0,0,0,0,1
08638,2,1,0,0,0,1,0,1,0,0,0,1
12010,2,2,0,0,0,0,1,0,1,0,0,0
28390,2,0,1,0,0,1,1,0,1,0,0,0
07624,2,2,0,0,0,0,1,0,0,0,1,0
04005,2,1,0,1,0,0,1,1,0,0,0,0
49534,2,2,0,0,0,0,2,0,0,0,0,0
19136,2,0,0,0,0,2,1,0,1,0,0,0
32570,2,0,0,0,0,2,1,0,1,0,0,0
08701,2,2,0,0,0,0,0,0,0,0,1,1
07102,2,0,1,0,0,1,0,1,1,0,0,0
55904,2,1,0,0,0,1,2,0,0,0,0,0
10704,2,1,0,0,0,1,2,0,0,0,0,0
28097,2,1,0,0,0,1,1,0,1,0,0,0
11378,2,0,0,0,0,2,0,1,0,0,0,1
29210,2,0,0,0,1,1,0,1,1,0,0,0
10012,2,1,1,0,0,0,0,2,0,0,0,0
45011,2,2,0,0,0,0,2,0,0,0,0,0
46131,2,2,0,0,0,0,1,0,1,0,0,0
33948,2,1,1,0,0,0,0,1,1,0,0,0
11356,2,1,0,0,0,1,0,0,1,0,0,1
06518,2,2,0,0,0,0,1,0,1,0,0,0
11570,2,1,0,0,0,1,0,0,1,0,0,1
33837,2,0,0,0,1,1,1,0,1,0,0,0
28311,2,0,0,0,0,2,0,1,1,0,0,0
43054,2,1,0,0,0,1,2,0,0,0,0,0
21244,2,0,0,0,1,1,0,1,0,0,1,0
20735,2,0,0,0,1,1,0,0,0,1,0,1
33908,2,1,0,0,0,1,2,0,0,0,0,0
60430,2,0,0,1,1,0,1,0,1,0,0,0
11801,2,0,1,1,0,0,0,1,0,0,0,1
11703,2,1,1,0,0,0,1,0,1,0,0,0
06437,2,2,0,0,0,0,1,1,0,0,0,0
34953,2,0,1,0,0,1,0,1,1,0,0,0
38116,2,0,1,0,1,0,1,1,0,0,0,0
44256,2,1,0,0,0,1,1,1,0,0,0,0
89129,2,2,0,0,0,0,2,0,0,0,0,0
29556,2,0,0,1,0,1,1,0,1,0,0,0
87112,2,0,0,0,2,0,0,2,0,0,0,0
06489,2,0,2,0,0,0,1,1,0,0,0,0
27526,2,2,0,0,0,0,2,0,0,0,0,0
77095,2,1,0,0,0,1,1,1,0,0,0,0
33442,2,0,0,1,0,1,2,0,0,0,0,0
47711,2,1,0,0,0,1,1,0,0,0,1,0
32034,2,0,0,1,0,1,1,0,1,0,0,0
27522,2,1,0,0,0,1,2,0,0,0,0,0
80220,2,1,0,0,1,0,1,0,0,0,0,1
22655,2,0,0,1,0,1,1,0,0,0,0,1
33409,2,0,0,0,1,1,2,0,0,0,0,0
21014,2,1,1,0,0,0,1,1,0,0,0,0
32174,2,2,0,0,0,0,1,1,0,0,0,0
40965,2,0,1,0,0,1,1,0,1,0,0,0
11803,2,0,1,0,1,0,1,1,0,0,0,0
20814,2,1,0,1,0,0,0,1,1,0,0,0
70737,2,0,0,0,2,0,0,1,0,0,1,0
20912,2,1,0,0,0,1,1,1,0,0,0,0
27536,2,2,0,0,0,0,0,1,1,0,0,0
08854,2,1,0,0,0,1,0,0,1,0,1,0
27803,2,2,0,0,0,0,1,0,1,0,0,0
70506,2,0,0,0,1,1,1,0,0,0,1,0
70445,2,2,0,0,0,0,1,0,0,0,0,1
35611,2,1,0,0,0,1,1,0,0,0,0,1
54902,2,1,1,0,0,0,1,0,0,0,1,0
77379,2,0,0,1,1,0,1,1,0,0,0,0
19032,2,0,0,0,0,2,1,0,1,0,0,0
07740,2,1,1,0,0,0,1,0,1,0,0,0
07670,2,2,0,0,0,0,2,0,0,0,0,0
32810,2,1,0,1,0,0,1,1,0,0,0,0
18201,2,2,0,0,0,0,1,0,0,0,1,0
21224,2,0,0,0,1,1,1,1,0,0,0,0
07035,2,1,0,0,0,1,2,0,0,0,0,0
32809,2,2,0,0,0,0,1,1,0,0,0,0
12065,2,1,1,0,0,0,1,1,0,0,0,0
30120,2,1,0,0,1,0,2,0,0,0,0,0
10528,2,1,0,0,0,1,2,0,0,0,0,0
19018,2,2,0,0,0,0,2,0,0,0,0,0
06514,2,1,0,0,0,1,0,0,0,0,1,1
34231,2,1,0,0,0,1,2,0,0,0,0,0
07758,2,1,0,1,0,0,2,0,0,0,0,0
32224,2,1,0,0,0,1,2,0,0,0,0,0
21133,2,0,0,0,0,2,1,0,1,0,0,0
41015,2,0,0,0,1,1,2,0,0,0,0,0
45324,2,2,0,0,0,0,2,0,0,0,0,0
70806,2,2,0,0,0,0,2,0,0,0,0,0
34293,2,2,0,0,0,0,0,0,2,0,0,0
27932,2,2,0,0,0,0,1,1,0,0,0,0
11554,2,1,0,0,1,0,2,0,0,0,0,0
45240,2,0,0,0,0,2,2,0,0,0,0,0
10036,2,2,0,0,0,0,0,1,0,0,0,1
33897,2,2,0,0,0,0,1,0,1,0,0,0
19013,2,0,0,0,0,2,0,0,1,0,1,0
11366,2,0,0,0,2,0,2,0,0,0,0,0
13104,2,2,0,0,0,0,0,0,2,0,0,0
08028,2,0,0,1,1,0,0,1,1,0,0,0
73160,2,2,0,0,0,0,2,0,0,0,0,0
01001,2,2,0,0,0,0,1,0,0,0,1,0
87111,2,1,0,0,1,0,2,0,0,0,0,0
23418,2,2,0,0,0,0,1,0,1,0,0,0
80012,2,1,0,0,0,1,0,0,1,0,0,1
34748,2,2,0,0,0,0,1,0,1,0,0,0
33610,2,1,0,0,1,0,1,0,1,0,0,0
19082,2,0,0,0,0,2,2,0,0,0,0,0
30341,2,0,0,0,1,1,0,1,1,0,0,0
33461,2,2,0,0,0,0,1,0,0,0,0,1
65109,2,1,0,0,0,1,1,1,0,0,0,0
34210,2,0,0,0,0,2,2,0,0,0,0,0
08610,2,1,0,0,0,1,0,1,1,0,0,0
33319,2,2,0,0,0,0,1,0,0,0,1,0
28214,2,2,0,0,0,0,1,0,0,0,1,0
23663,2,1,0,0,0,1,1,0,1,0,0,0
07018,2,2,0,0,0,0,1,0,1,0,0,0
89108,2,1,0,0,0,1,2,0,0,0,0,0
27565,2,1,0,0,0,1,1,0,1,0,0,0
44641,2,1,1,0,0,0,2,0,0,0,0,0
25401,2,1,0,0,0,1,0,1,1,0,0,0
01752,2,1,1,0,0,0,2,0,0,0,0,0
31061,2,2,0,0,0,0,0,0,0,0,1,1
07444,2,1,0,0,0,1,2,0,0,0,0,0
18964,2,0,0,0,1,1,0,0,1,0,0,1
06473,2,2,0,0,0,0,1,0,0,1,0,0
48602,2,2,0,0,0,0,0,0,2,0,0,0
55311,2,0,0,0,0,2,1,1,0,0,0,0
32773,2,0,1,0,0,1,0,0,0,0,2,0
29445,2,2,0,0,0,0,2,0,0,0,0,0
44319,2,1,0,0,0,1,1,0,0,0,1,0
20904,2,0,0,0,2,0,2,0,0,0,0,0
19956,2,0,0,0,0,2,1,0,1,0,0,0
11413,2,0,0,0,0,2,0,0,2,0,0,0
27409,2,1,0,1,0,0,1,1,0,0,0,0
33161,2,1,0,0,0,1,1,0,1,0,0,0
20910,2,1,0,0,0,1,1,0,0,0,0,1
44133,2,1,0,0,0,1,1,0,0,0,1,0
43130,2,2,0,0,0,0,1,0,0,0,0,1
11731,2,1,0,1,0,0,0,1,1,0,0,0
11693,2,1,0,0,0,1,0,0,2,0,0,0
35080,2,2,0,0,0,0,0,1,0,0,1,0
55408,2,2,0,0,0,0,1,0,1,0,0,0
21113,2,2,0,0,0,0,1,1,0,0,0,0
08016,2,1,1,0,0,0,1,0,1,0,0,0
27410,2,1,0,0,0,1,1,0,0,0,0,1
23602,2,1,0,0,0,1,2,0,0,0,0,0
27606,2,1,0,0,0,1,0,2,0,0,0,0
70002,2,0,1,0,1,0,0,0,1,0,0,1
18704,2,0,0,0,0,2,2,0,0,0,0,0
55447,2,1,0,0,1,0,0,0,0,0,0,2
33707,2,1,0,0,0,1,1,0,1,0,0,0
07011,2,2,0,0,0,0,1,0,1,0,0,0
41101,2,1,1,0,0,0,2,0,0,0,0,0
07006,2,2,0,0,0,0,0,0,2,0,0,0
33772,2,1,0,0,0,1,1,0,0,0,1,0
32780,2,1,0,0,0,1,2,0,0,0,0,0
32207,2,1,1,0,0,0,1,1,0,0,0,0
29379,2,1,1,0,0,0,1,0,1,0,0,0
07104,2,1,0,0,0,1,2,0,0,0,0,0
33602,2,0,0,1,1,0,0,1,1,0,0,0
42101,2,2,0,0,0,0,2,0,0,0,0,0
72364,2,0,1,0,0,1,0,1,1,0,0,0
07631,2,1,1,0,0,0,0,1,1,0,0,0
33541,2,2,0,0,0,0,1,0,1,0,0,0
46204,2,0,0,1,1,0,1,1,0,0,0,0
30126,2,0,1,0,0,1,0,2,0,0,0,0
73107,2,0,0,0,0,2,2,0,0,0,0,0
30093,2,0,0,1,1,0,1,0,0,0,0,1
23434,2,1,1,0,0,0,0,1,1,0,0,0
89146,2,0,0,0,2,0,0,2,0,0,0,0
42301,2,2,0,0,0,0,1,0,1,0,0,0
13601,2,1,0,0,0,1,2,0,0,0,0,0
11758,2,0,1,0,0,1,0,0,0,0,0,2
35128,2,1,0,0,0,1,1,0,0,0,0,1
32068,2,1,0,0,0,1,2,0,0,0,0,0
49503,2,1,1,0,0,0,2,0,0,0,0,0
60035,2,1,0,0,0,1,0,0,1,0,0,1
63303,2,2,0,0,0,0,2,0,0,0,0,0
39564,2,1,1,0,0,0,1,0,0,0,0,1
10032,2,0,0,0,0,2,1,0,0,0,1,0
32141,2,2,0,0,0,0,1,0,1,0,0,0
45432,2,2,0,0,0,0,2,0,0,0,0,0
30135,2,0,0,0,1,1,2,0,0,0,0,0
43551,2,2,0,0,0,0,2,0,0,0,0,0
98201,2,0,2,0,0,0,0,2,0,0,0,0
11729,2,0,0,0,1,1,2,0,0,0,0,0
11217,2,0,0,0,0,2,1,0,0,0,0,1
16506,2,1,0,0,0,1,0,0,0,0,0,2
33462,2,0,0,1,0,1,2,0,0,0,0,0
33813,2,2,0,0,0,0,1,0,1,0,0,0
32303,2,1,0,0,0,1,1,0,1,0,0,0
54601,2,2,0,0,0,0,1,0,1,0,0,0
34481,2,1,0,0,1,0,1,0,1,0,0,0
45040,2,1,1,0,0,0,1,1,0,0,0,0
46203,2,2,0,0,0,0,1,0,1,0,0,0
31405,2,0,0,0,0,2,1,0,1,0,0,0
11411,2,0,0,0,1,1,0,1,1,0,0,0
61201,2,1,0,0,0,1,2,0,0,0,0,0
60089,2,1,0,0,0,1,2,0,0,0,0,0
19702,2,2,0,0,0,0,2,0,0,0,0,0
54701,2,1,0,0,0,1,1,0,1,0,0,0
77091,2,1,0,0,1,0,0,1,1,0,0,0
63116,2,0,0,1,0,1,1,0,0,0,0,1
07504,2,2,0,0,0,0,1,0,0,0,1,0
20009,2,0,1,0,1,0,1,1,0,0,0,0
08002,2,1,0,0,0,1,1,1,0,0,0,0
11222,2,1,1,0,0,0,1,1,0,0,0,0
23228,2,2,0,0,0,0,2,0,0,0,0,0
43015,2,2,0,0,0,0,1,0,1,0,0,0
21205,2,1,0,0,1,0,1,0,1,0,0,0
10452,2,0,0,0,0,2,0,0,1,0,1,0
46360,2,2,0,0,0,0,2,0,0,0,0,0
30294,2,2,0,0,0,0,1,1,0,0,0,0
23834,2,1,1,0,0,0,1,1,0,0,0,0
07206,2,0,0,0,0,2,0,1,1,0,0,0
10457,2,1,0,0,0,1,2,0,0,0,0,0
77388,2,2,0,0,0,0,1,1,0,0,0,0
07410,2,0,0,1,0,1,1,0,1,0,0,0
23860,2,0,0,0,1,1,2,0,0,0,0,0
23464,2,2,0,0,0,0,2,0,0,0,0,0
08091,2,0,1,1,0,0,1,1,0,0,0,0
11105,2,1,0,0,0,1,1,1,0,0,0,0
90211,2,0,1,0,0,1,0,1,1,0,0,0
45420,2,0,0,1,0,1,1,0,1,0,0,0
29910,2,1,0,0,0,1,1,0,0,0,1,0
32222,2,1,0,0,0,1,1,0,1,0,0,0
33463,2,2,0,0,0,0,1,0,0,0,1,0
21793,2,2,0,0,0,0,1,0,1,0,0,0
80817,2,1,0,0,1,0,1,0,1,0,0,0
19078,2,1,0,0,0,1,0,0,1,0,1,0
47714,2,1,0,0,0,1,1,0,1,0,0,0
46168,2,2,0,0,0,0,2,0,0,0,0,0
77084,2,1,0,0,0,1,0,2,0,0,0,0
67456,2,1,0,0,0,1,2,0,0,0,0,0
48187,2,2,0,0,0,0,1,0,0,0,0,1
02895,2,2,0,0,0,0,1,0,0,0,1,0
77433,2,2,0,0,0,0,1,1,0,0,0,0
23805,2,1,0,0,1,0,1,0,1,0,0,0
06450,2,1,0,0,0,1,1,0,0,0,1,0
33570,2,0,0,0,0,2,0,0,2,0,0,0
34677,2,2,0,0,0,0,1,0,1,0,0,0
08009,2,1,0,1,0,0,1,0,1,0,0,0
27712,2,2,0,0,0,0,1,0,0,0,0,1
30228,2,2,0,0,0,0,2,0,0,0,0,0
34952,2,2,0,0,0,0,1,0,1,0,0,0
02745,2,1,0,0,0,1,2,0,0,0,0,0
10801,2,2,0,0,0,0,1,0,1,0,0,0
27604,2,0,0,0,0,2,2,0,0,0,0,0
27107,2,2,0,0,0,0,2,0,0,0,0,0
32804,2,1,0,0,0,1,2,0,0,0,0,0
61554,2,2,0,0,0,0,1,0,0,0,0,1
39520,2,1,0,1,0,0,1,1,0,0,0,0
17602,2,2,0,0,0,0,1,0,1,0,0,0
37204,2,1,1,0,0,0,0,1,0,0,0,1
03773,2,2,0,0,0,0,0,0,2,0,0,0
57701,2,1,0,0,1,0,1,0,0,0,1,0
29461,2,1,0,0,0,1,2,0,0,0,0,0
27407,2,1,0,1,0,0,0,1,0,0,0,1
33936,2,1,0,0,0,1,0,0,2,0,0,0
23608,2,1,0,0,0,1,1,1,0,0,0,0
29715,2,1,0,0,0,1,0,0,2,0,0,0
07718,2,1,0,0,0,1,0,0,1,0,0,1
06716,2,2,0,0,0,0,1,0,1,0,0,0
34771,2,1,0,0,1,0,1,0,0,1,0,0
46254,2,2,0,0,0,0,1,0,0,0,1,0
29406,2,2,0,0,0,0,1,0,0,0,1,0
45750,2,2,0,0,0,0,1,0,1,0,0,0
07010,2,1,0,0,0,1,1,1,0,0,0,0
34986,2,1,0,0,0,1,1,0,1,0,0,0
30549,2,0,1,0,0,1,0,0,1,0,0,1
40503,2,0,1,0,0,1,1,1,0,0,0,0
47441,2,2,0,0,0,0,1,1,0,0,0,0
33884,2,1,0,0,0,1,2,0,0,0,0,0
52655,2,2,0,0,0,0,2,0,0,0,0,0
94578,2,0,0,0,2,0,1,0,0,0,0,1
12603,2,2,0,0,0,0,0,0,2,0,0,0
30274,2,0,0,0,1,1,2,0,0,0,0,0
13501,2,2,0,0,0,0,1,0,0,0,1,0
44124,2,1,0,0,0,1,1,0,0,0,0,1
53221,2,2,0,0,0,0,0,0,1,0,0,1
80909,2,0,0,0,1,1,0,1,1,0,0,0
07106,2,2,0,0,0,0,1,1,0,0,0,0
11374,2,1,1,0,0,0,1,1,0,0,0,0
38019,2,1,0,0,1,0,1,1,0,0,0,0
62704,2,1,0,0,0,1,2,0,0,0,0,0
27545,2,2,0,0,0,0,0,0,1,0,1,0
33928,2,0,1,0,0,1,1,1,0,0,0,0
19390,1,0,0,0,0,1,1,0,0,0,0,0
29520,1,0,1,0,0,0,0,1,0,0,0,0
28716,1,1,0,0,0,0,1,0,0,0,0,0
48912,1,1,0,0,0,0,0,1,0,0,0,0
63664,1,1,0,0,0,0,1,0,0,0,0,0
33904,1,0,0,1,0,0,0,1,0,0,0,0
31602,1,0,0,0,0,1,1,0,0,0,0,0
73120,1,1,0,0,0,0,1,0,0,0,0,0
01056,1,1,0,0,0,0,0,0,1,0,0,0
23462,1,0,1,0,0,0,0,1,0,0,0,0
21030,1,0,0,0,0,1,0,0,1,0,0,0
34236,1,0,0,0,0,1,1,0,0,0,0,0
13057,1,1,0,0,0,0,1,0,0,0,0,0
60641,1,1,0,0,0,0,1,0,0,0,0,0
77515,1,1,0,0,0,0,1,0,0,0,0,0
14625,1,1,0,0,0,0,1,0,0,0,0,0
63108,1,1,0,0,0,0,1,0,0,0,0,0
30035,1,1,0,0,0,0,0,1,0,0,0,0
77042,1,0,0,0,0,1,1,0,0,0,0,0
32825,1,1,0,0,0,0,1,0,0,0,0,0
07436,1,0,0,1,0,0,0,0,1,0,0,0
10303,2,1,0,0,0,1,1,0,1,0,0,0
76011,2,1,0,0,0,1,0,1,0,0,0,1
33853,2,1,1,0,0,0,1,0,1,0,0,0
70112,2,0,0,0,2,0,0,1,1,0,0,0
12866,2,0,0,0,1,1,0,2,0,0,0,0
50316,2,0,0,0,0,2,2,0,0,0,0,0
20011,2,0,0,0,2,0,0,0,2,0,0,0
17815,2,1,0,0,0,1,2,0,0,0,0,0
53222,1,1,0,0,0,0,1,0,0,0,0,0
37174,1,0,0,0,0,1,0,0,1,0,0,0
88030,1,1,0,0,0,0,1,0,0,0,0,0
29432,1,1,0,0,0,0,0,0,1,0,0,0
29160,1,1,0,0,0,0,0,0,1,0,0,0
33141,1,0,0,0,0,1,0,0,1,0,0,0
46143,1,0,0,0,0,1,0,0,1,0,0,0
V0H 1V3,1,1,0,0,0,0,0,0,0,0,0,1
19901,1,0,0,0,0,1,1,0,0,0,0,0
10040,1,0,0,0,1,0,1,0,0,0,0,0
50325,1,0,0,0,0,1,1,0,0,0,0,0
02301,1,1,0,0,0,0,1,0,0,0,0,0
20147,1,1,0,0,0,0,0,0,1,0,0,0
32312,1,1,0,0,0,0,1,0,0,0,0,0
37379,1,1,0,0,0,0,0,0,0,0,0,1
35043,1,0,0,0,0,1,1,0,0,0,0,0
28217,1,0,0,0,1,0,0,1,0,0,0,0
49519,1,1,0,0,0,0,1,0,0,0,0,0
38125,2,0,1,0,1,0,2,0,0,0,0,0
18301,2,1,0,0,0,1,0,0,1,0,1,0
34232,2,2,0,0,0,0,2,0,0,0,0,0
18102,2,2,0,0,0,0,1,0,1,0,0,0
44685,2,0,1,0,0,1,2,0,0,0,0,0
38671,2,1,0,0,1,0,2,0,0,0,0,0
40206,2,1,1,0,0,0,2,0,0,0,0,0
72901,1,1,0,0,0,0,0,1,0,0,0,0
19806,1,1,0,0,0,0,0,0,1,0,0,0
20186,1,1,0,0,0,0,0,0,1,0,0,0
L4C 3C2,1,0,1,0,0,0,1,0,0,0,0,0
08873,1,1,0,0,0,0,0,0,0,0,1,0
76006,1,1,0,0,0,0,0,0,1,0,0,0
24141,1,1,0,0,0,0,1,0,0,0,0,0
32561,1,0,0,1,0,0,0,1,0,0,0,0
37664,1,1,0,0,0,0,0,1,0,0,0,0
12211,1,0,1,0,0,0,0,1,0,0,0,0
95126,1,1,0,0,0,0,0,1,0,0,0,0
80831,1,1,0,0,0,0,1,0,0,0,0,0
77584,1,1,0,0,0,0,0,0,0,0,0,1
28513,1,0,0,0,0,1,0,0,1,0,0,0
13088,1,1,0,0,0,0,0,0,1,0,0,0
77521,1,0,0,0,1,0,0,1,0,0,0,0
53072,2,1,0,0,0,1,2,0,0,0,0,0
38118,2,0,0,0,0,2,0,1,1,0,0,0
27560,2,2,0,0,0,0,1,0,1,0,0,0
06708,2,2,0,0,0,0,1,0,0,0,1,0
34769,2,2,0,0,0,0,0,0,1,0,1,0
19465,2,1,0,1,0,0,2,0,0,0,0,0
07840,2,1,1,0,0,0,1,1,0,0,0,0
21220,2,2,0,0,0,0,1,0,0,0,0,1
24501,1,0,1,0,0,0,1,0,0,0,0,0
46319,1,1,0,0,0,0,1,0,0,0,0,0
33870,1,1,0,0,0,0,0,0,1,0,0,0
13407,1,0,0,0,0,1,1,0,0,0,0,0
85295,1,1,0,0,0,0,0,0,0,0,0,1
94030,1,0,0,0,1,0,0,0,0,0,0,1
60194,1,1,0,0,0,0,0,1,0,0,0,0
74873,1,0,0,0,0,1,1,0,0,0,0,0
22901,1,0,0,0,0,1,0,0,1,0,0,0
48093,1,1,0,0,0,0,1,0,0,0,0,0
39211,1,0,1,0,0,0,1,0,0,0,0,0
21162,1,1,0,0,0,0,0,0,0,0,0,1
29625,1,1,0,0,0,0,1,0,0,0,0,0
10475,1,0,0,0,0,1,0,0,0,0,0,1
13031,1,1,0,0,0,0,0,0,0,0,1,0
32818,2,1,0,0,1,0,2,0,0,0,0,0
63121,2,1,0,0,1,0,1,0,1,0,0,0
13905,2,1,0,0,1,0,0,2,0,0,0,0
89123,1,1,0,0,0,0,0,0,0,0,0,1
70592,1,0,0,0,0,1,0,0,0,0,0,1
24018,1,0,0,1,0,0,1,0,0,0,0,0
18509,1,1,0,0,0,0,1,0,0,0,0,0
12208,1,1,0,0,0,0,1,0,0,0,0,0
07086,1,0,0,0,0,1,1,0,0,0,0,0
29334,1,1,0,0,0,0,1,0,0,0,0,0
14617,1,1,0,0,0,0,0,0,1,0,0,0
42141,1,0,0,1,0,0,0,1,0,0,0,0
06443,1,0,0,0,0,1,1,0,0,0,0,0
33912,1,0,1,0,0,0,1,0,0,0,0,0
48201,1,1,0,0,0,0,1,0,0,0,0,0
39232,1,0,1,0,0,0,0,1,0,0,0,0
91732,1,1,0,0,0,0,0,1,0,0,0,0
06795,1,0,0,0,0,1,1,0,0,0,0,0
16001,1,1,0,0,0,0,1,0,0,0,0,0
07063,1,1,0,0,0,0,1,0,0,0,0,0
47715,2,1,0,0,0,1,2,0,0,0,0,0
76710,2,1,0,0,1,0,2,0,0,0,0,0
23227,2,1,0,0,1,0,1,0,1,0,0,0
61350,2,1,0,0,0,1,0,0,2,0,0,0
11735,2,2,0,0,0,0,2,0,0,0,0,0
34292,2,1,1,0,0,0,1,0,1,0,0,0
45662,1,1,0,0,0,0,1,0,0,0,0,0
19147,1,0,0,0,0,1,0,0,0,0,0,1
33810,1,1,0,0,0,0,1,0,0,0,0,0
61254,1,0,0,0,0,1,1,0,0,0,0,0
19963,1,1,0,0,0,0,0,0,1,0,0,0
31406,1,0,0,0,0,1,1,0,0,0,0,0
48827,1,1,0,0,0,0,1,0,0,0,0,0
37207,1,1,0,0,0,0,1,0,0,0,0,0
11778,1,1,0,0,0,0,1,0,0,0,0,0
19135,1,1,0,0,0,0,0,0,1,0,0,0
12305,1,0,0,0,1,0,0,1,0,0,0,0
22405,2,1,0,0,0,1,0,1,1,0,0,0
11967,2,1,0,1,0,0,1,0,1,0,0,0
32065,2,1,0,1,0,0,2,0,0,0,0,0
31401,2,1,0,0,0,1,2,0,0,0,0,0
10310,2,0,0,0,0,2,1,0,1,0,0,0
80104,1,1,0,0,0,0,1,0,0,0,0,0
70363,1,1,0,0,0,0,1,0,0,0,0,0
30909,1,1,0,0,0,0,1,0,0,0,0,0
02905,1,1,0,0,0,0,1,0,0,0,0,0
33705,1,1,0,0,0,0,0,0,1,0,0,0
53143,1,1,0,0,0,0,0,0,1,0,0,0
97423,1,0,0,0,1,0,1,0,0,0,0,0
32119,1,1,0,0,0,0,1,0,0,0,0,0
17344,1,0,0,1,0,0,0,0,1,0,0,0
47712,1,0,0,0,0,1,1,0,0,0,0,0
74438,1,1,0,0,0,0,1,0,0,0,0,0
30213,1,1,0,0,0,0,1,0,0,0,0,0
54130,1,1,0,0,0,0,1,0,0,0,0,0
75023,1,0,0,0,0,1,0,1,0,0,0,0
75002,1,0,0,0,0,1,1,0,0,0,0,0
60543,1,0,1,0,0,0,1,0,0,0,0,0
70663,1,1,0,0,0,0,0,1,0,0,0,0
61604,2,0,0,0,0,2,1,0,1,0,0,0
33614,2,0,0,0,0,2,2,0,0,0,0,0
18951,2,2,0,0,0,0,2,0,0,0,0,0
23509,2,0,0,0,1,1,2,0,0,0,0,0
62002,1,1,0,0,0,0,1,0,0,0,0,0
10591,1,1,0,0,0,0,0,0,1,0,0,0
37343,1,1,0,0,0,0,1,0,0,0,0,0
29568,1,0,1,0,0,0,0,1,0,0,0,0
48858,1,1,0,0,0,0,0,1,0,0,0,0
40383,1,1,0,0,0,0,1,0,0,0,0,0
75082,1,0,0,0,0,1,0,1,0,0,0,0
24551,1,0,0,0,1,0,1,0,0,0,0,0
63135,1,1,0,0,0,0,1,0,0,0,0,0
67846,1,0,1,0,0,0,0,1,0,0,0,0
15044,1,0,1,0,0,0,0,1,0,0,0,0
32043,1,1,0,0,0,0,1,0,0,0,0,0
13413,1,1,0,0,0,0,0,1,0,0,0,0
19952,1,1,0,0,0,0,0,0,1,0,0,0
27403,1,1,0,0,0,0,1,0,0,0,0,0
08034,1,1,0,0,0,0,0,0,1,0,0,0
41018,1,1,0,0,0,0,1,0,0,0,0,0
38614,1,0,0,0,1,0,0,0,0,0,0,1
73110,1,1,0,0,0,0,0,0,1,0,0,0
R87637,1,1,0,0,0,0,1,0,0,0,0,0
76643,1,1,0,0,0,0,1,0,0,0,0,0
70003,1,0,0,0,0,1,1,0,0,0,0,0
81625,1,1,0,0,0,0,1,0,0,0,0,0
08857,1,1,0,0,0,0,1,0,0,0,0,0
56573,1,1,0,0,0,0,1,0,0,0,0,0
89014,1,1,0,0,0,0,1,0,0,0,0,0
85139,1,1,0,0,0,0,0,0,1,0,0,0
13090,1,1,0,0,0,0,0,0,0,0,1,0
78415,1,1,0,0,0,0,1,0,0,0,0,0
85234,1,0,1,0,0,0,0,1,0,0,0,0
19720,1,1,0,0,0,0,0,0,1,0,0,0
02035,1,0,0,1,0,0,1,0,0,0,0,0
95472,1,1,0,0,0,0,1,0,0,0,0,0
10520,1,0,0,0,1,0,1,0,0,0,0,0
22443,1,1,0,0,0,0,1,0,0,0,0,0
77502,1,1,0,0,0,0,1,0,0,0,0,0
78240,1,1,0,0,0,0,1,0,0,0,0,0
27401,1,0,1,0,0,0,1,0,0,0,0,0
01069,1,1,0,0,0,0,0,1,0,0,0,0
55075,1,1,0,0,0,0,0,1,0,0,0,0
73069,1,0,0,0,0,1,0,0,1,0,0,0
12771,1,1,0,0,0,0,0,0,0,0,1,0
