zip_code,state_code,region,lastmodifieddate,currently_using_competitor_c,duration_converted_c,duration_sdr_working_c,enterprise_c,street,status,isdeleted,lead_assigned_time_c,lead_created_time_c,report_filter_indicator_c,service_type_c,menu_type_c,converteddate,restaurant_time_zone_c,lead_created_day_c,first_mel_timestamp_c,systemmodstamp,clicksendsms_is_sms_sent_c,converted_time_c,is_menu_uploaded_c,promotions_c,menu_complexity_c,restaurant_time_display_c,client_language_c,automation_timestamp_c,state,createddate,monthly_revenue_c,pulley_reviewed_c,last_activity_date_c,statecode,automation_bypass_c,interest_level_c,unqualified_reason_c,restaurant_local_timezone_c,menu_approval_c,completed_time_c,days_since_last_activity_c,mentioned_competitor_c,country,first_mql_timestamp_c,salutation,actual_lead_source_c,lead_type_c,latest_mql_timestamp_c,ae_assigned_time_c,duration_sdr_complete_c,direct_manager_sdr_c,duration_sdr_assigned_c,working_start_time_c,duration_ae_assigned_c,lead_category_c,owner_type_c,mobile_primary_c,daylight_saving_hour_c,isconverted,days_since_assigned_to_person_c,hasoptedoutofemail,city,sdr_assigned_to_me_c,expected_gmv_2_c,first_touch_date_c,is_user_owner_c,assigned_sdr_c,sales_cycle_length_c,lead_source_c,postalcode,currently_using_competitor_online_c,date_assigned_to_person_c,countrycode,isunreadbyowner,restaurant_type_c,assigned_sdr_role_c,bypass_owner_assignment_c,restaurant_time_c,zip_code_1,city_1,state_code_1,population,population_band,density,density_band,median_household_income,median_income_band,timezone,school_zone
30114,GA,Southeast,2024-10-29 08:48:03.000 Z,False,20.5,46.81,False,4043 MARIETTA HWY,Converted,False,2023-11-29 17:50:16.000 Z,2022-11-01 02:40:34.000 Z,False,,Chinese-Unknown,2023-12-01,EST,Monday,,2025-05-15 16:11:25.000 Z,False,2023-12-01 16:39:08.000 Z,False,,Basic Menu,1:01 PM,Mandarin,2023-12-01 16:32:27.000 Z,GA,2022-11-01 02:40:34.000 Z,"$60,001-$70,000",False,2023-12-01,GA,False,Medium,,GMT-04,Not Submitted,2023-12-01 16:39:08.000 Z,531.0,,United States,,Ms.,Outbound SDR,Telemarketer,,2023-11-30 20:08:57.000 Z,46.81,,9447.16,2023-12-01 16:39:08.000 Z,-20.5,Outbound,AE,(404) 645-4902,0,True,532.0,False,CANTON,False,0,2023-11-30,True,0058b00000FxwazAAB,20.5,Telemarketer,30114,False,2023-11-30,US,False,Delivery,SDR team user,False,13:01:42.316Z,30114,Canton,GA,54709,"50,001+",197,101 - 500,"$93,800","$60,000 - $100,000",Eastern Standard Time,A-
11801,NY,Northeast,2024-09-09 09:06:35.000 Z,False,0.03,0.0,False,550 S Broadway,Converted,False,2023-08-30 19:30:02.000 Z,2022-11-01 02:40:18.000 Z,False,Full Time,Japanese,2023-08-30,EST,Monday,,2024-09-09 09:06:35.000 Z,False,2023-08-30 19:30:02.000 Z,False,,,08:50 AM,Mandarin,2023-02-10 16:02:53.000 Z,NY,2022-11-01 02:40:18.000 Z,,False,2023-02-10,NY,False,High,,GMT-04,Not Submitted,2023-08-30 19:30:02.000 Z,798.0,,United States,,,,Telemarketer,,2023-08-30 19:28:31.000 Z,0.0,,7264.83,2023-08-30 19:30:02.000 Z,-0.03,,AE,,0,True,597.0,False,Hicksville,False,0,,True,,0.03,Telemarketer,11801,False,2023-08-30,US,False,,,False,08:50:31.375Z,11801,Hicksville,NY,40288,"20,201 - 50,000",2344,"501 - 5,000","$138,289","$100,001 - $150,000",Eastern Standard Time,A
76034,TX,Southwest,2024-11-13 09:40:33.000 Z,False,0.52,0.68,False,5600 Colleyville Boulevard,Converted,False,2023-12-21 19:49:28.000 Z,2023-12-21 01:55:11.000 Z,True,,Chinese-Unknown;Other,2023-12-21,CST,Wednesday,2023-12-21 19:59:33.000 Z,2025-05-15 16:11:25.000 Z,False,2023-12-21 20:30:30.000 Z,False,,,12:03 AM,Mandarin,2023-12-21 20:29:08.000 Z,TX,2023-12-21 01:55:12.000 Z,,False,2023-12-21,TX,False,Low,,GMT-05,Not Submitted,2023-12-21 20:30:30.000 Z,511.0,DoorDash;Uber,United States,2023-12-21 19:59:33.000 Z,Ms.,Marketing Inbound,Marketing Inbound,2023-12-21 19:59:00.000 Z,2023-12-21 19:59:33.000 Z,0.68,005Uo0000018DIrIAM,17.9,2023-12-21 20:30:30.000 Z,-0.52,Inbound,AE,(917) 960-4636,0,True,511.0,False,Colleyville,False,0,2023-12-20,True,0058b00000HNKiUAAX,0.52,DM,76034,True,2023-12-21,US,False,Pick Up,AE team user,False,12:03:19.343Z,76034,Colleyville,TX,26418,"20,201 - 50,000",781,"501 - 5,000","$196,034","$150,001 - $250,000",Central Standard Time,A+
7083,NJ,Northeast,2024-09-09 09:14:24.000 Z,False,0.14,311.18,False,1018 Stuyvesant Ave,Converted,False,2023-10-05 00:55:14.000 Z,2023-04-05 03:46:43.000 Z,False,Full Time,Chinese-Unknown,2024-03-24,EST,Tuesday,,2025-05-15 16:11:25.000 Z,False,2024-03-24 18:46:40.000 Z,False,,Basic Menu,1:02 PM,Mandarin,2023-10-18 00:06:03.000 Z,NJ,2023-04-05 03:46:43.000 Z,,False,2023-10-17,NJ,False,Medium,,GMT-04,Not Submitted,2023-10-18 00:06:09.000 Z,576.0,,United States,,Mr.,AE Sourced,AE Sourced,,2024-03-24 18:38:04.000 Z,311.18,,4389.14,2023-10-18 00:06:09.000 Z,3810.53,Outbound,AE,(646) 875-9831,0,True,417.0,False,Union,False,0,,True,,0.14,Previous Clients,7083,False,2024-03-24,US,False,Pick Up,,False,13:02:27.087Z,7083,Union,NJ,55162,"50,001+",2461,"501 - 5,000",No Data,No Data,Eastern Standard Time,B
2905,RI,Northeast,2024-09-09 08:12:13.000 Z,False,0.1,0.0,False,1850 Broad Street,Converted,False,2023-12-04 18:47:06.000 Z,2023-12-04 18:36:53.000 Z,False,Full Time,Chinese-Unknown,2023-12-04,EST,Monday,,2025-05-15 16:11:25.000 Z,False,2023-12-04 18:47:06.000 Z,False,Client Referral (Referrer $300);Printer Promotion;30 days Free Trial - VO,Basic Menu,1:03 PM,Mandarin,2023-12-04 18:46:30.000 Z,RI,2023-12-04 18:36:54.000 Z,,False,2023-12-04,RI,False,High,,GMT-04,Submitted,2023-12-04 18:47:06.000 Z,528.0,DoorDash,United States,,,AE Sourced,AE Sourced,,2023-12-04 18:41:19.000 Z,0.0,,0.17,2023-12-04 18:47:06.000 Z,-0.1,,Queue,(401) 660-0306,0,True,528.0,False,Cranston,False,0,2023-12-04,False,,0.1,Client Referral - Unknown,02905,False,2023-12-04,US,False,Delivery,,False,13:03:17.700Z,2905,Providence,RI,26174,"20,201 - 50,000",2747,"501 - 5,000",No Data,No Data,Eastern Standard Time,C-
38901,MS,Southeast,2024-11-21 10:28:09.000 Z,False,0.0,,False,1550 Jameson Dr. Unit D,Converted,False,,2023-01-09 21:48:17.000 Z,True,Full Time,Chinese-Unknown;Japanese;Sandwich,2023-01-12,CST,Monday,,2025-05-15 16:11:25.000 Z,False,2023-01-12 18:57:06.000 Z,False,Printer Promotion,Advanced Menu,12:01 AM,Mandarin,2023-01-11 21:45:14.000 Z,MS,2023-01-09 21:48:17.000 Z,"$40,001-$50,000",False,2023-01-11,MS,False,Medium,Current Client,GMT-05,Approved,,855.0,,United States,,Mr.,,Marketing Inbound,,2023-01-12 18:57:06.000 Z,,,,,,,AE,(662) 213-3858,0,True,857.0,False,Grenada,False,0,2023-01-09,True,,0.0,DM,38901,False,2023-01-09,US,False,Pick Up,,False,12:01:58.853Z,38901,Grenada,MS,18168,"5,001 - 20,000",29,1 - 100,"$44,820","$1 - $60,000",Central Standard Time,A-
80817,CO,West,2024-09-09 08:00:34.000 Z,False,0.0,,False,6867 MESA RIDGE PKWY,Converted,False,,2022-11-01 02:40:26.000 Z,True,Part-Time,Chinese-Unknown,2023-03-26,MST,Monday,,2025-05-15 16:11:25.000 Z,False,2023-03-26 17:55:40.000 Z,False,Printer Promotion,Basic Menu,11:01 AM,Mandarin,2023-03-23 17:00:55.000 Z,CO,2022-11-01 02:40:26.000 Z,"$100,000+",False,2023-03-23,CO,False,High,Current Client,GMT-06,Approved,,784.0,,United States,,,,Marketing Inbound,,2023-03-26 17:55:40.000 Z,,,,,,,AE,(719) 799-0630,0,True,790.0,False,FOUNTAIN,False,0,2022-09-09,True,,0.0,Client Referral - Unknown,80817,False,2023-03-17,US,False,Pick Up,,False,11:01:57.544Z,80817,Fountain,CO,30635,"20,201 - 50,000",187,101 - 500,"$80,425","$60,000 - $100,000",Mountain Standard Time,B
91766,CA,West,2024-11-13 09:40:32.000 Z,False,0.0,33.72,False,3314 S Bristol St,Converted,False,2024-04-16 14:55:56.000 Z,2023-03-23 02:10:35.000 Z,False,Full Time,Chinese-Unknown;Thai,2024-04-18,PST,Wednesday,,2025-05-15 16:11:25.000 Z,False,2024-04-18 00:38:56.000 Z,False,,,10:02 AM,Mandarin,,CA,2023-03-23 02:10:35.000 Z,,False,,CA,False,High,,GMT-07,Submitted,2024-04-18 00:38:56.000 Z,,DoorDash;Uber;Grubhub,United States,,Mr.,,Telemarketer,,2024-04-18 00:38:56.000 Z,33.72,005Uo0000018DIrIAM,9372.76,2024-04-18 00:38:56.000 Z,0.0,Outbound,AE,(626) 283-9036,0,True,393.0,False,Santa Ana,False,0,2023-03-22,True,005Uo0000003djCIAQ,0.0,Telemarketer,92704,False,2024-04-17,US,False,Pick Up,AE team user,False,10:02:06.104Z,91766,Pomona,CA,72348,"50,001+",2747,"501 - 5,000","$72,692","$60,000 - $100,000",Pacific Standard Time,B-
11779,NY,Northeast,2024-09-09 09:25:24.000 Z,False,0.0,0.0,False,,Converted,False,2024-01-10 20:31:14.000 Z,2022-11-01 03:31:03.000 Z,True,Part-Time,Chinese-Unknown,2024-01-10,EST,Monday,,2025-05-15 16:11:25.000 Z,False,2024-01-10 20:31:14.000 Z,False,,Basic Menu,1:01 PM,Mandarin,2024-01-10 20:22:29.000 Z,NY,2022-11-01 03:31:03.000 Z,"$30,001-$40,000",False,2024-01-10,NY,False,Low,,GMT-04,Not Submitted,2024-01-10 20:31:14.000 Z,491.0,,United States,,,,Marketing Inbound,,2024-01-10 20:31:14.000 Z,0.0,,10457.0,2024-01-10 20:31:14.000 Z,0.0,,AE,(646) 238-1624,0,True,504.0,False,,False,0,2022-06-04,True,,0.0,Client Referral - Unknown,,False,2023-12-28,US,False,Delivery,,False,13:01:57.544Z,11779,Ronkonkoma,NY,37837,"20,201 - 50,000",1165,"501 - 5,000","$113,355","$100,001 - $150,000",Eastern Standard Time,A
32073,FL,Southeast,2024-10-29 08:48:03.000 Z,False,0.0,,False,305 BLANDING BLVD,Converted,False,,2022-11-01 02:39:39.000 Z,False,Full Time,Chinese-Unknown,2023-08-10,EST,Monday,,2025-05-15 16:11:25.000 Z,False,2023-08-10 18:23:24.000 Z,False,Printer Promotion;30 days Free Trial - VO,Basic Menu,1:01 PM,Mandarin,2023-08-10 18:03:43.000 Z,FL,2022-11-01 02:39:39.000 Z,"$30,001-$40,000",False,2023-08-10,FL,False,Low,,GMT-04,Approved,,644.0,,United States,,,,Telemarketer,,2023-08-10 18:23:24.000 Z,,,,,,,AE,(904) 272-6850,0,True,651.0,False,ORANGE PARK,False,0,,True,,0.0,Telemarketer,32073,False,2023-08-03,US,False,Pick Up,,False,13:01:35.798Z,32073,Orange Park,FL,42520,"20,201 - 50,000",996,"501 - 5,000","$70,975","$60,000 - $100,000",Eastern Standard Time,A
28217,NC,Southeast,2024-09-09 09:48:02.000 Z,False,0.0,0.0,False,7705 South Tryon Street,Converted,False,2024-01-19 18:10:03.000 Z,2022-11-01 02:41:37.000 Z,False,,Chinese-Unknown,2024-01-19,EST,Monday,,2025-05-15 16:11:25.000 Z,False,2024-01-19 18:10:03.000 Z,False,30 days Free Trial - VO,Basic Menu,1:01 PM,Mandarin,2024-01-19 18:01:10.000 Z,NC,2022-11-01 02:41:37.000 Z,,False,2024-01-19,NC,False,Low,,GMT-04,Not Submitted,2024-01-19 18:10:03.000 Z,482.0,,United States,,,,Telemarketer,,2024-01-19 18:10:03.000 Z,0.0,,10671.47,2024-01-19 18:10:03.000 Z,0.0,,AE,(646) 266-9716,0,True,482.0,False,Charlotte,False,0,2022-09-05,True,0058b00000HNKiyAAH,0.0,Telemarketer,28217,False,2024-01-19,US,False,Pick Up,SDR team user,False,13:01:57.544Z,28217,Charlotte,NC,30082,"20,201 - 50,000",784,"501 - 5,000","$59,635","$1 - $60,000",Eastern Standard Time,B
19973,DE,Northeast,2024-11-13 09:40:34.000 Z,False,0.62,0.0,False,1017 West Stein Highway,Converted,False,2024-05-24 17:24:24.000 Z,2024-05-24 17:18:37.000 Z,True,,Chinese-Unknown,2024-05-24,EST,Friday,2024-05-24 17:18:37.000 Z,2025-05-15 16:11:25.000 Z,False,2024-05-24 18:02:12.000 Z,False,,Basic Menu,1:03 PM,Mandarin,2024-05-24 17:20:57.000 Z,DE,2024-05-24 17:18:38.000 Z,,False,2024-05-24,DE,False,Medium,,GMT-04,Not Submitted,2024-05-24 17:24:24.000 Z,356.0,,United States,2024-05-24 17:24:47.000 Z,Ms.,Marketing Inbound,Marketing Inbound,2024-05-24 18:19:00.000 Z,2024-05-24 17:24:47.000 Z,0.0,0058b00000HCkC1AAL,0.1,2024-05-24 17:24:24.000 Z,0.01,Inbound,AE,(917) 208-7382,0,True,356.0,False,Seaford,False,26000,2024-05-24,True,0058b00000Fyza3AAB,0.62,SMS,19973,False,2024-05-24,US,False,Pick Up,SDR team user,False,13:03:50.944Z,19973,Seaford,DE,24745,"20,201 - 50,000",122,101 - 500,"$61,849","$60,000 - $100,000",Eastern Standard Time,C+
19020,PA,Northeast,2024-09-09 09:48:35.000 Z,False,0.49,0.07,False,,Converted,False,2023-11-15 18:06:50.000 Z,2023-11-15 18:06:43.000 Z,True,Full Time,Chinese-Unknown,2023-11-15,EST,Wednesday,,2025-05-15 16:11:25.000 Z,False,2023-11-15 18:40:37.000 Z,False,,Basic Menu,1:03 PM,Mandarin,2023-11-15 18:25:06.000 Z,,2023-11-15 18:06:43.000 Z,,False,2023-11-15,,False,High,,GMT-04,Not Submitted,2023-11-15 18:40:37.000 Z,547.0,,,,,,Marketing Inbound,,2023-11-15 18:11:27.000 Z,0.56,,0.0,2023-11-15 18:10:48.000 Z,-0.49,,AE,,0,True,547.0,False,,False,0,2023-11-15,True,0058b00000HNKiyAAH,0.49,DM,,False,2023-11-15,,False,Pick Up,SDR team user,False,13:03:17.700Z,19020,Bensalem,PA,54985,"50,001+",1230,"501 - 5,000","$78,512","$60,000 - $100,000",Eastern Standard Time,B
34609,FL,Southeast,2024-09-09 07:55:21.000 Z,False,0.0,,False,14361 SPRING HILL DR,Converted,False,,2022-11-01 02:39:54.000 Z,False,Part-Time,Chinese-Unknown,2023-07-20,EST,Monday,,2025-05-15 16:11:25.000 Z,False,2023-07-20 19:06:54.000 Z,False,,Basic Menu,1:03 PM,Mandarin,2023-07-20 19:05:59.000 Z,FL,2022-11-01 02:39:54.000 Z,,False,2023-07-20,FL,False,High,Current Client,GMT-04,Approved,,665.0,,United States,,,AE Sourced,AE Sourced,,2023-07-20 19:06:54.000 Z,,,,,,,AE,(917) 214-4678,0,True,671.0,False,SPRING HILL,False,0,2023-07-14,True,,0.0,Client Referral - Unknown,34609,False,2023-07-14,US,False,Pick Up,,False,13:03:13.153Z,34609,Spring Hill,FL,42227,"20,201 - 50,000",733,"501 - 5,000","$71,303","$60,000 - $100,000",Eastern Standard Time,B
17601,PA,Northeast,2024-09-09 08:35:02.000 Z,False,0.0,,False,2052 Fruitville Pike,Converted,False,,2023-04-25 20:57:05.000 Z,True,Part-Time,Chinese-Unknown,2023-05-13,EST,Tuesday,,2025-05-15 16:11:25.000 Z,False,2023-05-13 15:28:23.000 Z,False,Printer Promotion;50%/25%/10% 3 Month FT Discount,Basic Menu,1:02 PM,Mandarin,2023-05-13 15:27:24.000 Z,PA,2023-04-25 20:57:05.000 Z,,False,2023-05-13,PA,False,High,Current Client,GMT-04,Approved,,733.0,,United States,,Ms.,,Marketing Inbound,,2023-05-13 15:28:23.000 Z,,,,,,,AE,(717) 615-2279,0,True,751.0,False,Lancaster,False,0,2023-04-25,True,,0.0,DM;Client Referral - Unknown,,False,2023-04-25,US,False,Pick Up,,False,13:02:32.590Z,17601,Lancaster,PA,52552,"50,001+",609,"501 - 5,000","$93,194","$60,000 - $100,000",Eastern Standard Time,A
83705,ID,West,2024-11-13 09:40:30.000 Z,False,4.96,109.94,False,2801 W OVERLAND RD,Converted,False,2024-11-07 04:09:32.000 Z,2022-11-01 02:40:36.000 Z,False,,Chinese-Unknown;Japanese,2024-11-11,MST,Monday,,2025-05-15 16:11:25.000 Z,False,2024-11-11 23:03:31.000 Z,False,,,11:01 AM,Mandarin,2024-11-11 22:57:25.000 Z,ID,2022-11-01 02:40:36.000 Z,,False,2024-11-11,ID,False,Low,,GMT-06,Not Submitted,2024-11-11 18:05:55.000 Z,185.0,,United States,,Mr.,Outbound SDR,Telemarketer,,2024-11-11 18:05:55.000 Z,109.94,005Uo0000018DIrIAM,17689.48,2024-11-11 18:05:55.000 Z,0.0,Outbound,AE,(206) 739-6313,0,True,185.0,False,BOISE,False,45000,,True,005Uo000001QU1tIAG,4.96,Telemarketer,83705,False,2024-11-11,US,False,,SDR team user,False,11:01:42.316Z,83705,Boise,ID,28969,"20,201 - 50,000",784,"501 - 5,000","$58,507","$1 - $60,000",Mountain Standard Time,B+
27409,NC,Southeast,2024-09-09 09:28:06.000 Z,False,0.0,,False,5700 W MARKET ST STE N,Converted,False,,2022-11-01 02:41:35.000 Z,True,Part-Time,Chinese-Unknown;Japanese,2023-07-27,EST,Monday,,2025-05-15 16:11:25.000 Z,False,2023-07-27 20:02:09.000 Z,False,,Basic Menu,1:01 PM,Mandarin,2023-07-24 19:06:26.000 Z,NC,2022-11-01 02:41:35.000 Z,"$10,001-$20,000",False,2023-07-24,NC,False,High,Current Client,GMT-04,Approved,,661.0,,United States,,,,Marketing Inbound,,2023-07-27 20:02:09.000 Z,,,,,,,AE,(252) 481-7896,0,True,661.0,False,GREENSBORO,False,0,2021-01-21,True,,0.0,Client Referral - Unknown,27409,False,2023-07-24,US,False,Pick Up,,False,13:01:52.893Z,27409,Greensboro,NC,17223,"5,001 - 20,000",342,101 - 500,"$56,432","$1 - $60,000",Eastern Standard Time,A-
11552,NY,Northeast,2024-11-13 09:40:32.000 Z,False,1.55,140.53,False,"300 Constitution Dr, Ste 106",Converted,False,2024-04-30 20:00:09.000 Z,2023-04-05 03:46:04.000 Z,False,,Japanese,2024-05-06,EST,Tuesday,,2024-11-13 09:40:32.000 Z,False,2024-05-06 20:37:37.000 Z,False,,,08:56 AM,Mandarin,2024-05-06 20:36:39.000 Z,VA,2023-04-05 03:46:04.000 Z,,False,2024-05-06,VA,False,Low,,GMT-04,Not Submitted,2024-05-06 19:04:26.000 Z,347.0,,United States,,Mr.,,Telemarketer,,2024-05-06 19:04:26.000 Z,143.07,005Uo0000018DIrIAM,9400.23,2024-05-06 16:32:07.000 Z,0.0,,AE,(213) 407-9256,0,True,347.0,False,Virginia Beach,False,0,,True,005Uo0000003djCIAQ,1.55,Telemarketer,23462,False,2024-05-06,US,False,,SDR team user,False,08:56:24.606Z,11552,West Hempstead,NY,24908,"20,201 - 50,000",2814,"501 - 5,000","$147,468","$100,001 - $150,000",Eastern Standard Time,A
6040,CT,Northeast,2024-09-09 08:11:37.000 Z,False,0.0,,False,485 Hartford Road,Converted,False,,2023-04-06 02:22:26.000 Z,True,Full Time,Chinese-Unknown,2023-04-11,EST,Wednesday,,2025-05-15 16:11:25.000 Z,False,2023-04-11 16:30:12.000 Z,False,,Basic Menu,1:02 PM,Mandarin,,CT,2023-04-06 02:22:26.000 Z,,False,,CT,False,Medium,,GMT-04,Approved,,,,United States,,,,Marketing Inbound,,2023-04-11 16:30:12.000 Z,,,,,,,AE,(646) 479-3195,0,True,771.0,False,Manchester,False,0,2023-04-05,True,,0.0,Organic - Direct,06040,False,2023-04-05,US,False,Delivery,,False,13:02:32.590Z,6040,Manchester,CT,34661,"20,201 - 50,000",789,"501 - 5,000",No Data,No Data,Eastern Standard Time,B-
63043,MO,Midwest,2024-09-09 09:07:49.000 Z,False,0.0,,False,12209 Dorsett Road,Converted,False,,2023-07-21 18:27:42.000 Z,True,Part-Time,Chinese-Unknown,2023-08-14,CST,Friday,,2025-05-15 16:11:25.000 Z,False,2023-08-14 16:11:33.000 Z,False,Printer Promotion,Basic Menu,12:03 AM,Mandarin,2023-08-14 15:09:13.000 Z,MO,2023-07-21 18:27:42.000 Z,,False,2023-08-14,MO,False,High,,GMT-05,Approved,,640.0,海狼科技,United States,,Mr.,,Marketing Inbound,,2023-08-14 16:11:33.000 Z,,,,,,,AE,(314) 757-3996,0,True,664.0,False,Maryland Heights,False,0,2023-07-21,True,,0.0,DM,63043,False,2023-07-21,US,False,Delivery,,False,12:03:13.153Z,63043,Maryland Heights,MO,22582,"20,201 - 50,000",616,"501 - 5,000","$87,451","$60,000 - $100,000",Central Standard Time,A
8753,NJ,Northeast,2024-09-09 09:19:59.000 Z,False,0.0,0.0,False,,Converted,False,2024-02-21 16:17:40.000 Z,2022-11-01 03:30:07.000 Z,True,Part-Time,Chinese-Unknown;Japanese;Thai,2024-02-21,EST,Monday,,2025-05-15 16:11:25.000 Z,False,2024-02-21 16:17:40.000 Z,False,,Advanced Menu,1:01 PM,Mandarin,2024-02-20 16:32:32.000 Z,NJ,2022-11-01 03:30:07.000 Z,,False,2024-02-20,NJ,False,Medium,,GMT-04,Not Submitted,2023-08-29 18:53:33.000 Z,450.0,,United States,,,,Marketing Inbound,,2024-02-21 16:17:40.000 Z,-4221.4,,11460.79,2024-02-21 16:17:40.000 Z,4221.4,,AE,(718) 207-6054,0,True,449.0,False,,False,0,2020-08-13,True,,0.0,Outdoor Ads;Telemarketer,,False,2024-02-21,US,False,Delivery,,False,13:01:51.193Z,8753,Toms River,NJ,63415,"50,001+",1062,"501 - 5,000",No Data,No Data,Eastern Standard Time,B
33624,FL,Southeast,2024-10-29 08:48:05.000 Z,False,0.0,,False,12049 ANDERSON RD,Converted,False,,2022-11-01 02:39:49.000 Z,True,Part-Time,Chinese-Unknown,2023-05-17,EST,Monday,,2025-05-15 16:11:25.000 Z,False,2023-05-17 15:19:23.000 Z,False,,Basic Menu,1:01 PM,Mandarin,2023-05-17 15:16:24.000 Z,FL,2022-11-01 02:39:49.000 Z,,False,2023-05-17,FL,False,Medium,,GMT-04,Approved,,729.0,,United States,,,,Marketing Inbound,,2023-05-17 15:19:23.000 Z,,,,,,,AE,(646) 321-4760,0,True,741.0,False,TAMPA,False,0,2020-10-28,True,,0.0,Client Referral - Unknown,33624,False,2023-05-05,US,False,Delivery,,False,13:01:51.193Z,33624,Tampa,FL,39803,"20,201 - 50,000",1711,"501 - 5,000","$81,241","$60,000 - $100,000",Eastern Standard Time,A-
72058,AR,Southeast,2024-10-29 09:39:52.000 Z,False,1.0,0.05,False,148 S Broadview St,Converted,False,2023-08-24 20:06:25.000 Z,2022-11-01 02:41:41.000 Z,False,Full Time,Chinese-Unknown,2024-01-22,CST,Monday,,2025-05-15 16:11:25.000 Z,False,2024-01-23 03:45:21.000 Z,False,,Basic Menu,12:01 AM,Mandarin,2024-01-23 02:58:36.000 Z,AR,2022-11-01 02:41:41.000 Z,"$20,001-$30,000",False,2024-01-22,AR,False,Low,,GMT-05,Not Submitted,2024-01-23 03:45:21.000 Z,479.0,,United States,,Mr.,CSM Referral,CSM Referral,,2024-01-23 02:45:37.000 Z,3631.65,,7121.41,2023-08-24 20:09:09.000 Z,-1.0,Outbound,AE,(501) 764-8848,0,True,479.0,False,Greenbrier,False,0,2024-01-22,True,,1.0,Telemarketer;Client Referral - CSM,72058,False,2024-01-22,US,False,Pick Up,,False,12:01:49.622Z,72058,Greenbrier,AR,17242,"5,001 - 20,000",43,1 - 100,"$79,985","$60,000 - $100,000",Central Standard Time,A
27263,NC,Southeast,2024-09-09 23:56:10.000 Z,False,197.93,0.02,False,110 East Fairfield Road,Converted,False,2024-05-28 20:32:01.000 Z,2024-05-28 20:25:28.000 Z,True,,Chinese-Unknown,2024-06-06,EST,Tuesday,2024-05-28 20:25:28.000 Z,2025-05-15 16:11:25.000 Z,False,2024-06-06 02:28:32.000 Z,False,,,1:03 PM,Mandarin,2024-06-04 07:09:08.000 Z,NC,2024-05-28 20:25:28.000 Z,,False,2024-06-04,NC,False,,,GMT-04,Not Submitted,2024-05-28 20:32:56.000 Z,345.0,,United States,2024-05-28 20:32:56.000 Z,Mr.,Marketing Inbound,Marketing Inbound,2024-05-28 20:32:00.000 Z,2024-05-28 20:32:56.000 Z,0.02,,0.11,2024-05-28 20:32:56.000 Z,0.0,Inbound,AE,(646) 288-4556,0,True,352.0,False,High Point,False,0,2024-05-28,True,0058b00000HNKiyAAH,197.93,SEO_Chinese,27263,False,2024-05-28,US,False,,SDR team user,False,13:03:50.944Z,27263,High Point,NC,21886,"20,201 - 50,000",217,101 - 500,"$51,423","$1 - $60,000",Eastern Standard Time,B
20136,VA,Southeast,2025-02-19 01:37:15.000 Z,False,27.72,2931.12,False,,Converted,False,2023-12-18 19:18:00.000 Z,2022-11-23 01:20:30.000 Z,True,Full Time,Chinese-Unknown,2024-07-09,EST,Tuesday,2024-07-08 12:15:37.000 Z,2025-05-15 16:11:25.000 Z,False,2024-07-09 19:03:13.000 Z,False,,,1:01 PM,Mandarin,2024-07-09 18:56:15.000 Z,VA,2022-11-23 01:20:30.000 Z,,False,2024-07-09,VA,False,Medium,,GMT-04,Not Submitted,2024-04-18 22:25:10.000 Z,310.0,,United States,2024-07-08 15:19:48.000 Z,,Marketing Inbound,Marketing Inbound,2024-07-08 15:19:00.000 Z,2024-07-08 15:19:48.000 Z,2931.12,0058b00000Fyza3AAB,9377.96,2024-04-18 22:25:10.000 Z,1936.91,Inbound,AE,(703) 403-4928,0,True,311.0,False,,False,0,2022-11-22,True,005Uo000000354nIAA,27.72,DM;Hiring Post,20136,False,2024-07-08,US,False,Pick Up,SDR team user,False,13:01:58.853Z,20136,Bristow,VA,29875,"20,201 - 50,000",787,"501 - 5,000","$171,674","$150,001 - $250,000",Eastern Standard Time,A-
37128,TN,Southeast,2024-09-09 09:46:25.000 Z,False,0.1,0.0,False,2898 South Church Street,Converted,False,2023-11-22 21:31:56.000 Z,2023-11-22 21:19:58.000 Z,False,,Chinese-Unknown,2023-11-22,CST,Wednesday,,2025-05-15 16:11:25.000 Z,False,2023-11-22 21:31:56.000 Z,False,30 days Free Trial - VO;30 days Free Trial - DE,,12:03 AM,Mandarin,2023-11-22 21:27:22.000 Z,TN,2023-11-22 21:19:58.000 Z,,False,2023-11-22,TN,False,Medium,,GMT-05,Not Submitted,2023-11-22 21:31:56.000 Z,540.0,,United States,,,AE Sourced,AE Sourced,,2023-11-22 21:26:01.000 Z,0.0,,0.2,2023-11-22 21:31:56.000 Z,-0.1,,AE,(347) 506-9789,0,True,540.0,False,Murfreesboro,False,0,2023-11-22,True,,0.1,Client Referral - Unknown,37128,False,2023-11-22,US,False,,,False,12:03:17.700Z,37128,Murfreesboro,TN,54317,"50,001+",389,101 - 500,"$85,544","$60,000 - $100,000",Central Standard Time,A-
