Snowball Map,Dupe (Y/N),Match Address,Match Phone,Restaurant Name,Address,City,Zipcode,State,Country,Phone Number(s),,,,,,,,
80232,FALSE,-,-,Big Daddy's,446 Davis Drive,Newmarket,L3Y 2P2,ON,CAN,9058980001,4164507101,6479172959,6472995442,,,,,
80233,FALSE,-,-,Everyday Sushi,4572 W 10th Ave,Vancouver,V6R 2J1,BC,CAN,6042289266,6047249088,,,,,,,
80234,FALSE,-,-,Les Grillades,85 Holland Ave,Ottawa,K1Y 0Y1,ON,CAN,6137923224,6138523912,,,,,,,
80235,FALSE,-,-,Miyakoi Sushi,130-132 Main St W,North Bay,P1B 2T5,ON,CAN,7054723528,6473026366,,,,,,,
80236,FALSE,-,-,Bai Du,138 Baseline Rd,Nepean,K2C 3G1,ON,CAN,6132258889,6138530880,,,,,,,
80237,FALSE,-,-,Masa Sushi,9200 Weston Rd,Vaughan,L4H 3J3,ON,CAN,9055538886,4162199018,9055536663,,,,,,
80238,FALSE,-,-,Original Barrio Fiesta,2215 Steeles Avenue,North York,M3J 3N2,ON,CAN,6473465706,6475257908,6476075058,,,,,,
,TRUE,1881 Steeles Ave W,-,Pho Plus,1881 Steeles Ave W,Toronto,M3H 0A1,ON,CAN,4166618882,6479498105,6479207525,,,,,,
80239,FALSE,-,-,Pete's Open Kitchen Restaurant,508 Queen St E,Toronto,M5A 1V2,ON,CAN,4163630948,,,,,,,,
,TRUE,1266 Bloor St W,-,Westown Chinese,1266 Bloor St W,Toronto,M6H 1N8,ON,CAN,6473452225,4166171919,6475429956,4166174949,,,,,
80240,FALSE,-,-,Sing Lee,105 Victoria St S,Kitchener,N2G 2B4,ON,CAN,5197420798,6479212282,5197315415,2263393962,5196948086,6472042988,,,
,TRUE,734 Adelaide St N,-,Chopstick House,734 Adelaide St N,London,N5Y 2L5,ON,CAN,5135743999,9172878272,,,,,,,
80241,FALSE,-,-,Juliets Castle Sports Bar and Lounge,440 16 ave NE,Calgary,T2E 8K9,AB,CAN,4032762844,4039989454,4036052192,,,,,,
80242,FALSE,-,-,Roma 1090 Restaurant,1090 Bloor St W,Toronto,M6H 1M6,ON,CAN,4165310000,4165801902,6478899085,4165351090,,,,,
,TRUE,229 Victoria Ave E,-,Miso Ya Japanese Cuisine,229 Victoria Ave E,Regina,S4N 0P4,SK,CAN,3067571512,,,,,,,,
80243,FALSE,-,-,Bikaner Sweets and Restaurant,4851 Westwinds Dr NE,Calgary,T3J 4L4,AB,CAN,4035685555,4037025555,4037011645,,,,,,
80244,FALSE,-,-,The Afghan Lounge,1475 Danforth Ave,Toronto,M4J 1N1,ON,CAN,6473500208,,,,,,,,
80245,FALSE,-,-,Kadoya Japanese Restaurant,1063 Davie Street,Vancouver,V6E 1M5,BC,CAN,6046081115,7788755224,7789800825,6048368413,6048090312,,,,
80246,FALSE,-,-,Afghan Cuisine,832 Albert St,Regina,S4R 2P5,SK,CAN,3069490800,3065011555,,,,,,,
80247,FALSE,-,-,Lucky Lotto Chester Fried Chicken,1094 Notre Dame Ave,Winnipeg,R3E 0N7,MB,CAN,2047743399,,,,,,,,
,TRUE,2 Bartley Bull Pkwy,-,Tokyo Maki Sushi,2 Bartley Bull Pkwy,Brampton,L6W 3P9,ON,CAN,9054563988,6472059282,4169533816,,,,,,
80248,FALSE,-,-,Lucky Dragon Dufferin,3203 S. Dufferin Street,North York,M6A 2T2,ON,CAN,6479260630,6478641123,6472829995,,,,,,
80249,FALSE,-,-,Truly Good Chinese Food,2640 52 Street NE,Calgary,T1Y 3R6,AB,CAN,4032938351,4032938331,4036670168,4034564680,,,,,
80250,FALSE,-,-,Pho Ngon,1801 Renfrew St,Vancouver,V5M 3H9,BC,CAN,6043365190,,,,,,,,
80251,FALSE,-,-,Umi Japanese,250 Bayly Street West,Ajax,L1S 3V4,ON,CAN,9052396896,6479630316,,,,,,,
,TRUE,1097 Kingsway,-,Ken's Chinese Restaurant,1097 Kingsway,Vancouver,V5V 3C7,BC,CAN,6048736338,7787139807,,,,,,,
80252,FALSE,-,-,Yoshiko Sushi,7117 Bathurst St,Vaughan,L4J 2J6,ON,CAN,9057718887,6476860801,,,,,,,
80253,FALSE,-,-,King Tin Restaurant,318 Spruce Street Unit 101,Waterloo,N2L 3M7,ON,CAN,5198854716,5194978322,,,,,,,
,TRUE,2325 50 Ave,-,Dragon City Cafe,2325 50 Ave,Red Deer,T4R 1M7,AB,CAN,4033403388,4033022134,4033403332,5873770874,4038727667,4038295148,4033410572,,
,TRUE,1193 Granville St,-,Tsui Hang Village Restaurant,1193 Granville St,Vancouver,V6Z 1M1,BC,CAN,6046836868,7789917687,,,,,,,
80254,FALSE,-,-,Adelitas Restaurant,5178 Victoria Drive,Vancouver,V5P 3T8,BC,CAN,6046771580,,,,,,,,
80255,FALSE,-,-,CT Taste Restaurant,14810 Yonge St,Aurora,L4G 1N3,ON,CAN,9055038828,4165585986,6476916655,6479616655,6476312030,,,,
80256,FALSE,-,-,Zaffron Restaurant,6200 Yonge St,Toronto,M2M 3X1,ON,CAN,4162237070,,,,,,,,
80257,FALSE,-,-,Ani Ristorante,1450 Clark Ave W,Vaughan,L4J 7J9,ON,CAN,9057616484,,,,,,,,
80258,FALSE,-,-,Hung Fatt Chinese Restaurant,2108 Montreal Rd.,Ottawa,k1J 6M8,ON,CAN,6137459894,6138896828,6133141384,,,,,,
80259,FALSE,-,-,Super Panda,705 Kingston Rd,Pickering,L1V 6K3,ON,CAN,9058377888,4168251555,9058371688,4168008684,9022526318,,,,
,TRUE,3320 McCarthy Rd,-,Asian Palace,3320 McCarthy Rd,Ottawa,K1V 0X3,ON,CAN,5072389288,6268238009,,,,,,,
80260,FALSE,-,-,Z's Restaurant,7471 Industrial Bend,Red Deer,T4P 3Z5,AB,CAN,4033968672,4033461443,,,,,,,
,TRUE,7 Progress Ave,-,"Hot Wok, Hakka Chinese Food",7 Progress Ave,Toronto,M1P 5A3,ON,CAN,4162935342,6479221138,6479241138,9054721138,6472178204,,,,
80261,FALSE,-,-,Asa Japanese Restaurant,2178 West 41st Avenue,Vancouver,V6M 1Z1,BC,CAN,6042670077,7788755224,6043271641,7789800825,,,,,
80262,FALSE,-,-,Big Butcher Barbeque,843 Kipling Ave,Toronto,M8Z 5G9,ON,CAN,4162365959,4162362332,,,,,,,
80263,FALSE,-,-,Mega Sushi,3131 Chatham St.,Richmond,V7E 2Y4,BC,CAN,6044470773,7788755224,7789800825,,,,,,
80264,FALSE,-,-,Fraserview Meat & Tandoori House,7747 6th St,Burnaby,V3N 3M7,BC,CAN,6045229006,6048080191,,,,,,,
80265,FALSE,-,-,Golden Pita Lebanese Restaurant,9630 Cameron St,Burnaby,V3J 1M2,BC,CAN,6044445855,7783871121,,,,,,,
,TRUE,15 Northtown Way,-,Cottage (Lamzy),15 Northtown Way,Toronto,M2N 7A2,ON,CAN,6477005430,4168009094,,,,,,,
80266,FALSE,-,-,Kung Fu Chop Chop,4002 Sheppard Avenue East,Toronto,M1S 4R5,ON,CAN,6478001111,,,,,,,,
80267,FALSE,-,-,Fortune Dragon,6085 Creditview Rd.,Mississauga,L5V 2A8,ON,CAN,9058160988,6475011779,4168301688,,,,,,
80268,FALSE,-,-,Sushi 2 You,F2 2640 52 Street NE,Calgary,T1Y 3R6,AB,CAN,4034574349,4037148578,,,,,,,
80269,FALSE,-,-,786 Shawarma Donair,10b-234 Primrose Dr,Saskatoon,S7K 6Y6,SK,CAN,3069333980,,,,,,,,
80270,FALSE,-,-,Sherwood Market & Deli,111 Sherwood Dr,Ottawa,K1Y 3V1,ON,CAN,6137296011,6137369898,6132622267,,,,,,
80271,FALSE,-,-,Yum Yum Jamaican Restaurant,2450 Dufferin St,Toronto,M6E 3T1,ON,CAN,4169131742,6478303937,,,,,,,
80272,FALSE,-,-,Cruda Cafe,93 Front Street East,Toronto,M5E 1C3,ON,CAN,6473466502,,,,,,,,
80273,FALSE,-,-,Lucky Lotto Chester Fried Chicken (Walia's),228 Isabel St,Winnipeg,R3A 1G9,MB,CAN,2046911700,2047743399,,,,,,,
80274,FALSE,-,-,Tokyo Sushi,8366 Woodbine Ave,Markham,L3R 2N8,ON,CAN,6468820152,3472428734,,,,,,,
,TRUE,134 Dundas St E,-,Good View,134 Dundas St E,Toronto,M5B 100,ON,CAN,4168610888,4168372118,4165366082,,,,,,
80275,FALSE,-,-,Shanghai Restaurant,304 Springbank Dr.,London,N6J 1G5,ON,CAN,4082451342,,,,,,,,
,TRUE,978 University Ave W,-,Shin Shin,978 University Ave W,Windsor,N9A 5S2,ON,CAN,5192521449,5195676568,5195746188,,,,,,
80276,FALSE,-,-,Top Sushi,229 N. Christina Street,Sarnia,N7T 4C1,ON,CAN,5193367620,4167216788,,,,,,,
80277,FALSE,-,-,I Love Sushi,494 Queen St W,Toronto,M5V 2B3,ON,CAN,3067898996,3065019708,3065526352,,,,,,
80278,FALSE,-,-,Volcano Sushi (Commercial Dr),1861 Commercial Dr,Vancouver,V5N 4A6,BC,CAN,6046768809,7788633860,4158905051,3474204720,7783085034,,,,
80279,FALSE,-,-,Golden Wok,120 Eringate Dr,Toronto,M9C 2N7,ON,CAN,2057987288,2054208396,2054517974,2052437578,9172913620,,,,
,TRUE,1410 W Broadway,-,Broadway Chinese Restaurant,1410 W Broadway,Vancouver,V6H 1H6,BC,CAN,6047310488,6047250528,,,,,,,
80280,FALSE,-,-,Bangkok Paradise,494 Queen St. W,Toronto,M5V 2B3,ON,CAN,4165043210,4163648833,4168990292,,,,,,
80281,FALSE,-,-,Kings Buffet,1389 Dundas Street,London,N5W 3B7,ON,CAN,5194518885,,,,,,,,
80282,FALSE,-,-,John's Noodle Village,823 Bay St,Victoria,V8T 1R3,BC,CAN,2509789328,2505805821,2505882881,,,,,,
80283,FALSE,-,-,Les Grillades,111 Colonnade Rd.,Ottawa,K2E 7M3,ON,CAN,6137923224,6138523912,,,,,,,
,TRUE,1161 Northmount Dr NW,-,Flamingo Palace Express,1161 Northmount Dr NW,Calgary,T2L 1N8,AB,CAN,4032508893,4036078688,,,,,,,
80284,FALSE,-,-,Sushi Station,450 Memorial Ave,Thunder Bay,P7B 3Y6,ON,CAN,7858563330,9132937482,7858563320,9132937482,,,,,
80285,FALSE,-,-,Mr Sub,4662 MacLeod Trl SW,Calgary,T2G 500000000,AB,CAN,4032877827,4037106459,,,,,,,
,TRUE,462 Birchmount Rd,-,Zam Zam Tikka & Kabab,462 Birchmount Rd,Scarborough,M1K 1N8,ON,CAN,4169016102,4167320448,6475561279,,,,,,
80286,FALSE,-,-,Black Cat Lounge & Grill,150-635 6th Avenue S.W.,Calgary,T2P 0T5,AB,CAN,4032337654,5872271274,,,,,,,
80287,FALSE,-,-,Mazaj Mediterranean Cuisine,230 7 Ave SW,Calgary,T2P 0W6,AB,CAN,4034401440,8472420738,,,,,,,
,FALSE,-,-,Asian Cuisine,800 Central Ave,Saskatoon,S7N 2G6,SK,CAN,2018189288,2017790500,,,,,,,
,TRUE,3315 26 Ave SW,-,Jolly Good Chinese Food,3315 26 Ave SW,Calgary,T3E 0N2,AB,CAN,4032424400,,,,,,,,
,TRUE,10 Fairview Rd,-,Noble Cuisine,10 Fairview Rd,Barrie,L4N 4P3,ON,CAN,7057359888,,,,,,,,
80288,FALSE,-,-,New York Restaurant,5027 Centre Street,Niagara Falls,L2G 3N6,ON,CAN,9053545213,2892711131,9053577157,,,,,,
,TRUE,1530 Albion Rd,-,Nori Sushi (Etobicoke),1530 Albion Rd,Etobicoke,M9V 1B3,ON,CAN,4167421530,6479965956,,,,,,,
80289,FALSE,-,-,Natural Sushi Restaurant,714 Yonge St.,Toronto,M4Y 2B3,ON,CAN,4169218988,,,,,,,,
,TRUE,217 Parliament St,-,Panda Chef,217 Parliament St,Toronto,M5A 2Z4,ON,CAN,9724423545,2148507329,9724423787,2148501928,4699010598,,,,
,TRUE,4055 Carling Ave,-,Hockey Sushi,4055 Carling Ave,Kanata,K2K 2A4,ON,CAN,6132701122,4168169830,6132701153,,,,,,
80290,FALSE,-,-,Green Leaf Bubble Tea,1539 Stittsville Main St Unit 107,Stittsville,K2S 2Z9,ON,CAN,3435880859,,,,,,,,
,TRUE,10112 101 Ave,-,Golden Star Restaurant,10112 101 Ave,Grande Prairie,T8V 0Y2,AB,CAN,8314224132,8318096533,,,,,,,
80291,FALSE,-,-,Lazy Monkey,11-3616 52 Ave NW,Calgary,T2L 1V9,AB,CAN,8254495168,,,,,,,,
,TRUE,315 E Broadway,-,Hime Sushi,315 E Broadway,Vancouver,V5T 1W5,BC,CAN,6047081616,,,,,,,,
,TRUE,840 Corydon Ave,-,Peking Restaurant,840 Corydon Ave,Winnipeg,R3N 0J2,MB,CAN,7148933020,7144677298,,,,,,,
80292,FALSE,-,-,House of Kwan,500 Notre Dame Dr #440,Kamloops,V2C 6T6,BC,CAN,2364252000,,,,,,,,
80293,FALSE,-,-,Guang Zhou Restaurant,108 Main St N,Preeceville,S0A 3B0,SK,CAN,13065473326,,,,,,,,
80294,FALSE,-,-,Creekside Chinese Restaurant Creekside Chinese,91 East Lake Crescent NE Unit2,Airdrie,T4A 2H6,AB,CAN,5877752828,5877752829,4039930982,,,,,,
80295,FALSE,-,-,GREEN LEAF,591 March Rd #6,Kanata,K2K 2M5,ON,CAN,16132169066,6132169066,,,,,,,
,TRUE,6 Crescent Ave W,-,Tak Lee Café,6 Crescent Ave W,Souris,R0K 2C0,MB,CAN,2044832742,,,,,,,,
80296,FALSE,-,-,Happy Garden Restaurant,436 Dewdney Ave,Regina,S4N 0,SK,CAN,5087472801,6176695498,5087472802,,,,,,
80297,FALSE,-,-,Harbin Chinese Restaurant 哈尔滨老道外砂锅居,591 March Rd #5,Kanata,K2K 2M5,ON,CAN,6136931525,,,,,,,,
80298,FALSE,-,-,Gozen Kitchen,17 Main St N,Gilbert Plains,R0L 0X0,MB,CAN,2045484368,2045484368,,,,,,,
80299,FALSE,-,-,Red Rice Buffet,125 Peter St,Port Hope,L1A 1C5,ON,CAN,9058851138,9058851138,,,,,,,
80300,FALSE,-,-,Asian Pear Buffet,2050 Harvey Ave,Kelowna,V1Y 8P8,BC,CAN,2508680038,,,,,,,,
,TRUE,29 St Joseph St,-,Hot Pot Kitchen(鱻辣燙),29 St Joseph St,Toronto,M4Y 1J8,ON,CAN,14169649999,,,,,,,,
80301,FALSE,-,-,Gordon Food Service,1700 Cliveden Ave,Delta,V3M 6T2,BC,CAN,,,,,,,,,
,TRUE,6919 172 St NW,-,Rice To Go,6919 172 St NW,Edmonton,T5T 5Y1,AB,CAN,8303930292,7025253345,7025236260,,,,,,
80302,FALSE,-,-,Delicious legend (North Battleford) 美味源,1102 102 St,North Battleford,S9A 100000000,SK,CAN,13064456688,,,,,,,,
,TRUE,74 Old Placentia Rd,-,Full House Restaurant,74 Old Placentia Rd,Mount Pearl,A1N 5H5,NL,CAN,17093648399,,,,,,,,
80303,FALSE,-,-,Dim Sum Queen,3241 Yonge St,Toronto,M4N 2L5,ON,CAN,14163228818,,,,,,,,
,TRUE,6355 152 St,-,Golden Panda Restaurant,6355 152 St,Surrey,V3S 3K8,BC,CAN,16045723889,6045723889,,,,,,,
,TRUE,478 Dundas St W,-,Harmony Restaurant(蜀留香),478 Dundas St W,Toronto,M5T 1G9,ON,CAN,6475331108,4165917733,6473584888,4168009679,,,,,
,TRUE,5027 Centre St,-,New York Restaurant,5027 Centre St,Niagara Falls,L2G 3L6,ON,CAN,9053545213,2892711131,9053577157,,,,,,
80304,FALSE,-,-,Dragon Palace,1292 101 St,North Battleford,S9A 0Z8,SK,CAN,9182252688,6466390865,6463226690,9293185558,,,,,
,TRUE,122 Elizabeth St,-,Japango,122 Elizabeth St,Toronto,M5G 1P5,ON,CAN,14165995557,,,,,,,,
80305,FALSE,-,-,HI TEA & HI CHICKEN (台湾奶茶),8025 104 St NW,Edmonton,T6E 4000,AB,CAN,17809441388,7809441388,,,,,,,
80306,FALSE,-,-,Chinese Wok,22 Westside Dr,Cochrane,T4C 1M1,AB,CAN,2813380038,8327109293,,,,,,,
80307,FALSE,-,-,Dumpling & More,442 Dundas St W,Toronto,M5T 1G7,ON,CAN,16473483168,6473483168,,,,,,,
80308,FALSE,-,-,Wok 'N Roll,25 Industrial Dr,Elmira,N3B 3K3,ON,CAN,2567181033,7183607558,,,,,,,
,TRUE,377 Burnhamthorpe Rd E,-,The Great Wok of China,377 Burnhamthorpe Rd E,Mississauga,L5A 3Y1,ON,CAN,19052767665,9052767665,9052767621,,,,,,
80309,FALSE,-,-,Sun Tin Day Cafe,5137 Victoria Dr,Vancouver,V5P 3V1,BC,CAN,16043366168,,,,,,,,
,TRUE,6340 Dewdney Ave,-,McCarthy Garden Chinese Food,6340 Dewdney Ave,Regina,S4T 1000,SK,CAN,13065436999,,,,,,,,
80310,FALSE,-,-,Silk Road Restaurant,1852 Dundas St E,Mississauga,L4X 1L9,ON,CAN,7035343838,5712763684,3042083270,,,,,,
,TRUE,1223 Main St W,-,South China Chinese Food,1223 Main St W,Hamilton,L8S 1C3,ON,CAN,9055288474,,,,,,,,
80311,FALSE,-,-,Full Yuan Seafood Restaurant,3833 Midland Ave #38,Scarborough,M1V 5L6,ON,CAN,14163353676,,,,,,,,
,TRUE,11107 103 Ave NW,-,Blue Willow Restaurant Ltd,11107 103 Ave NW,Edmonton,T5K 2P1,AB,CAN,17804280584,7804262121,,,,,,,
80312,FALSE,-,-,BULAGE Prague,2111 Centre St NW Unit 3,Calgary,T2E 2T2,AB,CAN,14032779933,4032779933,,,,,,,
80313,FALSE,-,-,川湘小厨 Hu‘s Kitchen,4394 Imperial St,Burnaby,V5J 1A9,BC,CAN,16044393029,,,,,,,,
,TRUE,4689 Kingsway,-,Colour See See,4689 Kingsway,Burnaby,V5H 2B3,BC,CAN,6045599895,,,,,,,,
,TRUE,4621 Hastings St,-,Paul's Restaurant,4621 Hastings St,Burnaby,V5C 2K6,BC,CAN,16042986905,,,,,,,,
,TRUE,13393 72 Ave,-,Main Choice Chinese restaurant,13393 72 Ave,Surrey,V3W 2N5,BC,CAN,16045918677,6045918677,,,,,,,
,TRUE,5555 Eglinton Ave W,-,The Wokker Restaurant,5555 Eglinton Ave W,Etobicoke,M9C 5M1,ON,CAN,19052383177,9052383177,,,,,,,
,TRUE,120 Service Rd,-,Amy's,120 Service Rd,Vulcan,T0L 2B0,AB,CAN,14034852222,,,,,,,,
80314,FALSE,-,-,Beijing Restaurant,2309 20 Av,Nanton,T0L 1R0,AB,CAN,4153338182,4158068962,4808894265,,,,,,
,TRUE,4500 Kingsway,-,Chao Shou Wang,4500 Kingsway,Burnaby,V5H 2B1,BC,CAN,17783715033,,,,,,,,
80315,FALSE,-,-,Qinthai chinese cuisine Qinthai Cuisine,325 Weston Rd,Toronto,M6N 4Z9,ON,CAN,4167669333,14162430630,4162430630,6477120901,4163589868,6476129384,4162431015,4168980302,
80316,FALSE,-,-,Asian One Restaurant,9600 Islington Ave Unit D1,Woodbridge,L4H 2T1,ON,CAN,19055528882,9055528882,,,,,,,
,TRUE,3250 Midland Ave,-,a! Xiang Noodle,3250 Midland Ave,Scarborough,M1V 0C4,ON,CAN,16478256288,,,,,,,,
,TRUE,4040 Creditview Rd,-,Chinese Dumpling House,4040 Creditview Rd,Mississauga,L5C 3Y8,ON,CAN,9052705988,,,,,,,,
80317,FALSE,-,-,Happy Kitchen,9907 103 St #101,Fort Saskatchewan,T8L 2C8,AB,CAN,9099499888,9172155371,9092475187,,,,,,
,TRUE,1280 Yonge St,-,Golden House Restaurant,1280 Yonge St,Toronto,M4T 1W5,ON,CAN,2156288298,9175820989,2156288362,,,,,,
,TRUE,4544 Hastings St,-,Joju Hotpot 九州簡餐,4544 Hastings St,Burnaby,V5C 2K4,BC,CAN,16042970371,,,,,,,,
80318,FALSE,-,-,HQ Chinese Skillet (川味坊),204-403 North Rd,Coquitlam,V3K 3V9,BC,CAN,17783558181,,,,,,,,
80319,FALSE,-,-,Empire Garden Chinese Restaurant,20378 88 Ave,Langley Twp,V4W 3N7,BC,CAN,16048821111,,,,,,,,
,TRUE,4205 Keele St,-,Tin Tin Congee Chinese Restaurant,4205 Keele St,North York,M3J 3T8,ON,CAN,14166618883,4166618883,,,,,,,
80320,FALSE,-,-,M Palace Seafood & Dim Sum Restaurant Ltd.,10400 Macleod Trail SE,Calgary,T2J 0P8,AB,CAN,15873333088,,,,,,,,
80321,FALSE,-,-,Mighty Mango Restaurant Ltd,15425 Bannister Rd SE #18,Calgary,T2X 3000000000,AB,CAN,14032542888,,,,,,,,
80322,FALSE,-,-,田师傅湘菜 Tian Shi Fu Restaurant,8251 Alexandra Rd,Richmond,V6X 1C3,BC,CAN,7782231245,6778445632,,,,,,,
80323,FALSE,-,-,Twenty Thirty Chinese,602D 16 Ave NW,Calgary,T2M 0J7,AB,CAN,14034570880,,,,,,,,
80324,FALSE,-,-,China House,8 Conway St #160,Red Deer,T4P 0M9,AB,CAN,7186655878,9176909265,,,,,,,
,TRUE,18212 89 Ave NW,-,Leng's Chinese Food,18212 89 Ave NW,Edmonton,T5T 6S1,AB,CAN,,,,,,,,,
,TRUE,3968 Lakeshore Rd,-,Chan fortune restaurant - old,3968 Lakeshore Rd,Kelowna,V1W 1V5,BC,CAN,17784773988,7784773988,,,,,,,
,TRUE,1513 Broadway Ave E,-,Sizzling House Restaurant,1513 Broadway Ave E,Redcliff,T0J 2P0,AB,CAN,14035283388,,,,,,,,
,TRUE,1410 W Broadway,-,Broadway Chinese,1410 W Broadway,Vancouver,V6H 1H4,BC,CAN,16047310488,,,,,,,,
,TRUE,8260 Westminster Hwy,-,wuhan spicy duck 武汉鸭脖,8260 Westminster Hwy,Richmond,V6X 3Y2,BC,CAN,16044478686,,,,,,,,
80325,FALSE,-,-,Great Red Peppers,60 James St N,Hamilton,L8R 2K1,ON,CAN,19055234888,9055234888,,,,,,,
,TRUE,3602 Taylor St E,-,Summer Palace,3602 Taylor St E,Saskatoon,S7H 5H9,SK,CAN,4072818222,4076176722,4076209779,8189153455,,,,,
,TRUE,8329 Oak St,-,Chuan Yue,8329 Oak St,Vancouver,V6P 4A9,BC,CAN,16043366238,6043366238,,,,,,,
,TRUE,575 28 St SE,-,New Dynasty Restaurant & Bar(AB T2A 6X1),575 28 St SE,Calgary,T2A 6X1,AB,CAN,14032480061,,,,,,,,
80326,FALSE,-,-,付小姐在成都 Miss Fu In Cheng Du,2130-8391 Alexandra Rd,Richmond,V6X 1C3,BC,CAN,16043705667,,,,,,,,
80327,FALSE,-,-,杭帮菜,3887 Don Mills Rd,Toronto,M2H 2S7,ON,CAN,6473516660,,,,,,,,
80328,FALSE,-,-,Phoenix Kitchen + Lounge 鳳凰城 酒家,8060 Silver Springs Blvd NW #140,Calgary,T3B 5K1,AB,CAN,14032889292,,,,,,,,
80329,FALSE,-,-,Phoenix Gate Chinese Cuisine 鳳凰軒海鮮酒家,1518 Centre A St NE,Calgary,T2E 2R9,AB,CAN,14035208098,,,,,,,,
80330,FALSE,-,-,Grand Crystal Seafood Restaurant,4500 Kingsway #2216,Burnaby,V5H 4V2,BC,CAN,16044560388,,,,,,,,
80331,FALSE,-,-,NoodleMan,6336 Vedder Rd,Chilliwack,V2R 1C8,BC,CAN,16048584999,6048584999,,,,,,,
,TRUE,34 Athabasca Ave,-,Taste Of China,34 Athabasca Ave,Devon,T9G 1G2,AB,CAN,7182563838,3479259610,7182563085,3475069556,9296104785,,,,
,TRUE,2557 Warden Ave,-,Dumplings & Szechuan Cuisine,2557 Warden Ave,Scarborough,M1W 2H7,ON,CAN,14164937375,,,,,,,,
,TRUE,10638 100 St NW,-,Emperor's Palace Chinese Cuisine,10638 100 St NW,Edmonton,T5H 4L4,AB,CAN,17807572288,7807572288,,,,,,,
,TRUE,10090 152 St,-,Jade Valley Chinese Restaurant,10090 152 St,Surrey,V3R 8X8,BC,CAN,16045882345,,,,,,,,
80332,FALSE,-,-,Futian Dumpling Restaurant,3490 Kingsway #7,Vancouver,V5R 5L7,BC,CAN,16044288638,,,,,,,,
80333,FALSE,-,-,Joyce Jiaozi Restaurant,5171 Joyce St,Vancouver,V5R 4G8,BC,CAN,16044365678,,,,,,,,
,TRUE,1100 Portage Ave,-,Lucky Koi Express Chinese Restaurant,1100 Portage Ave,Winnipeg,R3G 0S4,MB,CAN,12049439933,,,,,,,,
80334,FALSE,-,-,Yami Garden Chinese Restaurant 來一份,8-20 Island Shore Blvd,Winnipeg,R3X 1N6,MB,CAN,12046911189,,,,,,,,
80335,FALSE,-,-,Chipan Japanese Sushi & Chinese Cuisine,103 - 535 Yates St,Victoria,V8W 2Z6,BC,CAN,17784337229,,,,,,,,
80336,FALSE,-,-,New World Restaurant,2840 2 Ave W,Prince Albert,S6V 5Z4,SK,CAN,6188425510,6185998924,6189192778,6189191367,6183151972,,,,
80337,FALSE,-,-,一品川菜 Szechuan Delicious Restaurant,125-8291 Alexandra Rd,Richmond,V6X 1C3加拿大,BC,CAN,6043701479,,,,,,,,
80338,FALSE,-,-,China Emerald Buffet,143 Hartzel Rd,St. Catharines,L2P 1N6,ON,CAN,19059388898,,,,,,,,
,TRUE,338 Spadina Ave,-,Taste of China Seafood Restaurant,338 Spadina Ave,Toronto,M5T 2G2,ON,CAN,14163488828,,,,,,,,
80339,FALSE,-,-,Park Street Garden,2407 Park St,Regina,S4N 2H1,SK,CAN,3063472828,,,,,,,,
,TRUE,3380 Midland Ave,-,Tang Home Style Lamb & Beef,3380 Midland Ave,Scarborough,M1V 5B5,ON,CAN,16474300188,,,,,,,,
,TRUE,8282 Centre St N,-,Shanghai Classic Restaurant,8282 Centre St N,Calgary,T3K 2X4,AB,CAN,14032951323,,,,,,,,
,TRUE,892 Central St E,-,Sushi97,892 Central St E,Prince George,V2M 3B8,BC,CAN,12505633997,,,,,,,,
,TRUE,8650 112 Ave NW,-,Empress Palace Restaurant,8650 112 Ave NW,Calgary,T3R ,AB,CAN,5872963098,,,,,,,,
,TRUE,968 Alder St,-,Best Wok,968 Alder St,Campbell River,V9W 2P9,BC,CAN,8457350663,8457356088,2015739578,6466597371,,,,,
,TRUE,8511 Alexandra Rd,-,Marine Bay Restaurant,8511 Alexandra Rd,Richmond,V6X 1C3,BC,CAN,16042853668,,,,,,,,
,TRUE,275 Wharncliffe Rd N,-,Potato Noodles,275 Wharncliffe Rd N,London,N6H ,ON,CAN,15196016988,5196016988,,,,,,,
,TRUE,3564 Pembina Hwy,-,Riverview Garden Restaurant,3564 Pembina Hwy,Winnipeg,R3V 1A7,MB,CAN,12046155828,,,,,,,,
,TRUE,3488 Kingsway,-,Kuan Zhai Road Restaurant,3488 Kingsway,Vancouver,V5R 5L6,BC,CAN,16044303488,6044303488,,,,,,,
,TRUE,2800 E 1st Ave,-,Fortune City Seafood Restaurant,2800 E 1st Ave,Vancouver,V5M 4P3,BC,CAN,16042550008,,,,,,,,
80340,FALSE,-,-,Guilin Noodles 桂林米粉,303 Centre St S #113,Calgary,T2G 2B9,AB,CAN,4037679090,,,,,,,,
,TRUE,12524 132 Ave NW,-,Tasty Village Restaurant,12524 132 Ave NW,Edmonton,T5L 3P9,AB,CAN,17804887772,,,,,,,,
,TRUE,1796 Nanaimo St,-,Cindys Palace,1796 Nanaimo St,Vancouver,V5M 1C5,BC,CAN,16042539717,,,,,,,,
,TRUE,1266 Bloor St W,-,Kings Chef Chinese Resturant,1266 Bloor St W,Toronto,M6H 1N8,ON,CAN,14165328882,4167666366,,,,,,,
80341,FALSE,-,-,Apple Inn Chinese Restaurant,2409 Edmonton Trail,Calgary,T2E 3M7,AB,CAN,14032763353,,,,,,,,
