Snowball_ID,Date,first_visit,page_view,session_start,scroll,video_complete,video_progress,video_start,user_engagement,form_start,click,AnyFormSubmit,Any_Form-Submit,Phone_Number_Click,referraliwatch,Company,Trade.Name,Company.Name,Executive.Title.Description,First.Name,Last.Name,Telephone.No.,Address,City,State,Zip,Employee.Size,Minority.Owned.Indicator,Minority.Code,Sales.Volume,LSDI_ETHNIC.CODE,Ethic.Code,Ethnic.Group,Small.Business.Indicator
46570,20230607,1,1,1,0,0,0,0,0,0,0,0,0,0,0,J GUMBO'S - DELAWARE,,,MANAGING MEMBER,RICHARD,UPTON,(740) 368-9494,39 E WILLIAM ST,DELAWARE,OH,43015-2331,9,N,,198439,T3,Cajun Seafood,W,Y
46113,20230601,2,2,2,0,0,0,0,0,0,0,0,0,0,0,CRAB BOAT,,,,,,(601) 790-9787,1029 HIGHWAY 51 STE A,MADISON,MS,39110-7648,7,N,,126475,0,Cajun Seafood,,Y
45828,20230601,2,2,2,0,0,0,0,0,0,0,0,0,0,0,CHINA KING,,,,SHOU,JIN,(865) 408-9168,1987 HIGHWAY 72 N,LOUDON,TN,37774-5716,6,N,Y,156563,R3,Chinese,O,Y
45699,20230613,2,3,3,0,0,0,0,1,0,0,0,0,0,0,WASABI'S SUSHI,,,MANAGER,KAREN,AYLAA,(615) 458-6848,"2800 OPRYLAND DR, GAYLORD OPRYLAND RESORT & CONVENTION CENTER",NASHVILLE,TN,37214-1200,4,N,,101713,0,Japanese,,Y
45200,20230613,1,1,1,0,0,0,0,0,0,0,0,0,0,0,WALK-ON'S SPORTS BISTREAUX - HOOVER RESTAURANT,,,MANAGING PARTNER,MICHAEL,MILLER,(205) 538-2700,6401 TATTERSALL PARK DR,HOOVER,AL,35242-4243,9,N,,184523,T5,Cajun Seafood,W,Y
44736,20230612,1,2,1,0,0,0,0,1,0,0,0,0,0,0,ICHI HIBACHI,,,,,,(941) 621-8081,312 W MARION AVE,PUNTA GORDA,FL,33950-4417,NA,,,NA,,Japanese,,
44736,20230612,1,1,1,0,0,0,0,1,0,0,0,0,0,0,ICHI HIBACHI,,,,,,(941) 621-8081,312 W MARION AVE,PUNTA GORDA,FL,33950-4417,NA,,,NA,,Japanese,,
44523,20230701,1,1,1,0,0,0,0,1,0,0,0,0,0,0,GREEN PAGODA,,,,,,(727) 827-2133,7900 4TH ST N,ST PETERSBURG,FL,33702-4302,NA,,,NA,,Japanese,,
44484,20230613,1,1,1,1,0,0,0,1,0,0,0,0,0,0,FAR EAST CHINESE RESTAURANT,,,,JIANKANG,REN,(813) 242-4868,5022 E 10TH AVE,TAMPA,FL,33619-2706,11,N,Y,405471,R3,Chinese,O,Y
44409,20230613,1,1,1,1,0,1,1,1,0,0,0,0,0,0,THAI PRIME KITCHEN & BAR,,,,CHALERMVUT,APANUKUL,(813) 302-9168,"4142 W BOY SCOUT BLVD, STE 5&6",TAMPA,FL,33607-5714,12,N,,263759,0,Japanese,,Y
44409,20230613,1,1,1,1,0,1,1,1,0,0,0,0,0,0,THAI PRIME KITCHEN & BAR,,,,CHALERMVUT,APANUKUL,(813) 302-9168,"4142 W BOY SCOUT BLVD, STE 5&6",TAMPA,FL,33607-5714,12,N,,263759,0,Japanese,,Y
43646,20230602,1,1,1,1,0,0,0,0,1,0,0,0,0,0,THE ROGUE PANDA,,,,,,(305) 504-5191,1601 DREXEL AVE,MIAMI BEACH,FL,33139-7722,NA,,,NA,,Chinese,,
43048,20230617,2,2,2,0,0,0,0,2,1,0,1,1,0,0,CAJUN SEAFOOD,,,,LIN,HOU,(407) 757-0629,827 GOOD HOMES RD,ORLANDO,FL,32818-6628,6,N,Y,161013,R3,Cajun Seafood,O,Y
42945,20230617,1,1,1,0,0,0,0,0,0,0,0,0,0,0,BAMBOO GARDEN SUPER BUFFET,,,,SHANNON,SOLANO,(321) 268-1778,3125 COLUMBIA BLVD,TITUSVILLE,FL,32780-7820,2,N,Y,135042,T9,Chinese,Y,Y
42870,20230608,1,2,2,2,0,0,0,0,0,0,0,0,0,0,THE DANCING CRAB CAJUN SEAFOOD & OYSTER BAR,,,,,,(407) 636-8033,884 W STATE ROAD 436,ALTAMONTE SPRINGS,FL,32714-3006,NA,,,NA,,Cajun Seafood,,
42625,20230615,2,2,4,0,0,0,0,4,0,0,0,0,0,0,AARU'S,AARUS,,,,,(850) 350-0129,1108 S MAGNOLIA DR,TALLAHASSEE,FL,32301-4660,9,N,,105564,0,Chinese,,Y
42440,20230922,0,2,1,0,0,0,0,0,0,0,0,0,0,0,HIBACHI GRILL & SUPREME BUFFETT,,,,,,(386) 323-1993,1320 W INTERNATIONAL SPEEDWAY BLVD,DAYTONA BEACH,FL,32114-1440,NA,,,NA,,Japanese,,
42340,20230922,0,1,0,0,0,0,0,1,0,0,0,0,0,0,HIBACHI EXPRESS,,,,,,(229) 928-8822,1556 E FORSYTH ST,AMERICUS,GA,31709-3333,NA,,,NA,,Japanese,,
42064,20230615,1,1,1,1,0,0,0,0,0,0,0,0,0,0,SAKURA HIBACHI & SUSHI,,,,,,(470) 500-6988,12 DAWSON MARKET WAY STE 360,DAWSONVILLE,GA,30534-7297,NA,,,NA,,Japanese,,
41562,20230613,1,1,1,1,0,0,0,0,0,0,0,0,0,0,VOLCANO HOUSE CHINESE & THAI,,,,CHRISTINE,BALUBAR,(770) 720-0100,130 PROMINENCE POINT PKWY STE 140,CANTON,GA,30114-6595,8,N,,188521,0,Chinese,,Y
41319,20230613,1,1,1,0,0,0,0,1,0,0,0,0,0,0,HIRO RAMEN AND TEA BAR,,,,,,(404) 228-5697,1363 CLAIRMONT RD,DECATUR,GA,30033-5311,NA,,,NA,,Japanese,,
41174,20230922,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NAGOYA,,,,SCOTT,CHEN,(803) 222-8883,853 BETHEL ST,CLOVER,SC,29710-1642,11,N,Y,219153,R3,Japanese,O,Y
40951,20230614,1,1,1,0,0,1,1,0,0,0,0,0,0,0,YUM YUM EXPRESS CHINESE RESTAURANT,,,,KIM,TSUI,(843) 767-1828,6877 DORCHESTER RD STE 1,N CHARLESTON,SC,29418-3700,2,N,Y,106731,R3,Chinese,O,Y
40904,20230614,2,2,2,0,0,0,0,1,0,0,0,0,0,0,HOKKAIDO,,,,,,(843) 501-7296,99 WESTEDGE ST STE 1600,CHARLESTON,SC,29403-1003,9,N,,171754,0,Japanese,,Y
40832,20230614,1,1,1,1,0,0,0,1,0,0,0,0,0,1,MENKOI RAMEN HOUSE,,,,,,(803) 708-1569,1004 GERVAIS ST,COLUMBIA,SC,29201-6102,6,N,,113989,0,Japanese,,Y
40613,20230616,1,1,1,0,0,0,0,1,0,0,0,0,0,0,TOKYO EXPRESS GRILL,,,,,,(910) 228-5009,2804 S COLLEGE RD STE 105,WILMINGTON,NC,28412-6823,NA,,,NA,,Japanese,,
40597,20230615,2,2,2,0,0,0,0,0,0,0,0,0,0,0,WALK-ON'S SPORTS BISTREAUX - WILMINGTON RESTAURANT,,,,,,(910) 427-8700,3710 OLEANDER DR,WILMINGTON,NC,28403-0822,NA,,,NA,,Cajun Seafood,,
40029,20230603,1,1,2,1,0,0,0,1,0,0,0,0,0,0,TOSHI'S CAFE,,,,TOSHI,YOSHIDA,(336) 297-2288,"5710 W GATE CITY BLVD, ""ADAMS FARM""",GREENSBORO,NC,27407-7061,13,N,Y,245976,R7,Japanese,O,Y
39838,20230610,2,2,2,0,0,0,0,0,0,0,0,0,0,0,TOKYO STEAKHOUSE,,,,SAM,TUNG,(304) 274-1333,5724 HAMMONDS MILL RD STE F,MARTINSBURG,WV,25404-6490,11,N,Y,254380,R3,Japanese,O,Y
39415,20230601,1,1,1,0,0,0,0,0,0,0,0,0,0,0,POKE SUSHI BOWL,,,,,,(804) 303-1316,11628 W BROAD ST,HENRICO,VA,23233-1003,7,N,,87243,0,Japanese,,Y
39378,20230606,2,2,2,0,0,0,0,0,0,0,0,0,0,0,HIBACHI BOX,,,,,,(804) 204-1844,411 N HARRISON ST,RICHMOND,VA,23220-3614,7,N,,164314,0,Japanese,,Y
39252,20230613,1,2,2,0,0,0,0,0,0,0,0,0,0,0,PHO BISTRO WINCHESTER,,,,,,(540) 773-8520,3035 VALLEY AVE STE 101,WINCHESTER,VA,22601-2657,NA,,,NA,,Asian Fusion,,
39157,20230601,2,2,2,0,0,0,0,2,0,0,0,0,0,0,RICE CROOK,,,,,,(571) 483-0574,4238 WILSON BLVD STE 104,ARLINGTON,VA,22203-1829,3,N,,219488,0,Asian Fusion,,Y
39157,20230601,2,2,2,0,0,0,0,2,0,0,0,0,0,0,RICE CROOK,,,,,,(571) 483-0574,4238 WILSON BLVD STE 104,ARLINGTON,VA,22203-1829,3,N,,219488,0,Asian Fusion,,Y
39032,20230609,1,1,1,0,0,0,0,0,0,0,0,0,0,0,PEI WEI,,,,ASSEN,GRINNEML,(703) 803-4466,4461 MARKET COMMONS DR,FAIRFAX,VA,22033-6033,10,N,,0,U5,Chinese,E,N
38857,20230602,0,1,1,0,0,0,0,0,0,0,0,0,0,0,SARKU JAPAN,,,,,,,5282 CAMPBELL BLVD,BALTIMORE,MD,21236-4913,NA,,,NA,,,,
38795,20230613,1,1,1,1,0,0,0,0,0,0,0,0,0,0,TKK FRIED CHICKEN,,,,,,(443) 449-7297,3113 SAINT PAUL ST,BALTIMORE,MD,21218-3824,NA,,,NA,,Asian Fusion,,
38730,20230705,1,1,1,1,0,0,0,0,0,0,0,0,0,0,SLURPIN RAMEN,,,,,,,520 PARK AVE,BALTIMORE,MD,21201-4537,NA,,,NA,,,,
37971,20230601,2,2,2,0,0,0,0,0,1,0,0,0,0,0,CRAB DU JOUR - WILMINGTON,,,,,,(302) 353-5160,2107 CONCORD PIKE,WILMINGTON,DE,19803-2906,NA,,,NA,,Cajun Seafood,,
37958,20230713,1,1,1,0,0,0,0,0,0,0,0,0,0,0,SANG HING CHINESE FOOD TAKE OUT,,,,MEIJIAO,ZHENG,(302) 328-3022,287 CHRISTIANA RD STE 9A,NEW CASTLE,DE,19720-2978,3,N,Y,112643,R3,Chinese,O,Y
37736,20230609,1,1,1,0,0,0,0,0,0,0,0,0,0,0,WOKWORKS,,,,,,(855) 965-9675,8016 FRANKFORD AVE,PHILADELPHIA,PA,19136-2616,18,N,,651941,T3,Chinese,W,Y
37619,20230612,1,1,1,1,0,0,0,0,0,0,0,0,0,0,MIZU,,,,MARIA,FORMOSO,(215) 382-1745,111 S 40TH ST,PHILADELPHIA,PA,19104-3016,35,N,Y,731569,T9,Japanese,Y,Y
37134,20230620,1,1,1,1,1,1,1,0,0,0,0,0,0,0,WASABI STEAKHOUSE & SUSHI,,,,,,(814) 419-8222,881 HILLS PLZ STE 555,EBENSBURG,PA,15931-4217,NA,,,NA,,Japanese,,
37095,20230620,0,1,1,1,0,0,0,0,0,0,0,0,0,0,ATARASHI,,,,,,(412) 308-6693,1720 WASHINGTON RD,PITTSBURGH,PA,15241-1208,NA,,,NA,,Japanese,,
37095,20230619,0,1,1,1,0,0,0,0,0,0,0,0,0,0,ATARASHI,,,,,,(412) 308-6693,1720 WASHINGTON RD,PITTSBURGH,PA,15241-1208,NA,,,NA,,Japanese,,
37095,20230618,0,1,1,1,0,0,0,0,0,0,0,0,0,0,ATARASHI,,,,,,(412) 308-6693,1720 WASHINGTON RD,PITTSBURGH,PA,15241-1208,NA,,,NA,,Japanese,,
37095,20230617,1,1,1,0,0,0,0,0,0,0,0,0,0,0,ATARASHI,,,,,,(412) 308-6693,1720 WASHINGTON RD,PITTSBURGH,PA,15241-1208,NA,,,NA,,Japanese,,
37031,20230607,1,1,1,0,0,0,0,0,0,0,0,0,0,0,SHAKA,,,,,,,200 CHILDRENS WAY,PITTSBURGH,PA,15212-5251,NA,,,NA,,,,
36341,20230613,1,1,1,1,0,0,0,0,0,0,0,0,0,0,VOODOO CRAB OF MASSAPEQUA,VOODOO CRAB,,,,,(516) 809-7777,997 CARMANS RD,MASSAPEQUA,NY,11758-3504,7,N,,87243,0,Cajun Seafood,,Y
36341,20230610,1,1,1,1,1,1,1,0,0,0,0,0,0,0,VOODOO CRAB OF MASSAPEQUA,VOODOO CRAB,,,,,(516) 809-7777,997 CARMANS RD,MASSAPEQUA,NY,11758-3504,7,N,,87243,0,Cajun Seafood,,Y
36165,20230610,1,1,1,1,0,0,0,1,1,0,0,0,0,0,MINT LI & SKYBAR,,,,,,(516) 307-8677,1 RING RD W,GARDEN CITY,NY,11530-3220,NA,,,NA,,Chinese,,
36165,20230610,1,1,1,1,0,0,0,1,1,0,0,0,0,0,MINT LI & SKYBAR,,,,,,(516) 307-8677,1 RING RD W,GARDEN CITY,NY,11530-3220,NA,,,NA,,Chinese,,
36133,20230614,1,1,1,0,0,0,0,0,0,1,0,0,0,0,YUMMY GARDEN,NEW GOLDEN FLOWER RESTRNT,,PRESIDENT,KWAN,CHEUNG,(718) 723-0778,16991 137TH AVE,JAMAICA,NY,11434-4517,5,N,Y,161242,R3,Chinese,O,Y
35220,20230613,3,3,3,1,1,1,1,0,0,0,0,0,0,0,PLUM HOUSE JAPANESE RESTAURANT,,,,,,(845) 783-0211,12 LAKE ST STE A,MONROE,NY,10950-3541,7,N,,135197,0,Japanese,,Y
34771,20230605,2,2,2,0,0,0,0,0,0,0,0,0,0,0,EMPIRE,,,,,,(212) 280-8880,1902 ADAM CLAYTON POWELL JR BLVD,NEW YORK,NY,10026-4400,7,N,,137397,0,Chinese,,Y
34289,20230608,1,1,1,1,0,0,0,1,0,0,0,0,0,0,MIDORI SUSHI,,,,CHAO,LIU,(732) 246-4511,237 RARITAN AVE,HIGHLAND PARK,NJ,08904-2403,1,N,Y,47038,R3,Japanese,O,Y
34027,20230608,2,2,2,0,0,0,0,1,0,0,0,0,0,0,FOOD KING CHINESE RESTAURANT,,,PRINCIPAL,GILBERTO,RETANA,(609) 393-3103,539 HAMILTON AVE,TRENTON,NJ,08609-2625,10,N,Y,248841,T9,Chinese,Y,Y
33941,20230613,1,1,1,1,1,1,1,0,0,0,0,0,0,0,RAMEN WAKANA,,,,RAY,HO,(609) 677-8888,6708 BLACK HORSE PIKE,EGG HARBOR TOWNSHIP,NJ,08234-3902,7,N,Y,95967,RH,Japanese,O,Y
33895,20230617,1,1,1,1,0,0,0,0,0,0,0,0,0,0,BEIJING RESTAURANT,,,OWNER,HUIYUE,WU,(609) 859-0076,1793 ROUTE 206,SOUTHAMPTON,NJ,08088-9504,10,N,Y,203299,R3,Chinese,O,Y
33721,20230725,1,1,1,0,0,0,0,0,0,0,0,0,0,0,SZECHUAN ROYALE,,,,,,(908) 850-6062,470 SCHOOLEYS MOUNTAIN RD STE 3,HACKETTSTOWN,NJ,07840-4238,NA,,,NA,,Chinese,,
33545,20230609,1,1,1,1,1,1,1,0,0,0,0,0,0,0,GEN SUSHI & HIBACHI,GEN SUSHI,,PRESIDENT,WILLIAM,LIU,(201) 930-9188,14 CHESTNUT RIDGE RD STE B,MONTVALE,NJ,07645-1802,12,N,Y,260103,R3,Japanese,O,Y
33454,20230613,1,1,1,0,0,0,0,0,0,0,0,0,0,0,ASIAN FUSION,,,,,,(201) 252-8888,914 PROSPECT ST,GLEN ROCK,NJ,07452-3727,NA,,,NA,,Asian Fusion,,
33454,20230611,1,1,1,1,0,0,0,0,0,0,0,0,0,0,ASIAN FUSION,,,,,,(201) 252-8888,914 PROSPECT ST,GLEN ROCK,NJ,07452-3727,NA,,,NA,,Asian Fusion,,
33075,20230603,1,1,1,1,1,1,1,1,0,0,0,0,0,0,CRAB ISLAND CAJUN SEAFOOD & BAR,,,,,,(973) 955-2911,1016 MAIN AVE,CLIFTON,NJ,07011-2327,2,N,,64652,0,Cajun Seafood,,N
33003,20230613,1,1,1,0,0,0,0,0,0,0,0,0,0,0,AJI 10 LATIN CUISINE,,,,,,(203) 957-8585,10 WALL ST,NORWALK,CT,06850-3438,NA,,,NA,,Asian Fusion,,
32597,20230604,2,2,2,2,0,0,0,2,1,0,1,1,0,0,STIR CRAZY,,,,,,(207) 871-1689,579 CONGRESS ST,PORTLAND,ME,04101-3309,NA,,,NA,,Chinese,,
32597,20230604,2,2,2,2,0,0,0,2,1,0,1,1,0,0,STIR CRAZY,,,,,,(207) 871-1689,579 CONGRESS ST,PORTLAND,ME,04101-3309,NA,,,NA,,Chinese,,
32345,20230619,0,2,2,2,0,0,0,0,0,0,0,0,0,0,HONG MEAS RESTAURANT,,,,ANNA,KEUTH,(774) 704-5226,418 QUEQUECHAN ST,FALL RIVER,MA,02723-1632,5,N,,95552,0,Chinese,,Y
32345,20230616,0,2,3,1,0,0,0,0,0,0,0,0,0,0,HONG MEAS RESTAURANT,,,,ANNA,KEUTH,(774) 704-5226,418 QUEQUECHAN ST,FALL RIVER,MA,02723-1632,5,N,,95552,0,Chinese,,Y
32345,20230613,2,6,6,0,0,0,0,1,0,0,0,0,0,0,HONG MEAS RESTAURANT,,,,ANNA,KEUTH,(774) 704-5226,418 QUEQUECHAN ST,FALL RIVER,MA,02723-1632,5,N,,95552,0,Chinese,,Y
32343,20230730,1,1,1,1,0,0,0,0,0,0,0,0,0,0,TOKYO JAPANESE STEAK HOUSE,,,PRINCIPAL,MICHAEL,LEVIN,(508) 646-6666,101 FRONT ST,FALL RIVER,MA,02721-4315,8,N,,95967,D7,Japanese,J,Y
31950,20230613,1,1,1,1,0,0,0,1,0,0,0,0,0,0,TERIYAKI HOUSE,,,,JENIFER,LAI,(617) 269-2000,32 W BROADWAY,BOSTON,MA,02127-1016,33,N,Y,980015,R3,Japanese,O,Y
31851,20230710,1,1,1,0,0,0,0,0,0,0,0,0,0,0,HIMAWARI NOODLE & POKE BOWL,,,PRINCIPAL,MAT,PHOPSATHONKRAIP,(508) 928-1747,101 PULASKI BLVD,BELLINGHAM,MA,02019-2744,8,N,,164282,0,Japanese,,Y
31851,20230620,1,1,1,0,0,0,0,0,0,0,0,0,0,0,HIMAWARI NOODLE & POKE BOWL,,,PRINCIPAL,MAT,PHOPSATHONKRAIP,(508) 928-1747,101 PULASKI BLVD,BELLINGHAM,MA,02019-2744,8,N,,164282,0,Japanese,,Y
31851,20230613,1,1,1,1,0,1,1,0,0,0,0,0,0,0,HIMAWARI NOODLE & POKE BOWL,,,PRINCIPAL,MAT,PHOPSATHONKRAIP,(508) 928-1747,101 PULASKI BLVD,BELLINGHAM,MA,02019-2744,8,N,,164282,0,Japanese,,Y
31698,20230701,1,1,1,0,0,0,0,1,0,0,0,0,0,0,CAP'T LOUI,,,,,,(508) 407-8781,385 SOUTHBRIDGE ST,AUBURN,MA,01501-2498,NA,,,NA,,Cajun Seafood,,
31698,20230701,1,1,1,0,0,0,0,1,0,0,0,0,0,0,CAP'T LOUI,,,,,,(508) 407-8781,385 SOUTHBRIDGE ST,AUBURN,MA,01501-2498,NA,,,NA,,Cajun Seafood,,
