Snowball_ID,Date,first_visit,page_view,scroll,session_start,user_engagement,Phone_Number_Click,click,video_complete,video_progress,video_start,referraliwatch,AnyFormSubmit,Any_Form-Submit,form_start,Restaurant.Name,Mailing.Address,City.Name,State,TELEPHONENUMBER,Zip.Code,Carrier.code,Mailing.address.mailability.score,ABI.Number,Contact.First.Name,Contact.Last.Name,Contact.Salutation,Contact.Gender.Code,Contact.Title.Description,Owner.Minority,Location.Employment.Size.Description,Location.Sales.Volume.Description,Small.Business.Entrepreneur.Indicator,Franchise.Specialty.Description1,True.Franchise.Indicator,Ethnic.Code.Desc,Group.Code.Desc
6675,20230713,1,1,1,1,0,0,0,0,0,0,0,0,0,0,CHINA WOK,14361 SPRING HILL DR,SPRING HILL,FL,(352) 666-7898,34609-8199,R088,1C,229527585,GUO TAN,CHEN,,,PRESIDENT,Asian,5-9,"LESS THAN $500,000",Y,,,Chinese,Far Eastern
6471,20230623,0,1,0,1,0,0,0,0,0,0,0,0,0,0,CHINA WOK,2036 JOHNSON FERRY RD NE,BROOKHAVEN,GA,(678) 547-1818,30319-2500,C064,2D,205167380,,,,,,,1-4,"LESS THAN $500,000",N,,,Unknown,Uncoded (No Group)
6036,20230612,1,2,2,2,0,0,0,0,0,0,0,0,0,0,China Star,1065 E INTERSTATE AVE,BISMARCK,ND,(701) 255-6888,58503-0551,C035,1C,260123286,JEFF,LAM,MR,M,MANAGER,,10-19,"$500,000-1 MILLION",N,,,Vietnamese,Far Eastern
5981,20230606,1,1,1,1,0,0,0,0,0,0,0,0,0,0,CHINA STAR,54595 COUNTY ROAD 17 STE 8,ELKHART,IN,(574) 522-4206,46516-6519,C018,1C,971189816,KAM,CHAN,MR,M,OWNER,,1-4,"LESS THAN $500,000",Y,,,Chinese,Far Eastern
5739,20230922,0,1,1,1,0,0,0,0,0,0,0,0,0,0,CHINA PANDA,111 N MAIN ST,ALBANY,IN,(765) 789-8888,47320-1722,C001,1C,692388846,,,,,,,1-4,"LESS THAN $500,000",N,,,Unknown,Uncoded (No Group)
5040,20230601,1,1,1,1,0,0,0,0,1,1,0,0,0,0,China King,5330 MAIN ST,MOUNT JACKSON,VA,(540) 477-4060,22842-9511,R004,1C,505899021,MEIFANG,LIN,MS,F,OWNER,,1-4,"LESS THAN $500,000",Y,,,Chinese,Far Eastern
4944,20230612,1,1,0,1,0,0,0,0,0,0,0,0,0,0,CHINA KING,2211 BARATARIA BLVD STE 102,MARRERO,LA,(504) 328-2288,70072-5496,C024,1C,382202547,,,,,,,1-4,"LESS THAN $500,000",N,,,Unknown,Uncoded (No Group)
4497,20230601,1,1,1,1,0,0,0,0,0,0,0,0,0,0,CHINA HOUSE,1222 GRANT AVE,NOVATO,CA,(415) -89-9630,94945-3116,C005,1C,103108551,BECKY,CHU,MS,F,PARTNER,,1-4,"LESS THAN $500,000",Y,,,Chinese,Far Eastern
4424,20230605,1,1,1,1,1,0,0,0,0,0,0,1,1,1,China Gourmet,1714 US HIGHWAY 27 STE 20,CLERMONT,FL,(352) 394-9991,34714-6211,R062,1C,697067510,,,,,,,5-9,"LESS THAN $500,000",N,,,Unknown,Uncoded (No Group)
4334,20230614,1,1,1,1,0,0,0,0,0,0,0,0,0,1,CHINA GARDEN RESTAURANT,2035 BAHIA VISTA ST,SARASOTA,FL,(941) 953-5888,34239-2302,C030,1C,403469796,SAI HUA,LIU,,,VICE PRESIDENT,,5-9,"LESS THAN $500,000",N,,,Chinese,Far Eastern
4292,20230613,1,1,1,1,0,0,0,0,0,0,0,0,0,0,CHINA GARDEN RESTAURANT,4200 S EAST ST STE 19,INDIANAPOLIS,IN,(317) 781-8677,46227-1495,C012,1C,208278192,KE,LIN,MR,M,OWNER,,1-4,"LESS THAN $500,000",Y,,,Vietnamese,Far Eastern
3593,20230627,1,1,1,1,0,0,0,1,1,1,0,0,0,0,CHINA CITY,234 KINGS HWY,BROOKLYN,NY,(718) 714-4272,11223-1240,C005,2C,865799241,JIM,ZENG,MR,M,OWNER,Asian,1-4,"LESS THAN $500,000",Y,,,Chinese,Far Eastern
3515,20230611,1,1,0,1,0,0,0,0,0,0,0,0,0,0,China Chef,5135 CHAMBERS RD UNIT E,DENVER,CO,(303) 307-8700,80239-6703,C035,1C,390209153,HAW,CHANG,MR,M,OWNER,,5-9,"LESS THAN $500,000",Y,,,Chinese,Far Eastern
3291,20230607,2,2,0,2,0,0,0,0,0,0,0,0,0,0,CHINA A GO GO(W CHARLESTON),11710 W CHARLESTON BLVD,LAS VEGAS,NV,(702) 880-8818,89135-1574,R005,2D,734124751,,,,,,Asian,5-9,"$500,000-1 MILLION",N,,,Unknown,Uncoded (No Group)
3189,20230609,1,1,0,1,0,0,0,0,0,0,0,0,0,0,CHINA 1,2535 N DALE MABRY HWY,TAMPA,FL,(813) 875-8881,33607-2408,C017,1C,991587932,HAI,HEANG,MR,M,MANAGER,,1-4,"LESS THAN $500,000",N,,,"Khmer (Kampuchean, Cambodian)",Far Eastern
2767,20230701,1,1,0,1,0,0,0,0,0,0,0,0,0,0,CHEF LEE CHINESE RESTAURANT,2720 FAIRGROUND RD,GOOCHLAND,VA,(804) 556-2211,23063-3103,R004,1C,358226090,SHIN,LEE,MS,F,MANAGER,,5-9,"LESS THAN $500,000",N,,,English,Western European
2767,20230606,1,2,0,2,0,0,0,0,0,0,0,0,0,0,CHEF LEE CHINESE RESTAURANT,2720 FAIRGROUND RD,GOOCHLAND,VA,(804) 556-2211,23063-3103,R004,1C,358226090,SHIN,LEE,MS,F,MANAGER,,5-9,"LESS THAN $500,000",N,,,English,Western European
2679,20230925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,Chau Chow Restaurant,699 WILLIAM T MORRISSEY BLVD,DORCHESTER,MA,(617) 288-8188,02122-3571,C058,1C,396337099,CLAYTON,LUU,MR,M,OWNER,,20-49,"$500,000-1 MILLION",N,,,Vietnamese,Far Eastern
2679,20230922,3,6,1,6,3,1,1,0,0,0,0,0,0,0,Chau Chow Restaurant,699 WILLIAM T MORRISSEY BLVD,DORCHESTER,MA,(617) 288-8188,02122-3571,C058,1C,396337099,CLAYTON,LUU,MR,M,OWNER,,20-49,"$500,000-1 MILLION",N,,,Vietnamese,Far Eastern
1971,20230610,2,2,0,2,1,0,0,0,0,0,0,1,1,1,Big L Chop Suey,8949 NATURAL BRIDGE RD,SAINT LOUIS,MO,(314) 428-6266,63121-3916,C038,1C,153493747,,,,,,,1-4,"LESS THAN $500,000",N,,,Unknown,Uncoded (No Group)
1894,20230601,3,3,1,4,1,0,0,1,1,1,0,0,0,0,Best Taste Chinese and Sushi Restaurant,2360 S BASCOM AVE STE A,CAMPBELL,CA,() -,95008-4352,C027,1C,830325049,CINDY,YANG,MS,F,MANAGER,,1-4,"LESS THAN $500,000",N,,,Chinese,Far Eastern
1799,20230620,1,1,0,1,0,0,0,0,0,0,0,0,0,0,BENNY WONG'S,2318 FORTUNE RD,KISSIMMEE,FL,(407) 344-7996,34744-3993,R022,1C,563058940,CAI X,WEN,MR,M,OWNER,,1-4,"LESS THAN $500,000",Y,,,Chinese,Far Eastern
529,20230701,1,1,0,2,1,0,0,0,0,0,0,0,0,0,Aria Asian Corporation,385 HALSTEAD AVE,HARRISON,NY,(914) 698-8871,10528-3727,C012,1C,706457449,,,,,,,5-9,"LESS THAN $500,000",N,,,Unknown,Uncoded (No Group)
260,20230629,1,1,1,1,0,1,1,0,0,0,0,0,0,0,Ah Law Kitchen,1556 HEMPSTEAD TPKE,ELMONT,NY,(516) 328-1886,11003-2354,C026,1C,619528268,KWAI,LAW,MS,F,OWNER,,1-4,"LESS THAN $500,000",Y,,,Chinese,Far Eastern
