Snowball_ID,Name,Last_Name,First_Name,Gender,Contact_Title,Category,phone_number,Address,Street,City,State,Zip_Code,Sales_Volume,Employment_Size,Small_Business_Indicator,Vendor_Ethnicity_Description,Franchise,Country
69563,Chiuchow Man Chinese Restaurant,NGAN,SAMSON,M,OWNER,Chinese,(905) 803-8783,"['1177 Central Parkway W', 'Mississauga, ON L5C 4P3', 'Canada']",1177 Central Parkway W,Mississauga,ON,L5C 4P3,"LESS THAN $500,000",9-May,Y,Chinese,,Canada
69564,Trithis Restaurant,,,,,Chinese,(905) 273-7666,"['1177 Central Parkway W', 'Unit 05', 'Mississauga, ON L5C 3J2', 'Canada']",1177 Central Pky W Unit 05,Mississauga,ON,L5C 4P3,,,,,,Canada
69565,Red Lotus,YAN,LEI,F,OWNER,Chinese,(905) 896-8828,"['1177 Central Parkway W', 'Unit 11', 'Mississauga, ON L5C 4P3', 'Canada']",1177 Central Pky W Unit 11,Mississauga,ON,L5C 4P3,"LESS THAN $500,000",9-May,Y,Chinese,,Canada
69566,Tasty Kitchen,,,,,Chinese,(905) 803-8882,"['1177 Central Parkway W', 'Unit 12', 'Mississauga, ON L5C 4P3', 'Canada']",1177 Central Pky W Unit 12,Mississauga,ON,L5C 4P3,,,,,,Canada
69567,Morals Village Hot pot,,,,,Chinese,(905) 276-6768,"['1177 Central Parkway W', 'Ste 2', 'Mississauga, ON L5C 4P3', 'Canada']",1177 Central Pky W Ste 2,Mississauga,ON,L5C 4P3,"LESS THAN $500,000",,N,Unknown,,Canada
69568,Moteru Sushi,,,,,Japanese,(905) 897-2276,"['1177 Central Parkway W', 'Unit 22B', 'Mississauga, ON L5C 3J2', 'Canada']",1177 Central Pky W Unit 22B,Mississauga,ON,L5C 4P3,,,,,,Canada
69569,Gou Bu Li,,,,,Chinese,() ,"['1177 Central Parkway W', 'Unit 6', 'Mississauga, ON L5C 3J2', 'Canada']",1177 Central Pky W Unit 6,Mississauga,ON,L5C 4P3,,,,,,Canada
69570,Noodle Fans,,,,,Chinese,(905) 306-8808,"['61-1177 Central Parkway W', 'Mississauga, ON L5C 4P3', 'Canada']",61-1177 Central Pky W,Mississauga,ON,L5C 4P3,,,,,,Canada
69571,The Star Fastfood,NG,POK SANG,,OWNER,Chinese,(905) 848-7767,"['1177 Central Parkway W', 'Suite 64', 'Mississauga, ON L5C 4P3', 'Canada']",1177 Central Pky W Suite 64,Mississauga,ON,L5C 4P3,"LESS THAN $500,000",4-Jan,Y,Chinese,,Canada
69572,Chi's Congee & Noodle House,CHI,C,M,OWNER,Chinese,(905) 848-4298,"['1177 Central Parkway W', 'Unit 66', 'Mississauga, ON L5C 3J2', 'Canada']",1177 Central Pky W Unit 66,Mississauga,ON,L5C 4P3,"LESS THAN $500,000",9-May,Y,Chinese,,Canada
69573,Beefing with 7 HK Style Cuisine,,,,,Chinese,(905) 306-8188,"['1177 Central Parkway W', 'Unit 9', 'Mississauga, ON L5C 4P3', 'Canada']",1177 Central Pky W Unit 9,Mississauga,ON,L5C 4P3,,,,,,Canada
69574,Guilin Cuisine,,,,,Chinese,(905) 268-0938,"['1177 Central Parkway W', 'Unit 9', 'Mississauga, ON L5C 4P3', 'Canada']",1177 Central Pky W Unit 9,Mississauga,ON,L5C 4P3,,,,,,Canada
69575,Sushi King,,,,,Japanese,(905) 990-5511,"['941 Lakeshore Road East', 'Mississauga, ON L5E 1E3', 'Canada']",941 Lakeshore Rd E,Mississauga,ON,L5E 1E3,,,,,,Canada
69576,Manchu Wok,,,,,Chinese,(905) 274-0880,"['1250 South Service Road', 'Unit 70', 'Mississauga, ON L5E 1V4', 'Canada']",1250 South Service Rd Unit 70,Mississauga,ON,L5E 1V4,,,,,,Canada
69577,Sakura Ichiban Sushi Express,,,,,Japanese,(416) 904-5376,"['1250 S Service Road', 'Mississauga, ON L5E 2N5', 'Canada']",1250 S Service Road,Mississauga,ON,L5E 2N5,,,,,,Canada
69578,Bonsai Asian Bistro & Bar,,,,,Japanese,(647) 559-4452,"['60 Lakeshore Road E', 'Mississauga, ON L5G 1E1', 'Canada']",60 Lakeshore Road E,Mississauga,ON,L5G 1E1,,,,,,Canada
69579,Sushi Shop,,,,,Japanese,(905) 891-0888,"['129 Lakeshore Road E', 'Mississauga, ON L5G 1E5', 'Canada']",129 Lakeshore Road E,Mississauga,ON,L5G 1E5,,,,,,Canada
69580,Holiday Gardens & Dodai Sushi,,,,,Japanese,(905) 278-9882,"['277 Lakeshore Rd E', 'Mississauga, ON L5G 1G8', 'Canada']",277 Lakeshore Rd E,Mississauga,ON,L5G 1G8,,,,,,Canada
69581,Sushi Maki House,CHA,MIMI,F,OWNER,Japanese,(905) 271-0517,"['645 Lakeshore Road E', 'Unit 4', 'Mississauga, ON L5G 1J5', 'Canada']",645 Lakeshore Rd E Unit 4,Mississauga,ON,L5G 1J5,"LESS THAN $500,000",4-Jan,Y,Chinese,,Canada
69582,Red Panda Pavilion,,,,,Cajun Seafood,(905) 990-7478,"['730 Lakeshore Rd E', 'Mississauga, ON L5G 1J6', 'Canada']",730 Lakeshore Rd E,Mississauga,ON,L5G 1J6,,,,,,Canada
69583,Chinese Express Takeout,CHEN,KWAN,M,OWNER,Chinese,(905) 278-8858,"['300 Lakeshore Rd W', 'Mississauga, ON L5H 1G6', 'Canada']",300 Lakeshore Rd W,Mississauga,ON,L5H 1G6,"LESS THAN $500,000",4-Jan,Y,Chinese,,Canada
69584,TA'AM CUISINE,,,,,Chinese,(905) 891-8888,"['1107 Lorne Park Road', 'Suite 17', 'Mississauga, ON L5H 3A1', 'Canada']",1107 Lorne Park Rd Suite 17,Mississauga,ON,L5H 3A1,"LESS THAN $500,000",9-May,N,Unknown,,Canada
69585,Orange Fish Sushi House,PH,VI,F,OWNER,Japanese,(905) 271-8880,"['1107 Lorne Park Road', 'Mississauga, ON L5H 3A1', 'Canada']",1107 Lorne Park Road,Mississauga,ON,L5H 3A1,"LESS THAN $500,000",9-May,Y,Vietnamese,,Canada
69586,Hee Sushi,,,,,Japanese,(905) 916-5500,"['1710 Lakeshore Road W', 'Mississauga, ON L5J 1J5', 'Canada']",1710 Lakeshore Rd W,Mississauga,ON,L5J 1J5,,,,,,Canada
69587,Momiji Japanese Restaurant,HWANG,H,M,OWNER,Japanese,(905) 823-8430,"['1801 Lakeshore Road W', 'Mississauga, ON L5J 1J6', 'Canada']",1801 Lakeshore Road W,Mississauga,ON,L5J 1J6,"LESS THAN $500,000",9-May,Y,Chinese,,Canada
69588,YNTaste ????,,,,,Chinese,(905) 855-2638,"['1842 Lakeshore Road W', 'Mississauga, ON L5J 1J7', 'Canada']",1842 Lakeshore Rd W,Mississauga,ON,L5J 1J7,,,,,,Canada
69589,Asian King BBQ Buffet & Take Out,YANG,RAYMOND,M,MANAGER,Chinese,(905) 823-8988,"['2425 Truscott Drive', 'Unit 24 & 25', 'Mississauga, ON L5J 2B4', 'Canada']",25-2425 Truscott Dr Unit 24,Mississauga,ON,L5J 2B4,"LESS THAN $500,000",4-Jan,N,Chinese,,Canada
69590,Made In Japan Teriyaki Experience,,,,,Japanese,(905) 822-1933,"['960 Southdown Road', 'Mississauga, ON L5J 2Y4', 'Canada']",960 Southdown Road,Mississauga,ON,L5J 2Y4,"LESS THAN $500,000",4-Jan,N,Unknown,Y,Canada
69591,Empire Wok,MING,ANDY,M,OWNER,Chinese,(905) 855-8898,"['970 Southdown Road', 'Mississauga, ON L5J 2Y4', 'Canada']",970 Southdown Road,Mississauga,ON,L5J 2Y4,"LESS THAN $500,000",4-Jan,Y,Chinese,,Canada
69592,Moon Sushi,JHU,JOANNA,F,MANAGER,Japanese,(905) 916-7888,"['1900 Fowler Drive', 'Suite D-108-109', 'Mississauga, ON L5K 1T7', 'Canada']",1900 Fowler Dr Suite D-108-109,Mississauga,ON,L5K 0A1,"LESS THAN $500,000",9-May,N,Unknown,,Canada
69593,Meet Noodles,,,,,Chinese,(905) 916-8666,"['D 103-1900 Fowler Drive', 'Mississauga, ON L5K 0A1', 'Canada']",D 103-1900 Fowler Drive,Mississauga,ON,L5K 0A1,,,,,,Canada
69594,168 Sushi Japan Buffet,WONG,MICHELLE,F,OWNER,Japanese,(905) 823-8818,"['2366 Dundas Street W', 'Mississauga, ON L5K 1R7', 'Canada']",2366 Dundas St W,Mississauga,ON,L5K 1R7,"LESS THAN $500,000",9-May,Y,Chinese,,Canada
69595,Miga Korean BBQ Restaurant,KIM,JOHN,M,OWNER,Japanese,(905) 822-9200,"['2382 Dundas Street W', 'Mississauga, ON L5K 1R7', 'Canada']",2382 Dundas St W,Mississauga,ON,L5K 1R7,"$500,000-1 MILLION",19-Oct,N,Korean,,Canada
69596,Sushi Park,WOO,YOUNG,M,OWNER,Japanese,(905) 855-8842,"['2458 Dundas Street W', 'Unit 15', 'Mississauga, ON L5K 1R8', 'Canada']",2458 Dundas St W Unit 15,Mississauga,ON,L5K 1R8,"LESS THAN $500,000",4-Jan,Y,Korean,,Canada
69597,Wok-A-Way Chinese Food & Wings,MACELLI,TONY,M,OWNER,Chinese,(905) 820-3838,"['2458 Dundas Street W', 'Unit 18', 'Mississauga, ON L5L 5T3', 'Canada']",2458 Dundas St W Unit 18,Mississauga,ON,L5K 1R8,"LESS THAN $500,000",4-Jan,Y,Italian,,Canada
69598,Dazi Lounge & Kitchen,,,,,Chinese,(647) 806-8883,"['2273 Dundas Street W', 'Unit 17', 'Mississauga, ON L5K 2L8', 'Canada']",2273 Dundas St W Unit 17,Mississauga,ON,L5K 2L8,,,,,,Canada
69599,Hakka Spice,,,,,Chinese,(905) 606-2086,"['3105 Winston Churchill Boulevard', 'Mississauga, ON L5L 1P5', 'Canada']",3105 Winston Churchill Boulevard,Mississauga,ON,L5L 1P5,,,,,,Canada
69600,Sehmi Japanese Restaurant,CHOI,YONGCHAN,M,MANAGER,Japanese,(905) 569-1175,"['3015 Winston Churchill Boulevard', 'Unit 3', 'Mississauga, ON L5L 2V8', 'Canada']",3015 Winston Churchill Blvd Unit 3,Mississauga,ON,L5L 2V8,"LESS THAN $500,000",4-Jan,N,Korean,,Canada
69601,Summit Garden Chinese,CHOW,KEN,M,OWNER,Chinese,(905) 828-6686,"['3015 Winston Churchill Boulevard', 'Mississauga, ON L5L 2V8', 'Canada']",3015 Winston Churchill Boulevard,Mississauga,ON,L5L 2V8,"$500,000-1 MILLION",19-Oct,N,Chinese,,Canada
69602,Mandarin Restaurant,ZHANG,KACEN,M,OTHER,Chinese,(905) 569-7000,"['3105 Dundas Street W', 'Mississauga, ON L5L 3R8', 'Canada']",3105 Dundas Street W,Mississauga,ON,L5L 3R8,"LESS THAN $500,000",9-May,N,Chinese,Y,Canada
69603,Mi'hito Sushi Laboratory,,,,,Japanese,() ,"['3065 Ridgeway Drive', 'Unit 41', 'Mississauga, ON L5L 5M6', 'Canada']",3065 Ridgeway Dr Unit 41,Mississauga,ON,L5L 5M6,,,,,,Canada
69604,Dai Ichi Sushi Restaurant,,,,,Japanese,(905) 820-8869,"['3105 Winston Churchill Boulevard', 'Unit 6,7', 'Mississauga, ON L5L 5S3', 'Canada']",7-3105 Winston Churchill Blvd Unit 6,Mississauga,ON,L5L 5S3,"LESS THAN $500,000",9-May,N,Unknown,,Canada
69605,Shuyi Tealicious,,,,,Chinese,() ,"['2555 Erin Centre Blvd', 'Mississauga, ON L5M 5G9', 'Canada']",2555 Erin Centre Blvd,Mississauga,ON,L5M 5G9,,,,,,Canada
69606,Tasty Hunan Cuisine,,,,,Chinese,(905) 597-0143,"['2555 Erin Centre Boulevard', 'Mississauga, ON L5M 5G9', 'Canada']",2555 Erin Centre Boulevard,Mississauga,ON,L5M 5G9,,,,,,Canada
69607,Xiang Cun Fa Xian,,,,,Chinese,(905) 597-0143,"['2555 Erin Centre Boulevard', 'Mississauga, ON L5M 5G9', 'Canada']",2555 Erin Centre Boulevard,Mississauga,ON,L5M 5G9,,,,,,Canada
69608,Mac's Sushi,,,,,Japanese,(905) 369-0048,"['Erin Mills Town Centre', '5100 Erin Mills Parkway', 'Mississauga, ON L5M 5H7', 'Canada']","Erin Mills Town Centre, 5100 Erin Mills Parkway",Mississauga,ON,L5M 5H7,,,,,,Canada
69609,China 8,,,,,Chinese,(905) 858-7888,"['5602 Tenth Line W', 'Unit 110', 'Mississauga, ON L5M 5S5', 'Canada']","5602 Tenth Line W, Unit 110",Mississauga,ON,L5M 5S5,,,,,,Canada
69610,Bayview Garden Restaurant,,,,,Chinese,(905) 820-9559,"['1675 The Chase', 'Mississauga, ON L5M 5Y7', 'Canada']",1675 The Chase,Mississauga,ON,L5M 5Y7,,,,,,Canada
69611,Axia Restaurant & Bar,,,,,Chinese,(905) 608-2942,"['5045 Plantation Place', 'Mississauga, ON L5M 6J3', 'Canada']",5045 Plantation Place,Mississauga,ON,L5M 6J3,"LESS THAN $500,000",9-May,N,Unknown,,Canada
69612,Chinese Wok,,,,,Chinese,(905) 608-9999,"['3050 Artesian Drive', 'Unit 9', 'Mississauga, ON L5M 7P5', 'Canada']",3050 Artesian Dr Unit 9,Mississauga,ON,L5M 7P5,,,,,,Canada
69613,Goldenview Chinese Restaurant,SU,LIZHEN,F,OWNER,Chinese,(905) 821-1313,"['6675 Falconer Drive', 'Mississauga, ON L5N 0C3', 'Canada']",6675 Falconer Drive,Mississauga,ON,L5N 0C3,"LESS THAN $500,000",4-Jan,Y,Chinese,,Canada
69614,Wind Japanese & Thai,,,,,Japanese,(905) 567-8882,"['6485 Mississauga Rd', 'Mississauga, ON L5N 1A6', 'Canada']",6485 Rd,Mississauga,ON,L5N 1A6,,,,,,Canada
69615,Ming Room,WONG,MING,M,OWNER,Chinese,(905) 812-1234,"['6461 Mississauga Road', 'Mississauga, ON L5N 1A6', 'Canada']",6461 Road,Mississauga,ON,L5N 1A6,"LESS THAN $500,000",9-May,Y,Chinese,,Canada
69616,Wok This Way,,,,,Chinese,(905) 567-8866,"['6677 Meadowvale Town Centre Circle', 'Mississauga, ON L5N 2R5', 'Canada']",6677 Meadowvale Town Centre Circle,Mississauga,ON,L5N 2R5,,,,,,Canada
69617,K&B Sushi,,,,,Japanese,(905) 542-9668,"['6400 Millcreek Drive', 'Unit 1', 'Mississauga, ON L5N 3E7', 'Canada']",6400 Millcreek Dr Unit 1,Mississauga,ON,L5N 3E7,"LESS THAN $500,000",9-May,N,Unknown,,Canada
69618,Sushi In Sushi,KWAK,HOON,M,OWNER,Japanese,(905) 567-7890,"['2310 Battleford Road', 'Mississauga, ON L5N 3K6', 'Canada']",2310 Battleford Road,Mississauga,ON,L5N 3K6,"LESS THAN $500,000",4-Jan,Y,Korean,,Canada
69619,Hiroi Sushi,,,,,Japanese,(905) 821-2299,"['4 - 6040 Glen Erin Drive', 'Mississauga, ON L5N 3M4', 'Canada']",4-6040 Glen Erin Dr,Mississauga,ON,L5N 3M4,,,N,Unknown,,Canada
69620,Hakka Legend,,,,,Cajun Seafood,(905) 542-9888,"['6415 Erin Mills Parkway', 'Unit B-1', 'Mississauga, ON L5N 4H4', 'Canada']",6415 Erin Mills Pky Unit B-1,Mississauga,ON,L5N 4H4,,,,,,Canada
69621,Sushi 4 U,,,,,Japanese,(905) 858-9412,"['6465 Millcreek Drive', 'Mississauga, ON L5N 5R3', 'Canada']",6465 Millcreek Drive,Mississauga,ON,L5N 5R3,,,,,,Canada
69622,Wings Chinese Restaurant,GUAN,JIANSI,M,OWNER,Chinese,(905) 826-3641,"['17 Queen Street N', 'Unit A-1', 'Mississauga, ON L5N 1A1', 'Canada']",17 Queen St N Unit A-1,Mississauga,ON,L5N 6A1,"$500,000-1 MILLION",19-Oct,N,Chinese,,Canada
69623,Asian Wok 'n' Roll,CHUNG,JENNIFER,F,OWNER,Cajun Seafood,(905) 567-0088,"['6905 Millcreek Dr', 'Ste 13', 'Mississauga, ON L5N 1N3', 'Canada']",6905 Millcreek Dr Ste 13,Mississauga,ON,L5N 6A3,"$500,000-1 MILLION",19-Oct,N,Chinese,,Canada
69624,Water Drop Teahouse,,,,,Chinese,(905) 814-0465,"['6525 Millcreek Drive', 'Mississauga, ON L5N 7K6', 'Canada']",6525 Millcreek Dr,Mississauga,ON,L5N 7K6,,,,,,Canada
69625,Wok For U,,,,,Chinese,(905) 785-2188,"['3221 Derry Road W', 'Mississauga, ON L5N 7L7', 'Canada']",3221 Derry Road W,Mississauga,ON,L5N 7L7,"LESS THAN $500,000",9-May,N,Unknown,,Canada
69626,Teriyaki,,,,,Japanese,(905) 542-9800,"['6990 Financial Dr', 'Mississauga, ON L5N 8E8', 'Canada']",6990 Financial Dr,Mississauga,ON,L5N 8E8,,,,,,Canada
69627,Teriyaki Experience,SON,MIKE,M,MANAGER,Japanese,(905) 542-9800,"['6990 Financial Drive', 'Mississauga, ON L5N 8J4', 'Canada']",6990 Financial Drive,Mississauga,ON,L5N 8J4,"LESS THAN $500,000",9-May,N,Korean,Y,Canada
69628,Asobu,,,,,Japanese,() ,"['3111 Convair Drive', 'Mississauga, ON L5P 1B2', 'Canada']",3111 Convair Drive,Mississauga,ON,L5P 1B2,,,,,,Canada
69629,Bento Sushi,,,,,Japanese,() ,"['Toronto Pearson International', 'Toronto, ON L5P 1B2', 'Canada']",Pearson International,Toronto,ON,L5P 1B2,,,,,,Canada
69630,Acer,,,,,Japanese,(866) 508-3558,"['6301 Silver Dart Drive', 'Mississauga, ON L5P 1B2', 'Canada']",6301 Silver Dart Drive,Mississauga,ON,L5P 1B2,,,,,,Canada
69631,Twist By Roger Mooking,,,,,Cajun Seafood,(416) 776-2345,"['Toronto Pearson International Airport', '6301 Silver Dart Drive', 'Mississauga, ON L5P 1B2', 'Canada']","Toronto Pearson International Airport, 6301 Silver Dart Drive",Mississauga,ON,L5P 1B2,,,,,,Canada
69632,Emerald Chinese Restaurant,CHOO,FRANKIE,M,GENERAL MGR,Chinese,(905) 890-9338,"['30 Eglinton Avenue W', 'Mississauga, ON L5R 3E7', 'Canada']",30 Eglinton Avenue W,Mississauga,ON,L5R 3E7,$2.5-5 MILLION,50-99,N,Korean,,Canada
69633,Magic BBQ & Seafood,,,,,Chinese,(905) 507-3988,"['660 Eglinton Avenue W', 'Mississauga, ON L5R 3V2', 'Canada']",660 Eglinton Avenue W,Mississauga,ON,L5R 3V2,,,,,,Canada
69634,Meet Fresh,,,,,Chinese,(905) 507-6661,"['670 Eglinton Avenue W', 'Suite 20', 'Mississauga, ON L5R 3V2', 'Canada']","670 Eglinton Avenue W, Suite 20",Mississauga,ON,L5R 3V2,,,,,,Canada
69635,Panda Express,,,,,Chinese,(905) 507-3555,"['Heartland', '5985 Mavis Rd', 'Mississauga, ON L5R 3V6', 'Canada']","Heartland, 5985 Mavis Rd",Mississauga,ON,L5R 3V6,,,,,,Canada
69636,Hinote Sushi Restaurant,HONG,YOUNG,M,OWNER,Japanese,(905) 502-5520,"['720 Bristol Road W', 'Mississauga, ON L5R 4A3', 'Canada']",720 Bristol Road W,Mississauga,ON,L5R 4A3,"LESS THAN $500,000",4-Jan,Y,Korean,,Canada
69637,Sushi Sooshimi,,,,,Japanese,(289) 521-4237,"['25 Kingsbridge Garden Cir', 'Unit 8', 'Mississauga, ON L5R 4B1', 'Canada']",25 Kingsbridge Garden Cir Unit 8,Mississauga,ON,L5R 4B1,,,,,,Canada
69638,Edo Japan,,,,,Japanese,(905) 502-1224,"['2A-6055 Mavis Road', 'Heartland Town Centre', 'Mississauga, ON L5R 4G6', 'Canada']",2A-6055 Mavis Rd Heartland Town Centre,Mississauga,ON,L5R 4G6,"LESS THAN $500,000",9-May,N,Unknown,Y,Canada
69639,Caribbean Sunset,DASS,KEVIN,M,OWNER,Chinese,(905) 564-7800,"['1001 Meyerside Drive', 'Unit 8', 'Mississauga, ON L5T 1J6', 'Canada']",1001 Meyerside Dr Unit 8,Mississauga,ON,L5T 1J6,"LESS THAN $500,000",4-Jan,Y,Indian,,Canada
69640,Sushijun Express,KWON,JUN,M,OWNER,Japanese,(905) 670-5550,"['1415 Bonhill Road', 'Unit 19', 'Mississauga, ON L5T 1R2', 'Canada']",1415 Bonhill Rd Unit 19,Mississauga,ON,L5T 1R2,"LESS THAN $500,000",4-Jan,Y,Chinese,,Canada
69641,China Palace,HUANG,STEVE,M,OWNER,Chinese,(905) 696-8688,"['80 Courtney Park Dr E', 'Mississauga, ON L5T 2Y3', 'Canada']",80 Courtney Park Dr E,Mississauga,ON,L5T 2Y3,"LESS THAN $500,000",4-Jan,Y,Chinese,,Canada
69642,Washoku,,,,,Japanese,(905) 670-5585,"['98 Courtneypark Drive E', 'Mississauga, ON L5T 2Y3', 'Canada']",98 Courtneypark Dr E,Mississauga,ON,L5T 2Y3,,,,,,Canada
69643,Ichi Potto,,,,,Chinese,(905) 670-5585,"['98 Courtneypark Drive E', 'Mississauga, ON L5T 2Y3', 'Canada']",98 Courtneypark Dr E,Mississauga,ON,L5T 2Y3,,,,,,Canada
69644,Mi'hito Sushi Laboratory,,,,,Japanese,(905) 565-1999,"['90 Courtneypark Drive E', 'Mississauga, ON L5T 2Y3', 'Canada']",90 Courtneypark Drive E,Mississauga,ON,L5T 2Y3,,,,,,Canada
69645,Annapoorna,DABRIEO,REMORIS,M,OWNER,Cajun Seafood,(905) 812-7600,"['5390 Terry Fox Way', 'Unit 3', 'Mississauga, ON L5V 0A5', 'Canada']",5390 Terry Fox Way Unit 3,Mississauga,ON,L5V 0A5,"LESS THAN $500,000",9-May,Y,Unknown,,Canada
69646,Silver Spoon,KHAN,ADEEL,M,OWNER,Cajun Seafood,(905) 567-5677,"['816 Britannia Road W', 'Mississauga, ON L5V 0A6', 'Canada']",816 Britannia Road W,Mississauga,ON,L5V 0A6,"LESS THAN $500,000",9-May,Y,Arab,,Canada
69647,Fortune Dragon,,,,,Chinese,(905) 816-0988,"['6085 Creditview Road', 'Mississauga, ON L5V 0B1', 'Canada']",6085 Creditview Road,Mississauga,ON,L5V 0B1,,,,,,Canada
69648,Guru's Classic Indian & Chinese Cuisine,,,,,Chinese,(905) 567-7979,"['5955 Latimer Drive', 'Unit 1', 'Mississauga, ON L5V 0B7', 'Canada']",5955 Latimer Dr Unit 1,Mississauga,ON,L5V 0B7,,,,,,Canada
69649,Pho Mi 99,TRAN,DAVID,M,MANAGER,Chinese,(905) 542-8899,"['5955 Latimer Road', 'Unit 8', 'Mississauga, ON L5V 0B7', 'Canada']",5955 Latimer Dr Unit 8,Mississauga,ON,L5V 0B7,"$500,000-1 MILLION",19-Oct,N,Vietnamese,,Canada
69650,Avani Asian Indian Bistro,DHALIWAL,HARPREET,M,OWNER,Cajun Seafood,(905) 501-0021,"['801 Matheson Boulevard W', 'Unit 1', 'Mississauga, ON L5V 2N6', 'Canada']",801 Matheson Blvd W Unit 1,Mississauga,ON,L5V 2N6,$1-2.5 MILLION,20-49,N,Indian,,Canada
69651,Heart Sushi,,,,,Chinese,(905) 819-2888,"['815 Britannia Road W', 'Unit 2', 'Mississauga, ON L5V 2X8', 'Canada']",815 Britannia Rd W Unit 2,Mississauga,ON,L5V 2X8,"LESS THAN $500,000",9-May,N,Unknown,,Canada
69652,Made in Japan Teriyaki Experience,,,,,Japanese,() ,"['815 Britannia Road W', 'Mississauga, ON L5V 2X8', 'Canada']",815 Britannia Road W,Mississauga,ON,L5V 2X8,,,,,,Canada
69653,Noodle Street,,,,,Chinese,() ,"['800 Boyer Blvd', 'Mississauga, ON L5V 2Y1', 'Canada']",800 Boyer Blvd,Mississauga,ON,L5V 2Y1,,,,,,Canada
69654,Congee Queen,LI,ANSON,M,MANAGER,Chinese,(905) 567-8818,"['800 Boyer Boulevard', 'Unit 5', 'Mississauga, ON L5V 2Y1', 'Canada']",800 Boyer Blvd Unit 5,Mississauga,ON,L5V 2Y1,$1-2.5 MILLION,20-49,N,Chinese,,Canada
69655,Hot and Sour,,,,,Chinese,(905) 542-7900,"['1010 Dreamcrest Road', 'Unit 2', 'Mississauga, ON L5V 3A4', 'Canada']",1010 Dream Crest Rd Unit 2,Mississauga,ON,L5V 3A4,,,,,,Canada
69656,Hakka Khazana,,,,,Chinese,(905) 956-6111,"['735 Twain Avenue', 'Unit 5 & 6', 'Mississauga, ON L5W 1X1', 'Canada']",6-735 Twain Ave Unit 5,Mississauga,ON,L5W 1X1,"LESS THAN $500,000",9-May,N,Unknown,,Canada
69657,Zen Gardens,,,,,Chinese,(905) 564-2660,"['6980 Maritz Dr', 'Ste 6', 'Mississauga, ON L5W 1Z3', 'Canada']",6980 Maritz Dr Ste 6,Mississauga,ON,L5W 1Z3,"LESS THAN $500,000",9-May,N,Unknown,,Canada
69658,Ginza,,,,,Japanese,(905) 417-1733,"['9960 Dufferin Street', 'Unit B', 'Vaughan, ON L6A 1S2', 'Canada']","9960 Dufferin Street, Unit B",Vaughan,ON,L6A 1S2,,,,,,Canada
69659,Maple Garden Chinese Restaurant,SANG,LUC,M,OWNER,Chinese,(905) 832-9252,"['10065 Keele Street', 'Maple, ON L6A 1W4', 'Canada']",10065 Keele Street,Maple,ON,L6A 1W4,"LESS THAN $500,000",9-May,Y,Vietnamese,,Canada
69660,Maple Sushi,HAUNG,MICHAEL,M,MANAGER,Japanese,(905) 879-3888,"['2563 Major Mackenzie Drive', 'Vaughan, ON L6A 2E8', 'Canada']",2563 Major MacKenzie Drive,Vaughan,ON,L6A 2E8,"LESS THAN $500,000",9-May,N,Chinese,,Canada
69661,Maple Dragon Chinese Restaurant,,,,,Chinese,(905) 832-8855,"['2810 Major MacKenzie Dr', 'Unit B9', 'Maple, ON L6A 3L2', 'Canada']",2810 Major MacKenzie Dr Unit B9,Maple,ON,L6A 3L2,,,,,,Canada
69662,Taiga Japan House,,,,,Japanese,(905) 553-1855,"['1430 Major MacKenzie Drive W', 'Unite G1', 'Vaughan, ON L6A 4H6', 'Canada']",1430 Major MacKenzie Dr Unit G1,Vaughan,ON,L6A 4H6,,,,,,Canada
69663,Shogi Sushi,,,,,Japanese,(905) 553-3737,"['9461 Jane Street', 'Unit 108', 'Vaughan, ON L6A 4H8', 'Canada']",9461 Jane St Unit 108,Vaughan,ON,L6A 4H8,"LESS THAN $500,000",9-May,N,Unknown,,Canada
69664,Mandarin Restaurant,,,,,Chinese,(905) 471-5000,"['88 Copper Creek Drive', 'Markham, ON L6B 0P2', 'Canada']",88 Copper Creek Dr,Markham,ON,L6B 0P2,$2.5-5 MILLION,50-99,N,Unknown,Y,Canada
69665,Hanki Sushi,,,,,Japanese,(905) 294-9373,"['230 Copper Creek Drive', 'Markham, ON L6B 1N6', 'Canada']",230 Copper Creek Dr,Markham,ON,L6B 1N6,,,,,,Canada
69666,Cha Kee,,,,,Chinese,(905) 534-5788,"['50 Bur Oak Avenue', 'Unit 9', 'Markham, ON L6C 0A2', 'Canada']",50 Bur Oak Ave Unit 9,Markham,ON,L6C 0A2,,,,,,Canada
69667,Sunplus Asian Kitchen,,,,,Chinese,(905) 887-1388,"['50 Bur Oak Ave', 'Unit C-6', 'Markham, ON L6C 0A2', 'Canada']",50 Bur Oak Ave Unit C-6,Markham,ON,L6C 0A2,,,,,,Canada
69668,HingÆs Kitchen,,,,,Chinese,(905) 887-8388,"['2890 Major Mackenzie Dr E', 'Unit 2', 'Markham, ON L6C 0G6', 'Canada']",2890 Major MacKenzie Dr E Unit 2,Markham,ON,L6C 0G6,,,,,,Canada
69669,Kingsfield Chinese Cusine,,,,,Chinese,(905) 887-1988,"['2910 Major Mackenzie Drive E', 'Markham, ON L6C 0G6', 'Canada']",2910 Major MacKenzie Dr E,Markham,ON,L6C 0G6,,,,,,Canada
69670,Koi Sakana Ramen,,,,,Japanese,(905) 882-8802,"['735 Markland St', 'Unit 7', 'Markham, ON L6C 0G6', 'Canada']",735 Markland St Unit 7,Markham,ON,L6C 0G6,,,,,,Canada
