OPPORTUNITY_ID,ACCOUNT_NAME,RESTAURANT_UNIQUE_CODE,STATUS,ONBOARDED_DATE,GMV_LEVEL_VOICE_PLATFORM,TOTAL_GMV_MONTHLY_AVERAGE_VOICE_PLATFORM_USD,TOTAL_GMV_ONLINE_USD,TOTAL_GMV_VOICE_PLATFORM_USD,TOTAL_ORDER_COUNT_ONLINE,TOTAL_ORDER_COUNT_VOICE_PLATFORM,TOTAL_MIN_MONTHLY_SALES_USD,LEAD_CREATED_DATE,STAGE_NAME,CLOSE_DATE,LIVE_DATE,CLOSED_WON_DATE,LEAD_SOURCE,BILLING_STATE,PROMOTIONS,LATEST_ACTIVATION_DATE,CUISINE_TYPE
006Uo000008kQZCIA2,No.1 R87081,R87081,active,2024-04-03,"level_3 ($10,000 to $29,999)",22804,0,186991,0,8550,10000,2024-02-23,Onboarded,2024-04-02,2024-04-02,2024-03-19,Client Referral -Marketing,NC,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free,2024-04-01,chinese
0068b00001T1U8aAAF,chopstick R86331,R86331,active,2023-11-01,"level_3 ($10,000 to $29,999)",27123,0,401427,0,12810,15000,2023-10-20,Onboarded,2023-10-31,2023-10-31,2023-10-19,DM,FL,30 days Free Trial - VO,2023-10-31,chinese
006Uo00000S9sQtIAJ,Hong Kong Restaurant R87999,R87999,active,2024-12-30,"level_3 ($10,000 to $29,999)",14133,0,9422,0,397,10000,2022-11-01,Onboarded,2024-12-30,2024-12-30,2024-12-16,DM,IN,Printer Promotion;30 days Free Trial - VO;Dec '24 - Apple Airpods SQL Promo,2024-12-29,chinese
006Uo00000H0i0rIAB,BAMBOO GARDEN R87398,R87398,active,2024-07-20,"level_low (< $10,000)",7922,0,41720,0,1628,10000,2024-05-09,Onboarded,2024-07-20,2024-07-20,2024-07-08,Redbook,GA,Printer Promotion;30 days Free Trial - VO;July 2024 CW - Gold Yuanbao,2024-07-17,chinese
006Uo0000036eKRIAY,Taste of China R86652,R86652,active,2023-12-26,"level_2 ($30,000 to $49,999)",41211,0,178581,0,5232,0,2022-11-01,Onboarded,2023-12-19,2023-12-19,2023-12-07,DM;Hiring Post,NY,30 days Free Trial - VO,2024-07-18,chinese
006Uo000009OOdVIAW,chopstick R86331,R86331,active,2024-05-20,"level_3 ($10,000 to $29,999)",27123,0,401427,0,12810,15000,,Onboarded,2024-05-20,2024-05-01,2024-04-18,DM,FL,,2023-10-31,chinese
006Uo00000M4CltIAF,AMAZING WOK 2 R82903,R82903,active,2024-11-05,"level_low (< $10,000)",7303,0,169909,0,7808,15000,2024-08-17,Onboarded,2024-11-05,2024-11-05,2024-10-24,SMS;Google,OH,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free,2024-11-05,chinese
006Uo00000F0CmmIAF,Good Taste R87367,R87367,active,2024-07-13,"level_low (< $10,000)",8384,0,53102,0,1962,10000,2022-11-01,Onboarded,2024-07-13,2024-07-13,2024-06-27,SEO_Chinese;Client Referral - Marketing,OH,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;July 2024 CW - Gold Yuanbao,2024-07-13,chinese
006Uo000005m1bdIAA,CHINA III R86816,R86816,active,2024-01-25,"level_3 ($10,000 to $29,999)",17196,0,145595,0,4723,0,2024-01-07,Onboarded,2024-01-24,2024-01-24,2024-01-11,DM;Organic - Direct,NJ,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;Flight Ticket - Jan 2024,2024-06-12,chinese
006Uo00000BLDBNIA5,China Chef R87112,R87112,active,2024-04-21,"level_3 ($10,000 to $29,999)",15792,0,123704,0,3929,15000,,Onboarded,2024-04-20,2024-04-20,2024-04-08,WeChat - Ads,CT,30 days Free Trial - VO;1 Year SMS - Free,2024-04-19,chinese
006Uo000003CmOvIAK,Happy Asian Cuisine R86668,R86668,active,2023-12-28,"level_low (< $10,000)",2716,0,29514,0,1090,0,2023-04-05,Onboarded,2023-12-23,2023-12-23,2023-12-11,DM,NM,30 days Free Trial - VO;30 days Free Trial - DE;1 Year SMS - Free,2023-12-23,chinese
006Uo000002izOeIAI,Basil Thai R86616,R86616,active,2023-12-20,"level_low (< $10,000)",1992,0,19588,0,967,2000,2023-03-23,Onboarded,2023-12-17,2023-12-17,2023-12-04,DM,TX,30 days Free Trial - VO;30 days Free Trial - DE,2023-12-16,advanced
006Uo000004OGv9IAG,Golden Dragon Express R86751,R86751,active,2024-01-01,"level_3 ($10,000 to $29,999)",28158,0,309737,0,11241,15000,2023-12-21,Onboarded,2023-12-31,2023-12-31,2023-12-24,Google,TX,Printer Promotion;30 days Free Trial - VO;30 days Free Trial - DE;1 Year SMS - Free,2023-12-30,chinese
006Uo00000Fs6XeIAJ,Grand China Restaurant R87383,R87383,active,2024-07-12,"level_low (< $10,000)",9521,0,59349,0,1838,0,2022-11-01,Onboarded,2024-07-12,2024-07-12,2024-07-02,WeChat - Ads,PA,30 days Free Trial - VO;1 Year SMS - Free;Jun 2024 SQL - Mini Fridge;July 2024 CW - Gold Yuanbao,2024-07-11,chinese
006Uo000002G5LSIA0,NIKKI ASIAN BSTRO R86602,R86602,active,2023-12-11,"level_3 ($10,000 to $29,999)",17678,0,50678,0,1724,0,2023-11-28,Onboarded,2023-12-09,2023-12-09,2023-11-30,SMS,NC,30 days Free Trial - VO,2023-12-08,chinese
0068b00001TgNuJAAV,FRUITVALE KITCHEN R86306,R86306,active,2023-11-12,"level_3 ($10,000 to $29,999)",21197,0,298874,0,5260,10000,2023-10-12,Onboarded,2023-11-10,2023-11-10,2023-10-16,Organic - Direct,BC,Printer Promotion;30 days Free Trial - VO,2023-11-09,advanced
006Uo00000Bn2QYIAZ,St Louis Kitchen R87173,R87173,active,2024-05-07,"level_3 ($10,000 to $29,999)",16451,0,123928,0,4330,15000,2024-04-16,Onboarded,2024-05-06,2024-05-06,2024-04-17,Redbook,MO,High GMV - the 12th Month Free;1 Year SMS - Free,2024-05-05,chinese
0068b00001T81h9AAB,CHINA TOWN R86225,R86225,active,2023-10-16,"level_2 ($30,000 to $49,999)",34143,0,400613,0,15701,10000,2023-09-04,Onboarded,2023-10-13,2023-10-13,2023-09-28,DM,FL,30 days Free Trial - VO,2023-10-13,chinese
006Uo00000FsVcXIAV,Panda Chinese & American Food R87351,R87351,active,2024-06-26,"level_3 ($10,000 to $29,999)",12539,0,73978,0,4692,10000,2024-06-19,Onboarded,2024-06-26,2024-06-26,2024-06-20,Google,MD,Printer Promotion;1 Year SMS - Free;Jun 2024 SQL - Mini Fridge;Jun 2024 - 50% off first 2 months,2024-06-25,chinese
006Uo00000NIdwvIAD,Shang Shan R87822,R87822,active,2024-10-16,"level_low (< $10,000)",6188,0,19389,0,702,10000,2024-10-09,Onboarded,2024-10-16,2024-10-19,2024-10-12,SMS;DM,OH,Printer Promotion;1 Year SMS - Free;50% off first 2 months;Oct'24 - $200 SQL Red Envelope,2024-10-17,chinese
006Uo000001DiicIAC,CHINA PARK R87891,R87891,active,,"level_2 ($30,000 to $49,999)",39259,0,81135,0,2601,10000,2022-11-01,Closed Lost,2023-12-13,,,Telemarketer,FL,,2024-11-11,chinese
006Uo00000G67FJIAZ,New Koi Hibachi Sushi And Chinese R87359,R87359,active,2024-07-02,"level_low (< $10,000)",1746,0,8088,0,277,0,2024-04-09,Onboarded,2024-07-02,2024-07-02,2024-06-24,Previous Clients,FL,Printer Promotion;1 Year SMS - Free;Jun 2024 SQL - Mini Fridge;Jun 2024 - 50% off first 2 Full Calendar months,2024-07-01,japanese
006Uo000000v7WDIAY,Asia Cafe R86572,R86572,active,2023-12-11,"level_3 ($10,000 to $29,999)",28215,0,318834,0,10848,10000,2022-11-01,Onboarded,2023-12-08,2023-12-08,2023-11-22,Client Referral -Marketing,IL,30 days Free Trial - VO,2024-10-05,chinese_japanese
006Uo000007iHyrIAE,Great Dragon R86957,R86957,active,2024-02-21,"level_3 ($10,000 to $29,999)",29241,0,329452,0,11983,15000,2024-02-05,Onboarded,2024-02-17,2024-02-17,2024-02-07,DM,MN,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free,2024-02-16,chinese
006Uo00000AwIbdIAF,Pho House R87167,R87167,active,2024-05-10,"level_3 ($10,000 to $29,999)",11235,0,82387,0,2108,10000,2024-04-01,Onboarded,2024-05-09,2024-05-09,2024-04-15,DM,OR,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free,2024-05-08,advanced
006Uo000005KYFbIAO,China Star R86792,R86792,active,2024-01-16,"level_3 ($10,000 to $29,999)",26084,0,277365,0,11977,10000,2022-11-01,Onboarded,2024-01-14,2024-01-14,2024-01-04,DM;Telemarketer,GA,30 days Free Trial - VO;30 days Free Trial - DE;1 Year SMS - Free;$1500 Statement Credit,2024-01-13,chinese
006Uo000007O59RIAS,Silver Ocean Restaurant R86935,R86935,active,2024-03-01,"level_low (< $10,000)",7282,0,53401,0,1670,5000,2024-01-31,Onboarded,2024-02-29,2024-02-29,2024-02-01,WeChat - Ads,CA,30 days Free Trial - VO;1 Year SMS - Free;$1500 Statement Credit,2024-02-29,chinese_japanese
006Uo00000Iz6pJIAR,OEC Hibachi Sushi Japanese Express R87601,R87601,active,2024-08-09,"level_low (< $10,000)",7833,0,36816,0,1689,0,2024-08-02,Onboarded,2024-08-09,2024-08-09,2024-08-05,DM,FL,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;August'24 SQL Promo - $300 Gift Card,2024-08-09,japanese
0068b00001TAH1PAAX,CHENGTU CHINESE FOOD R86207,R86207,active,2023-10-05,"level_3 ($10,000 to $29,999)",29457,0,400617,0,15110,10000,2023-09-21,Onboarded,2023-10-03,2023-10-03,2023-09-23,DM;Client Referral - Unknown,NY,Client Referral (Referrer $300);Printer Promotion;30 days Free Trial - VO,2023-10-03,chinese
006Uo00000CuGYWIA3,Golden City R87229,R87229,active,2024-05-16,"level_3 ($10,000 to $29,999)",24254,0,167353,0,6430,10000,2024-05-04,Onboarded,2024-05-15,2024-05-15,2024-05-06,Google,OH,Printer Promotion;1 Year SMS - Free;May 2024 Promo - 24in TV,2024-05-14,chinese
006Uo000005vMWSIA2,Wacky Mongolian grill R86815,R86815,active,2024-02-13,"level_low (< $10,000)",966,0,870,0,108,0,2024-01-11,Onboarded,2024-02-11,2024-02-11,2024-01-11,Redbook,TX,30 days Free Trial - VO;1 Year SMS - Free;$1500 Statement Credit,2024-01-30,advanced
006Uo00000LBlLuIAL,China King R85223,R85223,active,2024-09-11,"level_1 ($50,000 to $99,999)",58352,0,223681,0,7583,15000,2024-09-05,Onboarded,2024-09-11,2024-09-11,2024-09-07,Google,MO,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;Sept'24 - Mooncake,2024-09-11,chinese
0068b00001T2I0gAAF,BAMBOO CREEK RESTAURANT R86373,R86373,active,2023-11-12,"level_2 ($30,000 to $49,999)",48930,0,580636,0,18002,10000,2022-11-01,Onboarded,2023-11-11,2023-11-11,2023-10-29,SMS;DM,FL,Printer Promotion;30 days Free Trial - VO,2023-11-10,chinese
006Uo00000C0fU6IAJ,Golden City III R85699,R85699,active,2024-07-18,"level_3 ($10,000 to $29,999)",11111,0,116671,0,3632,0,,Onboarded,2024-07-18,2024-06-14,2024-06-12,,VA,,,chinese
006Uo00000EtiWeIAJ,Let's Wok R87306,R87306,active,2024-06-18,"level_3 ($10,000 to $29,999)",19953,0,123041,0,5279,15000,2024-06-06,Onboarded,2024-06-18,2024-06-18,2024-06-10,WeChat - Blog,PA,30 days Free Trial - VO;Jun 2024 SQL - Mini Fridge,2024-06-17,chinese
006Uo00000BNxdoIAD,Great Apple R87307,R87307,active,2024-06-30,"level_3 ($10,000 to $29,999)",17632,0,103443,0,3055,15000,2024-04-07,Onboarded,2024-06-30,2024-06-30,2024-06-10,Telemarketer,WI,30 days Free Trial - VO;1 Year SMS - Free;Jun 2024 SQL - Mini Fridge,2024-06-29,chinese
006Uo000003FkP0IAK,Hoba Sushi & Hibachi R87672,R87672,active,,"level_3 ($10,000 to $29,999)",12203,0,48407,0,1837,10000,2023-04-05,Closed Lost,2023-12-18,,,Client Referral - Unknown;Telemarketer,NC,,2024-09-02,japanese
006Uo00000KydfjIAB,China City R87717,R87717,active,2024-09-12,"level_2 ($30,000 to $49,999)",40089,0,93542,0,3112,10000,2024-09-01,Onboarded,2024-09-12,2024-09-18,2024-09-05,Google,NY,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;Sept'24 - $100 Giftcard,2024-09-17,chinese
006Uo000008XDgEIAW,China Taste R87219,R87219,active,2024-05-16,"level_2 ($30,000 to $49,999)",40175,0,287924,0,12214,10000,2024-02-20,Onboarded,2024-05-15,2024-05-15,2024-05-02,SMS,DE,30 days Free Trial - VO;1 Year SMS - Free,2024-07-24,chinese
006Uo00000AejTlIAJ,China Chef R87112,R87112,active,,"level_3 ($10,000 to $29,999)",15792,0,123704,0,3929,15000,2024-02-17,Closed Lost,2024-04-01,2024-04-09,2024-03-27,WeChat - Ads,CT,30 days Free Trial - VO;1 Year SMS - Free,2024-04-19,chinese
0068b00001T1ofLAAR,WOK IN RESTAURANT R86375,R86375,active,2023-11-13,"level_low (< $10,000)",2638,0,25414,0,590,0,2023-10-23,Onboarded,2023-11-12,2023-11-12,2023-10-29,DM,NB,Printer Promotion;30 days Free Trial - VO,2024-07-25,chinese
006Uo00000JloMdIAJ,China Coast R87635,R87635,active,2024-08-21,"level_3 ($10,000 to $29,999)",13307,0,56331,0,2340,0,2022-11-01,Onboarded,2024-08-21,2024-08-21,2024-08-15,DM;Client Referral - Unknown;Telemarketer,KY,Printer Promotion;1 Year SMS - Free,2024-08-19,chinese
006Uo0000022LbyIAE,China One R86586,R86586,active,2023-12-11,"level_2 ($30,000 to $49,999)",44984,0,512821,0,14366,0,,Onboarded,2023-12-10,2023-12-10,2023-11-27,WeChat - Other,IN,Printer Promotion;30 days Free Trial - VO,2023-12-09,chinese
006Uo000008TsGbIAK,China King R87033,R87033,active,2024-03-21,"level_1 ($50,000 to $99,999)",52554,0,122625,0,5492,0,2024-02-19,Onboarded,2024-03-18,2024-03-18,2024-02-29,DM,NC,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;Feb 2024 SQL - Massager,2024-03-17,chinese
0068b00001TgAN8AAN,Lucky Bamboo Chinese Restaurant R86285,R86285,active,2023-10-26,"level_3 ($10,000 to $29,999)",23676,0,304630,0,11915,10000,2022-11-01,Onboarded,2023-10-25,2023-10-25,2023-10-11,SEO_Chinese,OH,Client Referral (Referrer $300);30 days Free Trial - VO,2023-10-24,chinese
006Uo000009AhrPIAS,HUNAN ROYAL RESTAURANT R87518,R87518,active,,"level_low (< $10,000)",3649,0,19217,0,711,0,2024-03-01,Closed Lost,2024-03-01,,,DM,NJ,,2024-07-17,chinese
006Uo000006N4InIAK,Evergreen R86858,R86858,active,2024-01-29,"level_2 ($30,000 to $49,999)",35671,0,365038,0,13451,10000,2022-11-01,Onboarded,2024-01-27,2024-01-27,2024-01-18,Client Referral -Marketing,FL,Printer Promotion;30 days Free Trial - VO;30 days Free Trial - DE;1 Year SMS - Free;$1500 Statement Credit,2024-01-26,chinese
006Uo000007YDc6IAG,TOP'S CHINA RESTAURANT R86939,R86939,active,2024-02-21,"level_3 ($10,000 to $29,999)",13937,0,135188,0,5363,10000,2022-11-01,Onboarded,2024-02-15,2024-02-15,2024-02-05,DM,VA,Printer Promotion;30 days Free Trial - VO;30 days Free Trial - DE;1 Year SMS - Free,2024-02-14,chinese
006Uo00000AMRgXIAX,New China R86697,R86697,active,2024-05-20,"level_2 ($30,000 to $49,999)",32339,0,404233,0,20210,10000,,Onboarded,2024-05-20,2024-04-01,2024-03-28,,IL,,2023-12-30,chinese
0068b00001TfotXAAR,New Rainbow R88871,R88871,active,,"level_3 ($10,000 to $29,999)",22868,0,378839,0,15629,10000,2022-11-01,Closed Lost,2024-02-03,,,Client Referral - Unknown;Previous Clients,NC,Client Referral (Referrer $300);Printer Promotion;30 days Free Trial - VO,2024-06-21,chinese
006Uo00000RjYcHIAV,Jade Bowl R87986,R87986,active,2024-12-15,"level_low (< $10,000)",4669,0,4980,0,159,10000,2022-11-01,Onboarded,2024-12-15,2024-12-15,2024-12-10,WeChat - Ads;WeChat - Blog,UT,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;Dec '24 - Apple Airpods SQL Promo,2024-12-14,chinese
006Uo00000TglbMIAR,Empire Buffet R89038,R89038,active,2025-01-18,"level_low (< $10,000)",2965,0,198,0,8,,2022-11-01,Onboarded,2025-01-18,2025-01-18,2025-01-10,Google,MI,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;January '25 - $88 Red Envelope SQL Promo,2025-01-17,chinese
006Uo00000QTVjHIAX,New Star Chinese Restaurant R87938,R87938,active,2024-11-27,"level_2 ($30,000 to $49,999)",33334,0,42223,0,1356,15000,2022-11-01,Onboarded,2024-11-27,2024-11-27,2024-11-22,Google,PA,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;Nov’24 - $950 Credit CW,2024-11-26,chinese
006Uo000000nrsqIAA,TAI-PAN R86538,R86538,active,2023-12-01,"level_2 ($30,000 to $49,999)",45186,0,394629,0,11412,10000,2022-11-01,Onboarded,2023-11-29,2023-11-29,2023-11-18,SMS,OH,30 days Free Trial - VO,2023-11-28,chinese
0068b00001TfmYbAAJ,Lucky Chow R86769,R86769,active,,"level_low (< $10,000)",5818,0,70786,0,2941,8000,2022-11-01,Closed Lost,2023-12-21,,,Google;DM,TN,30 days Free Trial - VO,2024-01-15,advanced
006Uo000007uF5HIAU,Panda Chinese R86968,R86968,active,2024-02-23,"level_3 ($10,000 to $29,999)",12294,0,115560,0,3860,10000,2022-11-01,Onboarded,2024-02-21,2024-02-21,2024-02-10,Telemarketer,WI,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;Feb 2024 CW - Macbook Air,2024-02-20,chinese
006Uo00000JaytxIAB,LUNG WAH R87625,R87625,active,2024-08-18,"level_3 ($10,000 to $29,999)",15728,0,44039,0,2327,10000,2024-08-12,Onboarded,2024-08-18,2024-08-18,2024-08-13,DM,MD,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;August'24 SQL Promo - $200 Gift Card,2024-08-17,chinese
006Uo0000076ZyOIAU,CHING'S CHINESE KITCHEN R86905,R86905,active,2024-02-09,"level_low (< $10,000)",6178,0,61775,0,2480,0,2022-11-01,Onboarded,2024-02-07,2024-02-07,2024-01-29,DM;Telemarketer,TX,Printer Promotion;30 days Free Trial - VO;30 days Free Trial - DE;1 Year SMS - Free;Flight Ticket - Jan 2024,2024-02-06,chinese
006Uo00000DAWQYIA5,China King R87252,R87252,active,2024-05-21,"level_3 ($10,000 to $29,999)",11234,0,71895,0,2626,7000,2024-05-09,Onboarded,2024-05-20,2024-05-20,2024-05-11,SMS,PA,1 Year SMS - Free;May 2024 Promo - 24in TV,2024-05-19,chinese
006Uo000000zkfWIAQ,Green Lake R86517,R86517,active,2023-11-28,"level_3 ($10,000 to $29,999)",24054,0,156348,0,5313,0,2023-11-12,Onboarded,2023-11-21,2023-11-21,2023-11-13,Organic - Direct,OH,Printer Promotion;30 days Free Trial - VO,2023-11-20,chinese
006Uo000000g3BBIAY,Linden Kitchen Chinese Restaurant R86396,R86396,active,2023-11-28,"level_3 ($10,000 to $29,999)",10960,0,114712,0,5061,0,2023-11-08,Onboarded,2023-11-22,2023-11-22,2023-11-09,SEO_Chinese,NJ,Printer Promotion;30 days Free Trial - VO,2024-02-15,unknown
006Uo00000KetyNIAR,Yum's Carry Out R87699,R87699,active,2024-09-05,"level_2 ($30,000 to $49,999)",45192,0,24102,0,1015,15000,2024-08-28,Onboarded,2024-09-05,2024-09-05,2024-09-02,WeChat - Other,DC,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free,2024-09-04,advanced
006Uo00000Bj0tmIAB,China Rama R87168,R87168,active,2024-04-26,"level_3 ($10,000 to $29,999)",26824,0,240519,0,7924,10000,2022-11-01,Onboarded,2024-04-25,2024-04-25,2024-04-15,DM;SEO_Chinese,MA,1 Year SMS - Free;April 2024 CW Promo - Cleaning Robot,2024-04-25,chinese
006Uo000004Y8LsIAK,X Sushi Express R87059,R87059,active,2024-03-25,"level_low (< $10,000)",5207,0,5380,0,164,10000,2023-12-23,Onboarded,2024-03-25,2024-03-21,2024-03-07,SMS,NY,30 days Free Trial - VO;1 Year SMS - Free,2024-12-23,japanese
006Uo00000FhsEGIAZ,Twin Dragon Chinese Restaurant R87339,R87339,active,2024-06-25,"level_low (< $10,000)",8190,0,48868,0,3815,10000,2022-11-01,Onboarded,2024-06-25,2024-06-25,2024-06-18,DM;Telemarketer,PA,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;Jun 2024 SQL - Mini Fridge,2024-06-24,advanced
006Uo0000031IE7IAM,Naruto Ramen NYC R87783,R87783,active,,"level_low (< $10,000)",3805,0,12937,0,403,0,2023-11-26,Closed Lost,2023-12-06,,,Redbook,NY,,2024-10-07,chinese_japanese
006Uo000008srsLIAQ,Fu Wing Chinese Restaurant R87027,R87027,active,2024-03-17,"level_2 ($30,000 to $49,999)",30735,0,273542,0,8404,15000,2022-11-01,Onboarded,2024-03-14,2024-03-14,2024-02-28,Client Referral - Unknown,FL,Client Referral (Referrer $300);Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free,2024-03-13,chinese
006Uo000004DCQtIAO,HONG KONG RESTAURANT R86718,R86718,active,2024-01-02,"level_3 ($10,000 to $29,999)",17903,0,203493,0,9307,10000,2022-11-01,Onboarded,2024-01-01,2024-01-01,2023-12-20,SMS;Organic - Direct,SC,Printer Promotion;30 days Free Trial - VO,2023-12-31,chinese_japanese
0068b00001TAK87AAH,Golden Kitchen R86205,R86205,active,2023-10-13,"level_3 ($10,000 to $29,999)",17226,0,226810,0,9466,15000,2023-09-11,Onboarded,2023-10-11,2023-10-11,2023-09-22,DM,NY,Printer Promotion;30 days Free Trial - VO,2023-10-10,advanced
006Uo00000AvqwzIAB,Tokyo Express R87136,R87136,active,2024-04-16,"level_low (< $10,000)",6365,0,48377,0,1811,10000,2022-11-01,Onboarded,2024-04-16,2024-04-16,2024-04-03,WeChat - Blog,NC,1 Year SMS - Free,2024-04-16,japanese
006Uo00000HUU6xIAH,LUCKY STAR CHINESE RESTAURANT R87519,R87519,active,2024-07-20,"level_3 ($10,000 to $29,999)",16469,0,40075,0,1039,0,2024-07-13,Onboarded,2024-07-20,2024-07-20,2024-07-15,WeChat - Blog,OR,1 Year SMS - Free;Jun 2024 - 50% off first 2 Full Calendar months;July 2024 CW - Gold Yuanbao,2024-07-20,advanced
006Uo000000X8ZuIAK,Green China R87309,R87309,active,,"level_3 ($10,000 to $29,999)",18058,0,130015,0,8179,10000,2023-11-02,Closed Lost,2023-12-22,,,WeChat - Ads,PA,,2024-06-18,chinese
006Uo00000K6zNdIAJ,China King R87659,R87659,active,2024-08-27,"level_low (< $10,000)",9881,0,40181,0,2186,0,2024-08-19,Onboarded,2024-08-27,2024-08-27,2024-08-20,Google,MO,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;August'24 SQL Promo - $300 Gift Card,2024-08-26,chinese
006Uo000009BeQSIA0,Hung Lung R87051,R87051,active,2024-03-13,"level_3 ($10,000 to $29,999)",29362,0,119407,0,3979,0,,Onboarded,2024-03-13,2024-03-13,2024-03-02,Client Referral - Unknown,OH,30 days Free Trial - VO;1 Year SMS - Free,2024-03-11,chinese
0068b00001T9JKsAAN,NEW CHINA HOUSE R86175,R86175,active,2023-10-05,"level_3 ($10,000 to $29,999)",29387,0,389869,0,16770,10000,2023-09-01,Onboarded,2023-10-04,2023-10-04,2023-09-15,Google,MD,Printer Promotion;50%/25%/10% 3 Month FT Discount,2023-10-03,chinese_japanese
006Uo00000EtV38IAF,Hong Kong Restaurant R87303,R87303,active,2024-06-14,"level_3 ($10,000 to $29,999)",11138,0,69056,0,2688,10000,2022-11-01,Onboarded,2024-06-14,2024-06-14,2024-06-07,DM,IN,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free,2024-06-13,chinese
006Uo000001dT3CIAU,Asian Kitchen R86575,R86575,active,2023-12-06,"level_3 ($10,000 to $29,999)",24652,0,289249,0,7379,15000,2023-11-22,Onboarded,2023-12-03,2023-12-03,2023-11-22,Google,IL,Printer Promotion;30 days Free Trial - VO,2023-12-03,chinese_japanese
006Uo00000KGRq6IAH,Egg Roll Hut R87678,R87678,active,2024-09-01,"level_3 ($10,000 to $29,999)",16560,0,66241,0,2691,10000,,Onboarded,2024-09-01,2024-09-01,2024-08-24,SMS,TX,Printer Promotion;1 Year SMS - Free;50% off first 2 months,2024-08-31,chinese
006Uo00000KFQEnIAP,Johnny's Sub Shop R87671,R87671,active,2024-08-29,"level_2 ($30,000 to $49,999)",35286,0,90568,0,4695,0,2023-03-23,Onboarded,2024-08-29,2024-08-29,2024-08-22,Telemarketer,MD,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;August'24 SQL Promo - $300 Gift Card,2024-08-28,advanced
006Uo000008tnoJIAQ,China Chinese Restaurant + VP R87028,R87028,active,2024-03-21,"level_3 ($10,000 to $29,999)",16620,0,144590,0,4777,10000,2024-02-26,Onboarded,2024-03-19,2024-03-19,2024-02-28,DM,NE,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;Feb 2024 SQL - Massager,2024-03-18,chinese
0068b00001T1vP9AAJ,Jade Dragon R86359,R86359,active,2023-11-12,"level_1 ($50,000 to $99,999)",55954,0,693829,0,22613,10000,2022-11-01,Onboarded,2023-11-08,2023-11-08,2023-10-26,SMS;DM,NJ,Printer Promotion;30 days Free Trial - VO,2023-11-07,chinese
006Uo00000GO3WbIAL,Kam's Chop Suey R87387,R87387,active,2024-07-10,"level_3 ($10,000 to $29,999)",14356,0,84221,0,3789,10000,2024-04-16,Onboarded,2024-07-10,2024-07-10,2024-07-03,WeChat - Ads,IL,1 Year SMS - Free;Jun 2024 SQL - Mini Fridge;Jun 2024 - 50% off first 2 Full Calendar months,2024-07-09,chinese
006Uo000006YAxbIAG,Lucky Express R86868,R86868,active,2024-02-08,"level_low (< $10,000)",2903,0,26801,0,1307,0,2022-11-01,Onboarded,2024-02-06,2024-02-06,2024-01-21,DM,MD,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;$1500 Statement Credit,2024-02-05,advanced
006Uo00000I9eQUIAZ,Jade Garden R87626,R87626,active,2024-08-19,"level_3 ($10,000 to $29,999)",25569,0,75856,0,2389,0,2022-11-23,Onboarded,2024-08-19,2024-08-19,2024-08-13,Hiring Post,NY,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;August'24 SQL Promo - $200 Gift Card,2024-08-18,chinese
006Uo00000NB8rUIAT,TERIYAKI AND SUSHI R87808,R87808,active,2024-10-12,"level_low (< $10,000)",3208,0,10267,0,544,10000,2024-10-08,Onboarded,2024-10-12,2024-10-12,2024-10-08,SMS,NY,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;Oct'24 - $200 SQL Red Envelope,2024-10-11,chinese_japanese
006Uo00000QSR1WIAX,CHINA WOK R82108,R82108,active,2024-11-30,"level_3 ($10,000 to $29,999)",24661,0,138924,0,4182,0,2024-11-22,Onboarded,2024-11-30,2024-11-30,2024-11-22,DM,FL,Printer Promotion;30 days Free Trial - VO;Nov’24 - iPhone CW Promo,2024-11-29,chinese
006Uo00000HFMeLIAX,Great Wall R87508,R87508,active,2024-07-23,"level_3 ($10,000 to $29,999)",13644,0,70947,0,2646,10000,2024-07-11,Onboarded,2024-07-23,2024-07-23,2024-07-11,DM,IN,30 days Free Trial - VO;1 Year SMS - Free;July 2024 CW - Gold Yuanbao,2024-07-22,chinese
