Restaurants Unique Code,Restaurants GMV Level,Restaurants Phone number,Restaurants Status,Restaurants Address,Restaurants City,Restaurants Country,Restaurants Region,Restaurants State,Restaurants Zip Code,Restaurants Type of Cuisine,Restaurant churn risk scores Churn Risk Probablity,Restaurants Opearting Timezone,Restaurants Is Coupon Available,Restaurants Client Level,Restaurants Database Status,Restaurants Is Delivery Platform Service Enabled,Restaurants Is DE SMS Opted In,Restaurants Is GreenDot Enabled,Restaurants Is SMS Opted In,Restaurants Is SMS to Customer Enabled,Restaurants Is Wonders Pay Feature Enabled,Restaurants Promotions,Restaurants GMV Voice Platform Sales,Restaurants GMV Online Sales,Restaurants Number of Orders Voice Platform Sales,Restaurants Number of Orders Online Sales,Restaurants Number of Restaurants
R82092,"level_2 ($30,000 to $49,999)",6148339955,active,6410 Winchester Blvd,Canal Winchester,United States,Midwest,OH,43110,chinese,0,ET,FALSE,level_3,open,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,1293383,0,47460,0,1
R81717,"level_2 ($30,000 to $49,999)",5852662228,active,1222 Norton St,Rochester,United States,Northeast,NY,14621,unknown,0.01,ET,FALSE,level_2,open,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,1288176,0,54133,0,1
R82329,"level_2 ($30,000 to $49,999)",3027988868,active,2089 Philadelphia Pike,Claymont,United States,Northeast,DE,19703,chinese,0,ET,TRUE,level_2,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1287251,0,51925,0,1
R88283,"level_3 ($10,000 to $29,999)",2164210450,active,7901 Euclid Ave,Cleveland,United States,Midwest,OH,44103,unknown,0.05,ET,FALSE,level_2,open,TRUE,NA,FALSE,NA,FALSE,FALSE,NA,1286209,0,77904,0,1
R88955,"level_2 ($30,000 to $49,999)",2123488889,active,2 W 111 Street,New York,United States,Northeast,NY,10026,unknown,0,ET,TRUE,level_2,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1282959,0,70248,0,1
R88366,"level_3 ($10,000 to $29,999)",3027659888,active,2922 North Market St,Wilmington,United States,Northeast,DE,19802,unknown,0.01,ET,TRUE,level_2,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1281696,0,68164,0,1
R81155,"level_3 ($10,000 to $29,999)",3526299969,active,"3435 N. Avenue, Suite 202",Ocala,United States,Southeast,FL,34475,unknown,0.01,ET,FALSE,level_3,open,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,1280925,0,61220,0,1
R88798,"level_3 ($10,000 to $29,999)",5137612328,active,8343 Vine St,Cincinnati,United States,Midwest,OH,45216,unknown,0.02,ET,TRUE,level_2,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1280145,0,60068,0,1
R88398,"level_3 ($10,000 to $29,999)",9733899918,active,465 Union Ave,Paterson,United States,Northeast,NJ,07522,unknown,0.3,ET,TRUE,level_2,open,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,1277466,0,62950,0,1
R81977,"level_2 ($30,000 to $49,999)",3866688666,active,14N Charles Richard Beall Blvd,Debary,United States,Southeast,FL,32713,chinese,0,ET,FALSE,level_3,open,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,1276285,0,52895,0,1
R81308,"level_3 ($10,000 to $29,999)",8124221260,active,4579 University Dr,Evansville,United States,Midwest,IN,47712,unknown,0.03,CT,FALSE,level_3,open,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,1275023,0,53729,0,1
R88879,"level_2 ($30,000 to $49,999)",2122818898,active,3371 Broadway,Manhattan,United States,Northeast,NY,10031,unknown,0,ET,TRUE,level_2,open,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,1274262,83430,72889,3745,1
R88201,"level_3 ($10,000 to $29,999)",2012001090,active,497 Martin Luther King Dr,Jersey City,United States,Northeast,NJ,07304,unknown,0.02,ET,TRUE,level_1,open,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1272498,0,82193,0,1
R88617,"level_3 ($10,000 to $29,999)",9122329166,active,3810 Montgomery St,Savannah,United States,Southeast,GA,31405,unknown,0.03,ET,FALSE,level_3,open,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,None,1271790,13089,79086,496,1
R81633,"level_2 ($30,000 to $49,999)",5732218288,active,204A Steamboat Bend Shopping Center,Hannibal,United States,Midwest,MO,63401,unknown,0.04,CT,FALSE,level_2,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1267160,0,47985,0,1
R83731,"level_1 ($50,000 to $99,999)",8453540802,active,120 W. Ramapo Rd,Garnerville,United States,Northeast,NY,10923,chinese,0.03,ET,TRUE,level_2,open,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1266588,0,45937,0,1
R88607,"level_3 ($10,000 to $29,999)",7187844989,active,44-20 48 Avenue,Woodside,United States,Northeast,NY,11377,unknown,0.06,ET,FALSE,level_2,open,FALSE,NA,FALSE,NA,FALSE,TRUE,NA,1265900,0,69440,0,1
R81709,"level_2 ($30,000 to $49,999)",6183773333,active,133 East Bethalto Dr,Bethalto,United States,Midwest,IL,62010,unknown,0.06,CT,TRUE,level_3,open,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,1265709,0,42759,0,1
R88899,"level_3 ($10,000 to $29,999)",3099445558,active,1225 S Oakwood Ave,Geneseo,United States,Midwest,IL,61254,unknown,0.03,CT,FALSE,level_3,open,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,None,1265322,0,48145,0,1
R88323,"level_3 ($10,000 to $29,999)",5743898888,active,2501 S Nappanee St. Suite B,Elkhart,United States,Midwest,IN,46517,unknown,0.02,ET,FALSE,level_3,open,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,1262788,0,56278,0,1
R81182,"level_3 ($10,000 to $29,999)",8047582266,active,126 General Puller Hwy G,Saluda,United States,Southeast,VA,23149,unknown,0.05,ET,FALSE,level_3,open,FALSE,NA,TRUE,NA,FALSE,FALSE,NA,1262590,0,47546,0,1
R88358,"level_3 ($10,000 to $29,999)",2018674222,active,2608 Paterson Plank Rd,North Bergen,United States,Northeast,NJ,07047,unknown,0.03,ET,TRUE,level_2,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1254894,0,65320,0,1
R81656,"level_2 ($30,000 to $49,999)",8038025388,active,3150 Hwy 21,Fort Mill,United States,Southeast,SC,29715,unknown,0.03,ET,TRUE,level_3,open,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,None,1253289,0,53356,0,1
R88563,"level_2 ($30,000 to $49,999)",0000000000,canceled,8939 E. 38 St,Indianapolis,United States,Midwest,IN,46226,unknown,0.69,ET,TRUE,level_2,reject,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,1248435,19,66044,1,1
R82378,"level_2 ($30,000 to $49,999)",7187926868,active,1520 Metropolitan Ave,Bronx,United States,Northeast,NY,10462,chinese,0.03,ET,TRUE,level_2,open,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,1247485,0,67065,0,1
R82523,"level_2 ($30,000 to $49,999)",5134818686,active,4103 N Bend Rd,Cincinnati,United States,Midwest,OH,45211,chinese,0,ET,TRUE,level_2,open,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,1247067,0,46609,0,1
R82376,"level_2 ($30,000 to $49,999)",3056400331,active,10739 NW 58th St,Miami,United States,Southeast,FL,33178,chinese,0,ET,TRUE,level_3,open,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,1246245,0,42488,0,1
R81885,"level_2 ($30,000 to $49,999)",7048966576,active,20121-D North Main St,Cornelius,United States,Southeast,NC,28031,chinese,0,ET,FALSE,level_3,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1243387,0,53925,0,1
R88251,"level_3 ($10,000 to $29,999)",3309080986,active,500 W Aurora Rd,Sagamore Hills,United States,Midwest,OH,44067,unknown,0.1,ET,TRUE,level_3,open,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,1242353,165,61387,11,1
R82716,"level_1 ($50,000 to $99,999)",8634210333,active,468 US Hwy 17-92 N,Haines City,United States,Southeast,FL,33844,advanced,0.07,ET,FALSE,level_2,open,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,1242010,0,47526,0,1
R81207,"level_3 ($10,000 to $29,999)",8124226699,active,501 N Main St,Evansville,United States,Midwest,IN,47711,unknown,0.02,CT,TRUE,level_2,open,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1240861,0,50665,0,1
R82776,"level_2 ($30,000 to $49,999)",3052518188,active,20234 Old Cutler Rd,Miami,United States,Southeast,FL,33189,chinese,0,ET,FALSE,level_3,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1240396,0,42090,0,1
R81526,"level_2 ($30,000 to $49,999)",7186223416,active,1367 Fulton St,Brooklyn,United States,Northeast,NY,11216,unknown,0,ET,TRUE,level_2,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1238825,0,58162,0,1
R81561,"level_2 ($30,000 to $49,999)",6075627070,active,84 Canal St,Big Flats,United States,Northeast,NY,14814,unknown,0,ET,FALSE,level_3,open,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,1235642,0,42411,0,1
R82063,"level_2 ($30,000 to $49,999)",9082896807,active,104-106 W Jersey St,Elizabeth,United States,Northeast,NJ,07202,chinese,0.01,ET,TRUE,level_2,open,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,1233644,0,51580,0,1
R88967,"level_3 ($10,000 to $29,999)",5616192028,active,638 Belvedere Rd,West Palm Beach,United States,Southeast,FL,33405,unknown,0.02,ET,FALSE,level_3,open,TRUE,NA,FALSE,NA,FALSE,FALSE,NA,1233316,0,53934,0,1
R82335,"level_2 ($30,000 to $49,999)",3172959598,active,5612 Georgetown Rd,Indianapolis,United States,Midwest,IN,46254,chinese,0,ET,FALSE,level_2,open,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1231234,0,53526,0,1
R88932,"level_3 ($10,000 to $29,999)",8138760033,active,1900 W. DR. Martin Luther King Blvd,Tampa,United States,Southeast,FL,33607,unknown,0,ET,TRUE,level_3,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1230180,0,56493,0,1
R81035,"level_3 ($10,000 to $29,999)",4402325911,active,87B Northfield Rd,Bedford,United States,Midwest,OH,44146,unknown,0,ET,FALSE,level_2,open,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,1228745,0,56278,0,1
R81887,"level_2 ($30,000 to $49,999)",6169971688,active,1151 West Randall St,Coopersville,United States,Midwest,MI,49404,chinese,0.05,ET,TRUE,level_3,open,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1227488,0,44863,0,1
R81338,"level_3 ($10,000 to $29,999)",7185288886,active,224-01 Merrick Blvd,Laurelton,United States,Northeast,NY,11413,unknown,0.01,ET,TRUE,level_3,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1226474,0,67039,0,1
R88632,"level_3 ($10,000 to $29,999)",3056985400,active,3116 W 76th Street,Hialeah,United States,Southeast,FL,33018,unknown,0.04,ET,FALSE,level_2,open,FALSE,NA,FALSE,NA,FALSE,TRUE,NA,1218590,27069,40946,863,1
R81052,"level_2 ($30,000 to $49,999)",2129420927,active,666 W. 204th Street,New York,United States,Northeast,NY,10034,chinese,0.01,ET,FALSE,level_2,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1214698,0,56757,0,1
R88502,"level_3 ($10,000 to $29,999)",9084868738,active,714  West St,Georges Ave,United States,Northeast,NJ,07036,unknown,0.05,ET,TRUE,level_2,open,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,1213566,0,57732,0,1
R81981,"level_2 ($30,000 to $49,999)",2153387681,active,8743 Frankford Ave,Philadelphia,United States,Northeast,PA,19136,unknown,0.01,ET,TRUE,level_2,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1209500,0,53581,0,1
R88939,"level_3 ($10,000 to $29,999)",2626376886,active,2400 Rapids Dr,Racine,United States,Midwest,WI,53404,unknown,0.01,CT,FALSE,level_3,open,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,None,1208644,0,42651,0,1
R81629,"level_2 ($30,000 to $49,999)",4402853814,active,425 Water St,Chardon,United States,Midwest,OH,44024,unknown,0.02,ET,FALSE,level_3,open,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,1207560,0,42675,0,1
R88761,"level_3 ($10,000 to $29,999)",7183642504,active,2461 University Ave,Bronx,United States,Northeast,NY,10468,unknown,0.01,ET,FALSE,level_2,open,FALSE,NA,FALSE,NA,FALSE,FALSE,None,1206647,0,66188,0,1
R82655,"level_2 ($30,000 to $49,999)",5205680288,active,20928 N John Wayne Pkwy,Maricopa,United States,Southwest,AZ,85139,chinese,0,PT,FALSE,level_3,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1205730,0,33763,0,1
R88979,"level_3 ($10,000 to $29,999)",6077862165,active,1001 North St Ste. 10,Endicott,United States,Northeast,NY,13760,unknown,0.01,ET,FALSE,level_2,open,FALSE,NA,TRUE,NA,FALSE,FALSE,NA,1202740,0,52517,0,1
R88671,"level_3 ($10,000 to $29,999)",9736756726,active,49 Central Ave,Orange,United States,Northeast,NJ,07050,unknown,0.02,ET,TRUE,level_2,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1201090,0,60367,0,1
R81296,"level_3 ($10,000 to $29,999)",5869499777,active,21960 23 Mile Rd,Macomb,United States,Midwest,MI,48042,unknown,0.01,ET,FALSE,level_3,open,FALSE,NA,TRUE,NA,FALSE,FALSE,NA,1197372,0,45015,0,1
R81357,"level_3 ($10,000 to $29,999)",3527487999,active,"5806 Seven Mile Dr, Suite #103",Wildwood,United States,Southeast,FL,34785,unknown,0.01,ET,TRUE,level_3,open,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,1192962,0,45792,1,1
R81621,"level_2 ($30,000 to $49,999)",6318420853,active,1708 Sunrise Highway,Copiague,United States,Northeast,NY,11726,unknown,0.01,ET,TRUE,level_2,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1192716,0,52141,0,1
R83673,"level_1 ($50,000 to $99,999)",3133411700,active,13337 W Mcnichols Rd,Detroit,United States,Midwest,MI,48235,chinese,0.07,ET,FALSE,level_3,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1192117,0,55253,0,1
R82089,"level_2 ($30,000 to $49,999)",6148242400,active,1537 West Broad St,Columbus,United States,Midwest,OH,43222,chinese,0.01,ET,FALSE,level_3,open,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,1190507,0,57914,0,1
R82907,"level_2 ($30,000 to $49,999)",5706685588,active,39 Center St,Tamaqua,United States,Northeast,PA,18252,chinese_japanese,0,ET,FALSE,level_3,open,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1188741,0,38270,0,1
R88882,"level_3 ($10,000 to $29,999)",4145716481,active,2941 S Chicago Ave,South Milwaukee,United States,Midwest,WI,53172,unknown,0.02,CT,FALSE,level_3,open,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,NA,1186606,0,42450,0,1
R88368,"level_3 ($10,000 to $29,999)",4104268888,active,6604 Belair Rd,Baltimore,United States,Northeast,MD,21206,unknown,0.01,ET,TRUE,level_2,open,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,1185387,0,61939,0,1
R88793,"level_3 ($10,000 to $29,999)",5152621999,suspended,1246 E 14th St,Des Moines,United States,Midwest,IA,50316,unknown,0.79,CT,TRUE,level_3,suspended,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,1184647,0,42310,0,1
R81051,"level_3 ($10,000 to $29,999)",9737425722,active,500 Broardway,Paterson,United States,Northeast,NJ,07514,unknown,0.01,ET,TRUE,level_2,open,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,1184541,13557,58712,537,1
R88618,"level_3 ($10,000 to $29,999)",7189936541,active,320 Cypress Ave,Bronx,United States,Northeast,NY,10454,unknown,0,ET,TRUE,level_2,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1184305,0,69210,0,1
R81706,"level_2 ($30,000 to $49,999)",3143617500,active,5435 Dr Martin Luther King Dr.,St Louis,United States,Midwest,MO,63112,unknown,0.01,CT,TRUE,level_3,open,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1178059,0,56155,0,1
R88779,"level_3 ($10,000 to $29,999)",5137292268,active,1607 Galbraith Rd,Cincinnati,United States,Midwest,OH,45239,chinese,0.01,ET,TRUE,level_2,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1176776,0,53646,0,1
R88786,"level_3 ($10,000 to $29,999)",7188765666,active,1068 Castleton Ave,Staten Island,United States,Northeast,NY,10310,unknown,0.01,ET,TRUE,level_2,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1176635,0,60099,0,1
R88298,"level_1 ($50,000 to $99,999)",0000000000,canceled,505-507 N Main St,Elmira,United States,Northeast,NY,14901,unknown,0.82,ET,FALSE,level_3,reject,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,1175926,0,60352,0,1
R83603,"level_1 ($50,000 to $99,999)",8564568338,active,700 Crescent Blvd,Brooklawn,United States,Northeast,NJ,08030,chinese,0.01,ET,TRUE,level_3,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1174289,0,47874,0,1
R81767,"level_2 ($30,000 to $49,999)",4054478880,active,110 24th Ave SW,Norman,United States,Southwest,OK,73069,unknown,0.01,CT,TRUE,level_2,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1174023,0,51415,0,1
R81892,"level_2 ($30,000 to $49,999)",8432920090,active,China King,Florence,United States,Southeast,SC,29501,chinese,0.01,ET,TRUE,level_3,open,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,1173413,0,54387,0,1
R88935,"level_3 ($10,000 to $29,999)",7185480374,active,"145 W. Kingsbridge Road,",Bronx,United States,Northeast,NY,10468,unknown,0.05,ET,TRUE,level_2,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1172618,0,63915,0,1
R82923,"level_2 ($30,000 to $49,999)",3526667399,active,14239 Powell Rd,Spring Hill,United States,Southeast,FL,34609,chinese,0,ET,TRUE,level_3,open,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1168670,0,37870,0,1
R88721,"level_3 ($10,000 to $29,999)",7033306998,active,9125 Andrew Drive,Manassas Park,United States,Southeast,VA,20111,unknown,0.01,ET,TRUE,level_3,open,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,None,1168462,0,42145,0,1
R81569,"level_2 ($30,000 to $49,999)",6013723100,active,505 Town Center Blvd,Byram,United States,Southeast,MS,39272,unknown,0.01,CT,FALSE,level_3,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1166008,0,58340,0,1
R83773,"level_1 ($50,000 to $99,999)",4345723111,active,1026 Bill Tuck Hwy,South Boston,United States,Southeast,VA,24592,chinese,0.01,ET,FALSE,level_3,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1165835,0,55316,0,1
R88155,"level_2 ($30,000 to $49,999)",7182994916,active,1784 Jerome Ave,Bronx,United States,Northeast,NY,10453,unknown,0.07,ET,TRUE,level_1,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1163092,0,63876,0,1
R81712,"level_2 ($30,000 to $49,999)",4109983655,active,9762 Groffs Mill Drive,Owings Mills,United States,Northeast,MD,21117,unknown,0,ET,FALSE,level_3,open,FALSE,NA,TRUE,NA,FALSE,FALSE,NA,1162692,0,59194,0,1
R88596,"level_3 ($10,000 to $29,999)",9089640406,active,1774 Burnet Ave,Union,United States,Northeast,NJ,07083,unknown,0.01,ET,FALSE,level_3,open,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,1161444,25371,59413,1136,1
R81597,"level_2 ($30,000 to $49,999)",8033918888,active,1935 Broad River Rd,Columbia,United States,Southeast,SC,29210,unknown,0.01,ET,FALSE,level_3,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1160200,0,48177,0,1
R88702,"level_2 ($30,000 to $49,999)",2025458890,active,5427 5Th St,Washington,United States,Southeast,DC,20011,advanced,0.05,ET,TRUE,level_1,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1158467,0,51060,0,1
R81358,"level_3 ($10,000 to $29,999)",2122224246,active,2076 8th Ave,New York,United States,Northeast,NY,10026,unknown,0.03,ET,TRUE,level_2,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1155416,0,66327,0,1
R81602,"level_1 ($50,000 to $99,999)",7187087726,canceled,670 E 233rd St,Bronx,United States,Northeast,NY,10466,unknown,0.7,ET,TRUE,level_2,closed,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,1153370,0,60451,0,1
R81277,"level_3 ($10,000 to $29,999)",6085269797,active,515 Amy Drive,Holmen,United States,Midwest,WI,54636,unknown,0.05,CT,FALSE,level_3,open,FALSE,NA,TRUE,NA,FALSE,FALSE,NA,1151707,0,46877,0,1
R81623,"level_2 ($30,000 to $49,999)",5707353888,active,175 S Market St,Nanticoke,United States,Northeast,PA,18634,unknown,0,ET,TRUE,level_3,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1148434,0,44109,0,1
R81677,"level_2 ($30,000 to $49,999)",6108744850,active,1500 W 9 St,Chester,United States,Northeast,PA,19013,unknown,0,ET,TRUE,level_2,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1147973,0,55545,0,1
R81321,"level_3 ($10,000 to $29,999)",8566610212,active,39 S. Centre St,Merchantville,United States,Northeast,NJ,08109,unknown,0.01,ET,TRUE,level_2,open,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,1146337,0,42301,0,1
R82881,"level_2 ($30,000 to $49,999)",3156526677,active,8075 Oswego Road,Liverpool,United States,Northeast,NY,13090,chinese,0,ET,FALSE,level_3,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1144124,0,39175,0,1
R82303,"level_2 ($30,000 to $49,999)",7727788829,active,5220 US Hwy 1,Vero Beach,United States,Southeast,FL,32967,unknown,0.04,ET,TRUE,level_3,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1141805,0,54685,0,1
R88903,"level_3 ($10,000 to $29,999)",7634209888,active,13631 Grove Dr,Maple Grove,United States,Midwest,MN,55311,unknown,0.08,CT,FALSE,level_2,open,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1 Year SMS - Free,1141566,0,37986,0,1
R82507,"level_2 ($30,000 to $49,999)",7043948821,active,9115 Samlen Ln,Charlotte,United States,Southeast,NC,28214,chinese,0.03,ET,TRUE,level_3,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1140403,0,47499,0,1
R88765,"level_2 ($30,000 to $49,999)",7183872200,active,103 Graham Ave,Brooklyn,United States,Northeast,NY,11206,unknown,0,ET,TRUE,level_2,open,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1136097,0,64321,0,1
R88831,"level_3 ($10,000 to $29,999)",4403283333,active,478 N Abbe Road,Elyria,United States,Midwest,OH,44035,unknown,0.02,ET,TRUE,level_2,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1135246,0,56628,0,1
R88917,"level_3 ($10,000 to $29,999)",6464764448,active,1516 Amsterdam Ave,New York,United States,Northeast,NY,10031,unknown,0.02,ET,TRUE,level_2,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1134135,0,68858,0,1
R81383,"level_2 ($30,000 to $49,999)",7189778260,active,116-36 Springfield Blvd,Cambria Heights,United States,Northeast,NY,11411,unknown,0.02,ET,TRUE,level_2,open,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,1133146,0,57881,0,1
R81605,"level_2 ($30,000 to $49,999)",7022551888,active,3545 S. Fort Apache Rd,Las Vegas,United States,West,NV,89147,unknown,0.02,PT,FALSE,level_3,open,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1131138,0,37343,0,1
R83708,"level_1 ($50,000 to $99,999)",5703410300,active,1031 S Washington Ave,Scranton,United States,Northeast,PA,18505,chinese,0.09,ET,FALSE,level_3,open,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,1128113,0,49134,0,1
R88808,"level_3 ($10,000 to $29,999)",5707143480,active,506 Main Street,Edwardsville,United States,Northeast,PA,18704,unknown,0.03,ET,TRUE,level_3,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1127353,0,42237,2,1
R82855,"level_2 ($30,000 to $49,999)",9417508833,active,1783 Lakewood Ranch Blvd,Bradenton,United States,Southeast,FL,34211,chinese,0,ET,TRUE,level_3,open,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,1126908,0,32885,0,1
R81225,"level_3 ($10,000 to $29,999)",4104862878,active,106 Reisterstown Rd,Pikesville,United States,Northeast,MD,21208,unknown,0.03,ET,TRUE,level_3,open,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,1126483,0,46588,0,1
R81152,"level_3 ($10,000 to $29,999)",9709843298,canceled,820 Castle Valley Blvd,New Castle,United States,West,CO,81647,unknown,0.69,MT,FALSE,level_3,closed,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,1123819,0,30842,0,1
R81963,"level_2 ($30,000 to $49,999)",5706228888,active,118-120 East Norwegian St,Pottsville,United States,Northeast,PA,17901,chinese,0,ET,FALSE,level_3,open,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1122949,0,38243,0,1
R81535,"level_3 ($10,000 to $29,999)",6103951855,active,4783 Tilghman St,Allentown,United States,Northeast,PA,18104,unknown,0.01,ET,FALSE,level_3,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,None,1122710,0,45665,0,1
R82782,"level_2 ($30,000 to $49,999)",8568741111,active,2999 E Evesham Rd,Voorhees,United States,Northeast,NJ,08043,chinese,0,ET,TRUE,level_3,open,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1121458,0,35324,0,1
R83987,"level_1 ($50,000 to $99,999)",9737438282,active,2 Bloomfield Ave.,Bloomfield,United States,Northeast,NJ,07003,chinese,0.02,ET,FALSE,level_3,open,FALSE,NA,FALSE,NA,FALSE,FALSE,Printer Promotion;5 Months Full Time Discount,1115573,0,46069,0,1
R88951,"level_3 ($10,000 to $29,999)",3525965968,active,4337 Commercial Way,Spring Hill,United States,Southeast,FL,34606,unknown,0.01,ET,FALSE,level_3,open,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,1113680,0,49952,0,1
R81685,"level_2 ($30,000 to $49,999)",9104251393,active,1738 Bingham Dr,Fayetteville,United States,Southeast,NC,28304,unknown,0.02,ET,FALSE,level_3,open,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,1113144,0,51366,0,1
R88605,"level_3 ($10,000 to $29,999)",2162263434,active,14867 Detroit Ave,Lakewood,United States,Midwest,OH,44107,unknown,0.05,ET,TRUE,level_3,open,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,None,1112232,0,58095,0,1
R81781,"level_2 ($30,000 to $49,999)",8165258868,active,305 NE Todd George Pkwy,Lee's Summit,United States,Midwest,MO,64086,unknown,0.02,CT,TRUE,level_3,open,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,1111176,0,38890,0,1
