"Lead ID","Lead Source","Lead Category","Lead Channel","Created By","Lead Owner","Mobile - Primary","Business Phone","First Name","Last Name","Company / Account","Menu Type","State/Province (text only)","Country (text only)","Latest Re-engaged Date","Latest Campaign","Created Date","WeChat External Id","Lead Status","Lead Stage","Unqualified Reason","Rejected Reason","Opportunity: Created Date","Opportunity ID","Opportunity: Account","Stage","Oppt Close Date","Restaurant ID"
"00QUo0000048k6c","Marketing Inbound","","DM","Janice Requina","Marketing Nurture Queue","","(905) 812-1312","","The Hakka Junction","The Hakka Junction","Chinese","ON","Canada","1/8/2024","Mkt_DM_Snowflake_2024JanV4","1/8/2024","","SDR Complete","Dead","","","","","","","",""
"00QUo0000048e64","Marketing Inbound","","DM","Janice Requina","Marketing Nurture Queue","","(519) 267-6660","","Hakka Hut","Hakka Hut","Chinese","ON","Canada","1/8/2024","Mkt_DM_Snowflake_2024JanV4","1/8/2024","","SDR Complete","Dead","","","","","","","",""
"00QUo0000048ozp","Marketing Inbound","","DM","Janice Requina","Marketing Nurture Queue","","(416) 838-9056","","YUBU","YUBU","Japanese","ON","Canada","1/8/2024","Mkt_DM_Snowflake_2024JanV4","1/8/2024","","SDR Complete","Dead","","","","","","","",""
"00QUo0000048kHy","Marketing Inbound","","DM","Carlito Academia","Marketing Nurture Queue","","(760) 585-2226","","Hooked on Poke","Hooked on Poke","Japanese","CA","United States","1/8/2024","Mkt_DM_Snowflake_2024JanV1","1/8/2024","","SDR Complete","Dead","","","","","","","",""
"00QUo0000048olJ","Marketing Inbound","","DM","Janice Requina","Marketing Nurture Queue","","(780) 985-3989","","New Shanghai Restaurant","New Shanghai Restaurant","Chinese","AB","Canada","1/8/2024","Mkt_DM_Snowflake_2024JanV4","1/8/2024","","SDR Complete","Dead","","","","","","","",""
"00QUo0000048cCI","Marketing Inbound","","DM","Lornick Quinones","Marketing Nurture Queue","","(804) 520-1393","","unknown","Nori Japan","Japanese","VA","United States","1/8/2024","Mkt_DM_Snowflake_2024JanV1","1/8/2024","","SDR Working","Not sure if Ideal Client Profile","","","","","","","",""
"00QUo0000048jLs","Marketing Inbound","","DM","Janice Requina","Marketing Nurture Queue","","(905) 239-6888","","Hakka Legend","Hakka Legend","Chinese","ON","Canada","1/8/2024","Mkt_DM_Snowflake_2024JanV4","1/8/2024","","SDR Complete","Dead","","","","","","","",""
"00QUo0000048gr0","Marketing Inbound","","DM","Janice Requina","Marketing Nurture Queue","","(905) 542-9888","","Hakka Legend","Hakka Legend","Chinese","ON","Canada","1/8/2024","Mkt_DM_Snowflake_2024JanV4","1/8/2024","","SDR Complete","Dead","","","","","","","",""
"00QUo0000048nKb","Marketing Inbound","","DM","Carlito Academia","Unqualified Lead Queue","","(334) 230-5902","","juicy seafood","juicy seafood","Chinese; Japanese; Thai","AL","United States","1/8/2024","Mkt_DM_Snowflake_2024JanV1","1/8/2024","","SDR Complete","Unqualified","Cannot Service Cuisine/Menu","","","","","","",""
"00QUo0000048nFl","Marketing Inbound","","DM","Janice Requina","Marketing Nurture Queue","","(289) 389-5234","","Aichi Japan","Aichi Japan","Japanese","ON","Canada","1/8/2024","Mkt_DM_Snowflake_2024JanV5","1/8/2024","","SDR Complete","Dead","","","","","","","",""
"00QUo0000048jNT","Marketing Inbound","","DM","Janice Requina","Marketing Nurture Queue","","(416) 609-2442","","Ichiban Sushi","Ichiban Sushi","Japanese","ON","Canada","1/8/2024","Mkt_DM_Snowflake_2024JanV5","1/8/2024","","SDR Complete","Dead","","","","","","","",""
"00QUo0000048jFP","Marketing Inbound","","DM","Lornick Quinones","Marketing Nurture Queue","","(831) 426-5664","","Unknown","Charlie Hong Kong","Chinese; Thai","CA","United States","1/8/2024","Mkt_DM_Snowflake_2024JanV1","1/8/2024","","SDR Complete","Dead","","","","","","","",""
"00QUo0000048iuQ","Marketing Inbound","","DM","Janice Requina","Unqualified Lead Queue","","(519) 972-2726","","Eatery101 at St. Clair College","Eatery101 at St. Clair College","Cajun","ON","Canada","1/8/2024","Mkt_DM_Snowflake_2024JanV5","1/8/2024","","SDR Complete","Unqualified","Not a Restaurant","","","","","","",""
"00QUo0000048kuc","Marketing Inbound","","DM","Carlito Academia","Marketing Nurture Queue","","(208) 466-9099","","City Buffet","City Buffet","Chinese","ID","United States","1/8/2024","Mkt_DM_Snowflake_2024JanV1","1/8/2024","","SDR Complete","Dead","","","","","","","",""
"00QUo0000048kg5","Marketing Inbound","","DM","Janice Requina","Marketing Nurture Queue","","(780) 458-7755","","Wok House","Wok House","Chinese","AB","Canada","1/8/2024","Mkt_DM_Snowflake_2024JanV5","1/8/2024","","SDR Complete","Dead","","","","","","","",""
"00QUo0000048hru","Marketing Inbound","","DM","Janice Requina","Marketing Nurture Queue","","(604) 855-0686","","Sui Sha Ya Japanese Restaurant","Sui Sha Ya Japanese Restaurant","Japanese","BC","Canada","1/8/2024","Mkt_DM_Snowflake_2024JanV5","1/8/2024","","SDR Complete","Dead","","","","","","","",""
"00QUo0000048brK","Marketing Inbound","Inbound","DM","Goh EeLin","Sam Liang","(207) 650-0338","","Cuong Ly","李强","日餐堂食外卖店","Chinese","NY","United States","","","1/8/2024","","Converted","","","","1/8/2024","006Uo000005hhwX","日餐堂食外卖店","Discovery/Demo","3/7/2024",""
"00QUo0000048cYu","Marketing Inbound","","DM","Janice Requina","Marketing Nurture Queue","","(604) 247-2682","","Kizami Japanese Cuisine","Kizami Japanese Cuisine","Japanese","BC","Canada","1/8/2024","Mkt_DM_Snowflake_2024JanV5","1/8/2024","","SDR Complete","Dead","","","","","","","",""
"00QUo0000048dt9","Marketing Inbound","","DM","Lornick Quinones","Marketing Nurture Queue","(864) 201-9743","","","Unknown","MoMo's Sushi & More","Japanese","SC","United States","1/8/2024","Mkt_DM_Snowflake_2024JanV1","1/8/2024","","SDR Complete","Dead","","","","","","","",""
"00QUo0000048gnm","Marketing Inbound","","DM","Janice Requina","Marketing Nurture Queue","","(604) 937-5944","","Sun Star Restaurant","Sun Star Restaurant","Chinese","BC","Canada","1/8/2024","Mkt_DM_Snowflake_2024JanV6","1/8/2024","","SDR Complete","Dead","","","","","","","",""
"00QUo0000048eR0","Marketing Inbound","","DM","Carlito Academia","Marketing Nurture Queue","","(786) 587-2625","","Artisan Express","Artisan Express","Chinese; Japanese","FL","United States","1/8/2024","Mkt_DM_Snowflake_2024JanV1","1/8/2024","","SDR Complete","Dead","","","","","","","",""
"00QUo0000048gFu","Marketing Inbound","","DM","Carlito Academia","Marketing Nurture Queue","","(407) 412-5720","","Way 2 Go Thai & Sushi","Way 2 Go Thai & Sushi","Japanese; Thai","FL","United States","1/8/2024","Mkt_DM_Snowflake_2024JanV1","1/8/2024","","SDR Complete","Dead","","","","","","","",""
"00QUo0000048cU1","Marketing Inbound","","DM","Carlito Academia","Unqualified Lead Queue","","(888) 469-9980","","My Fish Stop","My Fish Stop","Cajun","CA","United States","1/8/2024","Mkt_DM_Snowflake_2024JanV1","1/8/2024","","SDR Complete","Unqualified","Not a Restaurant","","","","","","",""
"00QUo0000047vtj","Marketing Inbound","Inbound","DM","Goh EeLin","Sam Liang","(416) 720-2609","","","MICHELL","Wok Express","Chinese","NY","United States","","","1/8/2024","","Converted","","","","1/8/2024","006Uo000005fUth","Wok Express","Discovery/Demo","3/1/2024",""
"00QUo0000044nvu","Marketing Inbound","","DM","JotForm Integration User","Marketing Nurture Queue","(626) 464-2463","","","張杰","Unknown","Chinese","CA","United States","1/7/2024","Mkt_DM_Snowflake_2024JanV1","1/7/2024","","SDR Complete","Dead","","","","","","","",""
"00QUo0000044ktB","Marketing Inbound","Inbound","DM; Organic - Direct","JotForm Integration User","Jessica Wang","(215) 316-3803","(908) 437-1388","","Ms.柳","CHINA III R86816","Chinese","NJ","United States","1/7/2024","Mkt_DM_Snowflake_2024JanV1","1/7/2024","","Converted","","","","1/9/2024","006Uo000005m1bd","CHINA III R86816","Onboarded","1/24/2024","R86816"
"00QUo0000044Wzw","Marketing Inbound","Inbound","DM","Goh EeLin","Sam Liang","(831) 419-8588","","","冯老板","Unknown","Chinese","CA","United States","1/8/2024","Mkt_DM_Snowflake_2024JanUS","1/7/2024","","Converted","","","","1/10/2024","006Uo000005rNlD","Unknown","Closed Lost","2/5/2024",""
"00QUo0000044Q88","Marketing Inbound","","DM","JotForm Integration User","Marketing Nurture Queue","(501) 515-4898","","","Sally","Unknown","Chinese","VA","United States","1/7/2024","Mkt_DM_Snowflake_2024JanV1","1/7/2024","","SDR Complete","Dead","","","","","","","",""
"00QUo0000041Ia8","Marketing Inbound","Inbound","DM","JotForm Integration User","Ailin Li","(347) 759-3931","(919) 751-8600","","翁","Great Wall","Chinese","NC","United States","1/6/2024","Mkt_DM_Snowflake_2024JanV1","1/6/2024","","Converted","","","","1/22/2024","006Uo000006icZD","Great Wall","Discovery/Demo","2/21/2024",""
"00QUo0000041AMR","Marketing Inbound","Inbound","DM","Yannie Yap","Jessica Wang","(732) 841-8858","(732) 352-0539","","Ms.李","China Wok","Chinese","NJ","United States","","","1/6/2024","","Converted","","","","1/6/2024","006Uo000005Xu0z","China Wok","Contract Sent","3/4/2024",""
"00QUo000003xlJ1","Marketing Inbound","Inbound","DM","Kelvin Teh","Marketing Nurture Queue","(425) 766-1628","(360) 261-7833","","茜茜(企台)","Taste of Sichuan","Chinese","WA","United States","1/8/2024","Mkt_DM_Snowflake_2024JanUS","1/5/2024","","AE Assigned","Rejected","","Not a decision maker","","","","","",""
"00QUo000003xafK","Marketing Inbound","Inbound","DM; SMS","Yannie Yap","Marketing Nurture Queue","(856) 571-8968","","","林老板娘","林老板娘","Chinese","NJ","United States","1/9/2024","Mkt_SMS_Internal_General","1/5/2024","","SDR Complete","Rejected","","No Interest to talk to sales","","","","","",""
"00QUo000003xUbS","Marketing Inbound","Inbound","DM","Kelvin Teh","Sam Liang","(717) 309-2460","","","Alex","NO.1 SZECHUAN CHINESE RESTAURANT 歡盛 R86801","Chinese","PA","United States","","","1/5/2024","","Converted","","","","1/5/2024","006Uo000005UIvu","NO.1 SZECHUAN CHINESE RESTAURANT 歡盛 R86801","Onboarded","1/17/2024","R86801"
"00QUo000003xFMH","Marketing Inbound","Inbound","DM","Kelvin Teh","Erica Wang","(727) 771-5968","","","刘","FL_刘老板-中餐送餐, DD","Chinese","FL","United States","","","1/5/2024","","Converted","","","","1/5/2024","006Uo000005TTGi","FL_刘老板-中餐送餐, DD","Closed Lost","1/8/2024",""
"00QUo000003wnZh","Marketing Inbound","","DM","Lornick Quinones","Unqualified Lead Queue","(126) 793-8118","(215) 941-7299","","李","Voix Kitchen Hua Du","Chinese","PA","United States","1/5/2024","Mkt_DM_Snowflake_2024JanUS","1/5/2024","","SDR Complete","Unqualified","Not a Restaurant","","","","","","",""
"00QUo000003wgtC","Marketing Inbound","","DM","Carlito Academia","Marketing Nurture Queue","(188) 520-0811","","","Spicy Hunan Kitchen","Spicy Hunan Kitchen","Chinese; Japanese","MA","United States","1/5/2024","Mkt_DM_Snowflake_2024JanUS","1/5/2024","","SDR Complete","Dead","","","","","","","",""
"00QUo000003t3Mv","Marketing Inbound","Inbound","DM","Shaoxiang Chan","Yaning Wang","(303) 638-7757","(303) 638-4617","","吴老板","Corner Poke","Japanese","CO","United States","1/5/2024","Mkt_DM_Snowflake_2024JanUS","1/4/2024","","Converted","","","","1/6/2024","006Uo000005Yx7d","Corner Poke","Discovery/Demo","2/5/2024",""
"00QUo000003splO","Marketing Inbound","Inbound","DM","Shaoxiang Chan","Yaning Wang","(515) 450-8280","(515) 292-6688","","吕老板娘","Wok N Roll","Chinese","IA","United States","1/5/2024","Mkt_DM_Snowflake_2024JanUS","1/4/2024","","Converted","","","","1/6/2024","006Uo000005Ywuj","Wok N Roll","Discovery/Demo","2/5/2024",""
"00QUo000003rYeZ","Marketing Inbound","Inbound","DM","Jessica Wang","Jessica Wang","(267) 876-6777","","","Mr.陈","Jackie Chan's R86799","Chinese","PA","United States","","","1/3/2024","","Converted","","","","1/3/2024","006Uo000005KW92","Jackie Chan's R86799","Onboarded","1/18/2024","R86799"
"00QUo000003pOL8","Marketing Inbound","","DM","JotForm Integration User","Marketing Nurture Queue","(647) 705-0800","(905) 698-0366","","Michael Lam","Hot Lobster Dim Sum","Chinese","ON","Canada","1/3/2024","Mkt_DM_Snowflake_2024JanV4","1/3/2024","","SDR Complete","Dead","","","","","","","",""
"00QUo000003pLAM","Marketing Inbound","Inbound","DM","Shaoxiang Chan","Yaning Wang","(413) 822-4668","","","林老板娘","CHOPSTICKS","Chinese","MA","United States","","","1/3/2024","","Converted","","","","1/3/2024","006Uo000005KRFl","CHOPSTICKS","Discovery/Demo","2/29/2024",""
"00QUo000003nOkG","Marketing Inbound","","DM","JotForm Integration User","Unqualified Lead Queue","(626) 927-8037","","","林","Love & Sweet","Other","CA","United States","1/3/2024","Mkt_DM_Snowflake_2024JanV1","1/3/2024","","SDR Complete","Unqualified","Lead Does Not Have Phone Ordering Business","","","","","","",""
"00QUo000003lL8z","Marketing Inbound","","DM","JotForm Integration User","Unqualified Lead Queue","(778) 863-8200","","","wo n g","Sun Star Restaurant","Chinese","BC","Canada","1/2/2024","Mkt_DM_Snowflake_2024JanV6","1/2/2024","","SDR Complete","Unqualified","Lead Does Not Have Phone Ordering Business","","","","","","",""
"00QUo000003lOTO","Marketing Inbound","Inbound","DM","JotForm Integration User","Sam Liang","(306) 480-1228","(306) 445-7404","","阿标","Dragon Palace","Chinese","SK","Canada","1/2/2024","Mkt_DM_Snowflake_2024JanV4","1/2/2024","","Converted","","","","1/4/2024","006Uo000005Nfqq","Dragon Palace","Proposal/Negotiation","3/20/2024",""
"00QUo000003l3rz","Marketing Inbound","Inbound","DM","Yannie Yap","Leon Li","(781) 325-3522","(617) 381-1887","","刘老板","刘老板","","MA","United States","","","1/2/2024","","Converted","","","","1/2/2024","006Uo000005EU8I","刘老板","Discovery/Demo","2/29/2024",""
"00QUo000003l0ne","Marketing Inbound","","DM","JotForm Integration User","Marketing Nurture Queue","(778) 707-8852","(604) 563-3988","","朱","Unknown","Chinese","BC","Canada","1/2/2024","Mkt_DM_Snowflake_2024JanV4","1/2/2024","","SDR Complete","Dead","","","","","","","",""
"00QUo000003ksoT","Marketing Inbound","","DM","JotForm Integration User","Marketing Nurture Queue","(203) 506-1379","(860) 355-2518","","林","Unknown","Chinese","CT","United States","1/2/2024","Mkt_DM_Snowflake_2024JanV1","1/2/2024","","SDR Complete","Dead","","","","","","","",""
"00QUo000003kntd","Marketing Inbound","","DM","JotForm Integration User","Marketing Nurture Queue","(647) 888-6655","","","刘德华","Unknown","Chinese","ON","Canada","1/2/2024","Mkt_DM_Snowflake_2024JanV4","1/2/2024","","SDR Complete","Dead","","","","","","","",""
"00QUo000003k7rB","Marketing Inbound","Inbound","DM","Yannie Yap","Sam Liang","(443) 722-6918","","","潘老板娘","潘老板娘","Chinese","MD","United States","","","1/2/2024","","Converted","","","","1/2/2024","006Uo000005C8Ta","潘老板娘","Discovery/Demo","3/4/2024",""
"00QUo000003gMaK","Marketing Inbound","Inbound","DM","Shaoxiang Chan","Jessica Wang","(682) 704-1980","(972) 442-3545","","周","Panda Chef R86805","Chinese","TX","United States","1/1/2024","Mkt_DM_Snowflake_2023ChristmasUSDrop1","1/1/2024","","Converted","","","","1/1/2024","006Uo0000059FL8","Panda Chef R86805","Onboarded","1/18/2024","R86805"
"00QUo000003gKNB","Marketing Inbound","","DM","Carlito Academia","Unqualified Lead Queue","","(828) 488-1240","","Yummi Yummi","Yummi Yummi","","NC","United States","1/1/2024","Mkt_DM_Snowflake_2023ChristmasV9","1/1/2024","","SDR Complete","Unqualified","Current Client","","","","","","",""
"00QUo000003gHlw","Marketing Inbound","","DM","Carlito Academia","Marketing Nurture Queue","","(978) 725-8888","","New Tokyo","New Tokyo","","NY","United States","1/1/2024","Mkt_DM_Snowflake_2023ChristmasV9","1/1/2024","","SDR Complete","Dead","","","","","","","",""
"00QUo000003gK0b","Marketing Inbound","","DM","Carlito Academia","Marketing Nurture Queue","","(410) 551-8000","","Casa Della Nonna","Casa Della Nonna","","MD","United States","1/1/2024","Mkt_DM_Snowflake_2023ChristmasV9","1/1/2024","","SDR Complete","Dead","","","","","","","",""
"00QUo000003gJsX","Marketing Inbound","","DM","Carlito Academia","Marketing Nurture Queue","","(212) 809-4604","","Terrace Fish & Chips","Terrace Fish & Chips","","NY","United States","1/1/2024","Mkt_DM_Snowflake_2023ChristmasV9","1/1/2024","","SDR Complete","Dead","","","","","","","",""
"00QUo000003gBbg","Marketing Inbound","","DM","Carlito Academia","Unqualified Lead Queue","","(718) 348-9331","","Golden China","Golden China-GOLDEN CHINA R88811","","NY","United States","1/1/2024","Mkt_DM_Snowflake_2023ChristmasV9","1/1/2024","","SDR Complete","Unqualified","Not a Restaurant","","","","","","",""
"00QUo000003gGLE","Marketing Inbound","","DM","Carlito Academia","Marketing Nurture Queue","","(360) 293-4004","","De Asian","De Asian","Japanese","WA","United States","1/1/2024","Mkt_DM_Snowflake_2023ChristmasV8","1/1/2024","","SDR Complete","Dead","","","","","","","",""
"00QUo000003gI6s","Marketing Inbound","","DM","Carlito Academia","Marketing Nurture Queue","","(778) 475-6060","","Wasabi Japanese Restaurant","Wasabi Japanese Restaurant","Japanese","BC","Canada","1/1/2024","Mkt_DM_Snowflake_2023ChristmasV6","1/1/2024","","SDR Complete","Dead","","","","","","","",""
"00QUo000003gHva","Marketing Inbound","","DM","Carlito Academia","Marketing Nurture Queue","","","","THE JUICY SEAFOOD","THE JUICY SEAFOOD","Cajun","AL","United States","1/1/2024","Mkt_DM_Snowflake_2023ChristmasV5","1/1/2024","","SDR Complete","Dead","","","","","","","",""
"00QUo000003gGwH","Marketing Inbound","","DM","Carlito Academia","Unqualified Lead Queue","","(281) 646-8000","","Kong's Crab Shack","Kong's Crab Shack","Cajun","TX","United States","1/1/2024","Mkt_DM_Snowflake_2023ChristmasV1","1/1/2024","","SDR Complete","Unqualified","Duplicate","","","","","","",""
"00QUo000003dOiI","Marketing Inbound","Inbound","DM","JotForm Integration User","Marketing Nurture Queue","(803) 290-0339","(954) 342-9287","","Shirley","Panda Wok","Chinese","FL","United States","12/31/2023","Mkt_DM_Snowflake_2023ChristmasV8","12/31/2023","","AE Assigned","Rejected","","Is ICP but Interested in DE Only","","","","","",""
"00QUo000003aUvV","Marketing Inbound","","DM","JotForm Integration User","Marketing Nurture Queue","(236) 966-3397","","","王","Unknown","Japanese","BC","Canada","12/30/2023","Mkt_DM_Snowflake_2024JanV5","12/30/2023","","SDR Complete","Dead","","","","","","","",""
"00QUo000003aKxm","Marketing Inbound","","DM","JotForm Integration User","Marketing Nurture Queue","(480) 810-5926","","","Westley","Unknown","Chinese","AZ","United States","12/30/2023","Mkt_DM_Snowflake_2024JanV1","12/30/2023","","SDR Complete","Dead","","","","","","","",""
"00QUo000003ZhYE","Marketing Inbound","Inbound","DM","JotForm Integration User","Ailin Li","(469) 584-1129","(281) 646-8000","","侯","Kong's Crab Shack","Chinese; Cajun","TX","United States","12/30/2023","Mkt_DM_Snowflake_2023ChristmasV1","12/30/2023","","Converted","","","","1/1/2024","006Uo0000058s5C","Kong's Crab Shack","Discovery/Demo","2/29/2024",""
"00QUo000003ZeaN","Marketing Inbound","Inbound","DM","JotForm Integration User","Unqualified Lead Queue","(330) 242-5966","(330) 725-6155","","王腾云","Unknown","Chinese","OH","United States","12/30/2023","Mkt_DM_Snowflake_2024JanV1","12/30/2023","","AE Assigned","Unqualified","Duplicate","","","","","","",""
"00QUo000003Y6R4","Marketing Inbound","Inbound","DM","Shaoxiang Chan","Leon Li","(250) 885-7988","","","Cecilia","Unknown","Chinese","BC","Canada","","","12/29/2023","","Converted","","","","12/29/2023","006Uo0000050uhR","Unknown","Closed Lost","1/21/2024",""
"00QUo000003Wn3t","Marketing Inbound","Inbound","DM","Shaoxiang Chan","Ailin Li","(517) 414-4551","(989) 845-4888","","陈","China King R86776","Chinese","MI","United States","","","12/29/2023","","Converted","","","","12/30/2023","006Uo0000053MCP","China King R86776","Onboarded","1/11/2024","R86776"
"00QUo000003WfJH","Marketing Inbound","","DM","JotForm Integration User","Marketing Nurture Queue","(703) 387-6009","","","李兆棋","Gunston Wok","Chinese","VA","United States","12/29/2023","Mkt_DM_Snowflake_2024JanV1","12/29/2023","","SDR Complete","Dead","","","","","","","",""
"00QUo000003WkkL","Marketing Inbound","","DM","JotForm Integration User","Marketing Nurture Queue","(646) 270-2196","(603) 668-1088","","Xiao","Unknown","Chinese","NH","United States","12/29/2023","Mkt_DM_Snowflake_2024JanV1","12/29/2023","","SDR Complete","Dead","","","","","","","",""
"00QUo000003WjjR","Marketing Inbound","","DM","JotForm Integration User","Marketing Nurture Queue","(604) 474-2773","","","William Cheung","Unknown","Chinese","BC","Canada","12/29/2023","Mkt_DM_Snowflake_2024JanV4","12/29/2023","","SDR Complete","Dead","","","","","","","",""
"00QUo000003WZLt","Marketing Inbound","Inbound","DM","Shaoxiang Chan","Jiaxin Chen","(917) 543-3062","","","Jason","Jason来取","Chinese","OH","United States","","","12/29/2023","","Converted","","","","12/30/2023","006Uo0000053OCb","Jason来取","Closed Lost","1/6/2024",""
"00QUo000003WMrh","Marketing Inbound","","DM","JotForm Integration User","Unqualified Lead Queue","(778) 322-2408","(604) 423-2818","","Huang","Kiku Sushi","Chinese","BC","Canada","12/29/2023","Mkt_DM_Snowflake_2024JanV4","12/29/2023","","SDR Complete","Unqualified","Not a Restaurant","","","","","","",""
"00QUo000003WFF9","Marketing Inbound","Inbound","DM","JotForm Integration User","Jiaxin Chen","(813) 336-9988","","","缪朝阳","Unknown","Chinese","FL","United States","12/29/2023","Mkt_DM_Snowflake_2024JanV1","12/29/2023","","Converted","","","","12/30/2023","006Uo0000053ILk","Unknown","Closed Lost","1/29/2024",""
"00QUo000003W3U6","Marketing Inbound","","DM","JotForm Integration User","Marketing Nurture Queue","(780) 708-1517","(709) 673-3831","","Alison Chen","Marie's Restaurant & Motel","Chinese","NL","Canada","12/29/2023","Mkt_DM_Snowflake_2024JanV4","12/29/2023","","SDR Complete","Dead","","","","","","","",""
"00QUo000003Upuf","Marketing Inbound","","DM","JotForm Integration User","Marketing Nurture Queue","(646) 617-2683","(413) 746-5977","","伍志濠","Unknown","Chinese","MA","United States","12/28/2023","Mkt_DM_Snowflake_2024JanV1","12/28/2023","","SDR Complete","Dead","","","","","","","",""
"00QUo000003UkWj","Marketing Inbound","Inbound","DM","Kelvin Teh","Ailin Li","(248) 635-9236","","","梁","梁老板娘-来取","Chinese","MI","United States","12/29/2023","Mkt_DM_Snowflake_2023ChristmasUSDrop1","12/28/2023","","Converted","","","","12/29/2023","006Uo000004ynef","梁老板娘-来取","Discovery/Demo","1/28/2024",""
"00QUo000003UM9U","Marketing Inbound","","DM","JotForm Integration User","Unqualified Lead Queue","(646) 726-1056","(929) 337-6522","","Anna chen6467261056","6th Ave Cafe Inc","Chinese","NY","United States","12/28/2023","Mkt_DM_Snowflake_2024JanV1","12/28/2023","","SDR Complete","Unqualified","Lead Does Not Have Phone Ordering Business","","","","","","",""
"00QUo000003UE5S","Marketing Inbound","","DM","JotForm Integration User","Unqualified Lead Queue","(587) 337-0283","(780) 416-9228","","ainachen","Clark's Restaurant","Chinese; Japanese","AB","Canada","12/28/2023","Mkt_DM_Snowflake_2024JanV4","12/28/2023","","SDR Complete","Unqualified","Not a Restaurant","","","","","","",""
"00QUo000003UAHy","Marketing Inbound","Inbound","DM","Kelvin Teh","Jiaxin Chen","(718) 207-7742","(518) 874-1002","","Nini","Yip's Garden R86771","Chinese","NY","United States","","","12/28/2023","","Converted","","","","12/28/2023","006Uo000004uHA6","Yip's Garden R86771","Onboarded","1/9/2024","R86771"
"00QUo000003UA8H","Marketing Inbound","","DM","Kelvin Teh","Marketing Nurture Queue","(204) 730-7119","","","男老板","男老板","","","United States","12/29/2023","Mkt_DM_Snowflake_2023ChristmasUSDrop1","12/28/2023","","SDR Complete","Rejected","","No Interest to talk to sales","","","","","",""
"00QUo000003Tt94","Marketing Inbound","Inbound","DM","Yannie Yap","Yaning Wang","(586) 701-1317","","","朱老板","朱老板","","MI","United States","","","12/28/2023","","Converted","","","","12/28/2023","006Uo000004tNPv","朱老板","Discovery/Demo","1/27/2024",""
"00QUo000003TcjK","Marketing Inbound","Inbound","DM","Shaoxiang Chan","Yaning Wang","(917) 915-3246","","","老板娘","Unknown","Japanese","NH","United States","","","12/28/2023","","Converted","","","","12/28/2023","006Uo000004uor6","Unknown","Discovery/Demo","3/31/2024",""
"00QUo000003Tl53","Marketing Inbound","Inbound","DM","JotForm Integration User","Marketing Nurture Queue","(917) 250-5282","(585) 689-1519","","余光临","Unknown","Chinese","NY","United States","12/28/2023","Mkt_DM_Snowflake_2024JanV1","12/28/2023","","SDR Complete","Rejected","","No Interest to talk to sales","","","","","",""
"00QUo000003TdNf","Marketing Inbound","Inbound","DM","Yannie Yap","Yaning Wang","(647) 968-8851","","","Tyler","Tyler","Japanese","ON","Canada","","","12/28/2023","","Converted","","","","12/28/2023","006Uo000004tA2j","Tyler","Closed Lost","1/2/2024",""
"00QUo000003QJi2","Marketing Inbound","Inbound","DM","Lim Zi Heng","Unqualified Lead Queue","(813) 789-7992","","","男老板","男老板","","","United States","","","12/27/2023","","SDR Complete","Unqualified","Duplicate","","","","","","",""
"00QUo000003QMBF","Marketing Inbound","","DM","Janice Requina","Marketing Nurture Queue","","","Fukuryu Ramen","N/A","Fukuryu Ramen","","OH","United States","12/27/2023","Mkt_Email_Internal_General","12/27/2023","","SDR Complete","Dead","","","","","","","",""
"00QUo000003QKKj","Marketing Inbound","","DM","Janice Requina","Unqualified Lead Queue","","","Martiny's","N/A","Martiny's","Japanese","NY","United States","","","12/27/2023","","SDR Complete","Unqualified","Not a Restaurant","","","","","","",""
"00QUo000003QFUk","Marketing Inbound","Inbound","DM","Yannie Yap","Yaning Wang","(608) 515-2450","(608) 515-7638","","刘老板娘","刘老板娘","Chinese","WI","United States","","","12/27/2023","","Converted","","","","12/27/2023","006Uo000004p4nG","刘老板娘","Discovery/Demo","2/29/2024",""
"00QUo000003QEKC","Marketing Inbound","","DM","JotForm Integration User","Marketing Nurture Queue","(646) 642-0067","","","Liu","Unknown","Chinese","FL","United States","12/27/2023","Mkt_DM_Snowflake_2023ChristmasV5","12/27/2023","","SDR Complete","Dead","","","","","","","",""
"00QUo000003QDxZ","Marketing Inbound","Inbound","DM","JotForm Integration User","Wonders Lead queue","(929) 810-8883","(409) 962-1888","","黄","Unknown","Chinese","TX","United States","12/27/2023","Mkt_DM_Snowflake_2024JanV1","12/27/2023","","SDR Working","Did not pick up","","","","","","","",""
"00QUo000003Q4cX","Marketing Inbound","Inbound","DM","JotForm Integration User","Jiaxin Chen","(781) 219-7598","(781) 721-4608","","Chen","Sakura Japanese Restaurant","Chinese; Japanese","MA","United States","12/27/2023","Mkt_DM_Snowflake_2024JanV1","12/27/2023","","Converted","","","","1/26/2024","006Uo0000071I8Z","Sakura Japanese Restaurant","Discovery/Demo","2/25/2024",""
"00QUo000003PoKr","Marketing Inbound","Inbound","DM","Yannie Yap","Wonders Lead queue","(312) 774-5288","","","张老板","张老板","","","United States","","","12/27/2023","","New","","","","","","","","",""
"00QUo000003PE4U","Marketing Inbound","","DM","Lornick Quinones","Marketing Nurture Queue","(161) 346-2487","","","Sharma","Unknown","","ON","Canada","12/27/2023","Mkt_DM_Snowflake_Migration","12/27/2023","","SDR Assigned","","","","","","","","",""
