Exclusion Check,Snowball Map,ID,Name,Business Type,Chain,Street,City/Town,State/Province Code,Zip/Postal Code,Country,First Name,Last Name,Title,Role,Contact Email,Contact Phone,Established,Estimated Employees,Phone,Contact Count,Most Common Email,Cuisines (Regional),Price Range,Website Technology Vendors,Ordering Solutions,Cloud Point of Sale System
,62036,e7ae6fc0534ebf18,Sushijun Express,Restaurant,,1415 Bonhill Rd,Mississauga,ON,L5T 1R2,Canada,,,,,sushijunexpress@gmail.com,,,,(905) 670-5550,0,sushijunexpress@gmail.com,Japanese,$$,DoorDash; Skip the Dishes,,
,62037,ebe7f5731ce6feb0,Canton Restaurant,Restaurant,,17477 Old HWY-2,Quinte West,ON,K8V 0N7,Canada,,,,,,,,,     ,0,,Chinese,,Uber Eats,,
,62038,e9a81f1f4605b9b1,Merci Beaucoup Cafe,Cafe; Restaurant,,1468 Commercial Dr,Vancouver,BC,V5L 3X9,Canada,,,,,info@mercibeaucoupcafe.com,,,,(604) 255-3220,0,info@mercibeaucoupcafe.com,Chinese,,Skip the Dishes; Uber Eats,,
,62039,e71825f97535d0d1,Wayne's Family Restaurant,Restaurant,,502 4th St,Estevan,SK,S4A 0V3,Canada,Jody,Lee,Partner,Owner,,,,,(306) 636-6303,2,,Chinese,$,,,
,62040,d41091a0aa780e4b,Blue Colada Restaurant & Bar,Restaurant; Drinking Place,,3 Stafford Dr,Brampton,ON,L6W 1L3,Canada,,,,,bluecoladabar@gmail.com,,,,(905) 216-0802,0,bluecoladabar@gmail.com,Caribbean; Chinese,$$,DoorDash; Skip the Dishes; Uber Eats,,
,62041,d798d2efa837d348,Gourmet Canton Restaurant,Restaurant,,7030 Glacier St,Powell River,BC,V8A 5A1,Canada,Kim,Yee,President,General,,,,,(604) 485-2885,1,gourmetcantonrestaurant@gmail.com,Cantonese,$$$,,,
,62042,e83b0a7fafd5326f,Country Garden,Restaurant,,400 Lansdowne St E,Peterborough,ON,K9L 0B2,Canada,Simon,Huang,Proprietor,Owner,,,,,(705) 745-1818,1,countrygardenrestaurant@gmail.com,Chinese; Thai,$,Skip the Dishes,,
,62043,dfdda7561ea56d56,GoGo China,Restaurant,,3514 Petawawa Blvd,Petawawa,ON,K8H 1W9,Canada,Nicolas,Maduro,Proprietor,Owner,,,,,(613) 687-6988,1,,Chinese,$,,,
,62044,ddc496a757afb429,Avani,Restaurant,,2710 N Park Dr,Brampton,ON,L6S 0E9,Canada,,,,,,,,,(905) 458-1115,0,info@avani.ca,Indian; Chinese,$,Skip the Dishes; Snappy; Squarespace; Uber Eats,Snappy,
,62045,e519662dff4ac6db,Oishidesu Ramen Shack - Gasoline Alley Farmers Market,Restaurant,,558 Laura Ave,Red Deer County,AB,T4E 0A5,Canada,,,,,,,,,(403) 805-2889,0,,Japanese,,Skip the Dishes; Uber Eats,,
,62046,e6c66447cf4eeaf8,Thanh Thanh Oriental Noodle House,Restaurant,,10718 101 St NW,Edmonton,AB,T5H 2S3,Canada,Tu,Van,Director,General,,,,,(780) 426-5068,1,,Vietnamese; Chinese,$$,Skip the Dishes; Uber Eats,,
,62047,deceef4d28071c5e,Tiny Kitchen,Restaurant,,6868 Royal Oak Ave,Burnaby,BC,V5J 0G9,Canada,,,,,,,,,(604) 568-5678,0,,Chinese,,,,
,62048,e81cf2f9e45fad85,Yong He,Restaurant,,428 Dundas St W,Toronto,ON,M5T 1G7,Canada,,,,,,,,,(416) 581-0078,0,,Chinese,$,DoorDash; Uber Eats,,
,62049,de57841f55beaa3b,Ara Japanese Restaurant,Restaurant,,225 Queen St W,Toronto,ON,M5V 1Z4,Canada,,,,,ara.toronto2021@gmail.com,,,,(416) 519-8940,0,ara.toronto2021@gmail.com,Japanese,$$,DoorDash; Ritual; Skip the Dishes; Uber Eats,,
,62050,e44bfc40bedba6b1,Club Cafe Restaurant,Restaurant,,1015 Canyon St,Creston,BC,V0B 1G0,Canada,,,,,,,,,(250) 428-2033,0,,Chinese,$$$,,,
,62051,de0f7c9181549c0e,Kisso Sushi,Restaurant,,1475 Prairie Ave,Port Coquitlam,BC,V3B 1T3,Canada,,,,,,,,,(604) 461-0442,0,,Japanese,$$,Google Analytics,,
,62052,ee52e9c09c8ffd10,Empire Wok,Restaurant,,970 Southdown Rd,Mississauga,ON,L5J 2Y4,Canada,Andy,Ming,President,General,,,,,(905) 855-8898,1,,Chinese,$,,,
,62053,e378609fe26d14fd,Jujube Restaurant,Restaurant,,501 North Rd,Coquitlam,BC,V3J 1N7,Canada,,,,,,,,,(604) 931-5255,0,,Chinese,$$,DI develop; DoorDash; Skip the Dishes; Uber Eats,DI develop,
,62054,e1eecd56ddc9a4bc,Osaka Sushi,Restaurant,,801 Central Ave,Thunder Bay,ON,P7B 6P8,Canada,,,,,,,,,(807) 286-5023,0,,Japanese,$$,Skip the Dishes,,
,62055,eb8082c58d5c5f22,Victoria Sushi,Restaurant,,176 Wilson St,Victoria,BC,V9A 7N6,Canada,Seung,Koh,Proprietor,Owner,,,,,(778) 265-0500,1,,Japanese,$$,Google Analytics; Skip the Dishes,,
,62056,e7e9aecb7466ae45,Roll & Bowl,Restaurant,,685 Lansdowne Ave,Toronto,ON,M6H 3Y9,Canada,,,,,rollandbowllansdowne@gmail.com,,,,(416) 531-0166,0,rollandbowllansdowne@gmail.com,Japanese,$$,DoorDash; Google Analytics; Ritual; Shopify; Skip the Dishes,Shopify,
,62057,eea8e9f4cfb76c87,Hoa Mai Restaurant,Restaurant,,320 10 Ave S,Carstairs,AB,T0M 0N0,Canada,,,,,,,,,(403) 337-3223,0,,Vietnamese; Chinese,,Wix Restaurants,Wix Restaurants,
,62058,f0226fbb8caa4cfb,Toto Sushi,Restaurant,,1270 56 St,Delta,BC,V4L 2A4,Canada,,,,,,,,,(604) 943-3251,0,,Japanese,$$,,,
,62059,eec75f843b6f860d,The Aroma,Restaurant,,580 Hespeler Rd,Cambridge,ON,N1R 6J8,Canada,,,,,thearomacambridge@gmail.com,,,,(519) 267-6877,0,thearomacambridge@gmail.com,Indian; Chinese,$$,DoorDash; Facebook Pixel; Google Analytics; Skip the Dishes; Uber Eats,,
,62060,e7e380330c4dc84d,The Junction Bull BBQPit,Restaurant,,2790 Dundas St W,Toronto,ON,M6P 1Y5,Canada,,,,,,,,,     ,0,,American; Creole; Cajun,,Skip the Dishes,,
,62061,e8475fb088bf488f,7 Star Dumpling,Restaurant,,1355 Regent St,Greater Sudbury,ON,P3E 3Z1,Canada,,,,,,,,,(705) 805-7777,0,,Chinese,$$,Google Analytics; Shopify; Skip the Dishes; Uber Eats; WooCommerce,Shopify,
,62062,e51cf5450c74bbe8,Kaiming's Kitchen,Restaurant,,17288 Stony Plain Rd NW,Edmonton,AB,T5S 1K6,Canada,Lu,Wong,Manager,General,,,2018,,(780) 483-6878,1,kaimingskitchen@gmail.com,Chinese,$$,Skip the Dishes; Square; Uber Eats; Weebly,Square,Square
,62063,e235abdc3d83706b,China Chef,Restaurant; Mobile Food,,1079 Clonsilla Ave,Peterborough,ON,K9J 5Y6,Canada,,,,,,,,,(705) 876-8000,0,info@chinachef.ca,Chinese,$,Uber Eats,,
,62064,ec3549ab4d1ae3bc,Nemo Sushi To Go,Restaurant,,1451 Estevan Rd,Nanaimo,BC,V9S 3Y3,Canada,Denny,Woo,Proprietor,Owner,,,,,(250) 591-2121,1,nanaimonemo@gmail.com,Japanese,$,DoorDash; Skip the Dishes; Uber Eats,,
,62065,e007459a375b4887,Jade Garden,Restaurant,,25 Crowfoot Rise NW,Calgary,AB,T3G 4P5,Canada,,,,,,,,,(587) 538-9888,0,,Chinese,$$,DoorDash; GlobalFood; Oracle GloriaFood; Skip the Dishes; WooCommerce,GlobalFood; Oracle GloriaFood,
,62066,e0f1090db4732d8a,Fortune City Seafood Restaurant,Restaurant,,2800 E 1st Ave,Vancouver,BC,V5M 4N8,Canada,,,,,,,,,(604) 255-0008,0,,Chinese,$$,Skip the Dishes,,
,62067,f0fad9307ba5f0ca,yum yum,Restaurant,,224 Glenridge Ave,St Catharines,ON,L2T 3J9,Canada,,,,,,,,,(289) 362-1116,0,,Korean; Chinese,,Skip the Dishes,,
,62068,f0f1f4d23598ea8f,Yue Ting Seafood Restaurant,Restaurant,,2532 Kingsway,Vancouver,BC,V5R 5H2,Canada,,,,,,,,,(604) 431-0998,0,,Korean; Chinese,,DI develop; Uber Eats,DI develop,
,62069,e12055cf090edc1a,Bourbon St. Grill,Restaurant,,1 Promenade Cir,Vaughan,ON,L4J 4P8,Canada,,,,,,,,,(905) 771-8892,0,,Chinese,$,Ritual; Skip the Dishes; Uber Eats,,
,62070,e5781a98cb2df823,Ocean King Restaurant,Restaurant,,1800 Main St,Winnipeg,MB,R2V 2A3,Canada,Ching,Wai,Partner,Owner,,,,,(204) 338-9333,2,,Chinese,$$,,,
,62071,f0ec79bd200621a3,New Dragon Restaurant,Restaurant,,971 Montreal Rd,Ottawa,ON,K1K 0S6,Canada,,,,,,,,,(613) 746-7777,0,,Chinese,$$,,,
,62072,e3e8899c613b6ac9,Happy Valley Restaurant,Restaurant,,6026 50 Ave,Bonnyville,AB,T9N 2N4,Canada,,,,,,,,,(780) 826-6698,0,,Chinese,,,,
,62073,eef228b2dc810099,Fuji Sushi,Restaurant,,302 114th St,North Battleford,SK,S9A 2M6,Canada,Jan,Chen,Proprietor,Owner,,,,,(306) 445-9997,1,,Japanese,$$,DoorDash,,
,62074,e52b2dfc11a231c3,4 Seasons,Restaurant,,167 Main St S,Newmarket,ON,L3Y 3Y9,Canada,,,,,,,,,(905) 898-1500,0,,Chinese,$,Squarespace,,
,62075,ed78a007c64f1f95,The Sushi House,Restaurant,,7 Daniel Ave,Petawawa,ON,K8H 3P5,Canada,,,,,sushihousepetawawa@gmail.com,,,,(613) 717-4847,0,sushihousepetawawa@gmail.com,Japanese,$$$,WooCommerce,,
,62076,ee8b44a1799fccff,Wa Skew'r Sushi & Bar,Restaurant,,590 HWY-33 W,Kelowna,BC,V1X 6A8,Canada,,,,,,,,,(250) 762-4026,0,,Japanese,,Skip the Dishes,,
,62077,f491992f2d41c9fe,Liuyishou Hotpot,Restaurant,,4188 Finch Ave E,Toronto,ON,M1S 4T6,Canada,,,,,,,2017,,(416) 412-2088,0,scarborough.ca@liuyishouna.com,Chinese,$$,DoorDash; Skip the Dishes; Uber Eats,,
,62078,ed123ef423036706,Rice and Noodle by Asian Eatery,Restaurant,,701 Wonderland Rd N,London,ON,N6H 0H8,Canada,,,,,,,,,(519) 701-2116,0,,Chinese,,Uber Eats,,
,62079,f6feedb89b8af1ad,M & W Food Kitchen,Restaurant,,8700 McKim Way,Richmond,BC,V6X 4A5,Canada,,,,,,,,,(604) 233-1162,0,,Chinese,,,,
,62080,eb6542d045f5812a,Nara Sushi,Restaurant,,685 Fischer-Hallman Rd S,Kitchener,ON,N2E 4E9,Canada,Joe,Poe,Proprietor,Owner,,,,,(519) 279-4530,1,,Japanese,$$,Skip the Dishes,,
,62081,efe2a739c6ae5158,Happy Valley Seafood Restaurant,Restaurant,,3432 Lougheed Hwy,Vancouver,BC,V5M 2A4,Canada,,,,,,,,,(604) 255-2280,0,,Chinese,$$,,,
,62082,e3c9d1027bf9e759,Chow BAO by Takoyaki Boy,Restaurant,,5008 39 St,Lloydminster,AB,T9V 2Y8,Canada,,,,,chowbaolloyd@gmail.com,,,,(639) 840-3086,0,chowbaolloyd@gmail.com,Korean; Japanese; Chinese,$$,CloudWaitress; DoorDash; Skip the Dishes; Stripe,CloudWaitress,
,62083,ea1ed3c6cd5a8c99,Silver Fountain,Restaurant,,8 Glen Watford Dr,Toronto,ON,M1S 2C1,Canada,Chris,Manning,Proprietor,Owner,,,,,(416) 754-0861,1,,Chinese,,,,
,62084,f022e6a1c1d6ea74,Super Taste,Restaurant,,4465 Sheppard Ave E,Toronto,ON,M1S 5H9,Canada,,,,,,,,,(416) 297-4977,0,,Chinese,$,,,
,62085,f083269a5c6dd514,Tung Tung Dan Quen King,Restaurant,,4300 Steeles Ave E,Markham,ON,L3R 0Y5,Canada,,,,,,,,,(416) 543-4610,0,,Chinese,$,,,
,62086,f50da6bb8e7b1cba,East Side Village,Restaurant,,472 Division St,Kingston,ON,K7K 4B1,Canada,,,,,,,,,(613) 542-2228,0,,Chinese; Thai,$,Google Analytics; Skip the Dishes; Uber Eats,,
,62087,f1e3c4be162489f3,Wuhan Noodle 1950,Restaurant,,3621 HWY-7,Markham,ON,L3R 0G6,Canada,,,,,,,,,(905) 513-8188,0,,Cantonese; Chinese,$,DoorDash; Uber Eats,,
,62088,efce17e407a245fd,Second Bowl,Restaurant,,17725 Yonge St,Newmarket,ON,L3Y 7C1,Canada,,,,,,,,,(905) 235-2162,0,kiatran69@yahoo.ca,Vietnamese; Chinese; Thai,$$,DoorDash; DoorDash Storefront; Skip the Dishes; Uber Eats,DoorDash Storefront,
,62089,f320026044f21e74,I-Wok Food Bar Ltd,Restaurant,,191 Dogwood St,Campbell River,BC,V9W 6B9,Canada,,,,,,,,,(250) 830-0883,0,,Chinese,$$,DoorDash; Skip the Dishes; Square; Weebly,Square,Square
,62090,fe721713774c6292,Ishow Kitchen,Restaurant,,4731 Garden City Rd,Richmond,BC,V6X 3M7,Canada,,,,,,,,,(604) 285-6122,0,,Chinese,$$,DoorDash,,
,62091,f36a93abbc0afeff,Kaikaki Japanese Cuisine,Restaurant,,3307 Bayview Ave,Toronto,ON,M2K 1G4,Canada,,,,,,,,,(647) 574-0718,0,,Japanese,$$,Uber Eats; Wix Restaurants,Wix Restaurants,
,62092,f3027eda03efde46,Mr. Fish Express,Restaurant,,672 Yonge St,Toronto,ON,M4Y 2A6,Canada,,,,,,,,,(647) 554-9991,0,,Chinese,,Uber Eats,,
,62093,f2bda4233f23f2ac,Wong's Garden,Restaurant,,2101 Aldersbrook Rd,London,ON,N6G 3X1,Canada,Shi,Weixiong,President,General,,,,,(519) 473-4633,1,,Chinese,$$,,,
,62094,f7158d0db6f5fe37,Sushi Musa,Restaurant,,20353 64 Ave,Langley,BC,V2Y 1N5,Canada,,,,,,,,,(604) 533-0300,0,,Japanese,,Skip the Dishes; Uber Eats,,
,62095,f9a82d2d5cf54038,Nan King Chinese Cuisine,Restaurant,,210 Martindale Rd,St Catharines,ON,L2S 0B2,Canada,,,,,,,,,(905) 708-1178,0,,Chinese,$$,,,
,62096,fef084c5cb8436c2,Famous Noodles & BBQ Cafe,Cafe; Restaurant,,333 96 Ave NE,Calgary,AB,T3K 0S3,Canada,,,,,,,,,(587) 351-0788,0,,Szechuan; Cantonese; Chinese,,Uber Eats,,
,62097,e99624ee3599efb1,Gardenia House Chinese Food,Restaurant,,712 Scarlett Rd,Toronto,ON,M9P 2T5,Canada,Robert,Jung,Proprietor,Owner,,,,,(416) 244-6423,1,,Chinese,$,,,
,62098,fa287af31490fec9,Bamboo Palace Restaurant,Restaurant,,33508 S Fraser Way,Abbotsford,BC,V2S 2B5,Canada,Phat,Ly,Proprietor,Owner,,,,,(604) 853-8311,1,,Chinese,$$,Squarespace,,
,62099,f2d816aef61cd291,Wasabi Sushi & Grill,Restaurant,,21768 Lougheed Hwy,Maple Ridge,BC,V2X 2S1,Canada,John,Kim,President,General,,,2011,,(604) 477-0222,1,,Japanese,$$,Skip the Dishes,,
,62100,f454f971f7fc9f90,Sushi & Noodle,Restaurant,,407 Alder Ave,100 Mile House,BC,V0K 2E0,Canada,,,,,,,,,(250) 395-2020,0,,Japanese,$$$,,,
,62101,ec74aa086fdb07ab,West Sakura Teriyaki Restaurant,Restaurant,,1515 Westgate Rd,West Kelowna,BC,V1Z 3X4,Canada,,,,,westsakura9@gmail.com,,,,(778) 755-5665,0,westsakura9@gmail.com,Japanese,$$,Yelp Reservation; Yelp Waitlist,,
,62102,fd5efd2145b56246,Riverside Pub & Eatery,Restaurant; Drinking Place,,1552 Bedford Hwy,Halifax,NS,B4A 1E4,Canada,Gary,Hurst,Proprietor,Owner,,,,,(902) 835-1648,1,riversidepub@graftonconnor.com,Canadian; American; Creole; Cajun,$$,DoorDash; Google Analytics; Skip the Dishes; Uber Eats,,
,62103,f45745875798afdf,Chef's Choice Chinese Cuisine,Restaurant,,955 W Broadway,Vancouver,BC,V5Z 1K3,Canada,,,,,,,,,(604) 558-1198,0,,Chinese,$$,DoorDash; DoorDash Storefront; Skip the Dishes; Wix Restaurants,DoorDash Storefront; Wix Restaurants,
,62104,ecc72b05e4d46ff0,JAPATACOS (South Van),Restaurant,,8130 Ontario St,Vancouver,BC,V5X 3E3,Canada,,,,,,,,,(604) 322-6465,0,,Japanese,,Uber Eats,,
,62105,f215ae24dd5fcd72,Nisku Truck Stop,Convenience Store; Restaurant; Drinking Place; Ice Cream Shop,,8020 Sparrow Dr,Leduc,AB,T9E 7G3,Canada,Clarence,Shields,Vice President and General Manager and Member of the Board of Directors,Owner,,,,,(780) 986-5312,2,,Chinese,$$,Skip the Dishes,,
,62106,f23882c4f4e965ab,Chick N Flames,Restaurant,,8927 82 Ave NW,Edmonton,AB,T6C 0Z2,Canada,,,,,,,,,(780) 440-4777,0,,Creole; Cajun,,Skip the Dishes; Uber Eats,,
,62107,ec7bb2ef09b94218,A Bing-Chinese Crepe Yi Ge Jian Bing,Restaurant,,895 Bay St,Toronto,ON,M5S 3K6,Canada,,,,,,,,,(416) 925-3388,0,,Chinese,$,Uber Eats,,
,62108,f62c1d3f7786f987,Mikado,Restaurant,,10350 109 St NW,Edmonton,AB,T5J 4X9,Canada,Tsuneo,Okumiya,President,General,,,1972,,(780) 425-8096,1,,Japanese,$$,Google Analytics; Skip the Dishes; Uber Eats; ZenFoody,ZenFoody,ZenFoody
,62109,f8b096143cdb281f,Okinawa Sushi,Restaurant,,1209 16th St E,Owen Sound,ON,N4K 1Z4,Canada,,,,,,,,,(519) 376-8688,0,,Japanese; Chinese; Thai,$$,DoorDash; Google Analytics; Skip the Dishes,,
,62110,ef803c5a56c18cba,The Great Maratha,Restaurant,,9750 Weston Rd,Vaughan,ON,L4H 2Z7,Canada,,,,,,,,,(905) 553-4100,0,,Indian; Chinese,$$,DoorDash; Skip the Dishes; Uber Eats,,
,62111,f7401d6f671c8cc6,Oishidesu Ramen Shack,Restaurant,,Balzac,Rocky View County,AB,T0M 0E0,Canada,,,,,,,,,     ,0,,Japanese,,Uber Eats,,
,62112,ff0cdcb4f2d408a4,Silver House Restaurant,Restaurant; Quick Service,,22378 Dewdney Trunk Rd,Maple Ridge,BC,V2X 3J2,Canada,,,,,,,,,(604) 467-5454,0,,Chinese,$$,DoorDash; Skip the Dishes; Uber Eats,,
,62113,fd418119ebb5fbf2,Jin Jiang Shanghai Restaurant,Restaurant,,5411 Kingsway,Burnaby,BC,V5H 2G1,Canada,,,,,,,,,(604) 620-6755,0,,Chinese,$$,DoorDash; Uber Eats,,
,62114,f1b1f6529b4acded,Aji Hana,Restaurant,,4151 Hazelbridge Way,Richmond,BC,V6X 4J7,Canada,Tianfeng,Xie,Kitchen Assistant,,,,,,(604) 447-6622,2,,Japanese,$$,,,
,62115,f65e20a32c198e44,ABURI To-Go,Restaurant,,1112 Mainland St,Vancouver,BC,V6B 2T9,Canada,,,,,info@aburitogo.com,,,,(604) 428-6799,0,,Japanese,,Facebook Pixel; Google Analytics; Squarespace; Tock,,
,62116,faaf92f8b2b37d5b,Ye's Sushi,Restaurant,,583 King St N,Waterloo,ON,N2V 2E5,Canada,Allan,Lei,General Administrator,Owner,,,,,(519) 888-6066,1,info@yessushi.com,Japanese; Thai,$$,DoorDash; Skip the Dishes; Uber Eats,,
,62117,fa8f038e4dbfe48b,Don Asian Kitchen,Restaurant,,2181 160 St,Surrey,BC,V3Z 9N6,Canada,,,,,,,,,(604) 531-7767,0,,Chinese,$$,Clover POS,,Clover POS
,62118,fd701766dcac75bf,Zenbu,Restaurant,,35 MacKenzie Way SW,Airdrie,AB,T4B 0V7,Canada,Jung,Hee,Principal,Owner,,,,,(403) 948-3997,1,,Japanese,$$,Facebook Pixel,,
,62119,ff3a6218ffdbe7e5,Kitchen Wall Hakka,Restaurant,,601 Doon Village Rd,Kitchener,ON,N2P 1T6,Canada,,,,,kwhakka@gmail.com,,,,(519) 748-9001,0,kwhakka@gmail.com,Chinese; Thai,$$,Apple App Store; DoorDash; Google Analytics; Skip the Dishes; The NAI; Uber Eats; YourAdChoices,,
,62120,fba799b264ed8058,BUEN AMIGO,Restaurant,,31 Summer St,Charlottetown,PE,C1A 2P7,Canada,,,,,,,,,(902) 628-8884,0,,Chinese,,,,
,62121,fba2e01ea2d4b6fb,Mystic Ramen,Restaurant,,51 King William St,Hamilton,ON,L8R 1A2,Canada,,,,,,,,,(289) 389-3064,0,noah@mysticramen.ca,Japanese,,MailChimp; TableAgent; Uber Eats,,
,62122,f7e04f6e85c7d17a,House of Cheng,Restaurant,,345 Main St,Middleton,NS,B0S 1M0,Canada,,,,,,,,,(902) 825-3121,0,,Chinese,$$,,,
,62123,f9b10887da7fc2de,Jay's Garden,Restaurant,,1444 Glenora Dr,London,ON,N5X 1V2,Canada,,,,,,,,,(519) 204-9268,0,,Chinese,$$,,,
,62124,fd70a98fbdf44a12,Tokyo Joe's Sushi Factory,Restaurant,,8211 Ackroyd Rd,Richmond,BC,V6X 3K8,Canada,Kyung,Park,Principal,Owner,,,,,(604) 273-3868,1,,Japanese,$$,DoorDash; Google Analytics; Skip the Dishes; Uber Eats,,
,62125,feb1e3016d34e310,Golden Palace,Restaurant,,10209 100 Ave,Morinville,AB,T8R 1P9,Canada,Johnny,Leung,Proprietor,Owner,,,,,(780) 939-8889,1,,Chinese,,,,
,62126,fc3808fdfdd4f1fe,Dragon's Inn Restaurant,Restaurant; Quick Service,,2240 Wyandotte St W,Windsor,ON,N9B 1K2,Canada,,,,,info@dragonsinnrestaurant.com,,,,(519) 258-7613,0,dragonsinn@cogeco.net,Chinese,$$,Skip the Dishes; Uber Eats,,
,62127,0d41259ad33160cd,Top Wok,Restaurant,,490 Mapleview Dr W,Barrie,ON,L4N 6C3,Canada,,,,,,,,,(705) 722-1188,0,,Chinese,,,,
,62128,0a7facf67cf0f085,Alley 16,Restaurant,,3190 Cambie St,Vancouver,BC,V5Z 2W2,Canada,,,,,info@alley16.com,,,,(604) 710-5039,0,info@alley16.com,Japanese,,OpenTable; Uber Eats; WooCommerce,,
,62129,0266874ed359a668,He Shun,Restaurant,,668 Silver Star Blvd,Toronto,ON,M1V 5N1,Canada,,,,,,,,,(416) 916-8383,0,,Chinese,$,Uber Eats,,
,62130,00667971d1296fbd,Hong Kong Chinese Food Takeout,Restaurant,,800 Hunt Club Rd,Ottawa,ON,K1V 1C3,Canada,Jiong,Hong,Partner,Owner,,,,,(613) 521-1230,1,,Chinese; Thai,$$,Facebook Pixel; Google Analytics; Menu.ca; Skip the Dishes; Uber Eats,Menu.ca,
,62131,0d8c27daa0557600,Beijing Bbq House,Restaurant,,4500 Kingsway,Burnaby,BC,V5H 2A9,Canada,,,,,,,,,(604) 559-3550,0,,Chinese,,Uber Eats,,
,62132,0a0aae02017ca720,YuShang Hot Pot,Restaurant,,950 W Broadway,Vancouver,BC,V5Z 1K7,Canada,,,,,,,,,(604) 564-6686,0,,Chinese,$$$,Google Analytics; Uber Eats,,
,62133,06dd1ff393385bd0,Kishu Japanese Restaurant,Restaurant,,542 Robson St,Vancouver,BC,V6B 2B7,Canada,,,,,,,,,(604) 683-2633,0,,Japanese,$$,,,
,62134,03173051ec159edb,Tasty Fusion,Restaurant,,6102 48 Ave,Camrose,AB,T4V 0K5,Canada,,,,,,,,,(780) 673-3286,0,,Japanese; Thai,$$$,,,
,62135,08161dc143f28514,Sushi Place,Restaurant,,1730 Bloor St W,Toronto,ON,M6P 1B3,Canada,,,,,,,,,(416) 766-6688,0,,Japanese,$$,Skip the Dishes,,
,62136,040ff5c3db68e560,Lee's Garden,Restaurant,,750 Fortune Dr,Kamloops,BC,V2B 2L2,Canada,L. I.,Yuk,Proprietor,Owner,,,,,(250) 376-8386,1,,Chinese,$$,Google Analytics; MailChimp; Opencart; Squarespace,Opencart,
,62137,01fe2712916274b5,Sushi Aria,Restaurant,,Blundell Rd,Richmond,BC,V6Y 1K3,Canada,,,,,,,,,(604) 285-2742,0,,Japanese; Chinese,$$,Google Analytics; Skip the Dishes; Uber Eats,,
,62138,03f14af615fe5ffa,Dragon Pearl Buffet,Restaurant,,865 York Mills Rd,Toronto,ON,M3B 1Y6,Canada,Jian Bang,Ruan,President and Member of the Board of Directors,Owner,,,,,(647) 352-2288,1,info@dragonpearlbuffet.com,Japanese; Cantonese; Chinese,$$,Google Analytics; QuickPOS Ordering; Uber Eats,QuickPOS Ordering,
,62139,00675d2dac58b1df,Lee's Kitchen (Maple Ridge),Restaurant,,22242 Dewdney Trunk Rd,Maple Ridge,BC,V2X 3H9,Canada,,,,,,,,,(604) 463-3555,0,,Chinese,,Uber Eats,,
,62140,0d8e9d6c3b0e02f1,SAKURA SUSHI COBOURG,Restaurant,,96 King St W,Cobourg,ON,K9A 2M3,Canada,,,,,star77ar@daum.net,,,,(905) 372-0888,0,star77ar@daum.net,Japanese,$$,,,
,62141,04d3a9875962af6b,Jade Chinese Restaurant,Restaurant,,276 McPhillips St,Winnipeg,MB,R3E 2K6,Canada,,,,,,,,,(204) 415-7838,0,,Chinese,,,,
,62142,0856f5273842d495,Broth House,Restaurant,,1588 Granville St,Halifax,NS,B3J 1X1,Canada,,,,,,,,,(902) 423-5854,0,,Chinese,,Skip the Dishes; Uber Eats; Wix Restaurants,Wix Restaurants,
,62143,05e8f36ae7e7111d,Sushi Plus,Restaurant,,2136 McPhillips St,Winnipeg,MB,R2V 3C8,Canada,Leimi,Zhang,Proprietor,Owner,,,,,(204) 697-3721,1,,Japanese,$$,DoorDash,,
,62144,0bf1c2e3a80c6c6d,Sandy's Restaurant,Restaurant,,2093 Danforth Ave,Toronto,ON,M4C 1K1,Canada,Hik,Chow,Proprietor,Owner,,,,,(416) 699-8812,1,,Chinese,$,Uber Eats,,
,62145,09363dc9d34209be,CK Chinese Food,Restaurant,,7 Glenwood Dr,Barrie,ON,L4N 1R3,Canada,Wesley,Kwan,President,General,,,,,(705) 728-8811,1,,Chinese,$$,DoorDash; Google Analytics; Menusifu; Skip the Dishes; Uber Eats; WooCommerce,Menusifu,Menusifu
,62146,0d5fbf53255047d3,Hutong pork tripe chicken soupHu Tong Zhu Du Ji Tang Fan,Restaurant,,3488 Kingsway,Vancouver,BC,V5R 5L7,Canada,,,,,,,,,(604) 430-3488,0,,Japanese,,Uber Eats,,
,62147,020b8e77ff9d194f,Li's Wok & Grill,Restaurant,,112 Front St,Wolfville,NS,B4P 1A4,Canada,Liqun,Sui,Principal,Owner,,,,,(902) 542-4097,1,,Chinese,$$,,,
,62148,042f6c57bf72f6ac,Hon Sushi,Restaurant; Quick Service,,4361 Kingsway,Burnaby,BC,V5H 1Z9,Canada,,,,,honsushiburnaby@gmail.com,,,,(604) 800-9909,0,honsushiburnaby@gmail.com,Korean; Japanese,$$,Skip the Dishes; Uber Eats; WooCommerce,,
,62149,01c99ae962126ff4,Utage Maple Sushi,Restaurant,,1198 Jefferson Ave,Winnipeg,MB,R2P 0C7,Canada,,,,,,,2016,,(204) 221-3320,0,,Japanese,$$,DoorDash; Google Analytics; Skip the Dishes; Uber Eats,,
