Exclusion Check,Snowball Map,ID,Name,Business Type,Chain,Street,City/Town,State/Province Code,Zip/Postal Code,Country,First Name,Last Name,Title,Role,Contact Email,Contact Phone,Established,Estimated Employees,Phone,Contact Count,Most Common Email,Cuisines (Regional),Price Range,Website Technology Vendors,Ordering Solutions,Cloud Point of Sale System
,58291,1053816be778957b,Hong Kong Boys Restaurant,Restaurant,,33065 1st Ave,Mission,BC,V2V 1G2,Canada,,,,,,,,,(604) 826-8838,0,,Cantonese,$$,,,
,58292,2ee466bf57c7ae42,Szechuan Express,Restaurant,,100 City Centre Dr,Mississauga,ON,L5B 2C9,Canada,,,,,express@szechuanszechuan.com,,,,(905) 232-3383,0,thai@szechuanszechuan.com,Chinese,$,DoorDash; Qooway; Skip the Dishes; Uber Eats; Wix Restaurants,Qooway; Wix Restaurants,
,58293,20860cd45656ae32,Aoyama,Restaurant,,2766 Victoria Park Ave,Toronto,ON,M2J 4A8,Canada,Jelal,Morad,Proprietor,Owner,,,,,(416) 494-7373,1,,Japanese,$$$,Uber Eats,,
,58294,274eba239509df15,Empire Wok,Restaurant,,1040 Kennedy Cir,Milton,ON,L9T 0J9,Canada,Joanne,Lin,Proprietor,Owner,,,,,(905) 878-8086,1,,Chinese,$,Skip the Dishes; Uber Eats,,
,58295,2da235f0aa5ab985,Maple Garden Restaurant,Restaurant,,181 White Earth St,Smoky Lake,AB,T0A 3C0,Canada,Yanhong,Hu,Partner,Owner,,,,,(780) 656-4355,1,,Chinese,,,,
,58296,2e4231608cc6a00c,ENe Raw Food and Sake Bar,Restaurant; Liquor Store,,737 Pandora Ave,Victoria,BC,V8W 1N9,Canada,,,,,info@nuboene.com,,2018,,(778) 433-0363,0,info@nuboene.com,Japanese,$,OpenTable; Squarespace; Uber Eats,,
,58297,2ee992c148c016c1,Edoko,Restaurant,,64 Queen St,Ottawa,ON,K1P 5C6,Canada,Jian,Ren,Manager,General,,,,,(613) 236-8885,1,edokosteakhouse@hotmail.com,Japanese,$$,Libro,,
,58298,27ad39e25ccae403,Fortune Restaurant,Restaurant,,Conception Bay Hwy,Bay Roberts,NL,A0A 1G0,Canada,,,,,,,,,(709) 786-4627,0,,Chinese,$,,,
,58299,2e940570c658f48b,Lucky Wok,Restaurant,,4033 New St,Burlington,ON,L7L 1S8,Canada,,,,,,,,,(905) 333-3434,0,,Chinese,$,,,
,58300,222769b7c341db8f,Yong Great Wall Buffet,Restaurant,,82 King George Rd,Brantford,ON,N3R 5K4,Canada,Zheng,Yongfei,Proprietor,Owner,,,,,(519) 753-0263,1,,Chinese,$,DoorDash; Google Analytics; Uber Eats,,
,58301,261d4a10ecfec77d,Mi'hito Sushi Laboratory,Restaurant,,55 Avenue Rd,Toronto,ON,M5R 3L2,Canada,,,,,,,,,(416) 922-0845,0,,Japanese,$,DoorDash; Ritual; Skip the Dishes; Uber Eats; Wix Restaurants,Wix Restaurants,
,58302,27ff873dc8d86d27,Bourbon St & Grill Bramalea Inc,Restaurant,,25 Peel Centre Dr,Brampton,ON,L6T 3R5,Canada,Vinh,Ly,Proprietor,Owner,,,,,(905) 458-8235,1,,Chinese,$,Google Analytics; MailChimp; Opencart; Squarespace; Uber Eats,Opencart,
,58303,26a0f8af64de8079,Golden Gate Restaurant,Restaurant; Quick Service,,430 Acadia Dr SE,Calgary,AB,T2J 0B2,Canada,Ken,Wong,President,General,,,,,(403) 259-2777,1,,Chinese,$$,Google Analytics; Skip the Dishes; Uber Eats,,
,58304,2fc765bb55c0d8c8,Lollipot,Restaurant,,9020 Capstan Way,Richmond,BC,V6X 3V9,Canada,,,,,,,2019,,(778) 297-6600,0,,Chinese,$,DoorDash; Uber Eats,,
,58305,245f273afa8f6bad,Congee Wong,Restaurant,,29 Spadina Rd,Richmond Hill,ON,L4B 2Y4,Canada,,,,,,,,,(905) 883-1668,0,,Chinese,$$,Klaviyo; Shopify,Shopify,
,58306,2b50b8c1d4550858,Boru Ramen,Restaurant,,1371 Beaverbrook Ave,London,ON,N6H 0J1,Canada,,,,,,,,,(519) 657-6866,0,,Japanese,,Skip the Dishes; Uber Eats,,
,58307,245ef5246d36d2ee,Lucky Chopsticks,Restaurant,,313 Main St E,Kingsville,ON,N9Y 1A7,Canada,Guo,Wu,Proprietor,Owner,,,2013,,(519) 733-9977,1,,Chinese,$$,Google Analytics; Skip the Dishes,,
,58308,1f8d209a012ead5b,98 Super Panda,Restaurant,,50 Hurontario St,Collingwood,ON,L9Y 2L6,Canada,Doris,Sensenberger,General Manager,Operations,,,2009,,(705) 446-8098,1,,Chinese,$,,,
,58309,2aa1c81254436f45,Bistro Peekaboo,Restaurant,,1297 56 St,Delta,BC,V4L 2A6,Canada,Aki,Guevarra,Proprietor,Owner,,,,,(604) 943-7079,1,,Japanese,$$,,,
,58310,28c7ac47876c2692,De Thai Cuisine,Restaurant,,2215 33 Ave SW,Calgary,AB,T2T 1Z9,Canada,Promcharo,Peerachat,General Manager,Operations,,,,,(403) 705-2203,1,dethai@telus.net,Chinese; Thai,$$,GlobalFood; Oracle GloriaFood; Skip the Dishes,GlobalFood; Oracle GloriaFood,
,58311,18132bed0c16849d,Sushi You,Restaurant,,385 Waterloo St,Wilmot,ON,N3A 1S6,Canada,,,,,,,,,(519) 662-1161,0,,Japanese,,Square; Weebly,Square,Square
,58312,2208aacb24c00e7e,Landscape Restaurant,Restaurant,,423 4th Ave SW,Moose Jaw,SK,S6H 5V5,Canada,Joyce,Lui,Proprietor,Owner,,,,,(306) 693-3881,1,,Chinese,$,Skip the Dishes,,
,58313,1589a45d208b10ab,Tanlu Grill,Restaurant,,4771 McClelland Rd,Richmond,BC,V6X 0M5,Canada,,,,,lmf@tanlugrill.com,,,,(604) 370-2833,0,lmf@tanlugrill.com,Korean; Chinese,,,,
,58314,2121bb234ae19cee,Fortea,Restaurant,,1551 Cedar Hill Cross Rd,Saanich,BC,V8P 2P3,Canada,,,,,yzl19700812@gmail.com,,,,(250) 590-6997,0,,Chinese,$,DoorDash; Google Analytics; Skip the Dishes; Uber Eats,,
,58315,2857b948a0e4a5f4,Alley Deep Fried Skewer Xiao Xiang Zha Chuan,Restaurant,,5926 104 St NW,Edmonton,AB,T6H 2K3,Canada,,,,,,,,,(780) 705-1535,0,,Japanese; Chinese,$,Uber Eats,,
,58316,206049c494194991,Greenish,Restaurant,,350 Portage Ave,Winnipeg,MB,R3C 0C3,Canada,,,,,,,,,(204) 960-0618,0,,Korean; Japanese,$$,DoorDash; Skip the Dishes,,
,58317,23cb18780bec533e,Hiroshi Japanese Ramen,Restaurant,,19531 Fraser Hwy,Surrey,BC,V3S 6K7,Canada,,,,,info@hiroshiramen.com,,,,(778) 366-0213,0,info@hiroshiramen.com,Korean; Japanese; Vietnamese; Chinese; Thai,$$,Google Analytics; MailChimp; Opencart; Skip the Dishes; Squarespace; Uber Eats,Opencart,
,58318,1c7c55288b5c6144,Club Cafe,Restaurant,,219 Main St N,Russell-Binscarth,MB,R0J 1W0,Canada,George,Sung,Partner,Owner,,,,,(204) 773-2684,2,,Chinese,$$,,,
,58319,1d83e77c4541edbc,Tasty Pot,Restaurant,,550 HWY-7,Richmond Hill,ON,L4B 3Z4,Canada,,,,,,,2014,,(905) 763-8338,0,,Chinese,$$,Ritual; Uber Eats,,
,58320,2632cafe66bd6cbf,Wally's Kitchen,Restaurant,,9302 100 St,Grande Prairie,AB,T8V 2K9,Canada,Chen,Mah,Secretary-Treasurer,Finance,,,,,(780) 532-6969,1,,Chinese,$,Skip the Dishes,,
,58321,2b01b8677a230567,Mr. Sushi Lonsdale,Restaurant,,105 Lonsdale Ave,North Vancouver,BC,V7M 2E7,Canada,Adrian,Sushi,Gerente Operativo,,,,2017,,(604) 770-4202,4,mr.sushi.info@gmail.com,Japanese,$$,Codefusion; DoorDash; DoorDash Storefront; Google Analytics; Skip the Dishes; Uber Eats,Codefusion; DoorDash Storefront,
,58322,29c0561214161c15,Nobu Sushi,Restaurant,,3197 Edgemont Blvd,North Vancouver District,BC,V7R 2N8,Canada,,,,,,,,,(604) 988-4553,0,,Japanese,,,,
,58323,1dd672782c77eb6f,Gyukatsu Kyoto Katsugyu,Restaurant,,134 Dundas St E,Toronto,ON,M5B 1E2,Canada,,,,,,,,,(416) 203-8778,0,info@gyukatsu-kyotokatsugyu.ca,Japanese,$$,Mrsdigi,Mrsdigi,Mrsdigi
,58324,26dc9d1c8b0b65b0,Hey Chefz,Restaurant,,203 Lester St,Waterloo,ON,N2L 0B5,Canada,,,,,,,,,(519) 208-8881,0,,Chinese,$,DoorDash; Mrsdigi; Uber Eats,Mrsdigi,Mrsdigi
,58325,1bdbbac42f528b41,Sushi Heaven,Restaurant,,457 E Columbia St,New Westminster,BC,V3L 3X6,Canada,,,,,,,,,(604) 549-5010,0,,Japanese,$,Google Analytics; Skip the Dishes,,
,58326,28f9a265f19a068f,Thai Manao,Restaurant; Quick Service,,10 Avenue Trinity,Fredericton,NB,E3C 0B8,Canada,Gina,Zhang,President,General,,,,,(506) 459-8818,1,classictouch2008@hotmail.com,Japanese; Chinese; Thai,$$,Skip the Dishes,,
,58327,2becdcdfb4511a0a,Amai Sushi,Restaurant,,1530 Plessis Rd,Winnipeg,MB,R2C 5R5,Canada,,,,,,,,,(204) 505-2624,0,,Japanese,,Skip the Dishes; Wix Restaurants,Wix Restaurants,
,58328,297b4033bc1e1572,Osaka Food Market,Restaurant,,20 Broadleaf Ave,Whitby,ON,L1R 0B5,Canada,,,,,info@osakafoodmarket.com,,,,(905) 655-4400,0,info@osakafoodmarket.com,Japanese,,Google Analytics; Skip the Dishes,,
,58329,2524b7808a8c36fc,Kiwa,Restaurant,,6626 4 St NE,Calgary,AB,T2K 6H1,Canada,,,,,,,,,(587) 880-4489,0,,Korean; Chinese,$,Skip the Dishes,,
,58330,26f9515ad4cf4db1,Mui Garden,Restaurant,,4727 Kingsway,Burnaby,BC,V5H 2C3,Canada,,,,,,,,,(604) 336-9977,0,,Cantonese; Chinese,$$,DoorDash; Uber Eats,,
,58331,279306938f9a10a9,Wok & Roast Chinese BBQ,Restaurant; Quick Service,,349 Broadview Ave,Toronto,ON,M4M 2H1,Canada,,,,,,,,,(416) 461-3811,0,,Chinese,$$,DoorDash; Skip the Dishes; Uber Eats,,
,58332,210bb0a26f038add,Sun Star Restaurant,Restaurant,,631 Lougheed Hwy,Coquitlam,BC,V3K 3S5,Canada,,,,,,,,,(604) 937-5944,0,,Chinese,,Skip the Dishes,,
,58333,1ff8d8e7cc05329f,Neptune Palace Seafood Restaurant,Restaurant,,4525 Lougheed Hwy,Burnaby,BC,V5C 0K3,Canada,,,,,,,,,(604) 566-0897,0,,Chinese,,Skip the Dishes; Uber Eats,,
,58334,2b05830c712afb26,The Momo House,Restaurant,,679 Danforth Ave,Toronto,ON,M4J 1L2,Canada,,,,,,,,,(416) 461-0050,0,,Chinese,,GlobalFood; Oracle GloriaFood; Skip the Dishes,GlobalFood; Oracle GloriaFood,
,58335,1d687c7b3b9e39db,Nam Dae Moon Rice Cake,Restaurant,,6868 Royal Oak Ave,Burnaby,BC,V5J 0G9,Canada,,,,,,,,,(604) 559-6789,0,,Cantonese; Chinese,,Snappy; Uber Eats,Snappy,
,58336,20c12dd62de1ff1d,Sushi Ami,Restaurant,,20151 Fraser Hwy,Langley,BC,V3A 4E4,Canada,,,,,,,,,(604) 534-3622,0,,Japanese,$,Google Analytics; Skip the Dishes; Uber Eats,,
,58337,25f137e51c2848f5,Moon Wok Chinese Restaurant,Restaurant,,1820 Rogers Pl,Kamloops,BC,V1S 1T7,Canada,Saikh,Leung,Proprietor,Owner,,,,,(778) 471-3889,1,,Chinese,$$,Apple App Store; Chownow; Google Analytics; YellowPages.ca,Chownow,
,58338,25ebf2bc9b463f54,Chat Bar,Restaurant; Drinking Place,,187 Main Street Unionville,Markham,ON,L3R 2G8,Canada,,,,,,,,,(905) 604-8836,0,,Chinese,$$,,,
,58339,2b0b834c7f3b5cf6,Fusion Sushi,Restaurant,,201 10 St NW,Calgary,AB,T2N 1V5,Canada,,,,,,,,,(587) 352-2201,0,,Japanese,$$,DoorDash; Skip the Dishes; Uber Eats,,
,58340,2f17f67e3f1af511,Hayasee Hajime: Ri Ben Shi,Restaurant,,5096 Dundas St W,Toronto,ON,M9A 1C2,Canada,,,,,,,,,     ,0,,Japanese,,,,
,58341,362c046a4aa0f087,Sushi Te,Restaurant,,32423 Lougheed Hwy,Mission,BC,V2V 7B8,Canada,Hyeon,Lee,Principal,Owner,,,,,(604) 820-1500,1,,Japanese,$$,,,
,58342,3b4d63db3470801e,Yang's Hot Pot & Dim Sum,Restaurant,,71 Bridge St,Drumheller,AB,T0J 0Y0,Canada,,,,,,,,,(403) 823-2239,0,,Chinese,,,,
,58343,3b2994d4d39e0266,Ye's Sushi,Restaurant,,70 Sportsworld Dr,Kitchener,ON,N2P 2J1,Canada,,,,,info@yessushi.com,,,,(519) 653-3888,0,info@yessushi.com,Japanese; Chinese; Thai,$$,DoorDash; Skip the Dishes; Uber Eats,,
,58344,33e943f220ce44d5,Sushi Hama,Restaurant,,12566 HWY-50,Caledon,ON,L7E 1M7,Canada,Jay,Nguyen,Proprietor,Owner,,,,,(905) 857-2888,1,v.linh.foundation@gmail.com,Japanese,$$,Skip the Dishes; Uber Eats,,
,58345,2ed4baf235d9ebc0,Kami Sushi,Restaurant; Quick Service,,2215 160 St,Surrey,BC,V3Z 9N6,Canada,Avril,Song,President,General,,,,,(604) 536-5360,1,,Japanese,$$,DoorDash; Google Analytics; Skip the Dishes; Uber Eats,,
,58346,387a72a9e09243b2,Golden Harvest Asian Cuisine,Restaurant,,2146 Mountain Grove Ave,Burlington,ON,L7P 2J3,Canada,,,,,,,,,(905) 681-0883,0,,Chinese,$,Skip the Dishes; Uber Eats,,
,58347,3c6b4f26cd1764f1,Hope Sushi,Restaurant,,377 Old Hope-Princeton Way,Hope,BC,V0X 1L4,Canada,,,,,,,,,(604) 869-8484,0,,Japanese,$,,,
,58348,3f24a742fda361db,Lonch Sushi,Restaurant,,1000 Gerrard St E,Toronto,ON,M4M 3G6,Canada,,,,,,,,,(416) 901-7901,0,,Japanese,$,Uber Eats,,
,58349,4180810790ef68b3,Sushi Gozen,Restaurant,,1225 St Mary's Rd,Winnipeg,MB,R2M 5E5,Canada,Seoha,Park,Proprietor,Owner,,,,,(204) 254-8247,1,sushigozen@hotmail.com,Japanese,$$,Google Analytics; Menusifu; Skip the Dishes,Menusifu,Menusifu
,58350,3d2ecf1dc27fbf92,Wow Bao,Restaurant,,3757 Keele St,Toronto,ON,M3J 1N4,Canada,,,,,,,,,(416) 638-0077,0,,Chinese,$,Skip the Dishes; Uber Eats,,
,58351,353e932fba01a876,Dragon Chef Restaurant,Restaurant,,10706 79 Ave,Grande Prairie,AB,T8W 0G9,Canada,,,,,,,,,(587) 259-2818,0,,Chinese,$$,Google Analytics; Skip the Dishes,,
,58352,2bbaa2bd872b9f8c,Salamanders,Restaurant,,28 Clothier St E,North Grenville,ON,K0G 1J0,Canada,William,Odd,Proprietor,Owner,,,,,(613) 258-2630,1,,Canadian; Creole; Cajun,$$,Google Analytics; MailChimp; WooCommerce,,
,58353,2d1d1fd9f9566987,You Like It Chinese Restaurant,Restaurant,,301 Main St,Halifax,NS,B2X 1T4,Canada,Manli,Chen,President,General,,,,,(902) 434-8918,1,,Japanese; Chinese; Thai,$$,DI develop; Skip the Dishes; Uber Eats,DI develop,
,58354,2d1da45fc2b2de46,TAAM CUISINE,Restaurant,,1107 Lorne Park Rd,Mississauga,ON,L5H 3A1,Canada,,,,,,,,,(905) 891-8888,0,,Chinese,$,Uber Eats,,
,58355,34f105725d5fcb6e,Kizuna Ramen,Restaurant,,776 Fairview Rd,Esquimalt,BC,V9A 5V1,Canada,,,,,contact@kizunaramen.com,,,,(778) 535-4820,0,contact@kizunaramen.com,Japanese,,Skip the Dishes; Squarespace; Uber Eats,,
,58356,2f1bb7efc4175568,Wan Li,Restaurant,,170 University Park Dr,Regina,SK,S4V 1A3,Canada,,,,,,,,,(306) 501-1096,0,,Chinese,,,,
,58357,242fb93352a6c82c,Yuzu No Hana,Restaurant,,236 Adelaide St W,Toronto,ON,M5H 1W7,Canada,Ann,Cozzi,President,General,,,2008,,(416) 205-9808,2,,Japanese; Italian,$$$,DoorDash; Google Analytics; Ritual; Skip the Dishes; Tock; Uber Eats; Yelp Reservation; Yelp Waitlist,,
,58358,356301d034f45933,Yip Hong's Dim Sum Restaurant,Restaurant,,3140 Preston Ave S,Saskatoon,SK,S7T 0V1,Canada,,,,,yiphongdimsum@gmail.com,,,,(306) 956-3375,0,yiphongdimsum@gmail.com,Chinese,$,Skip the Dishes,,
,58359,330a1d7f6a69fbc2,Dragon Terrace Chinese Restaurant,Restaurant,,38037 Cleveland Ave,Squamish,BC,V0N 3G0,Canada,Lin,Hoilam,Proprietor,Owner,,,2016,,(604) 892-3717,2,,Chinese,$,Groupon; Square; Weebly,Square,Square
,58360,3d6c84967b140cb0,Fuzion Sushi & Deli Bar,Restaurant,,100 2nd Ave S,Saskatoon,SK,S7K 1K5,Canada,Villaip,Liu,Proprietor,Owner,,,,,(306) 244-2005,1,,Japanese,$$$,Skip the Dishes,,
,58361,31772876ec6dcaa5,Good Buddy,Restaurant,,3026 Granville Dr,Edmonton,AB,T5T 4V3,Canada,,,,,goodbuddywest@gmail.com,,,,(780) 752-8833,0,goodbuddywest@gmail.com,Chinese,$$,Apple App Store; DoorDash; Ecwid; Skip the Dishes; Uber Eats; Wix Restaurants,Wix Restaurants,Ecwid
,58362,3a23845cac5a6863,The Villa,Restaurant,,813 Dundas St W,Whitby,ON,L1N 2N6,Canada,,,,,thevillasushi@gmail.com,,,,(905) 668-1688,0,thevillasushi@gmail.com,Japanese,$$,DoorDash; Skip the Dishes; Squarespace; Uber Eats,,
,58363,3b540da64c742ee5,Kome Sushi,Restaurant,,24 2nd Ave S,Williams Lake,BC,V2G 1H6,Canada,,,,,komesushi7@gmail.com,,,,(778) 567-0770,0,komesushi7@gmail.com,Japanese,$$$,,,
,58364,3f4a1e9d297ea957,Pho Bo Ga Ottawa,Restaurant,,1125 Nicola Ave,Port Coquitlam,BC,V3B 8B2,Canada,,,,,,,,,(778) 941-5807,0,,Chinese,$,Skip the Dishes; Uber Eats,,
,58365,3b57769d53b76709,Fisticuffs,Restaurant,,301 Barton St E,Hamilton,ON,L8L 2X4,Canada,,,,,,,,,(365) 601-0069,0,info@fisticuffsrestaurant.com,Malaysian; Chinese,$$,Squarespace; Tock; Uber Eats,,
,58366,3bcb89d293a581e9,Meet Sushi,Restaurant,,4630 Kingston Rd,Toronto,ON,M1E 4Z4,Canada,,,,,,,,,     ,0,,Japanese,,Skip the Dishes,,
,58367,41cfda91daa983b4,Wee Wok Express,Restaurant,,337 George St S,Peterborough,ON,K9J 3C8,Canada,Ron,K,Business Owner,Owner,,,2013,,(705) 748-3388,1,weewokexpress@gmail.com,Chinese; Thai,$$,DoorDash; Google Analytics; Skip the Dishes; WooCommerce,,
,58368,421a93beefaf73d9,Fusia Asian Kitchen,Restaurant,,595 Bay St,Toronto,ON,M5G 2C2,Canada,,,,,,,,,(416) 585-9888,0,,Chinese,$,DoorDash; Skip the Dishes; Uber Eats,,
,58369,36c2428615d2f898,iSushi Japanese Restaurant,Restaurant,,3883 Rupert St,Vancouver,BC,V5R 2G7,Canada,,,,,,,,,(604) 336-6553,0,,Japanese,$,Uber Eats,,
,58370,3bfe739458f52454,Sushi Castle,Restaurant; Grocery Store,,15785 Croydon Dr,Surrey,BC,V3Z 2L6,Canada,,,,,,,,,(604) 538-9335,0,,Japanese,$$,DoorDash; Uber Eats,,
,58371,3d2e5bafed9bbeed,Jay Bhavani Vadapav,Restaurant,,836 Markham Rd,Toronto,ON,M1H 2Y2,Canada,,,,,,,,,(647) 793-6344,0,,Indian; American; Chinese,,Skip the Dishes; Uber Eats,,
,58372,3b198b6daa909dd9,Yummy Chongqing,Restaurant,,160 University Ave W,Waterloo,ON,N2L 3E9,Canada,,,,,,,,,(519) 888-6600,0,,Cantonese; Chinese,$$,DoorDash; Uber Eats,,
,58373,3a7e818e6d326b21,That Stir Fry Express,Restaurant,,1220 St Mary's Rd,Winnipeg,MB,R2M 3V6,Canada,,,,,,,,,(204) 691-0880,0,,Korean; Chinese,$$,DoorDash; Skip the Dishes,,
,58374,375f2bdd9d2fb629,Hachi Sushi,Restaurant,,2135 Albert St,Regina,SK,S4P 2V1,Canada,,,,,,,,,(306) 525-1768,0,,Japanese,$$,DI develop; Skip the Dishes,DI develop,
,58375,2aa77d943a6760ab,Hong Kong Chicken Mei Xian Ke Jia Yan Ju Ji,Restaurant,,8362 Kennedy Rd,Markham,ON,L3R 9W5,Canada,,,,,,,,,(905) 604-8638,0,,Chinese,,,,
,58376,31128e834a32dcd3,Good Buddy Restaurant,Restaurant,,9499 137 Ave NW,Edmonton,AB,T5E 5R8,Canada,Jack,Szeto,General Manager and Member of the Board of Directors,Owner,,,2002,,(780) 406-3838,2,,Chinese,$$,Apple App Store; DoorDash; Ecwid; Skip the Dishes; Uber Eats; Wix Restaurants,Wix Restaurants,Ecwid
,58377,3501b00546e9558b,Yasu,Restaurant,,81 Harbord St,Toronto,ON,M5S 1G4,Canada,,,,,,,2014,,(416) 477-2361,0,toronto@yasu-sushibar.com,Japanese,$$$$,OpenTable; Tock; TouchBistro; Weebly,,TouchBistro
,58378,36b6db9f757e782d,Dynasty Century Restaurant,Restaurant,,9700 105 Ave NW,Edmonton,AB,T5H 4J1,Canada,,,,,,,,,(780) 428-3388,0,,Chinese,$$$,,,
,58379,3d6ef7f633be9365,YunShang Rice Noodle - Aurora,Restaurant,,Bayview Ave,Aurora,ON,L4G 3L4,Canada,Hugo,L,Business Owner,Owner,,,2012,,(905) 841-1112,1,info@yunshang.ca,Chinese,$$,Google Analytics; Mrsdigi; Snappy,Mrsdigi; Snappy,Mrsdigi
,58380,3a46d77b505b5fd9,Damoa Sushi,Restaurant,,103 Grove Pl,Drumheller,AB,T0J 0Y0,Canada,,,,,,,,,(403) 823-9323,0,,Japanese,$$,,,
,58381,33e0f7342e6d1271,Kam Yin Restaurant,Restaurant,,450 Erb St W,Waterloo,ON,N2T 1H4,Canada,Ping,Wong,President,General,,,,,(519) 746-1903,1,,American; Chinese,$$,DI develop; DoorDash; Skip the Dishes; Uber Eats,DI develop,
,58382,345be570be6bf982,Noodle House Chinese Restaurant,Restaurant,,188 Great George St,Charlottetown,PE,C1A 4L3,Canada,,,,,,,,,(902) 628-6633,0,fionjune@hotmail.ca,Chinese,$$,Apple App Store; GlobalFood; Oracle GloriaFood,GlobalFood; Oracle GloriaFood,
,58383,3791b54616443754,Dan Dan Noodle,Restaurant,,836 Denman St,Vancouver,BC,V6G 2L8,Canada,,,,,,,,,(604) 559-0266,0,,Japanese; Chinese,$$,DoorDash; Skip the Dishes; Uber Eats,,
,58384,3c836f4093a8292b,Kiku Sushi,Restaurant,,1368 W Pender St,Vancouver,BC,V6E 4S9,Canada,,,,,,,,,(604) 423-2818,0,,Japanese,$$,Apple App Store; DI develop; DoorDash; Skip the Dishes; Uber Eats,DI develop,
,58385,396487f470fa79bd,Cynthia's Paradise,Restaurant,,16715 Yonge St,Newmarket,ON,L3X 1X4,Canada,Cynthia,L,Business Owner,Owner,,,2014,,(905) 898-2888,1,,Korean; Japanese; Thai,$$,DoorDash; QuickPOS Ordering; Skip the Dishes; Uber Eats,QuickPOS Ordering,
,58386,2ccce191aeffc63f,Yunshang Rice Noodle(First Markham Place)Yun Shang Mi Xian,Restaurant,,3229 HWY-7,Markham,ON,L3R 3P3,Canada,,,,,,,2016,,(905) 604-5789,0,info@yunshang.ca,Chinese,$,Google Analytics; Mrsdigi; Snappy; Uber Eats,Mrsdigi; Snappy,Mrsdigi
,58387,2bb821d36fe4980e,Dragon Court,Restaurant,,988 King St W,Hamilton,ON,L8S 1L1,Canada,,,,,,,,,(905) 522-1999,0,,Chinese,$$,,,
,58388,2ed0f26ce13cd873,Hon's Wonton House,Restaurant,,1661 E Broadway,Vancouver,BC,V5N 1V9,Canada,,,,,bc01@honswontonhouse.com,,,,(604) 873-4600,0,bc02@honswontonhouse.com,Chinese,$,DoorDash; Qooway; Skip the Dishes; Uber Eats,Qooway,
,58389,33232f3b8ac4fd1f,Small Port Restaurant Kun Ming Xiao Guo -Xie Xie La,Restaurant,,155 Consumers Rd,Toronto,ON,M2J 0A3,Canada,,,,,,,,,(647) 335-8550,0,,Chinese,,Uber Eats,,
,58390,2f19549be2017a39,The Rice Bowl,Restaurant; Quick Service,,151 Loutit Rd,Wood Buffalo,AB,T9K 0K6,Canada,,,,,,,,,(780) 750-3939,0,,Chinese; Thai,$$,DoorDash; Google Analytics; Skip the Dishes; Uber Eats,,
,58391,38324a6a6f896aa9,China Wok,Restaurant; Quick Service,,379 Springbank Ave,Woodstock,ON,N4S 7R6,Canada,,,,,,,,,(519) 539-0188,0,,Chinese,$,Squarespace,,
,58392,3598231c8cc6b64e,Made In Japan Restaurants,Restaurant,,9350 Yonge St,Richmond Hill,ON,L4C 5G2,Canada,Cin Cia,Kwan,General Manager,Operations,,,,,(905) 737-2746,1,,Japanese,$$,,,
,58393,35c09e4a775e637b,Fortune Seafood Restaurant,Restaurant,,3833 Midland Ave,Toronto,ON,M1V 5L6,Canada,,,,,,,,,(416) 292-6833,0,,Chinese,$$,,,
,58394,30d4601b01fd1d46,Garden Restaurant,Restaurant,,16 Argyle St,Norfolk,ON,N3Y 1V5,Canada,L. I.,Chekin,Proprietor,Owner,,,,,(519) 426-4365,1,,Chinese,$,,,
,58395,3500e2410d573a56,Sushi Jet,Restaurant,,2425 Pembina Hwy,Winnipeg,MB,R3T 2H4,Canada,Edward,Kim,Proprietor,Owner,,,,,(204) 339-7888,1,,Japanese,$$,DI develop; DoorDash; Uber Eats,DI develop,
,58396,35a1f0cfd44e0bc8,Buk Chang Dong Soon Tofu,Restaurant,,2450 Sheppard Ave E,Toronto,ON,M2J 1X1,Canada,,,,,,,,,(416) 499-1500,0,,Korean; Japanese,$,DoorDash; Skip the Dishes; Uber Eats; Wix Restaurants,Wix Restaurants,
,58397,4257338886ad01ad,Hot Wok,Restaurant,,10050 158 St NW,Edmonton,AB,T5P 2X7,Canada,,,,,,,,,(780) 486-3378,0,,Chinese,$$,Skip the Dishes; Uber Eats,,
,58398,47bc11dcb0562d0b,Kim Feng Restaurant,Restaurant; Mobile Food,,516 Pleasant St,Halifax,NS,B2W 1A4,Canada,,,,,,,,,(902) 407-3795,0,,Cantonese; Chinese,$$,DI develop; Uber Eats,DI develop,
,58399,361b576b96328dbb,Panda Island Chinese Cuisine,Restaurant,,1950 Oak Bay Ave,Victoria,BC,V8R 1C9,Canada,,,,,pandaislandchinesecuisine@gmail.com,,,,(250) 595-3021,0,pandaislandchinesecuisine@gmail.com,Chinese,,Skip the Dishes,,
,58400,3bfe739458f52454,Sushi Castle,Restaurant; Grocery Store,,15785 Croydon Dr,Surrey,BC,V3Z 2L6,Canada,,,,,,,,,(604) 538-9335,0,,Japanese,$$,DoorDash; Uber Eats,,
,58401,3da7e85c342676e0,Sunny Restaurant Inc,Restaurant,,5294 Main St,Clarington,ON,L0B,Canada,Rong,Liu,President,General,,,,,(905) 983-9291,1,oronofarmersmarket2023@gmail.com,Chinese,$$,Google Analytics; WooCommerce,,
,58402,44b911777260b000,Milk & Sugar BBQ Bar,Cafe; Restaurant; Quick Service,,5103 Joyce St,Vancouver,BC,V5R 4G8,Canada,,,,,,,,,(604) 431-8544,0,,Chinese,$,DoorDash; Skip the Dishes; Uber Eats,,
