Row Labels,Sum of ARR,Sum of Total,Sum of Take Rate,,ID,Base & Other Fees,Rental,Voice ARR,Adj,ID,WP ARR,,ID,DE ARR,,ID,Status
R82367,0,0,7.99%,,R81953,200,0,"2,400",,R88502,"3,000",,,,,,
R82368,"13,882","178,201",7.79%,,R81955,0,0,"20,534",,R88505,"2,986",,,,,,
R82369,"14,375","205,648",6.99%,,R81956,148,0,"10,032",,R88507,"6,434",,,,,,
R82372,"14,341","179,259",8.00%,,R81957,0,0,"4,599",,R88513,"1,405",,,,,,
R82373,"21,962","314,195",6.99%,,R81958,0,0,"12,849",,R88518,"5,612",,,,,,
R82375,"12,324","176,305",6.99%,,R81959,0,0,"40,934",,R88523,"5,744",,,,,,
R82376,"3,894","55,710",6.99%,,R81961,0,0,"29,027",,R88527,"4,436",,,,,,
R82377,"14,295","204,505",6.99%,,R81962,0,0,"50,339",,R88528,"6,454",,,,,,
R82378,"3,231","37,611",8.59%,,R81963,0,0,"31,205",,R88529,150,,,,,,
R82379,"35,595","424,255",8.39%,,R81965,0,0,"19,552",,R88533,"13,450",,,,,,
R82381,"11,860","148,252",8.00%,,R81966,0,0,0,,R88559,"5,148",,,,,,
R82382,"13,005","186,057",6.99%,,R81967,0,0,"26,940",,R88562,"2,586",,,,,,
R82383,"10,300","147,348",6.99%,,R81968,0,0,"4,164",,R88596,"1,825",,,,,,
R82385,"16,384","234,392",6.99%,,R81969,0,0,"3,326",,R88605,"4,512",,,,,,
R82387,"14,751","211,034",6.99%,,R81971,200,0,"9,938",,R88607,"7,243",,,,,,
R82389,"5,972","78,682",7.59%,,R81972,0,0,"17,992",,R88613,"4,737",,,,,,
R82392,"10,611","139,797",7.59%,,R81973,0,0,0,,R88617,379,,,,,,
R82393,"12,601","166,016",7.59%,,R81975,200,0,"19,025",,R88627,"2,170",,,,,,
R82395,"26,412","330,561",7.99%,,R81976,210,0,"17,414",,R88632,"2,089",,,,,,
R82396,"1,384","19,799",6.99%,,R81977,0,0,"33,070",,R88652,"5,118",,,,,,
R82398,0,0,6.99%,,R81978,0,0,"5,739",,R88656,"6,211",,,,,,
R82399,"31,554","451,409",6.99%,,R81979,0,0,"41,012",,R88662,"7,740",,,,,,
R82501,"13,478","192,820",6.99%,,R81981,0,0,"38,790",,R88671,"1,404",,,,,,
R82502,"32,823","400,771",8.19%,,R81983,0,0,"28,554",,R88672,"2,037",,,,,,
R82503,"15,776","225,695",6.99%,,R81985,0,0,0,,R88679,"4,396",,,,,,
R82505,"13,807","197,528",6.99%,,R81986,0,0,0,,R88681,"2,230",,,,,,
R82506,"24,600","324,116",7.59%,,R81987,0,0,0,,R88682,"2,234",,,,,,
R82507,"37,606","578,555",6.50%,,R81988,0,0,"22,067",,R88685,"7,514",,,,,,
R82508,"16,859","216,421",7.79%,,R81989,0,0,0,,R88699,"5,469",,,,,,
R82511,"23,110","289,232",7.99%,,R81991,0,0,"10,139",,R88702,"6,634",,,,,,
R82512,"7,200","103,005",6.99%,,R81993,0,0,"32,682",,R88721,"1,059",,,,,,
R82513,"8,939","127,887",6.99%,,R81995,200,0,"12,506",,R88728,"1,930",,,,,,
R82516,"9,523","113,509",8.39%,,R81996,200,0,"9,428",,R88729,"3,262",,,,,,
R82518,"17,010","212,889",7.99%,,R81997,54,0,648,,R88731,"8,142",,,,,,
R82519,"14,034","180,154",7.79%,,R81999,54,0,648,,R88751,"2,788",,,,,,
R82521,"32,662","467,269",6.99%,,R82001,200,0,"5,160",,R88753,"3,505",,,,,,
R82523,0,0,8.19%,,R82002,200,0,"6,249",,R88772,"1,047",,,,,,
R82525,"38,835","498,519",7.79%,,R82003,0,0,"10,583",,R88773,237,,,,,,
R82528,"14,792","211,614",6.99%,,R82005,0,0,"15,533",,R88776,"2,979",,,,,,
R82529,"28,967","414,413",6.99%,,R82007,210,0,"48,278",,R88786,"2,611",,,,,Y,
R82531,"51,016","654,894",7.79%,,R82008,0,0,0,,R88787,"3,249",,,,,,
R82532,"11,586","165,758",6.99%,,R82009,0,0,"13,405",,R88791,"2,990",,,,,,
R82533,"18,990","250,193",7.59%,,R82011,0,0,"10,522",,R88795,661,,,,,,
R82535,"18,177","260,036",6.99%,,R82012,0,0,0,,R88797,"3,804",,,,,,
R82537,"74,867","1,071,060",6.99%,,R82013,0,0,"17,078",,R88798,995,,,,,,
R82539,"28,351","373,533",7.59%,,R82015,0,0,"13,120",,R88803,"4,619",,,,,,
R82552,"26,255","345,917",7.59%,,R82016,0,0,"16,545",,R88805,"6,092",,,,,,
R82553,0,0,6.99%,,R82017,0,0,0,,R88812,"1,190",,,,,,
R82555,0,0,7.99%,,R82018,0,0,"29,260",,R88813,45,,,,,,
R82556,"23,479","335,893",6.99%,,R82019,0,0,"21,946",,R88817,156,,,,,,
R82558,0,0,6.99%,,R82021,0,0,0,,R88821,"3,994",,,,,,
R82559,"14,118","172,375",8.19%,,R82022,0,0,"6,236",,R88825,"3,401",,,,,,
R82561,"27,777","323,363",8.59%,,R82023,200,0,"12,309",,R88826,"4,639",,,,,,
R82563,"3,156","41,584",7.59%,,R82025,0,0,"16,561",,R88832,"3,906",,,,,,
R82565,"17,558","251,183",6.99%,,R82026,0,0,"19,449",,R88833,"2,175",,,,,,
R82566,"14,030","200,711",6.99%,,R82027,0,0,0,,R88851,"2,920",,,,,,
R82567,0,0,6.99%,,R82028,150,0,"12,439",,R88852,"6,461",,,,,,
R82568,"11,932","170,701",6.99%,,R82029,0,0,"16,036",,R88856,"1,617",,,,,,
R82569,0,0,6.99%,,R82031,0,0,"12,622",,R88857,"1,157",,,,,,
R82572,0,0,6.99%,,R82032,200,0,"14,145",,R88873,"2,953",,,,,,
R82573,0,0,8.19%,,R82033,200,0,"5,101",,R88878,"4,712",,,,,,
R82575,"6,531","93,434",6.99%,,R82035,0,0,"34,223",,R88879,"8,423",,,,,,
R82577,"21,195","303,216",6.99%,,R82036,10,0,"26,610",,R88882,"4,299",,,,,,
R82581,0,0,7.59%,,R82038,54,0,648,,R88885,532,,,,,,
R82582,"11,015","157,578",6.99%,,R82039,0,0,0,,R88887,"8,855",,,,,,
R82583,"4,399","62,928",6.99%,,R82051,0,0,0,,R88893,"2,363",,,,,,
R82585,"1,851","26,479",6.99%,,R82053,200,0,"10,133",,R88899,306,,,,,,
R82586,"18,594","238,689",7.79%,,R82055,10,0,"3,672",,R88901,"3,597",,,,,,
R82587,"26,238","345,696",7.59%,,R82056,0,0,"29,333",,R88903,"1,790",,,,,,
R82588,"61,430","819,073",7.50%,,R82057,0,0,0,,R88906,593,,,,,,
R82589,"6,080","75,997",8.00%,,R82058,0,0,0,,R88912,"6,151",,,,,,
R82591,"29,662","362,168",8.19%,,R82059,200,0,"9,269",,R88913,"4,783",,,,,In Month,
R82592,"4,008","57,345",6.99%,,R82061,200,0,"2,400",,R88915,502,,,,,,
R82593,"4,396","57,917",7.59%,,R82063,200,0,"35,275",,R88919,"10,953",,,,,,
R82595,0,0,7.79%,,R82065,0,0,0,,R88921,"2,970",,,,,,
R82597,0,0,7.59%,,R82066,0,0,"17,331",,R88923,"4,869",,,,,,
R82598,"7,095","91,077",7.79%,,R82067,0,0,0,,R88926,"7,117",,,,,,
R82599,"7,987","94,078",8.49%,,R82068,0,0,"6,720",,R88927,"4,237",,,,,,
R82601,0,0,7.79%,,R82069,0,0,0,,R88928,"5,489",,,,,,
R82602,"14,378","179,727",8.00%,,R82072,0,0,"21,033",,R88929,"3,310",,,,,,
R82603,"11,295","141,359",7.99%,,R82073,200,0,"14,058",,R88939,"4,179",,,,,,
R82605,0,0,6.99%,,R82075,0,0,0,,R88956,"3,104",,,,,,
R82606,"35,239","504,138",6.99%,,R82076,200,0,"24,888",,R88957,"1,373",,,,,,
R82607,"15,414","220,519",6.99%,,R82078,10,0,"22,870",,R88961,"1,497",,,,,,
R82608,"17,809","254,772",6.99%,,R82079,200,0,"12,539",,R88962,"1,250",,,,,,
R82611,0,0,7.59%,,R82081,0,0,"25,670",,R88965,"2,318",,,,,,
R82612,"45,333","648,545",6.99%,,R82082,0,0,"17,461",,R88967,"1,570",,,,,,
R82613,"18,701","267,541",6.99%,,R82083,10,0,"18,243",,R88968,"1,996",,,,,,
R82615,"42,959","524,526",8.19%,,R82085,0,0,0,,R88969,"3,086",,,,,,
R82616,"18,333","262,282",6.99%,,R82086,210,0,"49,303",,R88987,472,,,,,,
R82617,"43,391","620,757",6.99%,,R82087,0,0,0,,Grand Total,"1,569,857",,,,,,
R82618,"7,249","103,703",6.99%,,R82088,0,0,"29,293",,,,,,,,,
R82619,"5,545","73,060",7.59%,,R82089,10,0,"28,886",,,,,,,,,
R82621,"50,272","719,205",6.99%,,R82091,0,0,0,,,,,,,,,
R82622,"26,197","374,782",6.99%,,R82092,26,0,"30,513",,,,,,,,,
R82623,"17,278","247,187",6.99%,,R82093,200,0,"20,556",,,,,,,,,
R82625,0,0,6.99%,,R82095,200,0,"8,198",,,,,,,,,
R82628,"9,092","130,073",6.99%,,R82096,0,0,"27,019",,,,,,,,,
R82629,"21,404","306,210",6.99%,,R82097,0,0,"7,458",,,,,,,,,
R82635,"8,083","115,643",6.99%,,R82098,0,0,"39,384",,,,,,,,,
R82636,"19,126","273,621",6.99%,,R82099,0,0,"25,384",,,,,,,,,
R82637,"17,308","247,609",6.99%,,R82101,0,8,"21,632",,,,,,,,,
R82638,"52,356","624,025",8.39%,,R82102,0,0,0,,,,,,,,,
R82639,"18,982","271,560",6.99%,,R82103,0,0,0,,,,,,,,,
R82652,"15,307","218,984",6.99%,,R82105,0,0,"23,336",,,,,,,,,
R82653,"20,688","246,584",8.39%,,R82106,0,0,0,,,,,,,,,
R82655,"30,767","405,368",7.59%,,R82107,0,0,0,,,,,,,,,
R82656,0,0,6.99%,,R82108,0,0,0,,,,,,,,,
R82659,"12,742","182,288",6.99%,,R82109,0,0,"38,911",,,,,,,,,
R82661,"3,875","55,432",6.99%,,R82201,0,0,"17,857",,,,,,,,,
R82662,"1,777","22,213",8.00%,,R82202,0,0,0,,,,,,,,,
R82663,0,0,7.99%,,R82203,0,0,"11,476",,,,,,,,,
R82666,"12,157","173,914",6.99%,,R82205,200,0,"6,643",,,,,,,,,
R82667,"20,379","291,544",6.99%,,R82206,0,0,0,,,,,,,,,
R82668,"13,433","167,911",8.00%,,R82207,0,0,0,,,,,,,,,
R82671,"16,338","233,727",6.99%,,R82208,54,0,648,,,,,,,,,
R82672,"12,626","146,981",8.59%,,R82209,10,8,"50,656",,,,,,,,,
R82673,"13,542","169,280",8.00%,,R82301,0,0,"13,987",,,,,,,,,
R82675,"6,647","95,091",6.99%,,R82302,200,8,"5,053",,,,,,,,,
R82678,"7,348","105,128",6.99%,,R82303,0,8,"27,501",,,,,,,,,
R82679,"17,836","255,161",6.99%,,R82305,0,0,"13,971",,,,,,,,,
R82681,"18,592","232,690",7.99%,,R82306,0,0,"44,615",,,,,,,,,
R82682,0,0,6.99%,,R82307,0,0,0,,,,,,,,,
R82683,"2,383","29,100",8.19%,,R82308,0,0,0,,,,,,,,,
R82686,"42,710","611,019",6.99%,,R82309,0,0,"12,929",,,,,,,,,
R82687,"18,052","231,733",7.79%,,R82311,10,0,"7,490",,,,,,,,,
R82688,"8,665","111,232",7.79%,,R82312,0,0,0,,,,,,,,,
R82689,"23,016","329,277",6.99%,,R82313,200,8,"26,970",,,,,,,,,
R82692,"20,678","246,460",8.39%,,R82315,0,0,"22,978",,,,,,,,,
R82693,"4,574","55,854",8.19%,,R82316,0,0,0,,,,,,,,,
R82695,"22,238","318,136",6.99%,,R82318,0,15,"7,572",,,,,,,,,
R82696,"10,935","156,438",6.99%,,R82321,54,8,648,,,,,,,,,
R82697,0,0,8.59%,,R82322,0,15,"9,770",,,,,,,,,
R82698,"11,597","165,909",6.99%,,R82323,0,0,0,,,,,,,,,
R82701,"27,289","350,310",7.79%,,R82325,0,0,0,,,,,,,,,
R82702,"9,157","114,464",8.00%,,R82327,0,0,0,,,,,,,,,
R82705,"7,741","110,749",6.99%,,R82328,0,0,0,,,,,,,,,
R82706,"9,294","132,959",6.99%,,R82329,0,0,"45,228",,,,,,,,,
R82707,0,0,6.99%,,R82331,200,8,"4,745",,,,,,,,,
R82708,"5,988","85,666",6.99%,,R82332,0,0,0,,,,,,,,,
R82711,0,0,7.99%,,R82333,0,0,0,,,,,,,,,
R82712,"24,322","347,960",6.99%,,R82335,0,0,"53,567",,,,,,,,,
R82713,0,0,6.99%,,R82336,0,0,"23,425",,,,,,,,,
R82715,"13,624","170,508",7.99%,,R82337,0,0,"23,308",,,,,,,,,
R82716,"6,836","97,798",6.99%,,R82338,54,0,648,,,,,,,,,
R82717,"16,712","239,080",6.99%,,R82339,200,8,"25,059",,,,,,,,,
R82718,"34,545","494,199",6.99%,,R82351,200,0,"15,090",,,,,,,,,
R82719,"46,445","540,682",8.59%,,R82352,10,15,"16,043",,,,,,,,,
R82722,"6,596","94,366",6.99%,,R82353,0,0,0,,,,,,,,,
R82723,"6,621","94,723",6.99%,,R82355,0,0,0,,,,,,,,,
R82725,"18,482","264,413",6.99%,,R82356,0,0,"23,074",,,,,,,,,
R82726,"12,285","175,744",6.99%,,R82357,0,0,0,,,,,,,,,
R82727,"17,693","253,126",6.99%,,R82358,0,0,"17,788",,,,,,,,,
R82729,0,0,8.39%,,R82359,0,0,0,,,,,,,,,
R82731,"6,353","90,886",6.99%,,R82361,200,8,"10,759",,,,,,,,,
R82733,"16,259","203,488",7.99%,,R82362,10,8,"15,273",,,,,,,,,
R82736,0,0,6.99%,,R82363,200,8,"14,291",,,,,,,,,
R82737,"1,480","21,167",6.99%,,R82365,200,0,"7,333",,,,,,,,,
R82738,"18,471","264,248",6.99%,,R82366,0,15,"23,394",,,,,,,,,
R82751,0,0,7.79%,,R82367,0,0,0,,,,,,,,,
R82752,"6,056","86,636",6.99%,,R82368,0,0,"14,330",,,,,,,,,
R82756,0,0,7.99%,,R82369,0,8,"14,839",,,,,,,,,
R82758,"1,816","25,981",6.99%,,R82372,0,0,"14,804",,,,,,,,,
R82759,"10,074","144,124",6.99%,,R82373,0,0,"22,670",,,,,,,,,
R82761,0,0,8.59%,,R82375,0,8,"12,722",,,,,,,,,
R82762,"22,408","280,445",7.99%,,R82376,0,0,"4,020",,,,,,,,,
R82763,"10,993","157,275",6.99%,,R82377,200,8,"17,156",,,,,,,,,
R82765,"19,409","255,713",7.59%,,R82378,50,15,"3,935",,,,,,,,,
R82767,"13,090","187,267",6.99%,,R82379,0,15,"36,743",,,,,,,,,
R82768,"19,945","262,775",7.59%,,R82381,0,23,"12,243",,,,,,,,,
R82769,"14,993","214,490",6.99%,,R82382,0,15,"13,425",,,,,,,,,
R82771,"29,049","484,962",5.99%,,R82383,200,0,"13,032",,,,,,,,,
R82772,"32,059","382,110",8.39%,,R82385,0,23,"16,913",,,,,,,,,
R82773,"15,050","215,314",6.99%,,R82386,0,0,0,,,,,,,,,
R82775,"16,861","241,216",6.99%,,R82387,200,8,"17,627",,,,,,,,Y,
R82776,"33,972","436,096",7.79%,,R82388,0,0,0,,,,,,,,,
R82777,"2,589","37,038",6.99%,,R82389,200,0,"8,565",,,,,,,,,
R82778,"14,112","185,935",7.59%,,R82391,0,0,0,,,,,,,,,
R82779,"14,618","209,130",6.99%,,R82392,200,8,"13,353",,,,,,,,,
R82781,"12,198","174,510",6.99%,,R82393,0,0,"13,007",,,,,,,,,
R82782,"26,901","354,426",7.59%,,R82395,0,15,"27,264",,,,,,,,,
R82788,"56,180","703,125",7.99%,,R82396,200,0,"3,829",,,,,,,,,
R82789,"14,797","211,693",6.99%,,R82397,0,0,0,,,,,,,,,
R82791,"22,889","327,450",6.99%,,R82398,0,0,0,,,,,,,,,
R82792,0,0,8.19%,,R82399,0,15,"32,572",,,,,,,,,
R82793,"9,521","136,213",6.99%,,R82501,0,15,"13,913",,,,,,,,,
R82795,0,0,8.00%,,R82502,0,15,"33,882",,,,,,,,,
R82797,"26,546","379,772",6.99%,,R82503,10,0,"16,405",,,,,,,,,
R82798,0,0,7.79%,,R82505,50,0,"14,852",,,,,,,,,
R82801,"26,340","329,660",7.99%,,R82506,0,0,"25,394",,,,,,,,,
R82802,"12,618","180,516",6.99%,,R82507,0,15,"38,819",,,,,,,,,
R82803,"1,301","18,611",6.99%,,R82508,0,23,"17,403",,,,,,,,,
R82805,"36,086","530,673",6.80%,,R82509,0,0,0,,,,,,,,,
R82806,0,0,6.99%,,R82511,0,8,"23,855",,,,,,,,,
R82807,0,0,6.99%,,R82512,10,0,"7,552",,,,,,,,In Month,
R82808,"32,502","387,395",8.39%,,R82513,10,0,"9,347",,,,,,,,,
R82809,"3,689","48,607",7.59%,,R82515,0,0,0,,,,,,,,,
R82811,"26,578","380,235",6.99%,,R82516,200,0,"12,230",,,,,,,,,
R82813,"8,426","105,453",7.99%,,R82517,0,0,0,,,,,,,,,
R82815,"27,107","387,791",6.99%,,R82518,0,0,"17,559",,,,,,,,,
R82816,"23,598","274,710",8.59%,,R82519,200,8,"16,887",,,,,,,,,
R82817,"25,003","357,701",6.99%,,R82521,0,0,"33,716",,,,,,,,,
R82821,0,0,6.99%,,R82522,0,0,0,,,,,,,,,
R82822,"8,390","120,034",6.99%,,R82523,54,15,648,,,,,,,,,
R82825,"15,191","217,324",6.99%,,R82525,0,0,"40,088",,,,,,,,,
R82826,"8,421","108,102",7.79%,,R82528,0,0,"15,269",,,,,,,,,
R82827,"21,748","311,133",6.99%,,R82529,0,8,"29,901",,,,,,,,,
R82828,"30,079","430,320",6.99%,,R82531,0,15,"52,662",,,,,,,,,
R82829,"2,728","39,026",6.99%,,R82532,10,0,"12,080",,,,,,,,,
R82831,"26,286","376,056",6.99%,,R82533,0,0,"19,603",,,,,,,,,
R82832,"11,293","147,622",7.65%,,R82535,0,0,"18,763",,,,,,,,,
R82835,"15,296","218,828",6.99%,,R82536,0,0,0,,,,,,,,,
R82836,"14,274","204,202",6.99%,,R82537,0,0,"77,282",,,,,,,,,
R82837,"17,789","205,648",8.65%,,R82538,0,0,0,,,,,,,,,
R82838,"22,902","271,032",8.45%,,R82539,200,0,"31,666",,,,,,,,,
R82852,"30,945","442,703",6.99%,,R82551,0,0,0,,,,,,,,,
R82853,"21,890","313,161",6.99%,,R82552,0,15,"27,102",,,,,,,,Y,
R82855,"34,536","494,084",6.99%,,R82553,0,0,0,,,,,,,,,
R82857,"15,396","220,257",6.99%,,R82555,0,15,0,,,,,,,,,
R82859,"20,334","265,810",7.65%,,R82556,210,15,"26,756",,,,,,,,,
R82861,"2,462","35,219",6.99%,,R82558,0,0,0,,,,,,,,,
R82862,0,0,8.00%,,R82559,0,8,"14,573",,,,,,,,,
R82863,"8,529","122,014",6.99%,,R82561,200,15,"31,073",,,,,,,,,
R82865,0,0,7.65%,,R82562,0,0,0,,,,,,,,,
R82867,"17,461","249,799",6.99%,,R82563,200,8,"5,658",,,,,,,,,
R82868,"31,608","452,185",6.99%,,R82565,0,8,"18,124",,,,,,,,,
R82869,0,0,6.99%,,R82566,0,0,"14,483",,,,,,,,,
R82871,"25,474","364,430",6.99%,,R82567,200,0,"2,400",,,,,,,,,
R82872,0,0,6.99%,,R82568,200,0,"14,717",,,,,,,,,
R82873,"37,087","530,570",6.99%,,R82569,0,0,0,,,,,,,,,
R82875,0,0,6.99%,,R82571,0,0,0,,,,,,,,,
R82876,"1,041","14,895",6.99%,,R82572,27,0,324,,,,,,,,,
R82877,0,0,6.99%,,R82573,0,0,0,,,,,,,,,
R82879,"23,443","335,379",6.99%,,R82575,200,0,"9,142",,,,,,,,,
R82881,"39,941","512,719",7.79%,,R82576,0,0,0,,,,,,,,,
R82882,"21,856","312,675",6.99%,,R82577,200,15,"24,279",,,,,,,,,
R82883,"12,765","182,624",6.99%,,R82578,0,0,0,,,,,,,,,
R82885,0,0,7.59%,,R82579,0,0,0,,,,,,,,,
R82886,0,0,7.59%,,R82581,200,0,"2,400",,,,,,,,,
R82887,"9,904","141,682",6.99%,,R82582,0,0,"11,370",,,,,,,,,
R82888,"19,949","285,387",6.99%,,R82583,200,8,"6,941",,,,,,,,,
R82889,"15,610","223,320",6.99%,,R82585,200,0,"4,311",,,,,,,,,
R82891,0,0,6.99%,,R82586,0,8,"19,194",,,,,,,,,
R82892,"5,764","82,462",6.99%,,R82587,0,8,"27,084",,,,,,,,,
R82893,0,0,6.99%,,R82588,0,0,"63,412",,,,,,,,,
R82895,0,0,6.99%,,R82589,0,8,"6,276",,,,,,,,,
R82896,"53,773","769,279",6.99%,,R82591,0,0,"30,619",,,,,,,,,
R82897,"11,256","161,037",6.99%,,R82592,0,0,"4,137",,,,,,,,,
R82898,"11,853","169,577",6.99%,,R82593,200,8,"6,938",,,,,,,,,
R82899,"11,152","159,546",6.99%,,R82595,200,0,"2,400",,,,,,,,,
R82901,"4,799","68,652",6.99%,,R82596,0,0,0,,,,,,,,,
R82902,0,0,8.59%,,R82597,0,0,0,,,,,,,,,
R82903,0,0,8.00%,,R82598,0,0,"7,324",,,,,,,,,
R82905,"29,806","426,406",6.99%,,R82599,200,23,"10,645",,,,,,,,,
R82906,"7,882","112,766",6.99%,,R82601,0,0,0,,,,,,,,,
R82907,"44,879","642,050",6.99%,,R82602,0,0,"14,842",,,,,,,,,
R82908,0,0,7.59%,,R82603,200,0,"14,059",,,,,,,,,
R82909,"2,987","42,725",6.99%,,R82605,0,0,0,,,,,,,,,
R82911,"7,678","109,844",6.99%,,R82606,0,0,"36,376",,,,,,,,,
R82912,"28,853","412,780",6.99%,,R82607,0,8,"15,911",,,,,,,,,
R82915,"20,266","289,935",6.99%,,R82608,0,0,"18,383",,,,,,,,Y,
R82916,0,0,7.99%,,R82609,0,0,0,,,,,,,,,
R82918,"16,797","210,220",7.99%,,R82611,54,0,648,,,,,,,,,
R82919,"5,924","78,047",7.59%,,R82612,0,15,"46,795",,,,,,,,,
R82921,"17,409","249,054",6.99%,,R82613,10,8,"19,424",,,,,,,,,
R82922,"41,735","597,068",6.99%,,R82615,0,15,"44,345",,,,,,,,,
R82923,"37,418","535,305",6.99%,,R82616,2,0,"18,948",,,,,,,,,
R82925,0,0,6.99%,,R82617,0,0,"44,791",,,,,,,,,
R82926,0,0,6.99%,,R82618,0,0,"7,483",,,,,,,,,
R82927,"14,992","192,454",7.79%,,R82619,0,0,"5,724",,,,,,,,,
R82928,"17,010","243,349",6.99%,,R82621,200,0,"54,294",,,,,,,,,
R82929,0,0,6.99%,,R82622,10,15,"27,162",,,,,,,,,
R82933,"13,159","188,258",6.99%,,R82623,0,0,"17,835",,,,,,,,,
R82936,0,0,6.99%,,R82625,0,0,0,,,,,,,,,
R82937,"22,596","323,261",6.99%,,R82626,0,0,0,,,,,,,,,
R82939,0,0,6.99%,,R82627,0,0,0,,,,,,,,,
R82951,"33,915","394,814",8.59%,,R82628,0,0,"9,385",,,,,,,,,
R82952,"9,587","137,152",6.99%,,R82629,200,0,"24,494",,,,,,,,,
R82953,"31,512","450,815",6.99%,,R82631,0,0,0,,,,,,,,,
R82955,"10,275","146,993",6.99%,,R82632,0,0,0,,,,,,,,,
R82956,"10,882","155,683",6.99%,,R82633,0,0,0,,,,,,,,,
R82958,"15,588","200,100",7.79%,,R82635,0,8,"8,344",,,,,,,,,
R82959,"9,579","137,033",6.99%,,R82636,10,8,"19,863",,,,,,,,,
R82961,"12,003","150,032",8.00%,,R82637,200,8,"20,266",,,,,,,,,
R82962,"27,137","357,531",7.59%,,R82638,0,15,"54,045",,,,,,,,,
R82965,"22,696","324,695",6.99%,,R82639,0,8,"19,594",,,,,,,,,
R82966,"12,933","166,024",7.79%,,R82651,0,0,0,,,,,,,,,
R82967,"16,910","211,380",8.00%,,R82652,200,8,"18,201",,,,,,,,,
R82968,"7,884","112,783",6.99%,,R82653,0,15,"21,355",,,,,,,,,
R82969,"4,263","56,163",7.59%,,R82655,0,0,"31,759",,,,,,,,,
R82972,"3,078","44,037",6.99%,,R82656,50,15,600,,,,,,,,,
R82973,0,0,6.99%,,R82657,0,0,0,,,,,,,,,
R82975,"12,055","150,687",8.00%,,R82658,0,0,0,,,,,,,,,
R82977,"12,579","179,954",6.99%,,R82659,0,8,"13,153",,,,,,,,,
R82979,"18,980","220,956",8.59%,,R82661,200,0,"6,400",,,,,,,,,
R82981,"23,060","274,848",8.39%,,R82662,63,8,"2,590",,,,,,,,,
R82982,"7,492","107,185",6.99%,,R82663,0,8,0,,,,,,,,,
R82983,0,0,6.99%,,R82666,0,0,"12,549",,,,,,,,,
R82985,0,0,7.69%,,R82667,0,8,"21,036",,,,,,,,,
R82988,"23,316","271,437",8.59%,,R82668,0,8,"13,866",,,,,,,,,
R82989,"17,979","257,216",6.99%,,R82671,10,15,"16,985",,,,,,,,,
R82991,"35,138","502,686",6.99%,,R82672,200,0,"15,433",,,,,,,,,
R82992,"2,255","28,944",7.79%,,R82673,10,15,"14,099",,,,,,,,Y,
R82993,"27,094","354,170",7.65%,,R82675,200,8,"9,261",,,,,,,,,
R82996,"25,632","366,692",6.99%,,R82676,0,0,0,,,,,,,,,
R82997,"12,832","183,581",6.99%,,R82678,0,0,"7,585",,,,,,,,,
R82998,"14,139","181,497",7.79%,,R82679,200,0,"20,811",,,,,,,,,
R82999,"6,820","97,570",6.99%,,R82681,200,15,"21,592",,,,,,,,,
R83001,0,0,7.79%,,R82682,0,0,0,,,,,,,,,
R83002,"18,516","219,121",8.45%,,R82683,200,8,"4,860",,,,,,,,,
R83003,0,0,7.79%,,R82686,0,15,"44,088",,,,,,,,,
R83005,0,0,6.99%,,R82687,200,15,"21,034",,,,,,,,,
R83006,"10,221","146,227",6.99%,,R82688,200,0,"11,345",,,,,,,,,
R83007,0,0,6.99%,,R82689,0,15,"23,758",,,,,,,,,
R83008,0,0,6.99%,,R82691,0,0,0,,,,,,,,,
R83009,0,0,6.99%,,R82692,0,0,"21,345",,,,,,,,,
R83011,0,0,7.59%,,R82693,200,0,"7,122",,,,,,,,,
R83012,"29,454","421,371",6.99%,,R82695,0,0,"22,955",,,,,,,,,
R83013,0,0,6.99%,,R82696,0,0,"11,288",,,,,,,,,
R83015,"11,492","164,401",6.99%,,R82697,0,0,0,,,,,,,,,
R83016,"13,589","194,412",6.99%,,R82698,0,8,"11,971",,,,,,,,,
R83018,0,0,6.99%,,R82699,0,0,0,,,,,,,,,
R83019,"7,193","102,902",6.99%,,R82701,0,0,"28,169",,,,,,,,,
R83022,0,0,6.99%,,R82702,0,8,"9,452",,,,,,,,,
R83025,"9,862","123,279",8.00%,,R82705,10,8,"8,111",,,,,,,,,
R83027,"6,380","91,276",6.99%,,R82706,200,8,"11,994",,,,,,,,,
R83028,"25,285","361,729",6.99%,,R82707,0,0,0,,,,,,,,,
R83029,"13,622","194,872",6.99%,,R82708,0,8,"6,181",,,,,,,,,
R83031,"13,032","186,438",6.99%,,R82711,0,0,0,,,,,,,,,
R83032,"2,488","28,968",8.59%,,R82712,0,0,"25,107",,,,,,,,,
R83033,"21,244","303,922",6.99%,,R82713,0,0,0,,,,,,,,,
R83035,"3,121","44,645",6.99%,,R82715,0,8,"14,063",,,,,,,,,
R83036,0,0,6.99%,,R82716,210,8,"9,577",,,,,,,,,
R83038,"4,764","68,156",6.99%,,R82717,0,8,"17,251",,,,,,,,,
R83039,"6,729","96,264",6.99%,,R82718,0,0,"35,659",,,,,,,,,
R83051,"21,107","301,958",6.99%,,R82719,10,0,"48,063",,,,,,,,,
R83052,"23,056","329,848",6.99%,,R82721,0,0,0,,,,,,,,,
R83053,"18,689","267,369",6.99%,,R82722,200,0,"9,209",,,,,,,,,
R83055,"6,815","97,503",6.99%,,R82723,10,8,"6,955",,,,,,,,,
