UID,Sum of ARR,Sum of Total,Sum of Take Rate,,ID,Base & Other Fees,Rental,Voice ARR,,ID,WP ARR,,ID,DE ARR
R82705,"8,739","125,018",6.99%,,R82328,0,0,0,,,,,,
R82706,0,0,6.99%,,R82329,0,0,"41,589",,,,,,
R82707,0,0,6.99%,,R82331,200,8,"4,719",,,,,,
R82708,"7,363","105,332",6.99%,,R82332,0,0,0,,,,,,
R82711,0,0,7.99%,,R82333,0,0,0,,,,,,
R82712,"24,929","356,632",6.99%,,R82335,0,0,"51,621",,,,,,
R82713,0,0,6.99%,,R82336,0,0,"19,988",,,,,,
R82715,"13,291","166,343",7.99%,,R82337,0,0,"27,925",,,,,,
R82716,"7,862","112,482",6.99%,,R82338,54,0,653,,,,,,
R82717,"18,544","265,287",6.99%,,R82339,200,8,"19,893",,,,,,
R82718,"31,681","453,227",6.99%,,R82351,200,0,"16,207",,,,,,
R82719,"48,018","559,000",8.59%,,R82352,10,15,"15,641",,,,,,
R82722,"7,163","102,470",6.99%,,R82353,0,0,0,,,,,,
R82723,"6,409","91,687",6.99%,,R82355,0,0,0,,,,,,
R82725,"20,944","299,634",6.99%,,R82356,0,0,"5,345",,,,,,
R82726,"13,545","193,778",6.99%,,R82357,0,0,0,,,,,,
R82727,"19,527","279,352",6.99%,,R82358,0,0,"17,568",,,,,,
R82729,"9,221","109,900",8.39%,,R82359,0,0,0,,,,,,
R82731,"6,213","88,890",6.99%,,R82361,200,8,"15,048",,,,,,
R82733,"16,742","209,541",7.99%,,R82362,10,8,"15,161",,,,,,
R82736,0,0,6.99%,,R82363,200,8,"9,789",,,,,,
R82737,"2,124","30,385",6.99%,,R82365,200,0,"9,603",,,,,,
R82738,"21,496","307,524",6.99%,,R82366,0,15,"22,888",,,,,,
R82751,0,0,7.79%,,R82367,0,0,0,,,,,,
R82752,"5,326","76,192",6.99%,,R82368,0,0,"14,629",,,,,,
R82756,0,0,7.99%,,R82369,0,8,"16,130",,,,,,
R82758,"7,600","108,720",6.99%,,R82372,0,0,"13,391",,,,,,
R82759,"10,908","156,050",6.99%,,R82373,0,0,"20,070",,,,,,
R82761,0,0,8.59%,,R82375,0,8,"12,929",,,,,,
R82762,"26,833","335,836",7.99%,,R82376,0,0,"4,152",,,,,,
R82763,"11,945","170,887",6.99%,,R82377,200,8,"16,486",,,,,,
R82765,"20,887","275,193",7.59%,,R82378,50,15,"4,376",,,,,,
R82767,"11,401","163,109",6.99%,,R82379,0,15,"38,567",,,,,,
R82768,"14,188","186,928",7.59%,,R82381,0,23,"12,996",,,,,,
R82769,"13,486","192,926",6.99%,,R82382,0,15,"12,708",,,,,,
R82771,"30,834","514,757",5.99%,,R82383,200,0,"15,276",,,,,,
R82772,"31,714","377,994",8.39%,,R82385,0,23,"15,855",,,,,,
R82773,"15,792","225,927",6.99%,,R82386,0,0,0,,,,,,
R82775,"19,627","280,786",6.99%,,R82387,200,8,"14,580",,,,,,
R82776,"35,561","456,490",7.79%,,R82388,0,0,0,,,,,,
R82777,"1,423","20,353",6.99%,,R82389,200,0,"8,603",,,,,,
R82778,"15,790","208,035",7.59%,,R82391,0,0,0,,,,,,
R82779,"12,348","176,646",6.99%,,R82392,200,8,"10,200",,,,,,
R82781,"11,264","161,138",6.99%,,R82393,0,0,"11,729",,,,,,
R82782,"27,286","359,504",7.59%,,R82395,0,15,"25,526",,,,,,
R82788,"55,622","696,148",7.99%,,R82396,200,0,"3,202",,,,,,
R82789,"15,593","223,074",6.99%,,R82397,0,0,0,,,,,,
R82791,"24,928","356,624",6.99%,,R82398,0,0,0,,,,,,
R82792,0,0,8.19%,,R82399,0,15,"35,978",,,,,,
R82793,"9,548","136,598",6.99%,,R82501,0,15,"13,202",,,,,,
R82795,0,0,8.00%,,R82502,0,15,"32,899",,,,,,
R82797,"20,785","297,347",6.99%,,R82503,10,0,"15,335",,,,,,
R82798,0,0,7.79%,,R82505,50,0,"10,030",,,,,,
R82801,"27,557","344,896",7.99%,,R82506,0,0,"25,848",,,,,,
R82802,"12,572","179,853",6.99%,,R82507,0,15,"32,821",,,,,,
R82803,"2,151","30,773",6.99%,,R82508,0,23,"19,183",,,,,,
R82805,"35,751","525,744",6.80%,,R82509,0,0,0,,,,,,
R82806,0,0,6.99%,,R82511,0,8,"22,702",,,,,,
R82807,"35,700","510,730",6.99%,,R82512,10,0,"10,426",,,,,,
R82808,"29,528","351,939",8.39%,,R82513,10,0,"8,128",,,,,,
R82809,"4,603","60,644",7.59%,,R82515,0,0,0,,,,,,
R82811,"27,910","399,279",6.99%,,R82516,200,0,"11,631",,,,,,
R82813,"8,420","105,381",7.99%,,R82517,0,0,0,,,,,,
R82815,"26,044","372,590",6.99%,,R82518,0,0,"19,503",,,,,,
R82816,"25,095","292,140",8.59%,,R82519,200,8,"18,869",,,,,,
R82817,"25,191","360,387",6.99%,,R82521,0,0,"33,647",,,,,,
R82821,"10,413","148,964",6.99%,,R82522,0,0,0,,,,,,
R82822,"15,541","222,327",6.99%,,R82523,181,15,"2,167",,,,,,
R82825,"13,850","198,139",6.99%,,R82525,0,0,"42,432",,,,,,
R82826,"9,514","122,128",7.79%,,R82528,0,0,"14,573",,,,,,
R82827,"22,743","325,359",6.99%,,R82529,0,8,"28,728",,,,,,
R82828,"31,118","445,180",6.99%,,R82531,0,15,"53,301",,,,,,
R82829,"3,010","43,058",6.99%,,R82532,10,0,"12,285",,,,,,
R82831,"23,480","335,913",6.99%,,R82533,0,0,"19,218",,,,,,
R82832,"16,549","216,332",7.65%,,R82535,0,0,"18,428",,,,,,
R82835,"16,375","234,258",6.99%,,R82536,0,0,0,,,,,,
R82836,"12,776","182,776",6.99%,,R82537,0,0,"73,320",,,,,,
R82837,"16,530","191,100",8.65%,,R82538,0,0,0,,,,,,
R82838,"21,910","259,294",8.45%,,R82539,200,0,"32,585",,,,,,
R82852,"20,541","293,866",6.99%,,R82551,0,0,0,,,,,,
R82853,"22,782","325,926",6.99%,,R82552,0,15,"25,590",,,,,,
R82855,"35,531","508,318",6.99%,,R82553,0,0,0,,,,,,
R82857,"13,758","196,824",6.99%,,R82555,0,15,0,,,,,,
R82859,"17,685","231,173",7.65%,,R82556,210,15,"27,656",,,,,,
R82861,"2,624","37,536",6.99%,,R82558,0,0,0,,,,,,
R82862,0,0,8.00%,,R82559,0,8,"16,793",,,,,,
R82863,"10,510","150,361",6.99%,,R82561,200,15,"29,755",,,,,,
R82865,0,0,7.65%,,R82562,0,0,0,,,,,,
R82867,"17,893","255,982",6.99%,,R82563,200,8,"8,392",,,,,,
R82868,"30,149","431,311",6.99%,,R82565,0,8,"16,638",,,,,,
R82869,"5,082","72,709",6.99%,,R82566,0,0,"16,775",,,,,,
R82871,"25,433","363,855",6.99%,,R82567,200,0,"2,745",,,,,,
R82872,0,0,6.99%,,R82568,200,0,"14,565",,,,,,
R82873,"40,548","580,081",6.99%,,R82569,64,8,773,,,,,,
R82875,0,0,6.99%,,R82571,0,0,0,,,,,,
R82876,785,"11,237",6.99%,,R82572,27,0,327,,,,,,
R82877,0,0,6.99%,,R82573,0,0,0,,,,,,
R82879,"23,650","338,343",6.99%,,R82575,200,0,"22,917",,,,,,
R82881,"37,225","477,862",7.79%,,R82576,0,0,0,,,,,,
R82882,"23,426","335,138",6.99%,,R82577,200,15,"5,161",,,,,,
R82883,"13,286","190,076",6.99%,,R82578,0,0,0,,,,,,
R82885,0,0,7.59%,,R82579,0,0,0,,,,,,
R82886,"10,586","139,477",7.59%,,R82581,200,0,"2,400",,,,,,
R82887,0,0,6.99%,,R82582,0,0,"11,550",,,,,,
R82888,"20,014","286,325",6.99%,,R82583,200,8,"16,408",,,,,,
R82889,"17,500","250,359",6.99%,,R82585,73,0,"4,772",,,,,,
R82891,"32,278","461,768",6.99%,,R82586,0,8,"15,875",,,,,,
R82892,"14,226","203,514",6.99%,,R82587,0,8,"26,958",,,,,,
R82893,0,0,6.99%,,R82588,0,0,"60,001",,,,,,
R82895,"7,172","102,611",6.99%,,R82589,0,8,"5,036",,,,,,
R82896,"50,407","721,127",6.99%,,R82591,0,0,"31,002",,,,,,
R82897,"12,230","174,958",6.99%,,R82592,0,0,"14,209",,,,,,
R82898,"11,404","163,145",6.99%,,R82593,200,8,"6,698",,,,,,
R82899,"12,142","173,699",6.99%,,R82595,200,0,"2,400",,,,,,
R82901,"4,616","66,033",6.99%,,R82596,0,0,0,,,,,,
R82902,237,"2,762",8.59%,,R82597,0,0,0,,,,,,
R82903,0,0,8.00%,,R82598,0,0,"11,096",,,,,,
R82905,"27,902","399,175",6.99%,,R82599,200,23,"14,026",,,,,,
R82906,"8,273","118,361",6.99%,,R82601,200,0,"7,548",,,,,,
R82907,"45,065","644,704",6.99%,,R82602,0,0,"14,314",,,,,,
R82908,0,0,7.59%,,R82603,200,0,"13,175",,,,,,
R82909,"2,442","34,935",6.99%,,R82605,0,0,0,,,,,,
R82911,0,0,6.99%,,R82606,0,0,"33,083",,,,,,
R82912,"30,301","433,489",6.99%,,R82607,0,8,"14,792",,,,,,
R82915,"21,451","306,884",6.99%,,R82608,0,0,"20,070",,,,,,
R82916,0,0,7.99%,,R82609,0,0,0,,,,,,
R82918,"15,475","193,681",7.99%,,R82611,54,0,653,,,,,,
R82919,0,0,7.59%,,R82612,0,15,"50,247",,,,,,
R82921,"16,818","240,601",6.99%,,R82613,10,8,"15,634",,,,,,
R82922,"43,024","615,510",6.99%,,R82615,0,15,"46,792",,,,,,
R82923,"37,406","535,142",6.99%,,R82616,36,0,"24,706",,,,,,
R82925,0,0,6.99%,,R82617,0,0,"42,903",,,,,,
R82926,"1,394","19,945",6.99%,,R82618,0,0,"7,774",,,,,,
R82927,"13,692","171,156",8.00%,,R82619,0,0,"6,188",,,,,,
R82928,"15,011","214,748",6.99%,,R82621,200,0,"48,849",,,,,,
R82929,0,0,6.99%,,R82622,10,15,"25,324",,,,,,
R82933,"14,906","213,254",6.99%,,R82623,0,0,"16,600",,,,,,
R82936,0,0,6.99%,,R82625,0,0,0,,,,,,
R82937,"21,137","302,388",6.99%,,R82626,0,0,0,,,,,,
R82939,0,0,6.99%,,R82627,0,0,0,,,,,,
R82951,"35,042","407,941",8.59%,,R82628,0,0,"12,434",,,,,,
R82952,"11,088","158,634",6.99%,,R82629,200,0,"26,927",,,,,,
R82953,"31,840","455,509",6.99%,,R82631,0,0,0,,,,,,
R82955,"16,447","235,292",6.99%,,R82632,0,0,0,,,,,,
R82956,"10,902","155,961",6.99%,,R82633,0,0,0,,,,,,
R82958,"16,649","213,726",7.79%,,R82635,0,8,"8,604",,,,,,
R82959,"12,431","177,842",6.99%,,R82636,10,8,"18,567",,,,,,
R82961,"12,819","160,232",8.00%,,R82637,200,8,"19,786",,,,,,
R82962,"26,613","350,630",7.59%,,R82638,0,15,"51,457",,,,,,
R82965,"20,715","296,355",6.99%,,R82639,0,8,"19,394",,,,,,
R82966,"13,884","178,225",7.79%,,R82651,0,0,0,,,,,,
R82967,"26,492","346,302",7.65%,,R82652,200,8,"16,610",,,,,,
R82968,"8,377","119,841",6.99%,,R82653,0,15,"24,300",,,,,,
R82969,"5,592","73,677",7.59%,,R82655,0,0,"33,266",,,,,,
R82972,"2,843","40,677",6.99%,,R82656,50,15,600,,,,,,
R82973,0,0,6.99%,,R82657,0,0,0,,,,,,
R82975,"12,013","150,160",8.00%,,R82658,0,0,0,,,,,,
R82977,"11,199","160,209",6.99%,,R82659,0,8,"13,468",,,,,,
R82979,"21,080","245,402",8.59%,,R82661,200,0,"6,839",,,,,,
R82981,"22,453","267,620",8.39%,,R82662,64,8,773,,,,,,
R82982,"7,249","103,702",6.99%,,R82663,0,8,0,,,,,,
R82983,0,0,6.99%,,R82666,0,0,"12,198",,,,,,
R82985,354,"4,606",7.69%,,R82667,0,8,"22,814",,,,,,
R82988,"24,196","281,674",8.59%,,R82668,0,8,"13,691",,,,,,
R82989,"16,941","242,356",6.99%,,R82671,10,15,"14,953",,,,,,
R82991,"36,174","517,514",6.99%,,R82672,200,0,"16,803",,,,,,
R82992,"7,662","98,363",7.79%,,R82673,10,15,"12,555",,,,,,
R82993,"30,395","397,321",7.65%,,R82675,200,8,"9,063",,,,,,
R82996,"28,390","406,151",6.99%,,R82676,0,0,0,,,,,,
R82997,"13,490","192,994",6.99%,,R82678,0,0,"20,067",,,,,,
R82998,"18,871","242,242",7.79%,,R82679,200,0,"18,332",,,,,,
R82999,"8,301","118,760",6.99%,,R82681,200,15,"20,504",,,,,,
R83001,0,0,7.79%,,R82682,0,23,"41,250",,,,,,
R83002,"18,994","224,780",8.45%,,R82683,200,8,"2,400",,,,,,
R83003,0,0,7.79%,,R82686,0,15,"45,775",,,,,,
R83005,0,0,6.99%,,R82687,200,15,"20,162",,,,,,
R83006,"10,853","155,268",6.99%,,R82688,200,0,"11,771",,,,,,
R83007,0,0,6.99%,,R82689,0,15,"23,475",,,,,,
R83008,0,0,6.99%,,R82691,0,0,0,,,,,,
R83009,0,0,6.99%,,R82692,0,0,"19,900",,,,,,
R83011,0,0,7.59%,,R82693,200,0,"7,294",,,,,,
R83012,"30,133","431,092",6.99%,,R82695,0,0,"21,811",,,,,,
R83013,0,0,6.99%,,R82696,0,0,"13,185",,,,,,
R83015,"8,863","126,799",6.99%,,R82697,0,0,0,,,,,,
R83016,"16,029","229,315",6.99%,,R82698,0,8,"13,588",,,,,,
R83018,0,0,6.99%,,R82699,0,0,0,,,,,,
R83019,0,0,6.99%,,R82701,0,0,"26,339",,,,,,
R83022,0,0,6.99%,,R82702,0,8,"9,448",,,,,,
R83025,"11,067","145,811",7.59%,,R82705,10,8,"8,859",,,,,,
R83027,"6,563","93,898",6.99%,,R82706,0,8,0,,,,,,
R83028,"23,100","330,474",6.99%,,R82707,0,0,0,,,,,,
R83029,"15,200","217,458",6.99%,,R82708,0,8,"7,363",,,,,,
R83031,"13,336","190,782",6.99%,,R82711,0,0,0,,,,,,
R83032,"3,649","42,477",8.59%,,R82712,0,0,"24,929",,,,,,
R83033,"21,955","314,086",6.99%,,R82713,0,0,0,,,,,,
R83035,0,0,6.99%,,R82715,0,8,"13,291",,,,,,
R83036,0,0,6.99%,,R82716,210,8,"10,382",,,,,,
R83038,"11,957","171,057",6.99%,,R82717,0,8,"18,544",,,,,,
R83039,"6,938","99,250",6.99%,,R82718,0,0,"31,681",,,,,,
R83051,"20,565","294,211",6.99%,,R82719,10,0,"48,138",,,,,,
R83052,"21,744","311,070",6.99%,,R82721,0,0,0,,,,,,
R83053,"18,808","269,068",6.99%,,R82722,200,0,"9,563",,,,,,
R83055,"5,973","85,452",6.99%,,R82723,10,8,"6,529",,,,,,
R83056,"17,327","247,876",6.99%,,R82725,0,0,"20,944",,,,,,
R83057,"11,428","163,493",6.99%,,R82726,31,0,"13,918",,,,,,
R83058,"4,559","65,220",6.99%,,R82727,0,0,"19,527",,,,,,
R83059,"30,421","435,203",6.99%,,R82728,0,0,0,,,,,,
R83061,"11,175","139,684",8.00%,,R82729,200,0,"11,621",,,,,,
R83062,"13,285","190,063",6.99%,,R82731,200,8,"8,613",,,,,,
R83063,0,0,6.99%,,R82732,0,0,0,,,,,,
R83066,"17,291","247,373",6.99%,,R82733,0,0,"16,742",,,,,,
R83067,"13,905","173,810",8.00%,,R82735,0,8,0,,,,,,
R83068,0,0,6.99%,,R82736,27,15,327,,,,,,
R83069,0,0,8.59%,,R82737,200,8,"4,524",,,,,,
R83071,"6,729","96,264",6.99%,,R82738,0,15,"21,496",,,,,,
R83072,"12,348","157,296",7.85%,,R82739,0,0,0,,,,,,
R83075,"3,535","50,579",6.99%,,R82751,0,0,0,,,,,,
R83076,"8,473","121,218",6.99%,,R82752,0,15,"5,326",,,,,,
R83077,"9,458","135,312",6.99%,,R82755,0,0,0,,,,,,
R83078,0,0,8.00%,,R82756,200,15,"2,400",,,,,,
R83081,"15,070","215,596",6.99%,,R82758,200,8,"10,000",,,,,,
R83082,"13,292","190,158",6.99%,,R82759,200,15,"13,308",,,,,,
R83083,"53,351","635,887",8.39%,,R82761,79,0,944,,,,,,
R83086,"1,945","24,317",8.00%,,R82762,200,8,"29,233",,,,,,
R83087,"12,024","172,018",6.99%,,R82763,200,0,"14,345",,,,,,
R83088,0,0,7.85%,,R82765,0,8,"20,887",,,,,,
R83089,"19,715","282,043",6.99%,,R82766,0,0,0,,,,,,
R83091,0,0,8.25%,,R82767,200,0,"13,801",,,,,,
R83092,"24,008","298,238",8.05%,,R82768,200,0,"16,588",,,,,,
R83093,"7,753","110,914",6.99%,,R82769,200,0,"15,886",,,,,,
R83095,"9,383","114,566",8.19%,,R82771,0,0,"30,834",,,,,,
R83096,0,0,6.99%,,R82772,0,0,"31,714",,,,,,
R83097,"3,639","42,360",8.59%,,R82773,0,0,"15,792",,,,,,
R83098,0,0,6.99%,,R82775,10,0,"19,747",,,,,,
R83099,"28,483","407,489",6.99%,,R82776,0,8,"35,561",,,,,,
R83101,"4,144","49,389",8.39%,,R82777,0,0,"1,423",,,,,,
R83102,"27,759","347,424",7.99%,,R82778,0,0,"15,790",,,,,,
R83103,"26,545","379,750",6.99%,,R82779,200,0,"14,748",,,,,,
R83105,"26,419","377,956",6.99%,,R82781,0,15,"11,264",,,,,,
R83106,"7,951","102,066",7.79%,,R82782,0,0,"27,286",,,,,,
R83108,"5,491","63,924",8.59%,,R82783,54,15,653,,,,,,
R83109,"7,912","113,191",6.99%,,R82785,0,0,0,,,,,,
R83112,"21,457","306,970",6.99%,,R82786,54,8,653,,,,,,
R83113,"37,242","532,786",6.99%,,R82787,0,0,0,,,,,,
R83116,"15,874","209,149",7.59%,,R82788,0,0,"55,622",,,,,,
R83117,"15,661","196,013",7.99%,,R82789,0,0,"15,593",,,,,,
R83118,"11,612","145,155",8.00%,,R82791,0,0,"24,928",,,,,,
R83123,"8,756","125,270",6.99%,,R82792,0,0,0,,,,,,
R83125,"33,511","430,176",7.79%,,R82793,0,0,"9,548",,,,,,
R83126,"43,945","511,586",8.59%,,R82795,0,0,0,,,,,,
R83127,"19,988","263,341",7.59%,,R82796,0,0,0,,,,,,
R83128,"21,795","311,796",6.99%,,R82797,0,15,"20,785",,,,,,
R83129,"12,514","179,033",6.99%,,R82798,0,0,0,,,,,,
R83131,"16,325","233,548",6.99%,,R82799,0,0,0,,,,,,
R83132,0,0,6.99%,,R82801,0,0,"27,557",,,,,,
R83133,"15,666","224,115",6.99%,,R82802,0,8,"12,572",,,,,,
R83136,"17,059","244,053",6.99%,,R82803,200,0,"4,551",,,,,,
R83137,0,0,6.99%,,R82805,0,0,"35,751",,,,,,
R83138,"54,377","777,924",6.99%,,R82806,0,0,0,,,,,,
R83139,"11,175","159,868",6.99%,,R82807,200,0,"38,100",,,,,,
R83151,"18,046","258,176",6.99%,,R82808,0,23,"29,528",,,,,,
R83156,"18,560","265,529",6.99%,,R82809,200,0,"7,003",,,,,,
R83157,"8,322","119,051",6.99%,,R82811,0,23,"27,910",,,,,,
R83158,"12,696","181,633",6.99%,,R82812,0,0,0,,,,,,
R83159,"30,443","435,517",6.99%,,R82813,200,8,"10,820",,,,,,
R83161,"11,833","147,908",8.00%,,R82815,0,8,"26,044",,,,,,
R83162,"30,946","368,845",8.39%,,R82816,0,8,"25,095",,,,,,
R83163,"4,618","66,062",6.99%,,R82817,10,8,"25,311",,,,,,
R83168,"17,171","226,236",7.59%,,R82818,0,0,0,,,,,,
R83169,"17,918","256,337",6.99%,,R82819,0,0,0,,,,,,
R83171,"20,169","252,423",7.99%,,R82821,200,15,"12,813",,,,,,
R83172,"9,440","135,057",6.99%,,R82822,10,8,"15,661",,,,,,
R83175,"13,099","163,945",7.99%,,R82823,0,0,0,,,,,,
R83176,0,0,7.59%,,R82825,10,0,"13,970",,,,,,
R83177,"10,441","149,370",6.99%,,R82826,100,0,"10,714",,,,,,
R83178,"15,961","228,341",6.99%,,R82827,0,0,"22,743",,,,,,
R83179,"11,640","166,526",6.99%,,R82828,10,0,"31,238",,,,,,
R83181,"9,767","122,087",8.00%,,R82829,200,15,"5,410",,,,,,
R83182,0,0,8.00%,,R82831,0,0,"23,480",,,,,,
R83183,"25,319","362,220",6.99%,,R82832,210,0,"19,069",,,,,,
R83185,"64,152","764,621",8.39%,,R82833,0,0,0,,,,,,
R83186,"22,262","318,486",6.99%,,R82835,200,8,"18,775",,,,,,
R83187,"12,609","180,383",6.99%,,R82836,0,8,"12,776",,,,,,
R83188,0,0,7.59%,,R82837,0,0,"16,530",,,,,,
R83191,"26,734","334,595",7.99%,,R82838,0,0,"21,910",,,,,,
R83192,0,0,6.99%,,R82851,0,0,0,,,,,,
R83193,"14,226","203,513",6.99%,,R82852,200,0,"22,941",,,,,,
R83196,"11,198","139,977",8.00%,,R82853,10,0,"22,902",,,,,,
R83198,"39,097","501,882",7.79%,,R82855,210,8,"38,051",,,,,,
R83199,"17,481","250,080",6.99%,,R82856,0,0,0,,,,,,
R83201,0,0,8.49%,,R82857,10,0,"13,878",,,,,,
R83202,"9,978","142,752",6.99%,,R82859,0,0,"17,685",,,,,,
R83203,"27,652","395,590",6.99%,,R82861,200,8,"5,024",,,,,,
R83205,"8,462","105,776",8.00%,,R82862,0,0,0,,,,,,
R83206,"56,380","736,996",7.65%,,R82863,200,0,"12,910",,,,,,
R83207,"4,745","62,024",7.65%,,R82865,0,0,0,,,,,,
R83208,"12,842","183,712",6.99%,,R82866,0,0,0,,,,,,
R83209,0,0,6.99%,,R82867,0,0,"17,893",,,,,,
R83211,"35,701","470,368",7.59%,,R82868,0,0,"30,149",,,,,,
R83212,"17,742","253,814",6.99%,,R82869,200,0,"7,482",,,,,,
R83213,"9,822","114,347",8.59%,,R82871,200,0,"27,833",,,,,,
R83215,"4,837","69,193",6.99%,,R82872,0,0,0,,,,,,
R83216,"1,068","15,280",6.99%,,R82873,0,0,"40,548",,,,,,
R83217,"30,922","359,973",8.59%,,R82875,200,0,"2,400",,,,,,
R83218,0,0,8.00%,,R82876,200,8,"3,185",,,,,,
R83222,"29,529","422,442",6.99%,,R82877,0,0,0,,,,,,
R83223,0,0,8.59%,,R82879,10,0,"23,770",,,,,,
R83225,"5,923","76,034",7.79%,,R82881,0,0,"37,225",,,,,,
R83226,"18,783","234,786",8.00%,,R82882,0,8,"23,426",,,,,,
R83227,"8,964","112,047",8.00%,,R82883,0,0,"13,286",,,,,,
R83228,813,"11,625",6.99%,,R82885,0,0,0,,,,,,
R83229,"38,917","556,747",6.99%,,R82886,50,0,"11,186",,,,,,
R83231,0,0,8.00%,,R82887,210,15,"2,520",,,,,,
R83232,"10,687","152,896",6.99%,,R82888,0,0,"20,014",,,,,,
R83236,0,0,6.99%,,R82889,0,23,"17,500",,,,,,
R83237,"30,318","370,188",8.19%,,R82891,200,0,"34,678",,,,,,
R83238,"20,383","291,601",6.99%,,R82892,0,0,"14,226",,,,,,
R83252,"11,204","160,284",6.99%,,R82893,0,0,0,,,,,,
R83253,"14,320","204,868",6.99%,,R82895,0,0,"7,172",,,,,,
R83255,0,0,6.99%,,R82896,0,30,"50,407",,,,,,
R83256,"13,845","177,733",7.79%,,R82897,0,0,"12,230",,,,,,
R83257,"7,966","113,963",6.99%,,R82898,0,0,"11,404",,,,,,
R83258,"12,202","174,559",6.99%,,R82899,10,8,"12,262",,,,,,
R83259,"33,586","480,492",6.99%,,R82901,0,0,"4,616",,,,,,
R83261,"34,134","416,772",8.19%,,R82902,0,0,237,,,,,,
R83262,"38,753","554,413",6.99%,,R82903,0,0,0,,,,,,
R83263,"6,309","90,260",6.99%,,R82905,0,0,"27,902",,,,,,
R83265,"10,372","148,388",6.99%,,R82906,0,0,"8,273",,,,,,
R83266,"11,119","159,065",6.99%,,R82907,0,0,"45,065",,,,,,
R83267,0,0,7.65%,,R82908,0,0,0,,,,,,
R83268,"7,295","91,187",8.00%,,R82909,10,0,"2,562",,,,,,
R83269,"34,013","415,297",8.19%,,R82911,54,0,653,,,,,,
R83272,"13,436","192,223",6.99%,,R82912,0,15,"30,301",,,,,,
R83273,"14,093","176,378",7.99%,,R82913,0,0,0,,,,,,
R83275,"5,245","75,034",6.99%,,R82915,0,0,"21,451",,,,,,
R83276,"22,474","321,523",6.99%,,R82916,200,15,"2,400",,,,,,
R83277,"12,043","172,289",6.99%,,R82917,54,0,653,,,,,,
R83278,"11,640","166,522",6.99%,,R82918,0,0,"15,475",,,,,,
R83279,787,"9,837",8.00%,,R82919,54,0,653,,,,,,
R83281,"19,933","247,615",8.05%,,R82921,0,0,"16,818",,,,,,
R83282,"19,633","280,878",6.99%,,R82922,0,0,"43,024",,,,,,
R83283,"17,091","244,505",6.99%,,R82923,0,0,"37,406",,,,,,
R83285,"7,523","107,625",6.99%,,R82925,0,0,0,,,,,,
R83286,0,0,7.59%,,R82926,200,0,"3,794",,,,,,
R83287,"11,400","163,089",6.99%,,R82927,0,0,"13,692",,,,,,
R83288,"19,213","274,864",6.99%,,R82928,0,8,"15,011",,,,,,
R83291,"11,128","159,198",6.99%,,R82929,54,0,653,,,,,,
R83292,"34,295","490,624",6.99%,,R82931,0,0,0,,,,,,
R83293,"24,414","349,273",6.99%,,R82932,0,0,0,,,,,,
R83295,0,0,8.19%,,R82933,0,0,"14,906",,,,,,
R83296,"42,406","606,664",6.99%,,R82935,0,0,0,,,,,,
R83297,"20,560","257,321",7.99%,,R82936,0,0,0,,,,,,
R83298,"36,774","484,504",7.59%,,R82937,0,0,"21,137",,,,,,
R83299,"15,505","180,499",8.59%,,R82938,0,0,0,,,,,,
R83301,"12,810","160,123",8.00%,,R82939,0,0,0,,,,,,
R83302,"3,128","44,744",6.99%,,R82951,0,0,"35,042",,,,,,
R83307,"2,065","29,547",6.99%,,R82952,27,0,"11,415",,,,,,
R83308,0,0,6.99%,,R82953,10,0,"31,960",,,,,,
R83309,"32,595","466,312",6.99%,,R82955,200,0,"18,847",,,,,,
R83311,0,0,6.99%,,R82956,0,8,"10,902",,,,,,
R83312,"23,692","296,516",7.99%,,R82957,0,0,0,,,,,,
R83313,"17,005","243,271",6.99%,,R82958,0,0,"16,649",,,,,,
R83315,"10,207","146,026",6.99%,,R82959,200,0,"14,831",,,,,,
R83316,"13,275","189,916",6.99%,,R82961,0,0,"12,819",,,,,,
R83317,"25,194","360,433",6.99%,,R82962,0,0,"26,613",,,,,,
R83318,"14,003","175,042",8.00%,,R82963,0,0,0,,,,,,
R83319,"7,710","110,296",6.99%,,R82965,0,0,"20,715",,,,,,
R83321,"26,792","383,297",6.99%,,R82966,200,0,"16,284",,,,,,
R83322,"13,844","173,046",8.00%,,R82967,0,0,"26,492",,,,,,
R83323,"18,715","267,745",6.99%,,R82968,10,0,"8,497",,,,,,
R83325,"23,342","271,732",8.59%,,R82969,200,0,"7,992",,,,,,
R83326,0,0,6.99%,,R82971,0,0,0,,,,,,
R83327,"32,445","396,151",8.19%,,R82972,200,0,"5,243",,,,,,
R83328,"10,549","150,923",6.99%,,R82973,0,0,0,,,,,,
R83329,"43,787","509,747",8.59%,,R82975,0,0,"12,013",,,,,,
R83331,"25,556","319,853",7.99%,,R82977,10,0,"11,319",,,,,,
R83333,"10,915","156,147",6.99%,,R82978,0,0,0,,,,,,
R83335,0,0,7.39%,,R82979,0,0,"21,080",,,,,,
R83336,0,0,7.79%,,R82981,200,0,"24,853",,,,,,
R83338,"22,319","319,304",6.99%,,R82982,0,0,"7,249",,,,,,
R83339,"18,818","289,506",6.50%,,R82983,0,0,0,,,,,,
R83351,0,0,8.19%,,R82985,200,0,"2,754",,,,,,
R83353,"17,117","244,873",6.99%,,R82988,200,0,"26,596",,,,,,
R83355,"8,648","123,714",6.99%,,R82989,0,0,"16,941",,,,,,
R83356,"31,779","407,940",7.79%,,R82991,0,0,"36,174",,,,,,
