Snowball_ID,Date,page_view,scroll,user_engagement,session_start,first_visit,form_start,AnyFormSubmit,Any_Form.Submit,video_complete,video_progress,video_start,click,ID,Name,Business.Type,Chain,Street,City.Town,State.Province.Code,Zip.Postal.Code,Country,First.Name,Last.Name,Title,Role,Contact.Email,Contact.Phone,Established,Estimated.Employees,Phone,Contact.Count,Most.Common.Email,Cuisines..Regional.,Price.Range,Website.Technology.Vendors,Ordering.Solutions,Cloud.Point.of.Sale.System,group,location,Exclusion.Check
27418,20230831,1,1,0,1,1,0,0,0,0,0,0,0,6bf6a71183b22210,Sangkee Asian Kitchen,Restaurant; Quick Service,NA,1333 W Cheltenham Ave,Elkins Park,PA,19027,United States,Tom,Mai,,,,NA,2015,NA,(215) 782-3388,1,sangkeeasiankitchen@gmail.com,Chinese,$$,Apple App Store; BringMeThat; DoorDash; Grubhub; Kydia; Uber Eats,Kydia,,Offer_A,US,NA
27418,20230902,1,0,0,1,1,0,0,0,0,0,0,0,6bf6a71183b22210,Sangkee Asian Kitchen,Restaurant; Quick Service,NA,1333 W Cheltenham Ave,Elkins Park,PA,19027,United States,Tom,Mai,,,,NA,2015,NA,(215) 782-3388,1,sangkeeasiankitchen@gmail.com,Chinese,$$,Apple App Store; BringMeThat; DoorDash; Grubhub; Kydia; Uber Eats,Kydia,,Offer_A,US,NA
27648,20230831,1,1,0,1,1,0,0,0,1,1,1,0,5ca4b28c39dc858a,Hunan Star,Restaurant; Quick Service,NA,7203 Frankford Ave,Philadelphia,PA,19135,United States,Shiw,Dong,,,,NA,2001,NA,(215) 338-8288,1,info@hunanstarpa.com,Chinese,$,Apple App Store; BringMeThat; Chinese Menu Online; DoorDash; Google Analytics; Grubhub; SinglePlatform; Uber Eats; Yelp Reservation; Yelp Waitlist,Chinese Menu Online,,Offer_A,US,NA
28494,20230830,2,2,0,2,2,0,0,0,0,0,0,0,8bc74f113abea334,Fuji Yama,Restaurant,NA,2257 Wilma Rudolph Blvd,Clarksville,TN,37040,United States,Tony,Yang,Principal,Owner,,NA,2010,NA,(931) 645-9300,2,tonyyang1973@hotmail.com,Japanese,$$,BringMeThat,,,Offer_A,US,NA
29339,20230831,1,1,1,2,1,0,0,0,0,0,0,0,81e3b0f7e7f3f4d5,Jumbo Super Buffet,Restaurant; Quick Service,NA,8139 Park Ln,Dallas,TX,75231,United States,Sam,Cheng,Owner,Owner,,NA,2001,NA,(214) 265-8808,1,,Chinese,$,,,,Offer_A,US,NA
29688,20230902,1,1,0,1,1,0,0,0,0,0,0,0,6ae6bd78f104897a,The Brazos Landing,Restaurant; Quick Service,NA,100 Interstate 35 N,Waco,TX,76704,United States,,,,,buzzardbillysbrazos@gmail.com,NA,1993,NA,(254) 753-2778,0,buzzardbillysbrazos@gmail.com,American; Creole; Cajun,$$,Popmenu; Yelp Reservation,Popmenu,,Offer_A,US,NA
30473,20230913,1,0,0,1,1,0,0,0,0,0,0,0,2eeda50fba40048e,Kikko Ramen & Poke,Restaurant; Quick Service,NA,7905 N Navarro St,Victoria,TX,77904,United States,,,,,,NA,NA,NA,(361) 894-6959,0,,Japanese,$$,DoorDash,,,Offer_A,US,NA
30683,20230908,1,1,1,1,1,0,0,0,0,0,0,0,6dadbbb6f86e15e3,Taiwan Restaurant,Restaurant; Quick Service,NA,5425 S Padre Island Dr,Corpus Christi,TX,78411,United States,Chi,Ho,Principal,Owner,,NA,NA,NA,(361) 994-9696,2,,Chinese,$$,,,,Offer_A,US,NA
30914,20230822,2,0,2,3,2,0,0,0,0,0,0,0,0acfaaf22f990bb5,Tsukimi,Restaurant,NA,12400 N Interstate 35,Austin,TX,78753,United States,,,,,,NA,2018,NA,(512) 386-1037,0,tsukimiaustin@gmail.com,Japanese,$$,BringMeThat; Chownow; DoorDash; Grubhub; Squarespace; Uber Eats; Yelp Reservation; Yelp Waitlist,Chownow,,Offer_A,US,NA
31070,20230901,1,0,1,1,1,0,0,0,1,1,1,0,459b5c72eb38dd31,Joy Luck,Restaurant,NA,566 W 1350 S,Bountiful,UT,84010,United States,Eric,Hun,Principal,Owner,,NA,2010,NA,(801) 298-0388,1,,Cantonese; Chinese,$$,BringMeThat; DoorDash; Grubhub; Uber Eats; WooCommerce,,,Offer_A,US,NA
31082,20230831,1,0,0,1,1,0,0,0,0,0,0,0,e5969d1bf3c66db9,Garage Grill,Restaurant; Quick Service; Drinking Place,NA,1122 E Draper Pkwy,Draper,UT,84020,United States,Bryan,Pritchard,Senior Brand Manager,Sales & Marketing,equiwestgroup@gmail.com,NA,2016,NA,(801) 523-3339,1,equiwestgroup@gmail.com,American; Japanese,$$,Aloha; OpenTable; Slice; Squarespace,Aloha,Aloha,Offer_A,US,NA
31168,20230905,1,1,1,1,1,0,0,0,0,0,0,0,ce56b465ff0bfede,RA Sushi,Restaurant,NA,165 S West Temple,Salt Lake City,UT,84101,United States,,,,,,NA,NA,NA,(801) 322-3421,0,,Japanese,$$,BringMeThat; DoorDash; Grubhub; Uber Eats; ezCater,ezCater,,Offer_A,US,NA
31168,20230906,1,1,0,1,1,0,0,0,0,0,0,0,ce56b465ff0bfede,RA Sushi,Restaurant,NA,165 S West Temple,Salt Lake City,UT,84101,United States,,,,,,NA,NA,NA,(801) 322-3421,0,,Japanese,$$,BringMeThat; DoorDash; Grubhub; Uber Eats; ezCater,ezCater,,Offer_A,US,NA
31950,20230902,1,0,0,1,1,0,0,0,0,0,0,0,b497dedec4e2d0fc,Dragon Express,Restaurant; Quick Service,NA,4201 Crossings Blvd,Prince George,VA,23875,United States,,,,,qianglin559@hotmail.com,NA,2009,NA,(804) 452-0588,0,qianglin559@hotmail.com,Chinese,$,BringMeThat; DoorDash; Grubhub,,,Offer_A,US,NA
32325,20230906,1,0,0,1,1,1,0,0,0,0,0,0,3978cfc0062cea40,Yang's Kitchen,Restaurant; Quick Service,NA,6920 Coal Creek Pkwy SE,Newcastle,WA,98059,United States,Leo,L,Business Owner,Owner,,NA,2018,NA,(425) 746-2230,1,yangskitchen2018@gmail.com,Chinese,$$,BringMeThat; DoorDash; Google Analytics; Grubhub; Menusifu; Uber Eats; WooCommerce,Menusifu,Menusifu,Offer_A,US,NA
32507,20230912,1,1,0,1,1,0,0,0,0,1,1,0,535d7b4af397cca6,The Everest Kitchen,Restaurant,NA,17171 Bothell Way NE,Lake Forest Park,WA,98155,United States,Gurdharshan,Kabereell,Owner,Owner,,NA,2015,NA,(206) 440-0321,2,mbirgurung@hotmail.com,Indian; Tibetan; Chinese; Nepalese,$$,BringMeThat; DoorDash; Grubhub; MenuPages; Menufy; Uber Eats,Menufy,,Offer_A,US,NA
33420,20230905,1,1,0,1,1,0,0,0,0,0,0,0,99c8b6fb1f525cd0,Wings Plus,Restaurant; Quick Service,NA,437 Green Springs Hwy,Birmingham,AL,35209,United States,,,,,,NA,NA,NA,(205) 942-6490,0,,American; Cajun,$,BringMeThat; Google Analytics; Menufy,Menufy,,Offer_B,US,NA
33473,20230905,1,0,0,1,1,0,0,0,0,0,0,0,a3a4f4c621bd17ae,Chang's Chinese Restaurant,Restaurant; Quick Service,NA,1825 McFarland Blvd N,Tuscaloosa,AL,35406,United States,Jane,Shi,Owner,Owner,,NA,2001,NA,(205) 391-9131,2,,Chinese,$,BringMeThat; DoorDash; Google Analytics; Grubhub; Menusifu; Uber Eats; WooCommerce,Menusifu,Menusifu,Offer_B,US,NA
33505,20230906,1,1,0,1,1,0,0,0,1,1,1,0,45ca55d3de0df43b,Ono Grill,Restaurant; Quick Service,NA,2900 McClellan Blvd,Anniston,AL,36201,United States,You,Zheng,Owner,Owner,,NA,2007,NA,(256) 237-5859,3,,Japanese,$$,DoorDash,,,Offer_B,US,NA
33762,20230905,1,1,0,1,1,0,0,0,0,0,0,0,09952010cd7f330a,Mike's Place,Restaurant,NA,808 Front St,Conway,AR,72032,United States,Mike,Kraft,Owner,Owner,,NA,2005,NA,,2,john@mikesplaceconway.com,Cajun,$$,BringMeThat,,,Offer_B,US,NA
35410,20230907,1,0,1,1,1,0,0,0,0,0,0,0,28a9900f928f8948,Chan's Cedar Chinese Food,Restaurant; Quick Service,NA,3333 N Cedar Ave,Fresno,CA,93726,United States,Wing,Chan,Owner,Owner,,NA,1989,NA,(559) 222-6804,1,,Chinese,$$,DoorDash; Grubhub; Yelp Reservation; Yelp Waitlist,,,Offer_B,US,NA
36962,20230906,1,1,0,1,1,0,0,0,0,0,0,0,c7c8f7e9f1ee9825,Chong Qing Special Noodles,Restaurant; Quick Service,NA,708 E Las Tunas Dr,San Gabriel,CA,91776,United States,Kemei,Sun,Owner,Owner,,NA,NA,NA,(626) 285-8369,1,,Sichuan,$,,,,Offer_B,US,NA
37122,20230909,1,1,0,1,1,1,0,0,0,0,0,0,f5b33c9acfd44b50,The Best Dim Sum & Pastry,Bakery; Restaurant; Quick Service,NA,723 E 12th St,Oakland,CA,94606,United States,Albert,Tung,Owner,Owner,,NA,1994,NA,(510) 268-1823,1,,Chinese,$,,,,Offer_B,US,NA
37370,20230906,1,1,0,1,1,0,0,0,1,1,1,0,2ea31c108037dc98,China Road,Restaurant; Quick Service,NA,429 W Anaheim St,Long Beach,CA,90813,United States,,,,,,NA,2010,NA,(562) 256-1680,0,,Chinese,$,DoorDash; Grubhub; MenuPages; Uber Eats,,,Offer_B,US,NA
38500,20230907,2,0,0,2,1,0,0,0,0,0,0,0,73db5ea5e7410a7d,Tom San Ramen,Restaurant,NA,177 Southgate Ave,Daly City,CA,94015,United States,,,,,,NA,NA,NA,(650) 993-4204,0,,Japanese,$$,DoorDash; Google Analytics; Grubhub; Kydia; Uber Eats,Kydia,,Offer_B,US,NA
39625,20230902,1,1,0,1,1,0,0,0,0,0,0,0,de457bbdd735e831,Kaiju Ramen,Restaurant; Quick Service; Drinking Place,NA,525 8th St SE,Washington,DC,20003,United States,,,,,,NA,NA,NA,(202) 481-2278,0,,Japanese,$$,DoorDash; Grubhub; Uber Eats; Wix Restaurants,Wix Restaurants,,Offer_B,US,NA
39658,20230831,1,0,1,1,1,0,0,0,0,0,0,0,d81bd381c84f769b,Ramen Kumamoto,Restaurant; Quick Service,NA,165 E Main St,Newark,DE,19711,United States,,,,,ramenkmmt@gmail.com,NA,NA,NA,(302) 733-0888,0,ramenkmmt@gmail.com,Japanese,$$,BringMeThat; EatStreet; GoDaddy Sites; Grubhub; MenuPages; Snackpass; Yelp Reservation; Yelp Waitlist,,,Offer_B,US,NA
40092,20230902,1,0,0,1,1,0,0,0,0,0,0,0,0194c401050519a9,VJK Japan,Restaurant; Quick Service,NA,12314 University Mall Ct,Tampa,FL,33612,United States,,,,,,NA,NA,NA,,0,,Japanese,$,BringMeThat; DoorDash; Grubhub; Uber Eats,,,Offer_B,US,NA
40701,20230909,1,1,0,1,1,0,0,0,0,0,0,0,942fad5542c9a837,Cajun & Grill,Restaurant,NA,8000 W Broward Blvd,Plantation,FL,33324,United States,,,,,,NA,NA,NA,(954) 474-8009,0,,American; Cajun,$,BringMeThat; Uber Eats,,,Offer_B,US,NA
40903,20230915,2,0,0,2,1,0,0,0,0,0,0,0,25692b7aeb2a2db4,Lionfish Modern Coastal Cuisine - Delray Beach,Restaurant,NA,307 E Atlantic Ave,Delray Beach,FL,33483,United States,Johnny,Demartini,Executive Chef,Back of the House,,NA,2020,NA,(561) 639-8700,1,social@lionfishdelray.com,Japanese,$$,Aloha; BringMeThat; Card Foundry; Eventbrite; Facebook Pixel; Google Analytics; OpenTable; Tripleseat; Uber Eats; WooCommerce,Aloha,Aloha,Offer_B,US,NA
41087,20230908,2,1,0,2,1,0,0,0,0,0,0,0,aa24e890048fefe6,Asian Corner Thai,Restaurant; Quick Service,NA,1900 NE Miami Ct,Miami,FL,33132,United States,,,,,,NA,NA,NA,(786) 557-0976,0,,Japanese; Thai,$$,Chownow; Grubhub; Menufy; Smile Dining; Uber Eats,Chownow; Menufy; Smile Dining,,Offer_B,US,NA
42052,20230814,5,0,3,2,2,0,0,0,0,0,0,0,6d292d525fff311f,Happy Wok,Restaurant; Quick Service,NA,9701 Ford Ave,Richmond Hill,GA,31324,United States,Can,Chen,Owner,Owner,,NA,2010,NA,(912) 756-8803,1,,Chinese,$,BringMeThat,,,Offer_B,US,NA
42281,20230829,1,1,1,1,1,0,0,0,0,0,0,0,adfd25624d19043d,Circlepoke,Restaurant; Quick Service,NA,1000 Northside Dr NW,Atlanta,GA,30318,United States,,,,,,NA,NA,NA,(404) 963-7721,0,,Japanese,$$,BringMeThat; Uber Eats,,,Offer_B,US,NA
43069,20230814,6,0,5,2,0,1,1,1,0,0,0,0,b3117132a1bacb8a,Chef Chen,Restaurant; Quick Service,NA,6742 Broadcast Pkwy,Loves Park,IL,61111,United States,Kyle,Chunge,Manager,General,,NA,2007,NA,(815) 282-6888,1,,Chinese,$,BringMeThat; Brygid; Patron Path,Brygid; Patron Path,,Offer_B,US,NA
43296,20230831,1,0,0,1,1,0,0,0,0,0,0,0,d8049f1d38f3900c,Strings Ramen,Restaurant; Quick Service,NA,1453 E 53rd St,Chicago,IL,60615,United States,,,,,stringshydepark@gmail.com,NA,NA,NA,(773) 633-2797,0,ramenstrings@gmail.com,Japanese,$$,BringMeThat; DoorDash; Google Analytics; Grubhub; SlickMenus; Uber Eats,SlickMenus,SlickMenus,Offer_B,US,NA
43296,20230901,1,0,0,1,0,0,0,0,0,0,0,0,d8049f1d38f3900c,Strings Ramen,Restaurant; Quick Service,NA,1453 E 53rd St,Chicago,IL,60615,United States,,,,,stringshydepark@gmail.com,NA,NA,NA,(773) 633-2797,0,ramenstrings@gmail.com,Japanese,$$,BringMeThat; DoorDash; Google Analytics; Grubhub; SlickMenus; Uber Eats,SlickMenus,SlickMenus,Offer_B,US,NA
44016,20230814,3,1,2,2,2,0,0,0,0,0,0,0,7236fed08b0298e0,Chung King Express,Restaurant; Quick Service,NA,3101 N Anthony Blvd,Fort Wayne,IN,46805,United States,,,,,,NA,NA,NA,(260) 471-1288,0,,Chinese,$,,,,Offer_B,US,NA
44951,20230905,1,1,1,1,1,0,0,0,0,0,0,0,13125605b135d536,Catahoula's,Restaurant; Quick Service,NA,5321 Desiard St,Monroe,LA,71203,United States,,,,,,NA,NA,NA,(318) 816-5500,0,,American; Creole; Cajun,$$,Google Analytics,,,Offer_B,US,NA
45896,20230902,1,1,0,1,1,0,0,0,0,1,1,0,7f3aeddfc9605ff3,Hibachi Express Japanese Grill,Restaurant; Quick Service,NA,6378 York Rd,Baltimore,MD,21212,United States,,,,,info@hibachiexpressbaltimore.com,NA,NA,NA,(443) 275-1996,0,info@hibachiexpressbaltimore.com,Japanese,$,DoorDash; EHungry; Google Analytics; Grubhub; Uber Eats,EHungry,,Offer_B,US,NA
45896,20230903,1,0,0,1,1,0,0,0,0,1,1,0,7f3aeddfc9605ff3,Hibachi Express Japanese Grill,Restaurant; Quick Service,NA,6378 York Rd,Baltimore,MD,21212,United States,,,,,info@hibachiexpressbaltimore.com,NA,NA,NA,(443) 275-1996,0,info@hibachiexpressbaltimore.com,Japanese,$,DoorDash; EHungry; Google Analytics; Grubhub; Uber Eats,EHungry,,Offer_B,US,NA
45896,20230904,1,0,0,1,0,0,0,0,0,0,0,0,7f3aeddfc9605ff3,Hibachi Express Japanese Grill,Restaurant; Quick Service,NA,6378 York Rd,Baltimore,MD,21212,United States,,,,,info@hibachiexpressbaltimore.com,NA,NA,NA,(443) 275-1996,0,info@hibachiexpressbaltimore.com,Japanese,$,DoorDash; EHungry; Google Analytics; Grubhub; Uber Eats,EHungry,,Offer_B,US,NA
45896,20230906,1,0,0,1,0,0,0,0,0,0,0,0,7f3aeddfc9605ff3,Hibachi Express Japanese Grill,Restaurant; Quick Service,NA,6378 York Rd,Baltimore,MD,21212,United States,,,,,info@hibachiexpressbaltimore.com,NA,NA,NA,(443) 275-1996,0,info@hibachiexpressbaltimore.com,Japanese,$,DoorDash; EHungry; Google Analytics; Grubhub; Uber Eats,EHungry,,Offer_B,US,NA
46032,20230830,1,1,1,2,1,0,0,0,0,0,0,0,bf48c8f872d8bf9a,Qu Japan,Restaurant; Quick Service,NA,7406 Baltimore Ave,College Park,MD,20740,United States,,,,,info@qujapancollegepark.com,NA,NA,NA,(240) 467-3332,0,info@qujapancollegepark.com,Japanese,$$,BringMeThat; DoorDash; Ez Order Now; Grubhub; Uber Eats,,,Offer_B,US,NA
46266,20230831,1,0,0,1,1,0,0,0,0,0,0,0,dba9a271d0519fd4,OC Chopsticks Asian Bistro,Restaurant; Quick Service; Drinking Place,NA,12741 Ocean Gtwy,Ocean City,MD,21842,United States,,,,,,NA,NA,NA,(410) 801-1111,0,,Japanese; Chinese; Thai,$$,DoorDash; Uber Eats,,,Offer_B,US,NA
47080,20230830,1,1,1,1,1,0,0,0,0,0,0,0,89bcb0d6765d2dc5,Cuisine Thai & Sushi,Restaurant; Quick Service,NA,5113 W 98th St,Minneapolis,MN,55437,United States,,,,,,NA,NA,NA,,0,,Japanese; Thai,$$,BringMeThat; Chownow; DoorDash; Google Analytics; Grubhub; Menufy; Uber Eats,Chownow; Menufy,,Offer_B,US,NA
47301,20230901,1,1,0,1,1,0,0,0,0,0,0,0,65f554f2429c18e5,Cheung's Garden Restaurant,Restaurant; Quick Service,NA,220 S Washington St,Lake City,MN,55041,United States,Cheuk Yuen,Cheung,Owner,Owner,,NA,1989,NA,(651) 345-3818,2,,Chinese,,,,,Offer_B,US,NA
47538,20230913,1,1,0,1,1,0,0,0,0,0,0,0,30f6492c8baf7629,Pan Pacific Grill,Restaurant; Quick Service,NA,2825 S Glenstone Ave,Springfield,MO,65804,United States,Tim,Sekmuy,Owner,Owner,,NA,NA,NA,(573) 427-1680,1,,Chinese,$,BringMeThat,,,Offer_B,US,NA
47706,20230901,1,1,0,2,1,0,0,0,0,1,1,0,51cdb6f89abd4bc2,Sushi Ai,Restaurant; Quick Service,NA,115 W 5th St,Eureka,MO,63025,United States,,,,,,NA,NA,NA,,0,,Japanese,$$,DoorDash; Uber Eats,,,Offer_B,US,NA
47706,20230903,1,0,0,1,1,0,0,0,0,0,0,0,51cdb6f89abd4bc2,Sushi Ai,Restaurant; Quick Service,NA,115 W 5th St,Eureka,MO,63025,United States,,,,,,NA,NA,NA,,0,,Japanese,$$,DoorDash; Uber Eats,,,Offer_B,US,NA
48251,20230902,1,1,0,1,1,0,0,0,1,1,1,0,8a53ba6e49920f3c,Tokyo Japanese Restaurant,Restaurant,NA,1619 S JK Powell Blvd,Whiteville,NC,28472,United States,,,,,,NA,NA,NA,(910) 641-0774,0,,Japanese,$$,,,,Offer_B,US,NA
48432,20230904,1,1,1,2,1,0,0,0,0,0,0,0,a61aeafedb974aa4,Toshi's Cafe,Cafe; Restaurant; Quick Service,NA,5710 W Gate City Blvd,Greensboro,NC,27407,United States,Gary,Blake,Principal,Owner,,NA,2004,NA,(336) 297-2288,2,,Japanese,$,OrderSpoon; Square; Weebly,OrderSpoon; Square,Square,Offer_B,US,NA
48538,20230903,1,1,0,1,1,0,0,0,0,0,0,0,5a7ce3c9408d101a,Dashi,Restaurant,NA,415 E Chapel Hill St,Durham,NC,27701,United States,Molly,Powell,Bartender/server,Front of the House,,NA,2015,NA,(919) 251-9335,1,noodles@dashiramen.com,Japanese,$$,EZ-Chow; Squarespace; Wisely Reservations; Wisely Waitlist,EZ-Chow,,Offer_B,US,NA
48538,20230904,1,0,0,1,0,0,0,0,0,0,0,0,5a7ce3c9408d101a,Dashi,Restaurant,NA,415 E Chapel Hill St,Durham,NC,27701,United States,Molly,Powell,Bartender/server,Front of the House,,NA,2015,NA,(919) 251-9335,1,noodles@dashiramen.com,Japanese,$$,EZ-Chow; Squarespace; Wisely Reservations; Wisely Waitlist,EZ-Chow,,Offer_B,US,NA
48718,20230831,1,0,0,1,1,0,0,0,0,0,0,0,82ed54cdff197655,Bobo Cafe,Restaurant; Quick Service,NA,1605 Westover Ter,Greensboro,NC,27408,United States,,,,,,NA,NA,NA,(336) 355-9209,0,,Japanese,,Google Analytics; Menufy; Uber Eats,Menufy,,Offer_B,US,NA
48783,20230831,1,1,0,1,1,1,0,0,0,0,0,0,e9a5312cb01a0105,Lin's Kitchen,Restaurant; Quick Service,NA,523 Nelson St,Kernersville,NC,27284,United States,Tommy,Tong,Owner,Owner,,NA,2001,NA,,1,,Chinese,$,BringMeThat; DoorDash; Grubhub; Uber Eats,,,Offer_B,US,NA
48921,20230831,1,0,0,1,1,0,0,0,0,0,0,0,442925976056f87b,Yamato Sushi,Restaurant; Quick Service,NA,7429 Pacific St,Omaha,NE,68114,United States,LI,C,Business Owner,Owner,,NA,2017,NA,(402) 934-8898,1,,Japanese,$$,DoorDash; Google Analytics; Grubhub; Spothopper Job Listing; Spothopper Menus; Spothopper Text Messages; Uber Eats; Yelp Reservation; Yelp Waitlist,,,Offer_B,US,NA
49363,20230904,1,0,0,1,1,0,0,0,1,1,1,0,06ce03e75f1bcb66,Yummy Grill & Sushi,Restaurant; Quick Service,NA,7331 W Lake Mead Blvd,Las Vegas,NV,89128,United States,Alan,Tsang,Principal,Owner,,NA,2008,NA,(702) 562-8668,7,gotokimkr@yahoo.com,Japanese,$$,DoorDash; Grubhub; Uber Eats,,,Offer_B,US,NA
49386,20230830,1,1,1,1,1,0,0,0,0,0,0,0,4f6117201c322401,Arata Sushi & Bowl,Restaurant; Quick Service,NA,3250 N Tenaya Way,Las Vegas,NV,89129,United States,Young,Lee,,,,NA,2015,NA,(702) 522-7711,1,aratasushi.bowl@gmail.com,Japanese,$$,BringMeThat; DoorDash; DoorDash Storefront; Facebook Pixel; Google Analytics; Grubhub; MenuPages; Uber Eats,DoorDash Storefront,,Offer_B,US,NA
49590,20230903,1,0,0,1,1,0,0,0,0,0,0,0,e1b83a8ac8df27bc,Iron Chef,Restaurant,NA,12995 Stonecreek Dr,Pickerington,OH,43147,United States,Mei,Lin,Principal,Owner,,NA,2009,NA,,2,,Japanese,$$,BringMeThat; DoorDash; Grubhub,,,Offer_B,US,NA
49951,20230831,1,1,0,1,1,0,0,0,0,0,0,0,9f15682d872d786a,China Jade,Restaurant; Quick Service,NA,6104 Boardwalk St,Columbus,OH,43229,United States,Huynh,Hue,Owner,Owner,,NA,1996,NA,(614) 847-1230,2,,Chinese,$$,BringMeThat,,,Offer_B,US,NA
49986,20230904,3,0,0,3,2,0,0,0,0,0,0,0,ee2ee4fdc9a0d0c5,House City Chinese Restaurant,Restaurant; Quick Service,NA,3781 S Hamilton Rd,Groveport,OH,43125,United States,,,,,support@housecityrestaurants.com,NA,NA,NA,(614) 567-6070,0,,Chinese,,E-tab; Ovvi; WooCommerce,E-tab,,Offer_B,US,NA
50008,20230901,1,0,0,1,1,0,0,0,0,0,0,0,0bbda0231e21ccdc,YaYa Kitchen,Restaurant; Quick Service,NA,25950 N Dixie Hwy,Perrysburg,OH,43551,United States,,,,,,NA,NA,NA,(419) 872-1900,0,,Chinese,$,BringMeThat,,,Offer_B,US,NA
50772,20230914,1,0,0,1,1,0,0,0,0,0,0,0,0ad61e80a24d1b95,541 Sushi Bar,Restaurant; Quick Service; Drinking Place,NA,898 Pearl St,Eugene,OR,97401,United States,,,,,,NA,NA,NA,(541) 654-8171,0,,Japanese,$,BringMeThat; DoorDash; Grubhub; Uber Eats,,,Offer_B,US,NA
50902,20230831,1,0,1,1,1,0,0,0,0,0,0,0,2a3c13d939f3ba33,St. Oner's,Restaurant,NA,2218 Frankford Ave,Philadelphia,PA,19125,United States,,,,,,NA,NA,NA,,0,,Chinese,$$,Google Analytics; Squarespace; Toast Email Marketing; Toast Loyalty; Toast Marketplace; Toast Online Ordering; Toast Payroll and Team Management,Toast Online Ordering,,Offer_B,US,NA
51143,20230901,1,0,0,1,1,0,0,0,0,0,0,0,3d4eb8cca8bb3ce0,Ichiban Hibachi Steak House 2,Restaurant; Quick Service,NA,404 Lincoln Ave,East Stroudsburg,PA,18301,United States,,Richard,,,,NA,NA,NA,(570) 420-0440,1,,Japanese; Chinese,$$,GlobalFood; Oracle GloriaFood; Restaurant; Yelp Reservation; Yelp Waitlist; Zuppler,GlobalFood; Oracle GloriaFood; Zuppler,,Offer_B,US,NA
51710,20230831,2,0,0,2,1,0,0,0,0,0,0,0,c0359999525f950a,Red Central Chinese Restaurant,Restaurant; Quick Service,NA,3776 L St,Philadelphia,PA,19124,United States,Lin,Fusheng,Owner,Owner,,NA,2003,NA,(215) 743-2088,3,,Chinese,$$,DoorDash; Grubhub,,,Offer_B,US,NA
51795,20230905,1,1,0,1,1,1,0,0,0,0,0,0,31fb084f42d38456,DJ Kitchen,Restaurant,NA,4040 City Ave,Philadelphia,PA,19131,United States,,,,,info@dj.kitchen,NA,NA,NA,(215) 586-8888,0,,Chinese,$$,BringMeThat; DoorDash; DoorDash Storefront; Grubhub; Menufy; Uber Eats; Wix Restaurants; ezCater,DoorDash Storefront; Menufy; Wix Restaurants; ezCater,,Offer_B,US,NA
51795,20230906,1,0,0,1,0,0,0,0,0,0,0,0,31fb084f42d38456,DJ Kitchen,Restaurant,NA,4040 City Ave,Philadelphia,PA,19131,United States,,,,,info@dj.kitchen,NA,NA,NA,(215) 586-8888,0,,Chinese,$$,BringMeThat; DoorDash; DoorDash Storefront; Grubhub; Menufy; Uber Eats; Wix Restaurants; ezCater,DoorDash Storefront; Menufy; Wix Restaurants; ezCater,,Offer_B,US,NA
52386,20230831,1,1,0,1,1,0,0,0,0,1,1,0,5119a3fcf5f046f5,Ruben Hibachi,Restaurant; Quick Service,NA,3320 4th Ave,Conway,SC,29527,United States,,,,,,NA,NA,NA,(843) 488-9494,0,,Japanese,$$$,Grubhub,,,Offer_B,US,NA
52669,20230818,1,0,1,0,0,0,0,0,0,0,0,0,6edfc4e89e38eea5,New China,Restaurant,NA,2857 Kirby Rd,Memphis,TN,38119,United States,He,Chen,,,,NA,2006,NA,(901) 755-6867,1,,Chinese; Cajun,$,BringMeThat; DoorDash; DoorDash Storefront; Grubhub; Uber Eats,DoorDash Storefront,,Offer_B,US,NA
52989,20230814,6,1,4,2,1,1,0,0,0,0,0,0,07a88d2562615f22,Kawa Asian Kitchen,Restaurant; Quick Service,NA,5145 N FM-620,Austin,TX,78732,United States,,,,,,NA,NA,NA,(512) 732-7278,0,,Japanese; Chinese,$$,BringMeThat; Grubhub; MenuPages,,,Offer_B,US,NA
53347,20230925,2,2,1,1,1,0,0,0,0,0,0,0,daff30173b78255f,Fabulous Dinners To-Go,Restaurant,NA,4208 N Navarro St,Victoria,TX,77901,United States,,,,,joshuacouncil@yahoo.com,NA,NA,NA,(361) 648-4346,0,joshuacouncil@yahoo.com,Cajun,,Delivery.com,,,Offer_B,US,NA
54177,20230831,1,1,0,1,1,0,0,0,1,1,1,0,c78e4723d92d46fd,Salt N Pepper Indian Restaurant,Restaurant,NA,1500 E Whitestone Blvd,Cedar Park,TX,78613,United States,,,,,cedarparktx@saltnpepperusa.com,NA,2019,NA,,0,cedarparktx@saltnpepperusa.com,Indian; Chinese,$$,DoorDash; GlobalFood; Google Analytics; Grubhub; Oracle GloriaFood; Uber Eats; ezCater,GlobalFood; Oracle GloriaFood; ezCater,,Offer_B,US,NA
54615,20230831,1,0,1,1,1,0,0,0,0,0,0,0,c849bfb20d2a5f0d,Woks It 2 U,Restaurant,NA,15609 Ronald W Reagan Blvd,Leander,TX,78641,United States,Brandon,B,Business Owner,Owner,,NA,2017,NA,(512) 337-7310,1,,Chinese,$$,Appfront; Facebook Pixel; Wix Restaurants; Yelp Reservation; Yelp Waitlist; ezCater,Appfront; Wix Restaurants; ezCater,,Offer_B,US,NA
