created_date,first_mel_timestamp,latest_mql_timestamp,assigned_time_ae_,opportunity_created_date,closed_won_date
2024-10-07,2024-10-07 15:36:00,2024-10-07 15:53:00,2024-10-07 15:53:00,,
2024-10-07,2024-10-07 15:15:00,,,,
2024-10-07,2024-10-07 13:10:00,,,,
2024-10-07,2024-10-07 12:38:00,,,,
2024-10-07,2024-10-07 11:22:00,2024-10-09 19:49:00,2024-10-07 11:55:00,2024-10-09,2024-10-11
2024-10-07,2024-10-07 08:47:00,,,,
2024-10-07,2024-10-07 08:06:00,,,,
2024-10-07,2024-10-07 03:00:00,2024-10-10 13:43:00,2024-10-10 13:32:00,2024-10-10,2024-10-10
2024-10-06,2024-10-06 21:05:00,,,,
2024-10-06,2024-10-06 20:52:00,2024-10-07 17:00:00,2024-10-07 11:00:00,2024-10-07,
2024-10-06,2024-10-06 18:22:00,,,,
2024-10-06,2024-10-06 15:28:00,,,,
2024-10-06,2024-10-06 14:36:00,2024-10-06 14:36:00,,,
2024-10-06,2024-10-06 11:53:00,2024-10-06 11:53:00,2024-10-06 13:31:00,,
2024-10-06,2024-10-06 11:01:00,,,,
2024-10-05,2024-10-05 20:30:00,,,,
2024-10-05,2024-10-05 17:19:00,,,,
2024-10-05,2024-10-05 11:49:00,2024-10-05 11:49:00,,,
2024-10-05,2024-10-05 11:26:00,2024-10-05 11:26:00,,,
2024-10-05,2024-10-05 11:21:00,2024-10-05 11:21:00,,,
2024-10-05,2024-10-05 09:49:00,2024-10-05 09:49:00,,,
2024-10-04,2024-10-04 22:33:00,,,,
2024-10-04,2024-10-04 22:00:00,,,,
2024-10-04,2024-10-04 20:26:00,,,,
2024-10-04,2024-10-04 19:39:00,,,,
2024-10-04,2024-10-04 16:25:00,,,,
2024-10-04,2024-10-04 15:50:00,,,,
2024-10-04,2024-10-04 14:13:00,2024-10-04 14:28:00,2024-10-04 14:28:00,,
2024-10-04,2024-10-04 12:05:00,2024-10-04 12:18:00,2024-10-04 12:18:00,,
2024-10-04,2024-10-04 12:03:00,,,,
2024-10-04,2024-10-04 05:30:00,,,,
2024-10-04,2024-10-04 04:15:00,,,,
2024-10-04,2024-10-04 01:02:00,2024-10-04 01:02:00,,,
2024-10-04,2024-10-04 00:24:00,2024-10-04 00:24:00,,,
2024-10-03,2024-10-03 20:30:00,,,,
2024-10-03,2024-10-03 19:21:00,,,,
2024-10-03,2024-10-03 17:43:00,,,,
2024-10-03,2024-10-03 15:33:00,,,,
2024-10-03,2024-10-03 14:03:00,,,,
2024-10-03,2024-10-03 13:47:00,,,,
2024-10-03,2024-10-03 13:19:00,2024-10-03 13:19:00,,,
2024-10-03,2024-10-03 12:15:00,,,,
2024-10-03,2024-10-03 11:56:00,,,,
2024-10-03,2024-10-03 11:20:00,,,,
2024-10-03,2024-10-03 10:23:00,,,,
2024-10-03,2024-10-03 00:15:00,,,,
2024-10-02,2024-10-02 19:30:00,,,,
2024-10-02,,,2024-11-21 13:29:00,,
2024-10-02,2024-10-02 17:30:00,2024-10-02 17:43:00,2024-10-02 17:43:00,,
2024-10-02,2024-10-02 17:18:00,,,,
2024-10-02,2024-10-02 16:45:00,,,,
2024-10-02,2024-10-02 11:14:00,,,,
2024-10-02,2024-10-02 08:37:00,,,,
2024-10-02,2024-10-02 08:30:00,,,,
2024-10-02,2024-10-02 02:30:00,,,,
2024-10-01,2024-10-01 21:15:00,,,,
2024-10-01,2024-10-01 18:03:00,2024-10-01 18:22:00,2024-10-01 18:22:00,,
2024-10-01,2024-10-01 16:46:00,,,,
2024-10-01,2024-10-01 16:20:00,2024-10-01 16:20:00,,,
2024-10-01,2024-10-01 14:25:00,2024-10-01 15:47:00,2024-10-01 14:42:00,2024-10-01,
2024-10-01,2024-10-01 13:47:00,,,,
2024-10-01,2024-10-01 12:30:00,2024-10-01 18:03:00,2024-10-01 14:50:00,2024-10-01,2024-10-01
2024-10-01,2024-10-01 12:00:00,,,,
2024-10-01,2024-10-01 11:56:00,2024-10-01 12:06:00,2024-10-01 12:06:00,,
2024-10-01,2024-10-01 10:09:00,2024-10-01 10:20:00,2024-10-01 10:20:00,,
2024-10-01,2024-10-01 09:17:00,,,,
2024-10-01,2024-10-01 03:26:00,,,,
2024-10-01,2024-10-01 01:06:00,,,,
2024-10-01,2024-10-01 00:50:00,,,,
2024-09-30,2024-09-30 23:00:00,,,,
2024-09-30,2024-09-30 22:00:00,,,,
2024-09-30,2024-09-30 18:45:00,,,,
2024-09-30,2024-09-30 17:51:00,,,,
2024-09-30,2024-09-30 16:34:00,2024-09-30 17:01:00,2024-09-30 16:40:00,2024-09-30,
2024-09-30,,,,,
2024-09-30,2024-09-30 15:48:00,2024-09-30 16:28:00,2024-09-30 15:53:00,2024-09-30,
2024-09-30,2024-09-30 11:42:00,,,,
2024-09-30,2024-09-30 11:41:00,2024-10-04 18:22:00,2024-09-30 11:56:00,2024-10-04,2024-10-04
2024-09-30,2024-09-30 09:58:00,2024-09-30 14:53:00,2024-09-30 10:51:00,2024-09-30,
2024-09-30,2024-09-30 09:28:00,2024-09-30 10:30:00,2024-09-30 10:30:00,,
2024-09-30,2024-09-30 00:15:00,,,,
2024-09-29,2024-09-29 21:45:00,,,,
2024-09-29,2024-09-29 21:15:00,,,,
2024-09-29,2024-09-29 20:30:00,,,,
2024-09-29,2024-09-29 20:15:00,,,,
2024-09-29,2024-09-29 17:45:00,,,,
2024-09-29,2024-09-29 13:45:00,,,,
2024-09-28,2024-09-28 17:45:00,,,,
2024-09-28,2024-09-28 14:11:00,,,,
2024-09-28,2024-09-28 13:35:00,2024-10-01 11:07:00,2024-10-01 11:07:00,,
2024-09-28,2024-09-28 11:26:00,2024-09-28 16:26:00,2024-09-28 11:41:00,2024-09-28,2024-10-07
2024-09-28,2024-09-28 08:00:00,,,,
2024-09-28,2024-09-28 03:35:00,2024-09-28 03:35:00,,,
2024-09-27,2024-09-27 20:15:00,2024-09-30 12:20:00,2024-09-30 12:20:00,,
2024-09-27,2024-09-27 19:02:00,,,,
2024-09-27,2024-09-27 16:15:00,,,,
2024-09-27,2024-09-27 14:47:00,,,,
2024-09-27,2024-09-27 13:36:00,2024-09-27 13:36:00,,,
2024-09-27,2024-09-27 13:32:00,2024-09-27 13:45:00,2024-09-27 13:45:00,,
2024-09-27,2024-09-27 12:40:00,2024-09-27 17:09:00,2024-09-27 17:09:00,,
2024-09-27,2024-09-27 12:04:00,,,,
2024-09-27,2024-09-27 11:15:00,,,,
2024-09-27,2024-09-27 10:53:00,,,,
2024-09-27,2024-09-27 10:45:00,,,,
2024-09-27,2024-09-27 06:52:00,2024-09-27 06:52:00,,,
2024-09-27,2024-09-27 04:45:00,2024-12-12 21:01:00,2024-11-19 16:37:00,2024-12-12,
2024-09-27,2024-09-27 02:01:00,,,,
2024-09-27,2024-09-27 01:15:00,,,,
2024-09-27,2024-09-27 00:15:00,,,,
2024-09-26,2024-09-26 18:14:00,2024-09-27 12:22:00,2024-09-27 12:22:00,,
2024-09-26,2024-09-26 17:30:00,2024-11-08 16:14:00,2024-11-08 11:47:00,2024-11-08,
2024-09-26,2024-09-26 16:30:00,,,,
2024-09-26,2024-09-26 16:25:00,2024-09-26 17:18:00,2024-09-26 17:18:00,,
2024-09-26,2024-09-26 15:51:00,2024-09-26 15:51:00,,,
2024-09-26,2024-09-26 15:22:00,,,,
2024-09-26,2024-09-26 13:41:00,,,,
2024-09-26,2024-09-26 12:27:00,,,,
2024-09-26,2024-09-26 12:15:00,,,,
2024-09-25,2024-09-25 17:45:00,2024-09-25 17:45:00,,,
2024-09-25,2024-09-25 17:30:00,,,,
2024-09-25,2024-09-25 17:15:00,,,,
2024-09-25,2024-09-25 16:56:00,,,,
2024-09-25,2024-09-25 15:45:00,,,,
2024-09-25,2024-09-25 13:50:00,2025-01-30 13:15:00,2025-01-30 13:15:00,,
2024-09-25,2024-09-25 03:29:00,,,,
2024-09-25,2024-09-25 00:55:00,,,,
2024-09-25,2024-09-25 00:30:00,,,,
2024-09-24,2024-09-24 22:40:00,2024-09-25 18:37:00,,,
2024-09-24,2024-09-24 22:15:00,,,,
2024-09-24,2024-09-24 18:00:00,,,,
2024-09-24,2024-09-24 16:03:00,2024-09-24 16:42:00,2024-09-24 16:20:00,2024-09-24,
2024-09-24,2024-09-24 15:15:00,,,,
2024-09-24,2024-09-24 15:00:00,,,,
2024-09-24,2024-09-24 14:45:00,,,,
2024-09-24,2024-09-24 14:30:00,,,,
2024-09-24,2024-09-24 14:22:00,,,,
2024-09-24,2024-09-24 12:54:00,2024-09-24 14:55:00,,,
2024-09-24,2024-09-24 12:45:00,2024-09-26 12:20:00,2024-09-26 11:46:00,2024-09-26,
2024-09-24,2024-09-24 12:45:00,2024-09-24 12:45:00,2024-09-24 12:53:00,,
2024-09-24,2024-09-24 12:27:00,2024-09-24 12:27:00,,,
2024-09-24,2024-09-24 11:06:00,,,,
2024-09-24,2024-09-24 10:15:00,,,,
2024-09-24,2024-09-24 09:36:00,,,,
2024-09-24,2024-09-24 02:45:00,,,,
2024-09-24,2024-09-24 01:15:00,,,,
2024-09-23,2024-09-23 23:15:00,,,,
2024-09-23,2024-09-23 23:00:00,,,,
2024-09-23,2024-09-23 22:16:00,,,,
2024-09-23,2024-09-23 21:00:00,,,,
2024-09-23,2024-09-23 20:58:00,,,,
2024-09-23,2024-09-23 17:36:00,,,,
2024-09-23,2024-09-23 15:16:00,2024-09-23 15:16:00,2024-09-23 15:16:00,,
2024-09-23,2024-09-23 14:45:00,,,,
2024-09-23,2024-09-23 14:04:00,2024-09-23 14:21:00,2024-09-23 14:21:00,,
2024-09-23,2024-09-23 13:30:00,,,,
2024-09-23,2024-09-23 13:30:00,,,,
2024-09-23,2024-09-23 13:25:00,,,,
2024-09-23,2024-09-23 13:15:00,,,,
2024-09-23,2024-09-23 13:00:00,,,,
2024-09-23,2024-09-23 13:00:00,,,,
2024-09-23,2024-09-23 11:42:00,,,,
2024-09-23,2024-09-23 10:15:00,,,,
2024-09-23,2024-09-23 03:07:00,2024-09-23 03:07:00,,,
2024-09-22,2024-09-22 17:00:00,,,,
2024-09-22,2024-09-22 16:11:00,2024-09-23 12:58:00,2024-09-22 16:19:00,2024-09-23,2024-09-23
2024-09-22,2024-09-22 15:00:00,,,,
2024-09-22,2024-09-22 11:43:00,,,,
2024-09-22,2024-09-22 00:30:00,2024-10-04 17:37:00,,,
2024-09-21,2024-09-21 23:21:00,2024-09-22 11:45:00,2024-09-22 11:45:00,,
2024-09-21,2024-09-21 23:15:00,,,,
2024-09-21,2024-09-21 20:42:00,,,,
2024-09-21,2024-09-21 19:21:00,,,,
2024-09-21,2024-09-21 16:18:00,2024-09-21 16:18:00,,,
2024-09-21,2024-09-21 14:00:00,,,,
2024-09-21,2024-09-21 12:33:00,,,,
2024-09-21,2024-09-21 09:59:00,2024-09-21 10:02:00,,,
2024-09-21,2024-09-21 03:44:00,,,,
2024-09-20,2024-09-20 21:15:00,,,,
2024-09-20,2024-09-20 18:05:00,,,,
2024-09-20,2024-09-20 14:45:00,,,,
2024-09-20,2024-09-20 04:16:00,2024-09-20 04:16:00,,,
2024-09-20,2024-09-20 01:10:00,,,,
2024-09-19,2024-09-19 21:00:00,,,,
2024-09-19,2024-09-19 20:47:00,,,,
2024-09-19,2024-09-19 19:04:00,2024-09-19 22:01:00,2024-09-19 19:58:00,2024-09-19,2024-09-25
2024-09-19,2024-09-19 16:30:00,,,,
2024-09-19,2024-09-19 15:41:00,,,,
2024-09-19,2024-09-19 12:59:00,,,,
2024-09-19,2024-09-19 12:11:00,,,,
2024-09-19,2024-09-19 08:45:00,,,,
2024-09-19,2024-09-19 07:30:00,,,,
2024-09-19,2024-09-19 02:10:00,,,,
2024-09-19,2024-09-19 01:45:00,,,,
2024-09-19,2024-09-19 00:45:00,,,,
2024-09-19,2024-09-19 00:30:00,,,,
2024-09-18,2024-09-18 23:38:00,,,,
2024-09-18,2024-09-18 21:45:00,,,,
2024-09-18,2024-09-18 20:24:00,2024-09-18 20:38:00,2024-09-18 20:38:00,,
2024-09-18,2024-09-18 20:15:00,,,,
2024-09-18,2024-09-18 17:33:00,,,,
2024-09-18,2024-09-18 17:15:00,,,,
2024-09-18,2024-09-18 15:46:00,,,,
2024-09-18,2024-09-18 13:26:00,,,,
2024-09-18,2024-09-18 09:53:00,,,,
2024-09-18,2024-09-18 08:15:00,2024-09-20 11:27:00,,,
2024-09-18,2024-09-18 05:10:00,2024-09-18 05:12:00,,,
2024-09-17,2024-09-17 23:58:00,,,,
2024-09-17,2024-09-17 22:21:00,2024-10-11 13:15:00,,,
2024-09-17,2024-09-17 19:35:00,,,,
2024-09-17,2024-09-17 14:57:00,,,,
2024-09-17,2024-09-17 13:19:00,,,,
2024-09-17,2024-09-17 11:42:00,,,,
2024-09-17,2024-09-17 11:35:00,,,,
2024-09-17,2024-09-17 11:31:00,2024-09-17 11:31:00,,,
2024-09-17,2024-09-17 11:02:00,,,,
2024-09-17,2024-09-17 10:41:00,,,,
2024-09-17,2024-09-17 06:18:00,2024-09-17 06:18:00,,,
2024-09-17,2024-09-17 04:00:00,,,,
2024-09-16,2024-09-16 23:11:00,2024-12-22 16:27:00,2024-10-07 15:42:00,2024-12-22,
2024-09-16,2024-09-16 18:22:00,,,,
2024-09-16,2024-09-16 16:42:00,,,,
2024-09-16,2024-09-16 16:27:00,2024-09-16 16:42:00,2024-09-16 16:42:00,,
2024-09-16,2024-09-16 16:15:00,,,,
2024-09-16,2024-09-16 15:31:00,,,,
2024-09-16,2024-09-16 15:25:00,2024-09-16 15:25:00,,,
2024-09-16,2024-09-16 14:44:00,,,,
2024-09-16,2024-09-16 13:46:00,,,,
2024-09-16,2024-09-16 12:45:00,,,,
2024-09-16,2024-09-16 12:45:00,,,,
2024-09-16,2024-09-16 11:50:00,,,,
2024-09-16,2024-09-16 11:49:00,,,,
2024-09-16,2024-09-16 11:21:00,2024-09-16 11:30:00,2024-09-16 11:30:00,,
2024-09-16,2024-09-16 06:14:00,,,,
2024-09-16,2024-09-16 04:13:00,2024-09-16 04:14:00,,,
2024-09-15,2024-09-15 23:10:00,,,,
2024-09-15,2024-09-15 22:45:00,,,,
2024-09-15,2024-09-15 16:30:00,,,,
2024-09-15,2024-09-15 16:17:00,2025-06-06 16:24:00,2025-06-06 15:35:00,2025-06-06,2025-06-06
2024-09-15,2024-09-15 16:00:00,,,,
2024-09-15,2024-09-15 16:00:00,,,,
2024-09-15,2024-09-15 15:59:00,,,,
2024-09-15,2024-09-15 15:26:00,2024-09-15 15:26:00,,,
2024-09-15,2024-09-15 15:14:00,2024-09-16 12:16:00,2024-09-16 11:55:00,2024-09-16,
2024-09-15,2024-09-15 11:57:00,,,,
2024-09-15,2024-09-15 11:19:00,2024-09-15 11:19:00,,,
2024-09-15,2024-09-15 01:18:00,,,,
2024-09-14,2024-09-14 13:03:00,,,,
2024-09-14,2024-09-14 10:11:00,,,,
2024-09-13,2024-09-13 15:54:00,,,,
2024-09-13,2024-09-13 15:32:00,,,,
2024-09-13,2024-09-13 13:16:00,,,,
2024-09-13,2024-09-13 11:54:00,,,,
2024-09-13,2024-09-13 10:30:00,,,,
2024-09-13,2024-09-13 10:15:00,,,,
2024-09-13,2024-09-13 07:30:00,,,,
2024-09-13,2024-09-13 07:24:00,2024-09-13 07:24:00,,,
2024-09-13,2024-09-13 01:44:00,,,,
2024-09-12,2024-09-12 21:08:00,2024-10-24 18:37:00,,,
2024-09-12,2024-09-12 16:33:00,,,,
2024-09-12,2024-09-13 13:03:00,2024-09-12 13:42:00,2024-09-12 13:42:00,,
2024-09-12,2024-09-12 11:32:00,2024-09-12 11:43:00,2024-09-12 11:43:00,,
2024-09-12,2024-09-12 11:03:00,2024-09-12 11:03:00,,,
2024-09-12,2024-09-12 10:27:00,2024-09-12 10:27:00,,,
2024-09-12,2024-09-12 09:23:00,,,,
2024-09-11,2024-09-11 18:22:00,,,,
2024-09-11,2024-09-11 16:51:00,2024-09-11 17:05:00,2024-09-11 17:05:00,,
2024-09-11,2024-09-11 15:00:00,,,,
2024-09-11,2024-09-11 14:14:00,,,,
2024-09-11,2024-09-11 04:45:00,,,,
2024-09-11,2024-09-11 03:21:00,2024-09-11 03:21:00,,,
2024-09-11,2024-09-11 02:45:00,,,,
2024-09-11,2024-09-11 00:33:00,,,,
2024-09-10,2024-09-10 22:17:00,,,,
2024-09-10,2024-09-10 20:30:00,,,,
2024-09-10,2024-09-10 19:45:00,,,,
2024-09-10,2024-09-10 19:15:00,,,,
2024-09-10,2024-09-10 19:00:00,,,,
2024-09-10,2024-09-10 18:31:00,,,,
2024-09-10,,,,,
2024-09-10,2024-09-10 14:39:00,,,,
2024-09-10,2024-09-10 12:57:00,,,,
2024-09-10,2024-09-10 11:34:00,,,,
2024-09-10,2024-09-10 10:15:00,,,,
2024-09-10,2024-09-10 03:04:00,,,,
2024-09-09,2024-09-09 21:45:00,,,,
2024-09-09,2024-09-09 20:23:00,2025-02-19 23:04:00,2024-09-09 20:40:00,2025-02-19,
2024-09-09,2024-09-09 18:21:00,,,,
2024-09-09,2024-09-09 18:17:00,,,,
2024-09-09,2024-09-09 17:46:00,,,,
2024-09-09,2024-09-09 17:27:00,,,,
2024-09-09,2024-09-09 17:21:00,,,,
2024-09-09,2024-09-09 16:46:00,,,,
2024-09-09,2024-09-09 16:04:00,2024-09-09 16:15:00,2024-09-09 16:15:00,,
2024-09-09,2024-09-09 15:55:00,,,,
2024-09-09,2024-09-09 14:52:00,,,,
2024-09-09,2024-09-09 14:20:00,2024-09-18 17:25:00,2024-09-18 17:25:00,2024-09-18,
2024-09-09,2024-09-09 14:02:00,2024-09-11 11:43:00,2024-09-09 14:09:00,2024-09-11,2024-09-12
2024-09-09,2024-09-09 13:28:00,2024-09-09 13:35:00,2024-09-09 13:35:00,,
2024-09-09,2024-09-09 12:57:00,,,,
2024-09-09,2024-09-09 12:55:00,,,,
2024-09-08,2024-09-08 13:03:00,2024-09-08 13:10:00,2024-09-08 13:10:00,2024-09-08,
2024-09-08,2024-09-08 11:48:00,2024-09-08 12:04:00,2024-09-08 12:04:00,,
2024-09-08,2024-09-08 10:30:00,2024-09-08 10:30:00,,,
2024-09-08,2024-09-08 08:35:00,2024-09-08 08:35:00,,,
2024-09-08,2024-09-08 07:49:00,2024-09-08 07:49:00,,,
2024-09-08,2024-09-08 06:00:00,,,,
2024-09-07,2024-09-07 22:18:00,2024-09-07 22:18:00,2025-03-24 15:00:00,,
2024-09-07,2024-09-07 18:22:00,2024-09-07 18:22:00,,,
2024-09-07,2024-09-07 17:30:00,,,,
2024-09-07,2024-09-07 17:28:00,,,,
2024-09-07,2024-09-07 17:16:00,,,,
2024-09-07,2024-09-07 15:07:00,2024-09-07 15:07:00,,,
2024-09-07,2024-09-07 10:47:00,2024-09-08 12:07:00,2024-09-08 12:07:00,,
2024-09-07,2024-09-07 00:54:00,,,,
2024-09-06,2024-09-06 23:20:00,,,,
2024-09-06,2024-09-06 20:52:00,2024-09-06 21:25:00,2024-09-06 21:25:00,2024-09-06,2024-10-12
2024-09-06,2024-09-06 16:09:00,,,,
2024-09-06,2024-09-06 15:22:00,,,,
2024-09-06,2024-09-06 15:20:00,,,,
2024-09-06,2024-09-06 14:19:00,,,,
2024-09-06,2024-09-06 12:38:00,,,,
2024-09-06,2024-09-06 11:00:00,,,,
2024-09-06,2024-09-06 05:30:00,,,,
2024-09-05,,,2024-09-05 20:55:00,2024-09-05,
2024-09-05,2024-09-05 19:30:00,,,,
2024-09-05,2024-09-05 19:30:00,,,,
2024-09-05,2024-09-05 18:28:00,,,,
2024-09-05,2024-09-05 18:17:00,,,,
2024-09-05,2024-09-05 16:52:00,,,,
2024-09-05,2024-09-05 15:24:00,2024-09-06 18:13:00,2024-09-05 18:39:00,2024-09-06,2024-09-07
2024-09-05,2024-09-05 14:45:00,,,,
2024-09-05,2024-09-05 14:27:00,2024-09-05 14:27:00,,,
2024-09-05,2024-09-05 12:05:00,,,,
2024-09-05,2024-09-05 08:15:00,,,,
2024-09-05,2024-09-05 01:45:00,,,,
2024-09-04,2024-09-04 19:52:00,,,,
2024-09-04,2024-09-04 16:38:00,,,,
2024-09-04,2024-09-04 16:32:00,2024-09-04 17:27:00,2024-09-04 16:39:00,2024-09-04,2024-09-04
2024-09-04,2024-09-04 15:41:00,2024-09-04 15:41:00,,,
2024-09-04,2024-09-04 15:00:00,,,,
2024-09-04,2024-09-04 14:32:00,,,,
2024-09-04,2024-09-04 14:15:00,,,,
2024-09-04,2024-09-04 12:41:00,2024-09-04 12:41:00,,,
2024-09-04,2024-09-04 12:30:00,,,,
2024-09-04,2024-09-04 09:00:00,,,,
2024-09-04,2024-09-04 07:42:00,,,,
2024-09-03,2024-09-03 22:55:00,2024-09-04 12:24:00,2024-09-04 12:24:00,2024-09-04,
2024-09-03,2024-09-03 22:30:00,,,,
2024-09-03,2024-09-03 21:00:00,,,,
2024-09-03,2024-09-03 20:50:00,,,,
2024-09-03,2024-09-03 20:07:00,2025-03-03 12:46:00,2025-03-03 12:46:00,,
2024-09-03,2024-09-03 20:43:00,2024-09-23 13:59:00,2024-09-23 13:40:00,2024-09-23,2024-10-06
2024-09-03,2024-09-03 20:05:00,2024-09-03 20:13:00,2024-09-03 20:13:00,2024-09-05,2024-09-13
2024-09-03,2024-09-03 18:38:00,2024-09-03 18:38:00,,,
2024-09-03,2024-09-03 18:08:00,2024-09-03 18:08:00,,,
2024-09-03,2024-09-03 17:47:00,2024-09-03 17:47:00,,,
2024-09-03,2024-09-03 17:32:00,,,,
2024-09-03,2024-09-03 16:30:00,,,,
2024-09-03,2024-09-03 15:49:00,,,,
2024-09-03,2024-09-03 12:19:00,,,,
2024-09-03,2024-09-03 12:13:00,2024-09-03 15:25:00,2024-09-03 15:25:00,2024-09-03,
2024-09-03,2024-09-03 10:54:00,,,,
2024-09-03,2024-09-03 07:45:00,,,,
2024-09-02,2024-09-02 23:30:00,,,,
2024-09-02,2024-09-02 20:56:00,,,,
2024-09-02,2024-09-02 20:00:00,,,,
2024-09-02,2024-09-02 17:30:00,2024-09-03 13:54:00,2024-09-03 13:54:00,2024-09-03,
2024-09-02,2024-09-02 16:45:00,,,,
2024-09-02,2024-09-02 16:45:00,,,,
2024-09-02,2024-09-02 16:45:00,,,,
2024-09-02,2024-09-02 12:15:00,,,,
2024-09-02,2024-09-02 10:32:00,2024-09-02 11:06:00,2024-09-02 11:06:00,2024-09-02,2024-09-03
2024-09-01,2024-09-01 17:02:00,,,,
2024-09-01,2024-09-01 15:43:00,2024-09-02 11:19:00,2024-09-02 11:19:00,2024-09-03,2024-09-05
2024-08-31,2024-08-31 20:24:00,,,,
2024-08-31,2024-08-31 05:30:00,,,,
2024-08-30,2024-08-30 23:00:00,,,,
2024-08-30,2024-08-30 19:15:00,,,,
2024-08-30,2024-08-30 18:00:00,,,,
2024-08-30,2024-08-30 16:32:00,,,,
2024-08-30,2024-08-30 15:28:00,,,,
2024-08-30,2024-11-27 09:54:00,,,,
2024-08-30,2025-01-28 20:17:00,2025-01-28 20:17:00,,,
2024-08-30,2024-11-05 12:51:00,,,,
2024-08-30,2024-11-14 13:00:00,,,,
2024-08-30,2024-12-14 03:19:00,2024-12-14 03:19:00,,,
2024-08-30,,,,,
2024-08-30,2024-08-30 11:07:00,,,,
2024-08-30,2024-08-30 07:00:00,,,,
2024-08-30,2024-08-30 03:00:00,,,,
2024-08-29,2024-08-29 19:42:00,,,,
2024-08-29,2024-08-29 18:00:00,,,,
2024-08-29,2024-08-29 16:08:00,,,,
2024-08-29,2024-08-29 12:28:00,2024-08-29 12:38:00,2024-08-29 12:38:00,2024-09-04,2024-09-04
2024-08-29,2024-08-29 09:41:00,2024-08-29 09:41:00,,,
2024-08-29,2024-08-29 09:39:00,,,,
2024-08-29,2024-08-29 08:00:00,,,,
2024-08-28,2024-08-28 20:28:00,,,,
2024-08-28,2024-08-28 14:41:00,,,,
2024-08-28,2024-08-28 14:23:00,2024-08-28 14:23:00,,,
2024-08-28,2024-08-28 14:21:00,,,,
2024-08-28,2024-08-28 13:19:00,,,,
2024-08-28,2024-08-28 12:19:00,2024-08-28 15:17:00,2024-08-28 15:17:00,2024-08-29,2024-09-02
2024-08-28,2024-08-28 11:59:00,,,,
2024-08-28,2024-08-28 11:12:00,,,,
2024-08-28,2024-08-28 11:00:00,,,,
2024-08-28,2024-08-28 09:55:00,,,,
2024-08-28,2024-08-28 09:35:00,,,,
2024-08-28,2024-08-28 00:15:00,,,,
2024-08-27,2024-08-27 23:45:00,2024-08-28 12:36:00,2024-08-28 12:36:00,2024-08-29,2024-10-01
2024-08-27,2024-08-27 20:30:00,,,,
2024-08-27,2024-08-27 17:38:00,,,,
2024-08-27,2024-08-27 17:30:00,,,,
2024-08-27,2024-08-27 16:11:00,,,,
2024-08-27,2024-08-27 15:47:00,,,,
2024-08-27,2024-08-27 15:45:00,,,,
2024-08-27,2024-08-27 15:31:00,,,,
2024-08-27,2024-08-27 15:15:00,,,,
2024-08-27,2024-08-27 14:54:00,2024-08-27 18:26:00,2024-08-27 18:26:00,2024-08-27,
2024-08-27,2024-08-27 12:45:00,,,,
2024-08-27,2024-08-27 10:57:00,,,,
2024-08-27,2024-08-27 09:45:00,,,,
2024-08-27,2024-08-27 02:00:00,,,,
2024-08-27,2024-08-27 01:30:00,,,,
2024-08-26,2024-08-26 22:29:00,,,,
2024-08-26,2024-08-26 22:13:00,2024-08-26 22:21:00,2024-08-26 22:21:00,2024-08-28,2024-08-28
2024-08-26,2024-08-26 22:05:00,,,,
2024-08-26,2024-08-26 20:15:00,,,,
2024-08-26,2024-08-26 20:00:00,,,,
2024-08-26,2024-08-26 19:30:00,,,,
2024-08-26,2024-08-26 19:07:00,2024-08-26 19:18:00,,,
2024-08-26,2024-08-26 19:00:00,,,,
2024-08-26,2024-08-26 19:00:00,,,,
2024-08-26,2024-08-26 18:28:00,2024-08-26 18:28:00,,,
2024-08-26,2024-08-26 17:30:00,,,,
2024-08-26,2024-08-26 17:15:00,,,,
2024-08-26,2024-08-26 16:00:00,,,,
2024-08-26,2024-08-26 15:15:00,,,,
2024-08-26,2024-08-26 14:31:00,,,,
2024-08-26,2024-08-26 12:57:00,,,,
2024-08-26,2024-08-26 12:00:00,,,,
2024-08-26,2024-08-26 11:30:00,,,,
2024-08-26,2024-08-26 11:30:00,,,,
2024-08-26,2024-08-26 11:27:00,,,,
2024-08-26,2024-08-26 03:19:00,,,,
2024-08-25,2024-08-25 13:00:00,2024-08-26 14:00:00,2024-08-26 14:00:00,2024-08-26,
2024-08-25,2024-08-25 12:45:00,,,,
2024-08-25,2024-08-25 00:20:00,,,,
2024-08-24,2024-08-24 21:58:00,2024-08-25 12:16:00,2024-08-25 12:16:00,2024-08-25,
2024-08-24,2024-08-24 21:45:00,,,,
2024-08-24,2024-08-24 20:15:00,,,,
2024-08-24,2024-08-24 19:30:00,,,,
2024-08-24,2024-08-24 18:17:00,,,,
2024-08-24,2024-08-24 10:31:00,,,,
2024-08-24,2024-08-24 09:47:00,,,,
2024-08-23,2024-08-23 22:15:00,,,,
2024-08-23,2024-08-23 21:00:00,,,,
2024-08-23,2024-08-23 20:45:00,,,,
2024-08-23,2024-08-23 17:15:00,,,,
2024-08-23,2024-08-23 16:30:00,,,,
2024-08-23,2024-08-23 15:45:00,,,,
2024-08-23,2024-08-23 14:46:00,2024-08-23 17:18:00,2024-08-23 16:09:00,2024-08-23,2024-08-26
2024-08-23,2024-08-23 12:39:00,2024-10-02 17:57:00,2024-08-23 12:46:00,2024-10-02,
2024-08-23,2024-08-23 11:45:00,,,,
2024-08-23,2024-08-23 11:00:00,,,,
