flow,types,mql,sql,cw,list_source,Lead ID,Lead Source,Lead Category,Lead Channel,Created By,Lead Owner,Mobile - Primary,Business Phone,First Name,Last Name,Company / Account,Menu Type,State/Province (text only),Country (text only),Latest Re-engaged Date,Latest Campaign,Created Date,WeChat External Id,Lead Status,Lead Stage,Unqualified Reason,Rejected Reason,Opportunity: Created Date,Opportunity ID,Opportunity: Account,Stage,Oppt Close Date,Restaurant ID,Contact ID,Account ID,Campaign Name
inbound call,inbound call,FALSE,FALSE,FALSE,Brizo_CAN,00QUo0000048qjt,Marketing Inbound,NA,DM,Janice Requina,Marketing Nurture Queue,NA,9028642897,NA,Hong's Kitchen,Hong's Kitchen,Chinese,NS,Canada,1/8/2024,Mkt_DM_Snowflake_2024JanV4,1/8/2024,NA,SDR Complete,Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
webflow,qr scan,FALSE,FALSE,FALSE,Brizo_US,00QUo0000048khj,Marketing Inbound,NA,DM,Carlito Academia,Marketing Nurture Queue,6193156897,6192945770,NA,Bhojan Griha,Bhojan Griha,Chinese,CA,United States,1/8/2024,Mkt_DM_Snowflake_2024JanV1,1/8/2024,NA,SDR Complete,Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
inbound call,inbound call,FALSE,FALSE,FALSE,Brizo_US,00QUo0000048fuw,Marketing Inbound,NA,DM,Lornick Quinones,Marketing Nurture Queue,NA,2105385023,NA,Unknown,True Noodle and Pok'e,Chinese,TX,United States,1/8/2024,Mkt_DM_Snowflake_2024JanV1,1/8/2024,NA,SDR Complete,Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
inbound call,inbound call,FALSE,FALSE,FALSE,Brizo_CAN,00QUo0000048q8n,Marketing Inbound,NA,DM,Janice Requina,Marketing Nurture Queue,NA,4167663293,NA,Yumi Japanese Restaurant,Yumi Japanese Restaurant,Japanese,ON,Canada,1/8/2024,Mkt_DM_Snowflake_2024JanV4,1/8/2024,NA,SDR Complete,Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
inbound call,inbound call,FALSE,FALSE,FALSE,Brizo_CAN,00QUo0000048k6c,Marketing Inbound,NA,DM,Janice Requina,Marketing Nurture Queue,NA,9058121312,NA,The Hakka Junction,The Hakka Junction,Chinese,ON,Canada,1/8/2024,Mkt_DM_Snowflake_2024JanV4,1/8/2024,NA,SDR Complete,Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
inbound call,inbound call,FALSE,FALSE,FALSE,Brizo_CAN,00QUo0000048e64,Marketing Inbound,NA,DM,Janice Requina,Marketing Nurture Queue,NA,5192676660,NA,Hakka Hut,Hakka Hut,Chinese,ON,Canada,1/8/2024,Mkt_DM_Snowflake_2024JanV4,1/8/2024,NA,SDR Complete,Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
inbound call,inbound call,FALSE,FALSE,FALSE,Brizo_CAN,00QUo0000048ozp,Marketing Inbound,NA,DM,Janice Requina,Marketing Nurture Queue,NA,4168389056,NA,YUBU,YUBU,Japanese,ON,Canada,1/8/2024,Mkt_DM_Snowflake_2024JanV4,1/8/2024,NA,SDR Complete,Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
webflow,qr scan,FALSE,FALSE,FALSE,Brizo_US,00QUo0000048kHy,Marketing Inbound,NA,DM,Carlito Academia,Marketing Nurture Queue,NA,7605852226,NA,Hooked on Poke,Hooked on Poke,Japanese,CA,United States,1/8/2024,Mkt_DM_Snowflake_2024JanV1,1/8/2024,NA,SDR Complete,Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
inbound call,inbound call,FALSE,FALSE,FALSE,Brizo_CAN,00QUo0000048olJ,Marketing Inbound,NA,DM,Janice Requina,Marketing Nurture Queue,NA,7809853989,NA,New Shanghai Restaurant,New Shanghai Restaurant,Chinese,AB,Canada,1/8/2024,Mkt_DM_Snowflake_2024JanV4,1/8/2024,NA,SDR Complete,Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
inbound call,inbound call,FALSE,FALSE,FALSE,Brizo_US,00QUo0000048cCI,Marketing Inbound,NA,DM,Lornick Quinones,Marketing Nurture Queue,NA,8045201393,NA,unknown,Nori Japan,Japanese,VA,United States,1/8/2024,Mkt_DM_Snowflake_2024JanV1,1/8/2024,NA,SDR Working,Not sure if Ideal Client Profile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
inbound call,inbound call,FALSE,FALSE,FALSE,Brizo_CAN,00QUo0000048jLs,Marketing Inbound,NA,DM,Janice Requina,Marketing Nurture Queue,NA,9052396888,NA,Hakka Legend,Hakka Legend,Chinese,ON,Canada,1/8/2024,Mkt_DM_Snowflake_2024JanV4,1/8/2024,NA,SDR Complete,Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
inbound call,inbound call,FALSE,FALSE,FALSE,Brizo_CAN,00QUo0000048gr0,Marketing Inbound,NA,DM,Janice Requina,Marketing Nurture Queue,NA,9055429888,NA,Hakka Legend,Hakka Legend,Chinese,ON,Canada,1/8/2024,Mkt_DM_Snowflake_2024JanV4,1/8/2024,NA,SDR Complete,Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
webflow,qr scan,FALSE,FALSE,FALSE,Brizo_US,00QUo0000048nKb,Marketing Inbound,NA,DM,Carlito Academia,Unqualified Lead Queue,NA,3342305902,NA,juicy seafood,juicy seafood,Chinese; Japanese; Thai,AL,United States,1/8/2024,Mkt_DM_Snowflake_2024JanV1,1/8/2024,NA,SDR Complete,Unqualified,Cannot Service Cuisine/Menu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
inbound call,inbound call,FALSE,FALSE,FALSE,Oldlist_CAN,00QUo0000048nFl,Marketing Inbound,NA,DM,Janice Requina,Marketing Nurture Queue,NA,2893895234,NA,Aichi Japan,Aichi Japan,Japanese,ON,Canada,1/8/2024,Mkt_DM_Snowflake_2024JanV5,1/8/2024,NA,SDR Complete,Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
inbound call,inbound call,FALSE,FALSE,FALSE,Oldlist_CAN,00QUo0000048jNT,Marketing Inbound,NA,DM,Janice Requina,Marketing Nurture Queue,NA,4166092442,NA,Ichiban Sushi,Ichiban Sushi,Japanese,ON,Canada,1/8/2024,Mkt_DM_Snowflake_2024JanV5,1/8/2024,NA,SDR Complete,Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
inbound call,inbound call,FALSE,FALSE,FALSE,Brizo_US,00QUo0000048jFP,Marketing Inbound,NA,DM,Lornick Quinones,Marketing Nurture Queue,NA,8314265664,NA,Unknown,Charlie Hong Kong,Chinese; Thai,CA,United States,1/8/2024,Mkt_DM_Snowflake_2024JanV1,1/8/2024,NA,SDR Complete,Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
inbound call,inbound call,FALSE,FALSE,FALSE,Oldlist_CAN,00QUo0000048iuQ,Marketing Inbound,NA,DM,Janice Requina,Unqualified Lead Queue,NA,5199722726,NA,Eatery101 at St. Clair College,Eatery101 at St. Clair College,Cajun,ON,Canada,1/8/2024,Mkt_DM_Snowflake_2024JanV5,1/8/2024,NA,SDR Complete,Unqualified,Not a Restaurant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
webflow,qr scan,FALSE,FALSE,FALSE,Brizo_US,00QUo0000048kuc,Marketing Inbound,NA,DM,Carlito Academia,Marketing Nurture Queue,NA,2084669099,NA,City Buffet,City Buffet,Chinese,ID,United States,1/8/2024,Mkt_DM_Snowflake_2024JanV1,1/8/2024,NA,SDR Complete,Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
inbound call,inbound call,FALSE,FALSE,FALSE,Oldlist_CAN,00QUo0000048kg5,Marketing Inbound,NA,DM,Janice Requina,Marketing Nurture Queue,NA,7804587755,NA,Wok House,Wok House,Chinese,AB,Canada,1/8/2024,Mkt_DM_Snowflake_2024JanV5,1/8/2024,NA,SDR Complete,Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
inbound call,inbound call,FALSE,FALSE,FALSE,Oldlist_CAN,00QUo0000048hru,Marketing Inbound,NA,DM,Janice Requina,Marketing Nurture Queue,NA,6048550686,NA,Sui Sha Ya Japanese Restaurant,Sui Sha Ya Japanese Restaurant,Japanese,BC,Canada,1/8/2024,Mkt_DM_Snowflake_2024JanV5,1/8/2024,NA,SDR Complete,Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
inbound call,inbound call,TRUE,TRUE,FALSE,Brizo_US,00QUo0000048brK,Marketing Inbound,Inbound,DM,Goh EeLin,Sam Liang,2076500338,NA,Cuong Ly,李强,日餐堂食外卖店,Chinese,NY,United States,NA,NA,1/8/2024,NA,Converted,NA,NA,NA,1/8/2024,006Uo000005hhwX,日餐堂食外卖店,Discovery/Demo,3/7/2024,NA,003Uo000002jHl9,001Uo000002s7Pz,NA
inbound call,inbound call,FALSE,FALSE,FALSE,Oldlist_CAN,00QUo0000048cYu,Marketing Inbound,NA,DM,Janice Requina,Marketing Nurture Queue,NA,6042472682,NA,Kizami Japanese Cuisine,Kizami Japanese Cuisine,Japanese,BC,Canada,1/8/2024,Mkt_DM_Snowflake_2024JanV5,1/8/2024,NA,SDR Complete,Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
inbound call,inbound call,FALSE,FALSE,FALSE,Brizo_US,00QUo0000048dt9,Marketing Inbound,NA,DM,Lornick Quinones,Marketing Nurture Queue,8642019743,NA,NA,Unknown,MoMo's Sushi & More,Japanese,SC,United States,1/8/2024,Mkt_DM_Snowflake_2024JanV1,1/8/2024,NA,SDR Complete,Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
inbound call,inbound call,FALSE,FALSE,FALSE,Print_Shop_CAN,00QUo0000048gnm,Marketing Inbound,NA,DM,Janice Requina,Marketing Nurture Queue,NA,6049375944,NA,Sun Star Restaurant,Sun Star Restaurant,Chinese,BC,Canada,1/8/2024,Mkt_DM_Snowflake_2024JanV6,1/8/2024,NA,SDR Complete,Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
webflow,qr scan,FALSE,FALSE,FALSE,Brizo_US,00QUo0000048eR0,Marketing Inbound,NA,DM,Carlito Academia,Marketing Nurture Queue,NA,7865872625,NA,Artisan Express,Artisan Express,Chinese; Japanese,FL,United States,1/8/2024,Mkt_DM_Snowflake_2024JanV1,1/8/2024,NA,SDR Complete,Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
webflow,qr scan,FALSE,FALSE,FALSE,Brizo_US,00QUo0000048gFu,Marketing Inbound,NA,DM,Carlito Academia,Marketing Nurture Queue,NA,4074125720,NA,Way 2 Go Thai & Sushi,Way 2 Go Thai & Sushi,Japanese; Thai,FL,United States,1/8/2024,Mkt_DM_Snowflake_2024JanV1,1/8/2024,NA,SDR Complete,Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
webflow,qr scan,FALSE,FALSE,FALSE,Brizo_US,00QUo0000048cU1,Marketing Inbound,NA,DM,Carlito Academia,Unqualified Lead Queue,NA,8884699980,NA,My Fish Stop,My Fish Stop,Cajun,CA,United States,1/8/2024,Mkt_DM_Snowflake_2024JanV1,1/8/2024,NA,SDR Complete,Unqualified,Not a Restaurant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
inbound call,inbound call,TRUE,TRUE,FALSE,Brizo_US,00QUo0000047vtj,Marketing Inbound,Inbound,DM,Goh EeLin,Sam Liang,4167202609,NA,NA,MICHELL,Wok Express,Chinese,NY,United States,NA,NA,1/8/2024,NA,Converted,NA,NA,NA,1/8/2024,006Uo000005fUth,Wok Express,Discovery/Demo,3/1/2024,NA,003Uo000002i6bf,001Uo000002qxCa,Mkt_DM_Snowflake_2024JanUS
webflow,jotform,TRUE,FALSE,FALSE,Brizo_US,00QUo0000044nvu,Marketing Inbound,NA,DM,JotForm Integration User,Marketing Nurture Queue,6264642463,NA,NA,張杰,Unknown,Chinese,CA,United States,1/7/2024,Mkt_DM_Snowflake_2024JanV1,1/7/2024,NA,SDR Complete,Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
webflow,jotform,TRUE,TRUE,TRUE,Brizo_US,00QUo0000044ktB,Marketing Inbound,Inbound,DM; Organic - Direct,JotForm Integration User,Jessica Wang,2153163803,9084371388,NA,Ms.柳,CHINA III R86816,Chinese,NJ,United States,1/7/2024,Mkt_DM_Snowflake_2024JanV1,1/7/2024,NA,Converted,NA,NA,NA,1/9/2024,006Uo000005m1bd,CHINA III R86816,Onboarded,1/24/2024,R86816,003Uo000002laq5,001Uo000002uStL,Mkt_SEO_Internal_AllTraffic
webflow,jotform,TRUE,TRUE,TRUE,Brizo_US,00QUo0000044ktB,Marketing Inbound,Inbound,DM; Organic - Direct,JotForm Integration User,Jessica Wang,2153163803,9084371388,NA,Ms.柳,CHINA III R86816,Chinese,NJ,United States,1/7/2024,Mkt_DM_Snowflake_2024JanV1,1/7/2024,NA,Converted,NA,NA,NA,1/9/2024,006Uo000005m1bd,CHINA III R86816,Onboarded,1/24/2024,R86816,003Uo000002laq5,001Uo000002uStL,Mkt_DM_Snowflake_2024JanV1
webflow,jotform,TRUE,FALSE,FALSE,Brizo_US,00QUo0000044Q88,Marketing Inbound,NA,DM,JotForm Integration User,Marketing Nurture Queue,5015154898,NA,NA,Sally,Unknown,Chinese,VA,United States,1/7/2024,Mkt_DM_Snowflake_2024JanV1,1/7/2024,NA,SDR Complete,Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
webflow,jotform,TRUE,TRUE,FALSE,Brizo_US,00QUo0000041Ia8,Marketing Inbound,Inbound,DM,JotForm Integration User,Ailin Li,3477593931,9197518600,NA,翁,Great Wall,Chinese,NC,United States,1/6/2024,Mkt_DM_Snowflake_2024JanV1,1/6/2024,NA,Converted,NA,NA,NA,1/22/2024,006Uo000006icZD,Great Wall,Discovery/Demo,2/21/2024,NA,003Uo000003KRNJ,001Uo000003QRXW,Mkt_DM_Snowflake_2024JanV1
inbound call,inbound call,TRUE,TRUE,FALSE,Old_List_US,00QUo0000041AMR,Marketing Inbound,Inbound,DM,Yannie Yap,Jessica Wang,7328418858,7323520539,NA,Ms.李,China Wok,Chinese,NJ,United States,NA,NA,1/6/2024,NA,Converted,NA,NA,NA,1/6/2024,006Uo000005Xu0z,China Wok,Contract Sent,3/4/2024,NA,003Uo000002errw,001Uo000002nKPV,Mkt_DM_Snowflake_2024JanUS
inbound call,inbound call,TRUE,FALSE,FALSE,Print_Shop_US,00QUo000003xlJ1,Marketing Inbound,Inbound,DM,Kelvin Teh,Marketing Nurture Queue,4257661628,3602617833,NA,茜茜(企台),Taste of Sichuan,Chinese,WA,United States,1/8/2024,Mkt_DM_Snowflake_2024JanUS,1/5/2024,NA,AE Assigned,Rejected,NA,Not a decision maker,NA,NA,NA,NA,NA,NA,NA,NA,NA
inbound call,inbound call,TRUE,TRUE,TRUE,Brizo_US,00QUo000003xUbS,Marketing Inbound,Inbound,DM,Kelvin Teh,Sam Liang,7173092460,NA,NA,Alex,NO.1 SZECHUAN CHINESE RESTAURANT 歡盛 R86801,Chinese,PA,United States,NA,NA,1/5/2024,NA,Converted,NA,NA,NA,1/5/2024,006Uo000005UIvu,NO.1 SZECHUAN CHINESE RESTAURANT 歡盛 R86801,Onboarded,1/17/2024,R86801,003Uo000002cvaR,001Uo000002lFX9,Mkt_DM_Snowflake_2024JanUS
inbound call,inbound call,TRUE,TRUE,FALSE,Brizo_US,00QUo000003xFMH,Marketing Inbound,Inbound,DM,Kelvin Teh,Erica Wang,7277715968,NA,NA,刘,"FL_刘老板-中餐送餐, DD",Chinese,FL,United States,NA,NA,1/5/2024,NA,Converted,NA,NA,NA,1/5/2024,006Uo000005TTGi,"FL_刘老板-中餐送餐, DD",Closed Lost,1/8/2024,NA,003Uo000002cX0G,001Uo000002ktei,Mkt_DM_Snowflake_2024JanUS
inbound call,inbound call,FALSE,FALSE,FALSE,Brizo_US,00QUo000003wnZh,Marketing Inbound,NA,DM,Lornick Quinones,Unqualified Lead Queue,1267938118,2159417299,NA,李,Voix Kitchen Hua Du,Chinese,PA,United States,1/5/2024,Mkt_DM_Snowflake_2024JanUS,1/5/2024,NA,SDR Complete,Unqualified,Not a Restaurant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
webflow,qr scan,FALSE,FALSE,FALSE,Brizo_US,00QUo000003wgtC,Marketing Inbound,NA,DM,Carlito Academia,Marketing Nurture Queue,1885200811,NA,NA,Spicy Hunan Kitchen,Spicy Hunan Kitchen,Chinese; Japanese,MA,United States,1/5/2024,Mkt_DM_Snowflake_2024JanUS,1/5/2024,NA,SDR Complete,Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
inbound call,inbound call,TRUE,TRUE,FALSE,Brizo_US,00QUo000003t3Mv,Marketing Inbound,Inbound,DM,Shaoxiang Chan,Yaning Wang,3036387757,3036384617,NA,吴老板,Corner Poke,Japanese,CO,United States,1/5/2024,Mkt_DM_Snowflake_2024JanUS,1/4/2024,NA,Converted,NA,NA,NA,1/6/2024,006Uo000005Yx7d,Corner Poke,Discovery/Demo,2/5/2024,NA,003Uo000002fS8r,001Uo000002nyl4,Mkt_DM_Snowflake_2024JanUS
inbound call,inbound call,TRUE,TRUE,FALSE,Brizo_US,00QUo000003splO,Marketing Inbound,Inbound,DM,Shaoxiang Chan,Yaning Wang,5154508280,5152926688,NA,吕老板娘,Wok N Roll,Chinese,IA,United States,1/5/2024,Mkt_DM_Snowflake_2024JanUS,1/4/2024,NA,Converted,NA,NA,NA,1/6/2024,006Uo000005Ywuj,Wok N Roll,Discovery/Demo,2/5/2024,NA,003Uo000002fPKg,001Uo000002nyxx,Mkt_DM_Snowflake_2024JanUS
webflow,jotform,TRUE,FALSE,FALSE,Brizo_CAN,00QUo000003pOL8,Marketing Inbound,NA,DM,JotForm Integration User,Marketing Nurture Queue,6477050800,9056980366,NA,Michael Lam,Hot Lobster Dim Sum,Chinese,ON,Canada,1/3/2024,Mkt_DM_Snowflake_2024JanV4,1/3/2024,NA,SDR Complete,Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
webflow,jotform,TRUE,FALSE,FALSE,Brizo_US,00QUo000003nOkG,Marketing Inbound,NA,DM,JotForm Integration User,Unqualified Lead Queue,6269278037,NA,NA,林,Love & Sweet,Other,CA,United States,1/3/2024,Mkt_DM_Snowflake_2024JanV1,1/3/2024,NA,SDR Complete,Unqualified,Lead Does Not Have Phone Ordering Business,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
webflow,jotform,TRUE,FALSE,FALSE,Print_Shop_CAN,00QUo000003lL8z,Marketing Inbound,NA,DM,JotForm Integration User,Unqualified Lead Queue,7788638200,NA,NA,wo n g,Sun Star Restaurant,Chinese,BC,Canada,1/2/2024,Mkt_DM_Snowflake_2024JanV6,1/2/2024,NA,SDR Complete,Unqualified,Lead Does Not Have Phone Ordering Business,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
webflow,jotform,TRUE,TRUE,FALSE,Brizo_CAN,00QUo000003lOTO,Marketing Inbound,Inbound,DM,JotForm Integration User,Sam Liang,3064801228,3064457404,NA,阿标,Dragon Palace,Chinese,SK,Canada,1/2/2024,Mkt_DM_Snowflake_2024JanV4,1/2/2024,NA,Converted,NA,NA,NA,1/4/2024,006Uo000005Nfqq,Dragon Palace,Proposal/Negotiation,3/20/2024,NA,003Uo000002Zrmg,001Uo000002i4YE,Mkt_DM_Snowflake_2024JanV4
webflow,jotform,TRUE,FALSE,FALSE,Brizo_CAN,00QUo000003l0ne,Marketing Inbound,NA,DM,JotForm Integration User,Marketing Nurture Queue,7787078852,6045633988,NA,朱,Unknown,Chinese,BC,Canada,1/2/2024,Mkt_DM_Snowflake_2024JanV4,1/2/2024,NA,SDR Complete,Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
webflow,jotform,TRUE,FALSE,FALSE,Brizo_US,00QUo000003ksoT,Marketing Inbound,NA,DM,JotForm Integration User,Marketing Nurture Queue,2035061379,8603552518,NA,林,Unknown,Chinese,CT,United States,1/2/2024,Mkt_DM_Snowflake_2024JanV1,1/2/2024,NA,SDR Complete,Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
webflow,jotform,TRUE,FALSE,FALSE,Brizo_CAN,00QUo000003kntd,Marketing Inbound,NA,DM,JotForm Integration User,Marketing Nurture Queue,6478886655,NA,NA,刘德华,Unknown,Chinese,ON,Canada,1/2/2024,Mkt_DM_Snowflake_2024JanV4,1/2/2024,NA,SDR Complete,Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
webflow,jotform,TRUE,FALSE,FALSE,Oldlist_CAN,00QUo000003aUvV,Marketing Inbound,NA,DM,JotForm Integration User,Marketing Nurture Queue,2369663397,NA,NA,王,Unknown,Japanese,BC,Canada,12/30/2023,Mkt_DM_Snowflake_2024JanV5,12/30/2023,NA,SDR Complete,Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
webflow,jotform,TRUE,FALSE,FALSE,Brizo_US,00QUo000003aKxm,Marketing Inbound,NA,DM,JotForm Integration User,Marketing Nurture Queue,4808105926,NA,NA,Westley,Unknown,Chinese,AZ,United States,12/30/2023,Mkt_DM_Snowflake_2024JanV1,12/30/2023,NA,SDR Complete,Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
webflow,jotform,FALSE,FALSE,FALSE,Brizo_US,00QUo000003ZeaN,Marketing Inbound,Inbound,DM,JotForm Integration User,Unqualified Lead Queue,3302425966,3307256155,NA,王腾云,Unknown,Chinese,OH,United States,12/30/2023,Mkt_DM_Snowflake_2024JanV1,12/30/2023,NA,AE Assigned,Unqualified,Duplicate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
webflow,jotform,TRUE,FALSE,FALSE,Brizo_US,00QUo000003WfJH,Marketing Inbound,NA,DM,JotForm Integration User,Marketing Nurture Queue,7033876009,NA,NA,李兆棋,Gunston Wok,Chinese,VA,United States,12/29/2023,Mkt_DM_Snowflake_2024JanV1,12/29/2023,NA,SDR Complete,Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
webflow,jotform,TRUE,FALSE,FALSE,Brizo_US,00QUo000003WkkL,Marketing Inbound,NA,DM,JotForm Integration User,Marketing Nurture Queue,6462702196,6036681088,NA,Xiao,Unknown,Chinese,NH,United States,12/29/2023,Mkt_DM_Snowflake_2024JanV1,12/29/2023,NA,SDR Complete,Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
webflow,jotform,TRUE,FALSE,FALSE,Brizo_CAN,00QUo000003WjjR,Marketing Inbound,NA,DM,JotForm Integration User,Marketing Nurture Queue,6044742773,NA,NA,William Cheung,Unknown,Chinese,BC,Canada,12/29/2023,Mkt_DM_Snowflake_2024JanV4,12/29/2023,NA,SDR Complete,Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
webflow,jotform,FALSE,FALSE,FALSE,Brizo_CAN,00QUo000003WMrh,Marketing Inbound,NA,DM,JotForm Integration User,Unqualified Lead Queue,7783222408,6044232818,NA,Huang,Kiku Sushi,Chinese,BC,Canada,12/29/2023,Mkt_DM_Snowflake_2024JanV4,12/29/2023,NA,SDR Complete,Unqualified,Not a Restaurant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
webflow,jotform,TRUE,TRUE,FALSE,Brizo_US,00QUo000003WFF9,Marketing Inbound,Inbound,DM,JotForm Integration User,Jiaxin Chen,8133369988,NA,NA,缪朝阳,Unknown,Chinese,FL,United States,12/29/2023,Mkt_DM_Snowflake_2024JanV1,12/29/2023,NA,Converted,NA,NA,NA,12/30/2023,006Uo0000053ILk,Unknown,Closed Lost,1/29/2024,NA,003Uo000002N9Jc,001Uo000002WzNP,Mkt_DM_Snowflake_2024JanV1
webflow,jotform,TRUE,FALSE,FALSE,Brizo_CAN,00QUo000003W3U6,Marketing Inbound,NA,DM,JotForm Integration User,Marketing Nurture Queue,7807081517,7096733831,NA,Alison Chen,Marie's Restaurant & Motel,Chinese,NL,Canada,12/29/2023,Mkt_DM_Snowflake_2024JanV4,12/29/2023,NA,SDR Complete,Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
webflow,jotform,TRUE,FALSE,FALSE,Brizo_US,00QUo000003Upuf,Marketing Inbound,NA,DM,JotForm Integration User,Marketing Nurture Queue,6466172683,4137465977,NA,伍志濠,Unknown,Chinese,MA,United States,12/28/2023,Mkt_DM_Snowflake_2024JanV1,12/28/2023,NA,SDR Complete,Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
webflow,jotform,TRUE,FALSE,FALSE,Brizo_US,00QUo000003UM9U,Marketing Inbound,NA,DM,JotForm Integration User,Unqualified Lead Queue,6467261056,9293376522,NA,Anna chen6467261056,6th Ave Cafe Inc,Chinese,NY,United States,12/28/2023,Mkt_DM_Snowflake_2024JanV1,12/28/2023,NA,SDR Complete,Unqualified,Lead Does Not Have Phone Ordering Business,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
webflow,jotform,FALSE,FALSE,FALSE,Brizo_CAN,00QUo000003UE5S,Marketing Inbound,NA,DM,JotForm Integration User,Unqualified Lead Queue,5873370283,7804169228,NA,ainachen,Clark's Restaurant,Chinese; Japanese,AB,Canada,12/28/2023,Mkt_DM_Snowflake_2024JanV4,12/28/2023,NA,SDR Complete,Unqualified,Not a Restaurant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
webflow,jotform,TRUE,FALSE,FALSE,Brizo_US,00QUo000003Tl53,Marketing Inbound,Inbound,DM,JotForm Integration User,Marketing Nurture Queue,9172505282,5856891519,NA,余光临,Unknown,Chinese,NY,United States,12/28/2023,Mkt_DM_Snowflake_2024JanV1,12/28/2023,NA,SDR Complete,Rejected,NA,No Interest to talk to sales,NA,NA,NA,NA,NA,NA,NA,NA,NA
webflow,jotform,TRUE,FALSE,FALSE,Brizo_US,00QUo000003QDxZ,Marketing Inbound,Inbound,DM,JotForm Integration User,Wonders Lead queue,9298108883,4099621888,NA,黄,Unknown,Chinese,TX,United States,12/27/2023,Mkt_DM_Snowflake_2024JanV1,12/27/2023,NA,SDR Working,Did not pick up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
webflow,jotform,TRUE,TRUE,FALSE,Brizo_US,00QUo000003Q4cX,Marketing Inbound,Inbound,DM,JotForm Integration User,Jiaxin Chen,7812197598,7817214608,NA,Chen,Sakura Japanese Restaurant,Chinese; Japanese,MA,United States,12/27/2023,Mkt_DM_Snowflake_2024JanV1,12/27/2023,NA,Converted,NA,NA,NA,1/26/2024,006Uo0000071I8Z,Sakura Japanese Restaurant,Discovery/Demo,2/25/2024,NA,003Uo000003XXoJ,001Uo000003bHbH,Mkt_DM_Snowflake_2024JanV1
