List Source,Mapping,UNIQUE_CODE,ENGLISH_NAME,BUSINESS_PHONE,MOBILE_PRIMARY__C,ADDRESS,ZIP_CODE,STATE_CODE,COUNTRY
Existing Clients,500 South 77515,R87029,DYNASTY CUISINE,9793195758,8323183135,500 South Velasco Street,77515,TX,United States
Existing Clients,1707 NW St34986,R85178,CHINA WOK II,7723400088,7722036945,1707 NW St Lucie W Blvd,34986,FL,United States
Existing Clients,129 W Chel19144,R82638,FIRST WOK,2158480618,2158002461,129 W Chelten Ave,19144,PA,United States
Existing Clients,30825 Mira33576,R85011,TASTY TOKYO,3526689788,3216631023,30825 Mirada Blvd,33576,FL,United States
Existing Clients,326A N Che19036,R81996,HONG KONG,6104615370,9178638019,326A N Chester Pike,19036,PA,United States
Existing Clients,1150 Delse8093,R82591,CHINA WOK,8566865799,2673067939,1150 Delsea Dr,8093,NJ,United States
Existing Clients,827 N Hous31093,R82313,CHINA WOK,4783298778,4783186989,827 N Houston Rd,31093,GA,United States
Existing Clients,1444 Hwy 231329,R85136,CHINA ONE SPRINGFIELD,9127540808,7182900250,1444 Hwy 21 S,31329,GA,United States
Existing Clients,3225 Brink20748,R86206,JACKY CHAN,3016300001,3476940602,3225 Brinkley Rd,20748,MD,United States
Existing Clients,3482 Sulli43204,R82803,ASIAN WOK,6142726882,6465101592,3482 Sullivant Ave,43204,OH,United States
Existing Clients,453 Main S22572,R83938,HUNAN VILLAGE,8043331688,4435276636,453 Main St,22572,VA,United States
Existing Clients,3786 Burba44691,R83761,ASIAN WOK,3302631006,2163340848,3786 Burbank Rd,44691,OH,United States
Existing Clients,9840 Natio90034,R83719,K & A CANTON,3102027982,6262287625,9840 National Blvd West,90034,CA,United States
Existing Clients,17 Main St5443,R85736,WOKKY'S,8024534888,8023779408,17 Main St,5443,VT,United States
Existing Clients,1163 Rockb30087,R87158,IMPERIAL CHINESE GARDEN,7709212727,6786879780,1163 Rockbridge Road Southwest,30087,GA,United States
Existing Clients,17 S Washi7621,R85931,NEW NO. 1,2013856878,19737278298,17 S Washington Ave,7621,NJ,United States
Existing Clients,215 Main S18641,R88825,CHINA GOURMET,5708833889,7185364918,215 Main Street,18641,PA,United States
Existing Clients,1919 W Hil33442,R87125,ABC - HIBACHI RESTAURANT,9544218720,5612156293,1919 W Hillsboro Blvd,33442,FL,United States
Existing Clients,2515 N Pen73107,R81687,CHINA HOUSE,4055280079,4055280583,2515 N Pennsylvania Ave,73107,OK,United States
Existing Clients,2923 8th A10039,R85981,TENG DRAGON,6469983270,6463387197,2923 8th AVE,10039,NY,United States
Existing Clients,1712 Neese29115,R83691,CHINA WOK,8035343700,8033476890,1712 Neeses Hwy,29115,SC,United States
Existing Clients,7340 Hwy 775048,R86805,PANDA CHEF,9724423545,6827041980,7340 Hwy 78,75048,TX,United States
Existing Clients,5370 Hwy 930213,R85956,CHINA 88,7709648288,6785595533,5370 Hwy 92,30213,GA,United States
Existing Clients,13015 Brow30016,R86792,CHINA STAR,6783422388,9172162280,13015 Brown Bridge Rd,30016,GA,United States
Existing Clients,134-12 Roc11420,R83519,PEKING EXPRESS,7185293248,3473999005,134-12 Rockaway Blvd,11420,NY,United States
Existing Clients,195-12 47 11358,R82601,FORTUNE GARDEN,7183573798,7182135889,195-12 47 Ave,11358,NY,United States
Existing Clients,259 Fish P8080,R87202,ORIENTAL SAKURA,8562702720,6465497006,259 Fish Pond Rd,8080,NJ,United States
Existing Clients,3700 S Cla70125,R82561,CHINA WALL,5048913445,9177033565,3700 S Claiborne Ave,70125,LA,United States
Existing Clients,8580 Madis35758,R88562,NEW CHINA,2567720991,2403302865,8580 Madison Blvd Suite C,35758,AL,United States
Existing Clients,431 Merric11572,R86106,ZHENG'S GARDEN,5165948088,9176602533,431 Merrick Rd,11572,NY,United States
Existing Clients,386 Queen 7666,R83561,GREAT WALL KITCHEN,2018360910,6462002776,386 Queen Anne Rd,7666,NJ,United States
Existing Clients,141 Richmo44077,R86517,GREEN LAKE,4403548008,3095307475,141 Richmond Street,44077,OH,United States
Existing Clients,6517 Nova 33317,R82756,CHINA HOUSE,9543700088,9174963322,6517 Nova Dr,33317,FL,United States
Existing Clients,201 F Alst28443,R85228,RAINBOW KING,9103298810,3148258899,201 F Alston Blvd,28443,NC,United States
Existing Clients,1908 N Mai46307,R82556,UNCLE CHEN HOT WOK,2196623828,2193180188,1908 N Main St,46307,IN,United States
Existing Clients,12 Lakevie1056,R82575,CHIN'S KITCHEN,4135838622,9103314284,12 Lakeview Ave,1056,MA,United States
Existing Clients,1203 Jeric11040,R88267,WONG'S GARDEN,5163550568,6462337906,1203 Jericho Tpke,11040,NY,United States
Existing Clients,804 6th Av25701,R81957,CHINA GARDEN BUFFET,3046973636,7188668377,804 6th Avenue,25701,WV,United States
Existing Clients,1271 Hooks3106,R85281,JADE GARDEN,6036228868,6466918720,1271 Hooksett Rd,3106,NH,United States
Existing Clients,44-20 48 A11377,R88607,NEW ASIAN CUISINE,7187844989,3474636030,44-20 48 Avenue,11377,NY,United States
Existing Clients,5570 Sprin45449,R88807,CHINA 1,9372991882,9375810118,5570 Springboro pike,45449,OH,United States
Existing Clients,911 Old Li13088,R82801,KING'S CHEF,3154519888,8456677301,911 Old Liverpool Rd,13088,NY,United States
Existing Clients,717 S Horn27330,R81858,STAR HOUSE,9197740676,6462071889,717 S Horner Blvd,27330,NC,United States
Existing Clients,10721 N Ma73120,R83275,CHINA RIVER,4057516888,5725689289,10721 N May Ave #B,73120,OK,United States
Existing Clients,103 Buckwa29910,R81697,HONG KONG,8438155888,9177831736,103 Buckwalter Place Blvd,29910,SC,United States
Existing Clients,1063 W Jef46131,R83103,LONG RIVER,3177360388,3174125908,1063 W Jefferson St,46131,IN,United States
Existing Clients,14355 Warw23602,R88806,GREAT WALL,7578778988,9175956665,14355 Warwick Blvd,23602,VA,United States
Existing Clients,536 Lakevi11570,R86296,NEW CHINA SEA,5167661959,5168497588,536 Lakeview Avenue,11570,NY,United States
Existing Clients,1104 Franc80501,R86902,SING ON PHO,7206000579,7202325741,1104 Francis Street,80501,CO,United States
Existing Clients,665 West M6053,R85615,HUNAN WOK III,8602238883,8608343688,665 West Main St,6053,CT,United States
Existing Clients,891 Maple 6114,R83551,FUNG CHINESE RESTAURANT,8609567888,8608816192,891 Maple Ave,6114,CT,United States
Existing Clients,517 W Cros48197,R81073,HK CHINA ONE,7344813333,7343581541,517 W Cross St,48197,MI,United States
Existing Clients,2415 Mac A18052,R85698,CHINA HUT,6104398888,6106536833,2415 Mac Arthur Rd,18052,PA,United States
Existing Clients,543 W 2nd 45385,R81269,CHENG'S GOURMET,9373722233,9295328433,543 W 2nd St,45385,OH,United States
Existing Clients,2701 S Ran70726,R85505,FIERY CRAB DENHAM SPRINGS,2252711150,6175151165,2701 S Range Ave,70726,LA,United States
Existing Clients,221 W 230t10463,R85995,PICK UP SIX,7186011388,9172917885,221 W 230th St,10463,NY,United States
Existing Clients,846 Gordon30549,R81536,CHINA GARDEN,7063870060,6785494555,846 Gordon St,30549,GA,United States
Existing Clients,1201 North44256,R86797,DRAGON BUFFET,3307256155,3302425966,1201 North Court St,44256,OH,United States
Existing Clients,988 N Sher18201,R85973,GREAT WALL,5704557395,3476715334,988 N Sherman Ct,18201,PA,United States
Existing Clients,105 Battle64070,R85162,CHINA KING,8165660585,6464284853,105 Battlefield Rd,64070,MO,United States
Existing Clients,21051 Eucl44117,R88209,FIRST WOK,2167389000,9172138326,21051 Euclid Ave,44117,OH,United States
Existing Clients,360 Moore 34761,R81195,CHINA LILY,4076566868,3213169346,360 Moore Rd,34761,FL,United States
Existing Clients,3506 Rainb35906,R82853,OISHI,2564138866,6462096666,3506 Rainbow Dr,35906,AL,United States
Existing Clients,3095 Fores33406,R81817,CHINA CITY,5619662039,5619098625,3095 Forest Hill Blvd,33406,FL,United States
Existing Clients,480 River 6484,R82393,SHANG HAI,2039245588,6464317213,480 River Rd,6484,CT,United States
Existing Clients,251 Grand 6513,R83269,JOY KITCHEN,2035627770,6465892155,251 Grand Ave,6513,CT,United States
Existing Clients,130 Scenic32550,R81662,LIN'S ASIAN CUISINE,8504245888,9173303507,130 Scenic Gulf Dr,32550,FL,United States
Existing Clients,9181 Glade33434,R82576,BAMBOO WOK,5612186003,,9181 Glades Rd,33434,FL,United States
Existing Clients,2801 Ward 27893,R82852,TASTE OF CHINA,2522918222,9178619997,2801 Ward Blvd,27893,NC,United States
Existing Clients,9502 Chamb23116,R85069,CHINA WOK,8045598888,8046384166,9502 Chamberlayne Rd,23116,VA,United States
Existing Clients,1889 GA-2030013,R86806,KUMO HIBACHI,6786070419,7705576850,1889 GA-20 SE,30013,GA,United States
Existing Clients,1033 Jason62629,R86688,SAKURAS SUSHI,2176975410,6018187123,1033 Jason Pl,62629,IL,United States
Existing Clients,330 Jerich11791,R83032,MAY LOONG,5169213038,3477059013,330 Jericho Turnpike,11791,NY,United States
Existing Clients,8443 S Tam34238,R83077,MR WOK,9412103306,9412606598,8443 S Tamiami Trl,34238,FL,United States
Existing Clients,3614 Route18015,R85975,ORIENTAL GOURMET,6108683333,9175187292,3614 Route 378,18015,PA,United States
Existing Clients,1360 N Fai45432,R85696,NEW GREAT WALL,9374270555,6099036913,1360 N Fairfield Rd,45432,OH,United States
Existing Clients,231 W Butl29662,R81916,CHINA RESTAURANT,8642342828,8644046657,231 W Butler Rd,29662,SC,United States
Existing Clients,141 E Jack31792,R81807,HONG YIP,2292263543,8325180570,141 E Jackson St,31792,GA,United States
Existing Clients,570 People19702,R83855,JOY LUCK,3028342409,3022500089,570 Peoples Plaza,19702,DE,United States
Existing Clients,425 Water 44024,R81629,CHINA HOUSE,4402853814,4408414266,425 Water St,44024,OH,United States
Existing Clients,520 Ellis 65101,R88921,CHINA WOK,5736349991,6268221717,520 Ellis Blvd,65101,MO,United States
Existing Clients,7631 Sharo28210,R86933,CHERRY HOUSE ll,7045528888,7043402362,7631 Sharon Lakes Rd,28210,NC,United States
Existing Clients,598 Broadw12401,R82028,NO.1,8453389779,9173069938,598 Broadway,12401,NY,United States
Existing Clients,1805 W Uni47303,R81806,CHINA EXPRESS,7652865298,7657024455,1805 W University Ave,47303,IN,United States
Existing Clients,1446 Pineh34606,R87218,CHINA ONE,3526661115,5737891112,1446 Pinehurst Drive,34606,FL,United States
Existing Clients,11018 Old 32257,R83171,LITTLE CHINA,9048806200,9046292554,11018 Old St Augustine Rd,32257,FL,United States
Existing Clients,2485 Eastc10469,R86399,TAICHI BUBBLE TEA ,3473051555,9177832777,2485 Eastchester Rd,10469,NY,United States
Existing Clients,90 Route 27419,R83621,GOOD TASTE,9738271698,9176961617,90 Route 23 South,7419,NJ,United States
Existing Clients,1045 Jason62629,R86965,GREAT WALL,2174838885,6462842727,1045 Jason Place,62629,IL,United States
Existing Clients,7360 Kathl33810,R83508,JOYFUL,8637978032,8637978032,7360 Kathleen Rd,33810,FL,United States
Existing Clients,4341 US-6025705,R81598,NO.1 KITCHEN,3047365668,3047302371,4341 US-60 #99,25705,WV,United States
Existing Clients,33 Covert 11001,R83501,KING WOK,5164883388,9173326395,33 Covert Ave,11001,NY,United States
Existing Clients,58 Market 53121,R81796,TASTE OF CHINA,2627233888,2625815896,58 Market St,53121,WI,United States
Existing Clients,700 Southb1610,R83985,GOLDEN HOUSE,5087530888,6462623023,700 Southbridge St,1610,MA,United States
Existing Clients,254 Main S7601,R88505,GREAT WALL,2013425885,7189158826,254 Main Street,7601,NJ,United States
Existing Clients,138 Broadw7642,R81753,PEKING HOUSE,2016660868,9176703773,138 Broadway,7642,NJ,United States
Existing Clients,1256 Norma19973,R85958,CHINA STAR,3029905085,3027271149,1256 Norman Eskridge Hwy,19973,DE,United States
Existing Clients,1825 S Lim19025,R86061,FIRST GARDEN,2152831824,7186666770,1825 S Limekiln Pike,19025,PA,United States
Existing Clients,1062 Count55337,R82533,GOLDEN WOK,9524319998,6128400633,1062 County Rd 42 E,55337,MN,United States
Existing Clients,86 Route 111704,R82082,BO BO KITCHEN,6314220370,9176187072,86 Route 109,11704,NY,United States
Existing Clients,222-19 Bra11427,R85185,CHINA KING,7184796762,3479158629,222-19 Braddock Ave,11427,NY,United States
Existing Clients,1424 N Exp30223,R85038,GOOD CITY CHINESE RESTAURANT,7702276961,7707570360,1424 N Expy,30223,GA,United States
Existing Clients,526 Munfor38058,R87091,MANDARIN WOK,9018404888,9174210268,526 Munford Ave,38058,TN,United States
Existing Clients,3706 3rd A10456,R85789,NO 1 WOK,7186810559,6464410558,3706 3rd Ave,10456,NY,United States
Existing Clients,10030 Balt21042,R85159,CHINA TASTE,4104652800,4439150200,10030 Baltimore National Pike,21042,MD,United States
Existing Clients,3404 Berge7087,R86281,HUNG SANG,2015529422,9178819308,3404 Bergenline Ave,7087,NJ,United States
Existing Clients,1535 Cottm19111,R82306,CHINA RUBY,2157223611,2678825168,1535 Cottman Ave,19111,PA,United States
Existing Clients,26 South F10960,R88926,WING YUM,8453580208,8455072349,26 South Franklin St,10960,NY,United States
Existing Clients,19322 E Ad74015,R83318,CHINA BOWL,9187394898,9188502681,19322 E Admiral Pl J,74015,OK,United States
Existing Clients,3 Henderso13417,R83921,PEKING TOKYO,3157365588,3154042088,3 Henderson St,13417,NY,United States
Existing Clients,949 Teanec7666,R85903,GREEN GARDEN,2018629998,2016475852,949 Teaneck Rd,7666,NJ,United States
Existing Clients,8165 Hwy 137221,R81898,CHINA SPRING,6156623883,6466840977,8165 Hwy 100,37221,TN,United States
Existing Clients,803 E Bloo33511,R82552,LING'S EXPRESS,8136618308,8138168888,803 E Bloomingdale Ave,33511,FL,United States
Existing Clients,2649 Annap21076,R86791,CISU VEGAN,4436794981,4435276636,2649 Annapolis Rd,21076,MD,United States
Existing Clients,7827 Berge7047,R82993,ASIAN FUSION,2015909017,9176936530,7827 Bergenline Ave,7047,NJ,United States
Existing Clients,9340 W Fla89147,R86377,CHINA A GO GO FLAMINGO,7024050203,7028581318,9340 W Flamingo Rd,89147,NV,United States
Existing Clients,4276 S Tam34293,R82577,CHINA TASTE,9414089879,6467193099,4276 S Tamiami Trl,34293,FL,United States
Existing Clients,500 Missio95409,R87286,BOILING BOWL,7075388698,6268238757,500 Mission Blvd,95409,CA,United States
Existing Clients,917 US-8238930,R86826,CHINA BLOSSOM,6624533297,9014876213,917 US-82,38930,MS,United States
Existing Clients,25 TAYLOR 10604,R81013,GREAT WALL,9146815128,9143201193,25 TAYLOR SQUARE,10604,NY,United States
Existing Clients,9240 W Com33351,R81776,ASAHI,9545722699,9543262943,9240 W Commercial Blvd,33351,FL,United States
Existing Clients,2608 Main 29526,R88279,CHINA TOWN,8434885252,8432465440,2608 Main St Suite#G,29526,SC,United States
Existing Clients,1655 Romba45177,R83252,HAPPY WOK,9373830326,9085021550,1655 Rombach Ave,45177,OH,United States
Existing Clients,2526 67th 39307,R82896,OISHI JAPANESE FOOD,6014825558,9172167881,2526 67th Ave Loop,39307,MS,United States
Existing Clients,119 W Brid55060,R81853,MIZUKI,5072143131,9173256813,119 W Bridge St,55060,MN,United States
Existing Clients,6081 Victo14425,R85386,KINGS WOK,5857421880,5854832230,6081 Victor Manchester Road,14425,NY,United States
Existing Clients,629 Pittsb15401,R86301,MING HING,7244388883,7244708294,629 Pittsburgh Rd,15401,PA,United States
Existing Clients,856 Tiogue2816,R83525,SEVEN MOONS COVENTRY,4018289998,9178323872,856 Tiogue Ave,2816,RI,United States
Existing Clients,21301 S Ta33928,R86053,YUMMY YUMMY ASIAN KITCHEN,2393012148,6124025187,21301 S Tamiami Trail,33928,FL,United States
Existing Clients,2645 10th 57201,R85753,CHINA WOK,6058781006,3478815987,2645 10th Ave SE,57201,SD,United States
Existing Clients,4311 Chout64117,R82592,MING GARDEN,8164522151,8168132738,4311 Chouteau Traffic Way,64117,MO,United States
Existing Clients,10120 Two 29223,R85906,EDO HIBACHI,8034621500,9174428815,10120 Two Notch Rd,29223,SC,United States
Existing Clients,2627 South73071,R82369,CHINA WONDER,4055793339,9173651177,2627 South Classen Blvd,73071,OK,United States
Existing Clients,1842 Leith18055,R83709,CHINA MOON,6108383328,9173709994,1842 Leithsville Road,18055,PA,United States
Existing Clients,3180 Dixie41018,R82309,FIRST WOK,8593448885,8598146123,3180 Dixie Hwy,41018,KY,United States
Existing Clients,1409 Amher44646,R82769,CHINA KING,3308322928,6464174949,1409 Amherst Rd NE,44646,OH,United States
Existing Clients,2249 Lockh78230,R86751,GOLDEN DRAGON EXPRESS,2109799957,4159945878,2249 Lockhill Selma,78230,TX,United States
Existing Clients,3614 Buech40218,R81502,CHINA #1,5024790003,3474627914,3614 Buechel Bypass Road,40218,KY,United States
Existing Clients,934-C East10459,R88123,FOOD BO GARDEN,7188425571,6462493361,934-C East 163rd Street,10459,NY,United States
Existing Clients,4085 Hanco33903,R85627,CHINA TOWN,2396562999,9173791569,4085 Hancock Bridge Pkwy,33903,FL,United States
Existing Clients,58-14 Roos11377,R87087,NEW CHINA III,7186725300,6468308680,58-14 Roosevelt Ave,11377,NY,United States
Existing Clients,1224 W Sta43420,R85633,BAMBOO HOUSE,5672012052,9178188853,1224 W State St,43420,OH,United States
Existing Clients,617 Main S29809,R86775,NO. 1 CHINA,8036528889,3473996668,617 Main Street North,29809,SC,United States
Existing Clients,200 West R39560,R83055,CHOPSTICKS,2288688444,2282546888,200 West Railroad St,39560,MS,United States
Existing Clients,5535 West 27409,R87131,FUJI HIBACHI,3368085829,7185011655,5535 West Market Street,27409,NC,United States
Existing Clients,12189 Merc34293,R86322,CHINA 1,9414932299,9412754093,12189 Mercado Dr,34293,FL,United States
Existing Clients,5537 New A43054,R86698,LUCKY YEE,6147751200,2026798866,5537 New Albany Rd E,43054,OH,United States
Existing Clients,604 N Mapl7423,R81323,SUNNY WOK,2016128811,2019255684,604 N Maple Ave,7423,NJ,United States
Existing Clients,4988 Roe A66205,R81076,CHINA STAR,9134328882,3475130759,4988 Roe Ave,66205,KS,United States
Existing Clients,69 John Fi6074,R83976,EASTERN,8602822999,3479096666,69 John Fitch Blvd,6074,CT,United States
Existing Clients,296 West M6040,R85628,FIVE STAR,8606439486,2124330191,296 West Middle Turnpike,6040,CT,United States
Existing Clients,2999 E Eve8043,R82782,MULAN,8568741111,8569860087,2999 E Evesham Rd,8043,NJ,United States
Existing Clients,5843 Easto18947,R86706,CHINA WOK,2157662381,6269277160,5843 Easton Rd,18947,PA,United States
Existing Clients,973 TN-3 #38019,R87195,CHINA GOURMET,9014751688,9016928448,973 TN-3 #22,38019,TN,United States
Existing Clients,381 Triang8844,R82506,MAGIC WOK,9082816671,6463187928,381 Triangle Rd,8844,NJ,United States
Existing Clients,582 Nostra11216,R85808,CHUN VEGETARIAN,3476278080,7328383369,582 Nostrand Ave,11216,NY,United States
Existing Clients,805 NW 12t73160,R82392,HAPPY HOUSE,4057930418,6469342507,805 NW 12th St,73160,OK,United States
Existing Clients,520 W Stat32714,R85131,GOLDEN CITY,4073881868,3215294806,520 W State Road 436,32714,FL,United States
Existing Clients,1796 Main 38671,R82305,CHINA WOK,6622801212,6469121868,1796 Main Street,38671,MS,United States
Existing Clients,2600 Bridg8742,R83298,SILVER LAKE,7328993530,6467336199,2600 Bridge Ave,8742,NJ,United States
Existing Clients,4270 Minto32904,R83576,CHOPSTICK HOUSE,3217268686,3862831756,4270 Minton Road,32904,FL,United States
Existing Clients,6556 South53132,R88773,KING'S WOK FRANKLIN,4145250533,9179695889,6556 South Lovers Lane Rd,53132,WI,United States
Existing Clients,7808 Berge7047,R82979,CHINA TASTE,2018697924,2019831585,7808 Bergenline Ave,7047,NJ,United States
Existing Clients,7705 South28217,R86871,COTTAGE CHINESE RESTAURANT,7045039662,6462669716,7705 South Tryon Street,28217,NC,United States
Existing Clients,4019 Highw37857,R85867,ASIAN CUISINE,4235001188,9175178661,4019 Highway 66S,37857,TN,United States
Existing Clients,9020 Albem28227,R81689,CHINA FUN,7045313338,9176695937,9020 Albemarle Rd,28227,NC,United States
Existing Clients,509 E Land8360,R82603,NO.1,8566926658,3148252202,509 E Landis Ave,8360,NJ,United States
Existing Clients,233 Burke 27249,R85551,HAPPY GARDEN,3364492988,9192658808,233 Burke St,27249,NC,United States
Existing Clients,300 Hwy 7835501,R85508,SAKURA JAPANESE RESTAURANT,2052952606,6462830519,300 Hwy 78 West,35501,AL,United States
Existing Clients,32 Mill Cr22902,R83129,HONG KONG,4342458818,9179817328,32 Mill Creek Dr,22902,VA,United States
Existing Clients,107-56 Sut11435,R87061,SWEET BAMBOO,7187393377,6467072334,107-56 Sutphin Blvd,11435,NY,United States
Existing Clients,2949 Trave32163,R81272,NO 1,3525614314,9178085329,2949 Traverse Trail,32163,FL,United States
Existing Clients,339 W Prie70601,R83782,FIERY CRAB LAKE CHARLES,3375646500,3375082003,339 W Prien Lake Rd,70601,LA,United States
Existing Clients,5 Walker S10302,R85379,MR. RICE,7188160080,7182006930,5 Walker St,10302,NY,United States
Existing Clients,9561 Cliff28304,R82953,YANG GARDEN,9108686618,7182078366,9561 Cliffdale Rd,28304,NC,United States
Existing Clients,1216 Aberc31401,R82582,PEKING HOUSE,9122388328,6466203500,1216 Abercorn St,31401,GA,United States
Existing Clients,506 Hempst11552,R87255,DOMOISHI WEST HEMPSTEAD,5169300039,7575534270,506 Hempstead Turnpike,11552,NY,United States
Existing Clients,3200 Green44203,R87007,CHINA WOK,2343340032,9177081877,3200 Greenwich Rd,44203,OH,United States
Existing Clients,11231 Old 39452,R85909,BEST WOK,6019478600,9178556221,11231 Old Highway 63,39452,MS,United States
Existing Clients,4891 Princ45011,R85829,CHINA HOUSE,5138961688,6462508766,4891 Princeton Rd,45011,OH,United States
Existing Clients,1103 N Mai29644,R83229,CHINA & HIBACHI,8648621566,8645932831,1103 N Main St,29644,SC,United States
Existing Clients,8230 Camp 38654,R82898,EAST WIND,6628909358,9174329937,8230 Camp Creek,38654,MS,United States
Existing Clients,401 3rd Av80501,R81626,SPICY HOUSE,3037722740,9706915288,401 3rd Ave,80501,CO,United States
Existing Clients,113 Calvin61874,R86756,I WOK,2173519888,9172579921,113 Calvin St,61874,IL,United States
Existing Clients,1105 South35405,R86011,OEC JAPANESE EXPRESS SOUTHVIEW,2053314775,9042260254,1105 Southview Ln,35405,AL,United States
Existing Clients,3116 W 76t33018,R88632,NEW HONG KONG,3056985400,9172889295,3116 W 76th Street,33018,FL,United States
Existing Clients,1062 Motor11722,R81026,NEW GOLDEN GARDEN,6312329888,6468237123,1062 Motor Parkway,11722,NY,United States
Existing Clients,11204 Park33772,R81205,HONG KONG,7273209588,7275103578,11204 Park Blvd,33772,FL,United States
Existing Clients,1001 Ponti19026,R85622,GREAT WALL,6108533464,9049101847,1001 Pontiac Road,19026,PA,United States
Existing Clients,536 Wilmin45420,R83056,CJ CHAN,9372599866,7186379159,536 Wilmington Ave,45420,OH,United States
Existing Clients,3770 Carma12303,R82955,BAMBOO,5183566878,5186057889,3770 Carman Rd,12303,NY,United States
Existing Clients,500 North 72901,R87237,HONG KONG RESTAURANT,4797837824,6268220199,500 North Greenwood Avenue,72901,AR,United States
Existing Clients,4987 North78229,R86889,HOOK & REEL,2108881598,3476686089,4987 Northwest Loop 410,78229,TX,United States
Existing Clients,3945 Brodh15061,R82618,TAIWAN 101,7247285101,7247285101,3945 Brodhead Rd,15061,PA,United States
Existing Clients,Testing11104,R82239,TEST RESTO 39,1111111111,,Testing,11104,AL,United States
Existing Clients,1163 Rockb30087,R8715806,IMPERIAL CHINESE GARDEN FC Training,6666666666,,1163 Rockbridge Road Southwest,30087,GA,United States
Existing Clients,3033 Monum32225,R80000,TRAINING DGT,9046464200,,"3033 Monument Rd,",32225,FL,United States
Active Leads,15602 OLD 20866,,ZEN ASIAN GRILL AND SUSHI,3014211898,3014211898,15602 OLD COLUMBIA PIKE,20866,MD,
Active Leads,707 Colleg27410,,One Wok,3363155166,9177568588,707 College Rd,27410,NC,
Active Leads,105 W Pate27530,,Rice & Noodles Chinese Restaurant,9197368889,3478191123,105 W Patetown Rd,27530,NC,
Active Leads,2924 US Hi27530,,Sakura Express,9195838899,2522927256,2924 US Highway 70 W,27530,NC,
Active Leads,109 E MAIN21532,,EASTERN EXPRESS,3016895370,6467976852,109 E MAIN ST,21532,MD,
Active Leads,8951 US-3034219,,Chung Shing,9417765588,9418070950,8951 US-301,34219,FL,
Active Leads,85 Page Av10309,,Loon Chuan,7189679819,9179679819,85 Page Ave,10309,NY,
Active Leads,496 S PLEA29607,,CHANG AN RESTAURANT,8642331777,,496 S PLEASANTBURG DR,29607,SC,
Active Leads,108 BUCKWA29910,,CHIN DYNASTY CHINA BISTRO,8437577998,9176188961,108 BUCKWALTER PKWY,29910,SC,
Active Leads,5545 South32128,,TAKARA STEAKHOUSE SUSHI,3867566668,6466510031,5545 South Williamson Boulevard,32128,FL,
Active Leads,773 Flatbu11226,,Zen Vegetarian,7182822255,9172022818,773 Flatbush Ave,11226,NY,
Active Leads,2310 S HIG32444,,CHINA WOK,8502650888,6462663992,2310 S HIGHWAY 77 STE 120,32444,FL,
Active Leads,787 LIBERT11208,,CHINA SUN,7186472322,7186472322,787 LIBERTY AVE,11208,NY,
Active Leads,3710 Pelha29615,,Joy Of Tokyo,8646760089,8642322888,3710 Pelham Rd,29615,SC,
Active Leads,1235 Provi32725,,CHINA KING,3868602698,4077564098,1235 Providence Blvd Ste J,32725,FL,
Active Leads,915 DOYLE 32725,,CHINA KITCHEN,3868603088,9172163163,915 DOYLE RD,32725,FL,
Active Leads,1270 N WIC32935,,LUCKY GARDEN RESTAURANT,3212595688,9177556359,1270 N WICKHAM RD,32935,FL,
Active Leads,709 W HALL33009,,WONTON GARDEN,9544547259,9548644071,709 W HALLANDALE BEACH BLVD,33009,FL,
Active Leads,1852 Smith2911,,Jade House Restaurant client,4013536688,9177021783,1852 Smith St,2911,RI,
Active Leads,783 HOPE S2906,,APSARA PALACE,4018314722,4018314722,783 HOPE ST STE B,2906,RI,
Active Leads,7431 W ATL33446,,SHANGHAI,5614983688,5614983688,7431 W ATLANTIC AVE,33446,FL,
Active Leads,8747 TEMPL33637,,CHINA ONE,8139831688,9179326454,8747 TEMPLE TERRACE HWY,33637,FL,
Active Leads,117 Main S3275,,Meis Chinese Restaurant,6034852888,6035451692,117 Main St Apt 3,3275,NH,
Active Leads,1467 S BEL33764,,CHINA 99,7275312633,,1467 S BELCHER RD,33764,FL,
Active Leads,1444 S BEL33764,,WOK OUT RESTAURANT,7275316000,,1444 S BELCHER RD B,33764,FL,
Active Leads,2150 TAMIA33948,,CHINA WOK,9416298099,9175929910,2150 TAMIAMI TRAIL STE 11,33948,FL,
Active Leads,692 STEWAR11530,,Great Wall - she is using Qmenu,5162271133,9179300218,692 STEWART AVE,11530,NY,
Active Leads,45 WARWICK6795,,GOLDEN PALACE RESTAURANT,8602746779,8602746770,45 WARWICK RD,6795,CT,
Active Leads,31120 CORT34602,,KING'S WOK,3527998811,9044036089,31120 CORTEZ BLVD,34602,FL,
Active Leads,11068 SPRI34608,,NEW PANDA,3525156999,3525931255,11068 SPRING HILL DR,34608,FL,
Active Leads,668 E HWY 34711,,CHINA STAR GARDEN INC,3522420878,4078489740,668 E HWY 50,34711,FL,
Active Leads,30 NORWICH6375,,CHINA HOUSE - Do not disturb,8604378899,8606398818,30 NORWICH RD # B,6375,CT,
Active Leads,3698 MAIN 6614,,CHINA KING,2033778868,,3698 MAIN ST,6614,CT,
Active Leads,38 E Main 32703,,No 1 Chinese Of Apopka,4078140001,6265030370,38 E Main St,32703,FL,
Active Leads,78550 CA-192253,,CHINA JO'S,7607711115,7607711115,78550 CA-111,92253,CA,
