snowball_map,Date,Page location,Sessions,Restaurant Name,Address,City,State,Country,Zipcode,Cuisine Type,Phone,list_source
49243,2024-01-07,https://getskt.com/2024jan/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=49243,1,Fortune Kitchen,1487 N Shoop Ave,Wauseon,OH,United States,43567,Chinese,4193351888,Brizo_US
49265,2024-01-05,https://getskt.com/2024jan/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=49265,1,Yamato Sushi Restaurant,212 Market St,Kittanning,PA,United States,16201,Japanese,7245808686,Brizo_US
49431,2024-01-09,https://getskt.com/2024jan/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=49431,2,Capital Musubi,14385 Newbrook Dr,Chantilly,VA,United States,20151,Hawaiian; Japanese,5717526480,Brizo_US
49596,2024-01-13,https://getskt.com/2024jan/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=49596,1,Chengdu Gourmet,5840 Forward Ave,Pittsburgh,PA,United States,15217,Chinese,4125212088,Brizo_US
49608,2024-01-09,https://getskt.com/2024jan/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=49608,1,Hamono Sushi,620 SW 9th Ave,Portland,OR,United States,97205,Japanese,5037826072,Brizo_US
49894,2024-01-03,https://getskt.com/2024jan/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=49894,1,Nakama Sushi Bar & Grill,83 Pope Ave,Hilton Head Island,SC,United States,29928,Japanese,8437153083,Brizo_US
50076,2024-01-02,https://getskt.com/2024jan/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=50076,1,True Noodle and Pok'e,8622 Huebner Rd,San Antonio,TX,United States,78240,Cantonese; Chinese,2105385023,Brizo_US
50162,2024-01-26,https://getskt.com/2024jan/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=50162,1,Mala Noodle,215 Thayer St,Providence,RI,United States,2906,Chinese,4012859999,Brizo_US
50174,2024-01-13,https://getskt.com/2024jan/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=50174,2,Peking,7150 Hamilton Blvd,Trexlertown,PA,United States,18087,Japanese; Chinese; Thai,6103669533,Brizo_US
50359,2024-01-10,https://getskt.com/2024jan/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=50359,1,Pho Saigon and Bar,1106 Pontiac Ave,Cranston,RI,United States,2920,Vietnamese; Chinese,4017800536,Brizo_US
50444,2024-01-09,https://getskt.com/2024jan/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=50444,1,Goatocado,1823 W Main St,Richmond,VA,United States,23220,Japanese,8044648226,Brizo_US
50598,2024-01-12,https://getskt.com/2024jan/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=50598,1,Happy Buddha Cafe,2173 S Green Rd,University Heights,OH,United States,44121,Chinese; Thai,2162912446,Brizo_US
50731,2024-01-02,https://getskt.com/2024jan/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=50731,1,Hibachi Grill,1000 Tanner Ford Blvd,Hanahan,SC,United States,29410,Japanese; Chinese,8435539527,Brizo_US
05123,2024-01-08,https://getskt.com/2024jan/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=5123,1,Raising Claw,13265 Harbor Blvd,Garden Grove,CA,United States,92843,Cajun,7148676521,Brizo_US
51316,2024-01-09,https://getskt.com/2024jan/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=51316,1,Royal Wok,4618 Brandt Pike,Dayton,OH,United States,45424,Chinese,9374240525,Brizo_US
51349,2024-01-03,https://getskt.com/2024jan/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=51349,2,Mizumi Japanese Bistro,1125 Main St,Lynchburg,VA,United States,24504,Japanese,4346166199,Brizo_US
51534,2024-01-16,https://getskt.com/2024jan/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=51534,1,China Sun Restaurant,4107 Naco Perrin Blvd,San Antonio,TX,United States,78217,Vietnamese; Chinese,2106460939,Brizo_US
51654,2024-01-05,https://getskt.com/2024jan/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=51654,1,Ramen Legend,2118 Highland Dr,Salt Lake City,UT,United States,84106,Japanese,8017588950,Brizo_US
51697,2024-01-22,https://getskt.com/2024jan/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=51697,1,Aishi,616 Martintown Rd E,North Augusta,SC,United States,29841,Japanese,8035997020,Brizo_US
53951,2024-01-11,https://getskt.com/2024jan/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=53951,1,RaRaRamen,364 Center St NE,Salem,OR,United States,97301,Japanese,5035811668,Brizo_US
54170,2024-01-27,https://getskt.com/2024jan/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=54170,1,Yamato Steak House of Japan,3467 E National Rd,Springfield,OH,United States,45505,Japanese,9373257338,Brizo_US
54243,2024-01-05,https://getskt.com/2024jan/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=54243,1,Baby Sumo,26 Main St,Pelzer,SC,United States,29669,Japanese,8644020456,Brizo_US
54367,2024-01-04,https://getskt.com/2024jan/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=54367,1,Yum Yum Teriyaki,10641 16th Ave SW,Seattle,WA,United States,98146,Chinese,2062777901,Brizo_US
54945,2024-01-17,https://getskt.com/2024jan/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=54945,1,Main Moon,3900 Erie St,Racine,WI,United States,53402,Chinese,2626819888,Brizo_US
55040,2024-01-06,https://getskt.com/2024jan/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=55040,1,Sushi Atarashi,1720 Washington Rd,Pittsburgh,PA,United States,15241,Japanese,4123086693,Brizo_US
55087,2024-01-04,https://getskt.com/2024jan/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=55087,2,Golden Fortune Restaurant,226 W Olney Rd,Norfolk,VA,United States,23510,Cantonese,7576232828,Brizo_US
55481,2024-01-05,https://getskt.com/2024jan/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=55481,1,Asian Bistro,121 Connor Way,Williston,VT,United States,5495,Japanese; Chinese,8028788878,Brizo_US
55772,2024-01-06,https://getskt.com/2024jan/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=55772,2,Noodle Express,7514 N Division St,Spokane,WA,United States,99208,Japanese,5094891484,Brizo_US
05712,2024-01-04,https://getskt.com/2024jan/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=5712,1,Fortune Cookies,640 6th St,Miami Beach,FL,United States,33139,Chinese,3055314022,Brizo_US
00609,2024-01-02,https://getskt.com/2024jan/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=609,1,Dr. Limon Ceviche Bar,9459 S Dixie Hwy,Pinecrest,FL,United States,33156,Japanese; Peruvian,7865241080,Brizo_US
06768,2024-01-05,https://getskt.com/2024jan/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=6768,1,Tenroku Ramen,4435 Mission St,San Francisco,CA,United States,94112,Japanese,4153339288,Brizo_US
06869,2024-01-11,https://getskt.com/2024jan/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=6869,1,Big Flame Hibachi,42344 50th St W,Lancaster,CA,United States,93536,Japanese,6619657111,Brizo_US
07052,2024-01-03,https://getskt.com/2024jan/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=7052,1,Ginza,4429 Cleveland Ave,Fort Myers,FL,United States,33901,Japanese,2399368881,Brizo_US
07350,2024-01-06,https://getskt.com/2024jan/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=7350,1,United Dumplings,2015 Chestnut St,San Francisco,CA,United States,94123,Chinese,4157570008,Brizo_US
07556,2024-01-22,https://getskt.com/2024jan/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=7556,1,Pokekai,8455 NW 53rd St,Doral,FL,United States,33166,Hawaiian; Japanese,7866361082,Brizo_US
07905,2024-01-05,https://getskt.com/2024jan/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=7905,1,Alexa's Creperie,238 Cornerstone Blvd,Hot Springs,AR,United States,71913,Chinese,5017604799,Brizo_US
08084,2024-01-30,https://getskt.com/2024jan/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=8084,1,The Drunken Crab,416 State St,Santa Barbara,CA,United States,93101,Creole; Cajun,8058452986,Brizo_US
08420,2024-01-21,https://getskt.com/2024jan/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=8420,1,Makiritto,2233 S Mooney Blvd,Visalia,CA,United States,93277,Filipino; Japanese,5595561839,Brizo_US
09322,2024-01-02,https://getskt.com/2024jan/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=9322,1,Great Taste Fusion,27 Main St,New Milford,CT,United States,6776,Chinese,8603552518,Brizo_US
09352,2024-01-03,https://getskt.com/2024jan/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=9352,1,Love & Sweet,18043 Gale Ave,Industry,CA,United States,91748,Chinese,6269658888,Brizo_US
09667,2024-01-10,https://getskt.com/2024jan/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=9667,2,Mama Musubi,913 Meridian Ave,South Pasadena,CA,United States,91030,Japanese,3236828089,Brizo_US
58027,2024-01-08,https://getskt.com/2024jan2/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=58027,1,Long Gong Chinese Restaurant,11920 SW 8th St,Miami,FL,US,33184,*American Chinese,3055534644,Print_Shop_US
58199,2024-01-01,https://getskt.com/2024jan2/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=58199,1,Mizu,11515 Highway 49,Gulfport,MS,US,39503,*Japanese,5169189535,Print_Shop_US
58764,2024-01-31,https://getskt.com/2024jan2/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=58764,1,Shan Hu Chinese Restaurant,7656 Bellfort St,Houston,TX,US,77061,*American Chinese,7136401654,Print_Shop_US
58883,2024-01-09,https://getskt.com/2024jan2/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=58883,1,Super Japan,3122 Queens Chapel Rd,Hyattsville,MD,US,20782,*Japanese,3012090888,Print_Shop_US
58968,2024-01-21,https://getskt.com/2024jan2/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=58968,1,Tai Chi,2031 Polk St,San Francisco,CA,US,94109,*American Chinese,4154416758,Print_Shop_US
59069,2024-01-01,https://getskt.com/2024jan2/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=59069,1,The Yummy Crab,3175 E.Tropicana Ave.,Las Vegas,NV,US,89121,*Cajun/Seafood,7024447770,Print_Shop_US
59312,2024-01-02,https://getskt.com/2024jan2/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=59312,1,Yu's Chinese Cuisine,1633 Monks Ave #120,Mankato,MN,US,56001,*American Chinese,5073899886,Print_Shop_US
59449,2024-01-10,https://getskt.com/2024jan3/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=59449,1,95 NOODLE POT BAR,8528 WESTMINSTER BLVD,WESTMINSTER,CA,United States,92683-4605,,7146225997,Old_List_US
60320,2024-01-04,https://getskt.com/2024jan3/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=60320,1,CAJUN KITCHEN ON DA GEAUX,1308 REID SCHOOL RD,TAYLORS,SC,United States,29687-6329,,8648677376,Old_List_US
60913,2024-01-03,https://getskt.com/2024jan3/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=60913,1,CHINA ROSE,15 E PLAIN ST,WAYLAND,MA,United States,01778-4955,,5089754953,Old_List_US
60989,2024-01-10,https://getskt.com/2024jan3/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=60989,1,CHINA WOK,445 PLAZA DR,EUSTIS,FL,United States,32726-6523,,3524831166,Old_List_US
61273,2024-01-05,https://getskt.com/2024jan3/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=61273,1,CRAFTY CRAB,11104 BROADWAY ST,PEARLAND,TX,United States,77584-9754,,8328561111,Old_List_US
61883,2024-01-03,https://getskt.com/2024jan3/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=61883,1,FISH CITY GRILL,1485 TOWN CENTER DR STE D112,LAKELAND,FL,United States,33803-7966,,8636831243,Old_List_US
61888,2024-01-08,https://getskt.com/2024jan3/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=61888,1,FISH TALES,12317 WETMORE RD,SAN ANTONIO,TX,United States,78247-3635,,2104517551,Old_List_US
62164,2024-01-06,https://getskt.com/2024jan3/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=62164,1,GENGHIS GRILL,6600 NORTH FWY STE 144,FORT WORTH,TX,United States,76137-7556,,8173067560,Old_List_US
62360,2024-01-11,https://getskt.com/2024jan3/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=62360,1,GOLDEN PEACOCK RESTAURANT,423 7TH ST UNIT 614,OAKLAND,CA,United States,94607-6580,,5107630338,Old_List_US
62818,2024-01-02,https://getskt.com/2024jan3/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=62818,1,HIBACHI DARUMA,820 MARQUETTE AVE,MINNEAPOLIS,MN,United States,55402-2822,,6123542250,Old_List_US
63358,2024-01-07,https://getskt.com/2024jan3/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=63358,1,IWA SUSHI AND GRILL,8 N WENATCHEE AVE,WENATCHEE,WA,United States,98801-2237,,5096678744,Old_List_US
63389,2024-01-02,https://getskt.com/2024jan3/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=63389,1,J-DAO SUSHI THAI,91260 OVERSEAS HWY,TAVERNIER,FL,United States,33070-2555,,3058530664,Old_List_US
63487,2024-01-05,https://getskt.com/2024jan3/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=63487,1,JELLYFISH SEAFOOD BAR,773 1ST ST,GILROY,CA,United States,95020-4918,,4088423203,Old_List_US
63949,2024-01-07,https://getskt.com/2024jan3/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=63949,1,KOIZI ENDLESS GOURMET GRILL & SUSHI,10233 OKEECHOBEE BLVD STE B1,WEST PALM BEACH,FL,United States,33411-1407,,5616199989,Old_List_US
64321,2024-01-02,https://getskt.com/2024jan3/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=64321,1,LABEL RESTAURANT,112 TIPTON ST,JOHNSON CITY,TN,United States,37604-5718,,4236310505,Old_List_US
65506,2024-01-02,https://getskt.com/2024jan3/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=65506,1,NHA HANG AN,12172 BROOKHURST ST,GARDEN GROVE,CA,United States,92840-2817,,7146389828,Old_List_US
65935,2024-01-12,https://getskt.com/2024jan3/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=65935,1,PANDA INN,3223 CENTRE LAKE DR,ONTARIO,CA,United States,91761-1214,,9093902888,Old_List_US
66363,2024-01-14,https://getskt.com/2024jan3/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=66363,2,POE BOUYZ HOUSE,3500 N I 35 SERVICE RD,OKLAHOMA CITY,OK,United States,73111-4400,,4056737045,Old_List_US
66524,2024-01-06,https://getskt.com/2024jan3/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=66524,2,POWERHOUSE SEAFOOD & GRILL,112 N UNIVERSITY AVE,FAYETTEVILLE,AR,United States,72701-5032,,4794428300,Old_List_US
67192,2024-01-08,https://getskt.com/2024jan3/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=67192,1,SARKU JAPAN,1586 NORTHRIDGE MALL,SALINAS,CA,United States,93906-2022,,8314422085,Old_List_US
67223,2024-01-07,https://getskt.com/2024jan3/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=67223,1,SAWADEE THAI RESTAURANT,465 BUCKLAND RD STE 3,SOUTH WINDSOR,CT,United States,06074-3706,,8606440647,Old_List_US
67888,2024-01-02,https://getskt.com/2024jan3/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=67888,1,SUSHI SAKE - HIALEAH,701 W 49TH ST,HIALEAH,FL,United States,33012-3608,,3058223222,Old_List_US
67958,2024-01-04,https://getskt.com/2024jan3/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=67958,1,SUSHIBOI,1231 N WASHINGTON AVE,DURANT,OK,United States,74701-2119,,5809243181,Old_List_US
67968,2024-01-05,https://getskt.com/2024jan3/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=67968,1,SUSHINOLA,2945 NILES ST,BAKERSFIELD,CA,United States,93306-4246,,6614276323,Old_List_US
68077,2024-01-04,https://getskt.com/2024jan3/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=68077,1,TAISHI HAINAN CHICKEN,1000 TORRANCE BLVD STE B,REDONDO BEACH,CA,United States,90277-3598,,3107925185,Old_List_US
68701,2024-01-04,https://getskt.com/2024jan3/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=68701,1,THE LOST CAJUN,116 N MAIN ST,GREENVILLE,SC,United States,29601-2721,,8642032827,Old_List_US
69172,2024-01-03,https://getskt.com/2024jan3/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=69172,1,VAN WYCK DELI,423 MANCHESTER RD,POUGHKEEPSIE,NY,United States,12603-2572,,8454830533,Old_List_US
69236,2024-01-09,https://getskt.com/2024jan3/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=69236,1,WALK ONS SPORTS BISTREAUX - CONWAY,955 S AMITY RD,CONWAY,AR,United States,72032-8926,,5013994511,Old_List_US
69703,2024-01-02,https://getskt.com/2024jan3/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=69703,1,YOSHINOYA,13512 HARBOR BLVD,GARDEN GROVE,CA,United States,92843-3819,,7145344355,Old_List_US
70132,2024-01-04,https://getskt.com/2024jan4/?utm_source=brizocan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=70132,1,Kurry King Authentic Indian Feast,2744 Veterans Memorial Pkwy,Langford,BC,Canada,V9B 0H4,Indian; Chinese,2503918599,Brizo_CAN
70631,2024-01-02,https://getskt.com/2024jan4/?utm_source=brizocan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=70631,1,The Rice Box,3104 27th St,Vernon,BC,Canada,V1T 4W6,Chinese,2505459929,Brizo_CAN
70877,2024-01-18,https://getskt.com/2024jan4/?utm_source=brizocan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=70877,1,Bowl and Snacks,1 Oak St,Toronto,ON,Canada,M5A 0A1,Japanese,4168633972,Brizo_CAN
70944,2024-01-02,https://getskt.com/2024jan4/?utm_source=brizocan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=70944,2,Dragon Palace,1292 101st St,North Battleford,SK,Canada,S9A 0Z8,Chinese,3064457404,Brizo_CAN
71235,2024-01-15,https://getskt.com/2024jan4/?utm_source=brizocan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=71235,1,Beachburg Restaurant,1925 Beachburg Rd,Whitewater Region,ON,Canada,K0J 1C0,Chinese,6135827282,Brizo_CAN
71379,2024-01-08,https://getskt.com/2024jan4/?utm_source=brizocan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=71379,1,Shangri - La Restaurant,5043 50 Ave S,Northern Rockies,BC,Canada,V0C 1R0,Chinese,2502332188,Brizo_CAN
71554,2024-01-02,https://getskt.com/2024jan4/?utm_source=brizocan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=71554,1,Mughal Darbar,1885 Kennedy Rd,Toronto,ON,Canada,M1P 2L9,Indian; Chinese,4164122929,Brizo_CAN
71588,2024-01-02,https://getskt.com/2024jan4/?utm_source=brizocan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=71588,2,Blackpanda Express,23 Killam Dr,Moncton,NB,Canada,E1C 3R1,Chinese,5068551700,Brizo_CAN
71619,2024-01-08,https://getskt.com/2024jan4/?utm_source=brizocan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=71619,1,Go For Sushi Buffet,2105 8th St E,Saskatoon,SK,Canada,S7H 0T8,Japanese; Chinese; Thai,3069318898,Brizo_CAN
71786,2024-01-05,https://getskt.com/2024jan4/?utm_source=brizocan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=71786,1,Miriwa Restaurant,1572 St Mary's Rd,Winnipeg,MB,Canada,R2M 3W4,Chinese,2042571650,Brizo_CAN
71903,2024-01-08,https://getskt.com/2024jan4/?utm_source=brizocan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=71903,1,Yong He Yong He All Day Breakfast,7077 Kennedy Rd,Markham,ON,Canada,L3R 0N8,Cantonese; Chinese,9053058258,Brizo_CAN
72052,2024-01-08,https://getskt.com/2024jan4/?utm_source=brizocan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=72052,1,New Regal Restaurant,111 Main St,Melfort,SK,Canada,S0E 1A0,Chinese,3067524883,Brizo_CAN
72142,2024-01-09,https://getskt.com/2024jan4/?utm_source=brizocan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=72142,2,Kel-Fen's Kitchen Chinese Restaurant,14783 108 Ave,Surrey,BC,Canada,V3R 1V9,Chinese,6044985066,Brizo_CAN
72325,2024-01-02,https://getskt.com/2024jan4/?utm_source=brizocan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=72325,1,Sun Star Restaurant,631 Lougheed Hwy,Coquitlam,BC,Canada,V3K 3S5,Chinese,6049394004,Brizo_CAN
72460,2024-01-02,https://getskt.com/2024jan4/?utm_source=brizocan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=72460,1,Camay Wok,555 W Hastings St,Vancouver,BC,Canada,V6B 1M1,Chinese,6045633988,Brizo_CAN
72626,2024-01-02,https://getskt.com/2024jan4/?utm_source=brizocan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=72626,2,Biryanis and More,45 Dusk Dr,Brampton,ON,Canada,L6Y 5Z6,Indian; Chinese,9054533313,Brizo_CAN
72696,2024-01-02,https://getskt.com/2024jan4/?utm_source=brizocan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=72696,1,Newfound Sushi,117 Broadway,Corner Brook,NL,Canada,A2H 4E3,Japanese,7096346666,Brizo_CAN
72703,2024-01-09,https://getskt.com/2024jan4/?utm_source=brizocan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=72703,1,Joyfulness Xi Le Bu Gei Zhan,10475 82 Ave NW,Edmonton,AB,Canada,T6E 3R7,Jamaican; Caribbean; Chinese,7807616699,Brizo_CAN
72793,2024-01-29,https://getskt.com/2024jan4/?utm_source=brizocan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=72793,1,Rock Paper Scissors,181 Lester St,Waterloo,ON,Canada,N2L 0C2,Japanese,5198881888,Brizo_CAN
72853,2024-01-08,https://getskt.com/2024jan4/?utm_source=brizocan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=72853,1,Far East Foods,2830 17 Ave SE,Calgary,AB,Canada,T2A 0P8,Chinese,4032728090,Brizo_CAN
72871,2024-01-10,https://getskt.com/2024jan4/?utm_source=brizocan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=72871,1,Panda Cuisine Place,2121 Long Lake Rd,Greater Sudbury,ON,Canada,P3E 5H2,Chinese,7059882833,Brizo_CAN
73246,2024-01-06,https://getskt.com/2024jan4/?utm_source=brizocan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=73246,1,Golden Palace,10209 100 Ave,Morinville,AB,Canada,T8R 1P9,Chinese,7809398889,Brizo_CAN
74578,2024-01-03,https://getskt.com/2024jan4/?utm_source=brizocan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=74578,1,Hong's Kitchen,584 Sackville Dr,Halifax,NS,Canada,B4C 2S3,Chinese,9028642897,Brizo_CAN
74859,2024-01-08,https://getskt.com/2024jan4/?utm_source=brizocan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=74859,1,King Do Seafood Restaurant,13922 104 Ave,Surrey,BC,Canada,V3T 1X2,Chinese,6045826911,Brizo_CAN
75207,2024-01-15,https://getskt.com/2024jan4/?utm_source=brizocan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=75207,1,Wami Ootoya,3820 Brentwood Rd NW,Calgary,AB,Canada,T2L 2L5,Japanese,4032898981,Brizo_CAN
75520,2024-01-03,https://getskt.com/2024jan4/?utm_source=brizocan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=75520,1,Yumi Japanese Restaurant,2384 Bloor St W,Toronto,ON,Canada,M6S 1P5,Japanese; Vietnamese; Chinese,4167663293,Brizo_CAN
75772,2024-01-16,https://getskt.com/2024jan4/?utm_source=brizocan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=75772,1,Ginkgo Garden,2225 St Laurent Blvd,Ottawa,ON,Canada,K1G 1B1,Chinese,6137373198,Brizo_CAN
75845,2024-01-04,https://getskt.com/2024jan4/?utm_source=brizocan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=75845,1,GOURMET ON THE GO,797 Mountain Rd,Moncton,NB,Canada,E1C 2R5,Korean; Vietnamese; Chinese; Thai,5069625465,Brizo_CAN
76644,2024-01-03,https://getskt.com/2024jan4/?utm_source=brizocan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=76644,1,Hot Lobster Dim Sum,5689 Main St,Niagara Falls,ON,Canada,L2G 5Z3,Chinese,9056980366,Brizo_CAN
76683,2024-01-04,https://getskt.com/2024jan4/?utm_source=brizocan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=76683,1,The Hakka Junction,63 Queen St S,Mississauga,ON,Canada,L5M 3S9,Indian; Chinese,9058121312,Brizo_CAN
76897,2024-01-02,https://getskt.com/2024jan4/?utm_source=brizocan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=76897,2,Hakka Hut,688 Hespeler Rd,Cambridge,ON,Canada,N1R 8N7,Indian; Chinese; Thai,5192676660,Brizo_CAN
77579,2024-01-02,https://getskt.com/2024jan4/?utm_source=brizocan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=77579,1,YUBU,364 Huron St,Toronto,ON,Canada,M5S 2G4,Korean; Japanese,4168389056,Brizo_CAN
