Snowball Map,State Group,datediff_queue_entered_date,datediff_rejected_date,datediff_created_date,Queue Enter Date,Rejected Time,Dead Date,Create Date,Last Name,Company / Account,Street,Zip/Postal Code,State/Province (text only),Mobile - Primary,Business Phone,Lead Owner,Assigned SDR,Lead Status,Rejected Reason,Created By,Unqualified Reason,Lead Stage
64138,Group B,223,222,429,2023-10-27,2023-10-27T17:51:00Z,,2023-04-04T04:00:00Z,Unknown,Yoko Bowl,100 S  Ave,33130,FL,,(786) 933-9534,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64139,Group B,149,148,429,2024-01-09,2024-01-09T20:54:00Z,,2023-04-04T04:00:00Z,Unknown,Kyoto Japanese Steakhouse & Sushi Bar,992 S University Ave,84601,UT,,(801) 375-2985,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Sharon Du,,Rejected
64140,Group B,93,92,429,2024-03-05,2024-03-05T16:21:00Z,,2023-04-04T04:00:00Z,Unknown,Toshi's Cafe,"5710 W Gate City Blvd, ""Adams Farm""",27407,NC,,(336) 297-2288,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Sharon Du,,Rejected
64141,Group B,223,222,429,2023-10-27,2023-10-27T18:40:00Z,,2023-04-04T04:00:00Z,Unknown,Hibachi Jr Express,10102 S Main St,27263,NC,,(336) 434-0186,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64142,Group B,93,92,429,2024-03-05,2024-03-05T23:27:00Z,,2023-04-04T04:00:00Z,Unknown,Hokkaido Ramen & Sushi,6010 Landmark Center Blvd,27407,NC,,(336) 505-7788,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Sharon Du,,Rejected
64143,Group B,156,155,429,2024-01-02,2024-01-02T19:16:00Z,,2023-04-04T04:00:00Z,Unknown,Oshu House,920 S Jefferson Ave West Jefferson,28694,NC,,(336) 846-6748,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64144,Group B,151,150,429,2024-01-07,2024-01-08T00:24:00Z,,2023-04-04T04:00:00Z,Unknown,True Sushi,"11660 Westheimer Rd, Ste 129",77077,TX,,(346) 409-2801,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64145,Group B,93,92,429,2024-03-05,2024-03-05T19:47:00Z,,2023-04-04T04:00:00Z,Unknown,Weissabi,6011 20th Ave,11204,NY,,(347) 484-6089,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Sharon Du,,Rejected
64146,Group B,214,213,429,2023-11-05,2023-11-05T18:42:00Z,,2023-04-04T04:00:00Z,Unknown,Genki Omakase,"552 LaGuardia Pl, 1st Fl",10012,NY,,(347) 618-2866,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Sharon Du,,Rejected
64147,Group B,155,154,429,2024-01-03,2024-01-03T17:54:00Z,,2023-04-04T04:00:00Z,Unknown,Express Japan,"8700 NE  Mall Dr,  Mall",98662,WA,,(360) 254-3112,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64148,Group B,156,155,429,2024-01-02,2024-01-02T19:21:00Z,,2023-04-04T04:00:00Z,Unknown,Umi Sushi Bar and Grill,922 Hensley St,98516,WA,,(360) 456-0826,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64149,Group B,223,222,429,2023-10-27,2023-10-27T18:06:00Z,,2023-04-04T04:00:00Z,Unknown,Young's Teriyaki,"1010 Algiers Dr NE, Ste B",98597,WA,,(360) 458-7484,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64150,Group B,155,154,429,2024-01-03,2024-01-03T18:20:00Z,,2023-04-04T04:00:00Z,Unknown,Jasmin Thai Cuisine and Sushi,8715 271st St NW,98292,WA,,(360) 629-2044,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64151,Group B,223,222,429,2023-10-27,2023-10-27T18:10:00Z,,2023-04-04T04:00:00Z,Unknown,Happy Teriyaki,9730 WA-532,98292,WA,,(360) 629-5090,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64152,Group B,223,222,429,2023-10-27,2023-10-27T18:33:00Z,,2023-04-04T04:00:00Z,Unknown,Sushi Mo,"1012 Washington St, Ste 140",98660,WA,,(360) 953-8860,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64153,Group B,182,181,429,2023-12-07,2023-12-07T19:34:00Z,,2023-04-04T04:00:00Z,Unknown,Zao Asian Cafe,"11160 S Auto Mall Dr, Ste B",84070,UT,,(801) 523-7676,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64154,Group B,135,134,429,2024-01-23,2024-01-23T16:56:00Z,,2023-04-04T04:00:00Z,Unknown,Teriyaki Grill-Midvale,7194 Union Park Ave,84047,UT,,(801) 569-8622,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Sharon Du,,Rejected
64155,Group B,133,132,429,2024-01-25,2024-01-25T18:10:00Z,,2023-04-04T04:00:00Z,Unknown,Garage Bar and Grill,12457  Autorow,84096,UT,,(801) 666-7767,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Sharon Du,,Rejected
64156,Group B,180,179,429,2023-12-09,2023-12-10T03:46:00Z,,2023-04-04T04:00:00Z,Unknown,Asa Ramen,1120 S State St,84097,UT,,(801) 842-1898,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64157,Group B,139,138,429,2024-01-19,2024-01-19T16:59:00Z,,2023-04-04T04:00:00Z,Unknown,Ozora Izakaya Japanese Bar & Tapas,"1078 E 2100 S, Salt Lake City",84106,UT,,(801) 845-0405,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64158,Group B,155,154,429,2024-01-03,2024-01-03T18:29:00Z,,2023-04-04T04:00:00Z,Unknown,Sake Restaurant,8657 Highland Dr,84093,UT,,(801) 938-9195,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64159,Group B,180,179,429,2023-12-09,2023-12-10T03:48:00Z,,2023-04-04T04:00:00Z,Unknown,Samurai Noodle,"11483 S State St, Ste B",84020,UT,,(801) 987-3887,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64160,Group B,140,139,429,2024-01-18,2024-01-18T20:08:00Z,,2023-04-04T04:00:00Z,Unknown,The Filling Station,970 US Rt 2,5602,VT,,(802) 225-6232,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Sharon Du,,Rejected
64161,Group B,155,154,429,2024-01-03,2024-01-03T18:31:00Z,,2023-04-04T04:00:00Z,Unknown,Asiana Noodle Shop,88 Church St,5401,VT,,(802) 862-8828,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64162,Group B,92,91,429,2024-03-06,2024-03-06T20:19:00Z,,2023-04-04T04:00:00Z,Unknown,Tapa Sushi Japanese Cuisine,"513 S 500 E St, Ste A",84003,UT,,(385) 248-0404,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Sharon Du,,Rejected
64163,Group B,134,133,429,2024-01-24,2024-01-24T18:57:00Z,,2023-04-04T04:00:00Z,Unknown,Itto Sushi,12 W Broadway,84101,UT,,(385) 522-2603,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Sharon Du,,Rejected
64164,Group B,155,154,429,2024-01-03,2024-01-03T17:50:00Z,,2023-04-04T04:00:00Z,Unknown,Moya Sushi Asian Cuisine,864 Saxon Blvd,32763,FL,,(386) 218-6661,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64165,Group B,139,138,429,2024-01-19,2024-01-19T16:57:00Z,,2023-04-04T04:00:00Z,Unknown,Ran Zan Japanese Restaurant,1084 Hope St,2906,RI,,(401) 276-7574,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64166,Group B,238,237,429,2023-10-12,2023-10-12T15:38:00Z,,2023-04-04T04:00:00Z,Unknown,El Ninja,1007 Broad St,2905,RI,,(401) 467-2581,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64167,Group B,156,155,429,2024-01-02,2024-01-02T22:26:00Z,,2023-04-04T04:00:00Z,Unknown,Noodle Revolution,87 Oak St,2891,RI,,(401) 596-9559,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64168,Group B,209,208,429,2023-11-10,2023-11-10T20:03:00Z,,2023-04-04T04:00:00Z,Unknown,Ichiraku Ramen & Fusion,970 Douglas Pike,2917,RI,,(401) 618-6878,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Sharon Du,,Rejected
64169,Group B,126,125,429,2024-02-01,2024-02-01T20:34:00Z,,2023-04-04T04:00:00Z,Unknown,Gooney's,705 S Polk St,79101,TX,,(806) 367-9585,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64170,Group B,140,139,429,2024-01-18,2024-01-18T17:53:00Z,,2023-04-04T04:00:00Z,Unknown,Hokkaido Ramen & Izakaya - Helena,825 Great Northern Blvd,59601,MT,,(406) 502-1235,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Sharon Du,,Rejected
64171,Group B,151,150,429,2024-01-07,2024-01-07T23:38:00Z,,2023-04-04T04:00:00Z,Unknown,Hooked Sushi,119 E Main St,59715,MT,,(406) 577-2332,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64172,Group B,155,154,429,2024-01-03,2024-01-03T16:10:00Z,,2023-04-04T04:00:00Z,Unknown,Oba Cafe,"867 S 29th Ave, Ste 107",59718,MT,,(406) 577-2552,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64173,Group B,149,148,429,2024-01-09,2024-01-09T20:54:00Z,,2023-04-04T04:00:00Z,Unknown,Blue Buddha Sushi Lounge,"99 Town Center Ave, Unit A5",59716,MT,,(406) 993-2583,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Sharon Du,,Rejected
64174,Group B,218,217,429,2023-11-01,2023-11-01T17:30:00Z,,2023-04-04T04:00:00Z,Tracy,Ding Tea Orlando,4680 Millenia Plz Way,32839,FL,,(407) 203-8081,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64175,Group B,135,134,429,2024-01-23,2024-01-23T16:53:00Z,,2023-04-04T04:00:00Z,Unknown,King Bao,710 N Mills Ave,32803,FL,,(407) 237-0013,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Sharon Du,,Rejected
64176,Group B,214,213,429,2023-11-05,2023-11-05T18:36:00Z,,2023-04-04T04:00:00Z,Unknown,J-Petal & Poke Waterford,"1100 N Alafaya Trl, Ste 130",32828,FL,,(407) 237-9323,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Sharon Du,,Rejected
64177,Group B,155,154,429,2024-01-03,2024-01-03T15:32:00Z,,2023-04-04T04:00:00Z,Unknown,Mikado,"8701 World Center Dr, Marriott Hotel",32821,FL,,(407) 238-8664,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64178,Group B,155,154,429,2024-01-03,2024-01-03T15:53:00Z,,2023-04-04T04:00:00Z,Unknown,Hawk's Lndg Steakhse & Grlle Orlndo Wrld Ctr Mrrtt,8701 World Center Dr,32821,FL,,(407) 239-4200,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64179,Group B,210,209,429,2023-11-09,2023-11-09T22:46:00Z,,2023-04-04T04:00:00Z,Unknown,Sus Hi Eatstation,"9680 Narcoossee Rd, Ste 102",32827,FL,,(407) 286-1866,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Sharon Du,,Rejected
64180,Group B,143,142,429,2024-01-15,2024-01-15T19:15:00Z,,2023-04-04T04:00:00Z,Unknown,Dragonfly Robata Grill & Sushi,7972 Via Dellagio Way,32819,FL,,(407) 370-3359,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64181,Group B,155,154,429,2024-01-03,2024-01-03T16:03:00Z,,2023-04-04T04:00:00Z,Unknown,I love Ice Cream,"8701 W Irlo Bronson Memorial Hwy, Ste 132",34747,FL,,(407) 533-2973,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64182,Group B,218,217,429,2023-11-01,2023-11-01T17:28:00Z,,2023-04-04T04:00:00Z,Tim,Ari Sushi,"671 Front St, Ste 100",34747,FL,,(407) 566-1889,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64183,Group B,238,237,429,2023-10-12,2023-10-12T16:46:00Z,,2023-04-04T04:00:00Z,Unknown,BESTEA,1013 Alafaya Trl,32765,FL,,(407) 604-5008,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64184,Group B,143,142,429,2024-01-15,2024-01-15T18:51:00Z,,2023-04-04T04:00:00Z,Unknown,JINYA Ramen Bar - Orlando,8 N Summerlin Ave,32801,FL,,(407) 704-1825,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64185,Group B,155,154,429,2024-01-03,2024-01-03T16:05:00Z,,2023-04-04T04:00:00Z,Unknown,DOMU Chibi Ramen,869 North Alafaya Trl,32828,FL,,(407) 730-7260,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64186,Group B,127,126,429,2024-01-31,2024-01-31T22:51:00Z,,2023-04-04T04:00:00Z,Unknown,Maki Hibachi,"11954 Narcoossee Rd, Ste 1",32832,FL,,(407) 776-3799,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Sharon Du,,Rejected
64187,Group B,154,153,429,2024-01-04,2024-01-04T19:24:00Z,,2023-04-04T04:00:00Z,Unknown,Nagoya Sushi and Hibachi,"11701 International Dr, Ste 430",32821,FL,,(407) 778-1115,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Sharon Du,,Rejected
64188,Group B,238,237,429,2023-10-12,2023-10-12T17:07:00Z,,2023-04-04T04:00:00Z,Unknown,MIWA Hibachi & Sushi Express,10177 W Colonial Dr,34761,FL,,(407) 822-5362,Marketing Nurture Queue,,SDR Complete,Not a decision maker,Sharon Du,,Rejected
64189,Group B,223,222,429,2023-10-27,2023-10-27T17:55:00Z,,2023-04-04T04:00:00Z,Unknown,Samurai Sushi,"100 International Pkwy, Ste 118-122",32746,FL,,(407) 829-3299,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64190,Group B,151,150,429,2024-01-07,2024-01-07T23:31:00Z,,2023-04-04T04:00:00Z,Unknown,King Bao - Alafaya,11768 E Colonial Dr,32817,FL,,(407) 914-2544,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64191,Group B,156,155,429,2024-01-02,2024-01-03T03:24:00Z,,2023-04-04T04:00:00Z,Unknown,Sake Sushi Bar & Lounge,8691 9th Ave,77642,TX,,(409) 722-7253,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64192,Group B,235,234,429,2023-10-15,2023-10-15T18:09:00Z,,2023-04-04T04:00:00Z,Unknown,Fujiyama,10302 Southern Maryland Blvd,20754,MD,,(410) 257-3090,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Sharon Du,,Rejected
64193,Group B,238,237,429,2023-10-12,2023-10-12T16:02:00Z,,2023-04-04T04:00:00Z,Unknown,Water + Flour,1015 S Howard Ave,33606,FL,,(813) 251-8406,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64194,Group B,182,181,429,2023-12-07,2023-12-07T19:32:00Z,,2023-04-04T04:00:00Z,Unknown,Rice & Spice,11625 Sheldon Rd,33626,FL,,(813) 475-6955,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64195,Group B,212,211,429,2023-11-07,2023-11-07T20:34:00Z,,2023-04-04T04:00:00Z,Unknown,Sushi Yama,10017 E Adamo Dr,33619,FL,,(813) 665-9888,Marketing Nurture Queue,,SDR Complete,Not a decision maker,Sharon Du,,Rejected
64196,Group B,151,150,429,2024-01-07,2024-01-07T22:43:00Z,,2023-04-04T04:00:00Z,Unknown,Kiso Sushi & Hibachi,11780 E Mlk Jr Blvd,33584,FL,,(813) 675-8886,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64197,Group B,238,237,429,2023-10-12,2023-10-12T16:48:00Z,,2023-04-04T04:00:00Z,Unknown,Catch Twenty Three,10103 Montague St,33626,FL,,(813) 920-0045,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64198,Group B,156,155,429,2024-01-02,2024-01-03T03:23:00Z,,2023-04-04T04:00:00Z,Unknown,Saikyo Kitchen,8741 Gunn Hwy,33556,FL,,(813) 926-3333,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64199,Group B,151,150,429,2024-01-07,2024-01-07T22:44:00Z,,2023-04-04T04:00:00Z,Unknown,Asian Kitchen,117 S Hyde Park Ave,33606,FL,,(813) 981-8332,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64200,Group B,93,92,429,2024-03-05,2024-03-05T23:17:00Z,,2023-04-04T04:00:00Z,Unknown,East Moon Asian Bistro,"5725 Richards Valley Rd, Ste A1",21043,MD,,(410) 313-8088,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64201,Group B,238,237,429,2023-10-12,2023-10-12T16:04:00Z,,2023-04-04T04:00:00Z,Unknown,Minato Sushi Bar,1013 N Charles St,21201,MD,,(410) 332-0332,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64202,Group B,156,155,429,2024-01-02,2024-01-02T21:54:00Z,,2023-04-04T04:00:00Z,Unknown,Sushi Nari,"8640 Guilford Rd, Ste B-80",21046,MD,,(410) 381-6888,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64203,Group B,106,105,429,2024-02-21,2024-02-21T20:54:00Z,,2023-04-04T04:00:00Z,Unknown,UMI Sushi,8167 Main St,21043,MD,,(410) 480-1888,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64204,Group B,142,141,429,2024-01-16,2024-01-16T16:37:00Z,,2023-04-04T04:00:00Z,Unknown,Naru Sushi,822 N Rolling Rd,21228,MD,,(410) 693-8827,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Sharon Du,,Rejected
64205,Group B,151,150,429,2024-01-07,2024-01-07T22:35:00Z,,2023-04-04T04:00:00Z,Unknown,Kodo Hibachi Sushi,"1166 S Rt 3, Ste 210",21054,MD,,(410) 721-2688,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64206,Group B,238,237,429,2023-10-12,2023-10-12T16:05:00Z,,2023-04-04T04:00:00Z,Unknown,Poke Bowl,"10130 Reisterstown Rd, Ste 10",21117,MD,,(410) 777-9377,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64207,Group B,156,155,429,2024-01-02,2024-01-03T03:15:00Z,,2023-04-04T04:00:00Z,Unknown,Cafe Sado,870 High St,21620,MD,,(410) 778-6688,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64208,Group B,175,174,429,2023-12-14,2023-12-14T22:15:00Z,,2023-04-04T04:00:00Z,Unknown,The Pizza & Grill,"107 Mountain Rd, Ste E",21122,MD,,(410) 787-0505,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64209,Group B,126,125,429,2024-02-01,2024-02-01T18:23:00Z,,2023-04-04T04:00:00Z,Unknown,Akira Ramen & Izakaya,8133-A Honeygo Blvd,21236,MD,,(410) 870-3243,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Sharon Du,,Rejected
64210,Group B,180,179,429,2023-12-09,2023-12-10T03:30:00Z,,2023-04-04T04:00:00Z,Unknown,Sushi De Kanpai,109-111 W Main St,21801,MD,,(410) 912-1440,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64211,Group B,156,155,429,2024-01-02,2024-01-03T03:16:00Z,,2023-04-04T04:00:00Z,Unknown,Kisara Japanese & Korean Restaurant,88 Cottage St,1027,MA,,(413) 203-2095,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64212,Group B,149,148,429,2024-01-09,2024-01-09T20:54:00Z,,2023-04-04T04:00:00Z,Unknown,UYA Restaurant,"89 Main St, Fl 1",1062,MA,,(413) 570-4734,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Sharon Du,,Rejected
64213,Group B,180,179,429,2023-12-09,2023-12-10T03:31:00Z,,2023-04-04T04:00:00Z,Unknown,Tobiko Sushi,110 Airport Rd,1085,MA,,(413) 642-8155,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64214,Group B,142,141,429,2024-01-16,2024-01-16T18:00:00Z,,2023-04-04T04:00:00Z,Unknown,Koto Hibachi Steak House,795 Dalton Ave,1201,MA,,(413) 770-7128,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64215,Group B,238,237,429,2023-10-12,2023-10-12T17:00:00Z,,2023-04-04T04:00:00Z,Unknown,Burger and Sushi House-Ottawa,1012 N LaSalle St,61350,IL,,(815) 434-2274,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64216,Group B,151,150,429,2024-01-07,2024-01-07T22:36:00Z,,2023-04-04T04:00:00Z,Unknown,The Shortline,118 Buchanan St,61008,IL,,(815) 547-6666,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64217,Group B,98,97,429,2024-02-29,2024-03-01T00:10:00Z,,2023-04-04T04:00:00Z,Unknown,Sushi U,"5899 North West Hwy, Unit A",60014,IL,,(815) 893-6338,Marketing Nurture Queue,,SDR Complete,N/A,Sharon Du,,Rejected
64218,Group B,175,174,429,2023-12-14,2023-12-14T22:18:00Z,,2023-04-04T04:00:00Z,Unknown,Fuji Teriyaki,1101 Melbourne Rd,76053,TX,,(817) 284-0557,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64219,Group B,156,155,429,2024-01-02,2024-01-03T03:18:00Z,,2023-04-04T04:00:00Z,Unknown,Sushi Nomi,"8653 N Beach St, Ste 205",76244,TX,,(817) 337-2953,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64220,Group B,149,148,429,2024-01-09,2024-01-09T20:54:00Z,,2023-04-04T04:00:00Z,Unknown,Char'd Southeast Asian Kitchen,"8901 Tehama Ridge Pkwy, Ste 137",76177,TX,,(817) 378-4052,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Sharon Du,,Rejected
64221,Group B,180,179,429,2023-12-09,2023-12-10T03:32:00Z,,2023-04-04T04:00:00Z,Unknown,Sarku Japan,"1101 Melbourne Rd, Ste 2305",76053,TX,,(817) 590-2155,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64222,Group B,156,155,429,2024-01-02,2024-01-03T03:20:00Z,,2023-04-04T04:00:00Z,Unknown,Poke Stop,8605 N Beach St,76244,TX,,(817) 741-9611,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64223,Group B,180,179,429,2023-12-09,2023-12-10T03:35:00Z,,2023-04-04T04:00:00Z,Unknown,Pacific Table,"11600 S University Dr, Ste 601",76107,TX,,(817) 887-9995,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64224,Group B,180,179,429,2023-12-09,2023-12-10T03:26:00Z,,2023-04-04T04:00:00Z,Unknown,Kobe Grill,114 Main St,28901,NC,,(828) 321-1010,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64225,Group B,135,134,429,2024-01-23,2024-01-23T18:28:00Z,,2023-04-04T04:00:00Z,Unknown,Mo Mo Sushi & Grill,120 N Sycamore St,65616,MO,,(417) 320-6125,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Sharon Du,,Rejected
64226,Group B,135,134,429,2024-01-23,2024-01-23T16:52:00Z,,2023-04-04T04:00:00Z,Unknown,Oseyo,"712 W Broadway St, Bolivar",65613,MO,,(417) 326-2100,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Sharon Du,,Rejected
64227,Group B,135,134,442,2024-01-23,2024-01-23T18:08:00Z,,2023-03-22T04:00:00Z,Unknown,Chiko,7280 Woodmont Ave Bethesda,20814,MD,,(301) 968-0053,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64228,Group B,144,143,442,2024-01-14,2024-01-14T21:16:00Z,,2023-03-22T04:00:00Z,Unknown,Yuan Fu Vegetarian,798 Pike,20852,MD,,(301) 762-5937,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64229,Group B,149,148,442,2024-01-09,2024-01-09T16:50:00Z,,2023-03-22T04:00:00Z,Unknown,Pinch,11806 Pike,20852,MD,,(717) 448-0368,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64230,Group B,223,222,429,2023-10-27,2023-10-27T18:30:00Z,,2023-04-04T04:00:00Z,Unknown,Yum Poke Spot,100 Julian Shoals Dr,28704,NC,,(828) 676-3800,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64231,Group B,147,146,442,2024-01-11,2024-01-11T22:06:00Z,,2023-03-22T04:00:00Z,Unknown,Panda Noodle House,"827 Mayo Rd, Edgewater",21037,MD,,(410) 978-4786,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Sharon Du,,Rejected
64232,Group B,180,179,442,2023-12-09,2023-12-09T19:42:00Z,,2023-03-22T04:00:00Z,Unknown,Nan Xiang Express,"9210 Baltimore National Pike, Ste Ã¯Â¼Â·4",21042,MD,,(410) 904-7455,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Sharon Du,,Rejected
64233,Group B,154,153,442,2024-01-04,2024-01-04T15:53:00Z,,2023-03-22T04:00:00Z,Unknown,Asean Bistro,8775 Centre Park Dr,21045,MD,,(410) 772-5300,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64234,Group B,239,238,442,2023-10-11,2023-10-11T17:09:00Z,,2023-03-22T04:00:00Z,Unknown,Bambao,1010 Aliceanna St,21202,MD,,(443) 438-3528,Marketing Nurture Queue,,SDR Complete,Not a decision maker,Sharon Du,,Rejected
64235,Group B,181,180,442,2023-12-08,2023-12-08T21:09:00Z,,2023-03-22T04:00:00Z,Unknown,Jang Won Restaurant,1111 N Rolling Rd,21228,MD,,(410) 788-4777,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
64236,Group B,114,113,442,2024-02-13,2024-02-13T20:40:00Z,,2023-03-22T04:00:00Z,Unknown,Hot Pot King,"6510 Baltimore National Pike, The Hub Asian Food Hall",21228,MD,,(667) 802-5177,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Sharon Du,,Rejected
