Snowball Map,State Group,datediff_queue_entered_date,datediff_rejected_date,datediff_created_date,Queue Enter Date,Rejected Time,Dead Date,Create Date,Last Name,Company / Account,Street,Zip/Postal Code,State/Province (text only),Mobile - Primary,Business Phone,Lead Owner,Assigned SDR,Lead Status,Rejected Reason,Created By,Unqualified Reason,Lead Stage
52312,Group A,161,160,584,2023-12-28,2023-12-28T19:59:00Z,,2022-10-31T04:00:00Z,GOLDEN CHINA,GOLDEN CHINA,6000 Oxford Ave,19144,PA,,(215) 848-2090,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52313,Group A,243,242,584,2023-10-07,2023-10-07T22:11:00Z,,2022-10-31T04:00:00Z,SZECHUAN HOUSE,SZECHUAN HOUSE,120 W GENESEE ST,48734,MI,,(989) 652-6120,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Apps Associates,,Rejected
52314,Group A,105,104,584,2024-02-22,2024-02-22T19:20:00Z,,2022-10-31T04:00:00Z,JIN JIN CHINESE RESTAURANT,JIN JIN CHINESE RESTAURANT,720 S PENDLETON ST,29640,SC,,(864) 855-8818,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52315,Group A,125,124,584,2024-02-02,2024-02-02T20:29:00Z,,2022-10-31T04:00:00Z,THE KUNG FU,THE KUNG FU,730 N CLIPPERT ST,48912,MI,,(517) 333-9993,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52316,Group A,149,148,584,2024-01-09,2024-01-09T20:54:00Z,,2022-10-31T04:00:00Z,GOLDEN CHINA CHINESE RESTAURANT,GOLDEN CHINA CHINESE RESTAURANT,263 E COUNTY LINE RD,19040,PA,,(215) 957-1678,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52317,Group A,149,148,584,2024-01-09,2024-01-09T20:54:00Z,,2022-10-31T04:00:00Z,GOLDEN CHINA RESTAURANT,GOLDEN CHINA RESTAURANT,218 PA-183,17972,PA,,(570) 739-1831,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52318,Group A,161,160,584,2023-12-28,2023-12-28T19:59:00Z,,2022-10-31T04:00:00Z,WONG EXPRESS HOUSE,WONG EXPRESS HOUSE,9912 E GRAND RIVER AVE #1600,48116,MI,,(810) 227-5255,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52319,Group A,149,148,584,2024-01-09,2024-01-09T20:54:00Z,,2022-10-31T04:00:00Z,GOLDEN CHOPSTICKS CHINESE,GOLDEN CHOPSTICKS CHINESE,612 E MAIN ST,19446,PA,,(215) 855-8151,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52320,Group A,218,217,584,2023-11-01,2023-11-01T16:12:00Z,,2022-10-31T04:00:00Z,WONG'S FU WAH,WONG'S FU WAH,975 INKSTER RD,48135,MI,,(734) 522-1090,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Apps Associates,,Rejected
52321,Group A,149,148,584,2024-01-09,2024-01-09T20:54:00Z,,2022-10-31T04:00:00Z,GOLDEN CITY CHINESE,GOLDEN CITY CHINESE,22 W MAIN ST,17724,PA,,(570) 673-5900,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52322,Group A,149,148,584,2024-01-09,2024-01-09T20:54:00Z,,2022-10-31T04:00:00Z,GOLDEN CUISINE,GOLDEN CUISINE,679 N BROAD ST,19123,PA,,(215) 769-1099,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52323,Group A,149,148,584,2024-01-09,2024-01-09T20:54:00Z,,2022-10-31T04:00:00Z,GOLDEN DRAGON,GOLDEN DRAGON,1503 WADSWORTH AVE # A,19150,PA,,(215) 242-8508,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52324,Group A,92,91,584,2024-03-06,2024-03-06T22:35:00Z,,2022-10-31T04:00:00Z,YPBOR YAN (EMERALD CITY),YPBOR YAN (EMERALD CITY),4905 WASHTENAW AVE,48108,MI,,(734) 434-7978,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52325,Group A,189,188,584,2023-11-30,2023-11-30T20:25:00Z,,2022-10-31T04:00:00Z,GOLDEN DRAGON,GOLDEN DRAGON,6053 ALLENTOWN BLVD,17112,PA,,(717) 903-0118,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52326,Group A,135,134,584,2024-01-23,2024-01-23T20:25:00Z,,2022-10-31T04:00:00Z,Muis Chinese Food Carryout,Muis Chinese Food Carryout,845 W 14 Mile Rd,48017,MI,,(248) 435-3920,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52327,Group A,149,148,584,2024-01-09,2024-01-09T20:54:00Z,,2022-10-31T04:00:00Z,GOLDEN DRAGON,GOLDEN DRAGON,4016 PA-130,15642,PA,,(724) 744-0480,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52328,Group A,186,185,584,2023-12-03,2023-12-04T02:32:00Z,,2022-10-31T04:00:00Z,UQ1,Asahi Sushi Restaurant,41860 Garfield Rd,48038,MI,1,(586) 412-2700,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Apps Associates,,Rejected
52329,Group A,161,160,584,2023-12-28,2023-12-28T19:59:00Z,,2022-10-31T04:00:00Z,GOLDEN DRAGON CHINESE RESTAURANT,GOLDEN DRAGON CHINESE RESTAURANT,244 N ERIE ST,16137,PA,,(724) 662-1912,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52330,Group A,176,175,584,2023-12-13,2023-12-14T00:55:00Z,,2022-10-31T04:00:00Z,Little Tree Sushi Bar Inc,Little Tree Sushi Bar Inc,107 S Main St,48067,MI,,(248) 586-0994,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Apps Associates,,Rejected
52331,Group A,149,148,584,2024-01-09,2024-01-09T20:50:00Z,,2022-10-31T04:00:00Z,GOLDEN DRAGON CHINESE TAKEOUT,GOLDEN DRAGON CHINESE TAKEOUT,900 W SOMERSET ST,19133,PA,,(215) 221-5110,Marketing Nurture Queue,,SDR Complete,Contact info incorrect,Apps Associates,,Rejected
52332,Group A,134,133,584,2024-01-24,2024-01-24T18:46:00Z,,2022-10-31T04:00:00Z,NEW CHINA BUFFET,NEW CHINA BUFFET,1217 KNOX AVE,29841,SC,,(803) 279-8689,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52333,Group A,275,274,584,2023-09-05,2023-09-05T14:53:00Z,,2022-10-31T04:00:00Z,NEW CHINA WOK,NEW CHINA WOK,1001 HARBOR VIEW RD,29412,SC,,(843) 406-0667,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52334,Group A,149,148,584,2024-01-09,2024-01-09T20:54:00Z,,2022-10-31T04:00:00Z,GOLDEN GATE RESTAURANT,GOLDEN GATE RESTAURANT,5031 RISING SUN AVE #3528,19120,PA,,(215) 457-7825,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52335,Group A,149,148,584,2024-01-09,2024-01-09T20:54:00Z,,2022-10-31T04:00:00Z,GOLDEN HOUSE RESTAURANT,GOLDEN HOUSE RESTAURANT,172 E BUTLER AVE,19002,PA,,(215) 628-8298,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52336,Group A,161,160,584,2023-12-28,2023-12-28T19:59:00Z,,2022-10-31T04:00:00Z,GOLDEN KEY CHINESE RESTAURANT,GOLDEN KEY CHINESE RESTAURANT,2458 W MAIN ST,19403,PA,,(610) 631-0205,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52337,Group A,149,148,584,2024-01-09,2024-01-09T20:54:00Z,,2022-10-31T04:00:00Z,GOLDEN KITCHEN,GOLDEN KITCHEN,426 N SPRINGFIELD RD #1304,19018,PA,,(610) 626-2888,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52338,Group A,120,119,584,2024-02-07,2024-02-07T20:49:00Z,,2022-10-31T04:00:00Z,Magic Wok,Magic Wok,7300 Secor Rd Ste 8,48144,MI,,(734) 854-8280,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52339,Group A,161,160,584,2023-12-28,2023-12-28T19:59:00Z,,2022-10-31T04:00:00Z,GOLDEN STAR AMERICAN & CHINESE FOOD,GOLDEN STAR AMERICAN & CHINESE FOOD,520 MAIN ST,19023,PA,,(610) 534-8888,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52340,Group A,161,160,584,2023-12-28,2023-12-28T19:59:00Z,,2022-10-31T04:00:00Z,GOLDEN STAR RESTAURANT,GOLDEN STAR RESTAURANT,7 CRYSTAL ST,18301,PA,,(570) 420-1966,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52341,Group A,134,133,584,2024-01-24,2024-01-24T18:33:00Z,,2022-10-31T04:00:00Z,唐老板,OCEAN DRAGON,8519 OLD STATE RD,29059,SC,,(803) 496-9800,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52342,Group A,173,172,584,2023-12-16,2023-12-16T20:21:00Z,,2022-10-31T04:00:00Z,OCEAN DRAGON CHINESE II,OCEAN DRAGON CHINESE II,9380 OCEAN HWY,29585,SC,,(843) 237-9988,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52343,Group A,230,229,584,2023-10-20,2023-10-20T20:21:00Z,,2022-10-31T04:00:00Z,GOOD TASTE,GOOD TASTE,1015 N 3RD ST # 101 #101,17102,PA,,(717) 232-1212,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Apps Associates,,Rejected
52344,Group A,161,160,584,2023-12-28,2023-12-28T19:20:00Z,,2022-10-31T04:00:00Z,GOOD TASTE CHINESE RESTAURANT,GOOD TASTE CHINESE RESTAURANT,925 PROVIDENCE RD # 14,19018,PA,,(610) 284-3939,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52345,Group A,174,173,584,2023-12-15,2023-12-15T22:06:00Z,,2022-10-31T04:00:00Z,PANDA PALACE,PANDA PALACE,1119 WAPPOO RD UNIT C,29407,SC,,(843) 571-3288,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52346,Group A,176,175,584,2023-12-13,2023-12-13T18:28:00Z,,2022-10-31T04:00:00Z,GREAT WALL,GREAT WALL,111 BOSTON AVE,18643,PA,,(570) 655-0808,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Apps Associates,,Rejected
52347,Group A,252,251,584,2023-09-28,2023-09-28T16:52:00Z,,2022-10-31T04:00:00Z,GREAT WALL,GREAT WALL,45 Briar Creek Plaza,18603,PA,,(570) 752-7008,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52348,Group A,98,97,584,2024-02-29,2024-03-01T00:16:00Z,,2022-10-31T04:00:00Z,California Sushi & Teriyaki,California Sushi & Teriyaki,5916 Del Amo Blvd,90713,CA,,(562) 429-1100,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52349,Group A,161,160,584,2023-12-28,2023-12-28T19:59:00Z,,2022-10-31T04:00:00Z,SHUANG XI KITCHEN,SHUANG XI KITCHEN,5070 INTERNATIONAL BLVD # 125,29418,SC,,(843) 747-6147,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52350,Group A,231,230,584,2023-10-19,2023-10-19T18:40:00Z,,2022-10-31T04:00:00Z,A 1 Chinese Bbq,A 1 Chinese Bbq,2014 Pacific Coast Hwy,90717,CA,,(310) 325-6709,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Apps Associates,,Rejected
52351,Group A,161,160,584,2023-12-28,2023-12-28T19:59:00Z,,2022-10-31T04:00:00Z,SUN GARDEN,SUN GARDEN,11090 ASHEVILLE HWY # 9,29349,SC,,(864) 472-8949,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52352,Group A,105,104,584,2024-02-22,2024-02-22T18:55:00Z,,2022-10-31T04:00:00Z,HARUKA SUSHI,HARUKA SUSHI,75 E CHERRY ST STE 10A,7065,NJ,,(732) 381-1763,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52353,Group A,226,225,584,2023-10-24,2023-10-25T01:51:00Z,,2022-10-31T04:00:00Z,SUN KING CHINESE RESTAURANT,SUN KING CHINESE RESTAURANT,100 MCMILLAN DR,29303,SC,,(864) 573-6790,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Apps Associates,,Rejected
52354,Group A,161,160,584,2023-12-28,2023-12-28T19:59:00Z,,2022-10-31T04:00:00Z,SUN MING CHINESE RESTAURANT,SUN MING CHINESE RESTAURANT,7509 ST ANDREWS RD,29063,SC,,(803) 732-4488,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52355,Group A,217,216,584,2023-11-02,2023-11-02T15:12:00Z,,2022-10-31T04:00:00Z,GANGA ASIAN CUSINE,GANGA ASIAN CUSINE,432 New Jersey 34,7747,NJ,,(732) 765-8808,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52356,Group A,149,148,584,2024-01-09,2024-01-09T20:54:00Z,,2022-10-31T04:00:00Z,SUNNY CHINA,SUNNY CHINA,95 MATHEWS DR E6,29926,SC,,(843) 681-8200,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52357,Group A,246,245,584,2023-10-04,2023-10-04T19:34:00Z,,2022-10-31T04:00:00Z,MAGURO SUSHI,MAGURO SUSHI,92 E MAIN ST,7446,NJ,,(201) 327-4888,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52358,Group A,153,152,584,2024-01-05,2024-01-05T17:34:00Z,,2022-10-31T04:00:00Z,TEA POT CHINESE RESTAURANT,TEA POT CHINESE RESTAURANT,829 KNOX ABBOTT DR STE F,29033,SC,,(803) 796-5888,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52359,Group A,182,181,584,2023-12-07,2023-12-07T19:46:00Z,,2022-10-31T04:00:00Z,IKKO JPNESE STKHOUSE LTD LBLTY,IKKO JPNESE STKHOUSE LTD LBLTY,107 BRICK PLZ,8723,NJ,,(732) 477-6077,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52360,Group A,254,253,584,2023-09-26,2023-09-26T22:10:00Z,,2022-10-31T04:00:00Z,Tommy 张,WOK N ROLL CHINESE RESTAURANT,410 NEXTON SQUARE DR,29486,SC,,(843) 804-8888,Marketing Nurture Queue,,AE Assigned,No Interest to talk to sales,Apps Associates,,Rejected
52361,Group A,173,172,584,2023-12-16,2023-12-16T17:21:00Z,,2022-10-31T04:00:00Z,Ginza Restaurant,Ginza Restaurant,901 W Dekalb St,29020,SC,,(803) 425-8725,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52362,Group A,161,160,584,2023-12-28,2023-12-28T19:59:00Z,,2022-10-31T04:00:00Z,江,9173253888 - Michael 江-CJ 來取,95 MATHEWS DR. SUITE C,29926,SC,(917) 325-3888,(843) 341-3377,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52363,Group A,238,237,584,2023-10-12,2023-10-12T23:08:00Z,,2022-10-31T04:00:00Z,Honshu Sushi,Honshu Sushi,10166 Mason Ave,91311,CA,,(818) 709-5693,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Apps Associates,,Rejected
52364,Group A,238,237,584,2023-10-12,2023-10-12T23:11:00Z,,2022-10-31T04:00:00Z,Shogun Sushi,Shogun Sushi,10174 Reseda Blvd,91324,CA,,(818) 349-9555,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Apps Associates,,Rejected
52365,Group A,148,147,584,2024-01-10,2024-01-10T22:03:00Z,,2022-10-31T04:00:00Z,GREAT WALL,GREAT WALL,114 W SO ORANGE AVE,7079,NJ,,(973) 761-8789,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52366,Group A,209,208,584,2023-11-10,2023-11-10T20:12:00Z,,2022-10-31T04:00:00Z,WELL-BEING SUSHI INC,WELL-BEING SUSHI INC,10 KNICKERBOCKER RD,7628,NJ,,(201) 385-5300,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52367,Group A,125,124,584,2024-02-02,2024-02-02T20:46:00Z,,2022-10-31T04:00:00Z,Teriyak Plus,Teriyak Plus,7312 Sepulveda Blvd,91405,CA,,(818) 786-2556,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52368,Group A,141,140,584,2024-01-17,2024-01-18T02:27:00Z,,2022-10-31T04:00:00Z,CROWN PALACE,CROWN PALACE,8 N MAIN ST,7746,NJ,,(732) 780-8882,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Apps Associates,,Rejected
52369,Group A,161,160,584,2023-12-28,2023-12-28T19:59:00Z,,2022-10-31T04:00:00Z,SATAY MALAYSIAN CUISINE,SATAY MALAYSIAN CUISINE,99 WASHINGTON ST,7030,NJ,,(201) 386-8688,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52370,Group A,105,104,584,2024-02-22,2024-02-22T18:20:00Z,,2022-10-31T04:00:00Z,ZLC DOMOKO ASIAN FOOD REST,ZLC DOMOKO ASIAN FOOD REST,68 RYDERS LN,8816,NJ,,(347) 556-1108,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52371,Group A,98,97,584,2024-02-29,2024-02-29T22:29:00Z,,2022-10-31T04:00:00Z,ASIA LEE ASIAN RESTAURANT,ASIA LEE ASIAN RESTAURANT,109 STATE RT 23,7416,NJ,,(973) 823-0870,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52372,Group A,218,217,584,2023-11-01,2023-11-01T20:33:00Z,,2022-10-31T04:00:00Z,CHINA STAR,CHINA STAR,97 W PALISADE AVE,7631,NJ,,(201) 816-8828,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52373,Group A,108,107,584,2024-02-19,2024-02-20T02:21:00Z,,2022-10-31T04:00:00Z,PEKING 88,PEKING 88,1743 ROUTE 88 STE B,8724,NJ,(917) 796-8265,(732) 458-8988,Marketing Nurture Queue,,AE Assigned,Cannot contact lead,Apps Associates,,Rejected
52374,Group A,230,229,584,2023-10-20,2023-10-20T21:57:00Z,,2022-10-31T04:00:00Z,LOTUS GARDEN,LOTUS GARDEN,10 SCHALKS CROSSING RD,8536,NJ,,(609) 799-8888,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52375,Group A,267,266,584,2023-09-13,2023-09-13T15:22:00Z,,2022-10-31T04:00:00Z,李老板娘嫌菜单麻烦,China Pavilion Restaurant,263 Changebridge Rd,7058,NJ,,(973) 227-1006,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52376,Group A,230,229,584,2023-10-20,2023-10-20T14:52:00Z,,2022-10-31T04:00:00Z,NO 1 ASIAN BISTRO,NO 1 ASIAN BISTRO,100 FLOCK RD,8619,NJ,,(609) 588-8777,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Apps Associates,,Rejected
52377,Group A,267,266,584,2023-09-13,2023-09-13T16:12:00Z,,2022-10-31T04:00:00Z,付老板,Wok - Permanently closed,77 Tices Ln # B,8816,NJ,,(732) 651-8881,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52378,Group A,185,184,584,2023-12-04,2023-12-04T20:17:00Z,,2022-10-31T04:00:00Z,李老板娘,Good Fortune Chinese Restaurant,2401 US-22 West,7083,NJ,(646) 525-8133,(908) 686-5188,Marketing Nurture Queue,Sean Chan,SDR Working,,Apps Associates,,Check Back in 1 to 3 months
52379,Group A,267,266,584,2023-09-13,2023-09-13T19:44:00Z,,2022-10-31T04:00:00Z,林,FUJIAN,282 VALLEY BLVD,7075,NJ,,(201) 933-1980,Marketing Nurture Queue,Kelvin Teh,SDR Working,,Apps Associates,,Wrong People
52380,Group A,149,148,584,2024-01-09,2024-01-09T16:26:00Z,,2022-10-31T04:00:00Z,Ms.陈老板娘,GOLDEN PALACE,403 PIAGET AVE,7011,NJ,,(973) 478-2899,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52381,Group A,133,132,584,2024-01-25,2024-01-25T19:31:00Z,,2022-10-31T04:00:00Z,Ms.郭,BAMBOO CHINESE KITCHEN,915 COUNTY RD 517,7840,NJ,,(908) 852-6121,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52382,Group A,154,153,584,2024-01-04,2024-01-04T19:36:00Z,,2022-10-31T04:00:00Z,陈老板娘,WAHCHUNG RESTAURANT,19 WATCHUNG PLAZA,7042,NJ,,(973) 744-0992,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52383,Group A,141,140,584,2024-01-17,2024-01-17T20:29:00Z,,2022-10-31T04:00:00Z,TASTE OF CHINA,TASTE OF CHINA,500 MCBRIDE AVE # D,7424,NJ,,(973) 523-8805,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52384,Group A,185,184,584,2023-12-04,2023-12-04T18:48:00Z,,2022-10-31T04:00:00Z,no 老板娘,DOUBLE DRAGON,1853 MORRIS AVE,7083,NJ,,(908) 688-5770,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52385,Group A,185,184,584,2023-12-04,2023-12-04T18:50:00Z,,2022-10-31T04:00:00Z,no 王老板娘,WOK N ROLL,2626A MORRIS AVE,7083,NJ,,(908) 687-0288,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52386,Group A,285,284,584,2023-08-26,2023-08-27T00:46:00Z,,2022-10-31T04:00:00Z,Mr.陈,GREAT WALL II,19 N RIVER ST,18705,PA,,(570) 823-9898,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52387,Group A,185,184,584,2023-12-04,2023-12-04T23:00:00Z,,2022-10-31T04:00:00Z,Peking Restaurant,Peking Restaurant,1331 Magie Ave Ste E,7083,NJ,,(908) 820-0202,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52388,Group A,147,146,584,2024-01-11,2024-01-12T01:24:00Z,,2022-10-31T04:00:00Z,GREAT WALL RESTAURANT,GREAT WALL RESTAURANT,863 UPLAND AVE,19015,PA,,(610) 872-0330,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Apps Associates,,Rejected
52389,Group A,184,183,584,2023-12-05,2023-12-05T17:59:00Z,,2022-10-31T04:00:00Z,老板娘,KWAI LAM KITCHEN,1094 BROAD ST,7114,NJ,,(973) 621-9449,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52390,Group A,141,140,584,2024-01-17,2024-01-18T00:41:00Z,,2022-10-31T04:00:00Z,GREAT WALL RESTAURANT,GREAT WALL RESTAURANT,121 GRANT AVE,15690,PA,,(724) 568-3145,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Apps Associates,,Rejected
52391,Group A,103,102,584,2024-02-24,2024-02-24T18:29:00Z,,2022-10-31T04:00:00Z,HAPPY GARDEN,HAPPY GARDEN,698 MILFORD RD,18301,PA,,(570) 424-5188,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52392,Group A,156,155,584,2024-01-02,2024-01-02T19:56:00Z,,2022-10-31T04:00:00Z,Kong Ming,Kong Ming,542 Springfield Ave Ste 2,7103,NJ,,(973) 622-5442,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52393,Group A,148,147,584,2024-01-10,2024-01-10T19:54:00Z,,2022-10-31T04:00:00Z,-,JADE GARDEN,307 LYONS AVE,7112,NJ,,(973) 926-0999,Marketing Nurture Queue,,SDR Complete,Not a decision maker,Apps Associates,,Rejected
52394,Group A,93,92,584,2024-03-05,2024-03-05T20:23:00Z,,2022-10-31T04:00:00Z,HAPPY WOK CHINESE RESTAURANT,HAPPY WOK CHINESE RESTAURANT,6420 FRANKFORD AVE #9,19135,PA,,(215) 335-4101,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52395,Group A,135,134,584,2024-01-23,2024-01-23T20:37:00Z,,2022-10-31T04:00:00Z,HO HO WOK CHINESE RESTAURANT,HO HO WOK CHINESE RESTAURANT,829 S 25TH ST,18045,PA,,(610) 253-8980,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Apps Associates,,Rejected
52396,Group A,184,183,584,2023-12-05,2023-12-05T16:57:00Z,,2022-10-31T04:00:00Z,陈老板娘,XINGWANG,298 PARK AVE,7513,NJ,,(973) 278-0382,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52397,Group A,114,113,584,2024-02-13,2024-02-13T21:55:00Z,,2022-10-31T04:00:00Z,HONG KONG 1 CHINESE RESTAURANT,HONG KONG 1 CHINESE RESTAURANT,5224 MILFORD RD STE 162,18301,PA,(646) 301-7992,(570) 588-0340,Marketing Nurture Queue,,AE Assigned,N/A,Apps Associates,,Rejected
52398,Group A,155,154,584,2024-01-03,2024-01-03T20:29:00Z,,2022-10-31T04:00:00Z,GOLDEN UNICORN,GOLDEN UNICORN,265 E BLACKWELL ST # A,7801,NJ,,(973) 328-7978,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52399,Group A,112,111,584,2024-02-15,2024-02-15T21:19:00Z,,2022-10-31T04:00:00Z,Ms.林,HONG KONG CHINESE RESTAURANT,500 PINE ST #3,17701,PA,(917) 293-9979,(570) 323-8833,Marketing Nurture Queue,,AE Assigned,No Interest to talk to sales,Apps Associates,,Rejected
52400,Group A,154,153,584,2024-01-04,2024-01-04T19:30:00Z,,2022-10-31T04:00:00Z,Ms.林,China Lucky Inc Chinese Food,713 Main St,7712,NJ,,(732) 988-7755,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52401,Group A,185,184,584,2023-12-04,2023-12-04T20:39:00Z,,2022-10-31T04:00:00Z,Ms.林,Asbury Park No 1 Kitchen,100 Memorial Dr,7712,NJ,,(732) 988-8989,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
52402,Group A,94,93,584,2024-03-04,2024-03-04T22:53:00Z,,2022-10-31T04:00:00Z,HONG KONG KITCHEN,HONG KONG KITCHEN,549 S BROAD ST,19446,PA,,(215) 362-6760,Marketing Nurture Queue,,SDR Complete,Not a decision maker,Apps Associates,,Rejected
52403,Group A,184,183,584,2023-12-05,2023-12-05T17:06:00Z,,2022-10-31T04:00:00Z,老板娘,Number One,393 County Rd 531 # B,7060,NJ,,(908) 754-1256,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
