Check Map,Check B#,Check M#,Snowball Map,Map,Group,Create Date,Last Name,Company / Account,Street,Zip/Postal Code,State/Province (text only),Mobile - Primary,Business Phone,Rejected Reason,Rejected Time
-,-,-,58679,4301 w wis54913,Group A,10/31/2022,Farku Japan,Farku Japan,4301 w wisconsin ave,54913,WI,,(920) 832-8826
-,-,-,58680,701 margeo54956,Group A,10/31/2022,China Star,China Star,701 margeo dr,54956,WI,,(920) 215-6027
-,-,-,58681,110 w nort54961,Group A,10/31/2022,Chef Ming Express,Chef Ming Express,110 w north water st,54961,WI,,(510) 382-9288
-,-,-,58682,4775 lee h22207,Group A,10/31/2022,Ms.林,Hunan Village,4775 lee hwy,22207,VA,(703) 416-9384,(703) 524-9874
-,-,-,58683,5111 ball 90630,Group A,10/31/2022,Chaba,Chaba,5111 ball rd,90630,CA
-,-,-,58684,10557 vall90630,Group A,10/31/2022,Sweetee Thai,Sweetee Thai,10557 valley view st,90630,CA
-,-,-,58685,725 washin90640,Group A,10/31/2022,The Chicken Bowl,The Chicken Bowl,725 washington blvd,90640,CA
-,-,-,58686,360 los ce90703,Group A,10/31/2022,P.F. Chang's,P.F. Chang's,360 los cerritos center c15,90703,CA
-,-,-,58687,4152 norse90808,Group A,10/31/2022,S.T. Noodle Bar,S.T. Noodle Bar,4152 norse way,90808,CA
-,-,-,58688,340 s pine90802,Group A,10/31/2022,P.F. Chang's,P.F. Chang's,340 s pine ave,90802,CA,,(562) 308-1025
-,-,-,58689,8408 alond90723,Group A,10/31/2022,Thai Fiesta Cafe,Thai Fiesta Cafe,8408 alondra blvd,90723,CA
-,-,-,58690,600 ca-1 #90740,Group A,10/31/2022,Rocharin Thai Bistro,Rocharin Thai Bistro,600 ca-1 #108,90740,CA,,15625965156,Cannot contact lead,"3/25/2024, 1:00 PM"
-,-,-,58691,740 e broa90802,Group A,10/31/2022,Kin long beach kitchen,Kin long beach kitchen,740 e broadway,90802,CA
-,-,-,58692,7822 footh91040,Group A,10/31/2022,Chors Chinese Cuisine,Chors Chinese Cuisine,7822 foothill blvd,91040,CA
-,-,-,58693,8430 sunla91352,Group A,10/31/2022,Chai Thung,Chai Thung,8430 sunland blvd,91352,CA
-,-,-,58694,730 s cent91204,Group A,10/31/2022,Pad Thai bistro,Pad Thai bistro,730 s central ave suite 104,91204,CA
-,-,-,58695,9029 de so91304,Group A,10/31/2022,Anantra Thai Restaurant,Anantra Thai Restaurant,9029 de soto ave,91304,CA
-,-,-,58696,9250 resed91324,Group A,10/31/2022,Szechuan Place,Szechuan Place,9250 reseda blvd,91324,CA,,,Cannot contact lead,"1/4/2024, 11:54 AM"
-,-,-,58697,10134 topa91311,Group A,10/31/2022,Khun Dang Thai Restaurant,Khun Dang Thai Restaurant,10134 topanga canyon blvd,91311,CA
-,-,-,58698,333 east 281635,Group A,10/31/2022,Mr项,Hong's Garden,333 east 2nd street,81635,CO,(626) 500-5073,,No Interest to talk to sales,"3/14/2024, 3:06 PM"
-,-,-,58699,8333 tampa91324,Group A,10/31/2022,Chutamas Thai Cuisine,Chutamas Thai Cuisine,8333 tampa ave,91324,CA,,(818) 678-9326
-,-,-,58700,10757 glen91331,Group A,10/31/2022,Cha-Chaa Restaurant,Cha-Chaa Restaurant,10757 glenoaks blvd,91331,CA
-,-,-,58701,8111 van n91402,Group A,10/31/2022,Cha Cha 8 Thai-Chinese food,Cha Cha 8 Thai-Chinese food,8111 van nuys blvd,91402,CA
-,-,-,58702,8650 resed91324,Group A,10/31/2022,Thai Original BBQ Restaurant,Thai Original BBQ Restaurant,8650 reseda blvd,91324,CA
-,-,-,58703,9048 woodl91343,Group A,10/31/2022,Prem's Thai Kitchen,Prem's Thai Kitchen,9048 woodley ave,91343,CA
-,-,-,58704,8796 19th 91701,Group A,10/31/2022,Go Get'em Chinese Food,Go Get'em Chinese Food,8796 19th st,91701,CA
-,-,-,58705,9795 base 91701,Group A,10/31/2022,Red Chili House,Red Chili House,9795 base line rd,91701,CA
-,-,-,58706,7870 monti91739,Group A,10/31/2022,P.F. Chang's,P.F. Chang's,7870 monticello ave,91739,CA
-,-,-,58707,chino ave 91709,Group A,10/31/2022,JJ Noodle House,JJ Noodle House,chino ave chino hills,91709,CA,,(909) 591-5800
-,-,-,58708,3445 grand91709,Group A,10/31/2022,Catherine,P.F. Chang's,3445 grand ave,91709,CA,,(909) 590-8250
-,-,-,58709,4468 holt 91763,Group A,10/31/2022,Panda Wok Montclair,Panda Wok Montclair,4468 holt blvd a,91763,CA
-,-,-,58710,531 w arro91773,Group A,10/31/2022,Lucky Elephant Thai Cuisine,Lucky Elephant Thai Cuisine,531 w arrow hwy,91773,CA,,(909) 592-4242
-,-,-,58711,6237 pats 91752,Group A,10/31/2022,Little Buddha Thai Kitchen,Little Buddha Thai Kitchen,6237 pats ranch rd suite e,91752,CA,,19514327293
-,-,-,58712,3475 tyler92503,Group A,10/31/2022,P.F. Chang's,P.F. Chang's,3475 tyler st,92503,CA,,,Contact info incorrect,"4/15/2024, 3:51 PM"
-,-,-,58713,kfc same p91762,Group A,10/31/2022,Mandarin House,Mandarin House,kfc same plaza 1118 w mission blvd f,91762,CA
-,-,-,58714,7077 friar92108,Group A,10/31/2022,P.F. Chang's,P.F. Chang's,7077 friars rd,92108,CA
-,-,-,58715,1025 camin92108,Group A,10/31/2022,Pei Wei Asian Kitchen,Pei Wei Asian Kitchen,1025 camino de la reina,92108,CA
-,-,-,58716,4540 la jo92122,Group A,10/31/2022,P.F. Chang's,P.F. Chang's,4540 la jolla village dr,92122,CA
-,-,-,58717,5621 paseo92008,Group A,10/31/2022,P.F. Chang's,P.F. Chang's,5621 paseo del norte,92008,CA
-,-,-,58718,40762 winc92591,Group A,10/31/2022,P.F. Chang's,P.F. Chang's,40762 winchester rd ste #400,92591,CA,,(951) 296-6700
-,-,-,58719,74040 ca-192260,Group A,10/31/2022,Tsing Tzo,Tsing Tzo,74040 ca-111,92260,CA
-,-,-,58720,1017 galle95678,Group A,10/31/2022,Mikuni Kaizen Restaurant,Mikuni Kaizen Restaurant,1017 galleria blvd,95678,CA,,(916) 780-2119
-,-,-,58721,73725 el p92260,Group A,10/31/2022,Thai Smile Of Rancho Mirage On El Paseo,Thai Smile Of Rancho Mirage On El Paseo,73725 el paseo,92260,CA
-,-,-,58722,6350 w ram92220,Group A,10/31/2022,Thai Orchid Restaurant,Thai Orchid Restaurant,6350 w ramsey st,92220,CA,,(951) 769-7726
-,-,-,58723,827 jeffer95691,Group A,10/31/2022,As Chinese Food To Go,As Chinese Food To Go,827 jefferson blvd,95691,CA,,(916) 375-1499,Cannot contact lead,"10/1/2023, 4:15 PM"
-,-,-,58724,72115 twen92277,Group A,10/31/2022,Top 100 Chinese Restaurant,Top 100 Chinese Restaurant,72115 twentynine palms highway,92277,CA
-,-,-,58725,4771 e pal92264,Group A,10/31/2022,Luchows Palm Springs,Luchows Palm Springs,4771 e palm canyon dr,92264,CA
-,-,-,58726,72-355 ca-92260,Group A,10/31/2022,Sakura Palm,Sakura Palm,72-355 ca-111 suite a,92260,CA
-,-,-,58727,40701 vill92315,Group A,10/31/2022,Oakside,Oakside,40701 village dr,92315,CA,,(909) 866-5555
-,-,-,58728,514 spectr92618,Group A,10/31/2022,P.F. Chang's,P.F. Chang's,514 spectrum center dr,92618,CA
-,-,-,58729,800 the sh92691,Group A,10/31/2022,P.F. Chang's,P.F. Chang's,800 the shops at mission viejo,92691,CA
-,-,-,58730,8234 lagun95758,Group A,10/31/2022,I Love Teriyaki,I Love Teriyaki,8234 laguna blvd ste 120,95758,CA,,(916) 691-1414
-,-,-,58731,10 n east 95776,Group A,10/31/2022,Ono Teriyaki,Ono Teriyaki,10 n east st ste 100,95776,CA,,(530) 666-4277
-,-,-,58732,918 s st95811,Group A,10/31/2022,Gam Lei Sig Chinese Restaurant,Gam Lei Sig Chinese Restaurant,918 s st,95811,CA,,(916) 446-6888
-,-,-,58733,1200 k st 95814,Group A,10/31/2022,Osaka Sushi Japanese Restaurant,Osaka Sushi Japanese Restaurant,1200 k st ste 7,95814,CA,,(916) 440-0178
-,-,-,58734,4740 natom95835,Group A,10/31/2022,Sushi Elite,Sushi Elite,4740 natomas blvd ste 100,95835,CA,,(916) 263-9188
-,-,-,58735,351 northp96003,Group A,10/31/2022,Kampai Sushi,Kampai Sushi,351 northpoint dr ste b,96003,CA,,(530) 246-0994
-,-,-,58736,1080 state31088,Group A,10/31/2022,黄,Hibachi Express,1080 state route 96,31088,GA,(917) 808-5339,(478) 988-0888
-,-,-,58737,1024 us hi31322,Group A,10/31/2022,New Super Buffet,New Super Buffet,1024 us highway 80 w ste 112,31322,GA,,(912) 450-9888
-,-,-,58738,455 pooler31322,Group A,10/31/2022,Seasons Of Japan,Seasons Of Japan,455 pooler pkwy,31322,GA,,(912) 748-9383
-,-,-,58739,7400 aberc31406,Group A,10/31/2022,Seasons Of Japan Express,Seasons Of Japan Express,7400 abercorn st ste 521,31406,GA,,(912) 353-9281
-,-,-,58740,461 johnny31410,Group A,10/31/2022,Kobe Sushi Hibachi,Kobe Sushi Hibachi,461 johnny mercer blvd,31410,GA,,(912) 712-5277
-,-,-,58741,1190 king 31419,Group A,10/31/2022,Sakura Place Japanese Restaurant,Sakura Place Japanese Restaurant,1190 king george blvd,31419,GA,,(912) 961-0071
-,-,-,58742,50 berwick31419,Group A,10/31/2022,Seasons Of Japan,Seasons Of Japan,50 berwick blvd ste 110,31419,GA,,(912) 234-2645,No Interest to talk to sales,"3/11/2024, 11:52 AM"
-,-,-,58743,1114 s pie31510,Group A,10/31/2022,Eric's Chinese Restaurant,Eric's Chinese Restaurant,1114 s pierce st,31510,GA,,(912) 632-7563
-,-,-,58744,3350 cypre31520,Group A,10/31/2022,Zhang Sushi Bar & Grill,Zhang Sushi Bar & Grill,3350 cypress mill rd,31520,GA,,(912) 264-8989,No Interest to talk to sales,"4/17/2024, 5:33 PM"
-,-,-,58745,701 glynn 31525,Group A,10/31/2022,Seasons Of Japan,Seasons Of Japan,701 glynn isle,31525,GA,,(912) 264-5280
-,-,-,58746,860 kingsb31558,Group A,10/31/2022,Osaka Japanese Steak House,Osaka Japanese Steak House,860 kingsbay rd,31558,GA,,(912) 729-8800
-,-,-,58747,1006 8th s31794,Group A,10/31/2022,Osaka Hibachi & Sushi,Osaka Hibachi & Sushi,1006 8th st w,31794,GA,,(229) 387-6777,Cannot contact lead,"10/24/2023, 8:24 PM"
-,-,-,58748,6563 gatew31909,Group A,10/31/2022,Hibachi Express,Hibachi Express,6563 gateway rd,31909,GA,,(706) 562-0808
-,-,-,58749,8030 senoi30213,Group A,10/31/2022,TOUCH DOWN WINGS,TOUCH DOWN WINGS,8030 senoia rd #700,30213,GA,,(678) 846-5178
-,-,-,58750,50 market 4106,Group A,10/31/2022,Asia Chinese Restaurant,Asia Chinese Restaurant - Permanently closed,50 market st,4106,ME,,(207) 767-1882
-,-,-,58751,647 us-1 s3909,Group A,10/31/2022,Thai For You,Thai For You,647 us-1 ste 7,3909,ME,,(207) 351-8590
-,-,-,58752,1005 main 4073,Group A,10/31/2022,Green Tea Restaraunt,Green Tea Restaraunt - Permanently closed,1005 main st,4073,ME,,(207) 324-3000
-,-,-,58753,42 bath rd4011,Group A,10/31/2022,China Rose buffet,China Rose buffet,42 bath rd,4011,ME,,(207) 725-8813
-,-,-,58754,101 maple 4020,Group A,10/31/2022,Bay Haven Lobster Pound,Bay Haven Lobster Pound,101 maple st,4020,ME,,(207) 625-7303
-,-,-,58755,699 forest4103,Group A,10/31/2022,Sun Vietnamese Restaurant,Sun Vietnamese Restaurant,699 forest ave,4103,ME,,(207) 613-9036
-,-,-,58756,97 lisbon 4240,Group A,10/31/2022,BOBA,BOBA,97 lisbon st,4240,ME,,(207) 689-3105,No Interest to talk to sales,"12/7/2023, 3:27 PM"
-,-,-,58757,87 elm st 4843,Group A,10/31/2022,Camden Island,Camden Island,87 elm st suite 104a,4843,ME,,(207) 230-8678,Cannot contact lead,"1/10/2024, 11:23 AM"
-,-,-,58758,449 main s4769,Group A,10/31/2022,Mai Tai restaurant,Mai Tai restaurant,449 main st,4769,ME,,(207) 764-4426
-,-,-,58759,10 balsam 4462,Group A,10/31/2022,Bar B Que House,Bar B Que House,10 balsam dr,4462,ME,,(207) 723-8813
-,-,-,58760,54 centre 4530,Group A,10/31/2022,Red Envelope,Red Envelope,54 centre st,4530,ME,,(207) 389-4170
-,-,-,58761,89 townsen4538,Group A,10/31/2022,Baker's Way,Baker's Way,89 townsend ave,4538,ME,,(207) 633-1119,No Interest to talk to sales,"12/28/2023, 2:59 PM"
-,-,-,58762,53 bay st4901,Group A,10/31/2022,ASIAN CAFE,ASIAN CAFE,53 bay st,4901,ME,,(207) 877-6688
-,-,-,58763,491 us rou4032,Group A,10/31/2022,THAI GARDEN RESTAURANT,THAI GARDEN RESTAURANT,491 us route 1 ste 12,4032,ME,,(207) 865-6005
-,-,-,58764,35 woodlan4105,Group A,10/31/2022,VERANDA THAI CUISINE,VERANDA THAI CUISINE,35 woodlands dr,4105,ME,,(207) 805-1607
-,-,-,58765,44 maine s4011,Group A,10/31/2022,LITTLE SAIGON VIETNAMSE REST,LITTLE SAIGON VIETNAMSE REST,44 maine st,4011,ME,,(207) 725-1888
-,-,-,58766,571 congre4101,Group A,10/31/2022,POM 2007 LLC,POM 2007 LLC,571 congress st,4101,ME,,(207) 772-7999,Cannot contact lead,"3/21/2024, 3:35 PM"
-,-,-,58767,405 main s4756,Group A,10/31/2022,WING HING LUNG INC,WING HING LUNG INC,405 main st,4756,ME,,(207) 728-4181
-,-,-,58768,437 nashua3055,Group A,10/31/2022,Golden Koi,Golden Koi,437 nashua st,3055,NH,,(603) 672-2388
-,-,-,58769,103 nh-1013031,Group A,10/31/2022,PastAmore,PastAmore,103 nh-101a,3031,NH,,(603) 578-9696
-,-,-,58770,363 union 3246,Group A,10/31/2022,Lanna Thai,Lanna Thai,363 union ave,3246,NH,,(603) 524-7222
-,-,-,58771,5 main st3262,Group A,10/31/2022,closed,Rustic River Restaurant,5 main st,3262,NH,,(603) 745-2110
-,-,-,58772,118 main s3431,Group A,10/31/2022,Thai Garden,Thai Garden,118 main st,3431,NH,,(603) 357-4567
-,-,-,58773,43 grove s3458,Group A,10/31/2022,Thai Cafe,Thai Cafe,43 grove st,3458,NH,,(603) 784-5448,No Interest to talk to sales,"4/15/2024, 11:53 AM"
-,-,-,58774,715 main s3570,Group A,10/31/2022,Ms陈,The Dumpling House,715 main st,3570,NH,,(603) 752-2888
-,-,-,58775,400 miracl3766,Group A,10/31/2022,Sam,Bangkok Asian Market & Café,400 miracle mile plaza suit #3,3766,NH,,(603) 678-5179,No Interest to talk to sales,"4/4/2024, 10:55 AM"
-,-,-,58776,697 isling3801,Group A,10/31/2022,Nikki's Banh Mi Shop,Nikki's Banh Mi Shop,697 islington st,3801,NH,,(603) 431-5445
-,-,-,58777,42 third s3820,Group A,10/31/2022,ASIA RESTAURANT,ASIA RESTAURANT - Permanently closed,42 third st,3820,NH,,(603) 742-0040,Contact info incorrect
-,-,-,58778,324 lafaye3842,Group A,10/31/2022,ASIAN WOK EXPRESS,ASIAN WOK EXPRESS,324 lafayette rd,3842,NH,,(603) 929-6688,No Interest to talk to sales,"4/16/2024, 4:38 PM"
-,-,-,58779,2650 brown3103,Group A,10/31/2022,BEIJING CUISINES,BEIJING CUISINES,2650 brown ave,3103,NH,,(603) 668-1238,Contact info incorrect,"12/28/2023, 2:34 PM"
-,-,-,58780,65 nh-273077,Group A,10/31/2022,CHINA ONE,CHINA ONE,65 nh-27,3077,NH,,(603) 895-1222
-,-,-,58781,7 marlboro3465,Group A,10/31/2022,DRAGON PALACE,DRAGON PALACE - Permanently closed,7 marlboro rd,3465,NH,,(603) 242-3898,Contact info incorrect
-,-,-,58782,1178 us-43741,Group A,10/31/2022,GOLDEN MING,GOLDEN MING,1178 us-4,3741,NH,,(603) 523-7979,No Interest to talk to sales,"1/9/2024, 3:54 PM"
-,-,-,58783,501 mammot3053,Group A,10/31/2022,HONG KONG TASTE,HONG KONG TASTE,501 mammoth rd,3053,NH,,(603) 434-8228,Not a decision maker,"3/20/2024, 4:58 PM"
-,-,-,58784,60th main 3561,Group A,10/31/2022,JING FONG,JING FONG,60th main st,3561,NH,,(603) 444-6688,No Interest to talk to sales,"12/28/2023, 2:59 PM"
-,-,-,58785,331 main s3246,Group A,10/31/2022,SHANG HAI RESTAURANT,SHANG HAI RESTAURANT,331 main st,3246,NH,,(603) 524-4100,No Interest to talk to sales,"12/28/2023, 2:59 PM"
-,-,-,58786,1 glen rd 3784,Group A,10/31/2022,MEN AT WOK NH,MEN AT WOK NH,1 glen rd suite 13,3784,NH,,(603) 298-9888
-,-,-,58787,821 iowa s66044,Group A,10/31/2022,Red Pepper Chinese Restaurant,Red Pepper Chinese Restaurant,821 iowa st,66044,KS,,(785) 832-1288,Cannot contact lead,"9/22/2023, 4:14 PM"
-,-,-,58788,1500 w 6th66044,Group A,10/31/2022,Szechuan House & Cajun Seafood,Szechuan House & Cajun Seafood,1500 w 6th st,66044,KS,,(785) 551-7418,Contact info incorrect
-,-,-,58789,1601 w 23r66046,Group A,10/31/2022,King Buffet,King Buffet,1601 w 23rd st,66046,KS,,(785) 749-4888,Cannot contact lead,"3/12/2024, 12:51 PM"
-,-,-,58790,12 old sta3220,Group A,10/31/2022,New Hong Kong Buffet,New Hong Kong Buffet,12 old state rd unit 3,3220,NH,,(603) 528-2188
-,-,-,58791,235 main s3276,Group A,10/31/2022,One Million Dragon Restaurant,One Million Dragon Restaurant,235 main st unit 3,3276,NH,,(603) 286-9935,No Interest to talk to sales,"12/28/2023, 2:59 PM"
-,-,-,58792,15 village3303,Group A,10/31/2022,Asian Taste,Asian Taste,15 village st ste 5b,3303,NH,,(603) 753-8855,Contact info incorrect,"12/28/2023, 2:34 PM"
-,-,-,58793,9532 1813866061,Group A,10/31/2022,Asian Pearl Restaurant,Asian Pearl Restaurant,9532 18138 w 119th st,66061,KS,,(913) 541-8885
-,-,-,58794,918 old 5666061,Group A,10/31/2022,Hong Kong Star Restaurant,Hong Kong Star Restaurant,918 old 56 highway,66061,KS,,(913) 829-9898
-,-,-,58795,10700 stoc93311,Group A,10/31/2022,P.F. Chang's,P.F. Chang's,10700 stockdale hwy,93311,CA
-,-,-,58796,7320 el ca93422,Group A,10/31/2022,Thai Elephant Restaurant,Thai Elephant Restaurant,7320 el camino real,93422,CA
-,-,-,58797,7965 el ca93422,Group A,10/31/2022,Gogo Thai,Gogo Thai,7965 el camino real,93422,CA
-,-,-,58798,920 n i st93436,Group A,10/31/2022,Thai Cuisine,Thai Cuisine,920 n i st,93436,CA,,,Cannot contact lead,"1/4/2024, 11:56 AM"
-,-,-,58799,8126 calif93505,Group A,10/31/2022,Green Tea Garden,Green Tea Garden,8126 california city blvd,93505,CA
-,-,-,58800,891-a isla94502,Group A,10/31/2022,China Villa Restaurant,China Villa Restaurant,891-a island dr,94502,CA,,,No Interest to talk to sales,"12/28/2023, 2:59 PM"
-,-,-,58801,703 airpor93514,Group A,10/31/2022,Thai Thai Restaurant,Thai Thai Restaurant,"703 airport road enter on leftside of building next to ""baggage claim",93514,CA
-,-,-,58802,760 tucker93561,Group A,10/31/2022,King of Siam Thai Restaurant,King of Siam Thai Restaurant,760 tucker rd # b,93561,CA
-,-,-,58803,44759 sier93534,Group A,10/31/2022,The Thai Restaurant,The Thai Restaurant,44759 sierra hwy,93534,CA
-,-,-,58804,43757 15th93534,Group A,10/31/2022,Spicy Thai,Spicy Thai,43757 15th st w,93534,CA
-,-,-,58805,7894 n bla93720,Group A,10/31/2022,P.F. Chang's,P.F. Chang's,7894 n blackstone ave,93720,CA
-,-,-,58806,sherwood g93906,Group A,10/31/2022,Mandarin Garden Chinese Restaurant,Mandarin Garden Chinese Restaurant,sherwood gardens shopping center 925 n main st,93906,CA
-,-,-,58807,mission be93921,Group A,10/31/2022,Tommy's Wok,Tommy's Wok,mission between ocean & 7th,93921,CA
-,-,-,58808,santa luci93927,Group A,10/31/2022,Peking Express,Peking Express,santa lucia square shopping center 606 walnut ave,93927,CA,,(831) 674-2636
-,-,-,58809,663 lighth93950,Group A,10/31/2022,Pacific Thai Cuisine,Pacific Thai Cuisine,663 lighthouse ave,93950,CA
-,-,-,58810,105 w 25th94403,Group A,10/31/2022,Spicy Empire,Spicy Empire,105 w 25th ave,94403,CA
-,-,-,58811,545 san an94040,Group A,10/31/2022,Dong Lai Shun,Dong Lai Shun,545 san antonio rd #32,94040,CA
-,-,-,58812,108a n ren94043,Group A,10/31/2022,Dumpling Garden,Dumpling Garden,108a n rengstorff ave,94043,CA
-,-,-,58813,390 w el c94087,Group A,10/31/2022,P.F. Chang's,P.F. Chang's,390 w el camino real,94087,CA
-,-,-,58814,900 stanfo94304,Group A,10/31/2022,P.F. Chang's,P.F. Chang's,900 stanford shopping center bldg w,94304,CA
-,-,-,58815,460 ramona94301,Group A,10/31/2022,Permanently closed,garden fresh Palo Alto,460 ramona st,94301,CA,,(650) 462-9298
-,-,-,58816,445 emerso94301,Group A,10/31/2022,Burma Ruby Burmese Cuisine,Burma Ruby Burmese Cuisine,445 emerson st,94301,CA
-,-,-,58817,3950 middl94303,Group A,10/31/2022,Green Elephant Gourmet,Green Elephant Gourmet,3950 middlefield rd,94303,CA,,(650) 494-7391,No Interest to talk to sales,"3/29/2024, 1:16 PM"
-,-,-,58818,637 laurel94070,Group A,10/31/2022,Siamese Kitchen,Siamese Kitchen,637 laurel st,94070,CA,,(650) 592-3277
-,-,-,58819,927 e arqu94085,Group A,10/31/2022,Jin Jin Gourmet,Jin Jin Gourmet,927 e arques ave #131,94085,CA,,,Cannot contact lead,"1/3/2024, 1:40 PM"
-,-,-,58820,760 clay s94108,Group A,10/31/2022,Oriental Pearl Restaurant,Oriental Pearl Restaurant,760 clay st,94108,CA
-,-,-,58821,1 pagoda p94108,Group A,10/31/2022,Hang Ah Tea Room,Hang Ah Tea Room,1 pagoda pl,94108,CA
-,-,-,58822,3914 judah94122,Group A,10/31/2022,Permanently closed,Mr. Dragon,3914 judah st,94122,CA,,(415) 702-9935
-,-,-,58823,369 califo94306,Group A,10/31/2022,Lazy Susan,Lazy Susan,369 california ave,94306,CA,,(415) 992-8206
-,-,-,58824,543 emerso94301,Group A,10/31/2022,Thaiphoon Restaurant,Thaiphoon Restaurant,543 emerson st,94301,CA
-,-,-,58825,825 webste94607,Group A,10/31/2022,Golden Peacock,Golden Peacock,825 webster st,94607,CA,,(510) 763-0338
-,-,-,58826,105c town 94526,Group A,10/31/2022,Leo's Chinese Restaurant,Leo's Chinese Restaurant,105c town and country dr,94526,CA
-,-,-,58827,r25 lone t94513,Group A,10/31/2022,Pa Pa Chen,Pa Pa Chen,r25 lone tree wy,94513,CA
-,-,-,58828,4743 clayt94521,Group A,10/31/2022,Koon Thai Kitchen,Koon Thai Kitchen,4743 clayton rd suite1,94521,CA
-,-,-,58829,10140 ca-194530,Group A,10/31/2022,HK Home Kitchen,HK Home Kitchen,10140 ca-123,94530,CA
-,-,-,58830,47966 warm94539,Group A,10/31/2022,Ho Chow Restaurant,Ho Chow Restaurant,47966 warm springs blvd,94539,CA
-,-,-,58831,university94542,Group A,10/31/2022,CHINA BEST RESTAURANT,CHINA BEST RESTAURANT,university plaza 26775 hayward blvd,94542,CA,,(510) 728-1113
-,-,-,58832,961 bluebe94551,Group A,10/31/2022,Sai's Vietnamese Restaurant,Sai's Vietnamese Restaurant,961 bluebell dr,94551,CA
-,-,-,58833,1 cumberla4092,Group A,10/31/2022,BAMBOO BISTRO,BAMBOO BISTRO,1 cumberland st,4092,ME,,(207) 591-5444
-,-,-,58834,921 congre4102,Group A,10/31/2022,SAENG THAI HOUSE RESTAURANT,SAENG THAI HOUSE RESTAURANT,921 congress st,4102,ME,,(207) 780-0900,No Interest to talk to sales,"1/4/2024, 2:02 PM"
-,-,-,58835,1041 maine4087,Group A,10/31/2022,ASIAN TASTE,ASIAN TASTE,1041 maine street us-202,4087,ME,,(207) 247-1558
-,-,-,58836,123 frankl4401,Group A,10/31/2022,ASIAN GARDEN,ASIAN GARDEN,123 franklin st,4401,ME,,(207) 942-2704
-,-,-,58837,753 stillw4401,Group A,10/31/2022,HAPPY CHINA BUFFET,HAPPY CHINA BUFFET,753 stillwater ave,4401,ME,,(207) 990-6688,No Interest to talk to sales,"3/12/2024, 12:59 PM"
-,-,-,58838,435 us-1 s3904,Group A,10/31/2022,CHUN PING LAU,CHUN PING LAU,435 us-1 suite 4,3904,ME,,(207) 439-5483
-,-,-,58839,721 minot 4210,Group A,10/31/2022,Hunan House Restaurant,Hunan House Restaurant,721 minot ave,4210,ME,,(207) 784-5011,No Interest to talk to sales,"2/15/2024, 12:28 PM"
-,-,-,58840,1209 w pet73005,Group A,10/31/2022,Mei's Chinese Buffet,Mei's Chinese Buffet,1209 w petree rd,73005,OK,,(405) 247-3388
-,-,-,58841,6812 north73132,Group A,10/31/2022,Hunan Wok,Hunan Wok,6812 northwest expy,73132,OK,,(405) 722-8996,No Interest to talk to sales,"2/20/2024, 3:26 PM"
-,-,-,58842,6929 north73132,Group A,10/31/2022,PhởEver,PhởEver,6929 northwest expy,73132,OK,,(405) 470-1888
-,-,-,58843,813 vetera73010,Group A,10/31/2022,China House,China House,813 veterans memorial hwy,73010,OK,,(405) 485-4788,Cannot contact lead,"3/14/2024, 1:38 PM"
-,-,-,58844,1313 musko74464,Group A,10/31/2022,Asian Star,Asian Star,1313 muskogee ave,74464,OK,,(918) 431-0800,No Interest to talk to sales,"3/12/2024, 1:00 PM"
-,-,-,58845,164243 s b73055,Group A,10/31/2022,Great Wall,Great Wall,164243 s broadway st,73055,OK,,(580) 658-9955
-,-,-,58846,1135 nw 2573106,Group A,10/31/2022,Cafe Oasis,Cafe Oasis,1135 nw 25th st,73106,OK,,(405) 528-5700
-,-,-,58847,6501 n may73116,Group A,10/31/2022,Red Dragon Express,Red Dragon Express,6501 n may ave,73116,OK,,(405) 252-8765
-,-,-,58848,1001 e 10073942,Group A,10/31/2022,Taste of China,Taste of China,1001 e 1001 us-54,73942,OK,,(580) 468-3993,No Interest to talk to sales,"10/24/2023, 4:08 PM"
-,-,-,58849,7021 memor74133,Group A,10/31/2022,Chinese Gourmet Express,Chinese Gourmet Express,7021 memorial dr,74133,OK,,(918) 250-8222
-,-,-,58850,723 n aspe74012,Group A,10/31/2022,Trang Le Restaurant,Trang Le Restaurant,723 n aspen ave,74012,OK,,(918) 994-7676
-,-,-,58851,8526 n 12974055,Group A,10/31/2022,Season's Express,Season's Express,8526 n 129th e ave,74055,OK,,(918) 272-8891
-,-,-,58852,608 e 3rd 74120,Group A,10/31/2022,Ghost Dragon Express,Ghost Dragon Express,608 e 3rd st,74120,OK,,(918) 584-6050,Cannot contact lead,"3/12/2024, 12:51 PM"
-,-,-,58853,945 sw 15873170,Group A,10/31/2022,HONG KONG CHINESE RESTAURANT,HONG KONG CHINESE RESTAURANT,945 sw 158th st,73170,OK,,(405) 759-7717
-,-,-,58854,1306 nw sh73505,Group A,10/31/2022,THAI BISTRO OF LAWTON,THAI BISTRO OF LAWTON,1306 nw sheridan rd,73505,OK,,(580) 699-7687
-,-,-,58855,1298 n hil74820,Group A,10/31/2022,ASAHI INC,ASAHI INC,1298 n hills ctr,74820,OK,,(580) 310-9596
-,-,-,58856,1232 e ken74012,Group A,10/31/2022,AMAZING THAI CUSINE,AMAZING THAI CUSINE,1232 e kenosha st,74012,OK,,(918) 258-8424,Cannot contact lead,"3/12/2024, 12:51 PM"
-,-,-,58857,6746 s mem74133,Group A,10/31/2022,HU HOT,HU HOT,6746 s memorial dr ste b,74133,OK,,(918) 459-5346
