State Group,datediff_rejected_date,datediff_created_date,Create Date,Last Name,Company / Account,Street,Zip/Postal Code,State/Province (text only),Mobile - Primary,Business Phone,Lead Owner,Assigned SDR,Lead Status,Rejected Reason,Rejected Time,Created By,Unqualified Reason,Lead Stage
Group B,,584,2022-10-31T04:00:00Z,陈,CHINA MAX,11201 BASS PRO DR,72209,AR,,(501) 313-5583,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,GREAT CHINA CHINESE RESTAURANT,GREAT CHINA CHINESE RESTAURANT,2416 S 77 SUNSHINE STRIP,78550,TX,,(956) 423-8885,Marketing Nurture Queue,Kristen Chai,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,ASIA BUFFET,ASIA BUFFET,11121 N RODNEY PARHAM RD #27B,72212,AR,,(501) 508-5999,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,AUGUST MOON CHINESE RESTAURANT,AUGUST MOON CHINESE RESTAURANT,108 GARLAND AVE,72390,AR,,(870) 572-5523,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,KUNG FU EGG ROLL,KUNG FU EGG ROLL,101 S BROADWAY ST,72761,AR,,(479) 228-3163,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,NEW CHINA,NEW CHINA,3035 3RD AVE,10455,NY,,(718) 292-3309,Marketing Nurture Queue,Raymond Chong,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,LIN BUFFET,LIN BUFFET,227 E MAIN ST,72927,AR,,(479) 675-8811,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,CHINA CITY,CHINA CITY,5121 TOWSON AVE,72901,AR,,(479) 648-8698,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,WO HOP KITCHEN,WO HOP KITCHEN,3150 FULTON ST,11208,NY,,(718) 235-7955,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,GREAT WALL CHINESE RESTAURANT,GREAT WALL CHINESE RESTAURANT,1429 E COURT ST,78155,TX,,(830) 401-4885,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,CHINA GARDEN,CHINA GARDEN,7203 SHERIDAN RD STE N,71602,AR,,(870) 247-4977,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,GREAT WALL EXPRESS,GREAT WALL EXPRESS,4500 E PALM VALLEY BLVD,78665,TX,,(512) 990-0411,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,陈,CHINA KITCHEN,2318 W 28TH AVE,71603,AR,(917) 858-8052,(870) 850-6733,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,NO.1,NO.1,106-14 NORTHERN BLVD,11368,NY,,(718) 478-1817,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,H S CHINESE RESTAURANT,H S CHINESE RESTAURANT,15222 WEST RD,77095,TX,,(281) 859-6616,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,陈,CHINA TOWN,2801 South Olive Street,71603,AR,,(870) 536-2828,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,PANDA HOUSE,PANDA HOUSE,122 OLD COUNTRY RD,11501,NY,,(516) 873-8300,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,HANA JAPANESE AND CHINESE CUISINE,HANA JAPANESE AND CHINESE CUISINE,6210 B STATE HWY 6 S,77459,TX,,(832) 539-6164,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,BAMBOO,BAMBOO,707 US-65,71639,AR,,(870) 382-1008,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,HOUSE OF LEE RESTAURANT,HOUSE OF LEE RESTAURANT,125 US-65,71639,AR,,(870) 382-2388,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,DAVID CHEN,DAVID CHEN,85 OLD MT KISCO RD,10504,NY,,(914) 273-6767,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,HAPPY DRAGON,HAPPY DRAGON,1671 INTERSTATE 35 FRONTAGE RD STE 311,78130,TX,,(830) 609-9709,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,LUCKY GARDEN CHINESE RESTAURANT,LUCKY GARDEN CHINESE RESTAURANT,905 US-65,71654,AR,,(870) 222-5687,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,CHINA DELIGHT,CHINA DELIGHT,21882 HEMPSTEAD AVE,11429,NY,,(718) 479-3030,Marketing Nurture Queue,Sandra Kan,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,Wok 'N Roll Old Town Sports Chinese Sushi,Wok 'N Roll Old Town Sports Chinese Sushi,4412 N Miller Rd,85251,AZ,,(480) 427-2526,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,FORTUNE COOKIE,FORTUNE COOKIE,139 N PARK DR,71655,AR,,(870) 367-1979,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,黄老板娘,HAPPY GUY CHINESE CUISINE,8373 CULEBRA RD,78251,TX,,(713) 988-3288,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,EAST PALACE,EAST PALACE,819 2ND AVE,10017,NY,,(212) 949-7708,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,HAPPY LAMP,HAPPY LAMP,9619 HILLCROFT ST,77096,TX,,(713) 721-7150,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,Reign of Thai,Reign of Thai,12032 N Cave Creek Rd,85020,AZ,,(602) 328-9000,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,CHINESE PANDA,CHINESE PANDA,509 N HERVEY ST,71801,AR,,(870) 722-2888,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,GOLDEN GARDEN CHINESE RESTAURANT,GOLDEN GARDEN CHINESE RESTAURANT,37 COLLEGE PLAZA,11784,NY,,(631) 698-8766,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,CHINA BUFFET,CHINA BUFFET,15 SOUTHPARK SHOPPING CTR,71852,AR,,(870) 845-3730,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,HIN'S GARDEN,HIN'S GARDEN,4582 KINGWOOD DR,77345,TX,,(281) 360-3388,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,LEE'S CHINESE FAST FOOD,LEE'S CHINESE FAST FOOD,3604 N STATE LINE AVE,71854,AR,,(870) 774-0868,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,HO HO KITCHEN,HO HO KITCHEN,111 S BOWEN RD,76012,TX,,(817) 861-3263,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,GREAT WALL BUFFET,GREAT WALL BUFFET,4419 AR-7,71909,AR,,(501) 984-6162,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,HO SAI GAI,HO SAI GAI,544 WILLETT AVE,10573,NY,,(914) 937-8337,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,HOMETOWN CAFE,HOMETOWN CAFE,310 TERRACE DR,75081,TX,,(469) 904-8485,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,张,HUNAN PALACE CHINESE CUISINE,4737 CENTRAL AVE,71913,AR,(626) 782-8857,(501) 525-3344,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,NEW GOLD DRAGON,NEW GOLD DRAGON,1078 BOSTON RD,10456,NY,,(718) 860-9888,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,HOMETOWN CHINESE RESTAURANT,HOMETOWN CHINESE RESTAURANT,3105 TEXAS AVE,77802,TX,,(979) 779-8885,Marketing Nurture Queue,Bryan Sim,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,Phở Bowl Vietnamese Cuisine | 75th,Phở Bowl Vietnamese Cuisine | 75th,1820 N 75th Ave #108,85035,AZ,,(623) 235-6311,Marketing Nurture Queue,Joe Yee Wong,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,WOK EXPRESS,WOK EXPRESS,1418 ALBERT PIKE RD,71913,AR,,(501) 623-4932,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,NEW GREAT DRAGON,NEW GREAT DRAGON,22412 LINDEN BLVD,11411,NY,,(718) 723-0831,Marketing Nurture Queue,Jimmy Min Kong,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,HONG KONG CHINESE RESTAURANT,HONG KONG CHINESE RESTAURANT,4334 FARM TO MARKET 2920 #10,77388,TX,,(281) 528-9288,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,Lucky Buddha,Lucky Buddha,14270 W Indian School Rd c1,85395,AZ,,(623) 535-8387,Marketing Nurture Queue,Joe Yee Wong,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,GOLDEN WOK,GOLDEN WOK,2809 PINE ST,71923,AR,,(870) 230-1838,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,HONG KONG EXPRESS,HONG KONG EXPRESS,6201 S PADRE ISLAND DR,78412,TX,,(361) 929-5005,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,Asian Corner Cafe,Asian Corner Cafe,1940 W Chandler Blvd Suite #1,85224,AZ,,(480) 899-9967,Marketing Nurture Queue,Joe Yee Wong,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,HONG KONG EXPRESS,HONG KONG EXPRESS,6501 DALROCK RD #116,75089,TX,,(972) 412-1783,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,China Ink,China Ink,40975 N Ironwood Rd b112,85140,AZ,,(480) 888-1991,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,NEW CHINA CHINESE RESTAURANT,NEW CHINA CHINESE RESTAURANT,601 US-71,71953,AR,,(479) 394-5534,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,NUMBER 1 CHINESE RESTAURANT,NUMBER 1 CHINESE RESTAURANT,29 E PARK AVE,11561,NY,,(516) 432-2828,Marketing Nurture Queue,Ee Lin Goh,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,HONG KONG EXPRESS,HONG KONG EXPRESS,501 FARM TO MARKET 548,75126,TX,,(972) 552-3988,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,Lotus Garden Chinese Cuisine,Lotus Garden Chinese Cuisine,439 S Ellsworth Rd,85208,AZ,,(480) 357-2720,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,朱,CHINA BUFFET,1703 W DEWITT HENRY DR,72012,AR,,(501) 882-0688,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,HONG KONG HARBOR,HONG KONG HARBOR,8230 MARBACH RD,78227,TX,,(210) 645-6362,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,Lin's Grand Buffet - Mesa,Lin's Grand Buffet - Mesa,1215 S Ellsworth Rd,85209,AZ,,(480) 466-7011,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,张,BUFFET CITY,1528 MILITARY RD,72015,AR,,(501) 776-9888,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,NUMBER ONE | CHINESE RESTAURANT,NUMBER ONE | CHINESE RESTAURANT,120 WESTCHESTER AVE,10573,NY,,(914) 937-8465,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,Asian City,Asian City,8490 S Power Rd #105,85297,AZ,,(480) 638-9828,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,Mr陈,NEW CHINA RESTAURANT,1401 PINECREST ST,72021,AR,,(870) 734-1889,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,PEKING,PEKING,9111 SPRINGFIELD BLVD,11428,NY,,(718) 468-8888,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,HONG KONG PALACE,HONG KONG PALACE,301 FM351,78102,TX,,(361) 358-2861,Marketing Nurture Queue,Raymond Chong,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,Grain River Asian Bistro,Grain River Asian Bistro,12985 N Oracle Rd # 125,85739,AZ,,(520) 818-1555,Marketing Nurture Queue,Joe Yee Wong,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,CHINESE ON THE GO,CHINESE ON THE GO,107 ROYA LN,72022,AR,,(501) 847-8180,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,HONG KONG RESTAURANT,HONG KONG RESTAURANT,9055 GARLAND RD,75218,TX,,(214) 328-2320,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,CHINA BUFFET,CHINA BUFFET,906 S PINE ST # 12,72023,AR,,(501) 843-9980,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,HONG KONG RESTAURANT,HONG KONG RESTAURANT,225 N COLUMBIA DR,77486,TX,,(979) 345-3033,Marketing Nurture Queue,Jimmy Min Kong,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,Wok On,Wok On,1127 1920 W Broadway Rd #103,85202,AZ,,(480) 245-6683,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,DRAGON EXPRESS,DRAGON EXPRESS,11605 AR-5,72023,AR,,(501) 983-1409,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,GOLDEN PALACE,GOLDEN PALACE,3266 BROAD ST,12974,NY,,(518) 546-7950,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,HONG KONG'S CAFE,HONG KONG'S CAFE,1632 S MASON RD,77450,TX,,(281) 392-8880,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,Kwan's Sampan Restaurant,Kwan's Sampan Restaurant,1927 N Gilbert Rd,85203,AZ,,(480) 969-6958,Marketing Nurture Queue,Joe Yee Wong,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,CHINA TOWN,CHINA TOWN,201 SKYLINE DRIVE # 26 # 26,72032,AR,,(501) 450-9090,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,HONG KONG JADE BUFFET,HONG KONG JADE BUFFET,1 PLATTSBURGH PLAZA,12901,NY,,(518) 561-6688,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,HOT WOK CAFE,HOT WOK CAFE,2763 E ELDORADO PKWY,75068,TX,,(972) 292-1139,Marketing Nurture Queue,Jimmy Min Kong,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,JADE CHINA,JADE CHINA,559 HARKRIDER ST,72032,AR,,(501) 329-5121,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,LUCKY LEE'S,LUCKY LEE'S,"67 UNIVERSITY PLACE BETWEEN, 10TH/11TH STREET,",10003,NY,,(646) 779-7179,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,HOUSE OF CHINA CHINESE RESTAURANT,HOUSE OF CHINA CHINESE RESTAURANT,5630 W. LOOP 1604 N. SUITE 102,78251,TX,,(210) 509-7888,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,Szechwan Noodle,Szechwan Noodle,3330 S Price Rd,85282,AZ,,(480) 777-3588,Marketing Nurture Queue,Hup Seng Tiew,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,PANDA WOK,PANDA WOK,2625 DONAGHEY AVE,72032,AR,,(501) 329-8889,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,HOUSE OF CHINA: NORTH,HOUSE OF CHINA: NORTH,4008 N 10TH ST,78504,TX,,(956) 631-0188,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,THAI KITCHEN,THAI KITCHEN,10720 E Southern Ave #106,85209,AZ,,(480) 939-2118,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,RONG CHINESE RESTAURANT,RONG CHINESE RESTAURANT,126 HARKRIDER ST #6623,72032,AR,,(501) 358-6388,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,NO-1,NO-1,8648 NY-22,12832,NY,,(518) 642-3281,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,HOUSE OF JOY CHINESE RESTAURANT,HOUSE OF JOY CHINESE RESTAURANT,8407 BANDERA RD # 129,78250,TX,,(210) 521-4551,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,Chang's Kitchen,Chang's Kitchen,910 N Alma School Rd,85224,AZ,,(480) 821-2888,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,林,JINWEI,2235 DAVE WARD DR #106,72034,AR,,(501) 504-2014,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,TASTE OF CHINA,TASTE OF CHINA,7801 13TH AVE,11228,NY,,(718) 256-0101,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,HS CAFE,HS CAFE,6191 HWY BLVD,77494,TX,,(281) 391-5568,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,王,New Asian Fusion,2100 S Gilbert Rd #10,85286,AZ,,(480) 899-1889,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,ORIENTAL KITCHEN RESTAURANT,ORIENTAL KITCHEN RESTAURANT,1000 MORNINGSIDE DR,72034,AR,,(501) 328-3255,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,FEI MA,FEI MA,79 AVENUE A,10009,NY,,(212) 673-3300,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,HUNAM GARDEN,HUNAM GARDEN,3930 LOUETTA RD,77388,TX,,(281) 288-6288,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,Phở Chandler,Phở Chandler,"4055 S Arizona Ave #8,",85248,AZ,,(480) 895-9090,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,DRAGON GARDEN,DRAGON GARDEN,106 COURT SQUARE,72042,AR,,(870) 946-0203,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,GOLDEN STAR,GOLDEN STAR,1229 SUNRISE HWY,11706,NY,,(631) 665-5503,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,HUNAN,HUNAN,4516 MAPLEWOOD AVE,76308,TX,,(940) 691-8999,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,Rice Garden,Rice Garden,8035 E Indian School Rd,85251,AZ,,(480) 990-8801,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,CHEF'S WOK RESTAURANT,CHEF'S WOK RESTAURANT,20790 ARCH STREET PIKE,72065,AR,,(501) 261-7889,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,HUNAN,HUNAN,1201 S GREGG ST,79720,TX,,(432) 267-4509,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,La's Thai Cuisine,La's Thai Cuisine,1495 N Hayden Rd,85257,AZ,,(480) 990-0388,Marketing Nurture Queue,Joe Yee Wong,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,CHINA WOK,CHINA WOK,2106 N 1ST ST,72076,AR,,(501) 982-9688,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,PANDA HOUSE,PANDA HOUSE,942 ATLANTIC AVE,11510,NY,,(516) 223-5858,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,HUNAN EXPRESS,HUNAN EXPRESS,5502 EVERHART RD,78411,TX,,(361) 992-6666,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,La's Thai Cuisine,La's Thai Cuisine,15050 N Northsight Blvd #107,85260,AZ,,(480) 659-4008,Marketing Nurture Queue,Joe Yee Wong,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,PANDA HOUSE,PANDA HOUSE,123 FRONT ST SW,72086,AR,,(501) 676-0966,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,HUNAN EXPRESS,HUNAN EXPRESS,5997 WILLIAMS DR,78412,TX,,(361) 992-2222,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,CHOP STICKS CHINESE BUFFET,CHOP STICKS CHINESE BUFFET,1618 E HARDING ST,72110,AR,,(501) 354-8200,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,CHINA KING,CHINA KING,248 N CENTRAL AVE,11580,NY,,(516) 872-2288,Marketing Nurture Queue,Kristen Chai,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,HUNAN GARDEN,HUNAN GARDEN,2580 FONDREN RD,77063,TX,,(713) 974-4470,Marketing Nurture Queue,Sean Chan,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,CHINA STAR,CHINA STAR,2400 MALCOLM AVE,72112,AR,,(870) 217-0661,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,GOOD FRIENDS CHINESE RESTAURANT,GOOD FRIENDS CHINESE RESTAURANT,270 A TOMPKINS AVE,11216,NY,,(718) 857-5364,Marketing Nurture Queue,Kelvin Teh,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,HUNAN GARDEN RESTAURANT,HUNAN GARDEN RESTAURANT,4331 KINGWOOD DR,77339,TX,,(281) 360-2668,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,Siam Thai Cuisine,Siam Thai Cuisine,5008 W Northern Ave,85301,AZ,,(623) 931-2102,Marketing Nurture Queue,Bryan Sim,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,HUNAN RESTAURANT,HUNAN RESTAURANT,112 N HARWOOD ST,72112,AR,,(870) 523-4600,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,HONG KONG CHINESE FOOD,HONG KONG CHINESE FOOD,27 BROOKVALE AVE,11704,NY,,(631) 321-5300,Marketing Nurture Queue,Kelvin Teh,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,HUNAN GARDEN RESTAURANT,HUNAN GARDEN RESTAURANT,4601 AVENUE H #7,77471,TX,,(281) 342-7279,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,Zheng's Chinese Kitchen,Zheng's Chinese Kitchen,960 S Sarival Ave #116,85338,AZ,,(623) 217-2811,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,CHINA TASTE (NEAR MAUMELLE),CHINA TASTE (NEAR MAUMELLE),13120 CRYSTAL HILL RD SUITE H,72113,AR,,(501) 812-0055,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,MR CHEN,MR CHEN,5905 MYRTLE AVE,11385,NY,(718) 417-8332,,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group B,,584,2022-10-31T04:00:00Z,NEW ASIAN,NEW ASIAN,11699 MAUMELLE BLVD,72113,AR,,(501) 753-9888,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
