State Group,datediff_rejected_date,datediff_created_date,Create Date,Last Name,Company / Account,Street,Zip/Postal Code,State/Province (text only),Mobile - Primary,Business Phone,Lead Owner,Assigned SDR,Lead Status,Rejected Reason,Rejected Time,Created By,Unqualified Reason,Lead Stage
Group A,,584,2022-10-31T04:00:00Z,ASIA STAR CAFE,ASIA STAR CAFE,4060 ASBURY AVE,7753,NJ,,(732) 922-1119,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,O Fine Japanese Cuisine Irvine,O Fine Japanese Cuisine Irvine,6731 Quail Hill Pkwy,92603,CA,,(949) 748-1896,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Yen Sushi Restaurant,Yen Sushi Restaurant,5365 Alton Pkwy Ste B1,92604,CA,,(949) 551-3599,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,HO HO KITCHEN,HO HO KITCHEN,434 COUNTY RD 513,7830,NJ,,(908) 832-7598,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Unknown,HUNAN TASTE,67 BLOOMFIELD AVE,7834,NJ,,(973) 625-2782,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Tokyo Table Irvine Jamboree,Tokyo Table Irvine Jamboree,2710 Alton Pkwy Ste 101,92606,CA,,(949) 263-0000,Marketing Nurture Queue,Stephenie Teo,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,HO HO V,HO HO V,27 HAMPTON HOUSE RD,7860,NJ,,(973) 383-3381,Marketing Nurture Queue,Kelvin Teh,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Haidilao,Haidilao,2710 Alton Pkwy Ste 215,92606,CA,,(949) 566-1766,Marketing Nurture Queue,Stephenie Teo,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,CHUN BO RESTAURANT,CHUN BO RESTAURANT,66 SPARTA AVE,7860,NJ,,(973) 579-2000,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,HUNAN WOK,HUNAN WOK,388 E Washington Ave,7882,NJ,,(908) 689-8555,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Sushi & Roll,Sushi & Roll,27620 Margrate Parkway,92610,CA,,(949) 481-4800,Marketing Nurture Queue,Jimmy Min Kong,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,LING LING,LING LING,665 MARTINSVILLE RD #115,7920,NJ,,(908) 580-9588,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Fukada Restaurant,Fukada Restaurant,8683 Irvine Center Dr,92618,CA,,(949) 341-0111,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Maki Yaki 19,Maki Yaki 19,1093 Baker St Ste B,92626,CA,,(714) 966-2099,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Niko Niko Sushi,Niko Niko Sushi,2300 Harbor Blvd Ste N5,92626,CA,,(949) 645-3375,Marketing Nurture Queue,Sandra Kan,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,BILL & HARRY'S,BILL & HARRY'S,319 NJ-10,7936,NJ,,(973) 887-6001,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,MR. CHU,MR. CHU,44 NJ-10,7936,NJ,,(973) 887-7555,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,FOUR SEASONS,FOUR SEASONS,827 COOPER LANDING RD,8002,NJ,,(856) 482-1228,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Sakanaya,Sakanaya,688 Baker St Ste 7,92626,CA,,(714) 979-2755,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Ikko Japanese Restaurant,Ikko Japanese Restaurant,735 Baker St Ste C,92626,CA,,(714) 556-7822,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,SHANGRI-LA,SHANGRI-LA,100 SPRINGDALE RD B-11,8003,NJ,,(856) 428-5866,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,147,584,2022-10-31T04:00:00Z,Kevin董,Temaki Sushi Bar,19 S Olive St,19063,PA,(215) 667-3205,(610) 566-5363,Marketing Nurture Queue,,SDR Complete,,2024-01-10T21:37:00Z,Apps Associates,,Dead
Group A,51,584,2022-10-31T04:00:00Z,陈老板,Sushi Yama,572 W Main St,19709,DE,(718) 685-6656,(302) 376-8680,Marketing Nurture Queue,Stephenie Teo,SDR Working,,2024-04-15T16:51:00Z,Apps Associates,,WeChat Nurturing
Group A,,584,2022-10-31T04:00:00Z,郑,CHINA KING,912 W BAY AVE #190,8005,NJ,,(609) 698-8886,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Newport Rib Co,Newport Rib Co,2196 Harbor Blvd,92627,CA,,(949) 631-2110,Marketing Nurture Queue,Xue Ni Chu,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,HUNAN EAST,HUNAN EAST,4890 NJ-42,8012,NJ,,(856) 227-3399,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Sushi Sho Japanese Restaurant,Sushi Sho Japanese Restaurant,2263 Fairview Rd Ste J,92627,CA,,(949) 645-5502,Marketing Nurture Queue,Jimmy Min Kong,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Sushi Shibucho,Sushi Shibucho,590 W 19th St,92627,CA,,(949) 642-2677,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,CHINA HOUSE,CHINA HOUSE,2526 Mount Holly Rd,8016,NJ,,(609) 239-9889,Marketing Nurture Queue,Sean Chan,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Maki Yaki Japanese Restaurant,Maki Yaki Japanese Restaurant,34119 Pacific Coast Hwy Ste C,92629,CA,,(949) 234-1235,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Gen Kai Japanese Restaurant,Gen Kai Japanese Restaurant,34143 Pacific Coast Hwy,92629,CA,,(949) 240-2004,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,DRAGON NEST,DRAGON NEST,185 W COHAWKIN RD,8020,NJ,,(856) 423-4509,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Peking Dragon Restaurant,Peking Dragon Restaurant,34171 Pacific Coast Hwy,92629,CA,,(949) 493-9499,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Yogi's Grill,Yogi's Grill,22331 El Toro Rd Ste B,92630,CA,,(949) 855-9000,Marketing Nurture Queue,Raymond Chong,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,BAMBOO EASTERN FUSION,BAMBOO EASTERN FUSION,2001 College Drive,8021,NJ,,(856) 627-7655,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,HUNAN RESTAURANT,HUNAN RESTAURANT,7411 GOODMAN RD,38654,MS,,(662) 893-3688,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Sushi Yaki,Sushi Yaki,22851 Lake Forest Dr Ste A,92630,CA,,(949) 837-1778,Marketing Nurture Queue,Jimmy Min Kong,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Minato Sushi,Minato Sushi,23505 El Toro Rd,92630,CA,,(949) 472-4547,Marketing Nurture Queue,Bryan Sim,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,PEKING RESTAURANT,PEKING RESTAURANT,71 LAKEVIEW DR S,8026,NJ,,(856) 309-2626,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Toyo Japanese Sushi Bar & Hibachi,Toyo Japanese Sushi Bar & Hibachi,2305 Jackson Ave W Ste 207,38655,MS,,(662) 232-8668,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Hikari Sushi,Hikari Sushi,24531 Trabuco Rd Ste B,92630,CA,,(949) 859-2336,Marketing Nurture Queue,Joe Yee Wong,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Yamato Sushi & Steakhouse of Senatobia,Yamato Sushi & Steakhouse of Senatobia,130 North Panola Street,38668,MS,,(662) 301-1478,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Fuji Japenesse Express,Fuji Japenesse Express,1046 Church Rd W,38671,MS,,(662) 342-7776,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Sango Sushi Japanese Restaurant,Sango Sushi Japanese Restaurant,7101 Yorktown Ave Ste 110,92648,CA,,(714) 969-8548,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,China Garden Of Tunica,China Garden Of Tunica,1549 Highway 61 N,38676,MS,,(662) 357-0008,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,230,584,2022-10-31T04:00:00Z,242 Cafe Fushion Sushi,242 Cafe Fushion Sushi,242 N Coast Hwy,92651,CA,,(949) 494-2444,Marketing Nurture Queue,,SDR Complete,,2023-10-19T18:30:00Z,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,YUMMY YUMMY,YUMMY YUMMY,115 S BLACK HORSE PIKE,8031,NJ,,(856) 933-5333,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Rock N Roll Sushi,Rock N Roll Sushi,3999 N Gloster St,38804,MS,,(662) 346-4266,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Maki Yaki Express,Maki Yaki Express,24401 Ridge Route Dr Ste A102,92653,CA,,(949) 837-4545,Marketing Nurture Queue,Kristen Chai,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,MT Fuji Japanese Steakhouse,MT Fuji Japanese Steakhouse,837 Kings Crossing Drive,38804,MS,,(662) 680-5688,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Closed,Woks Grill,24401 Ridge Route Dr Ste B102,92653,CA,,(949) 457-9430,Marketing Nurture Queue,Kristen Chai,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Buffet World,Buffet World,950 E Madison St,38851,MS,,(662) 448-4688,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Pick Up Stix,Pick Up Stix,1112 Irvine Ave,92660,CA,,(949) 650-7849,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,BEST FOOD IN TOWN,BEST FOOD IN TOWN,900 12TH ST #5,8037,NJ,,(609) 567-3383,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Sushi Roku,Sushi Roku,327 Newport Center Dr,92660,CA,,(949) 706-3622,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,CHEF CHAN'S RESTAURANT,CHEF CHAN'S RESTAURANT,300 WHITE HORSE RD E # 4,8043,NJ,,(856) 783-6161,Marketing Nurture Queue,Jimmy Min Kong,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Oec Japanese Express,Oec Japanese Express,1139 Old Fannin Rd Ste I,39047,MS,,(601) 992-2988,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Sakee Sushi,Sakee Sushi,123 23rd St,92663,CA,,(949) 675-8899,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Asahi Japanese Restaurant,Asahi Japanese Restaurant,1149 Old Fannin Rd Ste 29,39047,MS,,(601) 992-6308,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Newport Fresh Japanese Grill,Newport Fresh Japanese Grill,3305 Newport Blvd Ste F,92663,CA,,(949) 675-5005,Marketing Nurture Queue,Jimmy Min Kong,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,GOOD TASTE RESTAURANT,GOOD TASTE RESTAURANT,3 E EVESHAM RD # 5,8043,NJ,,(856) 616-8869,Marketing Nurture Queue,Jimmy Min Kong,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,MT Fuji,MT Fuji,4714 Milestone Ln Ste H,80104,CO,,(303) 660-2618,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,WOK N ROLL,WOK N ROLL,807 EVESHAM AVE W,8049,NJ,,(856) 783-9300,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Sawara Sushi Express,Sawara Sushi Express,312 Metzler Dr,80108,CO,,(303) 660-5328,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,卢,HAPPY WOK,1107 MANTUA PIKE,8051,NJ,,(856) 468-8788,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Nobu Sushi & Oyester Bar,Nobu Sushi & Oyester Bar,2255 Sheridan Blvd,80214,CO,,(303) 462-0873,Marketing Nurture Queue,Jimmy Min Kong,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Beijing Chinese Cafe Inc,Beijing Chinese Cafe Inc,6173 W Colfax Ave,80214,CO,,(303) 238-1088,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,STONE DRAGON,STONE DRAGON,28 E MAIN ST,8052,NJ,,(856) 779-0507,Marketing Nurture Queue,Xue Ni Chu,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,China 1 Express,China 1 Express,6593 W Colfax Ave,80214,CO,,(303) 233-1900,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,China Buffet Of Pearl,China Buffet Of Pearl,5530 Highway 80 E,39208,MS,,(601) 664-9936,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Kazoku Sushi,Kazoku Sushi,10665 W Colfax Ave,80215,CO,,(303) 238-1199,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,KING WONG,KING WONG,111 Merchants Way,8053,NJ,,(856) 596-9883,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,The Blue Fish,The Blue Fish,112 E Lincoln Ave,80424,CO,,(970) 517-3474,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,CHINA 1,CHINA 1,27 N MAPLE AVE,8053,NJ,,(856) 983-9122,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Takara Hibachi Express,Takara Hibachi Express,108 Byram Drive,39272,MS,,(601) 346-6008,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Wasabi Japanese Restaurant,Wasabi Japanese Restaurant,311 S Main St,80424,CO,,(970) 453-8311,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,MAY FLOWER RESTAURANT,MAY FLOWER RESTAURANT,230 N MAPLE AVE,8053,NJ,,(856) 983-2757,Marketing Nurture Queue,Raymond Chong,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Nozawa,Nozawa,282 Dillon Ridge Rd,80435,CO,,(970) 262-6600,Marketing Nurture Queue,Xue Ni Chu,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,ASIAN CHEF,ASIAN CHEF,882 UNION MILL RD,8054,NJ,,(856) 866-8899,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Sake Sushi,Sake Sushi,103 S Frontage Rd Ste 206,39301,MS,,(601) 482-8288,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,JIN CHENG,JIN CHENG,1155 NJ-73 Ste I,8054,NJ,,(856) 727-1300,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Panda China Buffet,Panda China Buffet,103 Northside Plaza,39345,MS,,(601) 683-2220,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Eastmoon Asian Bistro,Eastmoon Asian Bistro,2144 Main St Ste 1,80501,CO,,(303) 684-8383,Marketing Nurture Queue,Xue Ni Chu,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,PEKING WOK,PEKING WOK,127 ARK RD,8054,NJ,,(856) 866-2350,Marketing Nurture Queue,Kristen Chai,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Hibachi Express,Hibachi Express,203 Eastside Drive,39345,MS,,(601) 683-0099,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,135,584,2022-10-31T04:00:00Z,郑女士,King Wah Asian Food,6050 Firestone Blvd Unit 201,80504,CO,(303) 406-3679,(720) 652-0888,Marketing Nurture Queue,,SDR Complete,,2024-01-22T22:09:00Z,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,GINGER,GINGER,7 WILKINS STATION RD,8055,NJ,,(609) 953-7888,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Oishi Japanese Express,Oishi Japanese Express,390 Main St,39350,MS,,(601) 663-0019,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Dragon Lee,Dragon Lee,1228 W Elizabeth St,80521,CO,,(970) 221-9900,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,MISTER CHINA,MISTER CHINA,674 STOKES RD,8055,NJ,,(609) 953-9775,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Teriyaki Wok,Teriyaki Wok,829 S Shields St,80521,CO,,(970) 493-6718,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Sacke Cafe,Sacke Cafe,24 Cross Creek Pkwy Ste 130,39402,MS,,(601) 296-7588,Marketing Nurture Queue,Sandra Kan,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,MT Fuji,MT Fuji,4020 S College Ave Unit 2,80525,CO,,(970) 223-5228,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,MR CHENG,MR CHENG,483 WOODLANE RD,8060,NJ,,(609) 880-9888,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,China Express,China Express,3407 Hardy St,39402,MS,,(601) 336-4842,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,林老板娘,MR RICE,108 SWEDESBORO RD # 18,8062,NJ,,(856) 223-9361,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Super King,Super King,4591 Hardy St,39402,MS,,(601) 268-0833,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,NEW CHINA,NEW CHINA,943 KINGS HWY #501,8066,NJ,,(856) 848-6881,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,China Buffet & Sushi Bar,China Buffet & Sushi Bar,4600 Hardy St Ste 22,39402,MS,,(601) 264-0688,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,LUCKY HOUSE,LUCKY HOUSE,54 E MAIN ST,8069,NJ,,(856) 299-0062,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,BEST FOOD IN TOWN,BEST FOOD IN TOWN,1 N VIRGINIA AVE,8069,NJ,,(856) 299-8899,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Osaka Japanese Express,Osaka Japanese Express,103 Walter Payton Dr,39429,MS,,(601) 736-0408,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Yamato,Yamato,815 Highway 98 Byp,39429,MS,,(601) 736-1234,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,189,584,2022-10-31T04:00:00Z,Ms. 郑,Sake Cafe,2001 Highway 15 N Ste C,39440,MS,(601) 438-4388,(601) 649-3818,Marketing Nurture Queue,,SDR Complete,,2023-11-30T01:18:00Z,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,MANDARIN COURT,MANDARIN COURT,660 WOODBURY GLASSBORO RD #5,8080,NJ,,(856) 468-6893,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Tokyo Sushi & Grill,Tokyo Sushi & Grill,704 Memorial Blvd,39466,MS,,(601) 799-5188,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,SZECHUAN ASIAN CUISINE,SZECHUAN ASIAN CUISINE,629 WOODBURY GLASSBORO RD,8080,NJ,,(856) 468-8881,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Hibachi Express,Hibachi Express,9354 Highway 49 Ste K,39503,MS,,(228) 863-1600,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,King Buffet Chinese Restaurant,King Buffet Chinese Restaurant,227 Eisenhower Dr,39531,MS,,(228) 388-0025,Marketing Nurture Queue,Jimmy Min Kong,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,ASIAN WOK,ASIAN WOK,111 LAKESIDE DR,8087,NJ,,(609) 296-6939,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Ichiro,Ichiro,3680 Sangani Blvd Ste M,39540,MS,,(228) 207-5337,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,CHINA JADE RESTAURANT,CHINA JADE RESTAURANT,800 RADIO RD,8087,NJ,,(609) 294-8585,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Osaka Japanese Hibachi & Sushi Restaurant Llc,Osaka Japanese Hibachi & Sushi Restaurant Llc,3887 Promenade Pkwy Ste E,39540,MS,,(228) 396-3800,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Shanghai Restaurant,Shanghai Restaurant,2525 Highway 90,39553,MS,,(228) 497-9139,Marketing Nurture Queue,Zi Heng Lim,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Permanently closed,Kyoto Japanese Cuisine,3942 Bienville Blvd,39564,MS,,(228) 447-3238,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,GAO SHENG RESTAURANT,GAO SHENG RESTAURANT,859 NJ-45 Ste E,8098,NJ,,(856) 769-8599,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Oec Japanese Express,Oec Japanese Express,958 Brookway Blvd,39601,MS,,(601) 833-6188,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,GOLDEN DRAGON,GOLDEN DRAGON,638 N 7TH ST,8102,NJ,,(856) 963-2228,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Little Kitchen,Little Kitchen,4328 Highway 373,39705,MS,,(662) 434-8777,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,倪,"Jin Jin - 來取, 聯繫老闆娘微信",115 S Meridian St Ste C,39730,MS,(718) 755-0308,(662) 369-8999,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,NUMBER ONE RESTAURANT,NUMBER ONE RESTAURANT,1264 HADDON AVE,8103,NJ,,(856) 365-9011,Marketing Nurture Queue,Kristen Chai,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Umi Japanese Steakhouse & Sushi Bar,Umi Japanese Steakhouse & Sushi Bar,315 Highway 12 W,39759,MS,,(662) 323-5258,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,ORIENT CHINESE,ORIENT CHINESE,1021 S 4TH ST,8103,NJ,,(856) 541-5717,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,NEW HO HO,NEW HO HO,3420 WESTFIELD AVE,8105,NJ,,(856) 963-0394,Marketing Nurture Queue,Xue Ni Chu,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,ASIAN YUMMY,ASIAN YUMMY,44 HADDON AVE,8108,NJ,,(856) 869-3388,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,BAMBOO,BAMBOO,678 W CUTHBERT BLVD,8108,NJ,,(856) 858-8818,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
