fill_info,State,Contact_Title,Year_Established,Employee_Size,Country,New_Category
Didn't Fill,CA,,1996,NA,United States,Japanese
Filled,CA,Owner,1991,NA,United States,Chinese
Filled,CA,Owner,2010,NA,United States,Chinese
Filled,CA,,NA,NA,United States,Chinese
Didn't Fill,CA,Owner,2018,NA,United States,Chinese
Filled,CA,Owner,1996,NA,United States,Chinese
Didn't Fill,CA,,2007,NA,United States,Chinese
Didn't Fill,CA,,NA,NA,United States,Chinese
Filled,CA,,NA,NA,United States,Chinese
Filled,CA,,NA,NA,United States,Szechuan
Filled,CA,,NA,NA,United States,Chinese
Didn't Fill,CA,,NA,NA,United States,Chinese
Didn't Fill,CA,Owner,NA,NA,United States,Asian Fusion
Filled,CA,Owner,NA,NA,United States,Chinese
Didn't Fill,CA,Owner,2002,NA,United States,Chinese
Didn't Fill,CA,General,2007,NA,United States,Japanese
Didn't Fill,CA,,NA,NA,United States,Chinese
Didn't Fill,CA,Owner,2005,NA,United States,Japanese
Filled,CA,Owner,1966,NA,United States,Chinese
Filled,CA,,2012,NA,United States,Asian Fusion
Didn't Fill,CO,Owner,NA,NA,United States,Japanese
Filled,CO,,NA,NA,United States,Chinese
Filled,CO,,NA,NA,United States,Japanese
Filled,DC,,NA,NA,United States,Japanese
Filled,DC,Owner,2005,NA,United States,Chinese
Didn't Fill,FL,,2000,NA,United States,Chinese
Didn't Fill,FL,Owner,NA,NA,United States,Chinese
Filled,FL,General,2016,NA,United States,Japanese
Filled,FL,,NA,NA,United States,Chinese
Didn't Fill,FL,,NA,NA,United States,Asian Fusion
Didn't Fill,FL,,2019,NA,United States,Chinese
Filled,FL,General,NA,NA,United States,Chinese
Didn't Fill,FL,,NA,NA,United States,Japanese
Filled,FL,Owner,2007,NA,United States,Chinese
Filled,FL,Owner,2016,NA,United States,Japanese
Didn't Fill,GA,,2010,NA,United States,Japanese
Didn't Fill,IL,General,1998,NA,United States,Japanese
Didn't Fill,IL,Owner,1999,NA,United States,Japanese
Didn't Fill,IL,,2020,NA,United States,Japanese
Filled,IL,Owner,1991,NA,United States,Chinese
Filled,IN,Owner,1995,NA,United States,Chinese
Filled,IN,Owner,2003,NA,United States,Chinese
Filled,IN,,2012,NA,United States,Japanese
Didn't Fill,KY,,2021,NA,United States,Asian Fusion
Didn't Fill,LA,Owner,1972,NA,United States,Asian Fusion
Didn't Fill,LA,Owner,1918,NA,United States,Asian Fusion
Didn't Fill,LA,Front of the House,NA,NA,United States,Asian Fusion
Didn't Fill,LA,Owner,2001,NA,United States,Asian Fusion
Didn't Fill,LA,Owner,2004,NA,United States,Japanese
Didn't Fill,LA,Owner,1950,NA,United States,Asian Fusion
Filled,LA,,NA,NA,United States,Japanese
Didn't Fill,MD,,NA,NA,United States,Chinese
Filled,MD,Owner,1989,NA,United States,Chinese
Didn't Fill,MD,Owner,NA,NA,United States,Asian Fusion
Didn't Fill,MD,General,1990,NA,United States,Asian Fusion
Didn't Fill,MD,General,NA,NA,United States,Chinese
Filled,MI,General,1977,NA,United States,Chinese
Didn't Fill,MI,,NA,NA,United States,Chinese
Filled,MI,,2011,NA,United States,Chinese
Didn't Fill,MI,Owner,2004,NA,United States,Chinese
Filled,MI,Owner,2006,NA,United States,Chinese
Filled,MN,Owner,1994,NA,United States,Chinese
Didn't Fill,MO,,NA,NA,United States,Japanese
Didn't Fill,MO,,NA,NA,United States,Asian Fusion
Didn't Fill,MO,Owner,1993,NA,United States,Chinese
Filled,MS,,NA,NA,United States,Japanese
Filled,MS,Owner,2013,NA,United States,Japanese
Filled,NC,General,2004,NA,United States,Chinese
Filled,NC,,2001,NA,United States,Chinese
Filled,NC,Owner,2007,NA,United States,Japanese
Filled,NV,,1996,NA,United States,Chinese
Didn't Fill,OH,General,2014,NA,United States,Japanese
Didn't Fill,OH,Owner,2005,NA,United States,Asian Fusion
Didn't Fill,OH,Owner,1985,NA,United States,Chinese
Filled,OH,,2009,NA,United States,Chinese
Filled,OH,Owner,2012,NA,United States,Japanese
Didn't Fill,OK,,NA,NA,United States,Chinese
Didn't Fill,OR,,NA,NA,United States,Japanese
Didn't Fill,OR,General,1988,NA,United States,Chinese
Didn't Fill,PA,,2012,NA,United States,Chinese
Filled,PA,Owner,2003,NA,United States,Chinese
Filled,PA,,NA,NA,United States,Chinese
Filled,PA,,NA,NA,United States,Japanese
Didn't Fill,PA,,NA,NA,United States,Japanese
Didn't Fill,PA,,NA,NA,United States,Asian Fusion
Didn't Fill,PA,,2015,NA,United States,Chinese
Didn't Fill,PA,,2001,NA,United States,Chinese
Filled,SC,Owner,NA,NA,United States,Asian Fusion
Filled,SC,Owner,NA,NA,United States,Japanese
Didn't Fill,TN,Owner,2010,NA,United States,Japanese
Filled,TN,Owner,2007,NA,United States,Chinese
Filled,TN,,2002,NA,United States,Chinese
Didn't Fill,TX,Owner,2001,NA,United States,Chinese
Filled,TX,,2002,NA,United States,Chinese
Didn't Fill,TX,,1993,NA,United States,Asian Fusion
Didn't Fill,TX,,NA,NA,United States,Japanese
Didn't Fill,TX,Owner,NA,NA,United States,Chinese
Didn't Fill,TX,,2018,NA,United States,Japanese
Didn't Fill,UT,Owner,2010,NA,United States,Asian Fusion
Didn't Fill,UT,Sales & Marketing,2016,NA,United States,Asian Fusion
Didn't Fill,UT,,NA,NA,United States,Japanese
Filled,VA,Owner,2000,NA,United States,Asian Fusion
Filled,VA,,NA,NA,United States,Chinese
Didn't Fill,VA,,2009,NA,United States,Chinese
Filled,VA,,NA,NA,United States,Chinese
Filled,WA,Owner,1995,NA,United States,Chinese
Didn't Fill,WA,Owner,2018,NA,United States,Chinese
Didn't Fill,WA,Owner,2015,NA,United States,Asian Fusion
Filled,WA,General,1990,NA,United States,Chinese
Filled,AL,,NA,NA,United States,Japanese
Filled,AL,General,1993,NA,United States,Chinese
Didn't Fill,AL,,NA,NA,United States,Asian Fusion
Didn't Fill,AL,Owner,2001,NA,United States,Chinese
Didn't Fill,AL,Owner,2007,NA,United States,Japanese
Filled,AR,,NA,NA,United States,Japanese
Didn't Fill,AR,Owner,2005,NA,United States,Cajun
Filled,CA,Owner,1987,NA,United States,Chinese
Filled,CA,,2018,NA,United States,Japanese
Filled,CA,General,2004,NA,United States,Chinese
Filled,CA,,2021,NA,United States,Chinese
Filled,CA,Owner,NA,NA,United States,Chinese
Didn't Fill,CA,Owner,1989,NA,United States,Chinese
Filled,CA,General,NA,NA,United States,Asian Fusion
Filled,CA,,NA,NA,United States,Japanese
Filled,CA,,2021,NA,United States,Chinese
Didn't Fill,CA,Owner,NA,NA,United States,Sichuan
Didn't Fill,CA,Owner,1994,NA,United States,Chinese
Didn't Fill,CA,,2010,NA,United States,Chinese
Filled,CA,,NA,NA,United States,Chinese
Filled,CA,,NA,NA,United States,Chinese
Filled,CA,,2019,NA,United States,Chinese
Filled,CA,,NA,NA,United States,Chinese
Filled,CA,,NA,NA,United States,Chinese
Filled,CA,,NA,NA,United States,Chinese
Didn't Fill,CA,,NA,NA,United States,Japanese
Filled,CA,Owner,2020,NA,United States,Chinese
Filled,CA,,NA,NA,United States,Chinese
Filled,CO,General,2007,NA,United States,Chinese
Didn't Fill,DC,,NA,NA,United States,Japanese
Didn't Fill,DE,,NA,NA,United States,Japanese
Didn't Fill,FL,,NA,NA,United States,Japanese
Didn't Fill,FL,,NA,NA,United States,Asian Fusion
Didn't Fill,FL,Back of the House,2020,NA,United States,Japanese
Filled,FL,Owner,2007,NA,United States,Chinese
Didn't Fill,FL,,NA,NA,United States,Asian Fusion
Filled,FL,Owner,2010,NA,United States,Chinese
Filled,GA,,NA,NA,United States,Chinese
Didn't Fill,GA,Owner,2010,NA,United States,Chinese
Filled,GA,,NA,NA,United States,Chinese
Didn't Fill,GA,,NA,NA,United States,Japanese
Filled,GA,Owner,NA,NA,United States,Asian Fusion
Didn't Fill,IL,General,2007,NA,United States,Chinese
Filled,IL,General,2012,NA,United States,Japanese
Filled,IL,Owner,2017,NA,United States,Chinese
Didn't Fill,IL,,NA,NA,United States,Japanese
Filled,IL,,2002,NA,United States,Chinese
Filled,IN,General,2000,NA,United States,Chinese
Filled,IN,Owner,1994,NA,United States,Chinese
Didn't Fill,IN,,NA,NA,United States,Chinese
Didn't Fill,LA,,NA,NA,United States,Asian Fusion
Filled,LA,Owner,NA,NA,United States,Chinese
Didn't Fill,MD,,NA,NA,United States,Japanese
Didn't Fill,MD,,NA,NA,United States,Japanese
Didn't Fill,MD,,NA,NA,United States,Asian Fusion
Didn't Fill,MN,,NA,NA,United States,Asian Fusion
Didn't Fill,MN,Owner,1989,NA,United States,Chinese
Filled,MN,Owner,NA,NA,United States,Chinese
Filled,MO,,NA,NA,United States,Asian Fusion
Filled,MO,,NA,NA,United States,Japanese
Didn't Fill,MO,Owner,NA,NA,United States,Chinese
Didn't Fill,MO,,NA,NA,United States,Japanese
Filled,MS,Owner,2003,NA,United States,Japanese
Didn't Fill,NC,,NA,NA,United States,Japanese
Didn't Fill,NC,Owner,2004,NA,United States,Japanese
Didn't Fill,NC,Front of the House,2015,NA,United States,Japanese
Didn't Fill,NC,,NA,NA,United States,Japanese
Didn't Fill,NC,Owner,2001,NA,United States,Chinese
Didn't Fill,NE,Owner,2017,NA,United States,Japanese
Filled,NV,Owner,NA,NA,United States,Japanese
Didn't Fill,NV,Owner,2008,NA,United States,Japanese
Didn't Fill,NV,,2015,NA,United States,Japanese
Didn't Fill,OH,Owner,2009,NA,United States,Japanese
Filled,OH,,NA,NA,United States,Japanese
Filled,OH,Owner,2007,NA,United States,Chinese
Didn't Fill,OH,Owner,1996,NA,United States,Chinese
Didn't Fill,OH,,NA,NA,United States,Chinese
Didn't Fill,OH,,NA,NA,United States,Chinese
Didn't Fill,OR,,NA,NA,United States,Japanese
Didn't Fill,PA,,NA,NA,United States,Chinese
Didn't Fill,PA,,NA,NA,United States,Asian Fusion
Filled,PA,Owner,1995,NA,United States,Chinese
Filled,PA,Owner,1994,NA,United States,Chinese
Filled,PA,,NA,NA,United States,Chinese
Filled,PA,,NA,NA,United States,Chinese
Didn't Fill,PA,Owner,2003,NA,United States,Chinese
Filled,PA,,NA,NA,United States,Chinese
Didn't Fill,PA,,NA,NA,United States,Chinese
Didn't Fill,SC,,NA,NA,United States,Japanese
Filled,TN,Owner,2012,NA,United States,Chinese
Didn't Fill,TN,,2006,NA,United States,Asian Fusion
Filled,TN,General,2009,NA,United States,Japanese
Didn't Fill,TX,,NA,NA,United States,Asian Fusion
Didn't Fill,TX,,NA,NA,United States,Cajun
Didn't Fill,TX,,2019,NA,United States,Asian Fusion
Filled,TX,,NA,NA,United States,Japanese
Filled,TX,,NA,NA,United States,Chinese
Didn't Fill,TX,Owner,2017,NA,United States,Chinese
Didn't Fill,TX,,NA,NA,United States,Chinese
Didn't Fill,TX,Owner,2004,NA,United States,Japanese
Filled,UT,Owner,2013,NA,United States,Japanese
Didn't Fill,UT,Owner,2008,NA,United States,Asian Fusion
Filled,VA,,2002,NA,United States,Chinese
Filled,VA,Owner,NA,NA,United States,Chinese
Didn't Fill,VA,Owner,2004,NA,United States,Japanese
Filled,WA,Owner,2000,NA,United States,Chinese
Filled,WA,,NA,NA,United States,Chinese
Didn't Fill,WA,Owner,2008,NA,United States,Japanese
Didn't Fill,WA,Owner,1987,NA,United States,Chinese
Filled,WI,,NA,NA,United States,Japanese
Didn't Fill,WI,Owner,1999,NA,United States,Asian Fusion
Filled,WI,,NA,NA,United States,Japanese
Didn't Fill,WV,Owner,1994,NA,United States,Chinese
Filled,WV,,NA,NA,United States,Chinese
Didn't Fill,BC,,NA,NA,Canada,Japanese
Didn't Fill,BC,Owner,1993,NA,Canada,Japanese
Didn't Fill,SK,Owner,NA,NA,Canada,Chinese
Filled,SK,,NA,NA,Canada,Chinese
Didn't Fill,AB,,NA,NA,Canada,Japanese
Didn't Fill,MB,Owner,NA,NA,Canada,Japanese
Didn't Fill,BC,Owner,NA,NA,Canada,Japanese
Didn't Fill,ON,Owner,NA,NA,Canada,Chinese
Filled,ON,,NA,NA,Canada,Chinese
Didn't Fill,AB,Owner,NA,NA,Canada,Asian Fusion
Filled,BC,,NA,NA,Canada,Asian Fusion
Filled,NB,,NA,NA,Canada,Chinese
Filled,ON,,NA,NA,Canada,Chinese
Didn't Fill,MB,,NA,NA,Canada,Chinese
Didn't Fill,ON,,NA,NA,Canada,Japanese
Filled,ON,,NA,NA,Canada,Chinese
Didn't Fill,ON,Owner,NA,NA,Canada,Japanese
Filled,ON,,NA,NA,Canada,Chinese
Didn't Fill,AB,,NA,NA,Canada,Taiwanese
Didn't Fill,AB,,NA,NA,Canada,Chinese
Didn't Fill,NL,Owner,NA,NA,Canada,Chinese
Filled,MB,,2018,NA,Canada,Japanese
Didn't Fill,MB,Owner,NA,NA,Canada,Chinese
Didn't Fill,AB,,NA,NA,Canada,Japanese
Filled,ON,,NA,NA,Canada,Japanese
Didn't Fill,ON,Owner,NA,NA,Canada,Chinese
Filled,BC,,NA,NA,Canada,Chinese
Didn't Fill,BC,,NA,NA,Canada,Japanese
Didn't Fill,BC,,2014,NA,Canada,Asian Fusion
Didn't Fill,NL,,NA,NA,Canada,Asian Fusion
Didn't Fill,ON,,NA,NA,Canada,Chinese
Didn't Fill,ON,Owner,NA,NA,Canada,Chinese
Didn't Fill,NL,Owner,NA,NA,Canada,Chinese
Didn't Fill,AB,,NA,NA,Canada,Asian Fusion
Didn't Fill,AB,Owner,NA,NA,Canada,Asian Fusion
Didn't Fill,NS,,NA,NA,Canada,Chinese
Didn't Fill,ON,Owner,2011,NA,Canada,Asian Fusion
Filled,SK,Owner,NA,NA,Canada,Chinese
Filled,AB,,NA,NA,Canada,Chinese
Didn't Fill,ON,,NA,NA,Canada,Chinese
Didn't Fill,ON,,NA,NA,Canada,Chinese
Didn't Fill,ON,,NA,NA,Canada,Chinese
Filled,ON,,NA,NA,Canada,Japanese
Didn't Fill,NS,,NA,NA,Canada,Chinese
Didn't Fill,BC,,NA,NA,Canada,Japanese
Didn't Fill,AB,,NA,NA,Canada,Japanese
Didn't Fill,ON,,NA,NA,Canada,Asian Fusion
Filled,SK,,NA,NA,Canada,Asian Fusion
Didn't Fill,NS,General,NA,NA,Canada,Chinese
Filled,ON,,NA,NA,Canada,Asian Fusion
Didn't Fill,ON,Owner,NA,NA,Canada,Japanese
Didn't Fill,ON,Owner,NA,NA,Canada,Asian Fusion
Filled,ON,,NA,NA,Canada,Chinese
Didn't Fill,ON,,NA,NA,Canada,Japanese
